"time","Q1.vbc","Q1.vbe","Q2.vbc","Q2.vbe","VCC.T0","VCC.counter","VCC.counter2","VEE.T0","VEE.counter","VEE.counter2"
0.031,-5.79798691375241,0.520824845253905,-6.94085991036817,0.515062818153763,0,-1,-1,0,-1,-1
0.0315,-5.79175965039557,0.520853331712905,-6.94695993551925,0.515028872666936,0,-1,-1,0,-1,-1
0.032,-5.78567709946417,0.520881131330499,-6.95291826418804,0.514995680866396,0,-1,-1,0,-1,-1
0.0325,-5.77974044383169,0.520908240327001,-6.95873373732246,0.514963251671836,0,-1,-1,0,-1,-1
0.033,-5.77395010016029,0.520934658045578,-6.96440594759424,0.514931589785652,0,-1,-1,0,-1,-1
0.0335,-5.76830840139456,0.520960376019198,-6.96993260762575,0.514900710457631,0,-1,-1,0,-1,-1
0.034,-5.76281685300188,0.52098538915338,-6.97531224187064,0.514870624383054,0,-1,-1,0,-1,-1
0.0345,-5.75747696044958,0.521009692353643,-6.98054337478256,0.514841342257199,0,-1,-1,0,-1,-1
0.035,-5.75228896874601,0.521033285395003,-6.9856257670388,0.514812867274237,0,-1,-1,0,-1,-1
0.0355,-5.74725430227007,0.521056163496246,-6.99055802262233,0.514785209646882,0,-1,-1,0,-1,-1
0.036,-5.74237460604454,0.521078321023751,-6.9953385291147,0.514758380900919,0,-1,-1,0,-1,-1
0.0365,-5.73765119990191,0.521099753600195,-6.99996599303514,0.514732390626898,0,-1,-1,0,-1,-1
0.037,-5.73308519078757,0.521120457626058,-7.00443932945863,0.514707247046332,0,-1,-1,0,-1,-1
0.0375,-5.72867660695222,0.521140433442935,-7.00875851020794,0.514682951443856,0,-1,-1,0,-1,-1
0.038,-5.72442731514776,0.52115967467528,-7.01292170601044,0.514659516927153,0,-1,-1,0,-1,-1
0.0385,-5.72033846837901,0.521178177555292,-7.01692778681877,0.514636952013934,0,-1,-1,0,-1,-1
0.039,-5.7164112196508,0.521195938315169,-7.02077562258559,0.514615265221912,0,-1,-1,0,-1,-1
0.0395,-5.7126458191339,0.521212956392004,-7.02446496954055,0.514594459008756,0,-1,-1,0,-1,-1
0.04,-5.70904298464728,0.521229229562825,-7.02799512484124,0.514574538971104,0,-1,-1,0,-1,-1
0.0405,-5.70560411460237,0.521244753188681,-7.03136471753426,0.514555515273897,0,-1,-1,0,-1,-1
0.041,-5.70233018502207,0.521259524130024,-7.03457279130851,0.514537395246901,0,-1,-1,0,-1,-1
0.0415,-5.69922212017834,0.52127353942104,-7.03761844053094,0.51452018585173,0,-1,-1,0,-1,-1
0.042,-5.69627928848377,0.52128680131913,-7.04050228317077,0.514503882981705,0,-1,-1,0,-1,-1
0.0425,-5.69350332684615,0.521299304466073,-7.04322271573391,0.514488498668089,0,-1,-1,0,-1,-1
0.043,-5.69089503322503,0.5213110463201,-7.0457789562809,0.514474038973914,0,-1,-1,0,-1,-1
0.0435,-5.68845520557996,0.521322024339444,-7.04817022287228,0.514460509962216,0,-1,-1,0,-1,-1
0.044,-5.68618412210742,0.521332237669376,-7.05039624174389,0.514447913829388,0,-1,-1,0,-1,-1
0.0445,-5.68408185421119,0.521341686126369,-7.05245694131397,0.514436251233441,0,-1,-1,0,-1,-1
0.045,-5.68214928391776,0.521350366895795,-7.05435145745032,0.514425528862804,0,-1,-1,0,-1,-1
0.0455,-5.68038687166965,0.521358278531391,-7.05607933820582,0.514415750269641,0,-1,-1,0,-1,-1
0.046,-5.67879503966094,0.521365419711045,-7.05764016902902,0.514406918721578,0,-1,-1,0,-1,-1
0.0465,-5.6773741718373,0.521371789236786,-7.05903357276417,0.5143990372017,0,-1,-1,0,-1,-1
0.047,-5.67612461389599,0.521377386034793,-7.06025920965123,0.514392108408556,0,-1,-1,0,-1,-1
0.0475,-5.67504667328584,0.52138220915539,-7.06131677732584,0.514386134756152,0,-1,-1,0,-1,-1
0.048,-5.67414061920727,0.521386257773046,-7.06220601081935,0.514381118373959,0,-1,-1,0,-1,-1
0.0485,-5.67340655608363,0.521389531620183,-7.06292681548996,0.514377060078496,0,-1,-1,0,-1,-1
0.049,-5.67284443764378,0.521392030938891,-7.06347925222755,0.514373959487799,0,-1,-1,0,-1,-1
0.0495,-5.67245456928227,0.521393754758579,-7.06386300967343,0.514371819104535,0,-1,-1,0,-1,-1
0.05,-5.67223702384336,0.521394702898971,-7.06407801799841,0.514370639567573,0,-1,-1,0,-1,-1
0.0505,-5.67219183234414,0.521394875316207,-7.06412424852882,0.514370421202153,0,-1,-1,0,-1,-1
0.051,-5.67231898397452,0.521394272102839,-7.06400171374656,0.514371164019889,0,-1,-1,0,-1,-1
0.0515,-5.67261842609724,0.521392893487839,-7.06371046728904,0.51437286771877,0,-1,-1,0,-1,-1
0.052,-5.67309006424786,0.521390739836594,-7.06325060394923,0.514375531683156,0,-1,-1,0,-1,-1
0.0525,-5.67373376213477,0.521387811650905,-7.06262225967565,0.514379154983781,0,-1,-1,0,-1,-1
0.053,-5.67454943793465,0.521384109015105,-7.06182550754673,0.514383736612071,0,-1,-1,0,-1,-1
0.0535,-5.67553725725035,0.521379630486176,-7.06086014932321,0.514389275949673,0,-1,-1,0,-1,-1
0.054,-5.67669670301372,0.521374378443608,-7.05972672020912,0.514395770505224,0,-1,-1,0,-1,-1
0.0545,-5.67802751102318,0.521368353708249,-7.05842547821365,0.514403218190822,0,-1,-1,0,-1,-1
0.055,-5.67952937801144,0.521361557221477,-7.05695671951841,0.514411616611656,0,-1,-1,0,-1,-1
0.0555,-5.6812019616455,0.521353990045203,-7.05532077847739,0.514420963066008,0,-1,-1,0,-1,-1
0.056,-5.68304488052663,0.52134565336187,-7.05351802761701,0.514431254545255,0,-1,-1,0,-1,-1
0.0565,-5.68505771419038,0.521336548474454,-7.05154887763609,0.514442487733863,0,-1,-1,0,-1,-1
0.057,-5.68724000310659,0.521326676806463,-7.04941377740588,0.514454659009395,0,-1,-1,0,-1,-1
0.0575,-5.68959111566256,0.521316040701775,-7.04711336479585,0.514467764080762,0,-1,-1,0,-1,-1
0.058,-5.69211058952349,0.521304641372017,-7.04464807961009,0.514481798916563,0,-1,-1,0,-1,-1
0.0585,-5.69479783884334,0.521292480657125,-7.04201849557663,0.514496758948838,0,-1,-1,0,-1,-1
0.059,-5.69765223707229,0.521279560527415,-7.03922522645331,0.514512639298267,0,-1,-1,0,-1,-1
0.0595,-5.70067311790099,0.52126588307791,-7.03626892495705,0.514529434776734,0,-1,-1,0,-1,-1
0.06,-5.70385977526064,0.521251450528334,-7.03315028276381,0.51454713988733,0,-1,-1,0,-1,-1
0.0605,-5.70721146332293,0.521236265223117,-7.02987003050865,0.514565748824351,0,-1,-1,0,-1,-1
0.061,-5.71072739650007,0.521220329631391,-7.02642893778564,0.514585255473301,0,-1,-1,0,-1,-1
0.0615,-5.71440672985995,0.521203646898232,-7.02282783267565,0.514605654607463,0,-1,-1,0,-1,-1
0.062,-5.71824860219736,0.521186219632365,-7.0190675588007,0.514626939256377,0,-1,-1,0,-1,-1
0.0625,-5.72225211123319,0.521168050604219,-7.01514900005252,0.5146491022211,0,-1,-1,0,-1,-1
0.063,-5.72641631012746,0.521149142844061,-7.01107308406921,0.51467213628724,0,-1,-1,0,-1,-1
0.0635,-5.73074021213143,0.521129499511071,-7.00684077759682,0.514696033940736,0,-1,-1,0,-1,-1
0.064,-5.73522279058752,0.521109123893329,-7.00245308648934,0.514720787367854,0,-1,-1,0,-1,-1
0.0645,-5.73986297892939,0.521088019407826,-6.99791105570871,0.51474638845519,0,-1,-1,0,-1,-1
0.065,-5.74465967068184,0.521066189600457,-6.99321576932479,0.514772828789667,0,-1,-1,0,-1,-1
0.0655,-5.74961182719429,0.521043638270037,-6.98836824255538,0.514800101781555,0,-1,-1,0,-1,-1
0.066,-5.75471830994411,0.521020369275261,-6.98336958981558,0.514828199359805,0,-1,-1,0,-1,-1
0.0665,-5.75997783968123,0.520996386487682,-6.97822106565919,0.514857111166942,0,-1,-1,0,-1,-1
0.067,-5.7653891681857,0.520971693989414,-6.97292389265979,0.514886827943756,0,-1,-1,0,-1,-1
0.0675,-5.77095100857276,0.520946295992912,-6.9674793312523,0.514917340155884,0,-1,-1,0,-1,-1
0.068,-5.77666203529279,0.520920196840968,-6.961888679733,0.514948637993802,0,-1,-1,0,-1,-1
0.0685,-5.78252088413133,0.520893401006712,-6.95615327425954,0.51498071137283,0,-1,-1,0,-1,-1
0.069,-5.7885261522091,0.520865913093614,-6.95027448885093,0.515013549933129,0,-1,-1,0,-1,-1
0.0695,-5.79467639798197,0.52083773783548,-6.94425373538752,0.515047143039704,0,-1,-1,0,-1,-1
0.07,-5.80097014124097,0.520808880096457,-6.93809246361104,0.515081479782403,0,-1,-1,0,-1,-1
0.0705,-5.80740594866633,0.520779345592042,-6.93179208310253,0.515116552027979,0,-1,-1,0,-1,-1
0.071,-5.81398236964101,0.520749140348148,-6.92535402181794,0.515152352130296,0,-1,-1,0,-1,-1
0.0715,-5.82069771264148,0.520718268816618,-6.91877993001139,0.515188864953273,0,-1,-1,0,-1,-1
0.072,-5.82755035817389,0.520686736512521,-6.91207139484909,0.515226079034597,0,-1,-1,0,-1,-1
0.0725,-5.83453864906027,0.520654549089529,-6.90523004046428,0.515263982671785,0,-1,-1,0,-1,-1
0.073,-5.84166089043849,0.520621712339919,-6.89825752795718,0.515302563922181,0,-1,-1,0,-1,-1
0.0735,-5.8489153497623,0.520588232194569,-6.891155555395,0.515341810602956,0,-1,-1,0,-1,-1
0.074,-5.8563002568013,0.52055411472296,-6.88392585781197,0.515381710291113,0,-1,-1,0,-1,-1
0.0745,-5.86381380364094,0.520519366133179,-6.87657020720932,0.515422250323479,0,-1,-1,0,-1,-1
0.075,-5.87145414468255,0.520483992771914,-6.86909041255526,0.515463417796711,0,-1,-1,0,-1,-1
0.0755,-5.87921956623862,0.52044800126943,-6.86148814853013,0.515505202343315,0,-1,-1,0,-1,-1
0.076,-5.88710871751805,0.520411398737015,-6.85376472228072,0.515547599912526,0,-1,-1,0,-1,-1
0.0765,-5.89511921319643,0.520374191572442,-6.84592248452487,0.515590589896484,0,-1,-1,0,-1,-1
0.077,-5.90324910442296,0.520336386717403,-6.83796334414969,0.515634159208408,0,-1,-1,0,-1,-1
0.0775,-5.91149640754286,0.520297991254656,-6.82988924410097,0.515678294568486,0,-1,-1,0,-1,-1
0.078,-5.91985910409738,0.520259012408024,-6.82170216138314,0.515722982503881,0,-1,-1,0,-1,-1
0.0785,-5.92833514082377,0.520219457542395,-6.81340410705927,0.515768209348728,0,-1,-1,0,-1,-1
0.079,-5.93692242965533,0.520179334163722,-6.80499712625112,0.515813961244133,0,-1,-1,0,-1,-1
0.0795,-5.94561884772137,0.520138649919024,-6.79648329813907,0.515860224138174,0,-1,-1,0,-1,-1
0.08,-5.95442223734723,0.520097412596386,-6.78786473596217,0.5159069837859,0,-1,-1,0,-1,-1
0.0805,-5.96333045350955,0.520055630205542,-6.77914354126582,0.515954226500672,0,-1,-1,0,-1,-1
0.081,-5.97234200824453,0.520013312072167,-6.77032118261905,0.516001949356762,0,-1,-1,0,-1,-1
0.0815,-5.98145414427565,0.519970465566645,-6.7614003528562,0.516050129690033,0,-1,-1,0,-1,-1
0.082,-5.99066460863808,0.519927099115912,-6.75238325910153,0.516098753178879,0,-1,-1,0,-1,-1
0.0825,-5.99997111617596,0.519883221292407,-6.74327214001877,0.516147805350035,0,-1,-1,0,-1,-1
0.083,-6.0093713495424,0.519838840814072,-6.73406926581113,0.516197271578578,0,-1,-1,0,-1,-1
0.0835,-6.01886295919951,0.519793966544352,-6.72477693822126,0.516247137087925,0,-1,-1,0,-1,-1
0.084,-6.02844356341833,0.519748607492193,-6.71539749053131,0.516297386949838,0,-1,-1,0,-1,-1
0.0845,-6.03811074827892,0.519702772812045,-6.70593328756289,0.516348006084418,0,-1,-1,0,-1,-1
0.085,-6.0478620676703,0.51965647180386,-6.69638672567707,0.516398979260108,0,-1,-1,0,-1,-1
0.0855,-6.05769595305495,0.519609715758418,-6.68675935663688,0.516450305340829,0,-1,-1,0,-1,-1
0.086,-6.06760942332304,0.519562513312097,-6.67705409310405,0.516501961421733,0,-1,-1,0,-1,-1
0.0865,-6.07759993369327,0.519514874197102,-6.66727342807783,0.516553931783445,0,-1,-1,0,-1,-1
0.087,-6.08766497388827,0.519466808426422,-6.65741982186713,0.516606201599391,0,-1,-1,0,-1,-1
0.0875,-6.09780200526127,0.519418326166299,-6.64749576264,0.516658755951186,0,-1,-1,0,-1,-1
0.088,-6.1080084607961,0.519369437736231,-6.63750376642356,0.516711579828634,0,-1,-1,0,-1,-1
0.0885,-6.11828174510717,0.519320153608968,-6.62744637710405,0.51676465812973,0,-1,-1,0,-1,-1
0.089,-6.12861923443951,0.519270484410515,-6.61732616642683,0.516817975660656,0,-1,-1,0,-1,-1
0.0895,-6.13901827666873,0.519220440920132,-6.60714573399635,0.516871517135785,0,-1,-1,0,-1,-1
0.09,-6.14947729655746,0.519170032673276,-6.59690659865564,0.516925276788869,0,-1,-1,0,-1,-1
0.0905,-6.15999329685629,0.519119271120237,-6.58661170499135,0.516979236642885,0,-1,-1,0,-1,-1
0.091,-6.17056337417062,0.519068167710068,-6.57626390285301,0.517033379691844,0,-1,-1,0,-1,-1
0.0915,-6.18118486313243,0.519016733708347,-6.56586580274244,0.517087691154498,0,-1,-1,0,-1,-1
0.092,-6.1918550761726,0.518964980526108,-6.55542003683345,0.517142156211429,0,-1,-1,0,-1,-1
0.0925,-6.202571303521,0.518912919719846,-6.54492925897184,0.517196760005047,0,-1,-1,0,-1,-1
0.093,-6.21333081320641,0.518860562991511,-6.53439614467538,0.51725148763959,0,-1,-1,0,-1,-1
0.0935,-6.2241308510566,0.518807922188509,-6.52382339113382,0.517306324181124,0,-1,-1,0,-1,-1
0.094,-6.23496864069826,0.518755009303706,-6.51321371720887,0.517361254657545,0,-1,-1,0,-1,-1
0.0945,-6.24584214339475,0.518701835672298,-6.50256912643629,0.517416270038984,0,-1,-1,0,-1,-1
0.095,-6.25674861680985,0.518648413495156,-6.4918923049404,0.51747135589436,0,-1,-1,0,-1,-1
0.0955,-6.2676849378443,0.518594755497597,-6.48118630830149,0.517526494932309,0,-1,-1,0,-1,-1
0.096,-6.27864832937232,0.518540874161248,-6.4704538566642,0.517581672721062,0,-1,-1,0,-1,-1
0.0965,-6.28963599762233,0.518486782107318,-6.45969768645688,0.517636874834405,0,-1,-1,0,-1,-1
0.097,-6.30064513217691,0.518432492096605,-6.44892055039164,0.517692086851674,0,-1,-1,0,-1,-1
0.0975,-6.31167290597282,0.51837801702949,-6.43812521746429,0.517747294357757,0,-1,-1,0,-1,-1
0.098,-6.32271647530099,0.51832336994594,-6.4273144729544,0.517802482943092,0,-1,-1,0,-1,-1
0.0985,-6.33377342465134,0.518268563085344,-6.41649068016469,0.517857640974906,0,-1,-1,0,-1,-1
0.099,-6.34484144153384,0.518213608573764,-6.40565610078696,0.517912757571452,0,-1,-1,0,-1,-1
0.0995,-6.35591718867692,0.518158520807512,-6.39481400601081,0.51796781557619,0,-1,-1,0,-1,-1
0.1,-6.36699785196631,0.518103313181628,-6.3839671514962,0.518022801200925,0,-1,-1,0,-1,-1
0.1005,-6.37808060708234,0.518047999217126,-6.37311830284172,0.518077700703132,0,-1,-1,0,-1,-1
0.101,-6.38916261949996,0.517992592560993,-6.36227023558458,0.518132500385963,0,-1,-1,0,-1,-1
0.1015,-6.40024104448875,0.517937106986192,-6.35142573520061,0.518187186598241,0,-1,-1,0,-1,-1
0.102,-6.41131302711289,0.517881556391657,-6.34058759710426,0.518241745734464,0,-1,-1,0,-1,-1
0.1025,-6.42237586260183,0.517825954359089,-6.3297584691593,0.518296165040635,0,-1,-1,0,-1,-1
0.103,-6.43342755229289,0.517770312616519,-6.31894030572477,0.518350435407768,0,-1,-1,0,-1,-1
0.1035,-6.44446467208406,0.517714646929171,-6.30813646090497,0.51840454066127,0,-1,-1,0,-1,-1
0.104,-6.45548441557807,0.517658971452914,-6.29734968211427,0.518458467827348,0,-1,-1,0,-1,-1
0.1045,-6.46648397244521,0.517603300452257,-6.28658272054542,0.518512204009407,0,-1,-1,0,-1,-1
0.105,-6.47746052842334,0.517547648300345,-6.27583833116954,0.518565736388043,0,-1,-1,0,-1,-1
0.1055,-6.48841126531787,0.517492029478962,-6.26511927273615,0.518619052221045,0,-1,-1,0,-1,-1
0.106,-6.49933336100179,0.517436458578528,-6.25442830777311,0.518672138843399,0,-1,-1,0,-1,-1
0.1065,-6.51022475796286,0.517380947299714,-6.24376744444007,0.518724986769131,0,-1,-1,0,-1,-1
0.107,-6.52108252184444,0.517325510857381,-6.23313955577408,0.5187775830664,0,-1,-1,0,-1,-1
0.1075,-6.53190372471369,0.517270164534624,-6.22254750837445,0.518829914922352,0,-1,-1,0,-1,-1
0.108,-6.54268563124603,0.517214922956399,-6.21199397873795,0.518881970394568,0,-1,-1,0,-1,-1
0.1085,-6.55342550951256,0.517159800827708,-6.20148163991076,0.518933737647395,0,-1,-1,0,-1,-1
0.109,-6.56412063098013,0.517104812933601,-6.19101316148844,0.518985204951953,0,-1,-1,0,-1,-1
0.1095,-6.57476827051128,0.517049974139178,-6.18059120961597,0.519036360686131,0,-1,-1,0,-1,-1
0.11,-6.58536590862265,0.516995298337222,-6.17021825372301,0.519087193746835,0,-1,-1,0,-1,-1
0.1105,-6.59591118927365,0.516940798667835,-6.15989660685832,0.51913769346395,0,-1,-1,0,-1,-1
0.111,-6.60640117138807,0.516886491412802,-6.14962914088593,0.519187848074784,0,-1,-1,0,-1,-1
0.1115,-6.61683320881574,0.516832391417109,-6.1394184456523,0.519237646517615,0,-1,-1,0,-1,-1
0.112,-6.62720466376748,0.516778513579956,-6.12926710280874,0.519287077847612,0,-1,-1,0,-1,-1
0.1125,-6.63751290681518,0.516724872854756,-6.11917768581145,0.519336131236834,0,-1,-1,0,-1,-1
0.113,-6.64775531689176,0.516671484249134,-6.10915275992145,0.519384795974231,0,-1,-1,0,-1,-1
0.1135,-6.65792928129118,0.516618362824928,-6.09919488220466,0.519433061465645,0,-1,-1,0,-1,-1
0.114,-6.66803288909584,0.516565520344448,-6.08930590644671,0.519480919721971,0,-1,-1,0,-1,-1
0.1145,-6.67806323491686,0.516512973474385,-6.07948868346784,0.519528359272621,0,-1,-1,0,-1,-1
0.115,-6.68801777282513,0.516460737237565,-6.06974570395504,0.519575370023714,0,-1,-1,0,-1,-1
0.1155,-6.69789400165018,0.516408826534992,-6.06007941391559,0.519621942128861,0,-1,-1,0,-1,-1
0.116,-6.70768943434207,0.516357256294026,-6.05049224538832,0.519668065879231,0,-1,-1,0,-1,-1
0.1165,-6.71740159797146,0.516306041468383,-6.04098661644364,0.51971373170355,0,-1,-1,0,-1,-1
0.117,-6.72702803372957,0.516255197038138,-6.03156493118352,0.519758930168101,0,-1,-1,0,-1,-1
0.1175,-6.73656682000709,0.516204734176606,-6.02222906422843,0.519803652834162,0,-1,-1,0,-1,-1
0.118,-6.74601582629089,0.516154665717781,-6.01298109602897,0.519847891034984,0,-1,-1,0,-1,-1
0.1185,-6.75537238867362,0.516105008534194,-6.0038236326628,0.519891635343881,0,-1,-1,0,-1,-1
0.119,-6.76463421506986,0.516055776903501,-5.99475891371158,0.519934877058071,0,-1,-1,0,-1,-1
0.1195,-6.77379903589758,0.516006985068288,-5.985789156527,0.519977607626073,0,-1,-1,0,-1,-1
0.12,-6.7828646040781,0.515958647236069,-5.97691655623074,0.520019818647703,0,-1,-1,0,-1,-1
0.1205,-6.79182869503613,0.515910777579284,-5.96814328571451,0.520061501874075,0,-1,-1,0,-1,-1
0.121,-6.80068902458628,0.515863390570064,-5.9594715812408,0.520102648749789,0,-1,-1,0,-1,-1
0.1215,-6.80944276673743,0.515816502946052,-5.95090424511734,0.520143247724516,0,-1,-1,0,-1,-1
0.122,-6.81808811424658,0.515770127348312,-5.9424430188668,0.52018329295365,0,-1,-1,0,-1,-1
0.1225,-6.82662285666856,0.515724278118361,-5.93409006556703,0.520222776370421,0,-1,-1,0,-1,-1
0.123,-6.83504480010671,0.515678969586919,-5.92584753227367,0.520261690026157,0,-1,-1,0,-1,-1
0.1235,-6.84335176721282,0.515634216073911,-5.91771755002016,0.520300026090283,0,-1,-1,0,-1,-1
0.124,-6.85154159718722,0.515590031888469,-5.90970223381773,0.520337776850322,0,-1,-1,0,-1,-1
0.1245,-6.85961214577871,0.515546431328927,-5.90180368265539,0.520374934711894,0,-1,-1,0,-1,-1
0.125,-6.86756339204998,0.515503415379383,-5.89402186829127,0.520411499445594,0,-1,-1,0,-1,-1
0.1255,-6.87539316412652,0.515460998700009,-5.88635891851833,0.520447463484372,0,-1,-1,0,-1,-1
0.126,-6.88309903304374,0.515419197668108,-5.87881721932303,0.520482818438009,0,-1,-1,0,-1,-1
