"time","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe2.mediums[1].h","pipe2.mediums[1].p","pipe2.mediums[2].h","pipe2.mediums[2].p","pipe3.mediums[1].h","pipe3.mediums[1].p","valve.filter.x[1]","valve.filter.x[2]","valveOpening1.a","valveOpening1.b","valveOpening1.last","valveOpening1.nextEvent"
0.021,84533.3718608787,452911.386291772,84340.5957793507,450795.246667659,84291.5629338087,402881.222267281,84243.2410845685,354965.722423201,1,1,0,1,2,1
0.022,84542.6041367749,452911.397844663,84340.7847894366,450795.259064818,84291.5959704946,402881.238124301,84243.2568912238,354965.736743731,1,1,0,1,2,1
0.023,84551.8364126712,452911.409397553,84340.9737995225,450795.271461977,84291.6290071805,402881.253981321,84243.2726978792,354965.751064261,1,1,0,1,2,1
0.024,84561.0686885674,452911.420950444,84341.1628096085,450795.283859136,84291.6620438665,402881.269838342,84243.2885045345,354965.765384791,1,1,0,1,2,1
0.025,84570.3009644636,452911.432503334,84341.3518196944,450795.296256296,84291.6950805524,402881.285695362,84243.3043111899,354965.779705321,1,1,0,1,2,1
0.026,84579.5332403599,452911.444056225,84341.5408297803,450795.308653455,84291.7281172384,402881.301552382,84243.3201178453,354965.794025851,1,1,0,1,2,1
0.027,84588.7655162561,452911.455609115,84341.7298398662,450795.321050614,84291.7611539243,402881.317409402,84243.3359245006,354965.808346381,1,1,0,1,2,1
0.028,84597.9977921524,452911.467162006,84341.9188499521,450795.333447773,84291.7941906102,402881.333266422,84243.351731156,354965.822666911,1,1,0,1,2,1
0.029,84607.2300680486,452911.478714896,84342.107860038,450795.345844932,84291.8272272962,402881.349123443,84243.3675378113,354965.836987441,1,1,0,1,2,1
0.03,84616.4623439448,452911.490267786,84342.296870124,450795.358242091,84291.8602639821,402881.364980463,84243.3833444667,354965.851307971,1,1,0,1,2,1
0.031,84625.6946198411,452911.501820677,84342.4858802099,450795.37063925,84291.8933006681,402881.380837483,84243.3991511221,354965.865628501,1,1,0,1,2,1
0.032,84634.9181209633,452911.513272552,84342.6919702103,450795.382931382,84291.9267822507,402881.39707714,84243.4149764751,354965.880285738,1,1,0,1,2,1
0.033,84644.1101593723,452911.524362228,84342.9593017256,450795.394846929,84291.9618590489,402881.414688772,84243.43086887,354965.896150263,1,1,0,1,2,1
0.034,84653.3021977813,452911.535451903,84343.2266332409,450795.406762475,84291.996935847,402881.432300405,84243.4467612649,354965.912014789,1,1,0,1,2,1
0.035,84662.4942361903,452911.546541578,84343.4939647562,450795.418678022,84292.0320126452,402881.449912038,84243.4626536599,354965.927879315,1,1,0,1,2,1
0.036,84671.6862745993,452911.557631254,84343.7612962714,450795.430593569,84292.0670894434,402881.467523671,84243.4785460548,354965.943743841,1,1,0,1,2,1
0.037,84680.8783130083,452911.568720929,84344.0286277868,450795.442509116,84292.1021662416,402881.485135303,84243.4944384498,354965.959608367,1,1,0,1,2,1
0.038,84690.0703514174,452911.579810605,84344.295959302,450795.454424663,84292.1372430398,402881.502746936,84243.5103308447,354965.975472893,1,1,0,1,2,1
0.039,84699.2623898264,452911.59090028,84344.5632908173,450795.46634021,84292.172319838,402881.520358569,84243.5262232397,354965.991337419,1,1,0,1,2,1
0.04,84708.4544282354,452911.601989956,84344.8306223326,450795.478255756,84292.2073966362,402881.537970201,84243.5421156346,354966.007201945,1,1,0,1,2,1
0.041,84717.6464666444,452911.613079632,84345.0979538479,450795.490171303,84292.2424734344,402881.555581834,84243.5580080296,354966.023066471,1,1,0,1,2,1
0.042,84726.8385050534,452911.624169307,84345.3652853632,450795.50208685,84292.2775502326,402881.573193467,84243.5739004245,354966.038930997,1,1,0,1,2,1
0.043,84736.0305434624,452911.635258982,84345.6326168785,450795.514002397,84292.3126270308,402881.5908051,84243.5897928195,354966.054795523,1,1,0,1,2,1
0.044,84745.2225818714,452911.646348658,84345.8999483938,450795.525917944,84292.3477038289,402881.608416732,84243.6056852144,354966.070660049,1,1,0,1,2,1
0.045,84754.4146202804,452911.657438333,84346.1672799091,450795.537833491,84292.3827806271,402881.626028365,84243.6215776094,354966.086524575,1,1,0,1,2,1
0.046,84763.5770504658,452911.668190349,84346.4917341615,450795.549397939,84292.4198490291,402881.644918535,84243.6375417949,354966.103528657,1,1,0,1,2,1
0.047,84772.7290270462,452911.678823148,84346.8363564095,450795.560838428,84292.4576205951,402881.664260111,84243.6535313272,354966.120935076,1,1,0,1,2,1
0.048,84781.8810036266,452911.689455948,84347.1809786576,450795.572278916,84292.4953921611,402881.683601687,84243.6695208594,354966.138341495,1,1,0,1,2,1
0.049,84791.0329802071,452911.700088748,84347.5256009056,450795.583719404,84292.5331637271,402881.702943263,84243.6855103917,354966.155747914,1,1,0,1,2,1
0.05,84800.1849567875,452911.710721547,84347.8702231536,450795.595159893,84292.5709352932,402881.722284838,84243.7014999239,354966.173154332,1,1,0,1,2,1
0.051,84809.3369333679,452911.721354347,84348.2148454017,450795.606600381,84292.6087068592,402881.741626414,84243.7174894561,354966.190560751,1,1,0,1,2,1
0.052,84818.4889099484,452911.731987147,84348.5594676497,450795.61804087,84292.6464784252,402881.76096799,84243.7334789884,354966.20796717,1,1,0,1,2,1
0.053,84827.6408865288,452911.742619946,84348.9040898977,450795.629481358,84292.6842499912,402881.780309566,84243.7494685206,354966.225373589,1,1,0,1,2,1
0.054,84836.7928631092,452911.753252746,84349.2487121458,450795.640921846,84292.7220215572,402881.799651142,84243.7654580529,354966.242780008,1,1,0,1,2,1
0.055,84845.9448396897,452911.763885546,84349.5933343938,450795.652362335,84292.7597931233,402881.818992718,84243.7814475851,354966.260186427,1,1,0,1,2,1
0.056,84855.0968162701,452911.774518345,84349.9379566418,450795.663802823,84292.7975646893,402881.838334293,84243.7974371174,354966.277592846,1,1,0,1,2,1
0.057,84864.2487928505,452911.785151145,84350.2825788898,450795.675243312,84292.8353362553,402881.857675869,84243.8134266496,354966.294999265,1,1,0,1,2,1
0.058,84873.400769431,452911.795783945,84350.6272011379,450795.6866838,84292.8731078213,402881.877017445,84243.8294161819,354966.312405683,1,1,0,1,2,1
0.059,84882.5486161925,452911.806366822,84350.9796976943,450795.698072487,84292.9112459881,402881.896531903,84243.8454178176,354966.329968854,1,1,0,1,2,1
0.06,84891.6832555463,452911.816790046,84351.3573767593,450795.70929551,84292.9505565659,402881.916599246,84243.8614581609,354966.348033327,1,1,0,1,2,1
0.061,84900.8155831335,452911.827185325,84351.73946366,450795.720489535,84292.9900723574,402881.936763364,84243.8775052794,354966.366185546,1,1,0,1,2,1
0.062,84909.9455989541,452911.837552659,84352.1259583964,450795.731654564,84293.0297933626,402881.957024257,84243.8935591732,354966.38442551,1,1,0,1,2,1
0.063,84919.0733030081,452911.847892048,84352.5168609683,450795.742790595,84293.0697195815,402881.977381925,84243.9096198421,354966.40275322,1,1,0,1,2,1
0.064,84928.1986952955,452911.858203491,84352.912171376,450795.75389763,84293.1098510141,402881.997836367,84243.9256872863,354966.421168676,1,1,0,1,2,1
0.065,84937.3217758163,452911.86848699,84353.3118896193,450795.764975667,84293.1501876603,402882.018387584,84243.9417615056,354966.439671877,1,1,0,1,2,1
0.066,84946.4425445705,452911.878742543,84353.7160156982,450795.776024707,84293.1907295203,402882.039035576,84243.9578425002,354966.458262824,1,1,0,1,2,1
0.067,84955.5610015581,452911.888970152,84354.1245496128,450795.78704475,84293.2314765939,402882.059780343,84243.97393027,354966.476941517,1,1,0,1,2,1
0.068,84964.6771467791,452911.899169815,84354.5374913631,450795.798035795,84293.2724288812,402882.080621884,84243.990024815,354966.495707956,1,1,0,1,2,1
0.069,84973.7909802335,452911.909341534,84354.954840949,450795.808997844,84293.3135863822,402882.1015602,84244.0061261352,354966.51456214,1,1,0,1,2,1
0.07,84982.9025019212,452911.919485307,84355.3765983706,450795.819930896,84293.3549490968,402882.122595291,84244.0222342306,354966.53350407,1,1,0,1,2,1
0.071,84992.0117118424,452911.929601135,84355.8027636278,450795.83083495,84293.3965170252,402882.143727157,84244.0383491012,354966.552533746,1,1,0,1,2,1
0.072,85001.118609997,452911.939689018,84356.2333367207,450795.841710007,84293.4382901672,402882.164955797,84244.0544707471,354966.571651167,1,1,0,1,2,1
0.073,85010.2231963849,452911.949748956,84356.6683176492,450795.852556067,84293.4802685229,402882.186281212,84244.0705991681,354966.590856334,1,1,0,1,2,1
0.074,85019.3254710063,452911.959780949,84357.1077064134,450795.86337313,84293.5224520923,402882.207703401,84244.0867343644,354966.610149247,1,1,0,1,2,1
0.075,85028.4254338611,452911.969784997,84357.5515030132,450795.874161196,84293.5648408754,402882.229222366,84244.1028763358,354966.629529906,1,1,0,1,2,1
0.076,85037.5230849492,452911.979761099,84357.9997074487,450795.884920265,84293.6074348722,402882.250838105,84244.1190250825,354966.64899831,1,1,0,1,2,1
0.077,85046.6184242708,452911.989709257,84358.4523197198,450795.895650336,84293.6502340826,402882.272550619,84244.1351806044,354966.66855446,1,1,0,1,2,1
0.078,85055.7114518257,452911.99962947,84358.9093398267,450795.906351411,84293.6932385067,402882.294359908,84244.1513429015,354966.688198355,1,1,0,1,2,1
0.079,85064.802167614,452912.009521737,84359.3707677691,450795.917023488,84293.7364481446,402882.316265971,84244.1675119738,354966.707929997,1,1,0,1,2,1
0.08,85073.8905716358,452912.01938606,84359.8366035472,450795.927666569,84293.779862996,402882.338268809,84244.1836878213,354966.727749384,1,1,0,1,2,1
0.081,85082.9766638909,452912.029222437,84360.3068471609,450795.938280652,84293.8234830612,402882.360368422,84244.199870444,354966.747656517,1,1,0,1,2,1
0.082,85092.0604443794,452912.039030869,84360.7814986104,450795.948865738,84293.8673083401,402882.382564809,84244.2160598419,354966.767651395,1,1,0,1,2,1
0.083,85101.1419131013,452912.048811356,84361.2605578954,450795.959421827,84293.9113388326,402882.404857972,84244.2322560151,354966.78773402,1,1,0,1,2,1
0.084,85110.2210700566,452912.058563898,84361.7440250161,450795.969948918,84293.9555745388,402882.427247908,84244.2484589634,354966.807904389,1,1,0,1,2,1
0.085,85119.2979152453,452912.068288496,84362.2318999725,450795.980447013,84294.0000154587,402882.44973462,84244.264668687,354966.828162505,1,1,0,1,2,1
0.086,85128.3705979154,452912.077970452,84362.7275014727,450795.990900631,84294.0450234671,402882.472395403,84244.2808965646,354966.848583769,1,1,0,1,2,1
0.087,85137.4363991617,452912.087588177,84363.2357049684,450796.001287032,84294.0911301875,402882.49534381,84244.2971593129,354966.869278955,1,1,0,1,2,1
0.088,85146.4994390657,452912.097174387,84363.7491224643,450796.011640675,84294.1375300264,402882.518407768,84244.3134316004,354966.890080203,1,1,0,1,2,1
0.089,85155.5597176274,452912.106729082,84364.2677539604,450796.021961561,84294.1842229838,402882.541587278,84244.3297134273,354966.910987514,1,1,0,1,2,1
0.09,85164.6172348467,452912.116252263,84364.7915994566,450796.03224969,84294.2312090598,402882.564882338,84244.3460047935,354966.932000886,1,1,0,1,2,1
0.091,85173.6719907237,452912.125743928,84365.3206589531,450796.042505061,84294.2784882544,402882.58829295,84244.362305699,354966.953120321,1,1,0,1,2,1
0.092,85182.7239852584,452912.135204078,84365.8549324497,450796.052727676,84294.3260605675,402882.611819113,84244.3786161438,354966.974345818,1,1,0,1,2,1
0.093,85191.7732184507,452912.144632714,84366.3944199464,450796.062917532,84294.3739259992,402882.635460827,84244.3949361279,354966.995677377,1,1,0,1,2,1
0.094,85200.8196903007,452912.154029834,84366.9391214433,450796.073074632,84294.4220845494,402882.659218092,84244.4112656513,354967.017114998,1,1,0,1,2,1
0.095,85209.8634008084,452912.16339544,84367.4890369405,450796.083198974,84294.4705362182,402882.683090908,84244.4276047141,354967.038658682,1,1,0,1,2,1
0.096,85218.9043499737,452912.17272953,84368.0441664377,450796.093290559,84294.5192810055,402882.707079275,84244.4439533161,354967.060308428,1,1,0,1,2,1
0.097,85227.9425377967,452912.182032106,84368.6045099352,450796.103349386,84294.5683189115,402882.731183193,84244.4603114575,354967.082064236,1,1,0,1,2,1
0.098,85236.9779642774,452912.191303167,84369.1700674328,450796.113375457,84294.6176499359,402882.755402662,84244.4766791382,354967.103926106,1,1,0,1,2,1
0.099,85246.0106294157,452912.200542712,84369.7408389306,450796.123368769,84294.6672740789,402882.779737683,84244.4930563582,354967.125894039,1,1,0,1,2,1
0.1,85255.0405332117,452912.209750743,84370.3168244285,450796.133329325,84294.7171913405,402882.804188254,84244.5094431175,354967.147968034,1,1,0,1,2,1
0.101,85264.0676756654,452912.218927259,84370.8980239267,450796.143257123,84294.7674017206,402882.828754377,84244.5258394161,354967.170148091,1,1,0,1,2,1
0.102,85273.0920567767,452912.228072259,84371.484437425,450796.153152164,84294.8179052193,402882.853436051,84244.542245254,354967.19243421,1,1,0,1,2,1
0.103,85282.1136765457,452912.237185745,84372.0760649234,450796.163014448,84294.8687018366,402882.878233275,84244.5586606313,354967.214826391,1,1,0,1,2,1
0.104,85291.1325349724,452912.246267716,84372.6729064221,450796.172843974,84294.9197915724,402882.903146051,84244.5750855478,354967.237324635,1,1,0,1,2,1
0.105,85300.1486320567,452912.255318172,84373.2749619209,450796.182640743,84294.9711744267,402882.928174378,84244.5915200037,354967.25992894,1,1,0,1,2,1
0.106,85309.1619677987,452912.264337113,84373.8822314198,450796.192404754,84295.0228503996,402882.953318256,84244.6079639989,354967.282639308,1,1,0,1,2,1
0.107,85318.1725421984,452912.273324539,84374.494714919,450796.202136008,84295.0748194911,402882.978577686,84244.6244175334,354967.305455739,1,1,0,1,2,1
0.108,85327.1803552557,452912.28228045,84375.1124124183,450796.211834505,84295.1270817011,402883.003952666,84244.6408806072,354967.328378231,1,1,0,1,2,1
0.109,85336.1854069707,452912.291204846,84375.7353239178,450796.221500245,84295.1796370297,402883.029443197,84244.6573532203,354967.351406786,1,1,0,1,2,1
0.11,85345.1876973434,452912.300097727,84376.3634494175,450796.231133227,84295.2324854769,402883.05504928,84244.6738353727,354967.374541403,1,1,0,1,2,1
0.111,85354.1872263737,452912.308959093,84376.9967889173,450796.240733452,84295.2856270426,402883.080770914,84244.6903270645,354967.397782082,1,1,0,1,2,1
0.112,85363.1839940617,452912.317788944,84377.6353424173,450796.25030092,84295.3390617268,402883.106608098,84244.7068282955,354967.421128823,1,1,0,1,2,1
0.113,85372.1775090907,452912.326585051,84378.279637587,450796.259833234,84295.3932143256,402883.132571444,84244.7233537979,354967.444602202,1,1,0,1,2,1
0.114,85381.1672555662,452912.335345073,84378.930228492,450796.269327878,84295.4485308848,402883.158672091,84244.7399190406,354967.468223821,1,1,0,1,2,1
0.115,85390.1541360757,452912.344073106,84379.5861457621,450796.278789254,84295.504231021,402883.184890549,84244.7564969596,354967.491955885,1,1,0,1,2,1
0.116,85399.1381506191,452912.352769149,84380.2473893972,450796.288217363,84295.5603147342,402883.211226818,84244.7730875551,354967.515798391,1,1,0,1,2,1
0.117,85408.1192991964,452912.361433202,84380.9139593975,450796.297612204,84295.6167820244,402883.237680896,84244.789690827,354967.539751342,1,1,0,1,2,1
0.118,85417.0975818077,452912.370065265,84381.5858557628,450796.306973777,84295.6736328917,402883.264252786,84244.8063067754,354967.563814735,1,1,0,1,2,1
0.119,85426.0729984528,452912.378665339,84382.2630784932,450796.316302083,84295.7308673358,402883.290942485,84244.8229354002,354967.587988573,1,1,0,1,2,1
0.12,85435.0455491319,452912.387233423,84382.9456275887,450796.325597121,84295.7884853571,402883.317749996,84244.8395767014,354967.612272854,1,1,0,1,2,1
0.121,85444.0152338449,452912.395769518,84383.6335030493,450796.334858892,84295.8464869553,402883.344675316,84244.856230679,354967.636667578,1,1,0,1,2,1
0.122,85452.9820525918,452912.404273623,84384.326704875,450796.344087395,84295.9048721305,402883.371718447,84244.8728973331,354967.661172746,1,1,0,1,2,1
0.123,85461.9460053727,452912.412745738,84385.0252330658,450796.35328263,84295.9636408826,402883.398879388,84244.8895766635,354967.685788358,1,1,0,1,2,1
0.124,85470.9070921874,452912.421185864,84385.7290876216,450796.362444598,84296.0227932118,402883.42615814,84244.9062686705,354967.710514413,1,1,0,1,2,1
0.125,85479.8653130361,452912.429594,84386.4382685425,450796.371573298,84296.082329118,402883.453554703,84244.9229733538,354967.735350912,1,1,0,1,2,1
0.126,85488.8206679187,452912.437970146,84387.1527758286,450796.38066873,84296.1422486012,402883.481069075,84244.9396907136,354967.760297854,1,1,0,1,2,1
0.127,85497.7731568352,452912.446314303,84387.8726094796,450796.389730895,84296.2025516614,402883.508701259,84244.9564207498,354967.78535524,1,1,0,1,2,1
0.128,85506.7227797856,452912.45462647,84388.5977694958,450796.398759792,84296.2632382986,402883.536451252,84244.9731634624,354967.810523069,1,1,0,1,2,1
0.129,85515.66953677,452912.462906647,84389.3282558771,450796.407755422,84296.3243085128,402883.564319056,84244.9899188514,354967.835801342,1,1,0,1,2,1
0.13,85524.6134277883,452912.471154835,84390.0640686234,450796.416717784,84296.385762304,402883.592304671,84245.0066869169,354967.861190058,1,1,0,1,2,1
0.131,85533.5544528405,452912.479371033,84390.8052077349,450796.425646878,84296.4475996721,402883.620408096,84245.0234676588,354967.886689218,1,1,0,1,2,1
0.132,85542.4926119266,452912.487555241,84391.5516732114,450796.434542705,84296.5098206173,402883.648629331,84245.0402610772,354967.912298822,1,1,0,1,2,1
0.133,85551.4279050466,452912.49570746,84392.303465053,450796.443405264,84296.5724251395,402883.676968377,84245.0570671719,354967.938018869,1,1,0,1,2,1
0.134,85560.3603322006,452912.503827689,84393.0605832597,450796.452234555,84296.6354132387,402883.705425233,84245.0738859431,354967.963849359,1,1,0,1,2,1
0.135,85569.2898933885,452912.511915928,84393.8230278315,450796.461030579,84296.6987849148,402883.7339999,84245.0907173907,354967.989790293,1,1,0,1,2,1
0.136,85578.2165886103,452912.519972178,84394.5907987683,450796.469793335,84296.762540168,402883.762692377,84245.1075615148,354968.015841671,1,1,0,1,2,1
0.137,85587.140417866,452912.527996438,84395.3638960703,450796.478522824,84296.8266789982,402883.791502664,84245.1244183153,354968.042003492,1,1,0,1,2,1
0.138,85596.0613811556,452912.535988708,84396.1423197373,450796.487219045,84296.8912014053,402883.820430762,84245.1412877922,354968.068275757,1,1,0,1,2,1
0.139,85604.9794784792,452912.543948989,84396.9260697694,450796.495881998,84296.9561073895,402883.849476671,84245.1581699455,354968.094658465,1,1,0,1,2,1
0.14,85613.894683905,452912.551879974,84397.7143257884,450796.504514438,84297.0221865026,402883.878616076,84245.1751041631,354968.121152414,1,1,0,1,2,1
0.141,85622.8069787077,452912.559783609,84398.5064953965,450796.513118353,84297.0900088828,402883.907831423,84245.192118887,354968.147758177,1,1,0,1,2,1
0.142,85631.7164026304,452912.567655764,84399.3038359116,450796.521689523,84297.1583644566,402883.937159972,84245.2091537511,354968.174474535,1,1,0,1,2,1
0.143,85640.6229556732,452912.57549644,84400.1063473338,450796.530227947,84297.2272532241,402883.966601725,84245.2262087555,354968.201301488,1,1,0,1,2,1
0.144,85649.5266378359,452912.583305637,84400.9140296629,450796.538733625,84297.2966751851,402883.99615668,84245.2432839002,354968.228239035,1,1,0,1,2,1
0.145,85658.4274491185,452912.591083355,84401.7268828991,450796.547206558,84297.3666303398,402884.025824839,84245.2603791851,354968.255287176,1,1,0,1,2,1
0.146,85667.3253895212,452912.598829593,84402.5449070424,450796.555646745,84297.4371186881,402884.055606201,84245.2774946102,354968.282445912,1,1,0,1,2,1
0.147,85676.2204590438,452912.606544353,84403.3681020926,450796.564054186,84297.5081402301,402884.085500767,84245.2946301755,354968.309715243,1,1,0,1,2,1
0.148,85685.1126576865,452912.614227633,84404.1964680499,450796.572428881,84297.5796949656,402884.115508535,84245.3117858812,354968.337095167,1,1,0,1,2,1
0.149,85694.0019854491,452912.621879434,84405.0300049142,450796.580770831,84297.6517828948,402884.145629507,84245.328961727,354968.364585687,1,1,0,1,2,1
0.15,85702.8884423317,452912.629499756,84405.8687126856,450796.589080035,84297.7244040176,402884.175863682,84245.3461577132,354968.392186801,1,1,0,1,2,1
0.151,85711.7720283343,452912.637088599,84406.7125913639,450796.597356493,84297.797558334,402884.20621106,84245.3633738395,354968.419898509,1,1,0,1,2,1
0.152,85720.6527434569,452912.644645963,84407.5616409493,450796.605600205,84297.8712458441,402884.236671641,84245.3806101061,354968.447720812,1,1,0,1,2,1
0.153,85729.5305876994,452912.652171847,84408.4158614417,450796.613811172,84297.9454665478,402884.267245425,84245.3978665129,354968.475653709,1,1,0,1,2,1
0.154,85738.405561062,452912.659666252,84409.2752528412,450796.621989393,84298.0202204451,402884.297932413,84245.41514306,354968.503697201,1,1,0,1,2,1
0.155,85747.2776635445,452912.667129178,84410.1398151476,450796.630134869,84298.095507536,402884.328732604,84245.4324397474,354968.531851287,1,1,0,1,2,1
0.156,85756.146895147,452912.674560625,84411.0095483611,450796.638247598,84298.1713278205,402884.359645998,84245.449756575,354968.560115968,1,1,0,1,2,1
0.157,85765.0132558695,452912.681960593,84411.8844524817,450796.646327582,84298.2476812987,402884.390672595,84245.4670935428,354968.588491243,1,1,0,1,2,1
0.158,85773.876745712,452912.689329082,84412.7645275092,450796.654374821,84298.3245679705,402884.421812396,84245.4844506509,354968.616977113,1,1,0,1,2,1
0.159,85782.7373646745,452912.696666091,84413.6497734438,450796.662389313,84298.4019878359,402884.453065399,84245.5018278992,354968.645573577,1,1,0,1,2,1
0.16,85791.595112757,452912.703971621,84414.5401902854,450796.67037106,84298.4799408949,402884.484431606,84245.5192252878,354968.674280635,1,1,0,1,2,1
0.161,85800.4499899594,452912.711245672,84415.4357780341,450796.678320061,84298.5584271475,402884.515911016,84245.5366428166,354968.703098289,1,1,0,1,2,1
0.162,85809.3019962818,452912.718488244,84416.3365366897,450796.686236317,84298.6374465938,402884.547503629,84245.5540804857,354968.732026536,1,1,0,1,2,1
0.163,85818.1511317242,452912.725699337,84417.2424662524,450796.694119826,84298.7169992337,402884.579209445,84245.571538295,354968.761065378,1,1,0,1,2,1
0.164,85826.9973962866,452912.73287895,84418.1535667221,450796.70197059,84298.7970850672,402884.611028465,84245.5890162445,354968.790214815,1,1,0,1,2,1
0.165,85835.840789969,452912.740027085,84419.0698380989,450796.709788609,84298.8777040944,402884.642960688,84245.6065143343,354968.819474846,1,1,0,1,2,1
0.166,85844.6813127714,452912.74714374,84419.9912803827,450796.717573881,84298.9588563151,402884.675006114,84245.6240325644,354968.848845471,1,1,0,1,2,1
0.167,85853.5189646937,452912.754228916,84420.9178935735,450796.725326408,84299.0405417295,402884.707164742,84245.6415709347,354968.878326691,1,1,0,1,2,1
0.168,85862.3537457361,452912.761282613,84421.8496776713,450796.733046189,84299.1227603375,402884.739436575,84245.6591294452,354968.907918506,1,1,0,1,2,1
0.169,85871.1856558984,452912.76830483,84422.7866326762,450796.740733225,84299.2055121391,402884.77182161,84245.676708096,354968.937620915,1,1,0,1,2,1
0.17,85880.0146951807,452912.775295569,84423.728758588,450796.748387514,84299.2887971344,402884.804319849,84245.694306887,354968.967433918,1,1,0,1,2,1
0.171,85888.840863583,452912.782254828,84424.676055407,450796.756009059,84299.3726153233,402884.836931291,84245.7119258183,354968.997357516,1,1,0,1,2,1
0.172,85897.6641611052,452912.789182608,84425.6285231329,450796.763597857,84299.4569667058,402884.869655936,84245.7295648898,354969.027391708,1,1,0,1,2,1
0.173,85906.4845877475,452912.796078909,84426.5861617659,450796.771153909,84299.5418512819,402884.902493784,84245.7472241016,354969.057536495,1,1,0,1,2,1
0.174,85915.3021435097,452912.802943731,84427.5489713059,450796.778677216,84299.6272690516,402884.935444835,84245.7649034536,354969.087791877,1,1,0,1,2,1
0.175,85924.116828392,452912.809777073,84428.5169517529,450796.786167777,84299.713220015,402884.96850909,84245.7826029459,354969.118157852,1,1,0,1,2,1
0.176,85932.9286423942,452912.816578937,84429.4901031069,450796.793625593,84299.799704172,402885.001686548,84245.8003225784,354969.148634423,1,1,0,1,2,1
0.177,85941.7375855164,452912.823349321,84430.468425368,450796.801050663,84299.8867215226,402885.034977209,84245.8180623511,354969.179221587,1,1,0,1,2,1
0.178,85950.5436577585,452912.830088226,84431.4519185361,450796.808442987,84299.9742720668,402885.068381073,84245.8358222641,354969.209919347,1,1,0,1,2,1
0.179,85959.3468591207,452912.836795652,84432.4405826113,450796.815802565,84300.0623558047,402885.10189814,84245.8536023174,354969.2407277,1,1,0,1,2,1
