"time","Revolute1.phi","Revolute1.w","Revolute2.phi","Revolute2.w","Revolute3.phi","Revolute3.w","Revolute4.phi","Revolute4.w"
0,0,0,0,0,0,0,0,0
0.0004,1.58667178441453e-06,0.00793335891908945,1.58667178441453e-06,0.00793335891908945,6.7571132170731e-06,0.0337855668185684,6.7571132170731e-06,0.0337855668185684
0.0008,6.34668713159903e-06,0.0158667178266889,6.34668713159902e-06,0.0158667178266889,2.70284640172576e-05,0.0675711660032203,2.70284640172576e-05,0.0675711660032203
0.0012,1.42800460325701e-05,0.0238000767020014,1.42800460325701e-05,0.0238000767020014,6.08140696789394e-05,0.101356819781097,6.08140696789394e-05,0.101356819781097
0.0016,2.53867484357247e-05,0.031733435454043,2.53867484357247e-05,0.031733435454043,0.000108113967837489,0.135142558123409,0.000108113967837489,0.135142558123409
0.002,3.9666794286454e-05,0.0396667940080905,3.9666794286454e-05,0.0396667940080905,0.000168928179291623,0.168928392607848,0.000168928179291623,0.168928392607848
0.0024,5.71201834763745e-05,0.0476001522101135,5.71201834763745e-05,0.0476001522101135,0.000243256750514186,0.20271435180893,0.000243256750514187,0.20271435180893
0.0028,7.77469156728305e-05,0.0555335096861939,7.77469156728305e-05,0.0555335096861939,0.000331099762130273,0.23650047078848,0.000331099762130274,0.23650047078848
0.0032,0.000101546990673981,0.0634668662697993,0.000101546990673981,0.0634668662697993,0.000432457237056546,0.270286755675337,0.000432457237056546,0.270286755675337
0.0036,0.000128520407667832,0.0714002212436257,0.000128520407667832,0.0714002212436257,0.000547329288720784,0.304073244201049,0.000547329288720784,0.304073244201049
0.004,0.000158667166269554,0.0793335742664812,0.000158667166269554,0.0793335742664812,0.000675715971435534,0.337859954589855,0.000675715971435534,0.337859954589854
0.0044,0.000191987265375644,0.0872669245625145,0.000191987265375644,0.0872669245625145,0.000817617383629441,0.371646913784843,0.000817617383629441,0.371646913784843
0.0048,0.0002284807031496,0.095200270948779,0.0002284807031496,0.095200270948779,0.000973033658474117,0.405434153093231,0.000973033658474117,0.405434153093231
0.0052,0.000268147479062867,0.103133612968741,0.000268147479062867,0.103133612968741,0.00114196486714651,0.439221696034973,0.00114196486714651,0.439221696034972
0.0056,0.000310987590640213,0.111066949238179,0.000310987590640213,0.111066949238179,0.00132441114544656,0.473009569550061,0.00132441114544656,0.473009569550061
