"time","Volume.ports[1].m_flow","Volume.ports[1].p","Volume.ports[1].h_outflow","Volume.ports[2].m_flow","Volume.ports[2].p","Volume.ports[2].h_outflow","Volume.portsData[1].diameter","Volume.portsData[1].height","Volume.portsData[1].zeta_out","Volume.portsData[1].zeta_in","Volume.portsData[2].diameter","Volume.portsData[2].height","Volume.portsData[2].zeta_out","Volume.portsData[2].zeta_in","Volume.ports_H_flow[1]","Volume.ports_H_flow[2]","Volume.ports_E_flow[1]","Volume.ports_E_flow[2]","Volume.ports_penetration[1]","Volume.ports_penetration[2]","Volume.portsData_diameter_internal[1]","Volume.portsData_diameter_internal[2]","Volume.portsData_height_internal[1]","Volume.portsData_height_internal[2]","Volume.portsData_zeta_in_internal[1]","Volume.portsData_zeta_in_internal[2]","Volume.portsData_zeta_out_internal[1]","Volume.portsData_zeta_out_internal[2]","Volume.portsData_diameter[1]","Volume.portsData_diameter[2]","Volume.portsData_height[1]","Volume.portsData_height[2]","Volume.portsData_zeta_in[1]","Volume.portsData_zeta_in[2]","Volume.portsData_zeta_out[1]","Volume.portsData_zeta_out[2]","FlowSource.ports[1].m_flow","FlowSource.ports[1].p","FlowSource.ports[1].h_outflow","Sink.ports[1].m_flow","Sink.ports[1].p","Sink.ports[1].h_outflow","Valve.port_b.m_flow","Valve.port_b.p","Valve.port_b.h_outflow","Step1.y"
0.902,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.903,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.904,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.905,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.906,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.907,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.908,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.909,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.91,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.911,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.912,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.913,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.914,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.915,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.916,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.917,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.918,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.919,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.92,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.921,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.922,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.923,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.924,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.925,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.926,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.927,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.928,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.929,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.93,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.931,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.932,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.933,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.934,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.935,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.936,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.937,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.938,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.939,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.94,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.941,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.942,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.943,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.944,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.945,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.946,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.947,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.948,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.949,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.95,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.951,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.952,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.953,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.954,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.955,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.956,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.957,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.958,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.959,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.96,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.961,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.962,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.963,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.964,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.965,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.966,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
0.967,1,26623808.1343198,3000000,-1,201325,3000000,0.0254,0,0.5,1.04,0.0254,0,0.5,1.04,3000000,-3000000,159.334332176295,-159.334332176295,0.000999999999999945,0.000999999999999945,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,0.0254,0.0254,0,0,1.04,1.04,0.5,0.5,-1,26623808.1343198,3000000,1,101325,84013.0581525969,-1,101325,3000000,1
