"time","accelerate.phi","accelerate.w","clutch.phi_rel","clutch.w_rel","damper.phi_rel","damper.w_rel","elastoBacklash.phi_rel","elastoBacklash.w_rel","gear2_1.phi_rel","gear2_1.w_rel","inertia13.phi","inertia13.w","inertia14.phi","inertia14.w","inertia15.phi","inertia2.phi","inertia2.w","inertia3.phi","inertia3.w","inertia8.phi","inertia8.w","position.phi","position.w","speed.phi","speed.w","springDamper.phi_rel","springDamper.w_rel","bearingFriction.mode","bearingFriction.startBackward","bearingFriction.startForward","brake.mode","brake.startBackward","brake.startForward","clutch.mode","clutch.startBackward","clutch.startForward","gear2_1.lossyGear.mode","lossyGear.mode"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174532925199433,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,2
1.2242687930161e-11,2.49230769230959e-24,1.38461538461717e-17,1.70969942041893e-26,9.49833011344546e-20,-2.56408759485988e-19,-1.42449310825784e-12,-2.39599095233225e-18,-1.33110608462988e-11,0,0,8.30769230771367e-25,4.61538461539058e-18,1.6160348067816e-17,8.97797114878649e-11,1.34669567231797e-10,7.38481633956524e-25,4.10267574420242e-18,0.0174532925444287,1.99999999999947,0,0,3.97977772175685e-19,2.21098762319432e-12,7.82937279605993e-22,4.34965155336307e-15,2.88460841223731e-19,1.60256022902181e-12,1,0,0,2,0,0,2,0,0,0,2
1.2242687930161e-11,2.49230769230959e-24,1.38461538461717e-17,1.70969942041893e-26,9.49833011344546e-20,-2.56408759485988e-19,-1.42449310825784e-12,-2.39599095233225e-18,-1.33110608462988e-11,0,0,8.30769230771367e-25,4.61538461539058e-18,1.6160348067816e-17,8.97797114878649e-11,1.34669567231797e-10,7.38481633956524e-25,4.10267574420242e-18,0.0174532925444287,1.99999999999947,0,0,3.97977772175685e-19,2.21098762319432e-12,7.82937279605993e-22,4.34965155336307e-15,2.88460841223731e-19,1.60256022902181e-12,1,0,0,1,0,0,1,0,0,0,2
5.52992418921015e-06,2.17114488551372e-16,9.67936049279624e-11,-2.24306860409928e-16,-1.00000000000152e-10,-1.79238330590729e-12,-6.43395383625479e-07,-1.67494867901255e-11,-6.01247903064367e-06,0,0,7.23714961837908e-17,3.22645349759875e-11,1.12971325032621e-10,4.05527773875411e-05,6.08291660813116e-05,3.72111678116375e-17,1.65902117400339e-11,0.0174643523676496,1.99999975871659,0,0,3.46242618022634e-11,1.54341859407018e-05,6.81643856709213e-14,3.03871933422899e-08,2.0164725849177e-12,7.23838250162816e-07,1,0,0,1,0,0,1,0,0,0,2
5.52992418921015e-06,2.17114488551372e-16,9.67936049279624e-11,-2.24306860409928e-16,-1.00000000000152e-10,-1.79238330590729e-12,-6.43395383625479e-07,-1.67494867901255e-11,-6.01247903064367e-06,0,0,7.23714961837908e-17,3.22645349759875e-11,1.12971325032621e-10,4.05527773875411e-05,6.08291660813116e-05,3.72111678116375e-17,1.65902117400339e-11,0.0174643523676496,1.99999975871659,0,0,3.46242618022634e-11,1.54341859407018e-05,6.81643856709213e-14,3.03871933422899e-08,2.0164725849177e-12,7.23838250162816e-07,1,0,0,1,0,0,0,0,0,0,2
0.00018,6.20893094212703e-12,1.01789640080648e-07,-1.76713144415154e-14,-1.00000000000152e-10,-1.88194347371827e-09,-2.08934635653087e-05,-1.76125925012069e-08,-0.000195683411063037,0,0,2.06964364737568e-12,3.39298800268825e-08,1.18802391884892e-07,0.00132,0.00198,1.07681326357601e-12,1.77156549560837e-08,0.0178132918134092,1.99999215163853,0,0,9.59647693353756e-07,0.0155844578552327,1.92191636494687e-09,3.13743707155931e-05,2.11880043182193e-09,2.35317725278156e-05,1,0,0,1,0,0,0,0,0,0,2
0.00036,4.8959397113649e-11,4.07152279090624e-07,-3.56713144415428e-14,-1.00000000000152e-10,-7.51507701588584e-09,-4.16777109315541e-05,-7.0443086990381e-08,-0.000391312366064836,0,0,1.6319799037883e-11,1.35717426363541e-07,4.75202387634238e-07,0.00264,0.00396,8.58653638138471e-12,7.19428028940427e-08,0.0181732896952738,1.99998431575194,0,0,7.34353693713117e-06,0.0598320116703891,1.49519806208811e-08,0.000123213357640822,8.46743092149648e-09,4.69966141212622e-05,1,0,0,1,0,0,0,0,0,0,2
0.000400693027472996,6.74733944171906e-11,5.04399880022944e-07,-3.97406171888485e-14,-1.00000000000152e-10,-9.30635802108738e-09,-4.63600336933067e-05,-8.72664625998219e-08,-0.000435530284741176,0,0,2.24911314723969e-11,1.68133293340981e-07,5.88703696245126e-07,0.00293841553480197,0.00440762330220295,1.18637453002994e-11,8.94310913749399e-08,0.0182546750759736,1.99998254619656,0,0,1.00510335712837e-05,0.0734322714134867,2.05426105640146e-08,0.000152008244311813,1.04876015200145e-08,5.22910607107641e-05,1,0,0,1,0,0,0,0,0,0,2
0.000400693027472996,6.74733944171906e-11,5.04399880022944e-07,-3.97406171888485e-14,-1.00000000000152e-10,-9.30635802108738e-09,-4.63600336933067e-05,-8.72664625998219e-08,-0.000435530284741176,0,0,2.24911314723969e-11,1.68133293340981e-07,5.88703696245126e-07,0.00293841553480197,0.00440762330220295,1.18637453002994e-11,8.94310913749399e-08,0.0182546750759736,1.99998254619656,0,0,1.00510335712837e-05,0.0734322714134867,2.05426105640146e-08,0.000152008244311813,1.04876015200145e-08,5.22910607107641e-05,1,0,0,1,0,0,0,0,0,0,2
0.00054,1.65053091286631e-10,9.16089588442211e-07,-5.36713144415702e-14,-1.00000000000152e-10,-1.68756665296142e-08,-6.22773193789934e-05,-1.58476900174215e-07,-0.000586784281073803,0,0,5.50176970955437e-11,3.05363196147404e-07,1.06920239437563e-06,0.00396,0.00594,2.9276254505839e-11,1.64312805844192e-07,0.0185332861679458,1.999976494211,0,0,2.40077162001942e-05,0.129153984437946,4.97193521324118e-08,0.000272178236967966,1.90307557504857e-08,7.0337316384729e-05,1,0,0,1,0,0,0,0,0,0,2
