"time","rev.phi","rev.w"
0,0,0
0.00022,-2.37321497323012e-07,-0.00215746299999997
0.00044,-9.49284355545282e-07,-0.00431492599999896
0.00066,-2.13588904854949e-06,-0.00647238899999226
0.00088,-3.79713559394211e-06,-0.00862985199996665
0.0011,-5.93302398541841e-06,-0.0107873149999252
0.00132,-8.54355423417038e-06,-0.0129447779997524
0.00154,-1.16287263442954e-05,-0.0151022409994059
0.00176,-1.51885403112125e-05,-0.017259703998933
0.00198,-1.92229961349218e-05,-0.0194171669983336
0.0022,-2.37320938154231e-05,-0.0215746299976079
0.00242,-2.87158333531256e-05,-0.0237320929961064
0.00264,-3.41742147491317e-05,-0.0258895559920789
0.00286,-4.01072380024874e-05,-0.0280470189870401
0.00308,-4.65149031131926e-05,-0.03020448198099
0.0033,-5.33972100812472e-05,-0.0323619449739286
0.00352,-6.07541589066514e-05,-0.0345194079658558
0.00374,-6.85857495894051e-05,-0.0366768709567718
0.00396,-7.68919821295083e-05,-0.0388343339466765
0.00418,-8.5672856526961e-05,-0.0409917969355699
0.0044,-9.49283727817632e-05,-0.043149259923452
0.00462,-0.000104658530893915,-0.0453067229103227
0.00484,-0.000114863330790492,-0.0474641858754175
0.00506,-0.000125542772458454,-0.049621648815023
0.00528,-0.000136696855958903,-0.051779111746538
0.0055,-0.00014832558129184,-0.0539365746699623
0.00572,-0.000160428948457264,-0.0560940375852959
0.00594,-0.000173006957455176,-0.058251500492539
0.00616,-0.000186059608285575,-0.0604089633916914
0.00638,-0.000199586900948461,-0.0625664262827531
0.0066,-0.000213588835443835,-0.0647238891657242
0.00682,-0.000228065411771696,-0.0668813520406047
0.00704,-0.000243016629932045,-0.0690388149073946
0.00726,-0.000258442489924881,-0.0711962777660938
0.00748,-0.000274342991750204,-0.0733537406167024
0.0077,-0.000290718135408015,-0.0755112034592203
0.00792,-0.000307567920898313,-0.0776686662936476
0.00814,-0.000324892348221099,-0.0798261291199843
0.00836,-0.000342691417376372,-0.0819835919382303
0.00858,-0.000360965128364132,-0.0841410547483857
0.0088,-0.00037971348118438,-0.0862985175504505
0.00902,-0.000398936475837115,-0.0884559803444246
0.00924,-0.000418634112322337,-0.0906134431303081
0.00946,-0.000438806390456961,-0.0927709058827587
0.00968,-0.000459453305991273,-0.0949283680135426
0.0099,-0.000480574862948909,-0.0970858300796006
0.01012,-0.000502171061329869,-0.0992432920809326
0.01034,-0.000524241901134152,-0.101400754017539
0.01056,-0.00054678738236176,-0.103558215889419
0.01078,-0.00056980750501269,-0.105715677696573
0.011,-0.000593302269086946,-0.107873139439001
0.01122,-0.000617271674584524,-0.110030601116703
0.01144,-0.000641715721505426,-0.11218806272968
0.01166,-0.000666634409849652,-0.11434552427793
0.01188,-0.000692027739617202,-0.116502985761454
0.0121,-0.000717895710808076,-0.118660447180253
0.01232,-0.000744238323422273,-0.120817908534325
0.01254,-0.000771055577459794,-0.122975369823672
0.01276,-0.00079834747292064,-0.125132831048292
0.01298,-0.000826114009804808,-0.127290292208187
0.0132,-0.000854355188112301,-0.129447753303356
0.01342,-0.000883071007843117,-0.131605214333798
0.01364,-0.000912261468997258,-0.133762675299515
0.01386,-0.000941926571574721,-0.135920136200506
0.01408,-0.000972066315575509,-0.138077597036771
0.0143,-0.00100268070099962,-0.14023505780831
0.01452,-0.00103376972784706,-0.142392518515123
0.01474,-0.00106533339611781,-0.14454997915721
0.01496,-0.0010973717058119,-0.146707439734571
0.01518,-0.0011298846569293,-0.148864900247206
0.0154,-0.00116287224947003,-0.151022360695115
0.01562,-0.00119633448343409,-0.153179821078298
0.01584,-0.00123027135882147,-0.155337281396756
0.01606,-0.00126468287563217,-0.157494741650487
0.01628,-0.00129956903386619,-0.159652201839492
0.0165,-0.00133492983352354,-0.161809661963772
0.01672,-0.00137076527460422,-0.163967122023325
0.01694,-0.00140707535710821,-0.166124582018152
0.01716,-0.00144386008103553,-0.168282041948254
0.01738,-0.00148111944638618,-0.17043950181363
0.0176,-0.00151885345316015,-0.172596961614279
0.01782,-0.00155706210135744,-0.174754421350203
0.01804,-0.00159574539097805,-0.176911881021401
0.01826,-0.00163490332202199,-0.179069340627872
0.01848,-0.00167453589448926,-0.181226800169618
0.0187,-0.00171464310837984,-0.183384259646638
0.01892,-0.00175522495978365,-0.185541718626221
0.01914,-0.00179628140813302,-0.187699172618952
0.01936,-0.00183781249571246,-0.189856626304241
0.01958,-0.00187981822252198,-0.192014079682089
0.0198,-0.00192229858856158,-0.194171532752495
0.02002,-0.00196525359383126,-0.196328985515461
0.02024,-0.00200868323833101,-0.198486437970985
0.02046,-0.00205258752206084,-0.200643890119067
0.02068,-0.00209696644502075,-0.202801341959709
0.0209,-0.00214182000721073,-0.204958793492909
0.02112,-0.0021871482086308,-0.207116244718667
0.02134,-0.00223295104928094,-0.209273695636985
0.02156,-0.00227922852916115,-0.211431146247861
0.02178,-0.00232598064827145,-0.213588596551296
0.022,-0.00237320740661182,-0.215746046547289
0.02222,-0.00242090880418227,-0.217903496235842
0.02244,-0.00246908484098279,-0.220060945616953
0.02266,-0.0025177355170134,-0.222218394690622
0.02288,-0.00256686083227408,-0.224375843456851
0.0231,-0.00261646078676484,-0.226533291915638
0.02332,-0.00266653538048567,-0.228690740066984
0.02354,-0.00271708461343658,-0.230848187910888
0.02376,-0.00276810848561757,-0.233005635447351
0.02398,-0.00281960699702864,-0.235163082676373
0.0242,-0.00287158014766979,-0.237320529597954
0.02442,-0.00292402793754101,-0.239477976212093
0.02464,-0.00297695036664231,-0.241635422518791
0.02486,-0.00303034743497368,-0.243792868518048
0.02508,-0.00308421914253514,-0.245950314209863
0.0253,-0.00313856548932667,-0.248107759594237
0.02552,-0.00319338647534828,-0.25026520467117
0.02574,-0.00324868210059997,-0.252422649440661
0.02596,-0.00330445236508173,-0.254580093902711
0.02618,-0.00336069726879357,-0.25673753805732
0.0264,-0.00341741681173549,-0.258894981904488
0.02662,-0.00347461099390748,-0.261052425444214
0.02684,-0.00353227981530956,-0.263209868676499
0.02706,-0.00359042327594171,-0.265367311601343
0.02728,-0.00364904137580394,-0.267524754218745
0.0275,-0.00370813411489624,-0.269682196528706
0.02772,-0.00376770149321862,-0.271839638531226
0.02794,-0.00382774351077108,-0.273997080226305
0.02816,-0.00388826016755362,-0.276154521613942
0.02838,-0.00394925146356623,-0.278311962694138
0.0286,-0.00401071739880892,-0.280469403466892
0.02882,-0.00407265797328169,-0.282626843932206
0.02904,-0.00413507318698454,-0.284784284090078
0.02926,-0.00419796303991746,-0.286941723940508
0.02948,-0.00426132753208047,-0.289099163483498
0.0297,-0.00432516666347354,-0.291256602719046
0.02992,-0.0043894804340967,-0.293414041647153
0.03014,-0.00445426884394993,-0.295571480267818
0.03036,-0.00451953189303324,-0.297728918581042
0.03058,-0.00458526958134663,-0.299886356586825
0.0308,-0.00465148190889009,-0.302043794285167
0.03102,-0.00471816887566364,-0.304201231676067
0.03124,-0.00478533048166726,-0.306358668759526
0.03146,-0.00485296672690095,-0.308516105535544
0.03168,-0.00492107761136473,-0.31067354200412
0.0319,-0.00498966305473444,-0.3128309717263
0.03212,-0.00505872297400434,-0.314988388048166
0.03234,-0.00512825752443896,-0.317145803416054
0.03256,-0.00519826670603831,-0.319303217829965
0.03278,-0.0052687505188024,-0.3214606312899
0.033,-0.00533970896273121,-0.323618043795858
0.03322,-0.00541114203782475,-0.325775455347839
0.03344,-0.00548304974408302,-0.327932865945843
0.03366,-0.00555543208150602,-0.33009027558987
0.03388,-0.00562828905009375,-0.33224768427992
0.0341,-0.00570162064984621,-0.334405092015994
0.03432,-0.00577542688076339,-0.33656249879809
0.03454,-0.00584970774284531,-0.33871990462621
0.03476,-0.00592446323609195,-0.340877309500353
0.03498,-0.00599969336050333,-0.343034713420519
0.0352,-0.00607539811607943,-0.345192116386708
0.03542,-0.00615157750282026,-0.34734951839892
0.03564,-0.00622823152072582,-0.349506919457156
0.03586,-0.00630536016979612,-0.351664319561414
0.03608,-0.00638296345003113,-0.353821718711696
0.0363,-0.00646104136143088,-0.355979116908
0.03652,-0.00653959390399536,-0.358136514150328
0.03674,-0.00661862107772457,-0.360293910438679
0.03696,-0.0066981228826185,-0.362451305773053
0.03718,-0.00677809931867717,-0.364608700153451
0.0374,-0.00685855038590056,-0.366766093579871
0.03762,-0.00693947608428868,-0.368923486052315
0.03784,-0.00702087641384153,-0.371080877570781
0.03806,-0.00710275137455912,-0.373238268135271
0.03828,-0.00718510096644143,-0.375395657745784
0.0385,-0.00726792518948847,-0.37755304640232
0.03872,-0.00735122404370024,-0.379710434104879
0.03894,-0.00743499752907673,-0.381867820853461
0.03916,-0.00751924564561796,-0.384025206648067
0.03938,-0.00760396839332391,-0.386182591488695
0.0396,-0.0076891657721946,-0.388339975375347
0.03982,-0.00777483778223001,-0.390497358308022
0.04004,-0.00786098442343015,-0.39265474028672
0.04026,-0.00794760569579503,-0.394812121311441
0.04048,-0.00803470159932463,-0.396969501382185
0.0407,-0.00812227213401896,-0.399126880498953
0.04092,-0.00821031729987801,-0.401284258661743
0.04114,-0.00829883709690181,-0.403441635870557
0.04136,-0.00838783152509032,-0.405599012125394
0.04158,-0.00847730058444357,-0.407756387426253
0.0418,-0.00856724427496154,-0.409913761773136
0.04202,-0.00865766259664425,-0.412071135166043
0.04224,-0.00874855554949168,-0.414228507604972
0.04246,-0.00883992313350385,-0.416385879089924
0.04268,-0.00893176534868074,-0.4185432496209
0.0429,-0.00902408219502236,-0.420700619197898
0.04312,-0.00911687367252871,-0.42285798782092
