"time","rev.phi","rev.w"
0,0,0
0.00022,-3.55755115119589e-07,-0.00323412577817886
0.00044,-1.42300198247284e-06,-0.00646815682944895
0.00066,-3.20171392028874e-06,-0.00970209315420303
0.00088,-5.69186802736123e-06,-0.0129359347532197
0.0011,-8.8934180999771e-06,-0.0161696816280347
0.00132,-1.28063824020969e-05,-0.0194033337780409
0.00154,-1.74307609337206e-05,-0.0226368912032383
0.00176,-2.2766361918732e-05,-0.0258703539155711
0.00198,-2.88132441669512e-05,-0.0291037219113764
0.0022,-3.55714367942154e-05,-0.0323369951888409
0.00242,-4.30409398005246e-05,-0.0355701737479646
0.00264,-5.1221753185879e-05,-0.0388032575887474
0.00286,-6.01138769502784e-05,-0.0420362467111894
0.00308,-6.97173110937228e-05,-0.0452691411152907
0.0033,-8.00315091292203e-05,-0.0485019408598305
0.00352,-9.10565768574819e-05,-0.0517346459334292
0.00374,-0.000102792747305856,-0.0549672563110227
0.00396,-0.000115240020474342,-0.0581997719926109
0.00418,-0.000128398396362941,-0.0614321929781938
0.0044,-0.000142267874971652,-0.0646645192677714
0.00462,-0.000156848456300475,-0.0678967508613437
0.00484,-0.000172140140349411,-0.0711288877589108
0.00506,-0.000188142927118459,-0.0743609299604726
0.00528,-0.000204856816607619,-0.0775928774660291
0.0055,-0.000222281808816891,-0.0808247302755803
0.00572,-0.000240417903746276,-0.0840564883891262
0.00594,-0.000259265101395774,-0.0872881518066669
0.00616,-0.000278823401765384,-0.0905197205282023
0.00638,-0.000299091760005863,-0.0937511947074164
0.0066,-0.000320068942253625,-0.0969825745257949
0.00682,-0.000341756812161321,-0.100213859709218
0.00704,-0.000364155369728953,-0.103445050257686
0.00726,-0.00038726461495652,-0.106676146171199
0.00748,-0.000411084547844022,-0.109907147449756
0.0077,-0.000435615168391459,-0.113138054093359
0.00792,-0.000460856476598831,-0.116368866102006
0.00814,-0.000486808472466138,-0.119599583475698
0.00836,-0.000513471155993381,-0.122830206214435
0.00858,-0.000540844527180558,-0.126060734318216
0.0088,-0.00056892858602767,-0.129291167787042
0.00902,-0.000597723332534717,-0.132521506620913
0.00924,-0.000627228766701699,-0.135751750819829
0.00946,-0.000657444888528617,-0.13898190038379
0.00968,-0.000688371698015469,-0.142211955312795
0.0099,-0.000720009195162257,-0.145441915606845
0.01012,-0.000752357379968979,-0.14867178126594
0.01034,-0.000785416252435637,-0.15190155229008
0.01056,-0.000819185812562229,-0.155131228679265
0.01078,-0.000853666060348757,-0.158360810433494
0.011,-0.00088885699579522,-0.161590297552768
0.01122,-0.000924758618901617,-0.164819690037087
0.01144,-0.00096137092966795,-0.168048987886451
0.01166,-0.000998693928094218,-0.171278191100859
0.01188,-0.00103672761418042,-0.174507299680312
0.0121,-0.00107547198792656,-0.17773631362481
0.01232,-0.00111492704933263,-0.180965232934353
0.01254,-0.00115509279839864,-0.184194057608941
0.01276,-0.00119596514583521,-0.187422788038027
0.01298,-0.00123754596749838,-0.190651424042961
0.0132,-0.00127983707057755,-0.19387996545163
0.01342,-0.00132283845507271,-0.197108412264033
0.01364,-0.00136655012098386,-0.20033676448017
0.01386,-0.00141097206831101,-0.203565022100042
0.01408,-0.00145610429705415,-0.206793185123649
0.0143,-0.00150194680721329,-0.21002125355099
0.01452,-0.00154849959878842,-0.213249227382065
0.01474,-0.00159576267177954,-0.216477106616875
0.01496,-0.00164373602618666,-0.21970489125542
0.01518,-0.00169241966200977,-0.222932581297699
0.0154,-0.00174181357924888,-0.226160176743713
0.01562,-0.00179191777790398,-0.229387677593461
0.01584,-0.00184273225797507,-0.232615083846943
0.01606,-0.00189425701946216,-0.235842395504161
0.01628,-0.00194649206236524,-0.239069612565112
0.0165,-0.00199943738668431,-0.242296735029799
0.01672,-0.00205309299241938,-0.245523762898219
0.01694,-0.00210745887957044,-0.248750696170375
0.01716,-0.0021625350481375,-0.251977534846264
0.01738,-0.00221832149812055,-0.255204278925889
0.0176,-0.00227481822951959,-0.258430928409248
0.01782,-0.00233202524233463,-0.261657483296341
0.01804,-0.00238994253656566,-0.264883943587169
0.01826,-0.00244857011221269,-0.268110309281731
0.01848,-0.00250790796927571,-0.271336580380028
0.0187,-0.00256795610775472,-0.27456275688206
0.01892,-0.00262871429122656,-0.277788838772165
0.01914,-0.00269017455711793,-0.281014825522921
0.01936,-0.00275234453667274,-0.284240717639805
0.01958,-0.00281522422989101,-0.287466515122817
0.0198,-0.00287881363677272,-0.290692217971956
0.02002,-0.00294311275731789,-0.293917826187223
0.02024,-0.00300812159152651,-0.297143339768619
0.02046,-0.00307384013939858,-0.300368758716141
0.02068,-0.0031402684009341,-0.303594083029792
0.0209,-0.00320740637613307,-0.30681931270957
0.02112,-0.00327525406499549,-0.310044447755476
0.02134,-0.00334381146752136,-0.31326948816751
0.02156,-0.00341307858371068,-0.316494433945672
0.02178,-0.00348305541356345,-0.319719285089962
