"time","integrator.y","integrator1.y","integrator2.y","integrator3.y"
0,0,1,0,1
0.0006,0,1,0,1
0.0012,0,1,0,1
0.0018,0,1,0,1
0.0024,0,1,0,1
0.003,0,1,0,1
0.0036,0,1,0,1
0.0042,0,1,0,1
0.0048,0,1,0,1
0.0054,0,1,0,1
0.006,0,1,0,1
0.0066,0,1,0,1
0.0072,0,1,0,1
0.0078,0,1,0,1
0.0084,0,1,0,1
0.009,0,1,0,1
0.0096,0,1,0,1
0.0102,0,1,0,1
0.0108,0,1,0,1
0.0114,0,1,0,1
0.012,0,1,0,1
0.0126,0,1,0,1
0.0132,0,1,0,1
0.0138,0,1,0,1
0.0144,0,1,0,1
0.015,0,1,0,1
0.0156,0,1,0,1
0.0162,0,1,0,1
0.0168,0,1,0,1
0.0174,0,1,0,1
0.018,0,1,0,1
0.0186,0,1,0,1
0.0192,0,1,0,1
0.0198,0,1,0,1
0.0204,0,1,0,1
0.021,0,1,0,1
0.0216,0,1,0,1
0.0222,0,1,0,1
0.0228,0,1,0,1
0.0234,0,1,0,1
0.024,0,1,0,1
0.0246,0,1,0,1
0.0252,0,1,0,1
0.0258,0,1,0,1
0.0264,0,1,0,1
0.027,0,1,0,1
0.0276,0,1,0,1
0.0282,0,1,0,1
0.0288,0,1,0,1
0.0294,0,1,0,1
0.03,0,1,0,1
0.0306,0,1,0,1
0.0312,0,1,0,1
0.0318,0,1,0,1
0.0324,0,1,0,1
0.033,0,1,0,1
0.0336,0,1,0,1
0.0342,0,1,0,1
0.0348,0,1,0,1
0.0354,0,1,0,1
0.036,0,1,0,1
0.0366,0,1,0,1
0.0372,0,1,0,1
0.0378,0,1,0,1
0.0384,0,1,0,1
0.039,0,1,0,1
0.0396,0,1,0,1
0.0402,0,1,0,1
0.0408,0,1,0,1
0.0414,0,1,0,1
0.042,0,1,0,1
0.0426,0,1,0,1
0.0432,0,1,0,1
0.0438,0,1,0,1
0.0444,0,1,0,1
0.045,0,1,0,1
0.0456,0,1,0,1
0.0462,0,1,0,1
0.0468,0,1,0,1
0.0474,0,1,0,1
0.048,0,1,0,1
0.0486,0,1,0,1
0.0492,0,1,0,1
0.0498,0,1,0,1
0.0504,0,1,0,1
0.051,0,1,0,1
0.0516,0,1,0,1
0.0522,0,1,0,1
0.0528,0,1,0,1
0.0534,0,1,0,1
0.054,0,1,0,1
0.0546,0,1,0,1
0.0552,0,1,0,1
0.0558,0,1,0,1
0.0564,0,1,0,1
0.057,0,1,0,1
0.0576,0,1,0,1
0.0582,0,1,0,1
0.0588,0,1,0,1
0.0594,0,1,0,1
0.06,0,1,0,1
0.0606,0,1,0,1
0.0612,0,1,0,1
0.0618,0,1,0,1
0.0624,0,1,0,1
0.063,0,1,0,1
0.0636,0,1,0,1
0.0642,0,1,0,1
0.0648,0,1,0,1
0.0654,0,1,0,1
0.066,0,1,0,1
0.0666,0,1,0,1
0.0672,0,1,0,1
0.0678,0,1,0,1
0.0684,0,1,0,1
0.069,0,1,0,1
0.0696,0,1,0,1
0.0702,0,1,0,1
0.0708,0,1,0,1
0.0714,0,1,0,1
0.072,0,1,0,1
0.0726,0,1,0,1
0.0732,0,1,0,1
0.0738,0,1,0,1
0.0744,0,1,0,1
0.075,0,1,0,1
0.0756,0,1,0,1
0.0762,0,1,0,1
0.0768,0,1,0,1
0.0774,0,1,0,1
0.078,0,1,0,1
0.0786,0,1,0,1
0.0792,0,1,0,1
0.0798,0,1,0,1
0.0804,0,1,0,1
0.081,0,1,0,1
0.0816,0,1,0,1
0.0822,0,1,0,1
0.0828,0,1,0,1
0.0834,0,1,0,1
0.084,0,1,0,1
0.0846,0,1,0,1
0.0852,0,1,0,1
0.0858,0,1,0,1
0.0864,0,1,0,1
0.087,0,1,0,1
0.0876,0,1,0,1
0.0882,0,1,0,1
0.0888,0,1,0,1
0.0894,0,1,0,1
0.09,0,1,0,1
0.0906,0,1,0,1
0.0912,0,1,0,1
0.0918,0,1,0,1
0.0924,0,1,0,1
0.093,0,1,0,1
0.0936,0,1,0,1
0.0942,0,1,0,1
0.0948,0,1,0,1
0.0954,0,1,0,1
0.096,0,1,0,1
0.0966,0,1,0,1
0.0972,0,1,0,1
0.0978,0,1,0,1
0.0984,0,1,0,1
0.099,0,1,0,1
0.0996,0,1,0,1
0.1002,0,1,0,1
0.1008,0,1,0,1
0.1014,0,1,0,1
0.102,0,1,0,1
0.1026,0,1,0,1
0.1032,0,1,0,1
0.1038,0,1,0,1
0.1044,0,1,0,1
0.105,0,1,0,1
0.1056,0,1,0,1
0.1062,0,1,0,1
0.1068,0,1,0,1
0.1074,0,1,0,1
0.108,0,1,0,1
0.1086,0,1,0,1
0.1092,0,1,0,1
0.1098,0,1,0,1
0.1104,0,1,0,1
0.111,0,1,0,1
0.1116,0,1,0,1
0.1122,0,1,0,1
0.1128,0,1,0,1
0.1134,0,1,0,1
0.114,0,1,0,1
0.1146,0,1,0,1
0.1152,0,1,0,1
0.1158,0,1,0,1
0.1164,0,1,0,1
0.117,0,1,0,1
0.1176,0,1,0,1
0.1182,0,1,0,1
0.1188,0,1,0,1
0.1194,0,1,0,1
0.12,0,1,0,1
0.1206,0,1,0,1
0.1212,0,1,0,1
0.1218,0,1,0,1
0.1224,0,1,0,1
0.123,0,1,0,1
0.1236,0,1,0,1
0.1242,0,1,0,1
0.1248,0,1,0,1
0.1254,0,1,0,1
0.126,0,1,0,1
0.1266,0,1,0,1
0.1272,0,1,0,1
0.1278,0,1,0,1
0.1284,0,1,0,1
0.129,0,1,0,1
0.1296,0,1,0,1
0.1302,0,1,0,1
0.1308,0,1,0,1
0.1314,0,1,0,1
0.132,0,1,0,1
0.1326,0,1,0,1
0.1332,0,1,0,1
0.1338,0,1,0,1
0.1344,0,1,0,1
0.135,0,1,0,1
0.1356,0,1,0,1
0.1362,0,1,0,1
0.1368,0,1,0,1
0.1374,0,1,0,1
0.138,0,1,0,1
0.1386,0,1,0,1
0.1392,0,1,0,1
0.1398,0,1,0,1
0.1404,0,1,0,1
0.141,0,1,0,1
0.1416,0,1,0,1
0.1422,0,1,0,1
0.1428,0,1,0,1
0.1434,0,1,0,1
0.144,0,1,0,1
0.1446,0,1,0,1
0.1452,0,1,0,1
0.1458,0,1,0,1
0.1464,0,1,0,1
0.147,0,1,0,1
0.1476,0,1,0,1
0.1482,0,1,0,1
0.1488,0,1,0,1
0.1494,0,1,0,1
0.15,0,1,0,1
0.1506,0,1,0,1
0.1512,0,1,0,1
0.1518,0,1,0,1
0.1524,0,1,0,1
0.153,0,1,0,1
0.1536,0,1,0,1
0.1542,0,1,0,1
0.1548,0,1,0,1
0.1554,0,1,0,1
0.156,0,1,0,1
0.1566,0,1,0,1
0.1572,0,1,0,1
0.1578,0,1,0,1
0.1584,0,1,0,1
0.159,0,1,0,1
0.1596,0,1,0,1
0.1602,0,1,0,1
0.1608,0,1,0,1
0.1614,0,1,0,1
0.162,0,1,0,1
0.1626,0,1,0,1
0.1632,0,1,0,1
0.1638,0,1,0,1
0.1644,0,1,0,1
0.165,0,1,0,1
0.1656,0,1,0,1
0.1662,0,1,0,1
0.1668,0,1,0,1
0.1674,0,1,0,1
0.168,0,1,0,1
0.1686,0,1,0,1
0.1692,0,1,0,1
0.1698,0,1,0,1
0.1704,0,1,0,1
0.171,0,1,0,1
0.1716,0,1,0,1
0.1722,0,1,0,1
0.1728,0,1,0,1
0.1734,0,1,0,1
0.174,0,1,0,1
0.1746,0,1,0,1
0.1752,0,1,0,1
0.1758,0,1,0,1
0.1764,0,1,0,1
0.177,0,1,0,1
0.1776,0,1,0,1
0.1782,0,1,0,1
0.1788,0,1,0,1
0.1794,0,1,0,1
0.18,0,1,0,1
0.1806,0,1,0,1
0.1812,0,1,0,1
0.1818,0,1,0,1
0.1824,0,1,0,1
0.183,0,1,0,1
0.1836,0,1,0,1
0.1842,0,1,0,1
0.1848,0,1,0,1
0.1854,0,1,0,1
0.186,0,1,0,1
0.1866,0,1,0,1
0.1872,0,1,0,1
0.1878,0,1,0,1
0.1884,0,1,0,1
0.189,0,1,0,1
0.1896,0,1,0,1
0.1902,0,1,0,1
0.1908,0,1,0,1
0.1914,0,1,0,1
0.192,0,1,0,1
0.1926,0,1,0,1
0.1932,0,1,0,1
0.1938,0,1,0,1
0.1944,0,1,0,1
0.195,0,1,0,1
0.1956,0,1,0,1
0.1962,0,1,0,1
0.1968,0,1,0,1
0.1974,0,1,0,1
0.198,0,1,0,1
0.1986,0,1,0,1
0.1992,0,1,0,1
0.1998,0,1,0,1
0.2004,0,1,0,1
0.201,0,1,0,1
0.2016,0,1,0,1
0.2022,0,1,0,1
0.2028,0,1,0,1
0.2034,0,1,0,1
0.204,0,1,0,1
0.2046,0,1,0,1
0.2052,0,1,0,1
0.2058,0,1,0,1
0.2064,0,1,0,1
0.207,0,1,0,1
0.2076,0,1,0,1
0.2082,0,1,0,1
0.2088,0,1,0,1
0.2094,0,1,0,1
0.21,0,1,0,1
0.2106,0,1,0,1
0.2112,0,1,0,1
0.2118,0,1,0,1
0.2124,0,1,0,1
0.213,0,1,0,1
0.2136,0,1,0,1
0.2142,0,1,0,1
0.2148,0,1,0,1
0.2154,0,1,0,1
0.216,0,1,0,1
0.2166,0,1,0,1
0.2172,0,1,0,1
0.2178,0,1,0,1
0.2184,0,1,0,1
0.219,0,1,0,1
0.2196,0,1,0,1
0.2202,0,1,0,1
0.2208,0,1,0,1
0.2214,0,1,0,1
0.222,0,1,0,1
0.2226,0,1,0,1
0.2232,0,1,0,1
0.2238,0,1,0,1
0.2244,0,1,0,1
0.225,0,1,0,1
0.2256,0,1,0,1
0.2262,0,1,0,1
0.2268,0,1,0,1
0.2274,0,1,0,1
0.228,0,1,0,1
0.2286,0,1,0,1
0.2292,0,1,0,1
0.2298,0,1,0,1
0.2304,0,1,0,1
0.231,0,1,0,1
0.2316,0,1,0,1
0.2322,0,1,0,1
0.2328,0,1,0,1
0.2334,0,1,0,1
0.234,0,1,0,1
0.2346,0,1,0,1
0.2352,0,1,0,1
0.2358,0,1,0,1
0.2364,0,1,0,1
0.237,0,1,0,1
0.2376,0,1,0,1
0.2382,0,1,0,1
0.2388,0,1,0,1
0.2394,0,1,0,1
0.24,0,1,0,1
0.2406,0,1,0,1
0.2412,0,1,0,1
0.2418,0,1,0,1
0.2424,0,1,0,1
0.243,0,1,0,1
0.2436,0,1,0,1
0.2442,0,1,0,1
0.2448,0,1,0,1
0.2454,0,1,0,1
0.246,0,1,0,1
0.2466,0,1,0,1
0.2472,0,1,0,1
0.2478,0,1,0,1
0.2484,0,1,0,1
0.249,0,1,0,1
0.2496,0,1,0,1
0.2502,0,1,0,1
0.2508,0,1,0,1
0.2514,0,1,0,1
0.252,0,1,0,1
0.2526,0,1,0,1
0.2532,0,1,0,1
0.2538,0,1,0,1
0.2544,0,1,0,1
0.255,0,1,0,1
0.2556,0,1,0,1
0.2562,0,1,0,1
0.2568,0,1,0,1
0.2574,0,1,0,1
0.258,0,1,0,1
0.2586,0,1,0,1
0.2592,0,1,0,1
0.2598,0,1,0,1
0.2604,0,1,0,1
0.261,0,1,0,1
0.2616,0,1,0,1
0.2622,0,1,0,1
0.2628,0,1,0,1
0.2634,0,1,0,1
0.264,0,1,0,1
0.2646,0,1,0,1
0.2652,0,1,0,1
0.2658,0,1,0,1
0.2664,0,1,0,1
0.267,0,1,0,1
0.2676,0,1,0,1
0.2682,0,1,0,1
0.2688,0,1,0,1
0.2694,0,1,0,1
0.27,0,1,0,1
0.2706,0,1,0,1
0.2712,0,1,0,1
0.2718,0,1,0,1
0.2724,0,1,0,1
0.273,0,1,0,1
0.2736,0,1,0,1
0.2742,0,1,0,1
0.2748,0,1,0,1
