"time","booleanTable.y","integerTable.y","start.on","start.reset[1]","stop.on","stop.reset[1]"
0.166,0,0,0,0,0,0
0.168,0,0,0,0,0,0
0.17,0,0,0,0,0,0
0.172,0,0,0,0,0,0
0.174,0,0,0,0,0,0
0.176,0,0,0,0,0,0
0.178,0,0,0,0,0,0
0.18,0,0,0,0,0,0
0.182,0,0,0,0,0,0
0.184,0,0,0,0,0,0
0.186,0,0,0,0,0,0
0.188,0,0,0,0,0,0
0.19,0,0,0,0,0,0
0.192,0,0,0,0,0,0
0.194,0,0,0,0,0,0
0.196,0,0,0,0,0,0
0.198,0,0,0,0,0,0
0.2,0,0,0,0,0,0
0.202,0,0,0,0,0,0
0.204,0,0,0,0,0,0
0.206,0,0,0,0,0,0
0.208,0,0,0,0,0,0
0.21,0,0,0,0,0,0
0.212,0,0,0,0,0,0
0.214,0,0,0,0,0,0
0.216,0,0,0,0,0,0
0.218,0,0,0,0,0,0
0.22,0,0,0,0,0,0
0.222,0,0,0,0,0,0
0.224,0,0,0,0,0,0
0.226,0,0,0,0,0,0
0.228,0,0,0,0,0,0
0.23,0,0,0,0,0,0
0.232,0,0,0,0,0,0
0.234,0,0,0,0,0,0
0.236,0,0,0,0,0,0
0.238,0,0,0,0,0,0
0.24,0,0,0,0,0,0
0.242,0,0,0,0,0,0
0.244,0,0,0,0,0,0
0.246,0,0,0,0,0,0
0.248,0,0,0,0,0,0
0.25,0,0,0,0,0,0
0.252,0,0,0,0,0,0
0.254,0,0,0,0,0,0
0.256,0,0,0,0,0,0
0.258,0,0,0,0,0,0
0.26,0,0,0,0,0,0
0.262,0,0,0,0,0,0
0.264,0,0,0,0,0,0
0.266,0,0,0,0,0,0
0.268,0,0,0,0,0,0
0.27,0,0,0,0,0,0
0.272,0,0,0,0,0,0
0.274,0,0,0,0,0,0
0.276,0,0,0,0,0,0
0.278,0,0,0,0,0,0
0.28,0,0,0,0,0,0
0.282,0,0,0,0,0,0
0.284,0,0,0,0,0,0
0.286,0,0,0,0,0,0
0.288,0,0,0,0,0,0
0.29,0,0,0,0,0,0
0.292,0,0,0,0,0,0
0.294,0,0,0,0,0,0
0.296,0,0,0,0,0,0
0.298,0,0,0,0,0,0
0.3,0,0,0,0,0,0
0.302,0,0,0,0,0,0
0.304,0,0,0,0,0,0
0.306,0,0,0,0,0,0
0.308,0,0,0,0,0,0
0.31,0,0,0,0,0,0
0.312,0,0,0,0,0,0
0.314,0,0,0,0,0,0
0.316,0,0,0,0,0,0
0.318,0,0,0,0,0,0
0.32,0,0,0,0,0,0
0.322,0,0,0,0,0,0
0.324,0,0,0,0,0,0
0.326,0,0,0,0,0,0
0.328,0,0,0,0,0,0
0.33,0,0,0,0,0,0
0.332,0,0,0,0,0,0
0.334,0,0,0,0,0,0
0.336,0,0,0,0,0,0
0.338,0,0,0,0,0,0
0.34,0,0,0,0,0,0
0.342,0,0,0,0,0,0
0.344,0,0,0,0,0,0
0.346,0,0,0,0,0,0
0.348,0,0,0,0,0,0
0.35,0,0,0,0,0,0
0.352,0,0,0,0,0,0
0.354,0,0,0,0,0,0
0.356,0,0,0,0,0,0
0.358,0,0,0,0,0,0
0.36,0,0,0,0,0,0
0.362,0,0,0,0,0,0
0.364,0,0,0,0,0,0
0.366,0,0,0,0,0,0
0.368,0,0,0,0,0,0
0.37,0,0,0,0,0,0
0.372,0,0,0,0,0,0
0.374,0,0,0,0,0,0
0.376,0,0,0,0,0,0
0.378,0,0,0,0,0,0
0.38,0,0,0,0,0,0
0.382,0,0,0,0,0,0
0.384,0,0,0,0,0,0
0.386,0,0,0,0,0,0
0.388,0,0,0,0,0,0
0.39,0,0,0,0,0,0
0.392,0,0,0,0,0,0
0.394,0,0,0,0,0,0
0.396,0,0,0,0,0,0
0.398,0,0,0,0,0,0
0.4,0,0,0,0,0,0
0.402,0,0,0,0,0,0
0.404,0,0,0,0,0,0
0.406,0,0,0,0,0,0
0.408,0,0,0,0,0,0
0.41,0,0,0,0,0,0
0.412,0,0,0,0,0,0
0.414,0,0,0,0,0,0
0.416,0,0,0,0,0,0
0.418,0,0,0,0,0,0
0.42,0,0,0,0,0,0
0.422,0,0,0,0,0,0
0.424,0,0,0,0,0,0
0.426,0,0,0,0,0,0
0.428,0,0,0,0,0,0
0.43,0,0,0,0,0,0
0.432,0,0,0,0,0,0
0.434,0,0,0,0,0,0
0.436,0,0,0,0,0,0
0.438,0,0,0,0,0,0
0.44,0,0,0,0,0,0
0.442,0,0,0,0,0,0
0.444,0,0,0,0,0,0
0.446,0,0,0,0,0,0
0.448,0,0,0,0,0,0
0.45,0,0,0,0,0,0
0.452,0,0,0,0,0,0
0.454,0,0,0,0,0,0
0.456,0,0,0,0,0,0
0.458,0,0,0,0,0,0
0.46,0,0,0,0,0,0
0.462,0,0,0,0,0,0
0.464,0,0,0,0,0,0
0.466,0,0,0,0,0,0
0.468,0,0,0,0,0,0
0.47,0,0,0,0,0,0
0.472,0,0,0,0,0,0
0.474,0,0,0,0,0,0
0.476,0,0,0,0,0,0
0.478,0,0,0,0,0,0
0.48,0,0,0,0,0,0
0.482,0,0,0,0,0,0
0.484,0,0,0,0,0,0
0.486,0,0,0,0,0,0
0.488,0,0,0,0,0,0
0.49,0,0,0,0,0,0
0.492,0,0,0,0,0,0
0.494,0,0,0,0,0,0
0.496,0,0,0,0,0,0
0.498,0,0,0,0,0,0
0.5,0,0,0,0,0,0
0.502,0,0,0,0,0,0
0.504,0,0,0,0,0,0
0.506,0,0,0,0,0,0
0.508,0,0,0,0,0,0
0.51,0,0,0,0,0,0
0.512,0,0,0,0,0,0
0.514,0,0,0,0,0,0
0.516,0,0,0,0,0,0
0.518,0,0,0,0,0,0
0.52,0,0,0,0,0,0
0.522,0,0,0,0,0,0
0.524,0,0,0,0,0,0
0.526,0,0,0,0,0,0
0.528,0,0,0,0,0,0
0.53,0,0,0,0,0,0
0.532,0,0,0,0,0,0
0.534,0,0,0,0,0,0
0.536,0,0,0,0,0,0
0.538,0,0,0,0,0,0
0.54,0,0,0,0,0,0
0.542,0,0,0,0,0,0
0.544,0,0,0,0,0,0
0.546,0,0,0,0,0,0
0.548,0,0,0,0,0,0
0.55,0,0,0,0,0,0
0.552,0,0,0,0,0,0
0.554,0,0,0,0,0,0
0.556,0,0,0,0,0,0
0.558,0,0,0,0,0,0
0.56,0,0,0,0,0,0
0.562,0,0,0,0,0,0
0.564,0,0,0,0,0,0
0.566,0,0,0,0,0,0
0.568,0,0,0,0,0,0
0.57,0,0,0,0,0,0
0.572,0,0,0,0,0,0
0.574,0,0,0,0,0,0
0.576,0,0,0,0,0,0
0.578,0,0,0,0,0,0
0.58,0,0,0,0,0,0
0.582,0,0,0,0,0,0
0.584,0,0,0,0,0,0
0.586,0,0,0,0,0,0
0.588,0,0,0,0,0,0
0.59,0,0,0,0,0,0
0.592,0,0,0,0,0,0
0.594,0,0,0,0,0,0
0.596,0,0,0,0,0,0
0.598,0,0,0,0,0,0
0.6,0,0,0,0,0,0
0.602,0,0,0,0,0,0
0.604,0,0,0,0,0,0
0.606,0,0,0,0,0,0
0.608,0,0,0,0,0,0
0.61,0,0,0,0,0,0
0.612,0,0,0,0,0,0
0.614,0,0,0,0,0,0
0.616,0,0,0,0,0,0
0.618,0,0,0,0,0,0
0.62,0,0,0,0,0,0
0.622,0,0,0,0,0,0
0.624,0,0,0,0,0,0
0.626,0,0,0,0,0,0
0.628,0,0,0,0,0,0
0.63,0,0,0,0,0,0
0.632,0,0,0,0,0,0
0.634,0,0,0,0,0,0
0.636,0,0,0,0,0,0
0.638,0,0,0,0,0,0
0.64,0,0,0,0,0,0
0.642,0,0,0,0,0,0
0.644,0,0,0,0,0,0
0.646,0,0,0,0,0,0
0.648,0,0,0,0,0,0
0.65,0,0,0,0,0,0
0.652,0,0,0,0,0,0
0.654,0,0,0,0,0,0
0.656,0,0,0,0,0,0
0.658,0,0,0,0,0,0
0.66,0,0,0,0,0,0
0.662,0,0,0,0,0,0
0.664,0,0,0,0,0,0
0.666,0,0,0,0,0,0
0.668,0,0,0,0,0,0
0.67,0,0,0,0,0,0
0.672,0,0,0,0,0,0
0.674,0,0,0,0,0,0
0.676,0,0,0,0,0,0
0.678,0,0,0,0,0,0
0.68,0,0,0,0,0,0
0.682,0,0,0,0,0,0
0.684,0,0,0,0,0,0
0.686,0,0,0,0,0,0
0.688,0,0,0,0,0,0
0.69,0,0,0,0,0,0
0.692,0,0,0,0,0,0
0.694,0,0,0,0,0,0
0.696,0,0,0,0,0,0
0.698,0,0,0,0,0,0
0.7,0,0,0,0,0,0
0.702,0,0,0,0,0,0
0.704,0,0,0,0,0,0
0.706,0,0,0,0,0,0
0.708,0,0,0,0,0,0
0.71,0,0,0,0,0,0
0.712,0,0,0,0,0,0
0.714,0,0,0,0,0,0
0.716,0,0,0,0,0,0
0.718,0,0,0,0,0,0
0.72,0,0,0,0,0,0
0.722,0,0,0,0,0,0
0.724,0,0,0,0,0,0
0.726,0,0,0,0,0,0
0.728,0,0,0,0,0,0
0.73,0,0,0,0,0,0
0.732,0,0,0,0,0,0
0.734,0,0,0,0,0,0
0.736,0,0,0,0,0,0
0.738,0,0,0,0,0,0
0.74,0,0,0,0,0,0
0.742,0,0,0,0,0,0
0.744,0,0,0,0,0,0
0.746,0,0,0,0,0,0
0.748,0,0,0,0,0,0
0.75,0,0,0,0,0,0
0.752,0,0,0,0,0,0
0.754,0,0,0,0,0,0
0.756,0,0,0,0,0,0
0.758,0,0,0,0,0,0
0.76,0,0,0,0,0,0
0.762,0,0,0,0,0,0
0.764,0,0,0,0,0,0
0.766,0,0,0,0,0,0
0.768,0,0,0,0,0,0
0.77,0,0,0,0,0,0
0.772,0,0,0,0,0,0
0.774,0,0,0,0,0,0
0.776,0,0,0,0,0,0
0.778,0,0,0,0,0,0
0.78,0,0,0,0,0,0
0.782,0,0,0,0,0,0
0.784,0,0,0,0,0,0
0.786,0,0,0,0,0,0
0.788,0,0,0,0,0,0
0.79,0,0,0,0,0,0
0.792,0,0,0,0,0,0
0.794,0,0,0,0,0,0
0.796,0,0,0,0,0,0
0.798,0,0,0,0,0,0
0.8,0,0,0,0,0,0
0.802,0,0,0,0,0,0
0.804,0,0,0,0,0,0
0.806,0,0,0,0,0,0
0.808,0,0,0,0,0,0
0.81,0,0,0,0,0,0
0.812,0,0,0,0,0,0
0.814,0,0,0,0,0,0
0.816,0,0,0,0,0,0
0.818,0,0,0,0,0,0
0.82,0,0,0,0,0,0
0.822,0,0,0,0,0,0
0.824,0,0,0,0,0,0
0.826,0,0,0,0,0,0
0.828,0,0,0,0,0,0
0.83,0,0,0,0,0,0
0.832,0,0,0,0,0,0
0.834,0,0,0,0,0,0
0.836,0,0,0,0,0,0
0.838,0,0,0,0,0,0
0.84,0,0,0,0,0,0
0.842,0,0,0,0,0,0
0.844,0,0,0,0,0,0
0.846,0,0,0,0,0,0
0.848,0,0,0,0,0,0
0.85,0,0,0,0,0,0
0.852,0,0,0,0,0,0
0.854,0,0,0,0,0,0
0.856,0,0,0,0,0,0
0.858,0,0,0,0,0,0
0.86,0,0,0,0,0,0
0.862,0,0,0,0,0,0
0.864,0,0,0,0,0,0
0.866,0,0,0,0,0,0
0.868,0,0,0,0,0,0
0.87,0,0,0,0,0,0
0.872,0,0,0,0,0,0
0.874,0,0,0,0,0,0
0.876,0,0,0,0,0,0
0.878,0,0,0,0,0,0
0.88,0,0,0,0,0,0
0.882,0,0,0,0,0,0
0.884,0,0,0,0,0,0
0.886,0,0,0,0,0,0
0.888,0,0,0,0,0,0
0.89,0,0,0,0,0,0
0.892,0,0,0,0,0,0
0.894,0,0,0,0,0,0
0.896,0,0,0,0,0,0
0.898,0,0,0,0,0,0
0.9,0,0,0,0,0,0
0.902,0,0,0,0,0,0
0.904,0,0,0,0,0,0
0.906,0,0,0,0,0,0
0.908,0,0,0,0,0,0
0.91,0,0,0,0,0,0
0.912,0,0,0,0,0,0
0.914,0,0,0,0,0,0
0.916,0,0,0,0,0,0
0.918,0,0,0,0,0,0
0.92,0,0,0,0,0,0
0.922,0,0,0,0,0,0
0.924,0,0,0,0,0,0
0.926,0,0,0,0,0,0
0.928,0,0,0,0,0,0
0.93,0,0,0,0,0,0
0.932,0,0,0,0,0,0
0.934,0,0,0,0,0,0
0.936,0,0,0,0,0,0
0.938,0,0,0,0,0,0
0.94,0,0,0,0,0,0
0.942,0,0,0,0,0,0
0.944,0,0,0,0,0,0
0.946,0,0,0,0,0,0
0.948,0,0,0,0,0,0
0.95,0,0,0,0,0,0
0.952,0,0,0,0,0,0
0.954,0,0,0,0,0,0
0.956,0,0,0,0,0,0
0.958,0,0,0,0,0,0
0.96,0,0,0,0,0,0
0.962,0,0,0,0,0,0
0.964,0,0,0,0,0,0
0.966,0,0,0,0,0,0
0.968,0,0,0,0,0,0
0.97,0,0,0,0,0,0
0.972,0,0,0,0,0,0
0.974,0,0,0,0,0,0
0.976,0,0,0,0,0,0
0.978,0,0,0,0,0,0
0.98,0,0,0,0,0,0
0.982,0,0,0,0,0,0
0.984,0,0,0,0,0,0
0.986,0,0,0,0,0,0
0.988,0,0,0,0,0,0
0.99,0,0,0,0,0,0
0.992,0,0,0,0,0,0
0.994,0,0,0,0,0,0
0.996,0,0,0,0,0,0
0.998,0,0,0,0,0,0
1,0,0,0,0,0,0
1,1,2,1,0,0,1
1.002,1,2,1,0,0,1
1.004,1,2,1,0,0,1
1.006,1,2,1,0,0,1
1.008,1,2,1,0,0,1
1.01,1,2,1,0,0,1
1.012,1,2,1,0,0,1
1.014,1,2,1,0,0,1
1.016,1,2,1,0,0,1
1.018,1,2,1,0,0,1
1.02,1,2,1,0,0,1
1.022,1,2,1,0,0,1
1.024,1,2,1,0,0,1
1.026,1,2,1,0,0,1
1.028,1,2,1,0,0,1
1.03,1,2,1,0,0,1
1.032,1,2,1,0,0,1
1.034,1,2,1,0,0,1
1.036,1,2,1,0,0,1
1.038,1,2,1,0,0,1
1.04,1,2,1,0,0,1
1.042,1,2,1,0,0,1
1.044,1,2,1,0,0,1
1.046,1,2,1,0,0,1
1.048,1,2,1,0,0,1
1.05,1,2,1,0,0,1
1.052,1,2,1,0,0,1
1.054,1,2,1,0,0,1
1.056,1,2,1,0,0,1
1.058,1,2,1,0,0,1
1.06,1,2,1,0,0,1
1.062,1,2,1,0,0,1
1.064,1,2,1,0,0,1
1.066,1,2,1,0,0,1
1.068,1,2,1,0,0,1
1.07,1,2,1,0,0,1
1.072,1,2,1,0,0,1
1.074,1,2,1,0,0,1
1.076,1,2,1,0,0,1
1.078,1,2,1,0,0,1
1.08,1,2,1,0,0,1
1.082,1,2,1,0,0,1
1.084,1,2,1,0,0,1
1.086,1,2,1,0,0,1
1.088,1,2,1,0,0,1
1.09,1,2,1,0,0,1
1.092,1,2,1,0,0,1
1.094,1,2,1,0,0,1
1.096,1,2,1,0,0,1
1.098,1,2,1,0,0,1
1.1,1,2,1,0,0,1
1.102,1,2,1,0,0,1
1.104,1,2,1,0,0,1
1.106,1,2,1,0,0,1
1.108,1,2,1,0,0,1
1.11,1,2,1,0,0,1
1.112,1,2,1,0,0,1
1.114,1,2,1,0,0,1
1.116,1,2,1,0,0,1
1.118,1,2,1,0,0,1
1.12,1,2,1,0,0,1
1.122,1,2,1,0,0,1
1.124,1,2,1,0,0,1
1.126,1,2,1,0,0,1
1.128,1,2,1,0,0,1
1.13,1,2,1,0,0,1
1.132,1,2,1,0,0,1
1.134,1,2,1,0,0,1
1.136,1,2,1,0,0,1
1.138,1,2,1,0,0,1
1.14,1,2,1,0,0,1
1.142,1,2,1,0,0,1
1.144,1,2,1,0,0,1
1.146,1,2,1,0,0,1
1.148,1,2,1,0,0,1
1.15,1,2,1,0,0,1
1.152,1,2,1,0,0,1
1.154,1,2,1,0,0,1
1.156,1,2,1,0,0,1
1.158,1,2,1,0,0,1
1.16,1,2,1,0,0,1
1.162,1,2,1,0,0,1
1.164,1,2,1,0,0,1
1.166,1,2,1,0,0,1
1.168,1,2,1,0,0,1
1.17,1,2,1,0,0,1
1.172,1,2,1,0,0,1
1.174,1,2,1,0,0,1
1.176,1,2,1,0,0,1
1.178,1,2,1,0,0,1
1.18,1,2,1,0,0,1
1.182,1,2,1,0,0,1
1.184,1,2,1,0,0,1
1.186,1,2,1,0,0,1
1.188,1,2,1,0,0,1
1.19,1,2,1,0,0,1
1.192,1,2,1,0,0,1
1.194,1,2,1,0,0,1
1.196,1,2,1,0,0,1
1.198,1,2,1,0,0,1
1.2,1,2,1,0,0,1
1.202,1,2,1,0,0,1
1.204,1,2,1,0,0,1
1.206,1,2,1,0,0,1
1.208,1,2,1,0,0,1
1.21,1,2,1,0,0,1
1.212,1,2,1,0,0,1
1.214,1,2,1,0,0,1
1.216,1,2,1,0,0,1
1.218,1,2,1,0,0,1
1.22,1,2,1,0,0,1
1.222,1,2,1,0,0,1
1.224,1,2,1,0,0,1
1.226,1,2,1,0,0,1
1.228,1,2,1,0,0,1
1.23,1,2,1,0,0,1
1.232,1,2,1,0,0,1
1.234,1,2,1,0,0,1
1.236,1,2,1,0,0,1
1.238,1,2,1,0,0,1
1.24,1,2,1,0,0,1
1.242,1,2,1,0,0,1
1.244,1,2,1,0,0,1
1.246,1,2,1,0,0,1
1.248,1,2,1,0,0,1
1.25,1,2,1,0,0,1
1.252,1,2,1,0,0,1
1.254,1,2,1,0,0,1
1.256,1,2,1,0,0,1
1.258,1,2,1,0,0,1
1.26,1,2,1,0,0,1
1.262,1,2,1,0,0,1
1.264,1,2,1,0,0,1
1.266,1,2,1,0,0,1
1.268,1,2,1,0,0,1
1.27,1,2,1,0,0,1
1.272,1,2,1,0,0,1
1.274,1,2,1,0,0,1
1.276,1,2,1,0,0,1
1.278,1,2,1,0,0,1
1.28,1,2,1,0,0,1
1.282,1,2,1,0,0,1
1.284,1,2,1,0,0,1
1.286,1,2,1,0,0,1
1.288,1,2,1,0,0,1
1.29,1,2,1,0,0,1
1.292,1,2,1,0,0,1
1.294,1,2,1,0,0,1
1.296,1,2,1,0,0,1
1.298,1,2,1,0,0,1
1.3,1,2,1,0,0,1
1.302,1,2,1,0,0,1
1.304,1,2,1,0,0,1
1.306,1,2,1,0,0,1
1.308,1,2,1,0,0,1
1.31,1,2,1,0,0,1
1.312,1,2,1,0,0,1
1.314,1,2,1,0,0,1
1.316,1,2,1,0,0,1
1.318,1,2,1,0,0,1
1.32,1,2,1,0,0,1
1.322,1,2,1,0,0,1
1.324,1,2,1,0,0,1
1.326,1,2,1,0,0,1
1.328,1,2,1,0,0,1
1.33,1,2,1,0,0,1
1.332,1,2,1,0,0,1
1.334,1,2,1,0,0,1
1.336,1,2,1,0,0,1
1.338,1,2,1,0,0,1
1.34,1,2,1,0,0,1
1.342,1,2,1,0,0,1
1.344,1,2,1,0,0,1
1.346,1,2,1,0,0,1
1.348,1,2,1,0,0,1
1.35,1,2,1,0,0,1
1.352,1,2,1,0,0,1
1.354,1,2,1,0,0,1
1.356,1,2,1,0,0,1
1.358,1,2,1,0,0,1
1.36,1,2,1,0,0,1
1.362,1,2,1,0,0,1
1.364,1,2,1,0,0,1
1.366,1,2,1,0,0,1
1.368,1,2,1,0,0,1
1.37,1,2,1,0,0,1
1.372,1,2,1,0,0,1
1.374,1,2,1,0,0,1
1.376,1,2,1,0,0,1
1.378,1,2,1,0,0,1
1.38,1,2,1,0,0,1
1.382,1,2,1,0,0,1
1.384,1,2,1,0,0,1
1.386,1,2,1,0,0,1
1.388,1,2,1,0,0,1
1.39,1,2,1,0,0,1
1.392,1,2,1,0,0,1
1.394,1,2,1,0,0,1
1.396,1,2,1,0,0,1
1.398,1,2,1,0,0,1
1.4,1,2,1,0,0,1
1.402,1,2,1,0,0,1
1.404,1,2,1,0,0,1
1.406,1,2,1,0,0,1
1.408,1,2,1,0,0,1
1.41,1,2,1,0,0,1
1.412,1,2,1,0,0,1
1.414,1,2,1,0,0,1
1.416,1,2,1,0,0,1
1.418,1,2,1,0,0,1
1.42,1,2,1,0,0,1
1.422,1,2,1,0,0,1
1.424,1,2,1,0,0,1
1.426,1,2,1,0,0,1
1.428,1,2,1,0,0,1
1.43,1,2,1,0,0,1
1.432,1,2,1,0,0,1
1.434,1,2,1,0,0,1
1.436,1,2,1,0,0,1
1.438,1,2,1,0,0,1
1.44,1,2,1,0,0,1
1.442,1,2,1,0,0,1
1.444,1,2,1,0,0,1
1.446,1,2,1,0,0,1
1.448,1,2,1,0,0,1
1.45,1,2,1,0,0,1
1.452,1,2,1,0,0,1
1.454,1,2,1,0,0,1
1.456,1,2,1,0,0,1
1.458,1,2,1,0,0,1
1.46,1,2,1,0,0,1
1.462,1,2,1,0,0,1
1.464,1,2,1,0,0,1
1.466,1,2,1,0,0,1
1.468,1,2,1,0,0,1
1.47,1,2,1,0,0,1
1.472,1,2,1,0,0,1
1.474,1,2,1,0,0,1
1.476,1,2,1,0,0,1
1.478,1,2,1,0,0,1
1.48,1,2,1,0,0,1
1.482,1,2,1,0,0,1
1.484,1,2,1,0,0,1
1.486,1,2,1,0,0,1
1.488,1,2,1,0,0,1
1.49,1,2,1,0,0,1
1.492,1,2,1,0,0,1
1.494,1,2,1,0,0,1
1.496,1,2,1,0,0,1
1.498,1,2,1,0,0,1
1.5,1,2,1,0,0,1
1.502,1,2,1,0,0,1
1.504,1,2,1,0,0,1
1.506,1,2,1,0,0,1
1.508,1,2,1,0,0,1
1.51,1,2,1,0,0,1
1.512,1,2,1,0,0,1
1.514,1,2,1,0,0,1
1.516,1,2,1,0,0,1
1.518,1,2,1,0,0,1
1.52,1,2,1,0,0,1
1.522,1,2,1,0,0,1
1.524,1,2,1,0,0,1
1.526,1,2,1,0,0,1
1.528,1,2,1,0,0,1
1.53,1,2,1,0,0,1
1.532,1,2,1,0,0,1
1.534,1,2,1,0,0,1
1.536,1,2,1,0,0,1
1.538,1,2,1,0,0,1
1.54,1,2,1,0,0,1
1.542,1,2,1,0,0,1
1.544,1,2,1,0,0,1
1.546,1,2,1,0,0,1
1.548,1,2,1,0,0,1
1.55,1,2,1,0,0,1
1.552,1,2,1,0,0,1
1.554,1,2,1,0,0,1
1.556,1,2,1,0,0,1
1.558,1,2,1,0,0,1
1.56,1,2,1,0,0,1
1.562,1,2,1,0,0,1
1.564,1,2,1,0,0,1
1.566,1,2,1,0,0,1
1.568,1,2,1,0,0,1
1.57,1,2,1,0,0,1
1.572,1,2,1,0,0,1
1.574,1,2,1,0,0,1
1.576,1,2,1,0,0,1
1.578,1,2,1,0,0,1
1.58,1,2,1,0,0,1
1.582,1,2,1,0,0,1
1.584,1,2,1,0,0,1
1.586,1,2,1,0,0,1
1.588,1,2,1,0,0,1
1.59,1,2,1,0,0,1
1.592,1,2,1,0,0,1
1.594,1,2,1,0,0,1
1.596,1,2,1,0,0,1
1.598,1,2,1,0,0,1
1.6,1,2,1,0,0,1
1.602,1,2,1,0,0,1
1.604,1,2,1,0,0,1
1.606,1,2,1,0,0,1
1.608,1,2,1,0,0,1
1.61,1,2,1,0,0,1
1.612,1,2,1,0,0,1
1.614,1,2,1,0,0,1
1.616,1,2,1,0,0,1
1.618,1,2,1,0,0,1
1.62,1,2,1,0,0,1
1.622,1,2,1,0,0,1
1.624,1,2,1,0,0,1
1.626,1,2,1,0,0,1
1.628,1,2,1,0,0,1
1.63,1,2,1,0,0,1
1.632,1,2,1,0,0,1
1.634,1,2,1,0,0,1
1.636,1,2,1,0,0,1
1.638,1,2,1,0,0,1
1.64,1,2,1,0,0,1
1.642,1,2,1,0,0,1
1.644,1,2,1,0,0,1
1.646,1,2,1,0,0,1
1.648,1,2,1,0,0,1
1.65,1,2,1,0,0,1
1.652,1,2,1,0,0,1
1.654,1,2,1,0,0,1
1.656,1,2,1,0,0,1
1.658,1,2,1,0,0,1
1.66,1,2,1,0,0,1
1.662,1,2,1,0,0,1
1.664,1,2,1,0,0,1
1.666,1,2,1,0,0,1
1.668,1,2,1,0,0,1
1.67,1,2,1,0,0,1
1.672,1,2,1,0,0,1
1.674,1,2,1,0,0,1
1.676,1,2,1,0,0,1
1.678,1,2,1,0,0,1
1.68,1,2,1,0,0,1
1.682,1,2,1,0,0,1
1.684,1,2,1,0,0,1
1.686,1,2,1,0,0,1
1.688,1,2,1,0,0,1
1.69,1,2,1,0,0,1
1.692,1,2,1,0,0,1
1.694,1,2,1,0,0,1
1.696,1,2,1,0,0,1
1.698,1,2,1,0,0,1
1.7,1,2,1,0,0,1
1.702,1,2,1,0,0,1
1.704,1,2,1,0,0,1
1.706,1,2,1,0,0,1
1.708,1,2,1,0,0,1
1.71,1,2,1,0,0,1
1.712,1,2,1,0,0,1
1.714,1,2,1,0,0,1
1.716,1,2,1,0,0,1
1.718,1,2,1,0,0,1
1.72,1,2,1,0,0,1
1.722,1,2,1,0,0,1
1.724,1,2,1,0,0,1
1.726,1,2,1,0,0,1
1.728,1,2,1,0,0,1
1.73,1,2,1,0,0,1
1.732,1,2,1,0,0,1
1.734,1,2,1,0,0,1
