"time","booleanTable.y","integerTable.y","start.on","start.reset[1]","stop.on","stop.reset[1]"
1.736,1,2,1,0,0,1
1.738,1,2,1,0,0,1
1.74,1,2,1,0,0,1
1.742,1,2,1,0,0,1
1.744,1,2,1,0,0,1
1.746,1,2,1,0,0,1
1.748,1,2,1,0,0,1
1.75,1,2,1,0,0,1
1.752,1,2,1,0,0,1
1.754,1,2,1,0,0,1
1.756,1,2,1,0,0,1
1.758,1,2,1,0,0,1
1.76,1,2,1,0,0,1
1.762,1,2,1,0,0,1
1.764,1,2,1,0,0,1
1.766,1,2,1,0,0,1
1.768,1,2,1,0,0,1
1.77,1,2,1,0,0,1
1.772,1,2,1,0,0,1
1.774,1,2,1,0,0,1
1.776,1,2,1,0,0,1
1.778,1,2,1,0,0,1
1.78,1,2,1,0,0,1
1.782,1,2,1,0,0,1
1.784,1,2,1,0,0,1
1.786,1,2,1,0,0,1
1.788,1,2,1,0,0,1
1.79,1,2,1,0,0,1
1.792,1,2,1,0,0,1
1.794,1,2,1,0,0,1
1.796,1,2,1,0,0,1
1.798,1,2,1,0,0,1
1.8,1,2,1,0,0,1
1.802,1,2,1,0,0,1
1.804,1,2,1,0,0,1
1.806,1,2,1,0,0,1
1.808,1,2,1,0,0,1
1.81,1,2,1,0,0,1
1.812,1,2,1,0,0,1
1.814,1,2,1,0,0,1
1.816,1,2,1,0,0,1
1.818,1,2,1,0,0,1
1.82,1,2,1,0,0,1
1.822,1,2,1,0,0,1
1.824,1,2,1,0,0,1
1.826,1,2,1,0,0,1
1.828,1,2,1,0,0,1
1.83,1,2,1,0,0,1
1.832,1,2,1,0,0,1
1.834,1,2,1,0,0,1
1.836,1,2,1,0,0,1
1.838,1,2,1,0,0,1
1.84,1,2,1,0,0,1
1.842,1,2,1,0,0,1
1.844,1,2,1,0,0,1
1.846,1,2,1,0,0,1
1.848,1,2,1,0,0,1
1.85,1,2,1,0,0,1
1.852,1,2,1,0,0,1
1.854,1,2,1,0,0,1
1.856,1,2,1,0,0,1
1.858,1,2,1,0,0,1
1.86,1,2,1,0,0,1
1.862,1,2,1,0,0,1
1.864,1,2,1,0,0,1
1.866,1,2,1,0,0,1
1.868,1,2,1,0,0,1
1.87,1,2,1,0,0,1
1.872,1,2,1,0,0,1
1.874,1,2,1,0,0,1
1.876,1,2,1,0,0,1
1.878,1,2,1,0,0,1
1.88,1,2,1,0,0,1
1.882,1,2,1,0,0,1
1.884,1,2,1,0,0,1
1.886,1,2,1,0,0,1
1.888,1,2,1,0,0,1
1.89,1,2,1,0,0,1
1.892,1,2,1,0,0,1
1.894,1,2,1,0,0,1
1.896,1,2,1,0,0,1
1.898,1,2,1,0,0,1
1.9,1,2,1,0,0,1
1.902,1,2,1,0,0,1
1.904,1,2,1,0,0,1
1.906,1,2,1,0,0,1
1.908,1,2,1,0,0,1
1.91,1,2,1,0,0,1
1.912,1,2,1,0,0,1
1.914,1,2,1,0,0,1
1.916,1,2,1,0,0,1
1.918,1,2,1,0,0,1
1.92,1,2,1,0,0,1
1.922,1,2,1,0,0,1
1.924,1,2,1,0,0,1
1.926,1,2,1,0,0,1
1.928,1,2,1,0,0,1
1.93,1,2,1,0,0,1
1.932,1,2,1,0,0,1
1.934,1,2,1,0,0,1
1.936,1,2,1,0,0,1
1.938,1,2,1,0,0,1
1.94,1,2,1,0,0,1
1.942,1,2,1,0,0,1
1.944,1,2,1,0,0,1
1.946,1,2,1,0,0,1
1.948,1,2,1,0,0,1
1.95,1,2,1,0,0,1
1.952,1,2,1,0,0,1
1.954,1,2,1,0,0,1
1.956,1,2,1,0,0,1
1.958,1,2,1,0,0,1
1.96,1,2,1,0,0,1
1.962,1,2,1,0,0,1
1.964,1,2,1,0,0,1
1.966,1,2,1,0,0,1
1.968,1,2,1,0,0,1
1.97,1,2,1,0,0,1
1.972,1,2,1,0,0,1
1.974,1,2,1,0,0,1
1.976,1,2,1,0,0,1
1.978,1,2,1,0,0,1
1.98,1,2,1,0,0,1
1.982,1,2,1,0,0,1
1.984,1,2,1,0,0,1
1.986,1,2,1,0,0,1
1.988,1,2,1,0,0,1
1.99,1,2,1,0,0,1
1.992,1,2,1,0,0,1
1.994,1,2,1,0,0,1
1.996,1,2,1,0,0,1
1.998,1,2,1,0,0,1
2,1,2,1,0,0,1
2,0,4,0,1,1,0
2.002,0,4,0,1,1,0
2.004,0,4,0,1,1,0
2.006,0,4,0,1,1,0
2.008,0,4,0,1,1,0
2.01,0,4,0,1,1,0
2.012,0,4,0,1,1,0
2.014,0,4,0,1,1,0
2.016,0,4,0,1,1,0
2.018,0,4,0,1,1,0
2.02,0,4,0,1,1,0
2.022,0,4,0,1,1,0
2.024,0,4,0,1,1,0
2.026,0,4,0,1,1,0
2.028,0,4,0,1,1,0
2.03,0,4,0,1,1,0
2.032,0,4,0,1,1,0
2.034,0,4,0,1,1,0
2.036,0,4,0,1,1,0
2.038,0,4,0,1,1,0
2.04,0,4,0,1,1,0
2.042,0,4,0,1,1,0
2.044,0,4,0,1,1,0
2.046,0,4,0,1,1,0
2.048,0,4,0,1,1,0
2.05,0,4,0,1,1,0
2.052,0,4,0,1,1,0
2.054,0,4,0,1,1,0
2.056,0,4,0,1,1,0
2.058,0,4,0,1,1,0
2.06,0,4,0,1,1,0
2.062,0,4,0,1,1,0
2.064,0,4,0,1,1,0
2.066,0,4,0,1,1,0
2.068,0,4,0,1,1,0
2.07,0,4,0,1,1,0
2.072,0,4,0,1,1,0
2.074,0,4,0,1,1,0
2.076,0,4,0,1,1,0
2.078,0,4,0,1,1,0
2.08,0,4,0,1,1,0
2.082,0,4,0,1,1,0
2.084,0,4,0,1,1,0
2.086,0,4,0,1,1,0
2.088,0,4,0,1,1,0
2.09,0,4,0,1,1,0
2.092,0,4,0,1,1,0
2.094,0,4,0,1,1,0
2.096,0,4,0,1,1,0
2.098,0,4,0,1,1,0
2.1,0,4,0,1,1,0
2.102,0,4,0,1,1,0
2.104,0,4,0,1,1,0
2.106,0,4,0,1,1,0
2.108,0,4,0,1,1,0
2.11,0,4,0,1,1,0
2.112,0,4,0,1,1,0
2.114,0,4,0,1,1,0
2.116,0,4,0,1,1,0
2.118,0,4,0,1,1,0
2.12,0,4,0,1,1,0
2.122,0,4,0,1,1,0
2.124,0,4,0,1,1,0
2.126,0,4,0,1,1,0
2.128,0,4,0,1,1,0
2.13,0,4,0,1,1,0
2.132,0,4,0,1,1,0
2.134,0,4,0,1,1,0
2.136,0,4,0,1,1,0
2.138,0,4,0,1,1,0
2.14,0,4,0,1,1,0
2.142,0,4,0,1,1,0
2.144,0,4,0,1,1,0
2.146,0,4,0,1,1,0
2.148,0,4,0,1,1,0
2.15,0,4,0,1,1,0
2.152,0,4,0,1,1,0
2.154,0,4,0,1,1,0
2.156,0,4,0,1,1,0
2.158,0,4,0,1,1,0
2.16,0,4,0,1,1,0
2.162,0,4,0,1,1,0
2.164,0,4,0,1,1,0
2.166,0,4,0,1,1,0
2.168,0,4,0,1,1,0
2.17,0,4,0,1,1,0
2.172,0,4,0,1,1,0
2.174,0,4,0,1,1,0
2.176,0,4,0,1,1,0
2.178,0,4,0,1,1,0
2.18,0,4,0,1,1,0
2.182,0,4,0,1,1,0
2.184,0,4,0,1,1,0
2.186,0,4,0,1,1,0
2.188,0,4,0,1,1,0
2.19,0,4,0,1,1,0
2.192,0,4,0,1,1,0
2.194,0,4,0,1,1,0
2.196,0,4,0,1,1,0
2.198,0,4,0,1,1,0
2.2,0,4,0,1,1,0
2.202,0,4,0,1,1,0
2.204,0,4,0,1,1,0
2.206,0,4,0,1,1,0
2.208,0,4,0,1,1,0
2.21,0,4,0,1,1,0
2.212,0,4,0,1,1,0
2.214,0,4,0,1,1,0
2.216,0,4,0,1,1,0
2.218,0,4,0,1,1,0
2.22,0,4,0,1,1,0
2.222,0,4,0,1,1,0
2.224,0,4,0,1,1,0
2.226,0,4,0,1,1,0
2.228,0,4,0,1,1,0
2.23,0,4,0,1,1,0
2.232,0,4,0,1,1,0
2.234,0,4,0,1,1,0
2.236,0,4,0,1,1,0
2.238,0,4,0,1,1,0
2.24,0,4,0,1,1,0
2.242,0,4,0,1,1,0
2.244,0,4,0,1,1,0
2.246,0,4,0,1,1,0
2.248,0,4,0,1,1,0
2.25,0,4,0,1,1,0
2.252,0,4,0,1,1,0
2.254,0,4,0,1,1,0
2.256,0,4,0,1,1,0
2.258,0,4,0,1,1,0
2.26,0,4,0,1,1,0
2.262,0,4,0,1,1,0
2.264,0,4,0,1,1,0
2.266,0,4,0,1,1,0
2.268,0,4,0,1,1,0
2.27,0,4,0,1,1,0
2.272,0,4,0,1,1,0
2.274,0,4,0,1,1,0
2.276,0,4,0,1,1,0
2.278,0,4,0,1,1,0
2.28,0,4,0,1,1,0
2.282,0,4,0,1,1,0
2.284,0,4,0,1,1,0
2.286,0,4,0,1,1,0
2.288,0,4,0,1,1,0
2.29,0,4,0,1,1,0
2.292,0,4,0,1,1,0
2.294,0,4,0,1,1,0
2.296,0,4,0,1,1,0
2.298,0,4,0,1,1,0
2.3,0,4,0,1,1,0
2.302,0,4,0,1,1,0
2.304,0,4,0,1,1,0
2.306,0,4,0,1,1,0
2.308,0,4,0,1,1,0
2.31,0,4,0,1,1,0
2.312,0,4,0,1,1,0
2.314,0,4,0,1,1,0
2.316,0,4,0,1,1,0
2.318,0,4,0,1,1,0
2.32,0,4,0,1,1,0
2.322,0,4,0,1,1,0
2.324,0,4,0,1,1,0
2.326,0,4,0,1,1,0
2.328,0,4,0,1,1,0
2.33,0,4,0,1,1,0
2.332,0,4,0,1,1,0
2.334,0,4,0,1,1,0
2.336,0,4,0,1,1,0
2.338,0,4,0,1,1,0
2.34,0,4,0,1,1,0
2.342,0,4,0,1,1,0
2.344,0,4,0,1,1,0
2.346,0,4,0,1,1,0
2.348,0,4,0,1,1,0
2.35,0,4,0,1,1,0
2.352,0,4,0,1,1,0
2.354,0,4,0,1,1,0
2.356,0,4,0,1,1,0
2.358,0,4,0,1,1,0
2.36,0,4,0,1,1,0
2.362,0,4,0,1,1,0
2.364,0,4,0,1,1,0
2.366,0,4,0,1,1,0
2.368,0,4,0,1,1,0
2.37,0,4,0,1,1,0
2.372,0,4,0,1,1,0
2.374,0,4,0,1,1,0
2.376,0,4,0,1,1,0
2.378,0,4,0,1,1,0
2.38,0,4,0,1,1,0
2.382,0,4,0,1,1,0
2.384,0,4,0,1,1,0
2.386,0,4,0,1,1,0
2.388,0,4,0,1,1,0
2.39,0,4,0,1,1,0
2.392,0,4,0,1,1,0
2.394,0,4,0,1,1,0
2.396,0,4,0,1,1,0
2.398,0,4,0,1,1,0
2.4,0,4,0,1,1,0
2.402,0,4,0,1,1,0
2.404,0,4,0,1,1,0
2.406,0,4,0,1,1,0
2.408,0,4,0,1,1,0
2.41,0,4,0,1,1,0
2.412,0,4,0,1,1,0
2.414,0,4,0,1,1,0
2.416,0,4,0,1,1,0
2.418,0,4,0,1,1,0
2.42,0,4,0,1,1,0
2.422,0,4,0,1,1,0
2.424,0,4,0,1,1,0
2.426,0,4,0,1,1,0
2.428,0,4,0,1,1,0
2.43,0,4,0,1,1,0
2.432,0,4,0,1,1,0
2.434,0,4,0,1,1,0
2.436,0,4,0,1,1,0
2.438,0,4,0,1,1,0
2.44,0,4,0,1,1,0
2.442,0,4,0,1,1,0
2.444,0,4,0,1,1,0
2.446,0,4,0,1,1,0
2.448,0,4,0,1,1,0
2.45,0,4,0,1,1,0
2.452,0,4,0,1,1,0
2.454,0,4,0,1,1,0
2.456,0,4,0,1,1,0
2.458,0,4,0,1,1,0
2.46,0,4,0,1,1,0
2.462,0,4,0,1,1,0
2.464,0,4,0,1,1,0
2.466,0,4,0,1,1,0
2.468,0,4,0,1,1,0
2.47,0,4,0,1,1,0
2.472,0,4,0,1,1,0
2.474,0,4,0,1,1,0
2.476,0,4,0,1,1,0
2.478,0,4,0,1,1,0
2.48,0,4,0,1,1,0
2.482,0,4,0,1,1,0
2.484,0,4,0,1,1,0
2.486,0,4,0,1,1,0
2.488,0,4,0,1,1,0
2.49,0,4,0,1,1,0
2.492,0,4,0,1,1,0
2.494,0,4,0,1,1,0
2.496,0,4,0,1,1,0
2.498,0,4,0,1,1,0
2.5,0,4,0,1,1,0
2.502,0,4,0,1,1,0
2.504,0,4,0,1,1,0
2.506,0,4,0,1,1,0
2.508,0,4,0,1,1,0
2.51,0,4,0,1,1,0
2.512,0,4,0,1,1,0
2.514,0,4,0,1,1,0
2.516,0,4,0,1,1,0
2.518,0,4,0,1,1,0
2.52,0,4,0,1,1,0
2.522,0,4,0,1,1,0
2.524,0,4,0,1,1,0
2.526,0,4,0,1,1,0
2.528,0,4,0,1,1,0
2.53,0,4,0,1,1,0
2.532,0,4,0,1,1,0
2.534,0,4,0,1,1,0
2.536,0,4,0,1,1,0
2.538,0,4,0,1,1,0
2.54,0,4,0,1,1,0
2.542,0,4,0,1,1,0
2.544,0,4,0,1,1,0
2.546,0,4,0,1,1,0
2.548,0,4,0,1,1,0
2.55,0,4,0,1,1,0
2.552,0,4,0,1,1,0
2.554,0,4,0,1,1,0
2.556,0,4,0,1,1,0
2.558,0,4,0,1,1,0
2.56,0,4,0,1,1,0
2.562,0,4,0,1,1,0
2.564,0,4,0,1,1,0
2.566,0,4,0,1,1,0
2.568,0,4,0,1,1,0
2.57,0,4,0,1,1,0
2.572,0,4,0,1,1,0
2.574,0,4,0,1,1,0
2.576,0,4,0,1,1,0
2.578,0,4,0,1,1,0
2.58,0,4,0,1,1,0
2.582,0,4,0,1,1,0
2.584,0,4,0,1,1,0
2.586,0,4,0,1,1,0
2.588,0,4,0,1,1,0
2.59,0,4,0,1,1,0
2.592,0,4,0,1,1,0
2.594,0,4,0,1,1,0
2.596,0,4,0,1,1,0
2.598,0,4,0,1,1,0
2.6,0,4,0,1,1,0
2.602,0,4,0,1,1,0
2.604,0,4,0,1,1,0
2.606,0,4,0,1,1,0
2.608,0,4,0,1,1,0
2.61,0,4,0,1,1,0
2.612,0,4,0,1,1,0
2.614,0,4,0,1,1,0
2.616,0,4,0,1,1,0
2.618,0,4,0,1,1,0
2.62,0,4,0,1,1,0
2.622,0,4,0,1,1,0
2.624,0,4,0,1,1,0
2.626,0,4,0,1,1,0
2.628,0,4,0,1,1,0
2.63,0,4,0,1,1,0
2.632,0,4,0,1,1,0
2.634,0,4,0,1,1,0
2.636,0,4,0,1,1,0
2.638,0,4,0,1,1,0
2.64,0,4,0,1,1,0
2.642,0,4,0,1,1,0
2.644,0,4,0,1,1,0
2.646,0,4,0,1,1,0
2.648,0,4,0,1,1,0
2.65,0,4,0,1,1,0
2.652,0,4,0,1,1,0
2.654,0,4,0,1,1,0
2.656,0,4,0,1,1,0
2.658,0,4,0,1,1,0
2.66,0,4,0,1,1,0
2.662,0,4,0,1,1,0
2.664,0,4,0,1,1,0
2.666,0,4,0,1,1,0
2.668,0,4,0,1,1,0
2.67,0,4,0,1,1,0
2.672,0,4,0,1,1,0
2.674,0,4,0,1,1,0
2.676,0,4,0,1,1,0
2.678,0,4,0,1,1,0
2.68,0,4,0,1,1,0
2.682,0,4,0,1,1,0
2.684,0,4,0,1,1,0
2.686,0,4,0,1,1,0
2.688,0,4,0,1,1,0
2.69,0,4,0,1,1,0
2.692,0,4,0,1,1,0
2.694,0,4,0,1,1,0
2.696,0,4,0,1,1,0
2.698,0,4,0,1,1,0
2.7,0,4,0,1,1,0
2.702,0,4,0,1,1,0
2.704,0,4,0,1,1,0
2.706,0,4,0,1,1,0
2.708,0,4,0,1,1,0
2.71,0,4,0,1,1,0
2.712,0,4,0,1,1,0
2.714,0,4,0,1,1,0
2.716,0,4,0,1,1,0
2.718,0,4,0,1,1,0
2.72,0,4,0,1,1,0
2.722,0,4,0,1,1,0
2.724,0,4,0,1,1,0
2.726,0,4,0,1,1,0
2.728,0,4,0,1,1,0
2.73,0,4,0,1,1,0
2.732,0,4,0,1,1,0
2.734,0,4,0,1,1,0
2.736,0,4,0,1,1,0
2.738,0,4,0,1,1,0
2.74,0,4,0,1,1,0
2.742,0,4,0,1,1,0
2.744,0,4,0,1,1,0
2.746,0,4,0,1,1,0
2.748,0,4,0,1,1,0
2.75,0,4,0,1,1,0
2.752,0,4,0,1,1,0
2.754,0,4,0,1,1,0
2.756,0,4,0,1,1,0
2.758,0,4,0,1,1,0
2.76,0,4,0,1,1,0
2.762,0,4,0,1,1,0
2.764,0,4,0,1,1,0
2.766,0,4,0,1,1,0
2.768,0,4,0,1,1,0
2.77,0,4,0,1,1,0
2.772,0,4,0,1,1,0
2.774,0,4,0,1,1,0
2.776,0,4,0,1,1,0
2.778,0,4,0,1,1,0
2.78,0,4,0,1,1,0
2.782,0,4,0,1,1,0
2.784,0,4,0,1,1,0
2.786,0,4,0,1,1,0
2.788,0,4,0,1,1,0
2.79,0,4,0,1,1,0
2.792,0,4,0,1,1,0
2.794,0,4,0,1,1,0
2.796,0,4,0,1,1,0
2.798,0,4,0,1,1,0
2.8,0,4,0,1,1,0
2.802,0,4,0,1,1,0
2.804,0,4,0,1,1,0
2.806,0,4,0,1,1,0
2.808,0,4,0,1,1,0
2.81,0,4,0,1,1,0
2.812,0,4,0,1,1,0
2.814,0,4,0,1,1,0
2.816,0,4,0,1,1,0
2.818,0,4,0,1,1,0
2.82,0,4,0,1,1,0
2.822,0,4,0,1,1,0
2.824,0,4,0,1,1,0
2.826,0,4,0,1,1,0
2.828,0,4,0,1,1,0
2.83,0,4,0,1,1,0
2.832,0,4,0,1,1,0
2.834,0,4,0,1,1,0
2.836,0,4,0,1,1,0
2.838,0,4,0,1,1,0
2.84,0,4,0,1,1,0
2.842,0,4,0,1,1,0
2.844,0,4,0,1,1,0
2.846,0,4,0,1,1,0
2.848,0,4,0,1,1,0
2.85,0,4,0,1,1,0
2.852,0,4,0,1,1,0
2.854,0,4,0,1,1,0
2.856,0,4,0,1,1,0
2.858,0,4,0,1,1,0
2.86,0,4,0,1,1,0
2.862,0,4,0,1,1,0
2.864,0,4,0,1,1,0
2.866,0,4,0,1,1,0
2.868,0,4,0,1,1,0
2.87,0,4,0,1,1,0
2.872,0,4,0,1,1,0
2.874,0,4,0,1,1,0
2.876,0,4,0,1,1,0
2.878,0,4,0,1,1,0
2.88,0,4,0,1,1,0
2.882,0,4,0,1,1,0
2.884,0,4,0,1,1,0
2.886,0,4,0,1,1,0
2.888,0,4,0,1,1,0
2.89,0,4,0,1,1,0
2.892,0,4,0,1,1,0
2.894,0,4,0,1,1,0
2.896,0,4,0,1,1,0
2.898,0,4,0,1,1,0
2.9,0,4,0,1,1,0
2.902,0,4,0,1,1,0
2.904,0,4,0,1,1,0
2.906,0,4,0,1,1,0
2.908,0,4,0,1,1,0
2.91,0,4,0,1,1,0
2.912,0,4,0,1,1,0
2.914,0,4,0,1,1,0
2.916,0,4,0,1,1,0
2.918,0,4,0,1,1,0
2.92,0,4,0,1,1,0
2.922,0,4,0,1,1,0
2.924,0,4,0,1,1,0
2.926,0,4,0,1,1,0
2.928,0,4,0,1,1,0
2.93,0,4,0,1,1,0
2.932,0,4,0,1,1,0
2.934,0,4,0,1,1,0
2.936,0,4,0,1,1,0
2.938,0,4,0,1,1,0
2.94,0,4,0,1,1,0
2.942,0,4,0,1,1,0
2.944,0,4,0,1,1,0
2.946,0,4,0,1,1,0
2.948,0,4,0,1,1,0
2.95,0,4,0,1,1,0
2.952,0,4,0,1,1,0
2.954,0,4,0,1,1,0
2.956,0,4,0,1,1,0
2.958,0,4,0,1,1,0
2.96,0,4,0,1,1,0
2.962,0,4,0,1,1,0
2.964,0,4,0,1,1,0
2.966,0,4,0,1,1,0
2.968,0,4,0,1,1,0
2.97,0,4,0,1,1,0
2.972,0,4,0,1,1,0
2.974,0,4,0,1,1,0
2.976,0,4,0,1,1,0
2.978,0,4,0,1,1,0
2.98,0,4,0,1,1,0
2.982,0,4,0,1,1,0
2.984,0,4,0,1,1,0
2.986,0,4,0,1,1,0
2.988,0,4,0,1,1,0
2.99,0,4,0,1,1,0
2.992,0,4,0,1,1,0
2.994,0,4,0,1,1,0
2.996,0,4,0,1,1,0
2.998,0,4,0,1,1,0
3,0,4,0,1,1,0
3,1,6,1,0,0,1
3.002,1,6,1,0,0,1
3.004,1,6,1,0,0,1
3.006,1,6,1,0,0,1
3.008,1,6,1,0,0,1
3.01,1,6,1,0,0,1
3.012,1,6,1,0,0,1
3.014,1,6,1,0,0,1
3.016,1,6,1,0,0,1
3.018,1,6,1,0,0,1
3.02,1,6,1,0,0,1
3.022,1,6,1,0,0,1
3.024,1,6,1,0,0,1
3.026,1,6,1,0,0,1
3.028,1,6,1,0,0,1
3.03,1,6,1,0,0,1
3.032,1,6,1,0,0,1
3.034,1,6,1,0,0,1
3.036,1,6,1,0,0,1
3.038,1,6,1,0,0,1
3.04,1,6,1,0,0,1
3.042,1,6,1,0,0,1
3.044,1,6,1,0,0,1
3.046,1,6,1,0,0,1
3.048,1,6,1,0,0,1
3.05,1,6,1,0,0,1
3.052,1,6,1,0,0,1
3.054,1,6,1,0,0,1
3.056,1,6,1,0,0,1
3.058,1,6,1,0,0,1
3.06,1,6,1,0,0,1
3.062,1,6,1,0,0,1
3.064,1,6,1,0,0,1
3.066,1,6,1,0,0,1
3.068,1,6,1,0,0,1
3.07,1,6,1,0,0,1
3.072,1,6,1,0,0,1
3.074,1,6,1,0,0,1
3.076,1,6,1,0,0,1
3.078,1,6,1,0,0,1
3.08,1,6,1,0,0,1
3.082,1,6,1,0,0,1
3.084,1,6,1,0,0,1
3.086,1,6,1,0,0,1
3.088,1,6,1,0,0,1
3.09,1,6,1,0,0,1
3.092,1,6,1,0,0,1
3.094,1,6,1,0,0,1
3.096,1,6,1,0,0,1
3.098,1,6,1,0,0,1
3.1,1,6,1,0,0,1
3.102,1,6,1,0,0,1
3.104,1,6,1,0,0,1
3.106,1,6,1,0,0,1
3.108,1,6,1,0,0,1
3.11,1,6,1,0,0,1
3.112,1,6,1,0,0,1
3.114,1,6,1,0,0,1
3.116,1,6,1,0,0,1
3.118,1,6,1,0,0,1
3.12,1,6,1,0,0,1
3.122,1,6,1,0,0,1
3.124,1,6,1,0,0,1
3.126,1,6,1,0,0,1
3.128,1,6,1,0,0,1
3.13,1,6,1,0,0,1
3.132,1,6,1,0,0,1
3.134,1,6,1,0,0,1
3.136,1,6,1,0,0,1
3.138,1,6,1,0,0,1
3.14,1,6,1,0,0,1
3.142,1,6,1,0,0,1
3.144,1,6,1,0,0,1
3.146,1,6,1,0,0,1
3.148,1,6,1,0,0,1
3.15,1,6,1,0,0,1
3.152,1,6,1,0,0,1
3.154,1,6,1,0,0,1
3.156,1,6,1,0,0,1
3.158,1,6,1,0,0,1
3.16,1,6,1,0,0,1
3.162,1,6,1,0,0,1
3.164,1,6,1,0,0,1
3.166,1,6,1,0,0,1
3.168,1,6,1,0,0,1
3.17,1,6,1,0,0,1
3.172,1,6,1,0,0,1
3.174,1,6,1,0,0,1
3.176,1,6,1,0,0,1
3.178,1,6,1,0,0,1
3.18,1,6,1,0,0,1
3.182,1,6,1,0,0,1
3.184,1,6,1,0,0,1
3.186,1,6,1,0,0,1
3.188,1,6,1,0,0,1
3.19,1,6,1,0,0,1
3.192,1,6,1,0,0,1
3.194,1,6,1,0,0,1
3.196,1,6,1,0,0,1
3.198,1,6,1,0,0,1
3.2,1,6,1,0,0,1
3.202,1,6,1,0,0,1
3.204,1,6,1,0,0,1
3.206,1,6,1,0,0,1
3.208,1,6,1,0,0,1
3.21,1,6,1,0,0,1
3.212,1,6,1,0,0,1
3.214,1,6,1,0,0,1
3.216,1,6,1,0,0,1
3.218,1,6,1,0,0,1
3.22,1,6,1,0,0,1
3.222,1,6,1,0,0,1
3.224,1,6,1,0,0,1
3.226,1,6,1,0,0,1
3.228,1,6,1,0,0,1
3.23,1,6,1,0,0,1
3.232,1,6,1,0,0,1
3.234,1,6,1,0,0,1
3.236,1,6,1,0,0,1
3.238,1,6,1,0,0,1
3.24,1,6,1,0,0,1
3.242,1,6,1,0,0,1
3.244,1,6,1,0,0,1
3.246,1,6,1,0,0,1
3.248,1,6,1,0,0,1
3.25,1,6,1,0,0,1
3.252,1,6,1,0,0,1
3.254,1,6,1,0,0,1
3.256,1,6,1,0,0,1
3.258,1,6,1,0,0,1
3.26,1,6,1,0,0,1
3.262,1,6,1,0,0,1
3.264,1,6,1,0,0,1
3.266,1,6,1,0,0,1
3.268,1,6,1,0,0,1
3.27,1,6,1,0,0,1
3.272,1,6,1,0,0,1
3.274,1,6,1,0,0,1
3.276,1,6,1,0,0,1
3.278,1,6,1,0,0,1
3.28,1,6,1,0,0,1
3.282,1,6,1,0,0,1
3.284,1,6,1,0,0,1
3.286,1,6,1,0,0,1
3.288,1,6,1,0,0,1
3.29,1,6,1,0,0,1
3.292,1,6,1,0,0,1
3.294,1,6,1,0,0,1
3.296,1,6,1,0,0,1
3.298,1,6,1,0,0,1
3.3,1,6,1,0,0,1
3.302,1,6,1,0,0,1
3.304,1,6,1,0,0,1
3.306,1,6,1,0,0,1
3.308,1,6,1,0,0,1
3.31,1,6,1,0,0,1
3.312,1,6,1,0,0,1
3.314,1,6,1,0,0,1
3.316,1,6,1,0,0,1
3.318,1,6,1,0,0,1
3.32,1,6,1,0,0,1
3.322,1,6,1,0,0,1
3.324,1,6,1,0,0,1
3.326,1,6,1,0,0,1
3.328,1,6,1,0,0,1
3.33,1,6,1,0,0,1
3.332,1,6,1,0,0,1
3.334,1,6,1,0,0,1
3.336,1,6,1,0,0,1
3.338,1,6,1,0,0,1
3.34,1,6,1,0,0,1
3.342,1,6,1,0,0,1
3.344,1,6,1,0,0,1
3.346,1,6,1,0,0,1
3.348,1,6,1,0,0,1
3.35,1,6,1,0,0,1
3.352,1,6,1,0,0,1
3.354,1,6,1,0,0,1
3.356,1,6,1,0,0,1
3.358,1,6,1,0,0,1
3.36,1,6,1,0,0,1
3.362,1,6,1,0,0,1
3.364,1,6,1,0,0,1
3.366,1,6,1,0,0,1
3.368,1,6,1,0,0,1
3.37,1,6,1,0,0,1
3.372,1,6,1,0,0,1
3.374,1,6,1,0,0,1
3.376,1,6,1,0,0,1
3.378,1,6,1,0,0,1
3.38,1,6,1,0,0,1
3.382,1,6,1,0,0,1
3.384,1,6,1,0,0,1
3.386,1,6,1,0,0,1
3.388,1,6,1,0,0,1
3.39,1,6,1,0,0,1
3.392,1,6,1,0,0,1
3.394,1,6,1,0,0,1
3.396,1,6,1,0,0,1
3.398,1,6,1,0,0,1
3.4,1,6,1,0,0,1
3.402,1,6,1,0,0,1
3.404,1,6,1,0,0,1
3.406,1,6,1,0,0,1
3.408,1,6,1,0,0,1
3.41,1,6,1,0,0,1
3.412,1,6,1,0,0,1
3.414,1,6,1,0,0,1
3.416,1,6,1,0,0,1
3.418,1,6,1,0,0,1
3.42,1,6,1,0,0,1
3.422,1,6,1,0,0,1
3.424,1,6,1,0,0,1
3.426,1,6,1,0,0,1
3.428,1,6,1,0,0,1
3.43,1,6,1,0,0,1
3.432,1,6,1,0,0,1
3.434,1,6,1,0,0,1
3.436,1,6,1,0,0,1
3.438,1,6,1,0,0,1
3.44,1,6,1,0,0,1
3.442,1,6,1,0,0,1
3.444,1,6,1,0,0,1
3.446,1,6,1,0,0,1
3.448,1,6,1,0,0,1
3.45,1,6,1,0,0,1
3.452,1,6,1,0,0,1
3.454,1,6,1,0,0,1
3.456,1,6,1,0,0,1
3.458,1,6,1,0,0,1
3.46,1,6,1,0,0,1
3.462,1,6,1,0,0,1
3.464,1,6,1,0,0,1
3.466,1,6,1,0,0,1
3.468,1,6,1,0,0,1
3.47,1,6,1,0,0,1
3.472,1,6,1,0,0,1
3.474,1,6,1,0,0,1
