"time","capacitor2a.v","capacitor2b.v","directCapacitor1.capacitor.v","directInductor3.inductor.i","inductor4a.i","inductor4b.i"
0,0,0,0,0,0,0
0.0005,0.00154333736129371,1.37382231032996e-05,0.000523604602502839,0.000523604602502839,0.00154333736129371,1.37382231032996e-05
0.001,0.00607799269699913,0.000102565099191811,0.00209437429847551,0.00209437429847551,0.00607799269699913,0.000102565099191811
0.0015,0.0134650435395051,0.00033586126909133,0.00471225535924236,0.00471225535924236,0.0134650435395051,0.00033586126909133
0.002,0.023571932176568,0.000779750895447376,0.00837714465584034,0.00837714465584034,0.023571932176568,0.000779750895447376
0.0025,0.0362769706420523,0.0014948613898876,0.0130888978073041,0.0130888978073041,0.0362769706420523,0.0014948613898876
0.003,0.0514679062373642,0.00253703978090383,0.0188473285997546,0.0188473285997546,0.0514679062373642,0.00253703978090383
0.0035,0.069040189748387,0.00395821929522971,0.0256522094463122,0.0256522094463122,0.069040189748387,0.00395821929522971
0.004,0.0888965077323243,0.00580665359977951,0.0335032716439907,0.0335032716439907,0.0888965077323243,0.00580665359977951
0.0045,0.110946323474863,0.00812714613449078,0.042400205247978,0.042400205247978,0.110946323474863,0.00812714613449078
0.005,0.1351056156076,0.0109611807207511,0.0523426590163978,0.0523426590163978,0.1351056156076,0.0109611807207511
0.0055,0.16129647802672,0.0143471217951082,0.0633302405390097,0.0633302405390097,0.16129647802672,0.0143471217951082
0.006,0.189446409400405,0.0183205693739339,0.075362516049456,0.075362516049456,0.189446409400405,0.0183205693739339
0.0065,0.219488112419571,0.0229144595487275,0.0884390105057071,0.0884390105057071,0.219488112419571,0.0229144595487275
0.007,0.251358719537711,0.0281594517259094,0.102559207663208,0.102559207663208,0.251358719537711,0.0281594517259094
0.0075,0.284999877994564,0.0340838861079985,0.117722550070219,0.117722550070219,0.284999877994564,0.0340838861079985
0.008,0.320357349289878,0.040713983988561,0.133928439089031,0.133928439089031,0.320357349289878,0.040713983988561
0.0085,0.357380478914441,0.0480741129638822,0.151176234947433,0.151176234947433,0.357380478914441,0.0480741129638822
0.009,0.396022173418599,0.0561867983944491,0.169465256735864,0.169465256735864,0.396022173418599,0.0561867983944491
0.0095,0.43623875398761,0.0650727966420091,0.188794782423908,0.188794782423908,0.43623875398761,0.0650727966420091
0.01,0.477989321249741,0.0747514127546758,0.209164048919729,0.209164048919729,0.477989321249741,0.0747514127546758
0.0105,0.521235848419215,0.0852404539055707,0.230572252076817,0.230572252076817,0.521235848419215,0.0852404539055707
0.011,0.565942772699017,0.0965564337561106,0.253018546737111,0.253018546737111,0.565942772699017,0.0965564337561106
0.0115,0.61207694677171,0.108714596759545,0.276502046763631,0.276502046763631,0.61207694677171,0.108714596759545
0.012,0.659607452420356,0.121729011395383,0.301021825070406,0.301021825070406,0.659607452420356,0.121729011395383
0.0125,0.708505428580515,0.135612656197781,0.326576913658724,0.326576913658724,0.708505428580515,0.135612656197781
0.013,0.758743945573598,0.15037748269799,0.353166303656558,0.353166303656558,0.758743945573598,0.15037748269799
0.0135,0.810297827845989,0.166034504125858,0.380788945365933,0.380788945365933,0.810297827845989,0.166034504125858
0.014,0.863143506590531,0.182593869148909,0.409443748296148,0.409443748296148,0.863143506590531,0.182593869148909
0.0145,0.917258868975304,0.200064937324984,0.439129581208456,0.439129581208456,0.917258868975304,0.200064937324984
0.015,0.97262337718918,0.218456219639517,0.469845272156103,0.469845272156103,0.97262337718918,0.218456219639517
0.0155,1.02921756893311,0.237775628320758,0.501589608524907,0.501589608524907,1.02921756893311,0.237775628320758
0.016,1.08702317241187,0.258030419414119,0.534361337080067,0.534361337080067,1.08702317241187,0.258030419414119
0.0165,1.14602323463902,0.279227128817337,0.568159164091264,0.568159164091264,1.14602323463902,0.279227128817337
0.017,1.20620150991146,0.301371877905953,0.602981755241154,0.602981755241154,1.20620150991146,0.301371877905953
0.0175,1.26754284075363,0.32447018330752,0.638827735789589,0.638827735789589,1.26754284075363,0.32447018330752
0.018,1.33003315066579,0.348526960612997,0.675695690630626,0.675695690630626,1.33003315066579,0.348526960612997
0.0185,1.39365883925667,0.37354682674791,0.71358416425086,0.71358416425086,1.39365883925667,0.37354682674791
0.019,1.45840731866625,0.399533832017589,0.752491660900507,0.752491660900507,1.45840731866625,0.399533832017589
0.0195,1.52426662367599,0.426491655032502,0.792416644580362,0.792416644580362,1.52426662367599,0.426491655032502
0.02,1.59122535227158,0.454423632515022,0.833357539100574,0.833357539100574,1.59122535227158,0.454423632515022
0.0205,1.6592728327844,0.483332675941142,0.875312728222261,0.875312728222261,1.6592728327844,0.483332675941142
0.021,1.72839879083706,0.513221437978644,0.918280555598147,0.918280555598147,1.72839879083706,0.513221437978644
0.0215,1.7985935014577,0.544092236664001,0.962259324928599,0.962259324928599,1.7985935014577,0.544092236664001
0.022,1.86984775812178,0.575947070989754,1.00724730003379,1.00724730003379,1.86984775812178,0.575947070989754
0.0225,1.94215263424254,0.608787740122538,1.05324270482924,1.05324270482924,1.94215263424254,0.608787740122538
0.023,2.01549974412913,0.642615713212744,1.10024372351824,1.10024372351824,2.01549974412913,0.642615713212744
0.0235,2.08988100172898,0.677432250004797,1.14824850057956,1.14824850057956,2.08988100172898,0.677432250004797
0.024,2.16528859783674,0.713238412344032,1.19725514084163,1.19725514084163,2.16528859783674,0.713238412344032
0.0245,2.24171518434061,0.750034972299639,1.24726170964666,1.24726170964666,2.24171518434061,0.750034972299639
0.025,2.31915356004721,0.787822569167253,1.29826623279394,1.29826623279394,2.31915356004721,0.787822569167253
0.0255,2.3975968330769,0.826601628528551,1.35026669671137,1.35026669671137,2.3975968330769,0.826601628528551
0.026,2.47703838039248,0.866372382604601,1.40326104853392,1.40326104853392,2.47703838039248,0.866372382604601
0.0265,2.55747174074601,0.907134923786217,1.45724719610618,1.45724719610618,2.55747174074601,0.907134923786217
0.027,2.63889069456233,0.948889164972549,1.51222300816917,1.51222300816917,2.63889069456233,0.948889164972549
0.0275,2.7212891810807,0.991634881013329,1.56818631436915,1.56818631436915,2.7212891810807,0.991634881013329
0.028,2.80466128476992,1.03537171563452,1.62513490534635,1.62513490534635,2.80466128476992,1.03537171563452
0.0285,2.88900130621242,1.08009914625564,1.68306653290793,1.68306653290793,2.88900130621242,1.08009914625564
0.029,2.97430361003996,1.12581655995406,1.74197890998272,1.74197890998272,2.97430361003996,1.12581655995406
0.0295,3.06056271697457,1.17252320772646,1.80186971080919,1.80186971080919,3.06056271697457,1.17252320772646
0.03,3.1477732937125,1.22021820968341,1.86273657102647,1.86273657102647,3.1477732937125,1.22021820968341
0.0305,3.23593005695429,1.26890060304974,1.92457708768462,1.92457708768462,3.23593005695429,1.26890060304974
0.031,3.32502786023881,1.31856929905294,1.98738881944826,1.98738881944826,3.32502786023881,1.31856929905294
0.0315,3.41506162791665,1.36922311596457,2.05116928661529,2.05116928661529,3.41506162791665,1.36922311596457
0.032,3.50602634985809,1.42086078190126,2.11591597122024,2.11591597122024,3.50602634985809,1.42086078190126
0.0325,3.59791710764046,1.47348092199836,2.18162631721243,2.18162631721243,3.59791710764046,1.47348092199836
0.033,3.6907290184778,1.52708208640957,2.24829773043235,2.24829773043235,3.6907290184778,1.52708208640957
0.0335,3.78445726883582,1.58166273381616,2.31592757882275,2.31592757882275,3.78445726883582,1.58166273381616
0.034,3.87909711283458,1.63722123240017,2.384513192545,2.384513192545,3.87909711283458,1.63722123240017
0.0345,3.97464381929188,1.69375588629875,2.45405186396316,2.45405186396316,3.97464381929188,1.69375588629875
0.035,4.07109269893102,1.7512649222877,2.52454084783551,2.52454084783551,4.07109269893102,1.7512649222877
0.0355,4.16843908837217,1.80974649790531,2.5959773613943,2.5959773613943,4.16843908837217,1.80974649790531
0.036,4.26667834528184,1.86919870403451,2.66835858445032,2.66835858445032,4.26667834528184,1.86919870403451
0.0365,4.36580585910531,1.92961955971797,2.74168165951378,2.74168165951378,4.36580585910531,1.92961955971797
0.037,4.4658170003982,1.99100703757747,2.81594369185108,2.81594369185108,4.4658170003982,1.99100703757747
0.0375,4.56670714754348,2.05335905066172,2.89114174962234,2.89114174962234,4.56670714754348,2.05335905066172
0.038,4.66847167073653,2.11667346059325,2.96727286397437,2.96727286397437,4.66847167073653,2.11667346059325
0.0385,4.77110602834341,2.18094803001489,3.04433402945776,3.04433402945776,4.77110602834341,2.18094803001489
0.039,4.87460583597775,2.24618038855248,3.12232220436094,3.12232220436094,4.87460583597775,2.24618038855248
0.0395,4.97896640639632,2.31236826095277,3.20123430943399,3.20123430943399,4.97896640639632,2.31236826095277
0.04,5.08418316665525,2.37950926059521,3.28106722928192,3.28106722928192,5.08418316665525,2.37950926059521
0.0405,5.19025153453704,2.44760095090021,3.36181781211252,3.36181781211252,5.19025153453704,2.44760095090021
0.041,5.29716699179283,2.51664080950048,3.44348287026463,3.44348287026463,5.29716699179283,2.51664080950048
0.0415,5.40492501006746,2.58662626487899,3.52605917994185,3.52605917994185,5.40492501006746,2.58662626487899
0.042,5.51352096958267,2.65755473656923,3.60954348090707,3.60954348090707,5.51352096958267,2.65755473656923
0.0425,5.62295027704341,2.72942357735591,3.69393247725177,3.69393247725177,5.62295027704341,2.72942357735591
0.043,5.73320832301833,2.8022300944397,3.77922283729928,3.77922283729928,5.73320832301833,2.8022300944397
0.0435,5.84429055111527,2.87597151606828,3.86541119441731,3.86541119441731,5.84429055111527,2.87597151606828
0.044,5.95619233592315,2.95064505101814,3.9524941459865,3.9524941459865,5.95619233592315,2.95064505101814
0.0445,6.06890902191141,3.02624786992569,4.04046825392096,4.04046825392096,6.06890902191141,3.02624786992569
0.045,6.18243594801026,3.10277709357097,4.12933004505076,4.12933004505076,6.18243594801026,3.10277709357097
