"time","c.v","l.i","opAmp.out.v","opAmp.out.i"
0,10,0,10.0093320438965,-0.00100086647550936
5e-06,9.99506618040051,0.0499897284874795,10.00439362004,-0.00100037266604654
1e-05,9.98027023481487,0.0999269757878662,9.98958386682958,-0.000998891789457179
1.5e-05,9.95562670465787,0.14976602215626,9.96491733920912,-0.000996425301138651
2e-05,9.92115971752201,0.199459419929864,9.93041818732721,-0.000992975615944805
2.5e-05,9.87690241140609,0.248958220325063,9.88611958011809,-0.000988546050547942
3e-05,9.82289747001466,0.298212115244535,9.83206424105987,-0.000983140877011046
3.5e-05,9.75920226661642,0.347172047470842,9.7683095970158,-0.0009767658376376
4e-05,9.68588651733354,0.395790167759427,9.6949254291534,-0.000969427910079146
4.5e-05,9.60301643002473,0.444018036973968,9.6119780071291,-0.000961133720859529
5e-05,9.51067370360321,0.491807791698076,9.5195491060629,-0.000951891446945583
5.5e-05,9.40893438361216,0.539111597393769,9.41771484248122,-0.000941708699482505
6e-05,9.29792064048417,0.58588404570992,9.30659750085994,-0.000930597706102655
6.5e-05,9.17771750660168,0.632077703284613,9.18628219287676,-0.00091856697740639
7e-05,9.0484688100026,0.677648432484559,9.05691288081378,-0.000905630908662173
7.5e-05,8.91027740440973,0.722549811006088,8.91859251439975,-0.000891799794156546
8e-05,8.76330418262714,0.766739140910363,8.77148213657364,-0.000877089737109787
8.5e-05,8.60766966404261,0.810171059378768,8.61570237915998,-0.000861512799900137
9e-05,8.44355209896344,0.852804643428866,8.45143165885354,-0.000845086823007628
9.5e-05,8.27109015279851,0.894595828319011,8.27880877044329,-0.00082782568498586
0.0001,8.09046474890295,0.935504330077132,8.09801480613714,-0.00080974749384834
0.000105,7.90184847776659,0.975489092461144,7.90922251746817,-0.000790869523596701
0.00011,7.70542943025248,1.01451090730771,7.71262017082552,-0.000771210599614747
0.000115,7.50140363820493,1.05253127847574,7.5084039810136,-0.00075079034207482
0.00012,7.289972812454,1.08951277465635,7.29677584708988,-0.000729628939536674
0.000125,7.07134768214285,1.12541902085512,7.07794669485118,-0.000707747483173819
0.00013,6.84574447454122,1.16021463325196,6.8521329533322,-0.000685167614446865
0.000135,6.61338571760199,1.19386527985266,6.61955735818953,-0.000661911605436565
0.00014,6.37450116511935,1.22633776875291,6.380449877601,-0.000638002451427583
0.000145,6.12932587425858,1.2576000433568,6.13504578807156,-0.000613463678501902
0.00015,5.87810186367039,1.28762120327161,5.8835873341323,-0.000588319509497669
0.000155,5.62107671138435,1.31637166620525,5.62632232484983,-0.000562594723669484
0.00016,5.35850371491849,1.34382303429813,5.36350429411137,-0.000536314672715843
0.000165,5.09064054880741,1.36994846551407,5.09539115691293,-0.000509505146416914
0.00017,4.81775182932361,1.39472213376248,4.82224777647922,-0.000482192629329412
0.000175,4.54010744638617,1.41811956433111,4.54434429458583,-0.000454404133829953
0.00018,4.25798122399554,1.44011764123966,4.26195479076519,-0.00042616706604458
0.000185,3.97164919006947,1.46069469215657,3.97535555053175,-0.000397509052682838
0.00019,3.68139752243727,1.47983009840802,3.68483301877331,-0.000368458736323873
0.000195,3.38751576872507,1.49750462774734,3.39067701331297,-0.000339045096817875
0.0002,3.09028903522604,1.51370132008304,3.09317290652311,-0.000309296669499601
0.000205,2.79000837069886,1.52840443689532,2.79261201875824,-0.000279242584462366
0.00021,2.4869763449759,1.54159889681896,2.48929720222169,-0.000248913124907487
0.000215,2.18149617015039,1.55327137631,2.1835319519492,-0.000218338638315241
0.00022,1.87385732041065,1.56341122124476,1.87560601228931,-0.000187548097188849
0.000225,1.5643692656646,1.57200805276188,1.56582914193404,-0.000156572475332458
0.00023,1.2533422596128,1.57905313077983,1.25451188411119,-0.000125442824998558
0.000235,0.941080026879965,1.58453967751011,0.941958246892804,-9.41895449676345e-05
0.00024,0.627885644774363,1.58846256442034,0.628471590415902,-6.28429692309875e-05
0.000245,0.314074907369989,1.59081767647989,0.314368003452303,-3.14347045585407e-05
0.00025,-4.40957010215057e-05,1.59160274999894,-4.41368513234201e-05,4.41339088666652e-09
0.000255,-0.314165420333035,1.5908171375254,-0.314458600882694,3.14437636975969e-05
0.00026,-0.627974213010121,1.5884615521183,-0.628560241304199,6.28518337288112e-05
0.000265,-0.941163951382882,1.58453834358795,-0.94204224971417,9.41979446897522e-05
0.00027,-1.25342509869436,1.57905139436961,-1.25459480050161,0.000125451116084824
0.000275,-1.5644479950531,1.57200611686425,-1.56590794478828,0.000156580355092529
0.00028,-1.87392864974722,1.5634094463902,-1.87567740819183,0.000187555236303129
0.000285,-2.18155898432777,1.5532698826391,-2.1835948247495,0.000218344925176119
0.00029,-2.48703749805167,1.54159739836266,-2.48935841236531,0.000248919245513781
0.000295,-2.79006160442461,1.52840352876481,-2.7926653021626,0.000279247912447579
0.0003,-3.0903317230941,1.51370129756405,-3.09321563422449,0.000309300941984887
0.000305,-3.38755312499578,1.49750517443398,-3.39071440444982,0.000339048835682286
0.00031,-3.68143009804811,1.47983121823539,-3.68486562478454,0.000368461996707622
0.000315,-3.97167529139167,1.46069676305572,-3.97538167621336,0.000397511665076828
0.00032,-4.25800032440746,1.44012078083281,-4.26197390900551,0.000426168977741158
0.000325,-4.54012278996969,1.41812356675013,-4.54435965248745,0.000454405669517728
0.00033,-4.81776540490416,1.39472677114648,-4.82226136472974,0.000482193988063876
0.000335,-5.09065220568294,1.36995360799031,-5.09540282467302,0.000509506313115138
