"time","loadInertia.phi","loadInertia.w","smr.idq_rr[1]","smr.idq_rr[2]","smr.idq_sr[1]","smr.idq_sr[2]"
0.0225,1.003612436641e-13,8.31533223584553e-12,-0.000565237094507314,0.000523934660534026,0.000577344683584035,-0.000577288588037295
0.023,1.04535728773034e-13,8.3866246778011e-12,-0.000645735468659793,0.000428534956166359,0.000660547653965285,-0.000479919468702586
0.0235,1.08750987729135e-13,8.47986294744483e-12,-0.000710075062107688,0.000322508897832561,0.000727471847305762,-0.000370626263010731
0.024,1.13019189611809e-13,8.59823876393864e-12,-0.000756724720328122,0.0002086494235937,0.000776520256807849,-0.000252296145140027
0.0245,1.17353045115966e-13,8.74416400568778e-12,-0.000784465184563166,8.96402617207768e-05,0.000806414551770369,-0.000127713027118638
0.025,1.21766988778536e-13,8.91958620827319e-12,-0.000792639712947588,-3.15730067807404e-05,0.000816444655968079,3.806851566523e-08
0.0255,1.26276572166554e-13,9.12581081817457e-12,-0.000781124204426292,-0.000151920365407796,0.000806440334613203,0.00012771770243858
0.026,1.30896385731039e-13,9.36312117895865e-12,-0.000750036080996131,-0.000268565066845087,0.000776480293269673,0.000252322770129976
0.0265,1.35642823243222e-13,9.63104762469128e-12,-0.000700304158769911,-0.000378549344049718,0.000727466571690281,0.000370687806683734
0.027,1.40530673770074e-13,9.92829541780896e-12,-0.000633084170086737,-0.000479177378047259,0.000660535710221469,0.000479914138765685
0.0275,1.4557382428012e-13,1.02525915612285e-11,-0.000549981288014599,-0.000567995209058851,0.000577284736283004,0.00057733940746038
0.028,1.50785682973923e-13,1.06005192533891e-11,-0.000453211508779136,-0.000642810718313797,0.000479935554226597,0.000660552095680955
0.0285,1.56176780758883e-13,1.0968777465462e-11,-0.000344919380501428,-0.000701745486088729,0.000370641926093171,0.00072747487762558
0.029,1.61756221120813e-13,1.13523476436636e-11,-0.000227942688495455,-0.000743398525663571,0.00025226938226932,0.000776505418012771
0.0295,1.67530618131426e-13,1.17462567699553e-11,-0.00010515498261301,-0.00076673373680679,0.000127725061631161,0.000806425470525485
0.03,1.73504020975468e-13,1.21455855491893e-11,2.05290382510137e-05,-0.000771119896515429,-3.62405653924606e-08,0.000816443008755425
0.0305,1.7967686278935e-13,1.2544314770588e-11,0.000145866252838261,-0.000756584623456768,-0.000127716315213202,0.000806448014261769
0.031,1.860489835759e-13,1.29376872751884e-11,0.000267909309570981,-0.000723296683186569,-0.000252315697801642,0.000776492610722988
0.0315,1.92615269864878e-13,1.33203322963586e-11,0.000383581865870593,-0.000672202435831024,-0.000370692590277664,0.00072744506359026
0.032,1.99368814751857e-13,1.36875294943036e-11,0.00049001736708224,-0.000604597762002928,-0.000479913508575175,0.000660552088308047
0.0325,2.06302175035739e-13,1.4035356680926e-11,0.000584639052022354,-0.000521984419303112,-0.000577336695986655,0.000577290400629633
0.033,2.13403147902368e-13,1.43604853776374e-11,0.000665107337616396,-0.000426586263767238,-0.000660551214167176,0.000479910132879862
0.0335,2.20660664709751e-13,1.46600718488202e-11,0.00072941073432799,-0.000320609461291289,-0.000727480001366358,0.000370656679640829
0.034,2.28061241979048e-13,1.49324139076687e-11,0.000775987606977979,-0.000206699071862185,-0.000776497140418893,0.000252258621266716
0.0345,2.35590249432692e-13,1.51767337607886e-11,0.00080373207775599,-8.77574453222523e-05,-0.000806436465602555,0.000127736005469059
0.035,2.43234396370669e-13,1.53922077081599e-11,0.00081184711477406,3.34553664425904e-05,-0.000816447905268769,-2.83198516051755e-08
0.0355,2.50978922992404e-13,1.55798362351187e-11,0.000800259548506436,0.000153823233506393,-0.000806412347534869,-0.000127744145556452
0.036,2.58810073149539e-13,1.5740508787921e-11,0.000769185408872222,0.000270419383242304,-0.000776507473037551,-0.000252308976610793
0.0365,2.66714916240739e-13,1.58757330512397e-11,0.000719358108599564,0.000380405502818209,-0.00072743833826265,-0.000370691635678717
0.037,2.74681522591676e-13,1.59880040754341e-11,0.000652155835869885,0.000481019711776343,-0.000660566743635799,-0.000479914112822815
0.0375,2.82698421035208e-13,1.60794222198204e-11,0.000568999450926082,0.000569820720732585,-0.000577302482396989,-0.000577335345641901
0.038,2.9075654427684e-13,1.61530116084347e-11,0.000472114514307679,0.000644618716775213,-0.000479877223832225,-0.00066054558347599
0.0385,2.98847712599375e-13,1.62118374766841e-11,0.000363868565637764,0.00070356213524013,-0.000370671864001275,-0.000727486467282178
0.039,3.06964978231701e-13,1.62590907613968e-11,0.000246813117401839,0.00074518050024635,-0.000252259841963985,-0.000776494516042258
0.0395,3.15104131187002e-13,1.62980934683946e-11,0.000124012967753656,0.000768535118036879,-0.000127744167466204,-0.000806446258226523
0.04,3.23261230256516e-13,1.63325371039574e-11,-1.71172366765249e-06,0.000772903672885293,1.78097294833582e-08,-0.00081645742200175
0.0405,3.31435300656143e-13,1.63658884744021e-11,-0.00012714541490367,0.000758288428968715,0.000127756293774813,-0.000806392557045444
0.041,3.39626794298253e-13,1.6401769990675e-11,-0.000249178147749953,0.000725072074569357,0.000252303395072527,-0.00077652280800287
0.0415,3.47837578228899e-13,1.64439895422147e-11,-0.000364897324601343,0.000673934745677502,0.000370687645107081,-0.000727442148473052
0.042,3.56071992351151e-13,1.64961336356311e-11,-0.000471384333060994,0.000606315428152502,0.000479920571436509,-0.000660546306602765
0.0425,3.64335629804796e-13,1.6561759042585e-11,-0.000566037844945703,0.000523722551916368,0.000577335339480882,-0.000577317996963687
0.043,3.7263616130112e-13,1.66443305274616e-11,-0.000646535749387789,0.000428243122450764,0.000660540739186474,-0.000479863390953685
0.0435,3.80982982855483e-13,1.67470855092466e-11,-0.000710903276839662,0.000322325878475682,0.000727493568776956,-0.000370685856278624
0.044,3.8938641530874e-13,1.68726695133957e-11,-0.000757505397635295,0.000208386693970293,0.000776496566418876,-0.000252268583029231
0.0445,3.9785903292352e-13,1.70236532587949e-11,-0.000785273241939975,8.93959661703977e-05,0.000806420220892905,-0.000127705094972227
0.045,4.06413637178712e-13,1.72017694580114e-11,-0.000793465300613167,-3.17797628403744e-05,0.00081646939166382,6.813988452208e-09
0.0455,4.15064038299179e-13,1.74081114964071e-11,-0.000781868548449314,-0.000152190058388004,0.000806385129814022,0.000127758033506389
0.046,4.23825181275976e-13,1.76431682696361e-11,-0.000750889585790692,-0.000268777018444591,0.000776537018265618,0.000252299315411105
0.0465,4.3271034753109e-13,1.79065129117334e-11,-0.000701086456763929,-0.000378773882405592,0.000727452814690641,0.000370682615274511
0.047,4.41734213928719e-13,1.81968016903866e-11,-0.00063385456926217,-0.000479415628024132,0.000660511785082996,0.000479925835990593
0.0475,4.50909794650963e-13,1.85120020140272e-11,-0.000550822590761197,-0.000568220919119525,0.000577334458537951,0.000577336701196764
0.048,4.60248494383385e-13,1.88493477480364e-11,-0.000453931131303494,-0.000643018913909745,0.000479863021602181,0.000660537716586398
0.0485,4.69760937018898e-13,1.92047888451777e-11,-0.000345762781854748,-0.000701995246812114,0.000370697581476592,0.000727500619561826
0.049,4.79455186954486e-13,1.95748152713416e-11,-0.000228741840382618,-0.000743617743843279,0.000252281331921427,0.000776502176470875
0.0495,4.89337150934517e-13,1.9954277174286e-11,-0.000105902808392041,-0.000766932834088702,0.000127686261172942,0.000806404506538032
0.05,4.99410374391592e-13,2.03381458524635e-11,1.97066802021012e-05,-0.000771377793343571,3.31899068389445e-09,0.000816482243256532
0.0505,5.09676352278237e-13,2.0721855803133e-11,0.000145119540907383,-0.000756743314387406,-0.000127753381881541,0.000806386991346149
0.051,5.20132619309121e-13,2.10999473475289e-11,0.000267123414636048,-0.000723542487384506,-0.000252309953590797,0.000776523325714303
0.0515,5.30776371685728e-13,2.14680063989003e-11,0.000382788595822968,-0.000672439286911102,-0.000370677763135138,0.000727467402869302
0.052,5.41600876585469e-13,2.18216980828754e-11,0.000489251315007783,-0.000604757975840375,-0.000479925751929784,0.000660496048793722
0.0525,5.52597207372055e-13,2.21572114647895e-11,0.000583866497092384,-0.000522252966784919,-0.00057733907181245,0.000577350078546782
0.053,5.63756943561072e-13,2.24714359017694e-11,0.000664318630852004,-0.000426761068516482,-0.000660536813443742,0.000479871515679933
0.0535,5.75067408233573e-13,2.27622045921053e-11,0.000728647075996292,-0.000320816456523444,-0.000727488916816949,0.000370654625623086
0.054,5.86516858079126e-13,2.30276946212186e-11,0.000775230021512818,-0.00020694126783687,-0.000776510037301474,0.000252295474345022
0.0545,5.98092623067327e-13,2.32670352668412e-11,0.000802923874222596,-8.79139750604022e-05,-0.000806397434086067,0.000127681541258662
0.055,6.09780923564771e-13,2.34804700798711e-11,0.000811126022054879,3.32142249654505e-05,-0.000816494556641722,1.17303386377965e-08
0.0555,6.21569351251167e-13,2.36678537567151e-11,0.000799476852312286,0.000153619975498464,-0.000806395220259241,-0.000127745436500188
0.056,6.33445076859825e-13,2.38307781912627e-11,0.000768404608474869,0.000270232855750578,-0.000776490836573807,-0.000252326550413382
0.0565,6.453961308876e-13,2.39707694524209e-11,0.000718640080925883,0.000380189335859303,-0.00072748343409723,-0.000370673891684733
0.057,6.57411501678624e-13,2.40895757286694e-11,0.000651323229511817,0.000480825432278837,-0.000660493973282713,-0.000479923097127492
0.0575,6.69481737637758e-13,2.41898386039383e-11,0.000568300052166386,0.000569631003849119,-0.000577363565244985,-0.000577342131548277
0.058,6.81597412033523e-13,2.42739143949654e-11,0.000471364644489533,0.000644414675532129,-0.000479885117093759,-0.000660538080805147
0.0585,6.93751790701539e-13,2.43446721850565e-11,0.000363071901463877,0.000703357984316187,-0.000370630514408151,-0.000727479540565862
0.059,7.05939076570554e-13,2.4405057705309e-11,0.000246106740539815,0.000745011070109504,-0.000252309146241195,-0.00077651910058285
0.0595,7.18154358062229e-13,2.44581807548233e-11,0.000123203588229232,0.000768293218028677,-0.000127686041864316,-0.000806397369034392
0.06,7.30395376986603e-13,2.45070537912146e-11,-2.44556832833685e-06,0.000772741167170057,-3.65586393336523e-10,-0.000816487912746087
0.0605,7.42660459136889e-13,2.45550834914943e-11,-0.000127875711155486,0.0007581124937767,0.000127736346161435,-0.000806407424942301
0.061,7.54950103360743e-13,2.46054970876677e-11,-0.000249953679217742,0.000724836086903081,0.000252331946942409,-0.000776474885544935
0.0615,7.67266444272942e-13,2.46615510897999e-11,-0.000365628481218791,0.000673800990978673,0.000370671243512014,-0.000727499123635339
0.062,7.79612889281747e-13,2.47266657494737e-11,-0.000472127734434507,0.000606085848908587,0.000479919628859789,-0.00066050129274975
0.0625,7.91994940272453e-13,2.48040896274802e-11,-0.000566790252858916,0.000523540599060231,0.000577344501507179,-0.000577322476235436
0.063,8.04419346421378e-13,2.48968993265446e-11,-0.000647278354984849,0.000428094025503972,0.000660541088209309,-0.00047990095448908
0.0635,8.16894536843007e-13,2.50080477163335e-11,-0.000711623396218036,0.000322083767500411,0.000727474009315439,-0.000370622935680608
0.064,8.29430569437877e-13,2.5140293174246e-11,-0.000758275836346849,0.000208252931170818,0.000776528239097973,-0.000252321120852485
0.0645,8.42037956997895e-13,2.5295605184321e-11,-0.000785992687191219,8.92070088806248e-05,0.000806402447406261,-0.000127695910786676
0.065,8.5472927963666e-13,2.54758941465383e-11,-0.000794192461630644,-3.19780648340951e-05,0.000816461209779388,2.67397683141068e-08
0.0655,8.67517133042166e-13,2.56822447593235e-11,-0.000782638518900661,-0.000152341349378583,0.000806421412843402,0.000127727628523098
0.066,8.8041437713583e-13,2.59149716640292e-11,-0.00075155698832241,-0.000268981212245668,0.000776471367531585,0.000252330397851966
0.0665,8.93434991700291e-13,2.61737597518436e-11,-0.000701876608582837,-0.000378940495762842,0.000727513044991907,0.000370669889662814
0.067,9.06590795111099e-13,2.64575942731708e-11,-0.000634586426466448,-0.00047958204654128,0.000660514332672845,0.000479916565469157
0.0675,9.1989452617139e-13,2.67643819630437e-11,-0.00055151166897256,-0.00056839942947722,0.000577295273515737,0.000577343196944155
0.068,9.33357197324228e-13,2.70914452195456e-11,-0.000454710024401144,-0.00064320111670931,0.000479916809707022,0.000660545409098606
0.0685,9.4698780673415e-13,2.74357099476382e-11,-0.000346417964847714,-0.000702137287792224,0.000370626584572159,0.000727472305612854
0.069,9.6079414853454e-13,2.77927533392944e-11,-0.000229494876138512,-0.000743813402780808,0.000252312190989634,0.000776527463846206
0.0695,9.74781905795587e-13,2.81588042127275e-11,-0.000106645825471044,-0.000767109303938053,0.000127708237779936,0.00080641106386287
0.07,9.88954074539394e-13,2.8528973058368e-11,1.90265590927026e-05,-0.000771511060803158,-3.77037650861495e-08,0.000816446951102344
0.0705,1.00331133107338e-12,2.88983384100741e-11,0.00014436909753428,-0.000756957737232583,-0.000127720158622204,0.000806435562715495
0.071,1.01785303762635e-12,2.92627752239116e-11,0.000266420682453997,-0.00072366392892151,-0.00025232500993464,0.000776476771885503
0.0715,1.03257434179719e-12,2.96175450106145e-11,0.000382079439594715,-0.000672614104220359,-0.000370683954567761,0.000727478077425187
0.072,1.04747021350763e-12,2.99587722851602e-11,0.000488526802713672,-0.000604954628631543,-0.000479914451753017,0.000660530227255818
0.0725,1.06253291019062e-12,3.02830888793857e-11,0.000583154511847297,-0.000522354533234055,-0.000577340314242747,0.000577285376523126
0.073,1.0777521735317e-12,3.05877006953316e-11,0.00066362192348647,-0.000426978671568554,-0.000660550369990849,0.000479931174361321
0.0735,1.09311901882927e-12,3.0870247632186e-11,0.000727922743997983,-0.000320961241706849,-0.00072747387451324,0.000370637202767793
0.074,1.10862092392469e-12,3.11296212137511e-11,0.0007745218776,-0.000207083034882267,-0.000776509949552048,0.000252276610088011
0.0745,1.12424614558551e-12,3.13649706963139e-11,0.000802241831158569,-8.81087765010362e-05,-0.000806421579949331,0.00012772089369442
0.075,1.13998301749005e-12,3.15760644089838e-11,0.000810369424874585,3.31015657541653e-05,-0.000816442526705818,-3.78870587864694e-08
0.0755,1.15581914209605e-12,3.17639473318863e-11,0.000798826322364675,0.000153436319350429,-0.00080644848770906,-0.000127714439613982
0.076,1.17174319392207e-12,3.19290429923455e-11,0.000767700048582151,0.000270069318901553,-0.000776487915289904,-0.00025231810730192
0.0765,1.18774438227692e-12,3.20732944748192e-11,0.000717907180710927,0.000380050475823517,-0.000727450515611834,-0.000370691724808918
0.077,1.20381272266349e-12,3.2198614971186e-11,0.000650676313587429,0.000480665139962978,-0.000660546651742452,-0.000479913581332379
0.0775,1.21993899880899e-12,3.23069091781642e-11,0.000567528150458621,0.000569471240253535,-0.000577287631576591,-0.000577337527040176
0.078,1.23611600632907e-12,3.24007440944899e-11,0.000470709701286625,0.000644279176478112,-0.000479926939150711,-0.000660553109294981
0.0785,1.25233647019688e-12,3.24826246220383e-11,0.000362398103366932,0.000703207092922344,-0.000370651423012455,-0.000727478118182836
0.079,1.26859549432271e-12,3.25551778805374e-11,0.0002453664429444,0.000744841062673124,-0.000252260643268649,-0.000776499340998659
0.0795,1.28488937341209e-12,3.26211273559292e-11,0.000122557326742404,0.000768180117958421,-0.000127732463936558,-0.000806432744973334
0.08,1.30121502853186e-12,3.26834635795237e-11,-3.16620585973042e-06,0.000772552454327371,3.14372981484268e-08,-0.000816445592646784
0.0805,1.31757177836559e-12,3.27449059062979e-11,-0.00012856470117751,0.00075798039341243,0.000127736662281585,-0.000806422616475562
0.081,1.33395977419815e-12,3.28085240891786e-11,-0.000250620626647246,0.000724717317761621,0.000252311160887463,-0.000776502264173215
0.0815,1.35038080277982e-12,3.28773294267424e-11,-0.000366334037099721,0.000673599031373586,0.000370692410622049,-0.000727439284320945
0.082,1.36683827874957e-12,3.29542621241328e-11,-0.000472806908431423,0.000605999904188375,0.000479913801561084,-0.000660561991507396
0.0825,1.38333683328588e-12,3.30423226373266e-11,-0.000567463870751733,0.000523375014426089,0.000577335660668338,-0.000577297829469967
0.083,1.39988286255958e-12,3.31444453267107e-11,-0.0006479656246902,0.000427937982215431,0.00066054748286167,-0.0004798860454767
0.0835,1.41648392289233e-12,3.32632801657264e-11,-0.00071231365204101,0.000321984023906089,0.000727484119818184,-0.000370666731397699
0.084,1.43314891684786e-12,3.34012308357351e-11,-0.000758920427914611,0.000208055098791831,0.000776494806601629,-0.000252258372874862
0.0845,1.44988829615385e-12,3.35605818830678e-11,-0.000786710339298983,8.91101245065525e-05,0.000806443339752248,-0.000127742071675402
0.085,1.4667124452576e-12,3.3742674722934e-11,-0.000794860631827776,-3.21108532075334e-05,0.000816453778470992,2.15520214545263e-08
0.0855,1.48363366690027e-12,3.39487502391341e-11,-0.000783288897788743,-0.00015250199556593,0.000806397764208549,0.000127753545427766
0.086,1.50066407934222e-12,3.41792527793732e-11,-0.000752275303453172,-0.000269095363237529,0.000776517604693419,0.000252305156616418
0.0865,1.51781535250837e-12,3.4433818972883e-11,-0.000702475555939361,-0.000379091143155975,0.000727439893125303,0.000370689224675431
0.087,1.53510015978831e-12,3.47113661222846e-11,-0.000635304373779069,-0.00047971873882496,0.000660563451862603,0.00047991693201913
0.0875,1.5525288837216e-12,3.50103704055476e-11,-0.000552196916218387,-0.000568526049036452,0.000577312458280823,0.000577335194754117
0.088,1.57011203025978e-12,3.532815383883e-11,-0.000455327298576931,-0.000643328734599965,0.000479866347941934,0.000660542244832814
0.0885,1.58785848207325e-12,3.56615000206102e-11,-0.000347136879747303,-0.000702289009524447,0.000370681278471087,0.000727491122438575
0.089,1.60577497138466e-12,3.60071900600005e-11,-0.000230112902407741,-0.000743912096935708,0.000252264986320027,0.000776495418897917
0.0895,1.62386653290463e-12,3.63606446489975e-11,-0.00010731567484545,-0.000767255565719425,0.000127715861474345,0.000806427921859443
0.09,1.64213646754565e-12,3.67179474264128e-11,1.83389219258332e-05,-0.000771658497132837,-1.05296929863847e-08,0.000816465133374466
0.0905,1.66058534764273e-12,3.70746644053972e-11,0.000143746191019865,-0.000757038119804176,-0.000127758326095476,0.000806386491736899
0.091,1.67921123963794e-12,3.7426195826854e-11,0.000265738998450838,-0.000723844931689978,-0.000252300525613104,0.000776532358191741
0.0915,1.69801176965206e-12,3.77689047983181e-11,0.00038142247574537,-0.000672712828641733,-0.000370684351306819,0.00072744859337011
0.092,1.71698026279492e-12,3.80988928841256e-11,0.000487881269970632,-0.000605071492964215,-0.000479924778776913,0.000660521227079028
0.0925,1.73610995318749e-12,3.84129783675501e-11,0.000582496762640519,-0.000522520763404237,-0.000577336080320068,0.000577328842802481
0.093,1.7553925849217e-12,3.87086530420083e-11,0.000662956554911254,-0.000427037808599059,-0.000660538497633424,0.000479861940834094
0.0935,1.77481726391446e-12,3.89841656843428e-11,0.000727296059411739,-0.000321137167230438,-0.000727498238787554,0.000370693863631628
0.094,1.79437478813626e-12,3.92378451342433e-11,0.000773862015417186,-0.000207206014525404,-0.000776499915487552,0.000252276691320786
0.0945,1.81405330383613e-12,3.94694867334918e-11,0.000801580257292038,-8.82025574565677e-05,-0.00080640880640276,0.000127690836370453
0.095,1.83384164921478e-12,3.96790953244338e-11,0.000809757377055816,3.29462498830823e-05,-0.000816477816649725,1.9872872515783e-12
0.0955,1.85372925887778e-12,3.98669239244087e-11,0.000798117983180455,0.000153352532553966,-0.000806385477140566,-0.000127755492186801
0.096,1.87370545092606e-12,4.00345521520042e-11,0.000767105996435745,0.00026993566998251,-0.000776538994803295,-0.000252300785108651
0.0965,1.89376015579288e-12,4.0182913364717e-11,0.000717275629321599,0.000379920726246854,-0.000727462113877841,-0.000370679358721777
0.097,1.91388457450137e-12,4.03140474741033e-11,0.000649988195209418,0.000480557467556099,-0.000660499643340665,-0.00047992620574404
0.0975,1.93407073470859e-12,4.04300416013469e-11,0.000566944048151313,0.000569357181124711,-0.000577344901987877,-0.000577338181100048
0.098,1.95431110070974e-12,4.05328959607353e-11,0.000470012821592648,0.000644145295064083,-0.000479867849575457,-0.000660536891399215
0.0985,1.97460041424332e-12,4.06249776107815e-11,0.000361776323681701,0.000703106397594672,-0.000370667782422675,-0.000727493003483642
0.099,1.99493347993165e-12,4.07087632509265e-11,0.000244759476459665,0.000744735004324567,-0.000252290598219854,-0.000776507177288208
0.0995,2.01530687147297e-12,4.07866786178491e-11,0.000121873124552111,0.000768032286515645,-0.000127681893992597,-0.000806399002180695
0.1,2.03571874601119e-12,4.08610822056963e-11,-3.76896232492433e-06,0.000772490624483988,-1.22272204207527e-09,-0.000816496045376987
0.1,2.03571874601119e-12,4.08610822056963e-11,-3.76896232492433e-06,0.000772490624483988,-1.22272204207527e-09,-0.000816496045376987
0.1005,-1.41453369839952e-10,-1.29857910543656e-06,-6.4639023072526,79.0261311984747,6.58004609260621,-83.6964596092533
0.101,-2.41690535117291e-09,-7.86742272170727e-06,-25.0741371106375,150.230100843481,25.5432331657483,-159.66141816795
0.1015,-2.55495825223779e-09,2.22807566265372e-05,-54.4884224408494,212.279167244038,55.5490346981003,-226.428731069624
0.102,5.28078024061152e-08,0.000255794448564896,-93.161102357818,264.035318201038,95.0469132577007,-282.729154579367
0.1025,3.45330254345172e-07,0.00104899217221812,-139.376665415059,304.586253543918,142.310007742378,-327.524523118476
0.103,1.29254586548094e-06,0.00299504839260174,-191.287749807626,333.269918275436,195.47346673219,-360.035311153881
0.1035,3.67417358680938e-06,0.00695283766517816,-246.956646466472,349.692896939916,252.576425627801,-379.761863864441
0.104,8.76822369257145e-06,0.0140566111856353,-304.399363390309,353.742157592802,311.606682388622,-386.498714189252
0.1045,1.84870665068182e-05,0.0257063395808752,-361.631197214796,345.589878565157,370.547003734737,-380.34165605868
0.105,3.55038736693251e-05,0.0435389237275284,-416.712747219017,325.691191289552,427.421980840389,-361.687349218028
0.1055,6.33600679487065e-05,0.0693811196370633,-467.795272249254,294.774827542874,480.344315701644,-331.225393754442
0.106,0.000106544933967714,0.105185693681913,-513.164270701743,253.826783231957,527.55939661967,-289.922943363741
0.1065,0.000170539605342282,0.152953234749117,-551.280162753646,204.06730428416,567.487017397514,-239.002132115189
0.107,0.000261819040020083,0.214642855382853,-580.814978125078,146.921657087783,598.759117180898,-179.910757828604
