"time","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe2.mediums[1].h","pipe2.mediums[1].p","pipe3.mediums[1].h","pipe3.mediums[1].p","valve1.filter.x[1]","valve1.filter.x[2]","valve2.filter.x[1]","valve2.filter.x[2]","valveOpening1.a","valveOpening1.b","valveOpening1.last","valveOpening1.nextEvent","valveOpening2.a","valveOpening2.b","valveOpening2.last","valveOpening2.nextEvent"
0.809,112760.099765112,198079.400164483,112730.075691208,164247.066360561,112730.075691208,164247.066360561,1,1,1,1,0,1,2,1,0,1,2,2
0.8095,112760.101991138,198079.400153802,112730.078067867,164247.066383468,112730.078067867,164247.066383468,1,1,1,1,0,1,2,1,0,1,2,2
0.81,112760.104216905,198079.400143123,112730.080444516,164247.066406372,112730.080444516,164247.066406372,1,1,1,1,0,1,2,1,0,1,2,2
0.8105,112760.106442414,198079.400132445,112730.082821153,164247.066429273,112730.082821153,164247.066429273,1,1,1,1,0,1,2,1,0,1,2,2
0.811,112760.108667664,198079.400121768,112730.08519778,164247.066452171,112730.08519778,164247.066452171,1,1,1,1,0,1,2,1,0,1,2,2
0.8115,112760.110892657,198079.400111091,112730.087574395,164247.066475066,112730.087574395,164247.066475066,1,1,1,1,0,1,2,1,0,1,2,2
0.812,112760.113117391,198079.400100416,112730.089951,164247.066497958,112730.089951,164247.066497958,1,1,1,1,0,1,2,1,0,1,2,2
0.8125,112760.115341866,198079.400089742,112730.092327593,164247.066520846,112730.092327593,164247.066520846,1,1,1,1,0,1,2,1,0,1,2,2
0.813,112760.117566084,198079.400079069,112730.094704176,164247.066543732,112730.094704176,164247.066543732,1,1,1,1,0,1,2,1,0,1,2,2
0.8135,112760.119790043,198079.400068397,112730.097080747,164247.066566614,112730.097080747,164247.066566614,1,1,1,1,0,1,2,1,0,1,2,2
0.814,112760.122013744,198079.400057726,112730.099457308,164247.066589493,112730.099457308,164247.066589493,1,1,1,1,0,1,2,1,0,1,2,2
0.8145,112760.124237187,198079.400047056,112730.101833857,164247.066612368,112730.101833857,164247.066612368,1,1,1,1,0,1,2,1,0,1,2,2
0.815,112760.126460371,198079.400036387,112730.104210396,164247.066635241,112730.104210396,164247.066635241,1,1,1,1,0,1,2,1,0,1,2,2
0.8155,112760.128683297,198079.400025719,112730.106586924,164247.066658111,112730.106586924,164247.066658111,1,1,1,1,0,1,2,1,0,1,2,2
0.816,112760.130905965,198079.400015053,112730.10896344,164247.066680977,112730.10896344,164247.066680977,1,1,1,1,0,1,2,1,0,1,2,2
0.8165,112760.133128374,198079.400004387,112730.111339946,164247.06670384,112730.111339946,164247.06670384,1,1,1,1,0,1,2,1,0,1,2,2
0.817,112760.135350525,198079.399993722,112730.11371644,164247.0667267,112730.11371644,164247.0667267,1,1,1,1,0,1,2,1,0,1,2,2
0.8175,112760.137572418,198079.399983058,112730.116092924,164247.066749557,112730.116092924,164247.066749557,1,1,1,1,0,1,2,1,0,1,2,2
0.818,112760.139794053,198079.399972396,112730.118469397,164247.066772411,112730.118469397,164247.066772411,1,1,1,1,0,1,2,1,0,1,2,2
0.8185,112760.142015429,198079.399961734,112730.120845858,164247.066795261,112730.120845858,164247.066795261,1,1,1,1,0,1,2,1,0,1,2,2
0.819,112760.144236547,198079.399951074,112730.123222309,164247.066818109,112730.123222309,164247.066818109,1,1,1,1,0,1,2,1,0,1,2,2
0.8195,112760.146457407,198079.399940414,112730.125598748,164247.066840953,112730.125598748,164247.066840953,1,1,1,1,0,1,2,1,0,1,2,2
0.82,112760.148678008,198079.399929755,112730.127975177,164247.066863794,112730.127975177,164247.066863794,1,1,1,1,0,1,2,1,0,1,2,2
0.8205,112760.150898351,198079.399919098,112730.130351595,164247.066886632,112730.130351595,164247.066886632,1,1,1,1,0,1,2,1,0,1,2,2
0.821,112760.153118436,198079.399908442,112730.132728001,164247.066909466,112730.132728001,164247.066909466,1,1,1,1,0,1,2,1,0,1,2,2
0.8215,112760.155338263,198079.399897786,112730.135104397,164247.066932298,112730.135104397,164247.066932298,1,1,1,1,0,1,2,1,0,1,2,2
0.822,112760.157557831,198079.399887132,112730.137480782,164247.066955126,112730.137480782,164247.066955126,1,1,1,1,0,1,2,1,0,1,2,2
0.8225,112760.159777141,198079.399876479,112730.139857155,164247.066977951,112730.139857155,164247.066977951,1,1,1,1,0,1,2,1,0,1,2,2
0.823,112760.161996193,198079.399865826,112730.142233518,164247.067000774,112730.142233518,164247.067000774,1,1,1,1,0,1,2,1,0,1,2,2
0.8235,112760.164214986,198079.399855175,112730.14460987,164247.067023592,112730.14460987,164247.067023592,1,1,1,1,0,1,2,1,0,1,2,2
0.824,112760.166433521,198079.399844525,112730.14698621,164247.067046408,112730.14698621,164247.067046408,1,1,1,1,0,1,2,1,0,1,2,2
0.8245,112760.168651798,198079.399833876,112730.14936254,164247.067069221,112730.14936254,164247.067069221,1,1,1,1,0,1,2,1,0,1,2,2
0.825,112760.170869816,198079.399823228,112730.151738859,164247.06709203,112730.151738859,164247.06709203,1,1,1,1,0,1,2,1,0,1,2,2
0.8255,112760.173087577,198079.399812581,112730.154115166,164247.067114836,112730.154115166,164247.067114836,1,1,1,1,0,1,2,1,0,1,2,2
0.826,112760.175305079,198079.399801935,112730.156491463,164247.067137639,112730.156491463,164247.067137639,1,1,1,1,0,1,2,1,0,1,2,2
0.8265,112760.177522322,198079.39979129,112730.158867749,164247.067160439,112730.158867749,164247.067160439,1,1,1,1,0,1,2,1,0,1,2,2
0.827,112760.179739308,198079.399780646,112730.161244024,164247.067183236,112730.161244024,164247.067183236,1,1,1,1,0,1,2,1,0,1,2,2
0.8275,112760.181956035,198079.399770003,112730.163620287,164247.06720603,112730.163620287,164247.06720603,1,1,1,1,0,1,2,1,0,1,2,2
0.828,112760.184172503,198079.399759361,112730.16599654,164247.06722882,112730.16599654,164247.06722882,1,1,1,1,0,1,2,1,0,1,2,2
0.8285,112760.186388714,198079.39974872,112730.168372782,164247.067251607,112730.168372782,164247.067251607,1,1,1,1,0,1,2,1,0,1,2,2
0.829,112760.188604666,198079.39973808,112730.170749013,164247.067274392,112730.170749013,164247.067274392,1,1,1,1,0,1,2,1,0,1,2,2
0.8295,112760.19082036,198079.399727442,112730.173125232,164247.067297173,112730.173125232,164247.067297173,1,1,1,1,0,1,2,1,0,1,2,2
0.83,112760.193035796,198079.399716804,112730.175501441,164247.06731995,112730.175501441,164247.06731995,1,1,1,1,0,1,2,1,0,1,2,2
0.8305,112760.195250973,198079.399706167,112730.177877639,164247.067342725,112730.177877639,164247.067342725,1,1,1,1,0,1,2,1,0,1,2,2
0.831,112760.197465892,198079.399695532,112730.180253826,164247.067365496,112730.180253826,164247.067365496,1,1,1,1,0,1,2,1,0,1,2,2
0.8315,112760.199680553,198079.399684897,112730.182630001,164247.067388265,112730.182630001,164247.067388265,1,1,1,1,0,1,2,1,0,1,2,2
0.832,112760.201894955,198079.399674264,112730.185006166,164247.06741103,112730.185006166,164247.06741103,1,1,1,1,0,1,2,1,0,1,2,2
0.8325,112760.204109099,198079.399663631,112730.18738232,164247.067433792,112730.18738232,164247.067433792,1,1,1,1,0,1,2,1,0,1,2,2
0.833,112760.206322985,198079.399653,112730.189758463,164247.067456551,112730.189758463,164247.067456551,1,1,1,1,0,1,2,1,0,1,2,2
0.8335,112760.208536613,198079.399642369,112730.192134595,164247.067479306,112730.192134595,164247.067479306,1,1,1,1,0,1,2,1,0,1,2,2
0.834,112760.210749982,198079.39963174,112730.194510715,164247.067502059,112730.194510715,164247.067502059,1,1,1,1,0,1,2,1,0,1,2,2
0.8345,112760.212963093,198079.399621111,112730.196886825,164247.067524808,112730.196886825,164247.067524808,1,1,1,1,0,1,2,1,0,1,2,2
0.835,112760.215175946,198079.399610484,112730.199262924,164247.067547554,112730.199262924,164247.067547554,1,1,1,1,0,1,2,1,0,1,2,2
0.8355,112760.21738854,198079.399599858,112730.201639012,164247.067570297,112730.201639012,164247.067570297,1,1,1,1,0,1,2,1,0,1,2,2
0.836,112760.219600876,198079.399589233,112730.204015089,164247.067593037,112730.204015089,164247.067593037,1,1,1,1,0,1,2,1,0,1,2,2
0.8365,112760.221812954,198079.399578609,112730.206391155,164247.067615774,112730.206391155,164247.067615774,1,1,1,1,0,1,2,1,0,1,2,2
0.837,112760.224024774,198079.399567985,112730.208767209,164247.067638507,112730.208767209,164247.067638507,1,1,1,1,0,1,2,1,0,1,2,2
0.8375,112760.226236335,198079.399557363,112730.211143253,164247.067661238,112730.211143253,164247.067661238,1,1,1,1,0,1,2,1,0,1,2,2
0.838,112760.228447638,198079.399546742,112730.213519286,164247.067683965,112730.213519286,164247.067683965,1,1,1,1,0,1,2,1,0,1,2,2
0.8385,112760.230658683,198079.399536122,112730.215895308,164247.067706689,112730.215895308,164247.067706689,1,1,1,1,0,1,2,1,0,1,2,2
0.839,112760.232869469,198079.399525503,112730.218271319,164247.06772941,112730.218271319,164247.06772941,1,1,1,1,0,1,2,1,0,1,2,2
0.8395,112760.235079997,198079.399514885,112730.220647319,164247.067752128,112730.220647319,164247.067752127,1,1,1,1,0,1,2,1,0,1,2,2
0.84,112760.237290267,198079.399504268,112730.223023308,164247.067774842,112730.223023308,164247.067774842,1,1,1,1,0,1,2,1,0,1,2,2
0.8405,112760.239500279,198079.399493653,112730.225399286,164247.067797553,112730.225399286,164247.067797553,1,1,1,1,0,1,2,1,0,1,2,2
0.841,112760.241710032,198079.399483038,112730.227775252,164247.067820262,112730.227775252,164247.067820262,1,1,1,1,0,1,2,1,0,1,2,2
0.8415,112760.243919527,198079.399472424,112730.230151208,164247.067842967,112730.230151208,164247.067842967,1,1,1,1,0,1,2,1,0,1,2,2
0.842,112760.246128764,198079.399461811,112730.232527153,164247.067865669,112730.232527153,164247.067865669,1,1,1,1,0,1,2,1,0,1,2,2
0.8425,112760.248337742,198079.3994512,112730.234903087,164247.067888367,112730.234903087,164247.067888367,1,1,1,1,0,1,2,1,0,1,2,2
0.843,112760.250546462,198079.399440589,112730.23727901,164247.067911063,112730.23727901,164247.067911063,1,1,1,1,0,1,2,1,0,1,2,2
0.8435,112760.252754924,198079.399429979,112730.239654922,164247.067933755,112730.239654922,164247.067933755,1,1,1,1,0,1,2,1,0,1,2,2
0.844,112760.254963127,198079.399419371,112730.242030823,164247.067956445,112730.242030823,164247.067956445,1,1,1,1,0,1,2,1,0,1,2,2
0.8445,112760.257171073,198079.399408763,112730.244406713,164247.067979131,112730.244406713,164247.067979131,1,1,1,1,0,1,2,1,0,1,2,2
0.845,112760.25937876,198079.399398157,112730.246782592,164247.068001814,112730.246782592,164247.068001814,1,1,1,1,0,1,2,1,0,1,2,2
0.8455,112760.261586188,198079.399387551,112730.24915846,164247.068024493,112730.24915846,164247.068024493,1,1,1,1,0,1,2,1,0,1,2,2
0.846,112760.263793359,198079.399376947,112730.251534317,164247.06804717,112730.251534317,164247.06804717,1,1,1,1,0,1,2,1,0,1,2,2
0.8465,112760.266000271,198079.399366344,112730.253910163,164247.068069843,112730.253910163,164247.068069843,1,1,1,1,0,1,2,1,0,1,2,2
0.847,112760.268206924,198079.399355741,112730.256285998,164247.068092514,112730.256285998,164247.068092514,1,1,1,1,0,1,2,1,0,1,2,2
0.8475,112760.27041332,198079.39934514,112730.258661822,164247.068115181,112730.258661822,164247.068115181,1,1,1,1,0,1,2,1,0,1,2,2
0.848,112760.272619457,198079.39933454,112730.261037635,164247.068137845,112730.261037635,164247.068137845,1,1,1,1,0,1,2,1,0,1,2,2
0.8485,112760.274825336,198079.39932394,112730.263413437,164247.068160506,112730.263413437,164247.068160505,1,1,1,1,0,1,2,1,0,1,2,2
0.849,112760.277030957,198079.399313342,112730.265789228,164247.068183163,112730.265789228,164247.068183163,1,1,1,1,0,1,2,1,0,1,2,2
0.8495,112760.279236319,198079.399302745,112730.268165008,164247.068205818,112730.268165008,164247.068205818,1,1,1,1,0,1,2,1,0,1,2,2
0.85,112760.281441423,198079.399292149,112730.270540777,164247.068228469,112730.270540777,164247.068228469,1,1,1,1,0,1,2,1,0,1,2,2
0.8505,112760.283646269,198079.399281554,112730.272916535,164247.068251117,112730.272916535,164247.068251117,1,1,1,1,0,1,2,1,0,1,2,2
0.851,112760.285850856,198079.39927096,112730.275292282,164247.068273762,112730.275292282,164247.068273762,1,1,1,1,0,1,2,1,0,1,2,2
0.8515,112760.288055185,198079.399260367,112730.277668018,164247.068296404,112730.277668018,164247.068296404,1,1,1,1,0,1,2,1,0,1,2,2
0.852,112760.290259256,198079.399249775,112730.280043743,164247.068319042,112730.280043743,164247.068319042,1,1,1,1,0,1,2,1,0,1,2,2
0.8525,112760.292463069,198079.399239184,112730.282419457,164247.068341678,112730.282419457,164247.068341678,1,1,1,1,0,1,2,1,0,1,2,2
0.853,112760.294666623,198079.399228594,112730.28479516,164247.06836431,112730.28479516,164247.06836431,1,1,1,1,0,1,2,1,0,1,2,2
0.8535,112760.296869919,198079.399218006,112730.287170852,164247.068386939,112730.287170852,164247.068386939,1,1,1,1,0,1,2,1,0,1,2,2
0.854,112760.299072957,198079.399207418,112730.289546533,164247.068409565,112730.289546533,164247.068409565,1,1,1,1,0,1,2,1,0,1,2,2
0.8545,112760.301275736,198079.399196831,112730.291922203,164247.068432188,112730.291922203,164247.068432188,1,1,1,1,0,1,2,1,0,1,2,2
0.855,112760.303478257,198079.399186245,112730.294297862,164247.068454808,112730.294297862,164247.068454808,1,1,1,1,0,1,2,1,0,1,2,2
0.8555,112760.30568052,198079.399175661,112730.29667351,164247.068477425,112730.29667351,164247.068477424,1,1,1,1,0,1,2,1,0,1,2,2
0.856,112760.307882525,198079.399165077,112730.299049147,164247.068500038,112730.299049147,164247.068500038,1,1,1,1,0,1,2,1,0,1,2,2
0.8565,112760.310084271,198079.399154495,112730.301424773,164247.068522648,112730.301424773,164247.068522648,1,1,1,1,0,1,2,1,0,1,2,2
0.857,112760.312285759,198079.399143913,112730.303800388,164247.068545255,112730.303800388,164247.068545255,1,1,1,1,0,1,2,1,0,1,2,2
0.8575,112760.314486989,198079.399133333,112730.306175993,164247.068567859,112730.306175993,164247.068567859,1,1,1,1,0,1,2,1,0,1,2,2
0.858,112760.31668796,198079.399122753,112730.308551586,164247.06859046,112730.308551586,164247.06859046,1,1,1,1,0,1,2,1,0,1,2,2
0.8585,112760.318888673,198079.399112175,112730.310927168,164247.068613057,112730.310927168,164247.068613057,1,1,1,1,0,1,2,1,0,1,2,2
0.859,112760.321089128,198079.399101597,112730.313302739,164247.068635652,112730.313302739,164247.068635652,1,1,1,1,0,1,2,1,0,1,2,2
0.8595,112760.323289325,198079.399091021,112730.315678299,164247.068658243,112730.315678299,164247.068658243,1,1,1,1,0,1,2,1,0,1,2,2
0.86,112760.325489263,198079.399080446,112730.318053848,164247.068680831,112730.318053848,164247.068680831,1,1,1,1,0,1,2,1,0,1,2,2
0.8605,112760.327688943,198079.399069872,112730.320429386,164247.068703416,112730.320429386,164247.068703416,1,1,1,1,0,1,2,1,0,1,2,2
0.861,112760.329888365,198079.399059298,112730.322804913,164247.068725997,112730.322804913,164247.068725997,1,1,1,1,0,1,2,1,0,1,2,2
0.8615,112760.332087528,198079.399048726,112730.32518043,164247.068748576,112730.32518043,164247.068748576,1,1,1,1,0,1,2,1,0,1,2,2
0.862,112760.334286433,198079.399038155,112730.327555935,164247.068771151,112730.327555935,164247.068771151,1,1,1,1,0,1,2,1,0,1,2,2
0.8625,112760.33648508,198079.399027585,112730.329931429,164247.068793724,112730.329931429,164247.068793724,1,1,1,1,0,1,2,1,0,1,2,2
0.863,112760.338683468,198079.399017016,112730.332306912,164247.068816293,112730.332306912,164247.068816293,1,1,1,1,0,1,2,1,0,1,2,2
0.8635,112760.340881599,198079.399006448,112730.334682384,164247.068838859,112730.334682384,164247.068838859,1,1,1,1,0,1,2,1,0,1,2,2
0.864,112760.34307947,198079.398995881,112730.337057846,164247.068861421,112730.337057846,164247.068861421,1,1,1,1,0,1,2,1,0,1,2,2
0.8645,112760.345277084,198079.398985315,112730.339433296,164247.068883981,112730.339433296,164247.068883981,1,1,1,1,0,1,2,1,0,1,2,2
0.865,112760.347474439,198079.39897475,112730.341808735,164247.068906538,112730.341808735,164247.068906538,1,1,1,1,0,1,2,1,0,1,2,2
0.8655,112760.349671537,198079.398964186,112730.344184163,164247.068929091,112730.344184163,164247.068929091,1,1,1,1,0,1,2,1,0,1,2,2
0.866,112760.351868375,198079.398953624,112730.34655958,164247.068951641,112730.34655958,164247.068951641,1,1,1,1,0,1,2,1,0,1,2,2
0.8665,112760.354064956,198079.398943062,112730.348934987,164247.068974188,112730.348934987,164247.068974188,1,1,1,1,0,1,2,1,0,1,2,2
0.867,112760.356261278,198079.398932501,112730.351310382,164247.068996732,112730.351310382,164247.068996732,1,1,1,1,0,1,2,1,0,1,2,2
0.8675,112760.358457342,198079.398921941,112730.353685766,164247.069019272,112730.353685766,164247.069019272,1,1,1,1,0,1,2,1,0,1,2,2
0.868,112760.360653147,198079.398911383,112730.356061139,164247.06904181,112730.356061139,164247.06904181,1,1,1,1,0,1,2,1,0,1,2,2
0.8685,112760.362848695,198079.398900825,112730.358436501,164247.069064344,112730.358436501,164247.069064344,1,1,1,1,0,1,2,1,0,1,2,2
0.869,112760.365043984,198079.398890269,112730.360811853,164247.069086875,112730.360811853,164247.069086875,1,1,1,1,0,1,2,1,0,1,2,2
0.8695,112760.367239015,198079.398879713,112730.363187193,164247.069109403,112730.363187193,164247.069109403,1,1,1,1,0,1,2,1,0,1,2,2
0.87,112760.369433787,198079.398869159,112730.365562522,164247.069131928,112730.365562522,164247.069131928,1,1,1,1,0,1,2,1,0,1,2,2
0.8705,112760.371628301,198079.398858605,112730.367937841,164247.06915445,112730.367937841,164247.06915445,1,1,1,1,0,1,2,1,0,1,2,2
0.871,112760.373822557,198079.398848053,112730.370313148,164247.069176968,112730.370313148,164247.069176968,1,1,1,1,0,1,2,1,0,1,2,2
0.8715,112760.376016555,198079.398837502,112730.372688444,164247.069199483,112730.372688444,164247.069199483,1,1,1,1,0,1,2,1,0,1,2,2
0.872,112760.378210294,198079.398826951,112730.375063729,164247.069221996,112730.375063729,164247.069221996,1,1,1,1,0,1,2,1,0,1,2,2
0.8725,112760.380403775,198079.398816402,112730.377439004,164247.069244505,112730.377439004,164247.069244505,1,1,1,1,0,1,2,1,0,1,2,2
0.873,112760.382596998,198079.398805854,112730.379814267,164247.06926701,112730.379814267,164247.06926701,1,1,1,1,0,1,2,1,0,1,2,2
0.8735,112760.384789962,198079.398795306,112730.382189519,164247.069289513,112730.382189519,164247.069289513,1,1,1,1,0,1,2,1,0,1,2,2
0.874,112760.386982668,198079.39878476,112730.384564761,164247.069312013,112730.384564761,164247.069312013,1,1,1,1,0,1,2,1,0,1,2,2
0.8745,112760.389175116,198079.398774215,112730.386939991,164247.069334509,112730.386939991,164247.069334509,1,1,1,1,0,1,2,1,0,1,2,2
0.875,112760.391367306,198079.398763671,112730.38931521,164247.069357002,112730.38931521,164247.069357002,1,1,1,1,0,1,2,1,0,1,2,2
0.8755,112760.393559237,198079.398753128,112730.391690419,164247.069379492,112730.391690419,164247.069379492,1,1,1,1,0,1,2,1,0,1,2,2
0.876,112760.39575091,198079.398742586,112730.394065616,164247.069401979,112730.394065616,164247.069401979,1,1,1,1,0,1,2,1,0,1,2,2
0.8765,112760.397942324,198079.398732045,112730.396440802,164247.069424463,112730.396440802,164247.069424463,1,1,1,1,0,1,2,1,0,1,2,2
0.877,112760.400133481,198079.398721505,112730.398815978,164247.069446943,112730.398815978,164247.069446943,1,1,1,1,0,1,2,1,0,1,2,2
0.8775,112760.402324379,198079.398710966,112730.401191142,164247.069469421,112730.401191142,164247.069469421,1,1,1,1,0,1,2,1,0,1,2,2
0.878,112760.404515019,198079.398700429,112730.403566295,164247.069491895,112730.403566295,164247.069491895,1,1,1,1,0,1,2,1,0,1,2,2
0.8785,112760.4067054,198079.398689892,112730.405941438,164247.069514366,112730.405941438,164247.069514366,1,1,1,1,0,1,2,1,0,1,2,2
0.879,112760.408895524,198079.398679356,112730.408316569,164247.069536834,112730.408316569,164247.069536834,1,1,1,1,0,1,2,1,0,1,2,2
0.8795,112760.411085389,198079.398668821,112730.410691689,164247.069559299,112730.410691689,164247.069559299,1,1,1,1,0,1,2,1,0,1,2,2
0.88,112760.413274995,198079.398658288,112730.413066799,164247.06958176,112730.413066799,164247.06958176,1,1,1,1,0,1,2,1,0,1,2,2
0.8805,112760.415464344,198079.398647755,112730.415441897,164247.069604219,112730.415441897,164247.069604219,1,1,1,1,0,1,2,1,0,1,2,2
0.881,112760.417653434,198079.398637223,112730.417816985,164247.069626674,112730.417816985,164247.069626674,1,1,1,1,0,1,2,1,0,1,2,2
0.8815,112760.419842265,198079.398626693,112730.420192061,164247.069649126,112730.420192061,164247.069649126,1,1,1,1,0,1,2,1,0,1,2,2
0.882,112760.422030839,198079.398616163,112730.422567126,164247.069671575,112730.422567126,164247.069671575,1,1,1,1,0,1,2,1,0,1,2,2
0.8825,112760.424219154,198079.398605635,112730.424942181,164247.069694021,112730.424942181,164247.069694021,1,1,1,1,0,1,2,1,0,1,2,2
0.883,112760.426407211,198079.398595107,112730.427317224,164247.069716463,112730.427317224,164247.069716463,1,1,1,1,0,1,2,1,0,1,2,2
0.8835,112760.42859501,198079.398584581,112730.429692257,164247.069738903,112730.429692257,164247.069738903,1,1,1,1,0,1,2,1,0,1,2,2
0.884,112760.43078255,198079.398574056,112730.432067278,164247.069761339,112730.432067278,164247.069761339,1,1,1,1,0,1,2,1,0,1,2,2
0.8845,112760.432969832,198079.398563531,112730.434442289,164247.069783772,112730.434442289,164247.069783772,1,1,1,1,0,1,2,1,0,1,2,2
0.885,112760.435156856,198079.398553008,112730.436817288,164247.069806202,112730.436817288,164247.069806202,1,1,1,1,0,1,2,1,0,1,2,2
0.8855,112760.437343621,198079.398542486,112730.439192276,164247.069828629,112730.439192276,164247.069828629,1,1,1,1,0,1,2,1,0,1,2,2
0.886,112760.439530128,198079.398531965,112730.441567254,164247.069851052,112730.441567254,164247.069851052,1,1,1,1,0,1,2,1,0,1,2,2
0.8865,112760.441716377,198079.398521445,112730.44394222,164247.069873473,112730.44394222,164247.069873473,1,1,1,1,0,1,2,1,0,1,2,2
0.887,112760.443902368,198079.398510925,112730.446317176,164247.06989589,112730.446317176,164247.06989589,1,1,1,1,0,1,2,1,0,1,2,2
0.8875,112760.4460881,198079.398500407,112730.44869212,164247.069918304,112730.44869212,164247.069918304,1,1,1,1,0,1,2,1,0,1,2,2
0.888,112760.448273574,198079.39848989,112730.451067054,164247.069940715,112730.451067054,164247.069940715,1,1,1,1,0,1,2,1,0,1,2,2
0.8885,112760.45045879,198079.398479374,112730.453441976,164247.069963123,112730.453441976,164247.069963123,1,1,1,1,0,1,2,1,0,1,2,2
0.889,112760.452643747,198079.398468859,112730.455816888,164247.069985528,112730.455816888,164247.069985528,1,1,1,1,0,1,2,1,0,1,2,2
0.8895,112760.454828447,198079.398458346,112730.458191788,164247.070007929,112730.458191788,164247.070007929,1,1,1,1,0,1,2,1,0,1,2,2
0.89,112760.457012887,198079.398447833,112730.460566678,164247.070030328,112730.460566678,164247.070030328,1,1,1,1,0,1,2,1,0,1,2,2
0.8905,112760.45919707,198079.398437321,112730.462941556,164247.070052723,112730.462941556,164247.070052723,1,1,1,1,0,1,2,1,0,1,2,2
0.891,112760.461380994,198079.39842681,112730.465316424,164247.070075115,112730.465316424,164247.070075115,1,1,1,1,0,1,2,1,0,1,2,2
0.8915,112760.46356466,198079.3984163,112730.46769128,164247.070097504,112730.46769128,164247.070097504,1,1,1,1,0,1,2,1,0,1,2,2
0.892,112760.465748068,198079.398405792,112730.470066126,164247.070119889,112730.470066126,164247.070119889,1,1,1,1,0,1,2,1,0,1,2,2
0.8925,112760.467931217,198079.398395284,112730.47244096,164247.070142272,112730.47244096,164247.070142272,1,1,1,1,0,1,2,1,0,1,2,2
0.893,112760.470114109,198079.398384777,112730.474815784,164247.070164651,112730.474815784,164247.070164651,1,1,1,1,0,1,2,1,0,1,2,2
0.8935,112760.472296741,198079.398374272,112730.477190597,164247.070187027,112730.477190597,164247.070187027,1,1,1,1,0,1,2,1,0,1,2,2
0.894,112760.474479116,198079.398363767,112730.479565398,164247.0702094,112730.479565398,164247.0702094,1,1,1,1,0,1,2,1,0,1,2,2
0.8945,112760.476661232,198079.398353264,112730.481940189,164247.07023177,112730.481940189,164247.07023177,1,1,1,1,0,1,2,1,0,1,2,2
0.895,112760.47884309,198079.398342761,112730.484314968,164247.070254137,112730.484314968,164247.070254137,1,1,1,1,0,1,2,1,0,1,2,2
0.8955,112760.48102469,198079.39833226,112730.486689737,164247.0702765,112730.486689737,164247.0702765,1,1,1,1,0,1,2,1,0,1,2,2
0.896,112760.483206031,198079.398321759,112730.489064494,164247.070298861,112730.489064494,164247.070298861,1,1,1,1,0,1,2,1,0,1,2,2
0.8965,112760.485387114,198079.39831126,112730.491439241,164247.070321218,112730.491439241,164247.070321218,1,1,1,1,0,1,2,1,0,1,2,2
0.897,112760.487567939,198079.398300762,112730.493813977,164247.070343572,112730.493813977,164247.070343572,1,1,1,1,0,1,2,1,0,1,2,2
0.8975,112760.489748506,198079.398290264,112730.496188701,164247.070365923,112730.496188701,164247.070365923,1,1,1,1,0,1,2,1,0,1,2,2
0.898,112760.491928814,198079.398279768,112730.498563415,164247.070388271,112730.498563415,164247.070388271,1,1,1,1,0,1,2,1,0,1,2,2
0.8985,112760.494108864,198079.398269273,112730.500938118,164247.070410615,112730.500938118,164247.070410615,1,1,1,1,0,1,2,1,0,1,2,2
0.899,112760.496288656,198079.398258779,112730.503312809,164247.070432957,112730.503312809,164247.070432957,1,1,1,1,0,1,2,1,0,1,2,2
0.8995,112760.498468189,198079.398248286,112730.50568749,164247.070455295,112730.50568749,164247.070455295,1,1,1,1,0,1,2,1,0,1,2,2
0.9,112760.500647464,198079.398237794,112730.508062159,164247.07047763,112730.508062159,164247.07047763,1,1,1,1,0,1,2,1,0,1,2,2
0.9005,112760.502826481,198079.398227303,112730.510436818,164247.070499962,112730.510436818,164247.070499962,1,1,1,1,0,1,2,1,0,1,2,2
0.901,112760.505005239,198079.398216813,112730.512811466,164247.070522291,112730.512811466,164247.070522291,1,1,1,1,0,1,2,1,0,1,2,2
0.9015,112760.507183739,198079.398206324,112730.515186102,164247.070544616,112730.515186102,164247.070544616,1,1,1,1,0,1,2,1,0,1,2,2
0.902,112760.509361981,198079.398195836,112730.517560728,164247.070566939,112730.517560728,164247.070566939,1,1,1,1,0,1,2,1,0,1,2,2
0.9025,112760.511539965,198079.398185349,112730.519935343,164247.070589258,112730.519935343,164247.070589258,1,1,1,1,0,1,2,1,0,1,2,2
0.903,112760.51371769,198079.398174863,112730.522309946,164247.070611574,112730.522309946,164247.070611574,1,1,1,1,0,1,2,1,0,1,2,2
0.9035,112760.515895157,198079.398164378,112730.524684539,164247.070633887,112730.524684539,164247.070633887,1,1,1,1,0,1,2,1,0,1,2,2
0.904,112760.518072366,198079.398153895,112730.527059121,164247.070656197,112730.527059121,164247.070656197,1,1,1,1,0,1,2,1,0,1,2,2
0.9045,112760.520249317,198079.398143412,112730.529433691,164247.070678504,112730.529433691,164247.070678504,1,1,1,1,0,1,2,1,0,1,2,2
0.905,112760.522426009,198079.39813293,112730.531808251,164247.070700807,112730.531808251,164247.070700807,1,1,1,1,0,1,2,1,0,1,2,2
0.9055,112760.524602443,198079.39812245,112730.5341828,164247.070723107,112730.5341828,164247.070723107,1,1,1,1,0,1,2,1,0,1,2,2
0.906,112760.526778618,198079.39811197,112730.536557338,164247.070745404,112730.536557338,164247.070745404,1,1,1,1,0,1,2,1,0,1,2,2
