"time","revolute1.phi","revolute1.w","revolute2.phi","revolute2.w"
0,0,0,0,0
0.0006,-3.27846169574863e-06,-0.010927864609533,-3.27846169574875e-06,-0.0109278646095336
0.0012,-1.31120880123455e-05,-0.0218521186370202,-1.31120880123459e-05,-0.0218521186370211
0.0018,-2.94975606135885e-05,-0.0327727489764433,-2.94975606135895e-05,-0.0327727489764444
0.0024,-5.24342521193366e-05,-0.0436897531482548,-5.24342521193384e-05,-0.0436897531482562
0.003,-8.19152727209083e-05,-0.0546031037140926,-8.19152727209109e-05,-0.0546031037140942
0.0036,-0.000117939777307825,-0.0655127973090047,-0.000117939777307829,-0.0655127973090065
0.0042,-0.000160509222309304,-0.0764188397320131,-0.000160509222309308,-0.076418839732015
0.0048,-0.000209623607725343,-0.0873212309831179,-0.000209623607725348,-0.0873212309831197
0.0054,-0.000265275046987207,-0.098219939160857,-0.000265275046987213,-0.0982199391608588
0.006,-0.000327459311497902,-0.109114947160399,-0.00032745931149791,-0.109114947160401
0.0066,-0.000396182146807928,-0.120006278222709,-0.000396182146807936,-0.120006278222711
0.0072,-0.000471443552917284,-0.130893932347786,-0.000471443552917293,-0.130893932347788
0.0078,-0.000553237853900432,-0.141777886283427,-0.000553237853900442,-0.141777886283429
0.0084,-0.000641550416189474,-0.152658080081224,-0.000641550416189485,-0.152658080081225
0.009,-0.000736392589579011,-0.163534560237158,-0.000736392589579023,-0.16353456023716
0.0096,-0.000837764374069043,-0.174407326751232,-0.000837764374069056,-0.174407326751234
0.0102,-0.000945664961748567,-0.185276376253451,-0.000945664961748581,-0.185276376253453
0.0108,-0.00106007109183005,-0.196141611717451,-0.00106007109183006,-0.196141611717453
0.0114,-0.00118099748207139,-0.207003094534557,-0.0011809974820714,-0.207003094534559
0.012,-0.00130844413247258,-0.217860824704768,-0.0013084441324726,-0.21786082470477
0.0126,-0.00144241104303364,-0.228714802228084,-0.00144241104303366,-0.228714802228086
0.0132,-0.00158288526127021,-0.239564971314632,-0.00158288526127023,-0.239564971314634
0.0138,-0.00172986696826145,-0.250411332744367,-0.00172986696826147,-0.250411332744369
0.0144,-0.00188335639790756,-0.261253887524762,-0.00188335639790759,-0.261253887524765
0.015,-0.00204335147459004,-0.272092626715563,-0.00204335147459007,-0.272092626715567
0.0156,-0.00220985012269035,-0.282927541376517,-0.00220985012269038,-0.282927541376521
0.0162,-0.00238285026658997,-0.293758622567369,-0.00238285026659001,-0.293758622567374
0.0168,-0.00256234983067039,-0.304585861347865,-0.00256234983067043,-0.304585861347872
0.0174,-0.00274834673931308,-0.315409248777753,-0.00274834673931313,-0.315409248777762
0.018,-0.00294083721200638,-0.326228767161872,-0.00294083721200644,-0.326228767161882
0.0186,-0.00313981586737091,-0.337044390584345,-0.00313981586737097,-0.337044390584355
0.0192,-0.00334528330857302,-0.347856123860917,-0.00334528330857308,-0.347856123860926
0.0198,-0.00355723718196502,-0.358663956623609,-0.00355723718196508,-0.358663956623617
0.0204,-0.00377567513389925,-0.369467878504443,-0.00377567513389931,-0.369467878504448
0.021,-0.00400059481072805,-0.380267879135438,-0.00400059481072811,-0.380267879135441
0.0216,-0.00423199385880375,-0.391063948148617,-0.0042319938588038,-0.391063948148616
0.0222,-0.00446986992447868,-0.401856075175999,-0.00446986992447873,-0.401856075175994
0.0228,-0.00471422065410517,-0.412644249849607,-0.00471422065410521,-0.412644249849596
0.0234,-0.00496504242642855,-0.42342844652876,-0.00496504242642857,-0.423428446528745
0.024,-0.00522233344490922,-0.434208661557768,-0.00522233344490924,-0.43420866155775
0.0246,-0.00548609150367153,-0.444984886349077,-0.00548609150367153,-0.444984886349056
0.0252,-0.00575631419454316,-0.45575710987777,-0.00575631419454315,-0.455757109877745
0.0258,-0.00603299910935182,-0.466525321118929,-0.00603299910935179,-0.466525321118901
0.0264,-0.00631614383992521,-0.47728950904764,-0.00631614383992516,-0.477289509047609
0.027,-0.00660574597809101,-0.488049662638985,-0.00660574597809094,-0.488049662638951
0.0276,-0.00690180311567695,-0.498805770868049,-0.00690180311567685,-0.498805770868012
0.0282,-0.00720431259470999,-0.509557816409712,-0.00720431259470986,-0.509557816409672
0.0288,-0.00751327164738888,-0.520305779168886,-0.00751327164738872,-0.520305779168843
0.0294,-0.00782867820808411,-0.531049656759897,-0.00782867820808392,-0.531049656759852
0.03,-0.0081505298415028,-0.541789437473825,-0.00815052984150259,-0.541789437473777
0.0306,-0.00847882411235207,-0.552525109601745,-0.00847882411235183,-0.552525109601696
0.0312,-0.00881355858533906,-0.563256661434737,-0.00881355858533879,-0.563256661434686
0.0318,-0.00915473082517088,-0.573984081263878,-0.00915473082517058,-0.573984081263825
0.0324,-0.00950233839655466,-0.584707357380246,-0.00950233839655432,-0.584707357380193
0.033,-0.00985637886419752,-0.595426478074919,-0.00985637886419715,-0.595426478074865
