"time","mixingVolume1.medium.T","mixingVolume2.medium.T"
0.198,301.361154850498,297.464819646668
0.2,301.400467110222,297.472683455442
0.202,301.439700396037,297.480610510541
0.204,301.478854869158,297.488600519587
0.206,301.517930690799,297.496653190205
0.208,301.556928022174,297.50476823002
0.21,301.5958470245,297.512945346655
0.212,301.63468785899,297.521184247734
0.214,301.673450686859,297.529484640881
0.216,301.712135669321,297.537846233721
0.218,301.750742967593,297.546268733877
0.22,301.789272742887,297.554751848973
0.222,301.82772515642,297.563295286634
0.224,301.866100369405,297.571898754483
0.226,301.904398543058,297.580561960145
0.228,301.942619838593,297.589284611244
0.23,301.980764417225,297.598066415403
0.232,302.018832440169,297.606907080247
0.234,302.056824068639,297.6158063134
0.236,302.09473946385,297.624763822485
0.238,302.132578787016,297.633779315128
0.24,302.170342199354,297.642852498951
0.242,302.208029862076,297.651983081579
0.244,302.245641936399,297.661170770637
0.246,302.283178475867,297.670415580645
0.248,302.320638916018,297.67971928769
0.25,302.358024157756,297.689079490993
0.252,302.395334359002,297.698495907569
0.254,302.432569677676,297.707968254433
0.256,302.469730271698,297.7174962486
0.258,302.506816298989,297.727079607085
0.26,302.543827917467,297.736718046902
0.262,302.580765285055,297.746411285066
0.264,302.617628559671,297.756159038593
0.266,302.654417899236,297.765961024496
0.268,302.691133461669,297.775816959791
0.27,302.727775404892,297.785726561492
0.272,302.764343886825,297.795689546615
0.274,302.800839065387,297.805705632174
0.276,302.837261098499,297.815774535184
0.278,302.87361014408,297.825895972659
0.28,302.909886360052,297.836069661615
0.282,302.946089904334,297.846295319066
0.284,302.982220934846,297.856572662027
0.286,303.018279609509,297.866901407514
0.288,303.054266086242,297.87728127254
0.29,303.090180522966,297.88771197412
0.292,303.126023077602,297.89819322927
0.294,303.161793908068,297.908724755004
0.296,303.197493172286,297.919306268337
0.298,303.233121028176,297.929937486283
0.3,303.268677633657,297.940618125858
0.302,303.30416314665,297.951347904077
0.304,303.339577725075,297.962126537953
0.306,303.374919539002,297.972959102746
0.308,303.410189310436,297.983843794984
0.31,303.445388299013,297.994777362009
0.312,303.480516652656,298.005759547783
0.314,303.515574519287,298.016790096269
0.316,303.550562046829,298.027868751429
0.318,303.585479383205,298.038995257228
0.32,303.620326676338,298.050169357628
0.322,303.655104074149,298.061390796591
0.324,303.689811724563,298.07265931808
0.326,303.724449775502,298.083974666058
0.328,303.759018374889,298.095336584489
0.33,303.793517670645,298.106744817334
0.332,303.827947810695,298.118199108557
0.334,303.862308942961,298.12969920212
0.336,303.896601215365,298.141244841986
0.338,303.93082477583,298.152835772119
0.34,303.96497977228,298.164471736481
0.342,303.999066352636,298.176152479034
0.344,304.033084664822,298.187877743742
0.346,304.06703485676,298.199647274568
0.348,304.100917076373,298.211460815474
0.35,304.134731471584,298.223318110422
0.352,304.168478190315,298.235218903377
0.354,304.202157380489,298.247162938301
0.356,304.23576919003,298.259149959156
0.358,304.269313766859,298.271179709906
0.36,304.3027912589,298.283251934513
0.362,304.336201814075,298.295366376939
0.364,304.369545198486,298.307523809326
0.366,304.402819408157,298.319729770335
0.368,304.436026835714,298.331977959322
0.37,304.469167619646,298.344268145657
0.372,304.50224189844,298.356600098711
0.374,304.535249810582,298.368973587858
0.376,304.568191494559,298.381388382467
0.378,304.601067088858,298.393844251912
0.38,304.633876731967,298.406340965564
0.382,304.666620562373,298.418878292793
0.384,304.699298718562,298.431456002973
0.386,304.731911339021,298.444073865475
0.388,304.764458562237,298.45673164967
0.39,304.796940526698,298.46942912493
0.392,304.829357370891,298.482166060627
0.394,304.861709233301,298.494942226133
0.396,304.893996252417,298.507757390818
0.398,304.926218566726,298.520611324056
0.4,304.958376314713,298.533503795217
0.402,304.990469634868,298.546434573673
0.404,305.022498665675,298.559403428796
0.406,305.054463545623,298.572410129958
0.408,305.086364413198,298.58545444653
0.41,305.118201406887,298.598536147884
0.412,305.149974665178,298.611655003391
0.414,305.181684326557,298.624810782424
0.416,305.213330529512,298.638003254354
0.418,305.244913412529,298.651232188552
0.42,305.276433114095,298.664497354391
0.422,305.307889772697,298.677798521241
0.424,305.339281965105,298.691139590867
0.426,305.370610340234,298.704518982013
0.428,305.401875837081,298.717934345865
0.43,305.433078586077,298.731385473105
0.432,305.464218717657,298.744872154416
0.434,305.495296362253,298.758394180479
0.436,305.5263116503,298.771951341977
0.438,305.557264712229,298.785543429592
0.44,305.588155678475,298.799170234006
0.442,305.618984679471,298.812831545902
0.444,305.649751845651,298.82652715596
0.446,305.680457307446,298.840256854864
0.448,305.711101195292,298.854020433297
0.45,305.741683639621,298.867817681939
0.452,305.772204770866,298.881648391473
0.454,305.802664719461,298.895512352581
0.456,305.833063615839,298.909409355946
0.458,305.863401590433,298.92333919225
0.46,305.893678773677,298.937301652174
0.462,305.923895296004,298.951296526401
0.464,305.954051287847,298.965323605614
0.466,305.98414687964,298.979382680494
0.468,306.014182201816,298.993473541724
0.47,306.044157384808,299.007595979985
0.472,306.074072559049,299.02174978596
0.474,306.103927854973,299.035934750331
0.476,306.133723403014,299.050150663781
0.478,306.163459333603,299.06439731699
0.48,306.193135777176,299.078674500643
0.482,306.222752524204,299.092982883218
0.484,306.252308079738,299.10732645224
0.486,306.281804311292,299.121700513138
0.488,306.311241341851,299.136104875826
0.49,306.340619294402,299.150539350217
0.492,306.369938291928,299.165003746225
0.494,306.399198457417,299.179497873762
0.496,306.428399913852,299.194021542743
0.498,306.457542784219,299.208574563081
0.5,306.486627191504,299.223156744688
0.502,306.515653258692,299.237767897479
0.504,306.544621108768,299.252407831367
0.506,306.573530864717,299.267076356265
0.508,306.602382649525,299.281773282087
0.51,306.631176586177,299.296498418747
0.512,306.659912797657,299.311251576156
0.514,306.688591406953,299.32603256423
0.516,306.717212537048,299.340841192881
0.518,306.745776310929,299.355677272022
0.52,306.77428285158,299.370540611568
0.522,306.802732281986,299.385431021431
0.524,306.831124725134,299.400348311525
0.526,306.859460304008,299.415292291764
0.528,306.887739141594,299.43026277206
0.53,306.915961360876,299.445259562328
0.532,306.944127084841,299.46028247248
0.534,306.972236436473,299.47533131243
0.536,307.000289538758,299.490405892091
0.538,307.028286514681,299.505506021378
0.54,307.056227487227,299.520631510202
0.542,307.084111595554,299.535784616086
0.544,307.111939297482,299.550964315926
0.546,307.139711171802,299.566169285663
0.548,307.167427331223,299.581399360776
0.55,307.195087888234,299.596654377295
0.552,307.222692955101,299.611934171797
0.554,307.25024264387,299.627238581413
0.556,307.277737066363,299.642567443825
0.558,307.305176334185,299.657920597266
0.56,307.332560558715,299.673297880518
0.562,307.359889851114,299.688699132915
0.564,307.387164322318,299.704124194342
0.566,307.414384083046,299.719572905236
0.568,307.441549243791,299.735045106584
0.57,307.468659914828,299.750540639923
0.572,307.495716206208,299.766059347342
0.574,307.522718227763,299.78160107148
0.576,307.549666089103,299.79716565553
0.578,307.576559899613,299.812752943231
0.58,307.603399768463,299.828362778877
0.582,307.630185804595,299.843995007311
0.584,307.656918116735,299.859649473927
0.586,307.683596813383,299.875326024671
0.588,307.71022200282,299.891024506039
0.59,307.736793793107,299.906744765078
0.592,307.76331229208,299.922486649387
0.594,307.789777607355,299.938250007114
0.596,307.816189846328,299.954034686959
0.598,307.842549116173,299.969840538173
0.6,307.86885552384,299.985667410559
0.602,307.89510917606,300.001515154468
0.604,307.921310179343,300.017383620805
0.606,307.947458639976,300.033272661024
0.608,307.973554664025,300.04918212713
0.61,307.999598357335,300.065111871681
0.612,308.025589825529,300.081061747784
0.614,308.05152917401,300.097031609096
0.616,308.077416507956,300.113021309828
0.618,308.103251932327,300.129030704739
0.62,308.129035551862,300.145059649141
0.622,308.154767471074,300.161107998896
0.624,308.18044779426,300.177175610416
0.626,308.206076625492,300.193262340667
0.628,308.231654068622,300.209368047161
0.63,308.25718022728,300.225492587966
0.632,308.282655204875,300.241635821699
0.634,308.308079104594,300.257797607526
0.636,308.333452029403,300.273977805167
0.638,308.358774082047,300.29017627489
0.64,308.384045365047,300.306392877517
0.642,308.409265980707,300.322627474419
0.644,308.434436031105,300.338879927518
0.646,308.459555618101,300.355150099287
0.648,308.484624843332,300.371437852751
0.65,308.509643808212,300.387743051485
0.652,308.534612613938,300.404065559614
0.654,308.55953136148,300.420405241816
0.656,308.584400151592,300.436761963319
0.658,308.609219084802,300.453135589902
0.66,308.633988037645,300.469526421831
0.662,308.658707209615,300.485934133221
0.664,308.683376800043,300.50235839862
0.666,308.707996907719,300.518799087669
0.668,308.732567631199,300.535256070583
0.67,308.757089068804,300.551729218149
0.672,308.781561318622,300.568218401734
0.674,308.805984478508,300.584723493278
0.676,308.830358646082,300.601244365294
0.678,308.85468391873,300.617780890874
0.68,308.878960393604,300.634332943681
0.682,308.903188167622,300.650900397957
0.684,308.92736733747,300.667483128517
0.686,308.951497999597,300.684081010751
0.688,308.97558025022,300.700693920625
0.69,308.999614185323,300.717321734679
0.692,309.023599900653,300.733964330029
0.694,309.047537491726,300.750621584367
0.696,309.071427053822,300.767293375957
0.698,309.09526868199,300.783979583641
0.7,309.119062471041,300.800680086836
0.702,309.142808515555,300.817394765532
0.704,309.166506909878,300.834123500296
0.706,309.190157748121,300.850866172269
0.708,309.213761124161,300.867622663168
0.71,309.237317131642,300.884392855285
0.712,309.260825863974,300.901176631486
0.714,309.284287414332,300.917973875214
0.716,309.307701875658,300.934784470485
0.718,309.33106934066,300.951608301892
0.72,309.354389901812,300.968445254601
0.722,309.377663651355,300.985295214356
0.724,309.400890681293,301.002158067473
0.726,309.424071083401,301.019033700845
0.728,309.447204949215,301.03592200194
0.73,309.47029237004,301.0528228588
0.732,309.493333436947,301.069736160044
0.734,309.516328240773,301.086661794864
0.736,309.539276872119,301.103599653028
0.738,309.562179421356,301.120549624879
0.74,309.585035978617,301.137511601337
0.742,309.607846633803,301.154485473894
0.744,309.630611476582,301.171471134618
0.746,309.653330596387,301.188468476154
0.748,309.676004082417,301.205477391719
0.75,309.698632023637,301.222497775109
0.752,309.721214508778,301.239529520691
0.754,309.743751626338,301.25657252341
0.756,309.766243464581,301.273626678784
0.758,309.788690111535,301.290691882909
0.76,309.811091654998,301.307768032453
0.762,309.833448182529,301.324855024661
0.764,309.855759781458,301.341952757352
0.766,309.878027182745,301.359059024625
0.768,309.900250321443,301.37617422159
0.77,309.922428869238,301.3932996039
0.772,309.94456291489,301.410435063943
0.774,309.966652546951,301.427580494585
0.776,309.988697853774,301.444735789166
0.778,310.010698923503,301.461900841505
0.78,310.032655844082,301.479075545898
0.782,310.054568703249,301.496259797118
0.784,310.076437588539,301.513453490414
0.786,310.098262587283,301.530656521513
0.788,310.120043786608,301.547868786617
0.79,310.141781273436,301.565090182407
0.792,310.163475134488,301.582320606041
0.794,310.185125456278,301.599559955154
0.796,310.206732325118,301.616808127855
0.798,310.228295827115,301.634065022733
0.8,310.249816048174,301.651330538853
0.802,310.271293073993,301.668604575759
0.804,310.29272699007,301.685887033467
0.806,310.314117881695,301.703177812475
0.808,310.335465833958,301.720476813755
0.81,310.356770931742,301.737783938758
0.812,310.378033259728,301.755099089409
0.814,310.399252902392,301.772422168113
0.816,310.420429944008,301.789753077751
0.818,310.441564468643,301.80709172168
0.82,310.462656560162,301.824438003735
0.822,310.483706302227,301.841791828227
0.824,310.504713778295,301.859153099946
0.826,310.525679071619,301.876521724155
0.828,310.546602265249,301.893897606599
0.83,310.567483442028,301.911280653495
0.832,310.588322684601,301.928670771542
0.834,310.609120075403,301.946067867911
0.836,310.629875696669,301.963471850253
0.838,310.650589630429,301.980882626696
0.84,310.671261958508,301.998300105843
0.842,310.69189276253,302.015724196775
0.844,310.712482123911,302.033154809051
0.846,310.733030123868,302.050591852706
0.848,310.753536843409,302.068035238251
0.85,310.774002363342,302.085484876675
0.852,310.79442676427,302.102940679445
0.854,310.814810126591,302.120402558503
0.856,310.8351525305,302.137870426268
0.858,310.855454055989,302.155344195638
0.86,310.875714782845,302.172823779986
0.862,310.89593479065,302.190309093162
0.864,310.916114158785,302.207800049495
0.866,310.936252966426,302.225296563789
0.868,310.956351292542,302.242798551325
0.87,310.976409215904,302.260305927861
0.872,310.996427340546,302.277816945636
0.874,311.016405768892,302.295331445164
0.876,311.036344101669,302.312850855491
0.878,311.056242418981,302.330375087471
0.88,311.076100800754,302.347904052352
0.882,311.095919326737,302.365437661775
0.884,311.115698076498,302.382975827778
0.886,311.13543712943,302.400518462795
0.888,311.155136564746,302.418065479653
0.89,311.174796461484,302.435616791574
0.892,311.194416898499,302.453172312176
0.894,311.213997954474,302.470731955471
0.896,311.233539707908,302.488295635868
0.898,311.253042237127,302.505863268168
0.9,311.272505620277,302.523434767569
0.902,311.291929935324,302.541010049664
0.904,311.31131526006,302.558589030439
0.906,311.330661672095,302.576171626278
0.908,311.349969248865,302.593757753957
0.91,311.369238067625,302.611347330649
0.912,311.388468205453,302.628940273922
0.914,311.407659739249,302.646536501736
0.916,311.426812745735,302.664135932451
0.918,311.445927301455,302.681738484818
0.92,311.465003482775,302.699344077985
0.922,311.484041365883,302.716952631492
0.924,311.503041026789,302.734564065279
0.926,311.522002541324,302.752178299676
0.928,311.540925985144,302.769795255411
0.93,311.559811433724,302.787414853606
0.932,311.578658962361,302.805037015778
0.934,311.597468646177,302.822661663839
0.936,311.616240560113,302.840288720096
0.938,311.634974778932,302.857918107251
0.94,311.653671377222,302.875549748402
0.942,311.67233042939,302.893183567039
0.944,311.690952009666,302.910819487051
0.946,311.709536192103,302.928457432718
0.948,311.728083050573,302.946097328717
0.95,311.746592658774,302.963739100122
0.952,311.765065090224,302.981382672397
0.954,311.783500418261,302.999027971406
0.956,311.80189871605,303.016674923404
0.958,311.820260056573,303.034323455044
0.96,311.838584512636,303.051973493373
0.962,311.856872156869,303.069624965831
0.964,311.87512306172,303.087277800256
0.966,311.893337299462,303.104931924879
0.968,311.911514942189,303.122587268327
0.97,311.929656061818,303.140243759622
0.972,311.947760730085,303.15790132818
0.974,311.965829018552,303.175559903812
0.976,311.983860998601,303.193219416725
0.978,312.001857049649,303.210878834442
0.98,312.019817378415,303.228537663966
0.982,312.037741662779,303.246197064591
0.984,312.055629974952,303.263856963292
0.986,312.073482386985,303.28151728738
0.988,312.091298970769,303.299177964502
0.99,312.109079798037,303.316838922641
0.992,312.126824940362,303.334500090116
0.994,312.144534469159,303.352161395582
0.996,312.162208455682,303.36982276803
0.998,312.179846971029,303.387484136787
1,312.197450086135,303.405145431517
1.002,312.21501787178,303.422806582217
1.004,312.23255039858,303.440467519223
1.006,312.250047736997,303.458128173206
1.008,312.267509957331,303.475788475173
1.01,312.284937129722,303.493448356466
1.012,312.302329324154,303.511107748764
1.014,312.319686610449,303.528766584083
1.016,312.337009058272,303.546424794772
1.018,312.354296737127,303.564082313519
1.02,312.371549716361,303.581739073347
1.022,312.388768065159,303.599395007614
1.024,312.40595185255,303.617050050015
1.026,312.423101147402,303.634704134581
1.028,312.440216018425,303.652357195677
1.03,312.457296534168,303.670009168009
1.032,312.474342763023,303.687659986612
1.034,312.491354773221,303.705309586863
1.036,312.508332632836,303.722957904472
1.038,312.525276409782,303.740604875485
1.04,312.542186171812,303.758250436285
1.042,312.559061986524,303.775894523591
1.044,312.575903921352,303.793537074457
1.046,312.592712043575,303.811178026274
1.048,312.60948642031,303.828817316768
1.05,312.626227118517,303.846454884001
1.052,312.642934204995,303.864090666373
1.054,312.659607746386,303.881724602617
1.056,312.676247809171,303.899356631804
1.058,312.692854459673,303.916986693341
1.06,312.709427764055,303.934614726969
1.062,312.725967788322,303.952240672767
1.064,312.742474598319,303.96986447115
1.066,312.758948259732,303.987486062867
1.068,312.775388838088,304.005105389006
1.07,312.791796398755,304.022722390988
1.072,312.808171006942,304.040337010571
1.074,312.824512727699,304.057949189851
1.076,312.840821625916,304.075558871256
1.078,312.857097766324,304.093165997554
1.08,312.873341213497,304.110770511847
1.082,312.889552031846,304.128372357572
1.084,312.905730462635,304.145970934114
1.086,312.921876751498,304.163565627256
1.088,312.937990640206,304.181157372262
1.09,312.95407219364,304.198746110526
1.092,312.97012147653,304.216331783736
1.094,312.986138553464,304.233914333877
1.096,313.002123488885,304.251493703226
1.098,313.018076347086,304.269069834355
1.1,313.033997192219,304.286642670131
1.102,313.049886088289,304.304212153714
1.104,313.065743099154,304.321778228561
1.106,313.081568288528,304.33934083842
1.108,313.097361719978,304.356899927337
1.11,313.113123456928,304.374455439649
1.112,313.128853562653,304.39200731999
1.114,313.144552100285,304.409555513288
1.116,313.160219132808,304.427099964763
1.118,313.175854723064,304.444640619932
1.12,313.191458933746,304.462177424606
1.122,313.207031827403,304.47971032489
1.124,313.222573466438,304.497239267182
1.126,313.238083913109,304.514764198178
1.128,313.253563229527,304.532285064865
1.13,313.269011477658,304.549801814526
1.132,313.284428719324,304.567314394738
1.134,313.2998150162,304.584822753371
1.136,313.315170429814,304.602326838593
1.138,313.330495021552,304.619826598863
1.14,313.345788852651,304.637321982936
1.142,313.361051984203,304.654812939861
1.144,313.376284477157,304.672299418982
1.146,313.391486392313,304.689781369935
1.148,313.406657790328,304.707258742654
1.15,313.421798731711,304.724731487365
1.152,313.436909276828,304.74219955459
1.154,313.451989485898,304.759662895142
1.156,313.467039418994,304.777121460134
1.158,313.482059136044,304.794575200967
1.16,313.497048696831,304.812024069343
1.162,313.51200816099,304.829468017252
1.164,313.526937588015,304.846906996984
1.166,313.541837037249,304.864340961119
1.168,313.556706567893,304.881769862533
1.17,313.571546239002,304.899193654399
1.172,313.586356109484,304.91661229018
1.174,313.601136238102,304.934025723636
1.176,313.615886683473,304.951433908822
1.178,313.630607504071,304.968836800084
1.18,313.645298758221,304.986234352067
1.182,313.659960504104,305.003626519706
1.184,313.674592799754,305.021013258234
1.186,313.689195703063,305.038394523177
1.188,313.703769271774,305.055770270353
1.19,313.71831369453,305.073140064388
1.192,313.732829289207,305.090503083694
1.194,313.747315757252,305.107860348083
1.196,313.761773156908,305.125211811329
1.198,313.776201546282,305.142557427457
1.2,313.790600983352,305.159897150752
1.202,313.804971525961,305.177230935749
1.204,313.819313231822,305.194558737241
1.206,313.833626158514,305.211880510274
1.208,313.847910363483,305.229196210149
1.21,313.862165904046,305.246505792422
1.212,313.876392837385,305.263809212905
1.214,313.890591220549,305.281106427663
1.216,313.904761110457,305.298397393017
1.218,313.918902563895,305.31568206554
1.22,313.933015637515,305.332960402065
1.222,313.947100387838,305.350232359675
1.224,313.961156871254,305.367497895709
1.226,313.975185144017,305.384756967763
1.228,313.989185262253,305.402009533685
1.23,314.003157281952,305.419255551579
1.232,314.017101258974,305.436494979804
1.234,314.031017249046,305.453727776972
1.236,314.044905307763,305.470953901953
1.238,314.058765490586,305.488173313869
1.24,314.072597852845,305.505385972097
1.242,314.086402449739,305.522591836272
1.244,314.100179336332,305.539790866278
1.246,314.113928567557,305.55698302226
1.248,314.127650198216,305.574168264612
1.25,314.141344282975,305.591346553988
1.252,314.155010876371,305.608517851293
1.254,314.168650032808,305.625682117689
1.256,314.182261806557,305.642839314591
1.258,314.195846251756,305.659989403671
1.26,314.209403422413,305.677132346852
1.262,314.222933372402,305.694268106317
1.264,314.236436155464,305.711396644499
1.266,314.249911825209,305.728517924089
1.268,314.263360435115,305.745631908032
1.27,314.276782038526,305.762738559526
1.272,314.290176688656,305.779837842025
1.274,314.303544438583,305.796929719239
1.276,314.316885341257,305.814014155131
1.278,314.330199449492,305.831091113919
1.28,314.343486815973,305.848160560077
1.282,314.356747493249,305.865222458334
1.284,314.36998153374,305.88227677367
1.286,314.383188989732,305.899323471325
1.288,314.396369913379,305.91636251679
1.29,314.409524356703,305.933393875812
1.292,314.422652371592,305.950417514393
1.294,314.435754009804,305.967433398791
1.296,314.448829393447,305.984441296159
1.298,314.46187884836,306.00144039729
1.3,314.474902113461,306.018431552925
1.302,314.487899241247,306.035414726754
1.304,314.500870284107,306.052389882645
1.306,314.513815294327,306.069356984644
1.308,314.526734324086,306.086315996973
1.31,314.53962742546,306.103266884033
1.312,314.55249465042,306.1202096104
1.314,314.565336050832,306.137144140824
1.316,314.57815167846,306.154070440231
1.318,314.590941584962,306.170988473721
1.32,314.603705821893,306.187898206566
1.322,314.616444440707,306.204799604211
1.324,314.629157492753,306.221692632273
1.326,314.641845029276,306.238577256539
1.328,314.654507101423,306.255453442968
1.33,314.667143760233,306.272321157687
1.332,314.679755056648,306.289180366993
1.334,314.692341041505,306.30603103735
1.336,314.704901765542,306.322873135392
1.338,314.717437279393,306.339706627916
1.34,314.729947633594,306.356531481889
1.342,314.742432878578,306.373347664441
1.344,314.754893064679,306.390155142867
1.346,314.767328242129,306.406953884627
1.348,314.779738461062,306.423743857343
1.35,314.792123771512,306.440525028801
1.352,314.804484223411,306.457297366948
1.354,314.816819866594,306.474060839892
1.356,314.829130750798,306.490815415902
1.358,314.841416925659,306.507561063407
1.36,314.853678440715,306.524297750995
1.362,314.865915345406,306.541025447411
1.364,314.878127689075,306.55774412156
1.366,314.890315520966,306.574453742503
1.368,314.902478890225,306.591154279456
1.37,314.914617845903,306.607845701792
1.372,314.926732436951,306.62452797904
1.374,314.938822712226,306.64120108088
1.376,314.950888720486,306.657864977148
1.378,314.962930510395,306.674519637832
1.38,314.97494813052,306.691165033072
1.382,314.986941629332,306.707801133161
1.384,314.998911055206,306.724427908538
1.386,315.010856456423,306.741045329798
1.388,315.022777881168,306.757653367682
1.39,315.034675377532,306.774251993079
1.392,315.046548993511,306.790841177027
1.394,315.058398777006,306.807420890711
1.396,315.070224775825,306.823991105464
1.398,315.082027037683,306.840551792761
1.4,315.093805610199,306.857102924226
1.402,315.105560540901,306.873644471625
1.404,315.117291877222,306.890176406868
1.406,315.128999666504,306.906698702009
1.408,315.140683955996,306.923211329243
1.41,315.152344792854,306.939714260907
1.412,315.163982224141,306.95620746948
1.414,315.175596296832,306.972690927579
1.416,315.187187057807,306.989164607961
1.418,315.198754553854,307.005628483524
1.42,315.210298831674,307.022082527301
1.422,315.221819937874,307.038526712464
1.424,315.23331791897,307.054961012322
1.426,315.244792821391,307.071385400318
1.428,315.256244691472,307.087799850033
1.43,315.267673575462,307.104204335179
1.432,315.279079519516,307.120598829605
1.434,315.290462569704,307.136983307292
1.436,315.301822772004,307.153357742354
1.438,315.313160172306,307.169722109035
1.44,315.324474816413,307.186076381711
1.442,315.335766750038,307.20242053489
1.444,315.347036018805,307.218754543206
1.446,315.358282668252,307.235078381426
1.448,315.369506743829,307.251392024442
1.45,315.380708290899,307.267695447275
1.452,315.391887354737,307.283988625073
1.454,315.40304398053,307.300271533109
1.456,315.414178213382,307.316544146783
1.458,315.425290098308,307.332806441617
1.46,315.436379680237,307.349058393261
1.462,315.447447004013,307.365299977485
1.464,315.458492114395,307.381531170183
1.466,315.469515056053,307.397751947371
1.468,315.480515873577,307.413962285185
1.47,315.491494611469,307.430162159882
1.472,315.502451314147,307.44635154784
1.474,315.513386025945,307.462530425555
1.476,315.524298791112,307.478698769642
1.478,315.535189653814,307.494856556833
1.48,315.546058658134,307.511003763977
1.482,315.556905848069,307.527140368039
1.484,315.567731267537,307.543266346102
1.486,315.578534960369,307.55938167536
1.488,315.589316970315,307.575486333125
1.49,315.600077341044,307.591580296819
1.492,315.610816116142,307.60766354398
1.494,315.621533339111,307.623736052256
1.496,315.632229053374,307.639797799407
1.498,315.642903302272,307.655848763304
1.5,315.653556129064,307.671888921926
1.502,315.664187576929,307.687918253365
1.504,315.674797688965,307.703936735818
1.506,315.685386508191,307.719944347592
1.508,315.695954075923,307.735941072212
1.51,315.706500260213,307.751927439966
1.512,315.717025271643,307.767902899817
1.514,315.727529152686,307.783867431203
1.516,315.738011945736,307.799821013674
1.518,315.748473693102,307.815763626899
1.52,315.758914437014,307.831695250656
1.522,315.769334219616,307.847615864837
1.524,315.779733082974,307.863525449447
1.526,315.790111069071,307.879423984603
1.528,315.800468219811,307.895311450532
1.53,315.810804577013,307.911187827571
1.532,315.82112018242,307.927053096167
1.534,315.831415077692,307.942907236877
1.536,315.841689304409,307.958750230365
1.538,315.851942904071,307.974582057405
1.54,315.8621759181,307.990402698876
1.542,315.872388387836,308.006212135764
1.544,315.88258035454,308.022010349161
1.546,315.892751859397,308.037797320265
