"time","I.re","I.im"
0.2026,0.231289144251307,0.249995370814474
0.2028,0.231272032033384,0.249995371156715
0.203,0.231254922347768,0.249995371498906
0.2032,0.231237815193895,0.249995371841046
0.2034,0.231220710571205,0.249995372183135
0.2036,0.231203608479136,0.249995372525174
0.2038,0.231186508917126,0.249995372867162
0.204,0.231169411884613,0.2499953732091
0.2042,0.231152317381036,0.249995373550987
0.2044,0.231135225405835,0.249995373892823
0.2046,0.231118135958448,0.249995374234609
0.2048,0.231101049038314,0.249995374576344
0.205,0.231083964644874,0.249995374918029
0.2052,0.231066882777567,0.249995375259663
0.2054,0.231049803435832,0.249995375601247
0.2056,0.231032726619109,0.24999537594278
0.2058,0.231015652326839,0.249995376284263
0.206,0.230998580558462,0.249995376625695
0.2062,0.230981511313417,0.249995376967077
0.2064,0.230964444591147,0.249995377308408
0.2066,0.23094738039109,0.249995377649689
0.2068,0.230930318712689,0.24999537799092
0.207,0.230913259555385,0.2499953783321
0.2072,0.230896202918619,0.24999537867323
0.2074,0.230879148801831,0.249995379014309
0.2076,0.230862097204465,0.249995379355338
0.2078,0.230845048125961,0.249995379696316
0.208,0.230828001565761,0.249995380037244
0.2082,0.230810957523308,0.249995380378122
0.2084,0.230793915998044,0.249995380718949
0.2086,0.23077687698941,0.249995381059726
0.2088,0.230759840496851,0.249995381400454
0.209,0.230742806519807,0.24999538174113
0.2092,0.230725775057723,0.249995382081756
0.2094,0.230708746110042,0.249995382422332
0.2096,0.230691719676206,0.249995382762857
0.2098,0.230674695755659,0.249995383103333
0.21,0.230657674347845,0.249995383443758
0.2102,0.230640655452207,0.249995383784133
0.2104,0.230623639068189,0.249995384124457
0.2106,0.230606625195235,0.249995384464732
0.2108,0.230589613832791,0.249995384804956
0.211,0.230572604980298,0.24999538514513
0.2112,0.230555598637203,0.249995385485254
0.2114,0.230538594802951,0.249995385825327
0.2116,0.230521593476985,0.249995386165351
0.2118,0.230504594658751,0.249995386505324
0.212,0.230487598347694,0.249995386845247
0.2122,0.23047060454326,0.24999538718512
0.2124,0.230453613244894,0.249995387524943
0.2126,0.230436624452042,0.249995387864716
0.2128,0.230419638164149,0.249995388204438
0.213,0.230402654380661,0.249995388544111
0.2132,0.230385673101026,0.249995388883734
0.2134,0.230368694324689,0.249995389223306
0.2136,0.230351718051096,0.249995389562829
0.2138,0.230334744279695,0.249995389902301
0.214,0.230317773009932,0.249995390241723
0.2142,0.230300804241254,0.249995390581096
0.2144,0.230283837973108,0.249995390920418
0.2146,0.230266874204942,0.24999539125969
0.2148,0.230249912936203,0.249995391598913
0.215,0.230232954166338,0.249995391938085
0.2152,0.230215997894797,0.249995392277207
0.2154,0.230199044121026,0.24999539261628
0.2156,0.230182092844473,0.249995392955302
0.2158,0.230165144064588,0.249995393294275
0.216,0.230148197780817,0.249995393633197
0.2162,0.230131253992611,0.24999539397207
0.2164,0.230114312699417,0.249995394310893
0.2166,0.230097373900686,0.249995394649666
0.2168,0.230080437595865,0.249995394988389
0.217,0.230063503784405,0.249995395327062
0.2172,0.230046572465753,0.249995395665685
0.2174,0.230029643639361,0.249995396004259
0.2176,0.230012717304678,0.249995396342783
0.2178,0.229995793461154,0.249995396681256
0.218,0.229978872108239,0.24999539701968
0.2182,0.229961953245383,0.249995397358054
0.2184,0.229945036872036,0.249995397696379
0.2186,0.22992812298765,0.249995398034653
0.2188,0.229911211591674,0.249995398372878
0.219,0.229894302683561,0.249995398711053
0.2192,0.229877396262759,0.249995399049178
0.2194,0.229860492328722,0.249995399387254
0.2196,0.229843590880901,0.249995399725281
0.2198,0.229826691918746,0.249995400063256
0.22,0.22980979544171,0.249995400401183
0.2202,0.229792901449244,0.24999540073906
0.2204,0.229776009940801,0.249995401076887
0.2206,0.229759120915832,0.249995401414664
0.2208,0.229742234373791,0.249995401752392
0.221,0.229725350314129,0.249995402090071
0.2212,0.229708468736299,0.249995402427699
0.2214,0.229691589639754,0.249995402765278
0.2216,0.229674713023948,0.249995403102807
0.2218,0.229657838888332,0.249995403440287
0.222,0.22964096723236,0.249995403777717
0.2222,0.229624098055487,0.249995404115098
0.2224,0.229607231357165,0.249995404452428
0.2226,0.229590367136849,0.24999540478971
0.2228,0.229573505393991,0.249995405126941
0.223,0.229556646128047,0.249995405464124
0.2232,0.229539789338471,0.249995405801257
0.2234,0.229522935024717,0.24999540613834
0.2236,0.229506083186239,0.249995406475374
0.2238,0.229489233822493,0.249995406812358
0.224,0.229472386932933,0.249995407149293
0.2242,0.229455542517015,0.249995407486178
0.2244,0.229438700574193,0.249995407823014
0.2246,0.229421861103923,0.2499954081598
0.2248,0.229405024105661,0.249995408496537
0.225,0.229388189578862,0.249995408833224
0.2252,0.229371357522982,0.249995409169863
0.2254,0.229354527937477,0.249995409506451
0.2256,0.229337700821804,0.24999540984299
0.2258,0.229320876175418,0.24999541017948
0.226,0.229304053997777,0.249995410515921
0.2262,0.229287234288336,0.249995410852312
0.2264,0.229270417046554,0.249995411188654
0.2266,0.229253602271885,0.249995411524946
0.2268,0.229236789963789,0.24999541186119
0.227,0.229219980121722,0.249995412197383
0.2272,0.229203172745141,0.249995412533528
0.2274,0.229186367833505,0.249995412869623
0.2276,0.229169565386271,0.249995413205669
0.2278,0.229152765402896,0.249995413541665
0.228,0.22913596788284,0.249995413877613
0.2282,0.229119172825559,0.249995414213511
0.2284,0.229102380230514,0.24999541454936
0.2286,0.229085590097163,0.24999541488516
0.2288,0.229068802424963,0.24999541522091
0.229,0.229052017213373,0.249995415556611
0.2292,0.229035234461855,0.249995415892263
0.2294,0.229018454169865,0.249995416227866
0.2296,0.229001676336863,0.24999541656342
0.2298,0.228984900962311,0.249995416898924
0.23,0.228968128045665,0.24999541723438
0.2302,0.228951357586388,0.249995417569786
0.2304,0.228934589583937,0.249995417905143
0.2306,0.228917824037775,0.249995418240451
0.2308,0.228901060947361,0.24999541857571
0.231,0.228884300312155,0.249995418910919
0.2312,0.228867542131619,0.24999541924608
0.2314,0.228850786405213,0.249995419581192
0.2316,0.228834033132398,0.249995419916254
0.2318,0.228817282312634,0.249995420251267
0.232,0.228800533945384,0.249995420586232
0.2322,0.228783788030109,0.249995420921147
0.2324,0.228767044566271,0.249995421256013
0.2326,0.22875030355333,0.249995421590831
0.2328,0.228733564990749,0.249995421925599
0.233,0.228716828877991,0.249995422260318
0.2332,0.228700095214516,0.249995422594988
0.2334,0.228683363999789,0.24999542292961
0.2336,0.22866663523327,0.249995423264182
0.2338,0.228649908914423,0.249995423598705
0.234,0.228633185042711,0.24999542393318
0.2342,0.228616463617597,0.249995424267605
0.2344,0.228599744638544,0.249995424601982
0.2346,0.228583028105014,0.24999542493631
0.2348,0.228566314016473,0.249995425270588
0.235,0.228549602372382,0.249995425604818
0.2352,0.228532893172207,0.249995425938999
0.2354,0.22851618641541,0.249995426273131
0.2356,0.228499482101457,0.249995426607214
0.2358,0.228482780229811,0.249995426941249
0.236,0.228466080799937,0.249995427275235
0.2362,0.228449383811299,0.249995427609172
0.2364,0.228432689263362,0.249995427943059
0.2366,0.228415997155591,0.249995428276898
0.2368,0.228399307487451,0.249995428610689
0.237,0.228382620258407,0.249995428944431
0.2372,0.228365935467925,0.249995429278123
0.2374,0.22834925311547,0.249995429611767
0.2376,0.228332573200507,0.249995429945363
0.2378,0.228315895722503,0.249995430278909
0.238,0.228299220680923,0.249995430612407
0.2382,0.228282548075234,0.249995430945856
0.2384,0.228265877904902,0.249995431279257
0.2386,0.228249210169393,0.249995431612609
0.2388,0.228232544868174,0.249995431945912
0.239,0.228215882000711,0.249995432279166
0.2392,0.228199221566472,0.249995432612372
0.2394,0.228182563564925,0.249995432945529
0.2396,0.228165907995534,0.249995433278637
0.2398,0.228149254857769,0.249995433611697
0.24,0.228132604151097,0.249995433944708
0.2402,0.228115955874985,0.249995434277671
0.2404,0.228099310028902,0.249995434610584
0.2406,0.228082666612315,0.24999543494345
0.2408,0.228066025624692,0.249995435276267
0.241,0.228049387065502,0.249995435609035
0.2412,0.228032750934213,0.249995435941755
0.2414,0.228016117230295,0.249995436274426
0.2416,0.227999485953214,0.249995436607048
0.2418,0.227982857102442,0.249995436939622
0.242,0.227966230677446,0.249995437272148
0.2422,0.227949606677696,0.249995437604625
0.2424,0.227932985102661,0.249995437937054
0.2426,0.227916365951811,0.249995438269433
0.2428,0.227899749224616,0.249995438601765
0.243,0.227883134920544,0.249995438934048
0.2432,0.227866523039068,0.249995439266283
0.2434,0.227849913579656,0.249995439598469
0.2436,0.227833306541778,0.249995439930607
0.2438,0.227816701924906,0.249995440262696
0.244,0.227800099728511,0.249995440594737
0.2442,0.227783499952061,0.24999544092673
0.2444,0.22776690259503,0.249995441258674
0.2446,0.227750307656887,0.24999544159057
0.2448,0.227733715137105,0.249995441922417
0.245,0.227717125035154,0.249995442254216
0.2452,0.227700537350506,0.249995442585967
0.2454,0.227683952082633,0.249995442917669
0.2456,0.227667369231006,0.249995443249323
0.2458,0.227650788795097,0.249995443580929
0.246,0.22763421077438,0.249995443912487
0.2462,0.227617635168326,0.249995444243996
0.2464,0.227601061976407,0.249995444575456
0.2466,0.227584491198097,0.249995444906869
0.2468,0.227567922832867,0.249995445238234
0.247,0.227551356880191,0.24999544556955
0.2472,0.227534793339543,0.249995445900818
0.2474,0.227518232210395,0.249995446232037
0.2476,0.22750167349222,0.249995446563209
0.2478,0.227485117184493,0.249995446894332
0.248,0.227468563286686,0.249995447225407
0.2482,0.227452011798275,0.249995447556434
0.2484,0.227435462718732,0.249995447887412
0.2486,0.227418916047532,0.249995448218343
0.2488,0.22740237178415,0.249995448549225
0.249,0.227385829928059,0.249995448880059
0.2492,0.227369290478734,0.249995449210845
0.2494,0.227352753435651,0.249995449541584
0.2496,0.227336218798284,0.249995449872273
0.2498,0.227319686566108,0.249995450202915
0.25,0.227303156738598,0.249995450533508
0.2502,0.227286629315231,0.249995450864054
0.2504,0.227270104295481,0.249995451194551
0.2506,0.227253581678823,0.249995451525001
0.2508,0.227237061464735,0.249995451855402
0.251,0.227220543652691,0.249995452185755
0.2512,0.227204028242168,0.249995452516061
0.2514,0.227187515232643,0.249995452846318
0.2516,0.227171004623591,0.249995453176527
0.2518,0.227154496414491,0.249995453506689
0.252,0.227137990604817,0.249995453836802
0.2522,0.227121487194047,0.249995454166867
0.2524,0.227104986181658,0.249995454496884
0.2526,0.227088487567128,0.249995454826854
0.2528,0.227071991349933,0.249995455156775
0.253,0.227055497529552,0.249995455486649
0.2532,0.227039006105462,0.249995455816474
0.2534,0.227022517077139,0.249995456146252
0.2536,0.227006030444065,0.249995456475981
0.2538,0.226989546205714,0.249995456805663
0.254,0.226973064361567,0.249995457135297
0.2542,0.226956584911102,0.249995457464883
0.2544,0.226940107853796,0.249995457794422
0.2546,0.22692363318913,0.249995458123912
0.2548,0.226907160916581,0.249995458453354
0.255,0.226890691035629,0.249995458782749
0.2552,0.226874223545753,0.249995459112096
0.2554,0.226857758446432,0.249995459441395
0.2556,0.226841295737146,0.249995459770646
0.2558,0.226824835417374,0.24999546009985
0.256,0.226808377486597,0.249995460429006
0.2562,0.226791921944294,0.249995460758113
0.2564,0.226775468789945,0.249995461087174
0.2566,0.226759018023031,0.249995461416186
0.2568,0.226742569643031,0.249995461745151
0.257,0.226726123649427,0.249995462074068
0.2572,0.226709680041699,0.249995462402937
0.2574,0.226693238819328,0.249995462731758
0.2576,0.226676799981795,0.249995463060532
0.2578,0.226660363528581,0.249995463389259
0.258,0.226643929459168,0.249995463717937
0.2582,0.226627497773036,0.249995464046568
0.2584,0.226611068469668,0.249995464375151
0.2586,0.226594641548545,0.249995464703686
0.2588,0.226578217009149,0.249995465032174
0.259,0.226561794850963,0.249995465360614
0.2592,0.226545375073467,0.249995465689007
0.2594,0.226528957676146,0.249995466017352
0.2596,0.226512542658481,0.24999546634565
0.2598,0.226496130019955,0.249995466673899
0.26,0.22647971976005,0.249995467002102
0.2602,0.22646331187825,0.249995467330257
0.2604,0.226446906374037,0.249995467658364
0.2606,0.226430503246896,0.249995467986423
0.2608,0.226414102496309,0.249995468314435
0.261,0.22639770412176,0.2499954686424
0.2612,0.226381308122732,0.249995468970317
0.2614,0.22636491449871,0.249995469298187
0.2616,0.226348523249178,0.249995469626009
0.2618,0.226332134373619,0.249995469953783
0.262,0.226315747871518,0.24999547028151
0.2622,0.22629936374236,0.24999547060919
0.2624,0.226282981985628,0.249995470936822
0.2626,0.226266602600808,0.249995471264407
0.2628,0.226250225587385,0.249995471591944
0.263,0.226233850944843,0.249995471919435
0.2632,0.226217478672668,0.249995472246877
0.2634,0.226201108770345,0.249995472574272
0.2636,0.226184741237361,0.24999547290162
0.2638,0.226168376073199,0.24999547322892
0.264,0.226152013277347,0.249995473556173
0.2642,0.226135652849289,0.249995473883379
0.2644,0.226119294788512,0.249995474210537
0.2646,0.226102939094503,0.249995474537648
0.2648,0.226086585766748,0.249995474864712
0.265,0.226070234804733,0.249995475191728
0.2652,0.226053886207945,0.249995475518698
0.2654,0.226037539975871,0.249995475845619
0.2656,0.226021196107997,0.249995476172494
0.2658,0.226004854603811,0.249995476499321
0.266,0.2259885154628,0.249995476826101
0.2662,0.225972178684453,0.249995477152833
0.2664,0.225955844268255,0.249995477479519
0.2666,0.225939512213695,0.249995477806157
0.2668,0.225923182520261,0.249995478132748
0.267,0.22590685518744,0.249995478459292
0.2672,0.225890530214721,0.249995478785789
0.2674,0.225874207601593,0.249995479112238
0.2676,0.225857887347543,0.24999547943864
0.2678,0.225841569452061,0.249995479764995
0.268,0.225825253914635,0.249995480091303
0.2682,0.225808940734753,0.249995480417564
0.2684,0.225792629911906,0.249995480743777
0.2686,0.225776321445582,0.249995481069944
0.2688,0.22576001533527,0.249995481396063
0.269,0.225743711580461,0.249995481722135
0.2692,0.225727410180643,0.24999548204816
0.2694,0.225711111135306,0.249995482374138
0.2696,0.225694814443941,0.249995482700069
0.2698,0.225678520106037,0.249995483025953
0.27,0.225662228121085,0.24999548335179
0.2702,0.225645938488576,0.24999548367758
0.2704,0.225629651207999,0.249995484003322
0.2706,0.225613366278844,0.249995484329018
0.2708,0.225597083700604,0.249995484654667
0.271,0.22558080347277,0.249995484980268
0.2712,0.225564525594831,0.249995485305823
0.2714,0.22554825006628,0.249995485631331
0.2716,0.225531976886608,0.249995485956791
0.2718,0.225515706055306,0.249995486282205
0.272,0.225499437571865,0.249995486607572
0.2722,0.22548317143578,0.249995486932892
0.2724,0.22546690764654,0.249995487258165
0.2726,0.225450646203638,0.249995487583391
0.2728,0.225434387106566,0.24999548790857
0.273,0.225418130354817,0.249995488233702
0.2732,0.225401875947884,0.249995488558787
0.2734,0.225385623885259,0.249995488883826
0.2736,0.225369374166434,0.249995489208817
0.2738,0.225353126790904,0.249995489533762
0.274,0.22533688175816,0.24999548985866
0.2742,0.225320639067698,0.249995490183511
0.2744,0.225304398719008,0.249995490508315
0.2746,0.225288160711587,0.249995490833072
0.2748,0.225271925044927,0.249995491157783
0.275,0.225255691718522,0.249995491482446
0.2752,0.225239460731866,0.249995491807063
0.2754,0.225223232084454,0.249995492131633
0.2756,0.225207005775779,0.249995492456156
0.2758,0.225190781805336,0.249995492780633
0.276,0.22517456017262,0.249995493105063
0.2762,0.225158340877127,0.249995493429446
0.2764,0.225142123918348,0.249995493753782
0.2766,0.225125909295783,0.249995494078072
0.2768,0.225109697008923,0.249995494402315
0.277,0.225093487057265,0.249995494726511
0.2772,0.225077279440306,0.24999549505066
0.2774,0.225061074157539,0.249995495374763
0.2776,0.225044871208462,0.249995495698819
0.2778,0.22502867059257,0.249995496022829
0.278,0.225012472309359,0.249995496346792
0.2782,0.224996276358325,0.249995496670707
0.2784,0.224980082738964,0.249995496994577
0.2786,0.224963891450773,0.2499954973184
0.2788,0.22494770249325,0.249995497642176
0.279,0.22493151586589,0.249995497965906
0.2792,0.224915331568191,0.249995498289589
0.2794,0.224899149599649,0.249995498613226
0.2796,0.224882969959761,0.249995498936816
0.2798,0.224866792648027,0.249995499260359
0.28,0.224850617663942,0.249995499583856
0.2802,0.224834445007005,0.249995499907306
0.2804,0.224818274676713,0.24999550023071
0.2806,0.224802106672564,0.249995500554067
0.2808,0.224785940994056,0.249995500877378
0.281,0.224769777640688,0.249995501200642
0.2812,0.224753616611958,0.24999550152386
0.2814,0.224737457907364,0.249995501847031
0.2816,0.224721301526406,0.249995502170156
0.2818,0.224705147468581,0.249995502493234
0.282,0.22468899573339,0.249995502816266
0.2822,0.224672846320331,0.249995503139251
0.2824,0.224656699228903,0.249995503462191
0.2826,0.224640554458606,0.249995503785084
0.2828,0.224624412008939,0.24999550410793
0.283,0.224608271879402,0.249995504430729
0.2832,0.224592134069495,0.249995504753482
0.2834,0.224575998578717,0.249995505076189
0.2836,0.22455986540657,0.24999550539885
0.2838,0.224543734552553,0.249995505721464
0.284,0.224527606016166,0.249995506044032
0.2842,0.224511479796911,0.249995506366554
0.2844,0.224495355894287,0.249995506689029
0.2846,0.224479234307796,0.249995507011458
0.2848,0.224463115036939,0.249995507333841
0.285,0.224446998081216,0.249995507656177
0.2852,0.224430883440129,0.249995507978467
0.2854,0.22441477111318,0.24999550830071
0.2856,0.22439866109987,0.249995508622908
0.2858,0.224382553399701,0.249995508945059
0.286,0.224366448012174,0.249995509267164
0.2862,0.224350344936792,0.249995509589223
0.2864,0.224334244173056,0.249995509911235
0.2866,0.224318145720469,0.249995510233201
0.2868,0.224302049578534,0.249995510555121
0.287,0.224285955746753,0.249995510876995
0.2872,0.224269864224628,0.249995511198823
0.2874,0.224253775011662,0.249995511520604
0.2876,0.224237688107359,0.249995511842339
0.2878,0.224221603511222,0.249995512164028
0.288,0.224205521222753,0.249995512485672
0.2882,0.224189441241457,0.249995512807268
0.2884,0.224173363566836,0.249995513128819
0.2886,0.224157288198395,0.249995513450323
0.2888,0.224141215135637,0.249995513771782
0.289,0.224125144378066,0.249995514093194
0.2892,0.224109075925187,0.249995514414561
0.2894,0.224093009776504,0.249995514735881
0.2896,0.22407694593152,0.249995515057155
0.2898,0.224060884389742,0.249995515378383
0.29,0.224044825150672,0.249995515699565
0.2902,0.224028768213816,0.249995516020701
0.2904,0.224012713578681,0.249995516341791
0.2906,0.223996661244769,0.249995516662834
0.2908,0.223980611211587,0.249995516983833
0.291,0.223964563478639,0.249995517304784
0.2912,0.223948518045432,0.24999551762569
0.2914,0.223932474911471,0.24999551794655
0.2916,0.223916434076262,0.249995518267364
0.2918,0.223900395539312,0.249995518588132
0.292,0.223884359300124,0.249995518908854
0.2922,0.223868325358208,0.24999551922953
0.2924,0.223852293713068,0.24999551955016
0.2926,0.223836264364211,0.249995519870744
0.2928,0.223820237311145,0.249995520191282
0.293,0.223804212553374,0.249995520511775
0.2932,0.223788190090408,0.249995520832221
0.2934,0.223772169921753,0.249995521152621
0.2936,0.223756152046915,0.249995521472976
0.2938,0.223740136465403,0.249995521793285
0.294,0.223724123176723,0.249995522113548
0.2942,0.223708112180385,0.249995522433765
0.2944,0.223692103475894,0.249995522753937
0.2946,0.22367609706276,0.249995523074062
0.2948,0.223660092940491,0.249995523394142
0.295,0.223644091108594,0.249995523714175
0.2952,0.223628091566578,0.249995524034164
0.2954,0.223612094313951,0.249995524354106
0.2956,0.223596099350223,0.249995524674002
0.2958,0.223580106674902,0.249995524993853
0.296,0.223564116287496,0.249995525313658
0.2962,0.223548128187516,0.249995525633417
0.2964,0.22353214237447,0.249995525953131
0.2966,0.223516158847867,0.249995526272798
0.2968,0.223500177607217,0.24999552659242
0.297,0.22348419865203,0.249995526911997
0.2972,0.223468221981815,0.249995527231528
0.2974,0.223452247596083,0.249995527551012
0.2976,0.223436275494343,0.249995527870451
0.2978,0.223420305676106,0.249995528189845
0.298,0.223404338140881,0.249995528509193
0.2982,0.22338837288818,0.249995528828495
0.2984,0.223372409917513,0.249995529147752
0.2986,0.22335644922839,0.249995529466963
0.2988,0.223340490820324,0.249995529786128
0.299,0.223324534692823,0.249995530105248
0.2992,0.223308580845401,0.249995530424322
0.2994,0.223292629277568,0.249995530743351
0.2996,0.223276679988836,0.249995531062334
0.2998,0.223260732978715,0.249995531381271
0.3,0.223244788246719,0.249995531700163
0.3002,0.223228845792358,0.249995532019009
0.3004,0.223212905615145,0.24999553233781
0.3006,0.223196967714593,0.249995532656565
0.3008,0.223181032090212,0.249995532975275
0.301,0.223165098741516,0.249995533293939
0.3012,0.223149167668017,0.249995533612558
0.3014,0.223133238869228,0.249995533931131
0.3016,0.223117312344662,0.249995534249659
0.3018,0.223101388093832,0.249995534568141
0.302,0.223085466116251,0.249995534886578
0.3022,0.223069546411432,0.249995535204969
0.3024,0.223053628978888,0.249995535523315
0.3026,0.223037713818133,0.249995535841615
0.3028,0.223021800928681,0.24999553615987
0.303,0.223005890310046,0.24999553647808
0.3032,0.222989981961742,0.249995536796244
0.3034,0.222974075883282,0.249995537114363
0.3036,0.22295817207418,0.249995537432436
0.3038,0.222942270533952,0.249995537750465
0.304,0.222926371262112,0.249995538068447
0.3042,0.222910474258175,0.249995538386384
0.3044,0.222894579521654,0.249995538704276
0.3046,0.222878687052066,0.249995539022123
0.3048,0.222862796848924,0.249995539339924
0.305,0.222846908911745,0.24999553965768
0.3052,0.222831023240044,0.249995539975391
0.3054,0.222815139833336,0.249995540293056
0.3056,0.222799258691137,0.249995540610676
0.3058,0.222783379812963,0.249995540928251
0.306,0.222767503198328,0.249995541245781
0.3062,0.222751628846751,0.249995541563265
0.3064,0.222735756757746,0.249995541880704
0.3066,0.22271988693083,0.249995542198098
0.3068,0.22270401936552,0.249995542515446
0.307,0.222688154061331,0.24999554283275
0.3072,0.222672291017781,0.249995543150008
0.3074,0.222656430234387,0.249995543467221
0.3076,0.222640571710666,0.249995543784388
0.3078,0.222624715446134,0.249995544101511
0.308,0.222608861440309,0.249995544418588
0.3082,0.222593009692709,0.249995544735621
0.3084,0.22257716020285,0.249995545052608
0.3086,0.222561312970251,0.249995545369549
0.3088,0.22254546799443,0.249995545686446
0.309,0.222529625274904,0.249995546003298
0.3092,0.222513784811191,0.249995546320104
0.3094,0.22249794660281,0.249995546636866
0.3096,0.222482110649279,0.249995546953582
0.3098,0.222466276950118,0.249995547270253
0.31,0.222450445504843,0.249995547586879
0.3102,0.222434616312974,0.249995547903461
0.3104,0.222418789374031,0.249995548219996
0.3106,0.222402964687531,0.249995548536488
0.3108,0.222387142252994,0.249995548852933
0.311,0.22237132206994,0.249995549169334
0.3112,0.222355504137888,0.24999554948569
0.3114,0.222339688456358,0.249995549802001
0.3116,0.222323875024869,0.249995550118267
0.3118,0.222308063842941,0.249995550434488
0.312,0.222292254910094,0.249995550750664
0.3122,0.222276448225849,0.249995551066795
0.3124,0.222260643789725,0.249995551382881
0.3126,0.222244841601244,0.249995551698922
0.3128,0.222229041659925,0.249995552014918
0.313,0.22221324396529,0.249995552330869
0.3132,0.222197448516858,0.249995552646775
0.3134,0.222181655314152,0.249995552962636
0.3136,0.222165864356692,0.249995553278453
0.3138,0.222150075644,0.249995553594224
0.314,0.222134289175596,0.249995553909951
0.3142,0.222118504951003,0.249995554225633
0.3144,0.222102722969742,0.24999555454127
0.3146,0.222086943231334,0.249995554856862
0.3148,0.222071165735302,0.249995555172409
0.315,0.222055390481169,0.249995555487911
0.3152,0.222039617468454,0.249995555803369
0.3154,0.222023846696683,0.249995556118781
0.3156,0.222008078165376,0.249995556434149
0.3158,0.221992311874057,0.249995556749473
0.316,0.221976547822247,0.249995557064751
0.3162,0.221960786009471,0.249995557379984
0.3164,0.22194502643525,0.249995557695173
0.3166,0.221929269099109,0.249995558010317
0.3168,0.22191351400057,0.249995558325416
0.317,0.221897761139157,0.249995558640471
0.3172,0.221882010514393,0.249995558955481
0.3174,0.221866262125803,0.249995559270446
0.3176,0.221850515972908,0.249995559585366
0.3178,0.221834772055236,0.249995559900241
0.318,0.221819030372307,0.249995560215073
0.3182,0.221803290923648,0.249995560529859
0.3184,0.221787553708782,0.2499955608446
0.3186,0.221771818727235,0.249995561159297
0.3188,0.221756085978529,0.249995561473949
0.319,0.221740355462191,0.249995561788557
0.3192,0.221724627177746,0.24999556210312
0.3194,0.221708901124718,0.249995562417638
0.3196,0.221693177302632,0.249995562732112
0.3198,0.221677455711014,0.249995563046541
0.32,0.221661736349389,0.249995563360926
0.3202,0.221646019217283,0.249995563675266
0.3204,0.221630304314221,0.249995563989561
0.3206,0.22161459163973,0.249995564303812
0.3208,0.221598881193335,0.249995564618018
0.321,0.221583172974562,0.249995564932179
0.3212,0.221567466982938,0.249995565246297
0.3214,0.221551763217989,0.249995565560369
0.3216,0.221536061679241,0.249995565874397
0.3218,0.221520362366222,0.249995566188381
0.322,0.221504665278457,0.24999556650232
0.3222,0.221488970415475,0.249995566816215
0.3224,0.221473277776801,0.249995567130064
0.3226,0.221457587361964,0.24999556744387
0.3228,0.22144189917049,0.249995567757631
0.323,0.221426213201906,0.249995568071348
0.3232,0.221410529455741,0.24999556838502
0.3234,0.221394847931523,0.249995568698648
0.3236,0.221379168628778,0.249995569012231
0.3238,0.221363491547035,0.24999556932577
0.324,0.221347816685823,0.249995569639265
0.3242,0.221332144044669,0.249995569952715
0.3244,0.221316473623102,0.24999557026612
0.3246,0.221300805420649,0.249995570579482
0.3248,0.221285139436841,0.249995570892799
0.325,0.221269475671206,0.249995571206071
0.3252,0.221253814123271,0.249995571519299
0.3254,0.221238154792569,0.249995571832483
0.3256,0.221222497678625,0.249995572145623
0.3258,0.221206842780971,0.249995572458718
0.326,0.221191190099136,0.249995572771769
0.3262,0.221175539632649,0.249995573084776
0.3264,0.22115989138104,0.249995573397738
0.3266,0.221144245343839,0.249995573710656
0.3268,0.221128601520575,0.24999557402353
0.327,0.22111295991078,0.249995574336359
0.3272,0.221097320513982,0.249995574649145
0.3274,0.221081683329714,0.249995574961886
0.3276,0.221066048357504,0.249995575274583
0.3278,0.221050415596884,0.249995575587235
0.328,0.221034785047384,0.249995575899843
0.3282,0.221019156708537,0.249995576212407
0.3284,0.221003530579871,0.249995576524927
0.3286,0.220987906660919,0.249995576837403
0.3288,0.220972284951213,0.249995577149835
0.329,0.220956665450282,0.249995577462222
0.3292,0.22094104815766,0.249995577774565
0.3294,0.220925433072878,0.249995578086864
0.3296,0.220909820195467,0.249995578399119
0.3298,0.220894209524959,0.249995578711329
0.33,0.220878601060887,0.249995579023496
0.3302,0.220862994802783,0.249995579335618
0.3304,0.220847390750179,0.249995579647697
0.3306,0.220831788902609,0.249995579959731
0.3308,0.220816189259603,0.249995580271721
0.331,0.220800591820696,0.249995580583667
0.3312,0.22078499658542,0.249995580895569
0.3314,0.220769403553308,0.249995581207427
0.3316,0.220753812723893,0.249995581519241
0.3318,0.220738224096709,0.249995581831011
0.332,0.220722637671289,0.249995582142737
0.3322,0.220707053447166,0.249995582454418
0.3324,0.220691471423875,0.249995582766056
0.3326,0.22067589160095,0.24999558307765
0.3328,0.220660313977922,0.2499955833892
0.333,0.220644738554328,0.249995583700706
0.3332,0.220629165329702,0.249995584012167
0.3334,0.220613594303577,0.249995584323585
0.3336,0.220598025475489,0.249995584634959
0.3338,0.220582458844971,0.249995584946289
0.334,0.220566894411559,0.249995585257575
0.3342,0.220551332174787,0.249995585568817
0.3344,0.22053577213419,0.249995585880015
0.3346,0.220520214289305,0.24999558619117
0.3348,0.220504658639665,0.24999558650228
0.335,0.220489105184806,0.249995586813346
0.3352,0.220473553924264,0.249995587124369
0.3354,0.220458004857575,0.249995587435348
0.3356,0.220442457984274,0.249995587746282
0.3358,0.220426913303897,0.249995588057173
0.336,0.22041137081598,0.249995588368021
0.3362,0.22039583052006,0.249995588678824
0.3364,0.220380292415672,0.249995588989583
0.3366,0.220364756502354,0.249995589300299
0.3368,0.220349222779641,0.24999558961097
