"time","I.re","I.im"
0.0154,9.99980000074103e-06,2.01196114894859e-10
0.0156,9.99980000055518e-06,2.01211857913053e-10
0.0158,9.99980000085121e-06,2.01227810124714e-10
0.016,9.99980000097836e-06,2.01243617258235e-10
0.0162,9.99980000118872e-06,2.01259600531266e-10
0.0164,9.99980000100231e-06,2.01275517818378e-10
0.0166,9.99980000093709e-06,2.01291518073879e-10
0.0168,9.99980000128266e-06,2.01307408804735e-10
0.017,9.99980000133362e-06,2.01323147429713e-10
0.0172,9.99980000166238e-06,2.01339135884311e-10
0.0174,9.9998000015312e-06,2.01354986966844e-10
0.0176,9.99980000195007e-06,2.01370779753706e-10
0.0178,9.99980000181515e-06,2.01386725030435e-10
0.018,9.99980000177353e-06,2.01402634467671e-10
0.0182,9.99980000224587e-06,2.01418524538834e-10
0.0184,9.99980000210892e-06,2.01434387784401e-10
0.0186,9.99980000206335e-06,2.01450238504921e-10
0.0188,9.99980000236545e-06,2.0146606062364e-10
0.019,9.99980000264648e-06,2.01482097240651e-10
0.0192,9.99980000263042e-06,2.0149769856026e-10
0.0194,9.99980000273237e-06,2.01513742101311e-10
0.0196,9.99980000296646e-06,2.01529603977025e-10
0.0198,9.99980000305004e-06,2.01545346161898e-10
0.02,9.99980000323273e-06,2.01561414890553e-10
0.0202,9.99980000331441e-06,2.01577133273593e-10
0.0204,9.99980000290708e-06,2.01593199755084e-10
0.0206,9.99980000323444e-06,2.01608925384698e-10
0.0208,9.99980000374893e-06,2.01624807636646e-10
0.021,9.99980000344329e-06,2.01640741255353e-10
0.0212,9.99980000374487e-06,2.0165652641082e-10
0.0214,9.99980000407608e-06,2.01672500279137e-10
0.0216,9.99980000398348e-06,2.01688273738583e-10
0.0218,9.99980000432843e-06,2.01704159995938e-10
0.022,9.99980000429071e-06,2.01719885416668e-10
0.0222,9.99980000441391e-06,2.01735717096873e-10
0.0224,9.9998000044995e-06,2.0175179799104e-10
0.0226,9.99980000480125e-06,2.01767571811551e-10
0.0228,9.99980000473853e-06,2.01783435978928e-10
0.023,9.99980000511366e-06,2.01799369515677e-10
0.0232,9.99980000521715e-06,2.01815150740641e-10
0.0234,9.99980000538089e-06,2.0183090001713e-10
0.0236,9.99980000557316e-06,2.01846804239994e-10
0.0238,9.99980000579058e-06,2.01862767464652e-10
0.024,9.99980000579689e-06,2.01878375796297e-10
0.0242,9.99980000600504e-06,2.01894495433714e-10
0.0244,9.99980000609392e-06,2.01910199162359e-10
0.0246,9.99980000597796e-06,2.01925777088875e-10
0.0248,9.99980000653742e-06,2.01941849134149e-10
0.025,9.9998000066461e-06,2.01957995399149e-10
0.0252,9.99980000683626e-06,2.01973449016364e-10
0.0254,9.99980000665231e-06,2.01989470516197e-10
0.0256,9.99980000709352e-06,2.02005176718273e-10
0.0258,9.99980000715242e-06,2.02021032058997e-10
0.026,9.99980000718888e-06,2.02036909790873e-10
0.0262,9.9998000075753e-06,2.02052818885071e-10
0.0264,9.99980000774233e-06,2.02068439285258e-10
0.0266,9.99980000770899e-06,2.02084145510401e-10
0.0268,9.99980000791902e-06,2.02100108068745e-10
0.027,9.99980000822522e-06,2.02116015132896e-10
0.0272,9.99980000835479e-06,2.02131940947263e-10
0.0274,9.99980000844831e-06,2.02147556585433e-10
0.0276,9.99980000846887e-06,2.02163673638588e-10
0.0278,9.99980000877127e-06,2.02179291571066e-10
0.028,9.99980000901641e-06,2.02195193854584e-10
0.0282,9.99980000921812e-06,2.02210909742106e-10
0.0284,9.99980000956687e-06,2.02226631888883e-10
0.0286,9.99980000965302e-06,2.02242549109172e-10
0.0288,9.99980000972095e-06,2.02258259529736e-10
0.029,9.99980000992432e-06,2.02274135501518e-10
0.0292,9.99980001021614e-06,2.02289866697478e-10
0.0294,9.99980001045476e-06,2.02305888772794e-10
0.0296,9.99980001038081e-06,2.02321657932573e-10
0.0298,9.99980001070583e-06,2.02337493743368e-10
0.03,9.99980001090506e-06,2.02353415455012e-10
0.0302,9.999800011256e-06,2.02369103808809e-10
0.0304,9.99980001135953e-06,2.02384628575328e-10
0.0306,9.99980001163717e-06,2.02400647313058e-10
0.0308,9.99980001174325e-06,2.02416364209324e-10
0.031,9.99980001196351e-06,2.02432329807289e-10
0.0312,9.99980001197179e-06,2.02448104740661e-10
0.0314,9.99980001226238e-06,2.02463719936128e-10
0.0316,9.99980001234916e-06,2.02479770330004e-10
0.0318,9.99980001243087e-06,2.02495478792402e-10
0.032,9.9998000125056e-06,2.02510970176813e-10
0.0322,9.99980001301106e-06,2.02526962600609e-10
0.0324,9.99980001314255e-06,2.02542854328124e-10
0.0326,9.99980001347983e-06,2.02558527557687e-10
0.0328,9.99980001360713e-06,2.02574501892714e-10
0.033,9.99980001369551e-06,2.02590235163516e-10
0.0332,9.99980001408553e-06,2.02606008548254e-10
0.0334,9.99980001416251e-06,2.02621648732031e-10
0.0336,9.99980001435989e-06,2.02637611187695e-10
0.0338,9.99980001452975e-06,2.02653313369137e-10
0.034,9.99980001474044e-06,2.0266905532487e-10
0.0342,9.99980001489616e-06,2.02684866886162e-10
0.0344,9.99980001499345e-06,2.0270057712751e-10
0.0346,9.99980001553472e-06,2.02716522177084e-10
0.0348,9.99980001559992e-06,2.02732088097476e-10
0.035,9.9998000160708e-06,2.02747910080836e-10
0.0352,9.99980001619319e-06,2.02763779958201e-10
0.0354,9.99980001632913e-06,2.0277944481575e-10
0.0356,9.99980001659351e-06,2.02795204417085e-10
0.0358,9.99980001662237e-06,2.02810989570876e-10
0.036,9.99980001694759e-06,2.02826839176687e-10
0.0362,9.99980001717698e-06,2.02842678513078e-10
0.0364,9.99980001719979e-06,2.02858262268173e-10
0.0366,9.99980001784776e-06,2.02874128616403e-10
0.0368,9.99980001789086e-06,2.02889967420479e-10
0.037,9.99980001792515e-06,2.02905617963582e-10
0.0372,9.99980001830012e-06,2.02921349789204e-10
0.0374,9.99980001866128e-06,2.02937074150651e-10
0.0376,9.99980001878111e-06,2.02953095373648e-10
0.0378,9.99980001927897e-06,2.0296903793345e-10
0.038,9.99980001907179e-06,2.0298444906948e-10
0.0382,9.99980001961118e-06,2.03000229403983e-10
0.0384,9.99980001980287e-06,2.03015978306877e-10
0.0386,9.99980001992874e-06,2.03031938559766e-10
0.0388,9.99980002019831e-06,2.03047456372829e-10
0.039,9.99980002067225e-06,2.03063121559637e-10
0.0392,9.99980002071229e-06,2.03078934369465e-10
0.0394,9.99980002096528e-06,2.0309476520313e-10
0.0396,9.99980002127284e-06,2.03110173058705e-10
0.0398,9.99980002144593e-06,2.03126133128027e-10
0.04,9.99980002156697e-06,2.03141623488912e-10
0.0402,9.99980002192284e-06,2.03157601526879e-10
0.0404,9.99980002221301e-06,2.03173400621699e-10
0.0406,9.99980002238167e-06,2.03189118192621e-10
0.0408,9.99980002264797e-06,2.03204861646674e-10
0.041,9.99980002309482e-06,2.03220579235352e-10
0.0412,9.999800023346e-06,2.032362454087e-10
0.0414,9.99980002340645e-06,2.032520816601e-10
0.0416,9.99980002369848e-06,2.03267735751318e-10
0.0418,9.99980002378392e-06,2.0328349583336e-10
0.042,9.99980002420392e-06,2.03299259518674e-10
0.0422,9.99980002456592e-06,2.03314895452428e-10
0.0424,9.9998000247319e-06,2.03330705128823e-10
0.0426,9.99980002493927e-06,2.03346324060824e-10
0.0428,9.99980002524686e-06,2.03362151986118e-10
0.043,9.99980002537637e-06,2.03377905361894e-10
0.0432,9.99980002575357e-06,2.03393567982116e-10
0.0434,9.99980002630072e-06,2.03409337582968e-10
0.0436,9.99980002627967e-06,2.03425062515666e-10
0.0438,9.99980002649754e-06,2.03440709302911e-10
0.044,9.99980002683364e-06,2.03456467115754e-10
0.0442,9.99980002724879e-06,2.03472231684343e-10
0.0444,9.99980002719871e-06,2.03487968572087e-10
0.0446,9.99980002753235e-06,2.03503671970113e-10
0.0448,9.99980002797978e-06,2.03519488644786e-10
0.045,9.99980002801794e-06,2.03535102559758e-10
0.0452,9.99980002845646e-06,2.03550748105297e-10
0.0454,9.9998000287348e-06,2.03566355129236e-10
0.0456,9.99980002926621e-06,2.03582225161431e-10
0.0458,9.99980002938368e-06,2.03597932721227e-10
0.046,9.99980002953359e-06,2.03613505935508e-10
0.0462,9.9998000300251e-06,2.03629321610521e-10
0.0464,9.99980003027437e-06,2.03644811218536e-10
0.0466,9.99980003038013e-06,2.03660840373591e-10
0.0468,9.99980003080481e-06,2.03676436713184e-10
0.047,9.99980003095944e-06,2.03692029747359e-10
0.0472,9.99980003158547e-06,2.03707902071827e-10
0.0474,9.99980003185912e-06,2.03723523019131e-10
0.0476,9.99980003197107e-06,2.03739155227227e-10
0.0478,9.99980003244062e-06,2.03754897683413e-10
0.048,9.99980003214231e-06,2.03770742469107e-10
0.0482,9.99980003274221e-06,2.03786365818282e-10
0.0484,9.99980003298991e-06,2.03801929228575e-10
0.0486,9.99980003353303e-06,2.03817717513658e-10
0.0488,9.99980003380318e-06,2.03833375759596e-10
0.049,9.9998000340331e-06,2.03849075693422e-10
0.0492,9.99980003424609e-06,2.03864879284725e-10
0.0494,9.99980003464008e-06,2.03880218242315e-10
0.0496,9.99980003494654e-06,2.03895983982464e-10
0.0498,9.99980003518319e-06,2.03911935558975e-10
0.05,9.9998000353801e-06,2.03927440908987e-10
0.0502,9.9998000357744e-06,2.03943129969663e-10
0.0504,9.99980003618206e-06,2.03958733337564e-10
0.0506,9.99980003639319e-06,2.0397431174712e-10
0.0508,9.99980003699994e-06,2.0399016347406e-10
0.051,9.99980003687649e-06,2.04005901846819e-10
0.0512,9.99980003749566e-06,2.04021322615494e-10
0.0514,9.99980003772146e-06,2.040370428763e-10
0.0516,9.99980003792957e-06,2.04052840395241e-10
0.0518,9.99980003857913e-06,2.04068508125413e-10
0.052,9.99980003894507e-06,2.04084053011945e-10
0.0522,9.99980003885721e-06,2.04099615039412e-10
0.0524,9.999800039363e-06,2.04115541286919e-10
0.0526,9.99980003960876e-06,2.0413113682767e-10
0.0528,9.99980004007471e-06,2.04146708201554e-10
0.053,9.9998000400782e-06,2.04162368606697e-10
0.0532,9.99980004071861e-06,2.04178066819888e-10
0.0534,9.99980004108958e-06,2.04193778074935e-10
0.0536,9.99980004132006e-06,2.04209526612985e-10
0.0538,9.99980004165993e-06,2.04224954173049e-10
0.054,9.99980004185634e-06,2.04240788151609e-10
0.0542,9.99980004226875e-06,2.04256374926459e-10
0.0544,9.99980004265196e-06,2.04271979210839e-10
0.0546,9.99980004290708e-06,2.04287584253356e-10
0.0548,9.99980004350723e-06,2.04303402092962e-10
0.055,9.99980004353834e-06,2.04318899417372e-10
0.0552,9.99980004389962e-06,2.04334504421129e-10
0.0554,9.99980004423767e-06,2.04350332233487e-10
0.0556,9.99980004450992e-06,2.04365843744536e-10
0.0558,9.99980004496222e-06,2.04381315149749e-10
0.056,9.99980004520576e-06,2.04397028395884e-10
0.0562,9.9998000457727e-06,2.04412868355591e-10
0.0564,9.99980004609175e-06,2.04428555504634e-10
0.0566,9.99980004618863e-06,2.04444190911865e-10
0.0568,9.99980004667451e-06,2.04459876979703e-10
0.057,9.99980004699618e-06,2.04475460392492e-10
0.0572,9.99980004731719e-06,2.04490972434817e-10
0.0574,9.99980004775773e-06,2.04506511001324e-10
0.0576,9.99980004814643e-06,2.04522252185342e-10
0.0578,9.99980004830946e-06,2.04537825884817e-10
0.058,9.99980004853374e-06,2.04553416397381e-10
0.0582,9.99980004894451e-06,2.04569080056122e-10
0.0584,9.99980004976485e-06,2.04584706659898e-10
0.0586,9.99980004980542e-06,2.04600419807603e-10
0.0588,9.9998000501845e-06,2.04615831859388e-10
0.059,9.99980005050922e-06,2.04631675363263e-10
0.0592,9.99980005101551e-06,2.04647166354439e-10
0.0594,9.99980005143265e-06,2.04662795558716e-10
0.0596,9.999800051619e-06,2.04678448928152e-10
0.0598,9.99980005201551e-06,2.04694099066261e-10
0.06,9.99980005258076e-06,2.04709705701054e-10
0.0602,9.9998000526636e-06,2.04725429919445e-10
0.0604,9.99980005328185e-06,2.04740862113293e-10
0.0606,9.99980005333034e-06,2.04756236538868e-10
0.0608,9.99980005389371e-06,2.04772258251977e-10
0.061,9.99980005438864e-06,2.04787810011659e-10
0.0612,9.99980005472343e-06,2.04803298788788e-10
0.0614,9.99980005500172e-06,2.04818924155779e-10
0.0616,9.99980005531224e-06,2.04834619459209e-10
0.0618,9.99980005571372e-06,2.04850245520372e-10
0.062,9.99980005627724e-06,2.04865681650136e-10
0.0622,9.99980005627563e-06,2.04881324241135e-10
0.0624,9.99980005700032e-06,2.04897062322816e-10
0.0626,9.9998000572793e-06,2.04912605117342e-10
0.0628,9.99980005752543e-06,2.04927960570919e-10
0.063,9.99980005810255e-06,2.04943866811544e-10
0.0632,9.99980005838431e-06,2.04959479132372e-10
0.0634,9.99980005903089e-06,2.04975025972229e-10
0.0636,9.99980005920941e-06,2.04990548522302e-10
0.0638,9.99980005955907e-06,2.05006288770812e-10
0.064,9.9998000600805e-06,2.05021571306343e-10
0.0642,9.99980006038097e-06,2.05037389315373e-10
0.0644,9.9998000609202e-06,2.05052935494419e-10
0.0646,9.99980006135003e-06,2.05068559961708e-10
0.0648,9.99980006158987e-06,2.05083938953233e-10
0.065,9.99980006172358e-06,2.05099477814936e-10
0.0652,9.99980006246361e-06,2.051151802347e-10
0.0654,9.99980006277985e-06,2.05130713913055e-10
0.0656,9.99980006334457e-06,2.05146416877778e-10
0.0658,9.99980006380397e-06,2.05161815526914e-10
0.066,9.99980006406465e-06,2.05177619704097e-10
0.0662,9.99980006456939e-06,2.05193100271314e-10
0.0664,9.99980006485829e-06,2.05208649076499e-10
0.0666,9.99980006518153e-06,2.05224091799992e-10
0.0668,9.99980006562909e-06,2.05240026119251e-10
0.067,9.99980006592192e-06,2.0525528235722e-10
0.0672,9.99980006643214e-06,2.05270900592828e-10
0.0674,9.99980006680828e-06,2.05286542030106e-10
0.0676,9.99980006734956e-06,2.05302076708717e-10
0.0678,9.99980006748292e-06,2.05317650610043e-10
0.068,9.99980006799489e-06,2.05333261098033e-10
0.0682,9.99980006855606e-06,2.05348829066856e-10
0.0684,9.99980006903481e-06,2.05364465736705e-10
0.0686,9.99980006928622e-06,2.05380050544809e-10
0.0688,9.99980006967736e-06,2.05395399888308e-10
0.069,9.99980007007432e-06,2.05410900536751e-10
0.0692,9.9998000704675e-06,2.05426580582392e-10
0.0694,9.99980007099756e-06,2.05442090364112e-10
0.0696,9.99980007126096e-06,2.05457756508314e-10
0.0698,9.99980007214497e-06,2.05473207951382e-10
0.07,9.99980007234803e-06,2.05488884897193e-10
0.0702,9.99980007295586e-06,2.05504073233024e-10
0.0704,9.99980007346347e-06,2.05519878716015e-10
0.0706,9.99980007329906e-06,2.05535520639881e-10
0.0708,9.99980007396632e-06,2.05550928437429e-10
0.071,9.99980007434086e-06,2.05566455934855e-10
0.0712,9.99980007495262e-06,2.05581918099684e-10
0.0714,9.99980007534392e-06,2.05597348314482e-10
0.0716,9.99980007554734e-06,2.0561310720616e-10
0.0718,9.99980007599391e-06,2.0562862511393e-10
0.072,9.99980007702301e-06,2.05644163993969e-10
0.0722,9.99980007708978e-06,2.05659594961537e-10
0.0724,9.99980007743863e-06,2.05675278780299e-10
0.0726,9.99980007794685e-06,2.05690691498688e-10
0.0728,9.99980007840183e-06,2.05706535850506e-10
0.073,9.99980007878106e-06,2.05721834086485e-10
0.0732,9.9998000793221e-06,2.05737445869114e-10
0.0734,9.99980007987881e-06,2.05752730028064e-10
0.0736,9.99980008026387e-06,2.05768385945041e-10
0.0738,9.99980008070047e-06,2.05783885122197e-10
0.074,9.99980008114562e-06,2.05799505949582e-10
0.0742,9.99980008145988e-06,2.05815012994464e-10
0.0744,9.99980008187506e-06,2.05830500239285e-10
0.0746,9.99980008249862e-06,2.05846248451378e-10
0.0748,9.99980008280989e-06,2.05861733641553e-10
0.075,9.99980008323576e-06,2.05877080038489e-10
0.0752,9.99980008386065e-06,2.05892735804588e-10
0.0754,9.99980008409772e-06,2.05908265204679e-10
0.0756,9.99980008484349e-06,2.0592361243211e-10
0.0758,9.99980008507924e-06,2.05939197498674e-10
0.076,9.99980008573359e-06,2.05954914490072e-10
0.0762,9.99980008629732e-06,2.05970203757467e-10
0.0764,9.99980008664973e-06,2.05985706602473e-10
0.0766,9.99980008707591e-06,2.06001158333652e-10
0.0768,9.99980008739893e-06,2.06016663510653e-10
0.077,9.99980008797959e-06,2.0603228637331e-10
0.0772,9.99980008847853e-06,2.06047845931529e-10
0.0774,9.99980008882524e-06,2.06063141301101e-10
0.0776,9.9998000892849e-06,2.06078721372219e-10
0.0778,9.99980008978695e-06,2.06094275227569e-10
0.078,9.99980009054053e-06,2.06109598008675e-10
0.0782,9.99980009086862e-06,2.06125311845328e-10
0.0784,9.99980009143493e-06,2.06140871075928e-10
0.0786,9.99980009172748e-06,2.06156306275669e-10
0.0788,9.99980009226061e-06,2.06171762055797e-10
0.079,9.99980009267941e-06,2.061870790165e-10
0.0792,9.99980009318437e-06,2.06202667353654e-10
0.0794,9.99980009372308e-06,2.06218334463529e-10
0.0796,9.99980009397868e-06,2.06233493178812e-10
0.0798,9.99980009454514e-06,2.06249192955485e-10
0.08,9.99980009525675e-06,2.06264559594543e-10
0.0802,9.99980009552557e-06,2.06280191010684e-10
0.0804,9.99980009611559e-06,2.0629573168517e-10
0.0806,9.99980009662664e-06,2.06310881545024e-10
0.0808,9.99980009717338e-06,2.06326562827835e-10
0.081,9.99980009745028e-06,2.06342147090315e-10
0.0812,9.99980009799384e-06,2.06357518755249e-10
0.0814,9.99980009861769e-06,2.06373130642842e-10
0.0816,9.99980009902573e-06,2.06388423171392e-10
0.0818,9.99980009944374e-06,2.06404054687223e-10
0.082,9.99980009997869e-06,2.0641946942863e-10
0.0822,9.99980010071288e-06,2.0643499824089e-10
0.0824,9.99980010092173e-06,2.06450393949775e-10
0.0826,9.99980010146006e-06,2.06465982203256e-10
0.0828,9.99980010193273e-06,2.06481227868385e-10
0.083,9.99980010252687e-06,2.06496788286064e-10
0.0832,9.99980010281665e-06,2.06512298563994e-10
0.0834,9.99980010360827e-06,2.0652785585167e-10
0.0836,9.99980010368151e-06,2.0654324773678e-10
0.0838,9.9998001046444e-06,2.0655869141003e-10
0.084,9.99980010523875e-06,2.06574246816271e-10
0.0842,9.99980010548853e-06,2.0658958064317e-10
0.0844,9.9998001060838e-06,2.06605044193321e-10
0.0846,9.999800106592e-06,2.06620450404799e-10
0.0848,9.99980010721883e-06,2.06635979535293e-10
0.085,9.99980010754061e-06,2.06651395139209e-10
0.0852,9.99980010828563e-06,2.06666889501456e-10
0.0854,9.99980010858117e-06,2.06682346976649e-10
0.0856,9.99980010899424e-06,2.06697732870423e-10
0.0858,9.99980010978724e-06,2.06713225761795e-10
0.086,9.99980011011452e-06,2.06728590067534e-10
0.0862,9.99980011060255e-06,2.06743994644828e-10
0.0864,9.99980011127674e-06,2.06759459968635e-10
0.0866,9.99980011160823e-06,2.06775158807804e-10
0.0868,9.99980011231126e-06,2.06790437703276e-10
0.087,9.99980011289369e-06,2.06805937430686e-10
0.0872,9.99980011313429e-06,2.06821435840234e-10
0.0874,9.99980011382341e-06,2.06836808408795e-10
0.0876,9.99980011453547e-06,2.06852309765835e-10
0.0878,9.99980011480756e-06,2.06867681397672e-10
0.088,9.99980011535703e-06,2.0688314793968e-10
0.0882,9.99980011607724e-06,2.06898528864971e-10
0.0884,9.99980011638814e-06,2.06913938566157e-10
0.0886,9.99980011707531e-06,2.06929352106303e-10
0.0888,9.99980011757503e-06,2.06944827181104e-10
0.089,9.99980011829024e-06,2.06960122109345e-10
0.0892,9.99980011864878e-06,2.06975617640946e-10
0.0894,9.99980011926329e-06,2.06990973177077e-10
0.0896,9.99980011979977e-06,2.07006492201065e-10
0.0898,9.99980012014841e-06,2.0702171442677e-10
0.09,9.99980012068563e-06,2.07037444757188e-10
0.0902,9.99980012143148e-06,2.07052834722374e-10
0.0904,9.9998001220215e-06,2.07068243616872e-10
0.0906,9.99980012227467e-06,2.07083667136967e-10
0.0908,9.99980012330209e-06,2.07099030806426e-10
0.091,9.99980012358158e-06,2.07114418427609e-10
0.0912,9.9998001240517e-06,2.071299749901e-10
0.0914,9.99980012460213e-06,2.07145254035452e-10
0.0916,9.99980012512208e-06,2.07160693833909e-10
0.0918,9.99980012569652e-06,2.07176244695083e-10
0.092,9.99980012617133e-06,2.07191456241439e-10
0.0922,9.99980012686337e-06,2.07207010283807e-10
0.0924,9.99980012772117e-06,2.07222379556266e-10
0.0926,9.99980012782638e-06,2.07237828151123e-10
0.0928,9.99980012866174e-06,2.07253071060393e-10
0.093,9.99980012916291e-06,2.07268684599428e-10
0.0932,9.9998001295336e-06,2.07283878740056e-10
0.0934,9.99980013043619e-06,2.07299459413774e-10
0.0936,9.99980013048361e-06,2.07314726787152e-10
0.0938,9.99980013117543e-06,2.07330140015147e-10
0.094,9.99980013180231e-06,2.07345662199714e-10
0.0942,9.99980013261027e-06,2.07361006884141e-10
0.0944,9.99980013262377e-06,2.07376243284884e-10
0.0946,9.99980013376525e-06,2.07391751598647e-10
0.0948,9.99980013426174e-06,2.07407250164236e-10
0.095,9.99980013481668e-06,2.07422692920855e-10
0.0952,9.99980013502428e-06,2.07437656938108e-10
0.0954,9.99980013587512e-06,2.07453444061058e-10
0.0956,9.99980013668757e-06,2.07468792170472e-10
0.0958,9.99980013716717e-06,2.07484066495594e-10
0.096,9.9998001377294e-06,2.07499651269273e-10
0.0962,9.99980013838517e-06,2.07515016372135e-10
0.0964,9.99980013887716e-06,2.0753031818811e-10
0.0966,9.99980013928656e-06,2.07545493034635e-10
0.0968,9.9998001399754e-06,2.07561012815405e-10
0.097,9.99980014059503e-06,2.07576506697113e-10
0.0972,9.99980014106835e-06,2.07591536320772e-10
0.0974,9.99980014157477e-06,2.07607126630809e-10
0.0976,9.99980014245559e-06,2.07622538670241e-10
0.0978,9.99980014290518e-06,2.07637949722911e-10
0.098,9.99980014329716e-06,2.07653272898365e-10
0.0982,9.99980014399083e-06,2.07668522281359e-10
0.0984,9.99980014445429e-06,2.0768396412281e-10
0.0986,9.99980014508962e-06,2.07699472709023e-10
0.0988,9.99980014585326e-06,2.07714885431721e-10
0.099,9.99980014625972e-06,2.07730246311281e-10
0.0992,9.99980014696684e-06,2.07745455255578e-10
0.0994,9.99980014761851e-06,2.07760823211784e-10
0.0996,9.99980014812293e-06,2.0777621179808e-10
0.0998,9.99980014881155e-06,2.07791413820436e-10
0.1,9.99980014942602e-06,2.07806831234301e-10
0.1002,9.99980014997167e-06,2.07822396585183e-10
0.1004,9.9998001504635e-06,2.07837580590221e-10
0.1006,9.99980015097165e-06,2.07852905640138e-10
0.1008,9.99980015180593e-06,2.0786836013107e-10
0.101,9.99980015245359e-06,2.07883649349772e-10
0.1012,9.99980015304674e-06,2.07899066574675e-10
0.1014,9.99980015353838e-06,2.07914493184183e-10
0.1016,9.99980015416664e-06,2.0792950553138e-10
0.1018,9.99980015496663e-06,2.07945111718452e-10
0.102,9.99980015540675e-06,2.07960352990408e-10
0.1022,9.99980015597005e-06,2.07975750422903e-10
0.1024,9.99980015671196e-06,2.07991341848104e-10
0.1026,9.99980015718271e-06,2.08006353783039e-10
0.1028,9.99980015795519e-06,2.08021836944108e-10
0.103,9.99980015893185e-06,2.08037169776934e-10
0.1032,9.99980015899951e-06,2.08052481676199e-10
0.1034,9.99980015936321e-06,2.08067819786251e-10
0.1036,9.99980016054129e-06,2.0808341087861e-10
0.1038,9.99980016105277e-06,2.08098476039874e-10
0.104,9.99980016153786e-06,2.08113808250753e-10
0.1042,9.99980016218533e-06,2.08129367971148e-10
