"time","input_mflow.y","input_p.y","IN_p.ports[1].m_flow","IN_p.ports[1].p","IN_p.ports[1].h_outflow","OUT_dp.ports[1].m_flow","OUT_dp.ports[1].p","OUT_dp.ports[1].h_outflow","OUT_mflow.ports[1].m_flow","OUT_mflow.ports[1].p","OUT_mflow.ports[1].h_outflow","IN_mflow.ports[1].m_flow","IN_mflow.ports[1].p","IN_mflow.ports[1].h_outflow","from_dp.port_b.m_flow","from_dp.port_b.p","from_dp.port_b.h_outflow","from_mflow.port_b.m_flow","from_mflow.port_b.p","from_mflow.port_b.h_outflow"
0.0024,0.0150790732360371,100000.583143647,-0.0150790732360268,100000.583143647,293586.685237142,0.0150790732360268,100000,293586.685237142,0.0150790732360371,100000,293586.685237142,-0.0150790732360371,100000.583143647,293586.685237142,-0.0150790732360268,100000,293586.685237142,-0.0150790732360371,100000,293586.685237142
0.0025,0.0157073173118207,100000.623190839,-0.0157073173118253,100000.623190839,293586.685237142,0.0157073173118253,100000,293586.685237142,0.0157073173118207,100000,293586.685237142,-0.0157073173118207,100000.623190839,293586.685237142,-0.0157073173118253,100000,293586.685237142,-0.0157073173118207,100000,293586.685237142
0.0026,0.0163355551866041,100000.664604746,-0.016335555186617,100000.664604746,293586.685237142,0.016335555186617,100000,293586.685237142,0.0163355551866041,100000,293586.685237142,-0.0163355551866041,100000.664604746,293586.685237142,-0.016335555186617,100000,293586.685237142,-0.0163355551866041,100000,293586.685237142
0.0027,0.0169637866123691,100000.707425876,-0.0169637866123175,100000.707425876,293586.685237142,0.0169637866123175,100000,293586.685237142,0.0169637866123691,100000,293586.685237142,-0.0169637866123691,100000.707425876,293586.685237142,-0.0169637866123175,100000,293586.685237142,-0.0169637866123691,100000,293586.685237142
0.0028,0.0175920113410997,100000.751701229,-0.0175920113410961,100000.751701229,293586.685237142,0.0175920113410961,100000,293586.685237142,0.0175920113410997,100000,293586.685237142,-0.0175920113410997,100000.751701229,293586.685237142,-0.0175920113410961,100000,293586.685237142,-0.0175920113410997,100000,293586.685237142
0.0029,0.0182202291247829,100000.797484094,-0.0182202291248518,100000.797484094,293586.685237142,0.0182202291248518,100000,293586.685237142,0.0182202291247829,100000,293586.685237142,-0.0182202291247829,100000.797484094,293586.685237142,-0.0182202291248518,100000,293586.685237142,-0.0182202291247829,100000,293586.685237142
0.003,0.0188484397154082,100000.844833714,-0.0188484397154056,100000.844833714,293586.685237142,0.0188484397154056,100000,293586.685237142,0.0188484397154082,100000,293586.685237142,-0.0188484397154082,100000.844833714,293586.685237142,-0.0188484397154056,100000,293586.685237142,-0.0188484397154082,100000,293586.685237142
0.0031,0.019476642864968,100000.893814863,-0.0194766428650322,100000.893814863,293586.685237142,0.0194766428650322,100000,293586.685237142,0.019476642864968,100000,293586.685237142,-0.019476642864968,100000.893814863,293586.685237142,-0.0194766428650322,100000,293586.685237142,-0.019476642864968,100000,293586.685237142
0.0032,0.0201048383254576,100000.944497347,-0.0201048383255697,100000.944497347,293586.685237142,0.0201048383255697,100000,293586.685237142,0.0201048383254576,100000,293586.685237142,-0.0201048383254576,100000.944497347,293586.685237142,-0.0201048383255697,100000,293586.685237142,-0.0201048383254576,100000,293586.685237142
0.0033,0.0207330258488754,100000.996955464,-0.0207330258498864,100000.996955464,293586.685237142,0.0207330258498864,100000,293586.685237142,0.0207330258488754,100000,293586.685237142,-0.0207330258488754,100000.996955464,293586.685237142,-0.0207330258498864,100000,293586.685237142,-0.0207330258488754,100000,293586.685237142
0.0034,0.021361205187223,100001.051267433,-0.0213612051872138,100001.051267433,293586.685237142,0.0213612051872138,100000,293586.685237142,0.021361205187223,100000,293586.685237142,-0.021361205187223,100001.051267433,293586.685237142,-0.0213612051872138,100000,293586.685237142,-0.021361205187223,100000,293586.685237142
0.0035,0.0219893760925051,100001.107514828,-0.0219893760925594,100001.107514828,293586.685237142,0.0219893760925594,100000,293586.685237142,0.0219893760925051,100000,293586.685237142,-0.0219893760925051,100001.107514828,293586.685237142,-0.0219893760925594,100000,293586.685237142,-0.0219893760925051,100000,293586.685237142
0.0036,0.0226175383167298,100001.165782031,-0.0226175383167737,100001.165782031,293586.685237142,0.0226175383167737,100000,293586.685237142,0.0226175383167298,100000,293586.685237142,-0.0226175383167298,100001.165782031,293586.685237142,-0.0226175383167737,100000,293586.685237142,-0.0226175383167298,100000,293586.685237142
0.0037,0.0232456916119085,100001.22615574,-0.0232456916118998,100001.22615574,293586.685237142,0.0232456916118998,100000,293586.685237142,0.0232456916119085,100000,293586.685237142,-0.0232456916119085,100001.22615574,293586.685237142,-0.0232456916118998,100000,293586.685237142,-0.0232456916119085,100000,293586.685237142
0.0038,0.0238738357300563,100001.288724555,-0.0238738357300654,100001.288724555,293586.685237142,0.0238738357300654,100000,293586.685237142,0.0238738357300563,100000,293586.685237142,-0.0238738357300563,100001.288724555,293586.685237142,-0.0238738357300654,100000,293586.685237142,-0.0238738357300563,100000,293586.685237142
0.0039,0.0245019704231918,100001.353578675,-0.0245019704232248,100001.353578675,293586.685237142,0.0245019704232248,100000,293586.685237142,0.0245019704231918,100000,293586.685237142,-0.0245019704231918,100001.353578675,293586.685237142,-0.0245019704232248,100000,293586.685237142,-0.0245019704231918,100000,293586.685237142
0.004,0.0251300954433375,100001.420809737,-0.025130095443383,100001.420809737,293586.685237142,0.025130095443383,100000,293586.685237142,0.0251300954433375,100000,293586.685237142,-0.0251300954433375,100001.420809737,293586.685237142,-0.025130095443383,100000,293586.685237142,-0.0251300954433375,100000,293586.685237142
0.0041,0.0257582105425194,100001.490510832,-0.025758210542481,100001.490510832,293586.685237142,0.025758210542481,100000,293586.685237142,0.0257582105425194,100000,293586.685237142,-0.0257582105425194,100001.490510832,293586.685237142,-0.025758210542481,100000,293586.685237142,-0.0257582105425194,100000,293586.685237142
0.0042,0.0263863154727678,100001.562776731,-0.0263863154728352,100001.562776731,293586.685237142,0.0263863154728352,100000,293586.685237142,0.0263863154727678,100000,293586.685237142,-0.0263863154727678,100001.562776731,293586.685237142,-0.0263863154728352,100000,293586.685237142,-0.0263863154727678,100000,293586.685237142
0.0043,0.0270144099861167,100001.637704349,-0.0270144099861524,100001.637704349,293586.685237142,0.0270144099861524,100000,293586.685237142,0.0270144099861167,100000,293586.685237142,-0.0270144099861167,100001.637704349,293586.685237142,-0.0270144099861524,100000,293586.685237142,-0.0270144099861167,100000,293586.685237142
0.0044,0.0276424938346044,100001.715393476,-0.0276424938346055,100001.715393476,293586.685237142,0.0276424938346055,100000,293586.685237142,0.0276424938346044,100000,293586.685237142,-0.0276424938346044,100001.715393476,293586.685237142,-0.0276424938346055,100000,293586.685237142,-0.0276424938346044,100000,293586.685237142
0.0045,0.0282705667702733,100001.795947803,-0.0282705667702687,100001.795947803,293586.685237142,0.0282705667702687,100000,293586.685237142,0.0282705667702733,100000,293586.685237142,-0.0282705667702733,100001.795947803,293586.685237142,-0.0282705667702687,100000,293586.685237142,-0.0282705667702733,100000,293586.685237142
0.0046,0.0288986285451701,100001.879476262,-0.0288986285451472,100001.879476262,293586.685237142,0.0288986285451472,100000,293586.685237142,0.0288986285451701,100000,293586.685237142,-0.0288986285451701,100001.879476262,293586.685237142,-0.0288986285451472,100000,293586.685237142,-0.0288986285451701,100000,293586.685237142
0.0047,0.029526678911346,100001.96609471,-0.029526678911367,100001.96609471,293586.685237142,0.029526678911367,100000,293586.685237142,0.029526678911346,100000,293586.685237142,-0.029526678911346,100001.96609471,293586.685237142,-0.029526678911367,100000,293586.685237142,-0.029526678911346,100000,293586.685237142
0.0048,0.0301547176208568,100002.055927953,-0.03015471762087,100002.055927953,293586.685237142,0.03015471762087,100000,293586.685237142,0.0301547176208568,100000,293586.685237142,-0.0301547176208568,100002.055927953,293586.685237142,-0.03015471762087,100000,293586.685237142,-0.0301547176208568,100000,293586.685237142
0.0049,0.0307827444257625,100002.149112132,-0.0307827444257594,100002.149112132,293586.685237142,0.0307827444257594,100000,293586.685237142,0.0307827444257625,100000,293586.685237142,-0.0307827444257625,100002.149112132,293586.685237142,-0.0307827444257594,100000,293586.685237142,-0.0307827444257625,100000,293586.685237142
0.005,0.0314107590781283,100002.245797439,-0.0314107590781445,100002.245797439,293586.685237142,0.0314107590781445,100000,293586.685237142,0.0314107590781283,100000,293586.685237142,-0.0314107590781283,100002.245797439,293586.685237142,-0.0314107590781445,100000,293586.685237142,-0.0314107590781283,100000,293586.685237142
0.0051,0.0320387613300238,100002.3461511,-0.032038761330028,100002.3461511,293586.685237142,0.032038761330028,100000,293586.685237142,0.0320387613300238,100000,293586.685237142,-0.0320387613300238,100002.3461511,293586.685237142,-0.032038761330028,100000,293586.685237142,-0.0320387613300238,100000,293586.685237142
0.0052,0.0326667509335238,100002.450360471,-0.0326667509335719,100002.450360471,293586.685237142,0.0326667509335719,100000,293586.685237142,0.0326667509335238,100000,293586.685237142,-0.0326667509335238,100002.450360471,293586.685237142,-0.0326667509335719,100000,293586.685237142,-0.0326667509335238,100000,293586.685237142
0.0053,0.0332947276407078,100002.55863589,-0.0332947276407404,100002.55863589,293586.685237142,0.0332947276407404,100000,293586.685237142,0.0332947276407078,100000,293586.685237142,-0.0332947276407078,100002.55863589,293586.685237142,-0.0332947276407404,100000,293586.685237142,-0.0332947276407078,100000,293586.685237142
0.0054,0.0339226912036607,100002.671212585,-0.0339226912037028,100002.671212585,293586.685237142,0.0339226912037028,100000,293586.685237142,0.0339226912036607,100000,293586.685237142,-0.0339226912036607,100002.671212585,293586.685237142,-0.0339226912037028,100000,293586.685237142,-0.0339226912036607,100000,293586.685237142
0.0055,0.0345506413744723,100002.78835023,-0.0345506413745066,100002.78835023,293586.685237142,0.0345506413745066,100000,293586.685237142,0.0345506413744723,100000,293586.685237142,-0.0345506413744723,100002.78835023,293586.685237142,-0.0345506413745066,100000,293586.685237142,-0.0345506413744723,100000,293586.685237142
0.0056,0.0351785779052378,100002.910327453,-0.0351785779052773,100002.910327453,293586.685237142,0.0351785779052773,100000,293586.685237142,0.0351785779052378,100000,293586.685237142,-0.0351785779052378,100002.910327453,293586.685237142,-0.0351785779052773,100000,293586.685237142,-0.0351785779052378,100000,293586.685237142
0.0057,0.0358065005480579,100003.037426228,-0.0358065005480994,100003.037426228,293586.685237142,0.0358065005480994,100000,293586.685237142,0.0358065005480579,100000,293586.685237142,-0.0358065005480579,100003.037426228,293586.685237142,-0.0358065005480994,100000,293586.685237142,-0.0358065005480579,100000,293586.685237142
0.0058,0.0364344090550387,100003.169896985,-0.0364344090550907,100003.169896985,293586.685237142,0.0364344090550907,100000,293586.685237142,0.0364344090550387,100000,293586.685237142,-0.0364344090550387,100003.169896985,293586.685237142,-0.0364344090550907,100000,293586.685237142,-0.0364344090550387,100000,293586.685237142
0.0059,0.0370623031782918,100003.30788885,-0.0370623031783164,100003.30788885,293586.685237142,0.0370623031783164,100000,293586.685237142,0.0370623031782918,100000,293586.685237142,-0.0370623031782918,100003.30788885,293586.685237142,-0.0370623031783164,100000,293586.685237142,-0.0370623031782918,100000,293586.685237142
0.006,0.0376901826699345,100003.451322015,-0.0376901826699559,100003.451322015,293586.685237142,0.0376901826699559,100000,293586.685237142,0.0376901826699345,100000,293586.685237142,-0.0376901826699345,100003.451322015,293586.685237142,-0.0376901826699559,100000,293586.685237142,-0.0376901826699345,100000,293586.685237142
0.0061,0.0383180472820901,100003.599678929,-0.0383180472820737,100003.599678929,293586.685237142,0.0383180472820737,100000,293586.685237142,0.0383180472820901,100000,293586.685237142,-0.0383180472820901,100003.599678929,293586.685237142,-0.0383180472820737,100000,293586.685237142,-0.0383180472820901,100000,293586.685237142
0.0062,0.0389458967668874,100003.751723384,-0.0389458967668897,100003.751723384,293586.685237142,0.0389458967668897,100000,293586.685237142,0.0389458967668874,100000,293586.685237142,-0.0389458967668874,100003.751723384,293586.685237142,-0.0389458967668897,100000,293586.685237142,-0.0389458967668874,100000,293586.685237142
0.0063,0.0395737308764614,100003.905264151,-0.0395737308765239,100003.905264151,293586.685237142,0.0395737308765239,100000,293586.685237142,0.0395737308764614,100000,293586.685237142,-0.0395737308764614,100003.905264151,293586.685237142,-0.0395737308765239,100000,293586.685237142,-0.0395737308764614,100000,293586.685237142
0.0064,0.0402015493629532,100004.057248414,-0.0402015493629734,100004.057248414,293586.685237142,0.0402015493629734,100000,293586.685237142,0.0402015493629532,100000,293586.685237142,-0.0402015493629532,100004.057248414,293586.685237142,-0.0402015493629734,100000,293586.685237142,-0.0402015493629532,100000,293586.685237142
0.0065,0.04082935197851,100004.204465519,-0.0408293519785043,100004.204465519,293586.685237142,0.0408293519785043,100000,293586.685237142,0.04082935197851,100000,293586.685237142,-0.04082935197851,100004.204465519,293586.685237142,-0.0408293519785043,100000,293586.685237142,-0.04082935197851,100000,293586.685237142
0.0066,0.0414571384752852,100004.344668116,-0.0414571384753152,100004.344668116,293586.685237142,0.0414571384753152,100000,293586.685237142,0.0414571384752852,100000,293586.685237142,-0.0414571384752852,100004.344668116,293586.685237142,-0.0414571384753152,100000,293586.685237142,-0.0414571384752852,100000,293586.685237142
0.0067,0.0420849086054388,100004.477389141,-0.0420849086053185,100004.477389141,293586.685237142,0.0420849086053185,100000,293586.685237142,0.0420849086054388,100000,293586.685237142,-0.0420849086054388,100004.477389141,293586.685237142,-0.0420849086053185,100000,293586.685237142,-0.0420849086054388,100000,293586.685237142
0.0068,0.0427126621211369,100004.603990772,-0.042712662121114,100004.603990772,293586.685237142,0.042712662121114,100000,293586.685237142,0.0427126621211369,100000,293586.685237142,-0.0427126621211369,100004.603990772,293586.685237142,-0.042712662121114,100000,293586.685237142,-0.0427126621211369,100000,293586.685237142
0.0069,0.0433403987745524,100004.727119268,-0.0433403987739108,100004.727119268,293586.685237142,0.0433403987739108,100000,293586.685237142,0.0433403987745524,100000,293586.685237142,-0.0433403987745524,100004.727119268,293586.685237142,-0.0433403987739108,100000,293586.685237142,-0.0433403987745524,100000,293586.685237142
0.007,0.0439681183178649,100004.849673574,-0.0439681183178596,100004.849673574,293586.685237142,0.0439681183178596,100000,293586.685237142,0.0439681183178649,100000,293586.685237142,-0.0439681183178649,100004.849673574,293586.685237142,-0.0439681183178596,100000,293586.685237142,-0.0439681183178649,100000,293586.685237142
0.0071,0.0445958205032606,100004.973317839,-0.04459582050274,100004.973317839,293586.685237142,0.04459582050274,100000,293586.685237142,0.0445958205032606,100000,293586.685237142,-0.0445958205032606,100004.973317839,293586.685237142,-0.04459582050274,100000,293586.685237142,-0.0445958205032606,100000,293586.685237142
0.0072,0.0452235050829326,100005.098333483,-0.0452235050823762,100005.098333483,293586.685237142,0.0452235050823762,100000,293586.685237142,0.0452235050829326,100000,293586.685237142,-0.0452235050829326,100005.098333483,293586.685237142,-0.0452235050823762,100000,293586.685237142,-0.0452235050829326,100000,293586.685237142
0.0073,0.045851171809081,100005.224721241,-0.0458511718085307,100005.224721241,293586.685237142,0.0458511718085307,100000,293586.685237142,0.045851171809081,100000,293586.685237142,-0.045851171809081,100005.224721241,293586.685237142,-0.0458511718085307,100000,293586.685237142,-0.045851171809081,100000,293586.685237142
0.0074,0.046478820433913,100005.352477318,-0.0464788204333918,100005.352477318,293586.685237142,0.0464788204333918,100000,293586.685237142,0.046478820433913,100000,293586.685237142,-0.046478820433913,100005.352477318,293586.685237142,-0.0464788204333918,100000,293586.685237142,-0.046478820433913,100000,293586.685237142
0.0075,0.0471064507096427,100005.481597981,-0.0471064507091531,100005.481597981,293586.685237142,0.0471064507091531,100000,293586.685237142,0.0471064507096427,100000,293586.685237142,-0.0471064507096427,100005.481597981,293586.685237142,-0.0471064507091531,100000,293586.685237142,-0.0471064507096427,100000,293586.685237142
0.0076,0.0477340623884916,100005.61207955,-0.0477340623880772,100005.61207955,293586.685237142,0.0477340623880772,100000,293586.685237142,0.0477340623884916,100000,293586.685237142,-0.0477340623884916,100005.61207955,293586.685237142,-0.0477340623880772,100000,293586.685237142,-0.0477340623884916,100000,293586.685237142
0.0077,0.0483616552226888,100005.743918399,-0.0483616552222357,100005.743918399,293586.685237142,0.0483616552222357,100000,293586.685237142,0.0483616552226888,100000,293586.685237142,-0.0483616552226888,100005.743918399,293586.685237142,-0.0483616552222357,100000,293586.685237142,-0.0483616552226888,100000,293586.685237142
0.0078,0.0489892289644703,100005.877110957,-0.0489892289640825,100005.877110957,293586.685237142,0.0489892289640825,100000,293586.685237142,0.0489892289644703,100000,293586.685237142,-0.0489892289644703,100005.877110957,293586.685237142,-0.0489892289640825,100000,293586.685237142,-0.0489892289644703,100000,293586.685237142
0.0079,0.0496167833660801,100006.011653703,-0.0496167833657266,100006.011653703,293586.685237142,0.0496167833657266,100000,293586.685237142,0.0496167833660801,100000,293586.685237142,-0.0496167833660801,100006.011653703,293586.685237142,-0.0496167833657266,100000,293586.685237142,-0.0496167833660801,100000,293586.685237142
0.008,0.0502443181797696,100006.147543164,-0.0502443181794206,100006.147543164,293586.685237142,0.0502443181794206,100000,293586.685237142,0.0502443181797696,100000,293586.685237142,-0.0502443181797696,100006.147543164,293586.685237142,-0.0502443181794206,100000,293586.685237142,-0.0502443181797696,100000,293586.685237142
0.0081,0.0508718331577979,100006.284775918,-0.0508718331574749,100006.284775918,293586.685237142,0.0508718331574749,100000,293586.685237142,0.0508718331577979,100000,293586.685237142,-0.0508718331577979,100006.284775918,293586.685237142,-0.0508718331574749,100000,293586.685237142,-0.0508718331577979,100000,293586.685237142
0.0082,0.0514993280524322,100006.423348588,-0.0514993280521101,100006.423348588,293586.685237142,0.0514993280521101,100000,293586.685237142,0.0514993280524322,100000,293586.685237142,-0.0514993280524322,100006.423348588,293586.685237142,-0.0514993280521101,100000,293586.685237142,-0.0514993280524322,100000,293586.685237142
0.0083,0.0521268026159474,100006.563257841,-0.052126802615656,100006.563257841,293586.685237142,0.052126802615656,100000,293586.685237142,0.0521268026159474,100000,293586.685237142,-0.0521268026159474,100006.563257841,293586.685237142,-0.052126802615656,100000,293586.685237142,-0.0521268026159474,100000,293586.685237142
0.0084,0.0527542566006265,100006.704500392,-0.0527542566003153,100006.704500392,293586.685237142,0.0527542566003153,100000,293586.685237142,0.0527542566006265,100000,293586.685237142,-0.0527542566006265,100006.704500392,293586.685237142,-0.0527542566003153,100000,293586.685237142,-0.0527542566006265,100000,293586.685237142
0.0085,0.0533816897587605,100006.847072995,-0.0533816897584856,100006.847072995,293586.685237142,0.0533816897584856,100000,293586.685237142,0.0533816897587605,100000,293586.685237142,-0.0533816897587605,100006.847072995,293586.685237142,-0.0533816897584856,100000,293586.685237142,-0.0533816897587605,100000,293586.685237142
0.0086,0.0540091018426488,100006.990972448,-0.0540091018423558,100006.990972448,293586.685237142,0.0540091018423558,100000,293586.685237142,0.0540091018426488,100000,293586.685237142,-0.0540091018426488,100006.990972448,293586.685237142,-0.0540091018423558,100000,293586.685237142,-0.0540091018426488,100000,293586.685237142
0.0087,0.054636492604599,100007.13619559,-0.0546364926043312,100007.13619559,293586.685237142,0.0546364926043312,100000,293586.685237142,0.054636492604599,100000,293586.685237142,-0.054636492604599,100007.13619559,293586.685237142,-0.0546364926043312,100000,293586.685237142,-0.054636492604599,100000,293586.685237142
0.0088,0.0552638617969272,100007.282739298,-0.0552638617966967,100007.282739298,293586.685237142,0.0552638617966967,100000,293586.685237142,0.0552638617969272,100000,293586.685237142,-0.0552638617969272,100007.282739298,293586.685237142,-0.0552638617966967,100000,293586.685237142,-0.0552638617969272,100000,293586.685237142
0.0089,0.055891209171958,100007.430600487,-0.0558912091717411,100007.430600487,293586.685237142,0.0558912091717411,100000,293586.685237142,0.055891209171958,100000,293586.685237142,-0.055891209171958,100007.430600487,293586.685237142,-0.0558912091717411,100000,293586.685237142,-0.055891209171958,100000,293586.685237142
0.009,0.0565185344820245,100007.579776113,-0.0565185344817746,100007.579776113,293586.685237142,0.0565185344817746,100000,293586.685237142,0.0565185344820245,100000,293586.685237142,-0.0565185344820245,100007.579776113,293586.685237142,-0.0565185344817746,100000,293586.685237142,-0.0565185344820245,100000,293586.685237142
0.0091,0.0571458374794687,100007.730263164,-0.0571458374792339,100007.730263164,293586.685237142,0.0571458374792339,100000,293586.685237142,0.0571458374794687,100000,293586.685237142,-0.0571458374794687,100007.730263164,293586.685237142,-0.0571458374792339,100000,293586.685237142,-0.0571458374794687,100000,293586.685237142
