"time","bodyCylinder2.body.Q[1]","bodyCylinder2.body.Q[2]","bodyCylinder2.body.Q[3]","bodyCylinder2.body.Q[4]","bodyCylinder2.body.w_a[1]","bodyCylinder2.body.w_a[2]","bodyCylinder2.body.w_a[3]","bodyCylinder3.body.Q[1]","bodyCylinder3.body.Q[2]","bodyCylinder3.body.Q[3]","bodyCylinder3.body.Q[4]","bodyCylinder3.body.w_a[1]","bodyCylinder3.body.w_a[2]","bodyCylinder3.body.w_a[3]","revolute.phi","revolute.w","rotor1D.phi","rotor1D.w"
0,0,0.38268343236505,0,0.923879532511303,8.72664625997165,0,0,0,0,0,1,0,0,0,0,8.72664625997165,0,8.72664625997165
0.001,0.0040310417061608,0.38267978804682,-0.00167008096245345,0.923870738443849,8.72664625997165,-1.25142499728164e-05,-0.00136292860227997,9.76626828168191e-06,-8.08446347547808e-11,-1.02481565841253e-05,0.999999999899798,0.0390650727795854,-6.58832095944462e-07,-0.0409926263317678,0.00869834158888214,8.67003691804364,0.00869834158888222,8.67003691804382
0.002,0.00806174593602962,0.38266884874166,-0.00334075972001064,0.923844359066877,8.72664625997165,-5.29264309076568e-05,-0.00272546954921884,3.90650712518806e-05,-1.39784618064912e-09,-4.09926262888439e-05,0.999999998396762,0.0781301364611699,-5.66113405427548e-06,-0.0819852524072669,0.0173400738382435,8.61342758272999,0.0173400738382439,8.61342758273046
0.003,0.0120920359536434,0.382650603526721,-0.00501200430906745,0.923800399491112,8.72664625997165,-0.000125549154516456,-0.00408711080999209,8.78963986672262e-05,-7.24389794770624e-09,-9.22334086932845e-05,0.999999991883611,0.117195167001685,-1.9559858260706e-05,-0.122977876913964,0.0259251967626339,8.55681827195981,0.0259251967626349,8.55681827196068
0.004,0.0161218351463126,0.382625039616469,-0.00668378264706023,0.923738865989484,8.72664625997165,-0.00023468267521231,-0.00544720385611982,0.000156260223189561,-2.32044605023671e-08,-0.00016397050216783,0.999999974348208,0.156260123997346,-4.69043699822228e-05,-0.163970496379383,0.0344537104009826,8.5002090167583,0.0344537104009848,8.50020901675969
0.005,0.0201510669716194,0.382592142365483,-0.00835606246774393,0.923659765996187,8.72664625997165,-0.000384616201783698,-0.00680496565138556,0.000244156491124028,-5.71468538601112e-08,-0.000256203902458066,0.999999937373581,0.195324951098192,-9.22445583605047e-05,-0.204963104065428,0.0429256148299651,8.44359986173542,0.042925614829969,8.44359986173748
0.006,0.0241796549860304,0.382551895282191,-0.0100288112880755,0.923563108100853,8.72664625997165,-0.000579624516228964,-0.00815948131193929,0.000351585112022042,-1.19207514612082e-07,-0.000368933600425351,0.999999870137938,0.234389576468955,-0.00016013015558276,-0.24595568876077,0.0513409101791776,8.38699086561369,0.0513409101791841,8.38699086561686
0.007,0.0282075228574459,0.382504280027714,-0.0117019963763907,0.923448902049016,8.72664625997165,-0.000823965822862048,-0.00950970542599174,0.000478545949760682,-2.21795753114805e-07,-0.000502159579633962,0.999999759414712,0.273453913066062,-0.000255110824873987,-0.286948233774933,0.0596995966442502,8.33038210174344,0.059699596644261,8.33038210174888
0.008,0.0322345943775388,0.382449276417382,-0.0133755847265092,0.923317158741437,8.72664625997165,-0.00112187986775145,-0.010854463381707,0.000625038814622532,-3.79594316689609e-07,-0.000655881813830651,0.999999589572607,0.312517858893641,-0.000381736121607293,-0.327940716079909,0.0680016744984926,8.27377365852934,0.0680016744985107,8.27377365853878
0.009,0.036260793480828,0.382386862420705,-0.0150495430122142,0.923167890234118,8.72664625997165,-0.00147758481459427,-0.0121924534564385,0.000791063449614682,-6.09563635991223e-07,-0.000830100262443805,0.999999342575685,0.35158129742176,-0.00054455555529957,-0.36893310482612,0.0762471441131563,8.21716564018389,0.0762471441131868,8.2171656401996
0.01,0.0402860442588809,0.382317014167465,-0.0167238375608956,0.923001109735672,8.72664625997165,-0.00189527524531747,-0.0135222486163376,0.000976619521171497,-9.30938021498226e-07,-0.00102481486663641,0.999998997983465,0.390644097899741,-0.000748118457936914,-0.409925360401595,0.0844360059713367,8.16055816717162,0.0844360059713869,8.16055816719593
0.011,0.044310270975784,0.382239705950899,-0.0183984343192858,0.922816831605938,8.72664625997165,-0.00237911976754807,-0.0148422984529053,0.00118170660737862,-1.36522629300047e-06,-0.00124002554416726,0.999998532951064,0.429706115712602,-0.000996973961666181,-0.45091743323995,0.0925682606856986,8.10395137679962,0.0925682606857783,8.10395137683474
0.012,0.0483333980816333,0.382154910231703,-0.0200732988247954,0.922615071354231,8.72664625997165,-0.00293325899584164,-0.0161509309748026,0.00140632418728468,-1.93621133298483e-06,-0.00147573218411258,0.999997922229367,0.468767192698887,-0.00129567094446091,-0.491909262781843,0.100643909014678,8.04734542372701,0.100643909014799,8.04734542377497
0.013,0.0523553502251789,0.382062597641683,-0.0217483961783345,0.922395845637738,8.72664625997165,-0.00356180366167649,-0.0174463543286825,0.00165047163038343,-2.66994999426725e-06,-0.00173193464140417,0.999997138165238,0.507827157453897,-0.00164875798099264,-0.532900776475715,0.108662951878432,7.99074048045744,0.108662951878608,7.99074048051976
0.014,0.0563760522697584,0.381962736988765,-0.0234236910101623,0.922159172259317,8.72664625997165,-0.00426883224364434,-0.0187266590249228,0.00191414818294974,-3.59477290218271e-06,-0.0020086327293682,0.999996150701776,0.546885825717971,-0.00206078327324279,-0.573891888499936,0.116625390379688,7.93413673796803,0.116625390379934,7.93413673804541
0.015,0.0603954293081536,0.381855295262138,-0.0250991474481355,0.921905070165213,8.72664625997165,-0.00505838877801774,-0.0199898201004515,0.00219735295459898,-4.74128422898795e-06,-0.00230582621184711,0.999994927378631,0.585943000748093,-0.00253629457477027,-0.614882498540247,0.124531225824394,7.87753440631082,0.124531225824725,7.87753440640314
0.016,0.0644134066731244,0.381740237636682,-0.0267747290954221,0.921633559443079,8.72664625997165,-0.00593448133852674,-0.0212336987798226,0.0025000849077775,-6.14236133881864e-06,-0.00262351479630106,0.999993433332359,0.624998473595261,-0.00307983911844686,-0.655872490881122,0.132380459738059,7.82093371505863,0.13238045973849,7.82093371516545
0.017,0.0684299099493369,0.381617527477935,-0.0284503990052528,0.921344661319745,8.72664625997165,-0.00690108032192217,-0.0224560443670991,0.00282234284572126,-7.83315433737449e-06,-0.00296169812588336,0.999991631296839,0.664052023419972,-0.00369596353207632,-0.696861733373136,0.140173093884403,7.76433491381207,0.140173093884948,7.76433491393318
0.018,0.0724448649864934,0.381487126347595,-0.0301261196530972,0.921038398158725,8.72664625997165,-0.0079621165690229,-0.0236544963609023,0.00316412539886674,-9.85108559208088e-06,-0.00332037577034482,0.999989481603762,0.703103417843566,-0.00438921374120133,-0.737850076282105,0.147909130286387,7.70773827276544,0.14790913028706,7.70773827290094
0.019,0.076458197912039,0.381348994009242,-0.0318018529097923,0.920714793457608,8.72664625997165,-0.00912147956289553,-0.0248265865803029,0.00352543101102281,-1.22358492030783e-05,-0.00369954721635966,0.999986942183179,0.742152413297599,-0.00516413486351127,-0.778837351145269,0.155588571247725,7.65114408326872,0.15558857124854,7.65114408341877
0.02,0.0804698351432175,0.381203088434245,-0.0334775600161326,0.92037387184534,8.72664625997165,-0.0103830157376752,-0.0259697412712366,0.00390625792549156,-1.50294104037956e-05,-0.00409921185735162,0.999983968564139,0.781198755365995,-0.0060252710949194,-0.819823369652304,0.163211419374602,7.59455265837689,0.163211419375575,7.59455265854151
0.021,0.0844797033977923,0.381049365807901,-0.0351532015604465,0.920015659079381,8.72664625997165,-0.0117505270140903,-0.0270812831647069,0.0043066041711104,-1.82760047905129e-05,-0.00451936898237301,0.999980513875397,0.820242179111758,-0.00697716557810517,-0.860807922579816,0.170777677597728,7.53796433337226,0.170777677598872,7.5379643335512
0.022,0.0884877297055506,0.380887780535474,-0.0368287374544251,0.919640182042863,8.72664625997165,-0.0132277692035376,-0.0281584335714774,0.00472646754826696,-2.20221376481869e-05,-0.00496001776544492,0.999976528846206,0.859282409413745,-0.00802436028011653,-0.901790778691139,0.178287349194316,7.48137946630424,0.178287349195646,7.48137946649687
0.023,0.0924938414205605,0.38071828524858,-0.038504126907338,0.919247468741553,8.72664625997165,-0.0148184503092761,-0.0291983146180894,0.00516584561384728,-2.63165831699045e-05,-0.00542115725405724,0.999971961807209,0.89831916132701,-0.00917139585668181,-0.942771683559559,0.185740437811698,7.42479843856672,0.185740437813227,7.42479843877189
