"time","criticalDamping.x[1]","criticalDamping.x[2]","derivative.x","firstOrder.y","integrator.y","limIntegrator.y","limPID.D.x","limPID.I.y","lowpassButterworth.x1[1]","lowpassButterworth.x2[1]","pI.x","pID.D.x","pID.I.y","secondOrder.y","secondOrder.yd","stateSpace.x[1]","stateSpace.x[2]","transferFunction.x_scaled[1]"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00022,0.000690672957535437,4.77163742103098e-07,0.0108800509686237,0.000109987901058138,0.00011,0.00011,-0.032640152905871,0.00681169817031277,4.77317409270472e-07,0.00433838295583517,0.00011,0.0108800509686237,0.00022,1.209788266756e-08,0.00010997580317547,0.000110012101060589,0.000110012101060589,0.000109987901058138
0.00044,0.00138039190663399,1.90696798472792e-06,0.0215235452562311,0.000219951607641702,0.00022,0.00022,-0.0645706357686933,0.013462404136628,1.90807557003152e-06,0.00866828526063741,0.00022,0.0215235452562311,0.00044,4.83847164094712e-08,0.000219903222925293,0.000220048407646065,0.000220048407646065,0.000219951607641702
0.00066,0.00206915808858645,4.28693282359937e-06,0.0319353269392984,0.000329891124763225,0.00033,0.00033,-0.0958059808178951,0.0199554205418857,4.29051789071871e-06,0.0129897147306417,0.00033,0.0319353269392984,0.00066,1.08850476855637e-07,0.000329782274286369,0.000330108924774565,0.000330108924774565,0.000329891124763225
0.00088,0.00275697278960091,7.61449024920454e-06,0.04212032363944,0.000439806457622916,0.00044,0.00044,-0.12636097091832,0.0262941069865602,7.62282357684184e-06,0.0173026794750254,0.00044,0.04212032363944,0.00088,1.93484766388001e-07,0.000439612972856528,0.000440193657652051,0.000440193657652051,0.000439806457622916
0.0011,0.00344383736677548,1.18869323082232e-05,0.0520836445254449,0.000549697611713032,0.00055,0.00055,-0.156250933576335,0.0324819468453761,1.19030708245401e-05,0.0216071880599147,0.00055,0.052083644525445,0.0011,3.02276604499204e-07,0.000549395335108533,0.000550302611778863,0.000550302611778863,0.000549697611713032
0.00132,0.00412975313937185,1.71016295186885e-05,0.0618300924353477,0.000659564592382846,0.00066,0.00066,-0.185490277306043,0.0385222146351348,1.71293901901701e-05,0.0259032488312829,0.00066,0.0618300924353478,0.00132,4.35215298487319e-07,0.000659129377084359,0.000660435792515947,0.000660435792515947,0.000659564592382846
0.00154,0.0048147214189328,2.32559687063329e-05,0.0713643920177096,0.000769407404953477,0.00077,0.00077,-0.214093176053129,0.0444181315624187,2.32999227895332e-05,0.03019087009207,0.00077,0.0713643920177097,0.00154,5.92290212518696e-07,0.000768815114740958,0.000770593205197231,0.000770593205197231,0.000769407404953477
0.00176,0.00549874352385571,3.03473248319697e-05,0.0806911997004434,0.000879226054779974,0.00088,0.00088,-0.24207359910133,0.0501728723188474,3.04127992909598e-05,0.0344700601998733,0.00088,0.0806911997004436,0.00176,7.73490644093294e-07,0.00087845256413588,0.000880774855193008,0.000880774855193008,0.000879226054779974
0.00198,0.00618182076583098,3.83730864404455e-05,0.0898151357165632,0.000989020547190932,0.00099,0.00099,-0.26944540714969,0.0557895869184248,3.84661597784212e-05,0.0387408274712167,0.00099,0.0898151357165634,0.00198,9.78805943735729e-07,0.000988041741247196,0.000990980747847322,0.000990980747847322,0.000989020547190932
