"time","T_onePort.T","T_twoPort.T","T_junction.T"
0,293.171021756676,308.165404327264,308.163463265088
0.00022,293.326045658788,311.25461346467,323.159786897846
0.00044,293.479523525463,314.225005999885,323.159786897841
0.00066,293.631478403968,316.957767600709,323.159786897835
0.00088,293.781932886026,319.334088475269,323.15978689783
0.0011,293.930909118961,321.23516564209,323.159786897824
0.00132,294.078428816639,322.542205200048,323.159786897819
0.00154,294.224513269981,323.136424598164,323.159786897813
0.00176,294.369183357206,323.159786897808,323.159786897808
0.00198,294.512459553546,323.159786897802,323.159786897802
0.0022,294.654361941377,323.159786897796,323.159786897796
0.00242,294.794910219357,323.159786897791,323.159786897791
0.00264,294.934123711507,323.159786897785,323.159786897785
0.00286,295.072021376108,323.159786897779,323.159786897779
0.00308,295.208621814302,323.159786897773,323.159786897773
0.0033,295.343943278464,323.159786897768,323.159786897768
0.00352,295.478003680325,323.159786897762,323.159786897762
0.00374,295.610820597719,323.159786897756,323.159786897756
0.00396,295.742411284518,323.15978689775,323.15978689775
0.00418,295.87279267765,323.159786897745,323.159786897745
0.0044,296.001981403125,323.159786897739,323.159786897739
0.00462,296.129993783719,323.159786897733,323.159786897733
0.00484,296.256845845841,323.159786897727,323.159786897727
0.00506,296.382553326245,323.159786897721,323.159786897721
0.00528,296.50713167852,323.159786897715,323.159786897715
0.0055,296.630596079432,323.159786897709,323.159786897709
0.00572,296.752961435103,323.159786897703,323.159786897703
0.00594,296.874242386991,323.159786897697,323.159786897697
0.00616,296.994453317753,323.159786897691,323.159786897691
0.00638,297.11360835693,323.159786897685,323.159786897685
0.0066,297.231721386476,323.159786897678,323.159786897678
0.00682,297.34880604617,323.159786897672,323.159786897672
0.00704,297.464875738855,323.159786897666,323.159786897666
0.00726,297.57994363248,323.15978689766,323.15978689766
0.00748,297.694022662791,323.159786897654,323.159786897654
0.0077,297.807125561327,323.159786897647,323.159786897647
0.00792,297.919264833027,323.159786897641,323.159786897641
0.00814,298.030452770221,323.159786897635,323.159786897635
0.00836,298.140701457111,323.159786897628,323.159786897628
0.00858,298.250022774167,323.159786897622,323.159786897622
0.0088,298.358428402411,323.159786897616,323.159786897616
0.00902,298.465929827549,323.159786897609,323.159786897609
0.00924,298.57253834407,323.159786897603,323.159786897603
0.00946,298.678265059179,323.159786897596,323.159786897596
0.00968,298.783120896672,323.15978689759,323.15978689759
0.0099,298.887116600706,323.159786897583,323.159786897583
0.01012,298.990262739466,323.159786897577,323.159786897577
0.01034,299.09256970876,323.15978689757,323.15978689757
0.01056,299.194047735493,323.159786897564,323.159786897564
0.01078,299.294706881122,323.159786897557,323.159786897557
0.011,299.39455704495,323.15978689755,323.15978689755
0.01122,299.493607967393,323.159786897544,323.159786897544
0.01144,299.591869233143,323.159786897537,323.159786897537
0.01166,299.689350274285,323.15978689753,323.15978689753
0.01188,299.786060373295,323.159786897523,323.159786897523
0.0121,299.882008666005,323.159786897517,323.159786897517
0.01232,299.977204144491,323.15978689751,323.15978689751
0.01254,300.071655659876,323.159786897503,323.159786897503
0.01276,300.165371925085,323.159786897496,323.159786897496
0.01298,300.258361517532,323.159786897489,323.159786897489
0.0132,300.350632881728,323.159786897482,323.159786897482
0.01342,300.442194331864,323.159786897475,323.159786897475
0.01364,300.533054054299,323.159786897469,323.159786897469
0.01386,300.623220110015,323.159786897462,323.159786897462
0.01408,300.712700436995,323.159786897454,323.159786897454
0.0143,300.801502852558,323.159786897448,323.159786897448
0.01452,300.889635010712,323.15978689744,323.15978689744
0.01474,300.977104482107,323.159786897433,323.159786897433
0.01496,301.063918785281,323.159786897426,323.159786897426
0.01518,301.150085277138,323.159786897419,323.159786897419
0.0154,301.235611204852,323.159786897412,323.159786897412
0.01562,301.320503707887,323.159786897405,323.159786897405
0.01584,301.404769819988,323.159786897398,323.159786897398
0.01606,301.488416471111,323.159786897391,323.159786897391
0.01628,301.571450489388,323.159786897383,323.159786897383
0.0165,301.653878602913,323.159786897376,323.159786897376
0.01672,301.735707441622,323.159786897369,323.159786897369
0.01694,301.81694353903,323.159786897361,323.159786897361
0.01716,301.897593334031,323.159786897354,323.159786897354
0.01738,301.97766317255,323.159786897347,323.159786897347
