"time","heater.mediums[1].h","heater.mediums[1].p","pipe.mediums[1].h","pipe.mediums[1].p","pipe.mediums[2].h","pipe.mediums[2].p","radiator.mediums[1].h","radiator.mediums[1].p","tank.level","tank.medium.h"
19.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563255,111135.209746653,1,92643.4649928278
20.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563255,111135.209746653,1,92643.4649928278
21.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563255,111135.209746653,1,92643.4649928278
22.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563254,111135.209746653,1,92643.4649928278
24,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563254,111135.209746653,1,92643.4649928278
25.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563254,111135.209746653,1,92643.4649928278
26.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563254,111135.209746653,1,92643.4649928278
27.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563254,111135.209746653,1,92643.4649928278
28.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563254,111135.209746653,1,92643.4649928278
30,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563253,111135.209746653,1,92643.4649928278
31.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563253,111135.209746653,1,92643.4649928278
32.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563253,111135.209746653,1,92643.4649928277
33.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563253,111135.209746653,1,92643.4649928277
34.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563253,111135.209746653,1,92643.4649928277
36,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563253,111135.209746653,1,92643.4649928277
37.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563252,111135.209746653,1,92643.4649928277
38.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563252,111135.209746653,1,92643.4649928277
39.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563252,111135.209746653,1,92643.4649928277
40.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563252,111135.209746653,1,92643.4649928277
42,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563252,111135.209746653,1,92643.4649928277
43.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563252,111135.209746653,1,92643.4649928277
44.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563252,111135.209746653,1,92643.4649928277
45.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563252,111135.209746653,1,92643.4649928277
46.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563252,111135.209746653,1,92643.4649928277
48,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563252,111135.209746653,1,92643.4649928277
49.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563252,111135.209746653,1,92643.4649928277
50.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563251,111135.209746653,1,92643.4649928277
51.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563251,111135.209746653,1,92643.4649928277
52.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563251,111135.209746653,1,92643.4649928277
54,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563251,111135.209746653,1,92643.4649928277
55.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563251,111135.209746653,1,92643.4649928277
56.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563251,111135.209746653,1,92643.4649928277
57.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563251,111135.209746653,1,92643.4649928277
58.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563251,111135.209746653,1,92643.4649928277
60,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563251,111135.209746653,1,92643.4649928277
61.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563251,111135.209746653,1,92643.4649928277
62.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563251,111135.209746653,1,92643.4649928276
63.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.432456325,111135.209746653,1,92643.4649928276
64.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.432456325,111135.209746653,1,92643.4649928276
66,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.432456325,111135.209746653,1,92643.4649928276
67.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.432456325,111135.209746653,1,92643.4649928276
68.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.432456325,111135.209746653,1,92643.4649928276
69.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.432456325,111135.209746653,1,92643.4649928276
70.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.432456325,111135.209746653,1,92643.4649928276
72,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.432456325,111135.209746653,1,92643.4649928276
73.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.432456325,111135.209746653,1,92643.4649928276
74.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.432456325,111135.209746653,1,92643.4649928276
75.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.432456325,111135.209746653,1,92643.4649928276
76.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928276
78,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928276
79.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928276
80.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928276
81.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928276
82.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928276
84,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928276
85.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928276
86.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928276
87.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928276
88.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928276
90,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928276
91.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928276
92.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928276
93.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
94.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
96,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
97.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
98.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
99.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
100.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
102,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
103.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
104.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
105.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
106.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
108,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
109.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
110.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
111.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
112.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
114,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
115.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
116.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
117.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
118.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
120,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
121.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
122.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
123.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
124.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
126,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
127.2,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
128.4,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
129.6,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
130.8,300001.656324851,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928275
132,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
133.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
134.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
135.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
136.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
138,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
139.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
140.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
141.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
142.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
144,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
145.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
146.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
147.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
148.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
150,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
151.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563249,111135.209746653,1,92643.4649928274
152.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928274
153.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928274
154.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928274
156,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928274
157.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928274
158.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928274
159.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928274
160.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928274
162,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928274
163.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928274
164.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928274
165.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928274
166.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928274
168,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
169.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
170.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
171.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
172.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
174,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
175.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
176.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
177.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
178.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
180,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
181.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
182.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
183.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
184.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
186,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
187.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
188.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
189.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
190.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
192,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
193.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
194.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
195.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
196.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
198,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
199.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
200.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928273
201.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
202.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
204,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
205.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
206.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
207.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
208.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
210,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
211.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
212.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
213.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
214.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
216,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
217.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
218.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
219.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
220.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
222,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
223.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
224.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
225.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
226.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
228,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
229.2,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
230.4,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
231.6,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
232.8,300001.65632485,129994.721091118,300001.65632485,129992.485263164,300001.65632485,129970.126983763,98245.4324563248,111135.209746653,1,92643.4649928272
