"time","x","yRegStep","yRegStep_der"
0,-0.6,0.5,0
0.00026,-0.59974,0.5,0
0.00052,-0.59948,0.5,0
0.00078,-0.59922,0.5,0
0.00104,-0.59896,0.5,0
0.0013,-0.5987,0.5,0
0.00156,-0.59844,0.5,0
0.00182,-0.59818,0.5,0
0.00208,-0.59792,0.5,0
0.00234,-0.59766,0.5,0
0.0026,-0.5974,0.5,0
0.00286,-0.59714,0.5,0
0.00312,-0.59688,0.5,0
0.00338,-0.59662,0.5,0
0.00364,-0.59636,0.5,0
0.0039,-0.5961,0.5,0
0.00416,-0.59584,0.5,0
0.00442,-0.59558,0.5,0
0.00468,-0.59532,0.5,0
0.00494,-0.59506,0.5,0
0.0052,-0.5948,0.5,0
0.00546,-0.59454,0.5,0
0.00572,-0.59428,0.5,0
0.00598,-0.59402,0.5,0
0.00624,-0.59376,0.5,0
0.0065,-0.5935,0.5,0
0.00676,-0.59324,0.5,0
0.00702,-0.59298,0.5,0
0.00728,-0.59272,0.5,0
0.00754,-0.59246,0.5,0
0.0078,-0.5922,0.5,0
0.00806,-0.59194,0.5,0
0.00832,-0.59168,0.5,0
0.00858,-0.59142,0.5,0
0.00884,-0.59116,0.5,0
0.0091,-0.5909,0.5,0
0.00936,-0.59064,0.5,0
0.00962,-0.59038,0.5,0
0.00988,-0.59012,0.5,0
0.01014,-0.58986,0.5,0
0.0104,-0.5896,0.5,0
0.01066,-0.58934,0.5,0
0.01092,-0.58908,0.5,0
0.01118,-0.58882,0.5,0
0.01144,-0.58856,0.5,0
0.0117,-0.5883,0.5,0
0.01196,-0.58804,0.5,0
0.01222,-0.58778,0.5,0
0.01248,-0.58752,0.5,0
0.01274,-0.58726,0.5,0
0.013,-0.587,0.5,0
0.01326,-0.58674,0.5,0
0.01352,-0.58648,0.5,0
0.01378,-0.58622,0.5,0
0.01404,-0.58596,0.5,0
0.0143,-0.5857,0.5,0
0.01456,-0.58544,0.5,0
0.01482,-0.58518,0.5,0
0.01508,-0.58492,0.5,0
0.01534,-0.58466,0.5,0
0.0156,-0.5844,0.5,0
0.01586,-0.58414,0.5,0
0.01612,-0.58388,0.5,0
0.01638,-0.58362,0.5,0
0.01664,-0.58336,0.5,0
0.0169,-0.5831,0.5,0
0.01716,-0.58284,0.5,0
0.01742,-0.58258,0.5,0
0.01768,-0.58232,0.5,0
0.01794,-0.58206,0.5,0
0.0182,-0.5818,0.5,0
0.01846,-0.58154,0.5,0
0.01872,-0.58128,0.5,0
0.01898,-0.58102,0.5,0
0.01924,-0.58076,0.5,0
0.0195,-0.5805,0.5,0
0.01976,-0.58024,0.5,0
0.02002,-0.57998,0.5,0
0.02028,-0.57972,0.5,0
0.02054,-0.57946,0.5,0
0.0208,-0.5792,0.5,0
0.02106,-0.57894,0.5,0
0.02132,-0.57868,0.5,0
0.02158,-0.57842,0.5,0
0.02184,-0.57816,0.5,0
0.0221,-0.5779,0.5,0
0.02236,-0.57764,0.5,0
0.02262,-0.57738,0.5,0
0.02288,-0.57712,0.5,0
0.02314,-0.57686,0.5,0
0.0234,-0.5766,0.5,0
0.02366,-0.57634,0.5,0
0.02392,-0.57608,0.5,0
0.02418,-0.57582,0.5,0
0.02444,-0.57556,0.5,0
0.0247,-0.5753,0.5,0
0.02496,-0.57504,0.5,0
0.02522,-0.57478,0.5,0
0.02548,-0.57452,0.5,0
0.02574,-0.57426,0.5,0
0.026,-0.574,0.5,0
0.02626,-0.57374,0.5,0
0.02652,-0.57348,0.5,0
0.02678,-0.57322,0.5,0
0.02704,-0.57296,0.5,0
0.0273,-0.5727,0.5,0
0.02756,-0.57244,0.5,0
0.02782,-0.57218,0.5,0
0.02808,-0.57192,0.5,0
0.02834,-0.57166,0.5,0
0.0286,-0.5714,0.5,0
0.02886,-0.57114,0.5,0
0.02912,-0.57088,0.5,0
0.02938,-0.57062,0.5,0
0.02964,-0.57036,0.5,0
0.0299,-0.5701,0.5,0
0.03016,-0.56984,0.5,0
0.03042,-0.56958,0.5,0
0.03068,-0.56932,0.5,0
0.03094,-0.56906,0.5,0
0.0312,-0.5688,0.5,0
0.03146,-0.56854,0.5,0
0.03172,-0.56828,0.5,0
0.03198,-0.56802,0.5,0
0.03224,-0.56776,0.5,0
0.0325,-0.5675,0.5,0
0.03276,-0.56724,0.5,0
0.03302,-0.56698,0.5,0
0.03328,-0.56672,0.5,0
0.03354,-0.56646,0.5,0
0.0338,-0.5662,0.5,0
0.03406,-0.56594,0.5,0
0.03432,-0.56568,0.5,0
0.03458,-0.56542,0.5,0
0.03484,-0.56516,0.5,0
0.0351,-0.5649,0.5,0
0.03536,-0.56464,0.5,0
0.03562,-0.56438,0.5,0
0.03588,-0.56412,0.5,0
0.03614,-0.56386,0.5,0
0.0364,-0.5636,0.5,0
0.03666,-0.56334,0.5,0
0.03692,-0.56308,0.5,0
0.03718,-0.56282,0.5,0
0.03744,-0.56256,0.5,0
0.0377,-0.5623,0.5,0
0.03796,-0.56204,0.5,0
0.03822,-0.56178,0.5,0
0.03848,-0.56152,0.5,0
0.03874,-0.56126,0.5,0
0.039,-0.561,0.5,0
0.03926,-0.56074,0.5,0
0.03952,-0.56048,0.5,0
0.03978,-0.56022,0.5,0
0.04004,-0.55996,0.5,0
0.0403,-0.5597,0.5,0
0.04056,-0.55944,0.5,0
0.04082,-0.55918,0.5,0
0.04108,-0.55892,0.5,0
0.04134,-0.55866,0.5,0
0.0416,-0.5584,0.5,0
0.04186,-0.55814,0.5,0
0.04212,-0.55788,0.5,0
0.04238,-0.55762,0.5,0
0.04264,-0.55736,0.5,0
0.0429,-0.5571,0.5,0
0.04316,-0.55684,0.5,0
0.04342,-0.55658,0.5,0
0.04368,-0.55632,0.5,0
0.04394,-0.55606,0.5,0
0.0442,-0.5558,0.5,0
0.04446,-0.55554,0.5,0
0.04472,-0.55528,0.5,0
0.04498,-0.55502,0.5,0
0.04524,-0.55476,0.5,0
0.0455,-0.5545,0.5,0
0.04576,-0.55424,0.5,0
0.04602,-0.55398,0.5,0
0.04628,-0.55372,0.5,0
0.04654,-0.55346,0.5,0
0.0468,-0.5532,0.5,0
0.04706,-0.55294,0.5,0
0.04732,-0.55268,0.5,0
0.04758,-0.55242,0.5,0
0.04784,-0.55216,0.5,0
0.0481,-0.5519,0.5,0
0.04836,-0.55164,0.5,0
0.04862,-0.55138,0.5,0
0.04888,-0.55112,0.5,0
0.04914,-0.55086,0.5,0
0.0494,-0.5506,0.5,0
0.04966,-0.55034,0.5,0
0.04992,-0.55008,0.5,0
0.05018,-0.54982,0.5,0
0.05044,-0.54956,0.5,0
0.0507,-0.5493,0.5,0
0.05096,-0.54904,0.5,0
0.05122,-0.54878,0.5,0
0.05148,-0.54852,0.5,0
0.05174,-0.54826,0.5,0
0.052,-0.548,0.5,0
0.05226,-0.54774,0.5,0
0.05252,-0.54748,0.5,0
0.05278,-0.54722,0.5,0
0.05304,-0.54696,0.5,0
0.0533,-0.5467,0.5,0
0.05356,-0.54644,0.5,0
0.05382,-0.54618,0.5,0
0.05408,-0.54592,0.5,0
0.05434,-0.54566,0.5,0
0.0546,-0.5454,0.5,0
0.05486,-0.54514,0.5,0
0.05512,-0.54488,0.5,0
0.05538,-0.54462,0.5,0
0.05564,-0.54436,0.5,0
0.0559,-0.5441,0.5,0
0.05616,-0.54384,0.5,0
0.05642,-0.54358,0.5,0
0.05668,-0.54332,0.5,0
0.05694,-0.54306,0.5,0
0.0572,-0.5428,0.5,0
0.05746,-0.54254,0.5,0
0.05772,-0.54228,0.5,0
0.05798,-0.54202,0.5,0
0.05824,-0.54176,0.5,0
0.0585,-0.5415,0.5,0
0.05876,-0.54124,0.5,0
0.05902,-0.54098,0.5,0
0.05928,-0.54072,0.5,0
0.05954,-0.54046,0.5,0
0.0598,-0.5402,0.5,0
0.06006,-0.53994,0.5,0
0.06032,-0.53968,0.5,0
0.06058,-0.53942,0.5,0
0.06084,-0.53916,0.5,0
0.0611,-0.5389,0.5,0
0.06136,-0.53864,0.5,0
0.06162,-0.53838,0.5,0
0.06188,-0.53812,0.5,0
0.06214,-0.53786,0.5,0
0.0624,-0.5376,0.5,0
0.06266,-0.53734,0.5,0
0.06292,-0.53708,0.5,0
0.06318,-0.53682,0.5,0
0.06344,-0.53656,0.5,0
0.0637,-0.5363,0.5,0
0.06396,-0.53604,0.5,0
0.06422,-0.53578,0.5,0
0.06448,-0.53552,0.5,0
0.06474,-0.53526,0.5,0
0.065,-0.535,0.5,0
0.06526,-0.53474,0.5,0
0.06552,-0.53448,0.5,0
0.06578,-0.53422,0.5,0
0.06604,-0.53396,0.5,0
0.0663,-0.5337,0.5,0
0.06656,-0.53344,0.5,0
0.06682,-0.53318,0.5,0
0.06708,-0.53292,0.5,0
0.06734,-0.53266,0.5,0
0.0676,-0.5324,0.5,0
0.06786,-0.53214,0.5,0
0.06812,-0.53188,0.5,0
0.06838,-0.53162,0.5,0
0.06864,-0.53136,0.5,0
0.0689,-0.5311,0.5,0
0.06916,-0.53084,0.5,0
0.06942,-0.53058,0.5,0
0.06968,-0.53032,0.5,0
0.06994,-0.53006,0.5,0
0.0702,-0.5298,0.5,0
0.07046,-0.52954,0.5,0
0.07072,-0.52928,0.5,0
0.07098,-0.52902,0.5,0
0.07124,-0.52876,0.5,0
0.0715,-0.5285,0.5,0
0.07176,-0.52824,0.5,0
0.07202,-0.52798,0.5,0
0.07228,-0.52772,0.5,0
0.07254,-0.52746,0.5,0
0.0728,-0.5272,0.5,0
0.07306,-0.52694,0.5,0
0.07332,-0.52668,0.5,0
0.07358,-0.52642,0.5,0
0.07384,-0.52616,0.5,0
0.0741,-0.5259,0.5,0
0.07436,-0.52564,0.5,0
0.07462,-0.52538,0.5,0
0.07488,-0.52512,0.5,0
0.07514,-0.52486,0.5,0
0.0754,-0.5246,0.5,0
0.07566,-0.52434,0.5,0
0.07592,-0.52408,0.5,0
0.07618,-0.52382,0.5,0
0.07644,-0.52356,0.5,0
0.0767,-0.5233,0.5,0
0.07696,-0.52304,0.5,0
0.07722,-0.52278,0.5,0
0.07748,-0.52252,0.5,0
0.07774,-0.52226,0.5,0
0.078,-0.522,0.5,0
0.07826,-0.52174,0.5,0
0.07852,-0.52148,0.5,0
0.07878,-0.52122,0.5,0
0.07904,-0.52096,0.5,0
0.0793,-0.5207,0.5,0
0.07956,-0.52044,0.5,0
0.07982,-0.52018,0.5,0
0.08008,-0.51992,0.5,0
0.08034,-0.51966,0.5,0
0.0806,-0.5194,0.5,0
0.08086,-0.51914,0.5,0
0.08112,-0.51888,0.5,0
0.08138,-0.51862,0.5,0
0.08164,-0.51836,0.5,0
0.0819,-0.5181,0.5,0
0.08216,-0.51784,0.5,0
0.08242,-0.51758,0.5,0
0.08268,-0.51732,0.5,0
0.08294,-0.51706,0.5,0
0.0832,-0.5168,0.5,0
0.08346,-0.51654,0.5,0
0.08372,-0.51628,0.5,0
0.08398,-0.51602,0.5,0
0.08424,-0.51576,0.5,0
0.0845,-0.5155,0.5,0
0.08476,-0.51524,0.5,0
0.08502,-0.51498,0.5,0
0.08528,-0.51472,0.5,0
0.08554,-0.51446,0.5,0
0.0858,-0.5142,0.5,0
0.08606,-0.51394,0.5,0
0.08632,-0.51368,0.5,0
0.08658,-0.51342,0.5,0
0.08684,-0.51316,0.5,0
0.0871,-0.5129,0.5,0
0.08736,-0.51264,0.5,0
0.08762,-0.51238,0.5,0
0.08788,-0.51212,0.5,0
0.08814,-0.51186,0.5,0
0.0884,-0.5116,0.5,0
0.08866,-0.51134,0.5,0
0.08892,-0.51108,0.5,0
0.08918,-0.51082,0.5,0
0.08944,-0.51056,0.5,0
0.0897,-0.5103,0.5,0
0.08996,-0.51004,0.5,0
0.09022,-0.50978,0.5,0
0.09048,-0.50952,0.5,0
0.09074,-0.50926,0.5,0
0.091,-0.509,0.5,0
0.09126,-0.50874,0.5,0
0.09152,-0.50848,0.5,0
0.09178,-0.50822,0.5,0
0.09204,-0.50796,0.5,0
0.0923,-0.5077,0.5,0
0.09256,-0.50744,0.5,0
0.09282,-0.50718,0.5,0
0.09308,-0.50692,0.5,0
0.09334,-0.50666,0.5,0
0.0936,-0.5064,0.5,0
0.09386,-0.50614,0.5,0
0.09412,-0.50588,0.5,0
0.09438,-0.50562,0.5,0
0.09464,-0.50536,0.5,0
0.0949,-0.5051,0.5,0
0.09516,-0.50484,0.5,0
0.09542,-0.50458,0.5,0
0.09568,-0.50432,0.5,0
0.09594,-0.50406,0.5,0
0.0962,-0.5038,0.5,0
0.09646,-0.50354,0.5,0
0.09672,-0.50328,0.5,0
0.09698,-0.50302,0.5,0
0.09724,-0.50276,0.5,0
0.0975,-0.5025,0.5,0
0.09776,-0.50224,0.5,0
0.09802,-0.50198,0.5,0
0.09828,-0.50172,0.5,0
0.09854,-0.50146,0.5,0
0.0988,-0.5012,0.5,0
0.09906,-0.50094,0.5,0
0.09932,-0.50068,0.5,0
0.09958,-0.50042,0.5,0
0.09984,-0.50016,0.5,0
0.1001,-0.4999,0.500000014999,0.000299970000000149
0.10036,-0.49964,0.500000194353344,0.0010796112
