"time","boundary.ports[1].m_flow","boundary.ports[1].p","boundary.ports[1].h_outflow","boundary.ports[1].Xi_outflow[1]","boundary.ports[1].C_outflow[1]","boundary1.ports[1].m_flow","boundary1.ports[1].p","boundary1.ports[1].h_outflow","boundary1.ports[1].Xi_outflow[1]","boundary1.ports[1].C_outflow[1]","boundary2.ports[1].m_flow","boundary2.ports[1].p","boundary2.ports[1].h_outflow","boundary2.ports[1].Xi_outflow[1]","boundary2.ports[1].C_outflow[1]","boundary3.ports[1].m_flow","boundary3.ports[1].p","boundary3.ports[1].h_outflow","boundary3.ports[1].Xi_outflow[1]","boundary3.ports[1].C_outflow[1]","boundary4.ports[1].m_flow","boundary4.ports[1].p","boundary4.ports[1].h_outflow","boundary4.ports[1].Xi_outflow[1]","boundary4.ports[1].C_outflow[1]","boundary5.ports[1].m_flow","boundary5.ports[1].p","boundary5.ports[1].h_outflow","boundary5.ports[1].Xi_outflow[1]","boundary5.ports[1].C_outflow[1]","boundary6.ports[1].m_flow","boundary6.ports[1].p","boundary6.ports[1].h_outflow","boundary6.ports[1].Xi_outflow[1]","boundary6.ports[1].C_outflow[1]","boundary6.ports[2].m_flow","boundary6.ports[2].p","boundary6.ports[2].h_outflow","boundary6.ports[2].Xi_outflow[1]","boundary6.ports[2].C_outflow[1]","pipe.port_b.m_flow","pipe.port_b.p","pipe.port_b.h_outflow","pipe1.port_b.m_flow","pipe1.port_b.p","pipe1.port_b.h_outflow","pipe2.port_b.m_flow","pipe2.port_b.p","pipe2.port_b.h_outflow","pipe3.port_b.m_flow","pipe3.port_b.p","pipe3.port_b.h_outflow","C.y","P.y","traceSubstance1.port_b.m_flow","traceSubstance1.port_b.p","traceSubstance1.port_b.h_outflow"
0.1732,-2.04893974686953,101366.34,45263.2387446934,0.01,0.0002630908,-2.04893974686953,101366.34,45263.2387446934,0.01,0.0002630908,-0.1,101325.306103946,45263.2387446934,0.01,0.0002630908,-0.1,101325.306103946,45263.2387446934,0.01,0.0002630908,2.04893974686953,101325,45263.2387446934,0.01,0,2.04893974686953,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04893974686953,101325,45263.2387446934,-2.04893974686953,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002630908,101366.34,-2.04893974686953,101325,45263.2387446934
0.1736,-2.04841424604838,101366.32,45263.2387446934,0.01,0.0002636984,-2.04841424604838,101366.32,45263.2387446934,0.01,0.0002636984,-0.1,101325.306103946,45263.2387446934,0.01,0.0002636984,-0.1,101325.306103946,45263.2387446934,0.01,0.0002636984,2.04841424604838,101325,45263.2387446934,0.01,0,2.04841424604838,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04841424604838,101325,45263.2387446934,-2.04841424604838,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002636984,101366.32,-2.04841424604838,101325,45263.2387446934
0.174,-2.04788862232533,101366.3,45263.2387446934,0.01,0.000264306,-2.04788862232533,101366.3,45263.2387446934,0.01,0.000264306,-0.1,101325.306103946,45263.2387446934,0.01,0.000264306,-0.1,101325.306103946,45263.2387446934,0.01,0.000264306,2.04788862232533,101325,45263.2387446934,0.01,0,2.04788862232533,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04788862232533,101325,45263.2387446934,-2.04788862232533,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.000264306,101366.3,-2.04788862232533,101325,45263.2387446934
0.1744,-2.04736287561326,101366.28,45263.2387446934,0.01,0.0002649136,-2.04736287561326,101366.28,45263.2387446934,0.01,0.0002649136,-0.1,101325.306103946,45263.2387446934,0.01,0.0002649136,-0.1,101325.306103946,45263.2387446934,0.01,0.0002649136,2.04736287561326,101325,45263.2387446934,0.01,0,2.04736287561326,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04736287561326,101325,45263.2387446934,-2.04736287561326,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002649136,101366.28,-2.04736287561326,101325,45263.2387446934
0.1748,-2.0468370058246,101366.26,45263.2387446934,0.01,0.0002655212,-2.0468370058246,101366.26,45263.2387446934,0.01,0.0002655212,-0.1,101325.306103946,45263.2387446934,0.01,0.0002655212,-0.1,101325.306103946,45263.2387446934,0.01,0.0002655212,2.0468370058246,101325,45263.2387446934,0.01,0,2.0468370058246,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.0468370058246,101325,45263.2387446934,-2.0468370058246,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002655212,101366.26,-2.0468370058246,101325,45263.2387446934
0.1752,-2.04631101287204,101366.24,45263.2387446934,0.01,0.0002661288,-2.04631101287204,101366.24,45263.2387446934,0.01,0.0002661288,-0.1,101325.306103946,45263.2387446934,0.01,0.0002661288,-0.1,101325.306103946,45263.2387446934,0.01,0.0002661288,2.04631101287204,101325,45263.2387446934,0.01,0,2.04631101287204,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04631101287204,101325,45263.2387446934,-2.04631101287204,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002661288,101366.24,-2.04631101287204,101325,45263.2387446934
0.1756,-2.04578489666704,101366.22,45263.2387446934,0.01,0.0002667364,-2.04578489666704,101366.22,45263.2387446934,0.01,0.0002667364,-0.1,101325.306103946,45263.2387446934,0.01,0.0002667364,-0.1,101325.306103946,45263.2387446934,0.01,0.0002667364,2.04578489666704,101325,45263.2387446934,0.01,0,2.04578489666704,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04578489666704,101325,45263.2387446934,-2.04578489666704,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002667364,101366.22,-2.04578489666704,101325,45263.2387446934
0.176,-2.04525865712208,101366.2,45263.2387446934,0.01,0.000267344,-2.04525865712208,101366.2,45263.2387446934,0.01,0.000267344,-0.1,101325.306103946,45263.2387446934,0.01,0.000267344,-0.1,101325.306103946,45263.2387446934,0.01,0.000267344,2.04525865712208,101325,45263.2387446934,0.01,0,2.04525865712208,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04525865712208,101325,45263.2387446934,-2.04525865712208,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.000267344,101366.2,-2.04525865712208,101325,45263.2387446934
0.1764,-2.04473229414917,101366.18,45263.2387446934,0.01,0.0002679516,-2.04473229414917,101366.18,45263.2387446934,0.01,0.0002679516,-0.1,101325.306103946,45263.2387446934,0.01,0.0002679516,-0.1,101325.306103946,45263.2387446934,0.01,0.0002679516,2.04473229414917,101325,45263.2387446934,0.01,0,2.04473229414917,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04473229414917,101325,45263.2387446934,-2.04473229414917,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002679516,101366.18,-2.04473229414917,101325,45263.2387446934
0.1768,-2.04420580766057,101366.16,45263.2387446934,0.01,0.0002685592,-2.04420580766057,101366.16,45263.2387446934,0.01,0.0002685592,-0.1,101325.306103946,45263.2387446934,0.01,0.0002685592,-0.1,101325.306103946,45263.2387446934,0.01,0.0002685592,2.04420580766057,101325,45263.2387446934,0.01,0,2.04420580766057,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04420580766057,101325,45263.2387446934,-2.04420580766057,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002685592,101366.16,-2.04420580766057,101325,45263.2387446934
0.1772,-2.04367919756731,101366.14,45263.2387446934,0.01,0.0002691668,-2.04367919756731,101366.14,45263.2387446934,0.01,0.0002691668,-0.1,101325.306103946,45263.2387446934,0.01,0.0002691668,-0.1,101325.306103946,45263.2387446934,0.01,0.0002691668,2.04367919756731,101325,45263.2387446934,0.01,0,2.04367919756731,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04367919756731,101325,45263.2387446934,-2.04367919756731,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002691668,101366.14,-2.04367919756731,101325,45263.2387446934
0.1776,-2.04315246378146,101366.12,45263.2387446934,0.01,0.0002697744,-2.04315246378146,101366.12,45263.2387446934,0.01,0.0002697744,-0.1,101325.306103946,45263.2387446934,0.01,0.0002697744,-0.1,101325.306103946,45263.2387446934,0.01,0.0002697744,2.04315246378146,101325,45263.2387446934,0.01,0,2.04315246378146,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04315246378146,101325,45263.2387446934,-2.04315246378146,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002697744,101366.12,-2.04315246378146,101325,45263.2387446934
0.178,-2.04262560621499,101366.1,45263.2387446934,0.01,0.000270382,-2.04262560621499,101366.1,45263.2387446934,0.01,0.000270382,-0.1,101325.306103946,45263.2387446934,0.01,0.000270382,-0.1,101325.306103946,45263.2387446934,0.01,0.000270382,2.04262560621499,101325,45263.2387446934,0.01,0,2.04262560621499,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04262560621499,101325,45263.2387446934,-2.04262560621499,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.000270382,101366.1,-2.04262560621499,101325,45263.2387446934
0.1784,-2.04209862477859,101366.08,45263.2387446934,0.01,0.0002709896,-2.04209862477859,101366.08,45263.2387446934,0.01,0.0002709896,-0.1,101325.306103946,45263.2387446934,0.01,0.0002709896,-0.1,101325.306103946,45263.2387446934,0.01,0.0002709896,2.04209862477859,101325,45263.2387446934,0.01,0,2.04209862477859,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04209862477859,101325,45263.2387446934,-2.04209862477859,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002709896,101366.08,-2.04209862477859,101325,45263.2387446934
0.1788,-2.04157151938402,101366.06,45263.2387446934,0.01,0.0002715972,-2.04157151938402,101366.06,45263.2387446934,0.01,0.0002715972,-0.1,101325.306103946,45263.2387446934,0.01,0.0002715972,-0.1,101325.306103946,45263.2387446934,0.01,0.0002715972,2.04157151938402,101325,45263.2387446934,0.01,0,2.04157151938402,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04157151938402,101325,45263.2387446934,-2.04157151938402,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002715972,101366.06,-2.04157151938402,101325,45263.2387446934
0.1792,-2.04104428994253,101366.04,45263.2387446934,0.01,0.0002722048,-2.04104428994253,101366.04,45263.2387446934,0.01,0.0002722048,-0.1,101325.306103946,45263.2387446934,0.01,0.0002722048,-0.1,101325.306103946,45263.2387446934,0.01,0.0002722048,2.04104428994253,101325,45263.2387446934,0.01,0,2.04104428994253,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04104428994253,101325,45263.2387446934,-2.04104428994253,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002722048,101366.04,-2.04104428994253,101325,45263.2387446934
0.1796,-2.04051693636567,101366.02,45263.2387446934,0.01,0.0002728124,-2.04051693636567,101366.02,45263.2387446934,0.01,0.0002728124,-0.1,101325.306103946,45263.2387446934,0.01,0.0002728124,-0.1,101325.306103946,45263.2387446934,0.01,0.0002728124,2.04051693636567,101325,45263.2387446934,0.01,0,2.04051693636567,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.04051693636567,101325,45263.2387446934,-2.04051693636567,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002728124,101366.02,-2.04051693636567,101325,45263.2387446934
0.18,-2.03998945856371,101366,45263.2387446934,0.01,0.00027342,-2.03998945856371,101366,45263.2387446934,0.01,0.00027342,-0.1,101325.306103946,45263.2387446934,0.01,0.00027342,-0.1,101325.306103946,45263.2387446934,0.01,0.00027342,2.03998945856371,101325,45263.2387446934,0.01,0,2.03998945856371,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03998945856371,101325,45263.2387446934,-2.03998945856371,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.00027342,101366,-2.03998945856371,101325,45263.2387446934
0.1804,-2.03946185644799,101365.98,45263.2387446934,0.01,0.0002740276,-2.03946185644799,101365.98,45263.2387446934,0.01,0.0002740276,-0.1,101325.306103946,45263.2387446934,0.01,0.0002740276,-0.1,101325.306103946,45263.2387446934,0.01,0.0002740276,2.03946185644799,101325,45263.2387446934,0.01,0,2.03946185644799,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03946185644799,101325,45263.2387446934,-2.03946185644799,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002740276,101365.98,-2.03946185644799,101325,45263.2387446934
0.1808,-2.0389341299297,101365.96,45263.2387446934,0.01,0.0002746352,-2.0389341299297,101365.96,45263.2387446934,0.01,0.0002746352,-0.1,101325.306103946,45263.2387446934,0.01,0.0002746352,-0.1,101325.306103946,45263.2387446934,0.01,0.0002746352,2.0389341299297,101325,45263.2387446934,0.01,0,2.0389341299297,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.0389341299297,101325,45263.2387446934,-2.0389341299297,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002746352,101365.96,-2.0389341299297,101325,45263.2387446934
0.1812,-2.03840627891881,101365.94,45263.2387446934,0.01,0.0002752428,-2.03840627891881,101365.94,45263.2387446934,0.01,0.0002752428,-0.1,101325.306103946,45263.2387446934,0.01,0.0002752428,-0.1,101325.306103946,45263.2387446934,0.01,0.0002752428,2.03840627891881,101325,45263.2387446934,0.01,0,2.03840627891881,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03840627891881,101325,45263.2387446934,-2.03840627891881,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002752428,101365.94,-2.03840627891881,101325,45263.2387446934
0.1816,-2.03787830332633,101365.92,45263.2387446934,0.01,0.0002758504,-2.03787830332633,101365.92,45263.2387446934,0.01,0.0002758504,-0.1,101325.306103946,45263.2387446934,0.01,0.0002758504,-0.1,101325.306103946,45263.2387446934,0.01,0.0002758504,2.03787830332633,101325,45263.2387446934,0.01,0,2.03787830332633,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03787830332633,101325,45263.2387446934,-2.03787830332633,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002758504,101365.92,-2.03787830332633,101325,45263.2387446934
0.182,-2.03735020306277,101365.9,45263.2387446934,0.01,0.000276458,-2.03735020306277,101365.9,45263.2387446934,0.01,0.000276458,-0.1,101325.306103946,45263.2387446934,0.01,0.000276458,-0.1,101325.306103946,45263.2387446934,0.01,0.000276458,2.03735020306277,101325,45263.2387446934,0.01,0,2.03735020306277,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03735020306277,101325,45263.2387446934,-2.03735020306277,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.000276458,101365.9,-2.03735020306277,101325,45263.2387446934
0.1824,-2.0368219780389,101365.88,45263.2387446934,0.01,0.0002770656,-2.0368219780389,101365.88,45263.2387446934,0.01,0.0002770656,-0.1,101325.306103946,45263.2387446934,0.01,0.0002770656,-0.1,101325.306103946,45263.2387446934,0.01,0.0002770656,2.0368219780389,101325,45263.2387446934,0.01,0,2.0368219780389,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.0368219780389,101325,45263.2387446934,-2.0368219780389,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002770656,101365.88,-2.0368219780389,101325,45263.2387446934
0.1828,-2.03629362816426,101365.86,45263.2387446934,0.01,0.0002776732,-2.03629362816426,101365.86,45263.2387446934,0.01,0.0002776732,-0.1,101325.306103946,45263.2387446934,0.01,0.0002776732,-0.1,101325.306103946,45263.2387446934,0.01,0.0002776732,2.03629362816426,101325,45263.2387446934,0.01,0,2.03629362816426,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03629362816426,101325,45263.2387446934,-2.03629362816426,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002776732,101365.86,-2.03629362816426,101325,45263.2387446934
0.1832,-2.03576515334943,101365.84,45263.2387446934,0.01,0.0002782808,-2.03576515334943,101365.84,45263.2387446934,0.01,0.0002782808,-0.1,101325.306103946,45263.2387446934,0.01,0.0002782808,-0.1,101325.306103946,45263.2387446934,0.01,0.0002782808,2.03576515334943,101325,45263.2387446934,0.01,0,2.03576515334943,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03576515334943,101325,45263.2387446934,-2.03576515334943,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002782808,101365.84,-2.03576515334943,101325,45263.2387446934
0.1836,-2.03523655350485,101365.82,45263.2387446934,0.01,0.0002788884,-2.03523655350485,101365.82,45263.2387446934,0.01,0.0002788884,-0.1,101325.306103946,45263.2387446934,0.01,0.0002788884,-0.1,101325.306103946,45263.2387446934,0.01,0.0002788884,2.03523655350485,101325,45263.2387446934,0.01,0,2.03523655350485,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03523655350485,101325,45263.2387446934,-2.03523655350485,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002788884,101365.82,-2.03523655350485,101325,45263.2387446934
0.184,-2.03470782853974,101365.8,45263.2387446934,0.01,0.000279496,-2.03470782853974,101365.8,45263.2387446934,0.01,0.000279496,-0.1,101325.306103946,45263.2387446934,0.01,0.000279496,-0.1,101325.306103946,45263.2387446934,0.01,0.000279496,2.03470782853974,101325,45263.2387446934,0.01,0,2.03470782853974,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03470782853974,101325,45263.2387446934,-2.03470782853974,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.000279496,101365.8,-2.03470782853974,101325,45263.2387446934
0.1844,-2.03417897836433,101365.78,45263.2387446934,0.01,0.0002801036,-2.03417897836433,101365.78,45263.2387446934,0.01,0.0002801036,-0.1,101325.306103946,45263.2387446934,0.01,0.0002801036,-0.1,101325.306103946,45263.2387446934,0.01,0.0002801036,2.03417897836433,101325,45263.2387446934,0.01,0,2.03417897836433,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03417897836433,101325,45263.2387446934,-2.03417897836433,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002801036,101365.78,-2.03417897836433,101325,45263.2387446934
0.1848,-2.03365000288839,101365.76,45263.2387446934,0.01,0.0002807112,-2.03365000288839,101365.76,45263.2387446934,0.01,0.0002807112,-0.1,101325.306103946,45263.2387446934,0.01,0.0002807112,-0.1,101325.306103946,45263.2387446934,0.01,0.0002807112,2.03365000288839,101325,45263.2387446934,0.01,0,2.03365000288839,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03365000288839,101325,45263.2387446934,-2.03365000288839,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002807112,101365.76,-2.03365000288839,101325,45263.2387446934
0.1852,-2.03312090202194,101365.74,45263.2387446934,0.01,0.0002813188,-2.03312090202194,101365.74,45263.2387446934,0.01,0.0002813188,-0.1,101325.306103946,45263.2387446934,0.01,0.0002813188,-0.1,101325.306103946,45263.2387446934,0.01,0.0002813188,2.03312090202194,101325,45263.2387446934,0.01,0,2.03312090202194,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03312090202194,101325,45263.2387446934,-2.03312090202194,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002813188,101365.74,-2.03312090202194,101325,45263.2387446934
0.1856,-2.03259167567374,101365.72,45263.2387446934,0.01,0.0002819264,-2.03259167567374,101365.72,45263.2387446934,0.01,0.0002819264,-0.1,101325.306103946,45263.2387446934,0.01,0.0002819264,-0.1,101325.306103946,45263.2387446934,0.01,0.0002819264,2.03259167567374,101325,45263.2387446934,0.01,0,2.03259167567374,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03259167567374,101325,45263.2387446934,-2.03259167567374,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002819264,101365.72,-2.03259167567374,101325,45263.2387446934
0.186,-2.03206232375361,101365.7,45263.2387446934,0.01,0.000282534,-2.03206232375361,101365.7,45263.2387446934,0.01,0.000282534,-0.1,101325.306103946,45263.2387446934,0.01,0.000282534,-0.1,101325.306103946,45263.2387446934,0.01,0.000282534,2.03206232375361,101325,45263.2387446934,0.01,0,2.03206232375361,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03206232375361,101325,45263.2387446934,-2.03206232375361,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.000282534,101365.7,-2.03206232375361,101325,45263.2387446934
0.1864,-2.03153284617085,101365.68,45263.2387446934,0.01,0.0002831416,-2.03153284617085,101365.68,45263.2387446934,0.01,0.0002831416,-0.1,101325.306103946,45263.2387446934,0.01,0.0002831416,-0.1,101325.306103946,45263.2387446934,0.01,0.0002831416,2.03153284617085,101325,45263.2387446934,0.01,0,2.03153284617085,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03153284617085,101325,45263.2387446934,-2.03153284617085,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002831416,101365.68,-2.03153284617085,101325,45263.2387446934
0.1868,-2.03100324283507,101365.66,45263.2387446934,0.01,0.0002837492,-2.03100324283507,101365.66,45263.2387446934,0.01,0.0002837492,-0.1,101325.306103946,45263.2387446934,0.01,0.0002837492,-0.1,101325.306103946,45263.2387446934,0.01,0.0002837492,2.03100324283507,101325,45263.2387446934,0.01,0,2.03100324283507,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03100324283507,101325,45263.2387446934,-2.03100324283507,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002837492,101365.66,-2.03100324283507,101325,45263.2387446934
0.1872,-2.03047351365458,101365.64,45263.2387446934,0.01,0.0002843568,-2.03047351365458,101365.64,45263.2387446934,0.01,0.0002843568,-0.1,101325.306103946,45263.2387446934,0.01,0.0002843568,-0.1,101325.306103946,45263.2387446934,0.01,0.0002843568,2.03047351365458,101325,45263.2387446934,0.01,0,2.03047351365458,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.03047351365458,101325,45263.2387446934,-2.03047351365458,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002843568,101365.64,-2.03047351365458,101325,45263.2387446934
0.1876,-2.02994365853875,101365.62,45263.2387446934,0.01,0.0002849644,-2.02994365853875,101365.62,45263.2387446934,0.01,0.0002849644,-0.1,101325.306103946,45263.2387446934,0.01,0.0002849644,-0.1,101325.306103946,45263.2387446934,0.01,0.0002849644,2.02994365853875,101325,45263.2387446934,0.01,0,2.02994365853875,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.02994365853875,101325,45263.2387446934,-2.02994365853875,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002849644,101365.62,-2.02994365853875,101325,45263.2387446934
0.188,-2.02941367739685,101365.6,45263.2387446934,0.01,0.000285572,-2.02941367739685,101365.6,45263.2387446934,0.01,0.000285572,-0.1,101325.306103946,45263.2387446934,0.01,0.000285572,-0.1,101325.306103946,45263.2387446934,0.01,0.000285572,2.02941367739685,101325,45263.2387446934,0.01,0,2.02941367739685,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.02941367739685,101325,45263.2387446934,-2.02941367739685,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.000285572,101365.6,-2.02941367739685,101325,45263.2387446934
0.1884,-2.02888357013687,101365.58,45263.2387446934,0.01,0.0002861796,-2.02888357013687,101365.58,45263.2387446934,0.01,0.0002861796,-0.1,101325.306103946,45263.2387446934,0.01,0.0002861796,-0.1,101325.306103946,45263.2387446934,0.01,0.0002861796,2.02888357013687,101325,45263.2387446934,0.01,0,2.02888357013687,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.02888357013687,101325,45263.2387446934,-2.02888357013687,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002861796,101365.58,-2.02888357013687,101325,45263.2387446934
0.1888,-2.02835333666785,101365.56,45263.2387446934,0.01,0.0002867872,-2.02835333666785,101365.56,45263.2387446934,0.01,0.0002867872,-0.1,101325.306103946,45263.2387446934,0.01,0.0002867872,-0.1,101325.306103946,45263.2387446934,0.01,0.0002867872,2.02835333666785,101325,45263.2387446934,0.01,0,2.02835333666785,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,0.1,101325,45263.2387446934,0.01,0,-2.02835333666785,101325,45263.2387446934,-2.02835333666785,101325,45263.2387446934,-0.1,101325,45263.2387446934,-0.1,101325,45263.2387446934,0.0002867872,101365.56,-2.02835333666785,101325,45263.2387446934
