"Time","toPolar.y[1]","toPolar.y[2]","hallSensor.y"
0,158.81618,1.5707964,0
1.999998e-12,158.81618,1.5707964,-6.2831873e-10
1.999998e-12,158.81618,1.5707964,6.2831855
4.9999999e-05,158.81618,1.5550884,6.2674775
9.9999997e-05,158.81618,1.5393804,6.2517695
0.00015000001,158.81618,1.5236725,6.2360616
0.00019999999,158.81618,1.5079645,6.2203536
0.00025000001,158.81618,1.4922565,6.2046456
0.00030000001,158.81618,1.4765486,6.1889377
0.00034999999,158.81618,1.4608406,6.1732297
0.00039999999,158.81618,1.4451326,6.1575217
0.00044999999,158.81618,1.4294246,6.1418138
0.00050000002,158.81618,1.4137167,6.1261058
0.00055,158.81618,1.3980087,6.1103978
0.00060000003,158.81618,1.3823007,6.0946898
0.00065,158.81618,1.3665928,6.0789819
0.00069999998,158.81618,1.3508848,6.0632739
0.00075000001,158.81618,1.3351768,6.0475659
0.00079999998,158.81618,1.3194689,6.031858
0.00085000001,158.81618,1.303761,6.01615
0.00089999998,158.81618,1.288053,6.000442
0.00095000002,158.81618,1.2723451,5.9847341
0.001,158.81618,1.2566371,5.9690261
0.00105,158.81618,1.2409291,5.9533181
0.0011,158.81618,1.2252212,5.9376101
0.00115,158.81618,1.2095132,5.9219022
0.0012000001,158.81618,1.1938052,5.9061942
0.00125,158.81618,1.1780972,5.8904862
0.0013,158.81618,1.1623893,5.8747783
0.00135,158.81618,1.1466813,5.8590703
0.0014,158.81618,1.1309733,5.8433623
0.00145,158.81618,1.1152654,5.8276544
0.0015,158.81618,1.0995574,5.8119464
0.00155,158.81618,1.0838494,5.7962384
0.0016,158.81618,1.0681415,5.7805305
0.00165,158.81618,1.0524335,5.7648225
0.0017,158.81618,1.0367255,5.7491145
0.0017500001,158.81618,1.0210177,5.7334065
0.0018,158.81618,1.0053097,5.7176986
0.00185,158.81618,0.98960167,5.7019906
0.0019,158.81618,0.9738937,5.6862826
0.0019499999,158.81618,0.95818573,5.6705747
0.0020000001,158.81618,0.94247782,5.6548667
0.00205,158.81618,0.92676985,5.6391587
0.0020999999,158.81618,0.91106188,5.6234508
0.0021500001,158.81618,0.89535391,5.6077428
0.0022,158.81618,0.87964594,5.5920348
0.0022499999,158.81618,0.86393797,5.5763268
0.0023000001,158.81618,0.84823,5.5606189
0.00235,158.81618,0.83252203,5.5449109
0.0024000001,158.81618,0.81681406,5.5292029
0.00245,158.81618,0.80110615,5.513495
0.0024999999,158.81618,0.78539819,5.497787
0.0025500001,158.81618,0.76969022,5.482079
0.0026,158.81618,0.75398225,5.4663711
0.0026499999,158.81618,0.73827428,5.4506631
0.0027000001,158.81618,0.72256631,5.4349551
0.00275,158.81618,0.70685834,5.4192472
0.0027999999,158.81618,0.69115037,5.4035392
0.00285,158.81618,0.6754424,5.3878312
0.0029,158.81618,0.65973443,5.3721232
0.0029500001,158.81618,0.64402652,5.3564153
0.003,158.81618,0.62831855,5.3407073
0.0030499999,158.81618,0.61261058,5.3249993
0.0031000001,158.81618,0.59690261,5.3092914
0.00315,158.81618,0.58119464,5.2935834
0.0031999999,158.81618,0.56548667,5.2778754
0.0032500001,158.81618,0.5497787,5.2621679
0.0033,158.81618,0.53407073,5.24646
0.0033499999,158.81618,0.51836276,5.230752
0.0034,158.81618,0.50265485,5.215044
0.00345,158.81618,0.48694685,5.1993361
0.0035000001,158.81618,0.47123891,5.1836281
0.00355,158.81618,0.45553094,5.1679201
0.0035999999,158.81618,0.43982297,5.1522121
0.0036500001,158.81618,0.424115,5.1365042
0.0037,158.81618,0.40840703,5.1207962
0.0037499999,158.81618,0.39269909,5.1050882
0.0038000001,158.81618,0.37699112,5.0893803
0.00385,158.81618,0.36128315,5.0736723
0.0038999999,158.81618,0.34557518,5.0579643
0.0039499998,158.81618,0.32986721,5.0422564
0.0040000002,158.81618,0.31415927,5.0265484
0.0040500001,158.81618,0.2984513,5.0108404
0.0041,158.81618,0.28274333,4.9951324
0.0041499999,158.81618,0.26703537,4.9794245
0.0041999999,158.81618,0.25132743,4.9637165
0.0042500002,158.81618,0.23561946,4.9480085
0.0043000001,158.81618,0.21991149,4.9323006
0.0043500001,158.81618,0.20420352,4.9165926
0.0044,158.81618,0.18849556,4.9008846
0.0044499999,158.81618,0.17278759,4.8851767
0.0044999998,158.81618,0.15707964,4.8694687
0.0045500002,158.81618,0.14137167,4.8537607
0.0046000001,158.81618,0.12566371,4.8380527
0.00465,158.81618,0.10995574,4.8223448
0.0046999999,158.81618,0.094247781,4.8066368
0.0047499998,158.81618,0.078539819,4.7909288
0.0048000002,158.81618,0.062831856,4.7752209
0.0048500001,158.81618,0.04712389,4.7595129
0.0049000001,158.81618,0.031415928,4.7438049
0.00495,158.81618,0.015707964,4.728097
0.0049999999,158.81618,-7.1583914e-16,4.712389
0.0050499998,158.81618,-0.015707964,4.696681
0.0051000002,158.81618,-0.031415928,4.6809731
0.0051500001,158.81618,-0.04712389,4.6652651
0.0052,158.81618,-0.062831856,4.6495571
0.0052499999,158.81618,-0.078539819,4.6338491
0.0052999998,158.81618,-0.094247781,4.6181412
0.0053500002,158.81618,-0.10995574,4.6024332
0.0054000001,158.81618,-0.12566371,4.5867252
0.0054500001,158.81618,-0.14137167,4.5710173
0.0055,158.81618,-0.15707964,4.5553093
0.0055499999,158.81618,-0.17278759,4.5396013
0.0055999998,158.81618,-0.18849556,4.5238934
0.0056500002,158.81618,-0.20420352,4.5081854
0.0057000001,158.81618,-0.21991149,4.4924774
0.00575,158.81618,-0.23561946,4.4767694
0.0057999999,158.81618,-0.25132743,4.4610615
0.0058499998,158.81618,-0.26703537,4.4453535
0.0059000002,158.81618,-0.28274333,4.4296455
0.0059500001,158.81618,-0.2984513,4.4139376
0.0060000001,158.81618,-0.31415927,4.3982296
0.00605,158.81618,-0.32986721,4.3825216
0.0060999999,158.81618,-0.34557518,4.3668137
0.0061499998,158.81618,-0.36128315,4.3511057
0.0062000002,158.81618,-0.37699112,4.3353977
0.0062500001,158.81618,-0.39269909,4.3196898
0.0063,158.81618,-0.40840703,4.3039818
0.0063499999,158.81618,-0.424115,4.2882738
0.0063999998,158.81618,-0.43982297,4.2725658
0.0064500002,158.81618,-0.45553094,4.2568579
0.0065000001,158.81618,-0.47123891,4.2411499
0.00655,158.81618,-0.48694685,4.2254419
0.0066,158.81618,-0.50265485,4.209734
0.0066499999,158.81618,-0.51836276,4.194026
0.0066999998,158.81618,-0.53407073,4.178318
0.0067500002,158.81618,-0.5497787,4.1626101
0.0068000001,158.81618,-0.56548667,4.1469021
0.00685,158.81618,-0.58119464,4.1311941
0.0068999999,158.81618,-0.59690261,4.1154861
0.0069499998,158.81618,-0.61261058,4.0997782
0.0070000002,158.81618,-0.62831855,4.0840707
0.0070500001,158.81618,-0.64402652,4.0683627
0.0071,158.81618,-0.65973443,4.0526547
0.00715,158.81618,-0.6754424,4.0369468
0.0071999999,158.81618,-0.69115037,4.0212388
0.0072499998,158.81618,-0.70685834,4.0055308
0.0073000002,158.81618,-0.72256631,3.9898226
0.0073500001,158.81618,-0.73827428,3.9741147
0.0074,158.81618,-0.75398225,3.9584067
0.0074499999,158.81618,-0.76969022,3.9426987
0.0074999998,158.81618,-0.78539819,3.9269907
0.0075500002,158.81618,-0.80110615,3.9112828
0.0076000001,158.81618,-0.81681406,3.8955748
0.00765,158.81618,-0.83252203,3.8798668
0.0077,158.81618,-0.84823,3.8641589
0.0077499999,158.81618,-0.86393797,3.8484509
0.0077999998,158.81618,-0.87964594,3.8327429
0.0078499997,158.81618,-0.89535391,3.817035
0.0078999996,158.81618,-0.91106188,3.8013272
0.0079500005,158.81618,-0.92676985,3.7856193
0.0080000004,158.81618,-0.94247782,3.7699113
0.0080500003,158.81618,-0.95818573,3.7542033
0.0081000002,158.81618,-0.9738937,3.7384953
0.0081500001,158.81618,-0.98960167,3.7227874
0.0082,158.81618,-1.0053097,3.7070794
0.00825,158.81618,-1.0210177,3.6913714
0.0082999999,158.81618,-1.0367255,3.6756635
0.0083499998,158.81618,-1.0524335,3.6599555
