"time","pipeFriction1.port_b.m_flow","pipeFriction1.port_b.p","pipeFriction1.port_b.h_outflow","pipeFriction2.port_b.m_flow","pipeFriction2.port_b.p","pipeFriction2.port_b.h_outflow","pipeFriction3.port_b.m_flow","pipeFriction3.port_b.p","pipeFriction3.port_b.h_outflow","boundary1.ports[1].m_flow","boundary1.ports[1].p","boundary1.ports[1].h_outflow","boundary1.ports[1].Xi_outflow[1]","boundary1.ports[1].Xi_outflow[2]","boundary1.ports[1].Xi_outflow[3]","boundary1.ports[1].Xi_outflow[4]","boundary1.ports[1].Xi_outflow[5]","boundary1.ports[1].Xi_outflow[6]","boundary2.ports[1].m_flow","boundary2.ports[1].p","boundary2.ports[1].h_outflow","boundary2.ports[1].Xi_outflow[1]","boundary2.ports[1].Xi_outflow[2]","boundary2.ports[1].Xi_outflow[3]","boundary2.ports[1].Xi_outflow[4]","boundary2.ports[1].Xi_outflow[5]","boundary2.ports[1].Xi_outflow[6]","boundary3.ports[1].m_flow","boundary3.ports[1].p","boundary3.ports[1].h_outflow","boundary3.ports[1].Xi_outflow[1]","boundary3.ports[1].Xi_outflow[2]","boundary3.ports[1].Xi_outflow[3]","boundary3.ports[1].Xi_outflow[4]","boundary3.ports[1].Xi_outflow[5]","boundary3.ports[1].Xi_outflow[6]","sine1.y","sine2.y","sine3.y"
0.02,-1.74810192504641,101214.96744329,303784.551386191,-2.60317125334319,101000,316668.222632387,0.855069328296781,101243.449435824,303784.551386191,-1.74810192504641,101310.945893204,303784.551386191,0.768,0,0,0.232,0,0,2.60317125334319,101000,322740.760257323,0.768,0,0,0.232,0,0,-0.855069328296781,101243.449435824,343007.572860281,0.768,0,0,0.232,0,0,101310.945893204,301.270646086014,101243.449435824
0.022,-1.96323475794343,101312.136084159,303910.538690914,-3.15082671990374,101000,318646.77385825,1.18759196196031,101364.759677587,303910.538690914,-1.96323475794343,101431.786665495,303910.538690914,0.768,0,0,0.232,0,0,3.15082671990374,101000,322740.760257323,0.768,0,0,0.232,0,0,-1.18759196196031,101364.759677587,343007.572860281,0.768,0,0,0.232,0,0,101431.786665495,301.395187612397,101364.759677587
0.024,-2.16062907561095,101408.142493594,304036.30389303,-3.6155067747282,101000,319718.31852043,1.45487769911725,101485.207907885,304036.30389303,-2.16062907561095,101551.723090639,304036.30389303,0.768,0,0,0.232,0,0,3.6155067747282,101000,322740.760257323,0.768,0,0,0.232,0,0,-1.45487769911725,101485.207907885,343007.572860281,0.768,0,0,0.232,0,0,101551.723090639,301.519508822482,101485.207907885
0.026,-2.34225996202483,101503.223873828,304161.827129768,-4.02589895310943,101000,320407.195657742,1.6836389910846,101604.718049036,304161.827129768,-2.34225996202483,101670.679414221,304161.827129768,0.768,0,0,0.232,0,0,4.02589895310943,101000,322740.760257323,0.768,0,0,0.232,0,0,-1.6836389910846,101604.718049036,343007.572860281,0.768,0,0,0.232,0,0,101670.679414221,301.64359008451,101604.718049036
0.028,-2.51059926725623,101597.418283048,304287.088576197,-4.39680750889355,101000,320897.98100874,1.88620824163732,101723.214615873,304287.088576197,-2.51059926725623,101788.580500876,304287.088576197,0.768,0,0,0.232,0,0,4.39680750889355,101000,322740.760257323,0.768,0,0,0.232,0,0,-1.88620824163732,101723.214615873,343007.572860281,0.768,0,0,0.232,0,0,101788.580500876,301.767411804611,101723.214615873
0.03,-2.66767758356697,101690.706381881,304412.068448355,-4.7371127393757,101000,321272.738244602,2.06943515580873,101840.622763423,304412.068448355,-2.66767758356697,101905.351881751,304412.068448355,0.768,0,0,0.232,0,0,4.7371127393757,101000,322740.760257323,0.768,0,0,0.232,0,0,-2.06943515580873,101840.622763423,343007.572860281,0.768,0,0,0.232,0,0,101905.351881751,301.890954429899,101840.622763423
0.032,-2.81507756449044,101783.047766538,304536.747006379,-5.05264912385181,101000,321573.597119219,2.23757155936137,101956.868334186,304536.747006379,-2.81507756449044,102020.91980154,304536.747006379,0.768,0,0,0.232,0,0,5.05264912385181,101000,322740.760257323,0.768,0,0,0.232,0,0,-2.23757155936137,101956.868334186,343007.572860281,0.768,0,0,0.232,0,0,102020.91980154,302.014198451562,101956.868334186
0.034,-2.95403271642363,101874.393215258,304661.104557616,-5.34749458642134,101000,321824.433710779,2.39346186999771,102071.877904966,304661.104557616,-2.95403271642363,102135.211265067,304661.104557616,0.768,0,0,0.232,0,0,5.34749458642134,101000,322740.760257323,0.768,0,0,0.232,0,0,-2.39346186999771,102071.877904966,343007.572860281,0.768,0,0,0.232,0,0,102135.211265067,302.13712440794,102071.877904966
0.036,-3.08551606923133,101964.689592309,304785.121459744,-5.62463057329945,101000,322039.797916692,2.53911450406813,102185.578833255,304785.121459744,-3.08551606923133,102248.154083394,304785.121459744,0.768,0,0,0.232,0,0,5.62463057329945,101000,322740.760257323,0.768,0,0,0.232,0,0,-2.53911450406813,102185.578833255,343007.572860281,0.768,0,0,0.232,0,0,102248.154083394,302.2597128876,102185.578833255
0.038,-3.21030636726739,102053.882066663,304908.77812387,-5.8863129569417,101000,322229.064442159,2.67600658967431,102297.899303107,304908.77812387,-3.21030636726739,102359.676919417,304908.77812387,0.768,0,0,0.232,0,0,5.8863129569417,101000,322740.760257323,0.768,0,0,0.232,0,0,-2.67600658967431,102297.899303107,343007.572860281,0.768,0,0,0.232,0,0,102359.676919417,302.381944532399,102297.899303107
0.04,-3.32903571532037,102141.915214706,305032.055017625,-6.13429537757433,101000,322398.546488946,2.80525966225396,102408.768370509,305032.055017625,-3.32903571532037,102469.709332921,305032.055017625,0.768,0,0,0.232,0,0,6.13429537757433,101000,322740.760257323,0.768,0,0,0.232,0,0,-2.80525966225396,102408.768370509,343007.572860281,0.768,0,0,0.232,0,0,102469.709332921,302.503800040544,102408.768370509
0.042,-3.4422238645736,102228.733612768,305154.932668257,-6.369971151008,101000,322552.651116171,2.9277472864344,102518.116008179,305154.932668257,-3.4422238645736,102578.181825077,305154.932668257,0.768,0,0,0.232,0,0,6.369971151008,101000,322740.760257323,0.768,0,0,0.232,0,0,-2.9277472864344,102518.116008179,343007.572860281,0.768,0,0,0.232,0,0,102578.181825077,302.625260169638,102518.116008179
0.044,-3.5503031583956,102314.282178481,305277.391665701,-6.59446740195819,101000,322694.547820203,3.04416424356259,102625.873149806,305277.391665701,-3.5503031583956,102685.025882332,305277.391665701,0.768,0,0,0.232,0,0,6.59446740195819,101000,322740.760257323,0.768,0,0,0.232,0,0,-3.04416424356259,102625.873149806,343007.572860281,0.768,0,0,0.232,0,0,102685.025882332,302.746305739719,102625.873149806
0.046,-3.65363694910872,102398.506380891,305399.412665655,-6.8087097540458,101000,322826.574016346,3.15507280493709,102731.971733671,305399.412665655,-3.65363694910872,102790.174019691,305399.412665655,0.768,0,0,0.232,0,0,6.8087097540458,101000,322740.760257323,0.768,0,0,0.232,0,0,-3.15507280493709,102731.971733671,343007.572860281,0.768,0,0,0.232,0,0,102790.174019691,302.866917636286,102731.971733671
0.048,-3.75253340374866,102481.352378553,305520.976392633,-7.01346812134904,101000,322950.490828426,3.26093471760038,102836.344745634,305520.976392633,-3.75253340374866,102893.559823336,305520.976392633,0.768,0,0,0.232,0,0,7.01346812134904,101000,322740.760257323,0.768,0,0,0.232,0,0,-3.26093471760038,102836.344745634,343007.572860281,0.768,0,0,0.232,0,0,102893.559823336,302.987076813325,102836.344745634
0.05,-3.84725600776922,102562.767116429,305642.063643012,-7.20938994846996,101000,323067.649947663,3.36213394070074,102938.926261462,305642.063643012,-3.84725600776922,102995.117992578,305642.063643012,0.768,0,0,0.232,0,0,7.20938994846996,101000,322740.760257323,0.768,0,0,0.232,0,0,-3.36213394070074,102938.926261462,343007.572860281,0.768,0,0,0.232,0,0,102995.117992578,303.106764296307,102938.926261462
0.052,-3.9380316686215,102642.69839835,305762.655288072,-7.39702486807389,101000,323179.105671046,3.45899319945239,103039.651488473,305762.655288072,-3.9380316686215,103094.7843811,305762.655288072,0.768,0,0,0.232,0,0,7.39702486807389,101000,322740.760257323,0.768,0,0,0.232,0,0,-3.45899319945239,103039.651488473,343007.572860281,0.768,0,0,0.232,0,0,103094.7843811,303.225961185193,103039.651488473
0.054,-4.02505704893717,102721.094944489,305882.732277021,-7.57684334025082,101000,323285.692049245,3.55178629131365,103138.456806453,305882.732277021,-4.02505704893717,103192.496037476,305882.732277021,0.768,0,0,0.232,0,0,7.57684334025082,101000,322740.760257323,0.768,0,0,0.232,0,0,-3.55178629131365,103138.456806453,343007.572860281,0.768,0,0,0.232,0,0,103192.496037476,303.34464865741,103138.456806453
0.056,-4.1085035753407,102797.906439356,306002.275640002,-7.749250978085,101000,323388.077199859,3.6407474027443,103235.279807847,306002.275640002,-4.1085035753407,103288.191244928,306002.275640002,0.768,0,0,0.232,0,0,7.749250978085,101000,322740.760257323,0.768,0,0,0.232,0,0,-3.6407474027443,103235.279807847,343007.572860281,0.768,0,0,0.232,0,0,103288.191244928,303.462807970833,103235.279807847
0.058,-4.1885214433745,102873.083573593,306121.266491099,-7.91459972065229,101000,323486.802303679,3.7260782772778,103330.059337171,306121.266491099,-4.1885214433745,103381.809560312,306121.266491099,0.768,0,0,0.232,0,0,7.91459972065229,101000,322740.760257323,0.768,0,0,0.232,0,0,-3.7260782772778,103330.059337171,343007.572860281,0.768,0,0,0.232,0,0,103381.809560312,303.580420466734,103330.059337171
0.06,-4.26524285203404,102946.578081576,306239.686031323,-8.07319666208957,101000,323582.310099368,3.80795381005553,103422.735529643,306239.686031323,-4.26524285203404,103473.291852295,306239.686031323,0.768,0,0,0.232,0,0,8.07319666208957,101000,322740.760257323,0.768,0,0,0.232,0,0,-3.80795381005553,103422.735529643,343007.572860281,0.768,0,0,0.232,0,0,103473.291852295,303.697467572738,103422.735529643
0.062,-4.33878464029093,103018.342776067,306357.515551583,-8.22531111091795,101000,323674.966035757,3.88652647062702,103513.249848994,306357.515551583,-4.33878464029093,103562.580338699,306357.515551583,0.768,0,0,0.232,0,0,8.22531111091795,101000,322740.760257323,0.768,0,0,0.232,0,0,-3.88652647062702,103513.249848994,343007.572860281,0.768,0,0,0.232,0,0,103562.580338699,303.81393080575,103513.249848994
0.064,-4.40925045445018,103088.331580703,306474.736435648,-8.37118029448866,101000,323765.074199283,3.96192984003849,103601.54512444,306474.736435648,-4.40925045445018,103649.618623004,306474.736435648,0.768,0,0,0.232,0,0,8.37118029448866,101000,322740.760257323,0.768,0,0,0.232,0,0,-3.96192984003849,103601.54512444,343007.572860281,0.768,0,0,0.232,0,0,103649.618623004,303.929791774876,103601.54512444
0.066,-4.47673254377071,103156.499560817,306591.330163094,-8.51101401305428,101000,323852.889463649,4.03428146928357,103687.565586791,306591.330163094,-4.47673254377071,103734.351729962,306591.330163094,0.768,0,0,0.232,0,0,8.51101401305428,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.03428146928357,103687.565586791,343007.572860281,0.768,0,0,0.232,0,0,103734.351729962,304.045032184324,103687.565586791
0.068,-4.54131325882811,103222.802952921,306707.27831223,-8.64499847016425,101000,323938.626868056,4.10368521133614,103771.256903681,306707.27831223,-4.54131325882811,103816.726140327,306707.27831223,0.768,0,0,0.232,0,0,8.64499847016425,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.10368521133614,103771.256903681,343007.572860281,0.768,0,0,0.232,0,0,103816.726140327,304.1596338363,103771.256903681
0.07,-4.6030663101287,103287.199193033,306822.562563015,-8.77329945035839,101000,324022.468935189,4.17023314022969,103852.566213879,306822.562563015,-4.6030663101287,103896.689824657,306822.562563015,0.768,0,0,0.232,0,0,8.77329945035839,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.17023314022969,103852.566213879,343007.572860281,0.768,0,0,0.232,0,0,103896.689824657,304.273578633872,103852.566213879
0.072,-4.66205783180356,103349.646943998,306937.16469996,-8.89606497463899,101000,324104.571438914,4.23400714283543,103931.442160683,306937.16469996,-4.66205783180356,103974.192276175,306937.16469996,0.768,0,0,0.232,0,0,8.89606497463899,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.23400714283543,103931.442160683,343007.572860281,0.768,0,0,0.232,0,0,103974.192276175,304.386848583837,103931.442160683
0.074,-4.71834728563504,103410.106121877,307051.066615008,-9.01342753438528,101000,324185.067992284,4.29508024875024,104007.834924354,307051.066615008,-4.71834728563504,104049.18454267,307051.066615008,0.768,0,0,0.232,0,0,9.01342753438528,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.29508024875024,104007.834924354,343007.572860281,0.768,0,0,0.232,0,0,104049.18454267,304.499425799557,104007.834924354
0.076,-4.77198823336417,103468.537921436,307164.250310397,-9.12550598214992,101000,324264.073728584,4.35351774878575,104081.696253586,307164.250310397,-4.77198823336417,104121.619257421,307164.250310397,0.768,0,0,0.232,0,0,9.12550598214992,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.35351774878575,104081.696253586,343007.572860281,0.768,0,0,0.232,0,0,104121.619257421,304.611292503784,104081.696253586
0.078,-4.82302899960967,103524.904840788,307276.697901518,-9.23240714102455,101000,324341.688278374,4.40937814141488,104152.979495979,307276.697901518,-4.82302899960967,104191.450669108,307276.697901518,0.768,0,0,0.232,0,0,9.23240714102455,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.40937814141488,104152.979495979,343007.572860281,0.768,0,0,0.232,0,0,104191.450669108,304.722431031469,104152.979495979
0.08,-4.8715132433658,103579.170705179,307388.391619738,-9.33422718150196,101000,324417.998195222,4.46271393813615,104221.63962751,307388.391619738,-4.8715132433658,104258.634670715,307388.391619738,0.768,0,0,0.232,0,0,9.33422718150196,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.46271393813615,104221.63962751,343007.572860281,0.768,0,0,0.232,0,0,104258.634670715,304.83282383255,104221.63962751
0.082,-4.91748045263416,103631.300689925,307499.313815215,-9.43105280494826,101000,324493.078946137,4.51357235231411,104287.633280968,307499.313815215,-4.91748045263416,104323.128827388,307499.313815215,0.768,0,0,0.232,0,0,9.43105280494826,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.51357235231411,104287.633280968,343007.572860281,0.768,0,0,0.232,0,0,104323.128827388,304.942453474724,104287.633280968
0.084,-4.96096637405373,103681.261342499,307609.446959697,-9.52296226518368,101000,324566.996555642,4.56199589112995,104350.918773348,307609.446959697,-4.96096637405373,104384.892403233,307609.446959697,0.768,0,0,0.232,0,0,9.52296226518368,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.56199589112995,104350.918773348,343007.572860281,0.768,0,0,0.232,0,0,104384.892403233,305.051302646199,104350.918773348
0.086,-5.00200338725426,103729.020603763,307718.773649291,-9.6100262537088,101000,324639.808972291,4.60802286645455,104411.456132175,307718.773649291,-5.00200338725426,104443.886387054,307718.773649291,0.768,0,0,0.232,0,0,9.6100262537088,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.60802286645455,104411.456132175,343007.572860281,0.768,0,0,0.232,0,0,104443.886387054,305.159354158431,104411.456132175
0.088,-5.04062083195083,103774.547828327,307827.276607226,-9.69230866941222,101000,324711.567211288,4.65168783746139,104469.207120756,307827.276607226,-5.04062083195083,104500.073516985,307827.276607226,0.768,0,0,0.232,0,0,9.69230866941222,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.65168783746139,104469.207120756,343007.572860281,0.768,0,0,0.232,0,0,104500.073516985,305.266590948831,104469.207120756
0.09,-5.076845294419,103817.813804022,307934.938686583,-9.76986728985706,101000,324782.316315346,4.69302199543807,104524.13526233,307934.938686583,-5.076845294419,104553.418304031,307934.938686583,0.768,0,0,0.232,0,0,9.76986728985706,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.69302199543807,104524.13526233,343007.572860281,0.768,0,0,0.232,0,0,104553.418304031,305.372996083468,104524.13526233
0.092,-5.11070085887705,103858.790770486,308041.742873016,-9.84275435825339,101000,324852.096167172,4.73205349937633,104576.205863105,308041.742873016,-5.11070085887705,104603.887054481,308041.742873016,0.768,0,0,0.232,0,0,9.84275435825339,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.73205349937633,104576.205863105,343007.572860281,0.768,0,0,0.232,0,0,104603.887054481,305.478552759738,104576.205863105
0.094,-5.14220932839084,103897.452436837,308147.672287443,-9.91101709781123,101000,324920.942180165,4.76880776942039,104625.386034172,308147.672287443,-5.14220932839084,104651.44789119,308147.672287443,0.768,0,0,0.232,0,0,9.91101709781123,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.76880776942039,104625.386034172,343007.572860281,0.768,0,0,0.232,0,0,104651.44789119,305.583244309018,104625.386034172
0.096,-5.17139041917404,103933.773998424,308252.710188724,-9.97469816321473,101000,324988.885888657,4.80330774404069,104671.644712283,308252.710188724,-5.17139041917404,104696.070773715,308252.710188724,0.768,0,0,0.232,0,0,9.97469816321473,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.80330774404069,104671.644712283,343007.572860281,0.768,0,0,0.232,0,0,104696.070773715,305.687054199298,104671.644712283
0.098,-5.19826193153942,103967.732152654,308356.83997631,-10.0338360373605,101000,325055.955454933,4.83557410582111,104714.952679464,308356.83997631,-5.19826193153942,104737.727517286,308356.83997631,0.768,0,0,0.232,0,0,10.0338360373605,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.83557410582111,104714.952679464,343007.572860281,0.768,0,0,0.232,0,0,104737.727517286,305.789966037794,104714.952679464
0.1,-5.22283990024892,103999.305113858,308460.045192877,-10.0884653801933,101000,325122.176107022,4.86562547994438,104755.282581476,308460.045192877,-5.22283990024892,104776.391810612,308460.045192877,0.768,0,0,0.232,0,0,10.0884653801933,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.86562547994438,104755.282581476,343007.572860281,0.768,0,0,0.232,0,0,104776.391810612,305.891963573533,104755.282581476
0.102,-5.2451387265841,104028.472627209,308562.309526929,-10.1386173353881,101000,325187.570518686,4.89347860880403,104792.608945087,308562.309526929,-5.2451387265841,104812.039232496,308562.309526929,0.768,0,0,0.232,0,0,10.1386173353881,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.89347860880403,104792.608945087,343007.572860281,0.768,0,0,0.232,0,0,104812.039232496,305.993030699922,104792.608945087
0.104,-5.2651712941005,104055.215981674,308663.616815389,-10.1843197997291,101000,325252.159141023,4.91914850562861,104826.908194166,308663.616815389,-5.2651712941005,104844.647267262,308663.616815389,0.768,0,0,0.232,0,0,10.1843197997291,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.91914850562861,104826.908194166,343007.572860281,0.768,0,0,0.232,0,0,104844.647267262,306.093151457291,104826.908194166
0.106,-5.28294906972961,104079.518021975,308763.951046154,-10.2255976592809,101000,325315.960493456,4.94264858955129,104858.158664573,308763.951046154,-5.28294906972961,104874.195318977,308763.951046154,0.768,0,0,0.232,0,0,10.2255976592809,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.94264858955129,104858.158664573,343007.572860281,0.768,0,0,0.232,0,0,104874.195318977,306.19231003541,104858.158664573
0.108,-5.29848219163336,104101.363159576,308863.296360639,-10.2624729958163,101000,325378.991420572,4.96399080418292,104886.340617841,308863.296360639,-5.29848219163336,104900.664724458,308863.296360639,0.768,0,0,0.232,0,0,10.2624729958163,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.96399080418292,104886.340617841,343007.572860281,0.768,0,0,0.232,0,0,104900.664724458,306.29049077599,104886.340617841
0.11,-5.31177954499814,104120.737382659,308961.637056289,-10.2949652664257,101000,325441.267320257,4.98318572142754,104911.436253643,308961.637056289,-5.31177954499814,104924.038765061,308961.637056289,0.768,0,0,0.232,0,0,10.2949652664257,101000,322740.760257323,0.768,0,0,0.232,0,0,-4.98318572142754,104911.436253643,343007.572860281,0.768,0,0,0.232,0,0,104924.038765061,306.387678175156,104911.436253643
0.112,-5.32284882676425,104137.628265104,309058.957589065,-10.3230914587772,101000,325502.802347663,5.00024263201295,104933.429721039,309058.957589065,-5.32284882676425,104944.302677241,309058.957589065,0.768,0,0,0.232,0,0,10.3230914587772,101000,322740.760257323,0.768,0,0,0.232,0,0,-5.00024263201295,104933.429721039,343007.572860281,0.768,0,0,0.232,0,0,104944.302677241,306.483856885889,104933.429721039
0.114,-5.33169660012106,104152.024974455,309155.242575914,-10.3468662241004,101000,325563.609598929,5.01516962397937,104952.307128483,309155.242575914,-5.33169660012106,104961.443661877,309155.242575914,0.768,0,0,0.232,0,0,10.3468662241004,101000,322740.760257323,0.768,0,0,0.232,0,0,-5.01516962397937,104952.307128483,343007.572860281,0.768,0,0,0.232,0,0,104961.443661877,306.579011720457,104952.307128483
0.116,-5.33832833945382,104163.918278862,309250.476797205,-10.3663019896263,101000,325623.701277963,5.02797365017249,104968.0565526,309250.476797205,-5.33832833945382,104975.450892356,309250.476797205,0.768,0,0,0.232,0,0,10.3663019896263,101000,322740.760257323,0.768,0,0,0.232,0,0,-5.02797365017249,104968.0565526,343007.572860281,0.768,0,0,0.232,0,0,104975.450892356,306.673127652808,104968.0565526
0.118,-5.34274846629675,104173.300553004,309344.645199141,-10.3814090519148,101000,325683.088849178,5.03866058561806,104980.668045716,309344.645199141,-5.34274846629675,104986.31552141,309344.645199141,0.768,0,0,0.232,0,0,10.3814090519148,101000,322740.760257323,0.768,0,0,0.232,0,0,-5.03866058561806,104980.668045716,343007.572860281,0.768,0,0,0.232,0,0,104986.31552141,306.766189820945,104980.668045716
0.12,-5.34496037673007,104180.165782981,309437.732896151,-10.3921956522361,101000,325741.783178691,5.04723527550601,104990.133642141,309437.732896151,-5.34496037673007,104994.030686707,309437.732896151,0.768,0,0,0.232,0,0,10.3921956522361,101000,322740.760257323,0.768,0,0,0.232,0,0,-5.04723527550601,104990.133642141,343007.572860281,0.768,0,0,0.232,0,0,104994.030686707,306.858183529274,104990.133642141
0.122,-5.34496646055203,104184.509570175,309529.725173246,-10.3986680349324,101000,325799.794666231,5.05370157438038,104996.447363203,309529.725173246,-5.34496646055203,104998.591515184,309529.725173246,0.768,0,0,0.232,0,0,10.3986680349324,101000,322740.760257323,0.768,0,0,0.232,0,0,-5.05370157438038,104996.447363203,343007.572860281,0.768,0,0,0.232,0,0,104998.591515184,306.94909425092,104996.447363203
0.124,-5.34276811245534,104186.329134067,309620.607488358,-10.4008304894696,101000,325857.133369765,5.05806237701422,104999.605221019,309620.607488358,-5.34276811245534,104999.995126122,309620.607488358,0.768,0,0,0.232,0,0,10.4008304894696,101000,322740.760257323,0.768,0,0,0.232,0,0,-5.05806237701422,104999.605221019,343007.572860281,0.768,0,0,0.232,0,0,104999.995126122,307.038907630028,104999.605221019
