"time","c.v","opAmp1.out.v","opAmp1.out.i","opAmp2.out.v","opAmp2.out.i"
0,0,-15,0.021,0,-0.021
0.0005,0.199999911117069,-15,0.0210799812990328,0.19998657867849,-0.0210799812990328
0.001,0.399999644468402,-15,0.0211599625269759,0.399972979603095,-0.0211599625269759
0.0015,0.599999200054244,-15,0.0212399436838294,0.599959202774059,-0.0212399436838294
0.002,0.799998577874631,-15,0.0213199247695934,0.799945248191418,-0.0213199247695934
0.0025,0.999997777930091,-15,0.0213999057842679,0.999931115855701,-0.0213999057842679
0.003,1.19999680022063,-15,0.021479886727853,1.19991680576691,-0.021479886727853
0.0035,1.39999564474617,-15,0.0215598676003488,1.39990231792497,-0.0215598676003488
0.004,1.5999943115067,-15,0.0216398484017551,1.59988765232988,-0.0216398484017551
0.0045,1.79999280050358,-15,0.0217198291320726,1.79987280898298,-0.0217198291320726
0.005,1.99999111173706,-15,0.0217998097913013,1.99985778788453,-0.0217998097913013
0.0055,2.19998924520646,-15,0.0218797903794409,2.19984258903386,-0.0218797903794409
0.006,2.39998720091177,-15,0.0219597708964916,2.39982721243094,-0.0219597708964916
0.0065,2.59998497885301,-15,0.0220397513424531,2.5998116580758,-0.0220397513424531
0.007,2.79998257903016,-15,0.0221197317173256,2.79979592596842,-0.0221197317173256
0.0075,2.99998000144322,-15,0.0221997120211091,2.99978001610881,-0.0221997120211091
0.008,3.19997724609221,-15,0.0222796922538036,3.19976392849697,-0.0222796922538036
0.0085,3.39997431297888,-15,0.0223596724154097,3.39974766313467,-0.0223596724154097
0.009,3.59997120210876,-15,0.0224396525059296,3.59973122002743,-0.0224396525059296
0.0095,3.79996791347641,-15,0.0225196325253613,3.7997145991698,-0.0225196325253613
0.01,3.99996444708182,-15,0.0225996124737047,3.99969780056178,-0.0225996124737047
0.0105,4.19996080292499,-15,0.0226795923509597,4.19968082420338,-0.0226795923509597
0.011,4.39995698100592,-15,0.0227595721571265,4.39966367009458,-0.0227595721571265
0.0115,4.59995298132462,-15,0.0228395518922049,4.5996463382354,-0.0228395518922049
