"time","pm3.r_0[1]","pm3.r_0[2]","pm3.r_0[3]","pm3.v_0[1]","pm3.v_0[2]","pm3.v_0[3]","prismatic.s","prismatic.v","prismatic1.s","prismatic1.v","universal.phi_a","universal.phi_b","universal.w_a","universal.w_b","universal1.phi_a","universal1.phi_b","universal1.w_a","universal1.w_b"
0,2.07071067811865,0,-0.0707106781186549,0.0707106781186546,0,-0.0707106781186549,0.1,0.1,0.1,0.1,0,0.78539816339745,0,0,0,0.78539816339745,0,0
0.00022,2.0707262652613,-2.37320957578342e-07,-0.0707262652613006,0.070990596540435,-0.00215746336117867,-0.0709905965404352,0.100022043548979,0.100395870334468,0.100022043548979,0.100395870334468,-3.35537107178724e-06,0.785398163401958,-0.0305010435465619,5.90402556839123e-08,-3.35537107178727e-06,0.785398163401958,-0.0305010435465625,5.90402556831415e-08
0.00044,2.07074191396291,-9.49284068669826e-07,-0.0707419139629074,0.0712703231063462,-0.00431492868718943,-0.0712703231063465,0.100044174160277,0.100791501489435,0.100044174160277,0.100791501489396,-1.34185346344083e-05,0.78539816345445,-0.0609818293896962,4.3931305906464e-07,-1.34185346344085e-05,0.78539816345445,-0.0609818293896968,4.39313059064697e-07
0.00066,2.07075762418335,-2.13588995370281e-06,-0.0707576241833489,0.0715498576251163,-0.00647239775629788,-0.0715498576251166,0.100066391787302,0.101186922332513,0.100066391787302,0.101186922332383,-3.01852433503387e-05,0.785398163656375,-0.0914422486463576,1.43169230907606e-06,-3.0185243350339e-05,0.785398163656375,-0.0914422486463582,1.43169230907691e-06
0.00088,2.0707733958817,-3.7971396178466e-06,-0.0707733958816987,0.0718291998931285,-0.00862987237560976,-0.0718291998931287,0.10008869638864,0.101582162233287,0.10008869638864,0.101582162233073,-5.36511467340581e-05,0.785398164172134,-0.12188219067894,3.33191598153307e-06,-5.36511467340585e-05,0.785398164172134,-0.12188219067894,3.33191598153574e-06
0.0011,2.07078922901548,-5.93303447720911e-06,-0.0707892290154817,0.0721083496904818,-0.0107873544138945,-0.0721083496904821,0.100111087927435,0.101977251597576,0.100111087927435,0.101977251597393,-8.38117113503829e-05,0.785398165233391,-0.152301541052127,6.4459586394067e-06,-8.38117113503835e-05,0.785398165233391,-0.152301541052127,6.44595863940776e-06
0.00132,2.07080512354133,-8.54357638326985e-06,-0.070805123541336,0.0723873067837779,-0.0129448457717414,-0.0723873067837781,0.10013356637274,0.102372221383709,0.100133566372739,0.102372221383568,-0.000120662289417201,0.785398167143105,-0.182700183318483,1.10851428177101e-05,-0.000120662289417202,0.785398167143105,-0.182700183318484,1.10851428177096e-05
0.00154,2.07082107941674,-1.16287678265244e-05,-0.0708210794167418,0.0726660709290437,-0.0151023483005,-0.072666070929044,0.100156131705333,0.102767101807001,0.100156131705333,0.102767101806914,-0.000164198291055441,0.785398170308962,-0.213078003869859,1.75529604647106e-05,-0.000164198291055442,0.785398170308962,-0.21307800386986,1.7552960464709e-05
0.00176,2.0708370965991,-1.51886113766245e-05,-0.0708370965990993,0.0729446418801593,-0.0172598638535823,-0.0729446418801596,0.100178783907191,0.103161923123066,0.100178783907191,0.103161923123045,-0.000214415114275937,0.785398175151628,-0.243434888933383,2.6153266789641e-05,-0.000214415114275938,0.785398175151628,-0.243434888933384,2.61532667896389e-05
0.00198,2.07085317504561,-1.92231100500591e-05,-0.070853175045614,0.0732230193800022,-0.019417394284595,-0.0732230193800024,0.100201522967407,0.103556715629552,0.100201522967407,0.103556715629569,-0.000271308115674238,0.785398182165067,-0.273770724486708,3.71900948922295e-05,-0.000271308115674239,0.785398182165067,-0.273770724486709,3.71900948922248e-05
