"time","eta[1]","eta[2]","eta[3]","rho[1]","rho[2]","rho[3]","input_mdot[1]","input_mdot[2]","input_mdot[3]","input_dp[1]","input_dp[2]","input_dp[3]","M_FLOW[1]","M_FLOW[2]","M_FLOW[3]","DP[1]","DP[2]","DP[3]","DP_plot[1]","DP_plot[2]","DP_plot[3]","input_DP.y"
0.010908,0.001,0.0015,0.002,1000,1500,2000,10.4441371113175,9.43734321976246,8.78243745732519,5454,5454,5454,10.4441371113175,9.43734321976246,8.78243745732519,5454,5454,5454,5454,5454,5454,5454
0.01111,0.001,0.0015,0.002,1000,1500,2000,10.5403984744411,9.52432518035112,8.86338329250323,5555,5555,5555,10.5403984744411,9.52432518035112,8.86338329250323,5555,5555,5555,5555,5555,5555,5555
0.011312,0.001,0.0015,0.002,1000,1500,2000,10.6357886402467,9.61051992529771,8.9435965409796,5656,5656,5656,10.6357886402467,9.61051992529771,8.9435965409796,5656,5656,5656,5656,5656,5656,5656
0.011514,0.001,0.0015,0.002,1000,1500,2000,10.730330842989,9.69594844912133,9.02309674035578,5757,5757,5757,10.730330842989,9.69594844912133,9.02309674035578,5757,5757,5757,5757,5757,5757,5757
0.011716,0.001,0.0015,0.002,1000,1500,2000,10.8240473021878,9.78063082942467,9.1019025749464,5858,5858,5858,10.8240473021878,9.78063082942467,9.1019025749464,5858,5858,5858,5858,5858,5858,5858
0.011918,0.001,0.0015,0.002,1000,1500,2000,10.9169592836101,9.86458628199715,9.18003192705846,5959,5959,5959,10.9169592836101,9.86458628199715,9.18003192705846,5959,5959,5959,5959,5959,5959,5959
0.01212,0.001,0.0015,0.002,1000,1500,2000,11.0090871556183,9.94783321173211,9.25750192437515,6060,6060,6060,11.0090871556183,9.94783321173211,9.25750192437515,6060,6060,6060,6060,6060,6060,6060
0.012322,0.001,0.0015,0.002,1000,1500,2000,11.1004504413109,10.0303892597403,9.33432898379987,6161,6161,6161,11.1004504413109,10.0303892597403,9.33432898379987,6161,6161,6161,6161,6161,6161,6161
0.012524,0.001,0.0015,0.002,1000,1500,2000,11.1910678668302,10.1122713470015,9.41052885207857,6262,6262,6262,11.1910678668302,10.1122713470015,9.41052885207857,6262,6262,6262,6262,6262,6262,6262
0.012726,0.001,0.0015,0.002,1000,1500,2000,11.2809574061779,10.1934957148597,9.48611664348484,6363,6363,6363,11.2809574061779,10.1934957148597,9.48611664348484,6363,6363,6363,6363,6363,6363,6363
0.012928,0.001,0.0015,0.002,1000,1500,2000,11.3701363228415,10.2740779626367,9.56110687482348,6464,6464,6464,11.3701363228415,10.2740779626367,9.56110687482348,6464,6464,6464,6464,6464,6464,6464
0.01313,0.001,0.0015,0.002,1000,1500,2000,11.458621208505,10.3540330826114,9.63551349798202,6565,6565,6565,11.458621208505,10.3540330826114,9.63551349798202,6565,6565,6565,6565,6565,6565,6565
0.013332,0.001,0.0015,0.002,1000,1500,2000,11.5464280190888,10.4333754925855,9.70934993023686,6666,6666,6666,11.5464280190888,10.4333754925855,9.70934993023686,6666,6666,6666,6666,6666,6666,6666
0.013534,0.001,0.0015,0.002,1000,1500,2000,11.6335721083423,10.5121190662377,9.78262908250064,6767,6767,6767,11.6335721083423,10.5121190662377,9.78262908250064,6767,6767,6767,6767,6767,6767,6767
0.013736,0.001,0.0015,0.002,1000,1500,2000,11.7200682591869,10.5902771614454,9.8553633856791,6868,6868,6868,11.7200682591869,10.5902771614454,9.8553633856791,6868,6868,6868,6868,6868,6868,6868
0.013938,0.001,0.0015,0.002,1000,1500,2000,11.8059307129934,10.6678626467398,9.92756481528985,6969,6969,6969,11.8059307129934,10.6678626467398,9.92756481528985,6969,6969,6969,6969,6969,6969,6969
0.01414,0.001,0.0015,0.002,1000,1500,2000,11.8911731969558,10.7448879260409,9.99924491448118,7070,7070,7070,11.8911731969558,10.7448879260409,9.99924491448118,7070,7070,7070,7070,7070,7070,7070
0.014342,0.001,0.0015,0.002,1000,1500,2000,11.9758089497119,10.8213649618084,10.0704148155761,7171,7171,7171,11.9758089497119,10.8213649618084,10.0704148155761,7171,7171,7171,7171,7171,7171,7171
0.014544,0.001,0.0015,0.002,1000,1500,2000,12.0598507453451,10.8973052967295,10.1410852602555,7272,7272,7272,12.0598507453451,10.8973052967295,10.1410852602555,7272,7272,7272,7272,7272,7272,7272
0.014746,0.001,0.0015,0.002,1000,1500,2000,12.1433109158911,10.9727200740565,10.2112666184841,7373,7373,7373,12.1433109158911,10.9727200740565,10.2112666184841,7373,7373,7373,7373,7373,7373,7373
0.014948,0.001,0.0015,0.002,1000,1500,2000,12.2262013724623,11.0476200566944,10.2809689062736,7474,7474,7474,12.2262013724623,11.0476200566944,10.2809689062736,7474,7474,7474,7474,7474,7474,7474
0.01515,0.001,0.0015,0.002,1000,1500,2000,12.3085336250912,11.1220156451315,10.350201802369,7575,7575,7575,12.3085336250912,11.1220156451315,10.350201802369,7575,7575,7575,7575,7575,7575,7575
0.015352,0.001,0.0015,0.002,1000,1500,2000,12.3903188013868,11.1959168942979,10.4189746639369,7676,7676,7676,12.3903188013868,11.1959168942979,10.4189746639369,7676,7676,7676,7676,7676,7676,7676
0.015554,0.001,0.0015,0.002,1000,1500,2000,12.471567664091,11.2693335294284,10.4872965413283,7777,7777,7777,12.471567664091,11.2693335294284,10.4872965413283,7777,7777,7777,7777,7777,7777,7777
0.015756,0.001,0.0015,0.002,1000,1500,2000,12.5522906276106,11.342274961002,10.5551761919805,7878,7878,7878,12.5522906276106,11.342274961002,10.5551761919805,7878,7878,7878,7878,7878,7878,7878
0.015958,0.001,0.0015,0.002,1000,1500,2000,12.6324977735996,11.4147502988215,10.6226220935205,7979,7979,7979,12.6324977735996,11.4147502988215,10.6226220935205,7979,7979,7979,7979,7979,7979,7979
0.01616,0.001,0.0015,0.002,1000,1500,2000,12.7121988656566,11.4867683652941,10.6896424561229,8080,8080,8080,12.7121988656566,11.4867683652941,10.6896424561229,8080,8080,8080,8080,8080,8080,8080
0.016362,0.001,0.0015,0.002,1000,1500,2000,12.7914033631967,11.5583377079663,10.7562452341764,8181,8181,8181,12.7914033631967,11.5583377079663,10.7562452341764,8181,8181,8181,8181,8181,8181,8181
0.016564,0.001,0.0015,0.002,1000,1500,2000,12.8701204345569,11.6294666113657,10.8224381373025,8282,8282,8282,12.8701204345569,11.6294666113657,10.8224381373025,8282,8282,8282,8282,8282,8282,8282
0.016766,0.001,0.0015,0.002,1000,1500,2000,12.948358969383,11.7001631081939,10.8882286407724,8383,8383,8383,12.948358969383,11.7001631081939,10.8882286407724,8383,8383,8383,8383,8383,8383,8383
0.016968,0.001,0.0015,0.002,1000,1500,2000,13.026127590347,11.7704349899151,10.9536239953603,8484,8484,8484,13.026127590347,11.7704349899151,10.9536239953603,8484,8484,8484,8484,8484,8484,8484
0.01717,0.001,0.0015,0.002,1000,1500,2000,13.1034346642398,11.8402898167777,11.0186312366705,8585,8585,8585,13.1034346642398,11.8402898167777,11.0186312366705,8585,8585,8585,8585,8585,8585,8585
0.017372,0.001,0.0015,0.002,1000,1500,2000,13.1802883124763,11.909734927309,11.0832571939718,8686,8686,8686,13.1802883124763,11.909734927309,11.0832571939718,8686,8686,8686,8686,8686,8686,8686
0.017574,0.001,0.0015,0.002,1000,1500,2000,13.2566964210545,11.9787774473123,11.1475084985715,8787,8787,8787,13.2566964210545,11.9787774473123,11.1475084985715,8787,8787,8787,8787,8787,8787,8787
0.017776,0.001,0.0015,0.002,1000,1500,2000,13.3326666499992,12.0474242984014,11.2113915917571,8888,8888,8888,13.3326666499992,12.0474242984014,11.2113915917571,8888,8888,8888,8888,8888,8888,8888
0.017978,0.001,0.0015,0.002,1000,1500,2000,13.4082064423248,12.1156822060991,11.2749127323327,8989,8989,8989,13.4082064423248,12.1156822060991,11.2749127323327,8989,8989,8989,8989,8989,8989,8989
0.01818,0.001,0.0015,0.002,1000,1500,2000,13.4833230325465,12.1835577075278,11.3380780037762,9090,9090,9090,13.4833230325465,12.1835577075278,11.3380780037762,9090,9090,9090,9090,9090,9090,9090
0.018382,0.001,0.0015,0.002,1000,1500,2000,13.5580234547666,12.2510571587163,11.400893321039,9191,9191,9191,13.5580234547666,12.2510571587163,11.400893321039,9191,9191,9191,9191,9191,9191,9191
0.018584,0.001,0.0015,0.002,1000,1500,2000,13.6323145503616,12.3181867415464,11.4633644370101,9292,9292,9292,13.6323145503616,12.3181867415464,11.4633644370101,9292,9292,9292,9292,9292,9292,9292
0.018786,0.001,0.0015,0.002,1000,1500,2000,13.7062029752955,12.3849524703603,11.5254969486658,9393,9393,9393,13.7062029752955,12.3849524703603,11.5254969486658,9393,9393,9393,9393,9393,9393,9393
0.018988,0.001,0.0015,0.002,1000,1500,2000,13.7796952070791,12.4513601982497,11.5872963029216,9494,9494,9494,13.7796952070791,12.4513601982497,11.5872963029216,9494,9494,9494,9494,9494,9494,9494
0.01919,0.001,0.0015,0.002,1000,1500,2000,13.8527975513973,12.5174156230442,11.6487678022055,9595,9595,9595,13.8527975513973,12.5174156230442,11.6487678022055,9595,9595,9595,9595,9595,9595,9595
0.019392,0.001,0.0015,0.002,1000,1500,2000,13.9255161484234,12.5831242930166,11.7099166097669,9696,9696,9696,13.9255161484234,12.5831242930166,11.7099166097669,9696,9696,9696,9696,9696,9696,9696
0.019594,0.001,0.0015,0.002,1000,1500,2000,13.9978569788379,12.6484916123219,11.770747754739,9797,9797,9797,13.9978569788379,12.6484916123219,11.770747754739,9797,9797,9797,9797,9797,9797,9797
0.019796,0.001,0.0015,0.002,1000,1500,2000,14.0698258695692,12.7135228461844,11.8312661369648,9898,9898,9898,14.0698258695692,12.7135228461844,11.8312661369648,9898,9898,9898,9898,9898,9898,9898
0.019998,0.001,0.0015,0.002,1000,1500,2000,14.1414284992712,12.7782231258468,11.8914765316039,9999,9999,9999,14.1414284992712,12.7782231258468,11.8914765316039,9999,9999,9999,9999,9999,9999,9999
0.0202,0.001,0.0015,0.002,1000,1500,2000,14.2126704035519,12.8425974532958,11.9513835935294,10100,10100,10100,14.2126704035519,12.8425974532958,11.9513835935294,10100,10100,10100,10100,10100,10100,10100
0.020402,0.001,0.0015,0.002,1000,1500,2000,14.2835569799683,12.9066507057747,12.0109918615275,10201,10201,10201,14.2835569799683,12.9066507057747,12.0109918615275,10201,10201,10201,10201,10201,10201,10201
0.020604,0.001,0.0015,0.002,1000,1500,2000,14.3540934927985,12.9703876400958,12.0703057623109,10302,10302,10302,14.3540934927985,12.9703876400958,12.0703057623109,10302,10302,10302,10302,10302,10302,10302
0.020806,0.001,0.0015,0.002,1000,1500,2000,14.4242850776044,13.0338128967629,12.1293296143552,10403,10403,10403,14.4242850776044,13.0338128967629,12.1293296143552,10403,10403,10403,10403,10403,10403,10403
0.021008,0.001,0.0015,0.002,1000,1500,2000,14.4941367455948,13.0969310039145,12.1880676315678,10504,10504,10504,14.4941367455948,13.0969310039145,12.1880676315678,10504,10504,10504,10504,10504,10504,10504
0.02121,0.001,0.0015,0.002,1000,1500,2000,14.5636533878007,13.1597463810961,12.2465239267993,10605,10605,10605,14.5636533878007,13.1597463810961,12.2465239267993,10605,10605,10605,10605,10605,10605,10605
0.021412,0.001,0.0015,0.002,1000,1500,2000,14.6328397790723,13.2222633428715,12.3047025152038,10706,10706,10706,14.6328397790723,13.2222633428715,12.3047025152038,10706,10706,10706,10706,10706,10706,10706
0.021614,0.001,0.0015,0.002,1000,1500,2000,14.7017005819055,13.2844861022818,12.3626073174578,10807,10807,10807,14.7017005819055,13.2844861022818,12.3626073174578,10807,10807,10807,10807,10807,10807,10807
0.021816,0.001,0.0015,0.002,1000,1500,2000,14.7702403501094,13.3464187741578,12.4202421628428,10908,10908,10908,14.7702403501094,13.3464187741578,12.4202421628428,10908,10908,10908,10908,10908,10908,10908
0.022018,0.001,0.0015,0.002,1000,1500,2000,14.8384635323203,13.4080653782963,12.4776107922011,11009,11009,11009,14.8384635323203,13.4080653782963,12.4776107922011,11009,11009,11009,11009,11009,11009,11009
0.02222,0.001,0.0015,0.002,1000,1500,2000,14.9063744753713,13.4694298425041,12.5347168607692,11110,11110,11110,14.9063744753713,13.4694298425041,12.5347168607692,11110,11110,11110,11110,11110,11110,11110
0.022422,0.001,0.0015,0.002,1000,1500,2000,14.9739774275241,13.5305160055193,12.591563940895,11211,11211,11211,14.9739774275241,13.5305160055193,12.591563940895,11211,11211,11211,11211,11211,11211,11211
0.022624,0.001,0.0015,0.002,1000,1500,2000,15.0412765415705,13.5913276198129,12.6481555246464,11312,11312,11312,15.0412765415705,13.5913276198129,12.6481555246464,11312,11312,11312,11312,11312,11312,11312
0.022826,0.001,0.0015,0.002,1000,1500,2000,15.1082758778095,13.6518683542789,12.7044950263142,11413,11413,11413,15.1082758778095,13.6518683542789,12.7044950263142,11413,11413,11413,11413,11413,11413,11413
0.023028,0.001,0.0015,0.002,1000,1500,2000,15.1749794069053,13.7121417968178,12.7605857848156,11514,11514,11514,15.1749794069053,13.7121417968178,12.7605857848156,11514,11514,11514,11514,11514,11514,11514
0.02323,0.001,0.0015,0.002,1000,1500,2000,15.241391012634,13.7721514568172,12.8164310660041,11615,11615,11615,15.241391012634,13.7721514568172,12.8164310660041,11615,11615,11615,11615,11615,11615,11615
0.023432,0.001,0.0015,0.002,1000,1500,2000,15.307514494522,13.8319007675368,12.8720340648878,11716,11716,11716,15.307514494522,13.8319007675368,12.8720340648878,11716,11716,11716,11716,11716,11716,11716
0.023634,0.001,0.0015,0.002,1000,1500,2000,15.3733535703827,13.8913930884004,12.9273979077627,11817,11817,11817,15.3733535703827,13.8913930884004,12.9273979077627,11817,11817,11817,11817,11817,11817,11817
0.023836,0.001,0.0015,0.002,1000,1500,2000,15.4389118787562,13.9506317072,12.9825256542641,11918,11918,11918,15.4389118787562,13.9506317072,12.9825256542641,11918,11918,11918,11918,11918,11918,11918
0.024038,0.001,0.0015,0.002,1000,1500,2000,15.5041929812551,14.0096198422158,13.0374202993392,12019,12019,12019,15.5041929812551,14.0096198422158,13.0374202993392,12019,12019,12019,12019,12019,12019,12019
0.02424,0.001,0.0015,0.002,1000,1500,2000,15.5692003648229,14.0683606442571,13.0920847751464,12120,12120,12120,15.5692003648229,14.0683606442571,13.0920847751464,12120,12120,12120,12120,12120,12120,12120
0.024442,0.001,0.0015,0.002,1000,1500,2000,15.6339374439071,14.1268571986254,13.1465219528823,12221,12221,12221,15.6339374439071,14.1268571986254,13.1465219528823,12221,12221,12221,12221,12221,12221,12221
0.024644,0.001,0.0015,0.002,1000,1500,2000,15.6984075625523,14.1851125270062,13.2007346445421,12322,12322,12322,15.6984075625523,14.1851125270062,13.2007346445421,12322,12322,12322,12322,12322,12322,12322
0.024846,0.001,0.0015,0.002,1000,1500,2000,15.7626139964157,14.2431295892898,13.254725604614,12423,12423,12423,15.7626139964157,14.2431295892898,13.254725604614,12423,12423,12423,12423,12423,12423,12423
0.025048,0.001,0.0015,0.002,1000,1500,2000,15.826559954709,14.3009112853264,13.3084975317128,12524,12524,12524,15.826559954709,14.3009112853264,13.3084975317128,12524,12524,12524,12524,12524,12524,12524
0.02525,0.001,0.0015,0.002,1000,1500,2000,15.8902485820707,14.3584604566176,13.3620530701537,12625,12625,12625,15.8902485820707,14.3584604566176,13.3620530701537,12625,12625,12625,12625,12625,12625,12625
0.025452,0.001,0.0015,0.002,1000,1500,2000,15.95368296037,14.4157798879466,13.4153948114694,12726,12726,12726,15.95368296037,14.4157798879466,13.4153948114694,12726,12726,12726,12726,12726,12726,12726
0.025654,0.001,0.0015,0.002,1000,1500,2000,16.0168661104474,14.4728723089509,13.468525295874,12827,12827,12827,16.0168661104474,14.4728723089509,13.468525295874,12827,12827,12827,12827,12827,12827,12827
0.025856,0.001,0.0015,0.002,1000,1500,2000,16.0798009937934,14.5297403956393,13.521447013674,12928,12928,12928,16.0798009937934,14.5297403956393,13.521447013674,12928,12928,12928,12928,12928,12928,12928
0.026058,0.001,0.0015,0.002,1000,1500,2000,16.1424905141679,14.586386771855,13.5741624066309,13029,13029,13029,16.1424905141679,14.586386771855,13.5741624066309,13029,13029,13029,13029,13029,13029,13029
0.02626,0.001,0.0015,0.002,1000,1500,2000,16.2049375191637,14.6428140106887,13.6266738692752,13130,13130,13130,16.2049375191637,14.6428140106887,13.6266738692752,13130,13130,13130,13130,13130,13130,13130
