"time","load.pin_p.reference.gamma","voltageSource.pin_p.reference.gamma","idealTransformer.v1.re","idealTransformer.v1.im","idealTransformer.i1.re","idealTransformer.i1.im","idealTransformer.v2.re","idealTransformer.v2.im","idealTransformer.i2.re","idealTransformer.i2.im"
0.0032,1.00530964914873,1.00530964914873,964.97230865642,-48.7140722906523,49.9898938655582,1.00524191627288,192.994461731284,-9.74281445813046,-249.949469327791,-5.02620958136439
0.0034,1.06814150222053,1.06814150222053,965.033552205716,-48.7580509111016,49.98859117121,1.06806025936115,193.006710441143,-9.75161018222032,-249.94295585605,-5.34030129680576
0.0036,1.13097335529233,1.13097335529233,965.094850971805,-48.8019525359333,49.9872095380531,1.13087691583649,193.018970194361,-9.76039050718665,-249.936047690266,-5.65438457918244
0.0038,1.19380520836412,1.19380520836412,965.156204857889,-48.8457770958206,49.9857489682693,1.19369178650281,193.031240971578,-9.76915541916411,-249.928744841347,-5.96845893251407
0.004,1.25663706143592,1.25663706143592,965.217613767081,-48.8895245215585,49.984209464165,1.25650477216687,193.043522753416,-9.77790490431171,-249.921047320825,-6.28252386083437
0.0042,1.31946891450771,1.31946891450771,965.27907760241,-48.9331947440641,49.9825910281713,1.31931577363839,193.055815520482,-9.78663894881281,-249.912955140856,-6.59657886819195
0.0044,1.38230076757951,1.38230076757951,965.340596266813,-48.9767876943759,49.9808936628439,1.38212469173022,193.068119253363,-9.79535753887518,-249.90446831422,-6.9106234586511
0.0046,1.44513262065131,1.44513262065131,965.402169663147,-49.0203033036548,49.9791173708632,1.4449314272585,193.080433932629,-9.80406066073096,-249.895586854316,-7.22465713629252
0.0048,1.5079644737231,1.5079644737231,965.463797694176,-49.0637415031837,49.9772621550342,1.50773588104284,193.092759538835,-9.81274830063674,-249.886310775171,-7.53867940521419
0.005,1.5707963267949,1.5707963267949,965.525480262584,-49.1071022243677,49.9753280182866,1.57053795390641,193.105096052517,-9.82142044487355,-249.876640091433,-7.85268976953207
0.0052,1.63362817986669,1.63362817986669,965.587217270963,-49.1503853987344,49.9733149636745,1.63333754667619,193.117443454193,-9.83007707974688,-249.866574818373,-8.16668773338095
0.0054,1.69646003293849,1.69646003293849,965.649008621824,-49.1935909579337,49.971222994377,1.69613456018303,193.129801724365,-9.83871819158674,-249.856114971885,-8.48067280091517
0.0056,1.75929188601028,1.75929188601028,965.710854217589,-49.2367188337381,49.9690521136975,1.75892889526189,193.142170843518,-9.84734376674762,-249.845260568487,-8.79464447630946
0.0058,1.82212373908208,1.82212373908208,965.772753960596,-49.2797689580429,49.966802325064,1.82172045275194,193.154550792119,-9.85595379160858,-249.83401162532,-9.10860226375968
0.006,1.88495559215388,1.88495559215388,965.834707753096,-49.3227412628659,49.9644736320295,1.88450913349673,193.166941550619,-9.86454825257318,-249.822368160147,-9.42254566748364
0.0062,1.94778744522567,1.94778744522567,965.896715497255,-49.3656356803481,49.962066038271,1.94729483834437,193.179343099451,-9.87312713606963,-249.810330191355,-9.73647419172184
0.0064,2.01061929829747,2.01061929829747,965.958777095156,-49.4084521427534,49.9595795475907,2.01007746814766,193.191755419031,-9.88169042855068,-249.797897737954,-10.0503873407383
0.0066,2.07345115136926,2.07345115136926,966.020892448795,-49.4511905824687,49.957014163915,2.07285692376426,193.204178489759,-9.89023811649373,-249.785070819575,-10.3642846188213
0.0068,2.13628300444106,2.13628300444106,966.083061460082,-49.4938509320041,49.9543698912949,2.13563310605684,193.216612292016,-9.89877018640081,-249.771849456475,-10.6781655302842
0.007,2.19911485751286,2.19911485751286,966.145284030845,-49.5364331239931,49.9516467339062,2.19840591589324,193.229056806169,-9.90728662479862,-249.758233669531,-10.9920295794662
0.0072,2.26194671058465,2.26194671058465,966.207560062825,-49.5789370911927,49.9488446960491,2.26117525414663,193.241512012565,-9.91578741823855,-249.744223480246,-11.3058762707332
0.0074,2.32477856365645,2.32477856365645,966.269889457681,-49.6213627664833,49.9459637821484,2.32394102169565,193.253977891536,-9.92427255329667,-249.729818910742,-11.6197051084782
0.0076,2.38761041672824,2.38761041672824,966.332272116985,-49.663710082869,49.9430039967534,2.38670311942458,193.266454423397,-9.9327420165738,-249.715019983767,-11.9335155971229
0.0078,2.45044226980004,2.45044226980004,966.394707942227,-49.7059789734775,49.9399653445381,2.44946144822352,193.278941588445,-9.9411957946955,-249.699826722691,-12.2473072411176
0.008,2.51327412287184,2.51327412287184,966.457196834812,-49.7481693715605,49.9368478303009,2.51221590898848,193.291439366962,-9.94963387431211,-249.684239151504,-12.5610795449424
0.0082,2.57610597594363,2.57610597594363,966.519738696062,-49.7902812104937,49.9336514589647,2.57496640262161,193.303947739212,-9.95805624209874,-249.668257294824,-12.8748320131081
0.0084,2.63893782901543,2.63893782901543,966.582333427215,-49.8323144237766,49.9303762355772,2.63771283003132,193.316466685443,-9.96646288475532,-249.651881177886,-13.1885641501566
0.0086,2.70176968208722,2.70176968208722,966.644980929424,-49.8742689450331,49.9270221653102,2.70045509213244,193.328996185885,-9.97485378900663,-249.635110826551,-13.5022754606622
0.0088,2.76460153515902,2.76460153515902,966.707681103761,-49.9161447080113,49.9235892534604,2.76319308984636,193.341536220752,-9.98322894160227,-249.617946267302,-13.8159654492318
0.009,2.82743338823082,2.82743338823082,966.770433851214,-49.9579416465837,49.9200775054488,2.82592672410123,193.354086770243,-9.99158832931674,-249.600387527244,-14.1296336205061
0.0092,2.89026524130261,2.89026524130261,966.833239072688,-49.9996596947471,49.9164869268208,2.88865589583207,193.366647814538,-9.99993193894942,-249.582434634104,-14.4432794791603
0.0094,2.95309709437441,2.95309709437441,966.896096669004,-50.0412987866231,49.9128175232466,2.95138050598096,193.379219333801,-10.0082597573246,-249.564087616233,-14.7569025299048
0.0096,3.0159289474462,3.0159289474462,966.959006540902,-50.0828588564578,49.9090693005206,3.01410045549718,193.391801308181,-10.0165717712916,-249.545346502603,-15.0705022774859
0.0098,3.078760800518,3.078760800518,967.021968589039,-50.1243398386222,49.9052422645618,3.07681564533736,193.404393717808,-10.0248679677244,-249.526211322809,-15.3840782266868
0.01,3.14159265358979,3.14159265358979,967.084982713989,-50.1657416676123,49.9013364214136,3.13952597646567,193.416996542798,-10.0331483335225,-249.506682107068,-15.6976298823283
0.0102,3.20442450666159,3.20442450666159,967.148048816244,-50.2070642780488,49.8973517772438,3.20223134985393,193.429609763249,-10.0414128556098,-249.486758886219,-16.0111567492696
0.0104,3.26725635973339,3.26725635973339,967.211166796214,-50.2483076046778,49.8932883383447,3.26493166648179,193.442233359243,-10.0496615209356,-249.466441691724,-16.3246583324089
0.0106,3.33008821280518,3.33008821280518,967.274336554228,-50.2894715823704,49.8891461111331,3.3276268273369,193.454867310846,-10.0578943164741,-249.445730555666,-16.6381341366845
0.0108,3.39292006587698,3.39292006587698,967.33755799053,-50.3305561461229,49.8849251021501,3.39031673341504,193.467511598106,-10.0661112292246,-249.424625510751,-16.9515836670752
0.011,3.45575191894877,3.45575191894877,967.400831005287,-50.3715612310574,49.8806253180613,3.45300128572029,193.480166201057,-10.0743122462115,-249.403126590306,-17.2650064286014
0.0112,3.51858377202057,3.51858377202057,967.464155498582,-50.4124867724212,49.8762467656565,3.51568038526519,193.492831099716,-10.0824973544842,-249.381233828283,-17.5784019263259
0.0114,3.58141562509237,3.58141562509237,967.527531370416,-50.4533327055872,49.8717894518502,3.57835393307088,193.505506274083,-10.0906665411174,-249.358947259251,-17.8917696653544
0.0116,3.64424747816416,3.64424747816416,967.59095852071,-50.4940989660542,49.867253383681,3.64102183016729,193.518191704142,-10.0988197932108,-249.336266918405,-18.2051091508364
0.0118,3.70707933123596,3.70707933123596,967.654436849305,-50.5347854894467,49.862638568312,3.70368397759323,193.530887369861,-10.1069570978893,-249.31319284156,-18.5184198879662
0.012,3.76991118430775,3.76991118430775,967.717966255959,-50.575392211515,49.8579450130307,3.76634027639664,193.543593251192,-10.115078442303,-249.289725065153,-18.8317013819832
0.0122,3.83274303737955,3.83274303737955,967.78154664035,-50.6159190681357,49.8531727252487,3.82899062763465,193.55630932807,-10.1231838136271,-249.265863626244,-19.1449531381733
0.0124,3.89557489045134,3.89557489045134,967.845177902077,-50.6563659953114,49.8483217125023,3.89163493237383,193.569035580415,-10.1312731990623,-249.241608562511,-19.4581746618691
0.0126,3.95840674352314,3.95840674352314,967.908859940657,-50.6967329291706,49.8433919824517,3.95427309169025,193.581771988131,-10.1393465858341,-249.216959912259,-19.7713654584512
0.0128,4.02123859659494,4.02123859659494,967.972592655528,-50.7370198059687,49.8383835428818,4.01690500666971,193.594518531106,-10.1474039611937,-249.191917714409,-20.0845250333486
0.013,4.08407044966673,4.08407044966673,968.036375946047,-50.7772265620871,49.8332964017015,4.07953057840788,193.607275189209,-10.1554453124174,-249.166482008507,-20.3976528920394
0.0132,4.14690230273853,4.14690230273853,968.10020971149,-50.8173531340338,49.8281305669441,4.14214970801042,193.620041942298,-10.1634706268068,-249.14065283472,-20.7107485400521
0.0134,4.20973415581032,4.20973415581032,968.164093851057,-50.8573994584436,49.8228860467672,4.20476229659318,193.632818770211,-10.1714798916887,-249.114430233836,-21.0238114829659
0.0136,4.27256600888212,4.27256600888212,968.228028263865,-50.8973654720777,49.8175628494526,4.26736824528235,193.645605652773,-10.1794730944155,-249.087814247263,-21.3368412264117
0.0138,4.33539786195391,4.33539786195391,968.292012848954,-50.9372511118245,49.8121609834063,4.32996745521457,193.658402569791,-10.1874502223649,-249.060804917031,-21.6498372760729
0.014,4.39822971502571,4.39822971502571,968.356047505281,-50.977056314699,49.8066804571586,4.39255982753716,193.671209501056,-10.1954112629398,-249.033402285793,-21.9627991376858
0.0142,4.46106156809751,4.46106156809751,968.42013213173,-51.0167810178434,49.8011212793641,4.45514526340821,193.684026426346,-10.2033562035687,-249.00560639682,-22.2757263170411
0.0144,4.5238934211693,4.5238934211693,968.4842666271,-51.056425158527,49.7954834588014,4.51772366399678,193.69685332542,-10.2112850317054,-248.977417294007,-22.5886183199839
0.0146,4.5867252742411,4.5867252742411,968.548450890115,-51.0959886741463,49.7897670043734,4.58029493048303,193.709690178023,-10.2191977348293,-248.948835021867,-22.9014746524151
0.0148,4.64955712731289,4.64955712731289,968.612684819419,-51.135471502225,49.7839719251072,4.64285896405839,193.722536963884,-10.227094300445,-248.919859625536,-23.214294820292
0.015,4.71238898038469,4.71238898038469,968.676968313578,-51.1748735804144,49.778098230154,4.70541566592572,193.735393662716,-10.2349747160829,-248.89049115077,-23.5270783296286
0.0152,4.77522083345649,4.77522083345649,968.741301271079,-51.2141948464932,49.7721459287892,4.76796493729943,193.748260254216,-10.2428389692986,-248.860729643946,-23.8398246864972
0.0154,4.83805268652828,4.83805268652828,968.805683590333,-51.2534352383678,49.7661150304122,4.8305066794057,193.761136718067,-10.2506870476736,-248.830575152061,-24.1525333970285
0.0156,4.90088453960008,4.90088453960008,968.87011516967,-51.2925946940723,49.7600055445467,4.89304079348258,193.774023033934,-10.2585189388145,-248.800027722733,-24.4652039674129
0.0158,4.96371639267187,4.96371639267187,968.934595907344,-51.3316731517684,49.7538174808403,4.95556718078016,193.786919181469,-10.2663346303537,-248.769087404202,-24.7778359039008
0.016,5.02654824574367,5.02654824574367,968.999125701532,-51.3706705497461,49.747550849065,5.01808574256074,193.799825140306,-10.2741341099492,-248.737754245325,-25.0904287128037
0.0162,5.08938009881546,5.08938009881546,969.063704450331,-51.4095868264231,49.7412056591165,5.08059638009899,193.812740890066,-10.2819173652846,-248.706028295583,-25.402981900495
0.0164,5.15221195188726,5.15221195188726,969.128332051764,-51.4484219203453,49.7347819210148,5.14309899468207,193.825666410353,-10.2896843840691,-248.673909605074,-25.7154949734104
0.0166,5.21504380495906,5.21504380495906,969.193008403775,-51.4871757701867,49.7282796449038,5.20559348760983,193.838601680755,-10.2974351540373,-248.641398224519,-26.0279674380491
0.0168,5.27787565803085,5.27787565803085,969.25773340423,-51.5258483147498,49.7216988410515,5.26807976019492,193.851546680846,-10.30516966295,-248.608494205258,-26.3403988009746
0.017,5.34070751110265,5.34070751110265,969.322506950921,-51.5644394929653,49.7150395198499,5.330557713763,193.864501390184,-10.3128878985931,-248.57519759925,-26.652788568815
0.0172,5.40353936417444,5.40353936417444,969.38732894156,-51.6029492438925,49.708301691815,5.39302724965284,193.877465788312,-10.3205898487785,-248.541508459075,-26.9651362482642
0.0174,5.46637121724624,5.46637121724624,969.452199273785,-51.6413775067192,49.7014853675868,5.45548826921653,193.890439854757,-10.3282755013438,-248.507426837934,-27.2774413460827
0.0176,5.52920307031804,5.52920307031804,969.517117845158,-51.679724220762,49.694590557929,5.51794067381959,193.903423569032,-10.3359448441524,-248.472952789645,-27.5897033690979
0.0178,5.59203492338983,5.59203492338983,969.582084553162,-51.7179893254661,49.6876172737296,5.58038436484114,193.916416910632,-10.3435978650932,-248.438086368648,-27.9019218242057
0.018,5.65486677646163,5.65486677646163,969.647099295207,-51.7561727604057,49.6805655260004,5.64281924367408,193.929419859041,-10.3512345520811,-248.402827630002,-28.2140962183704
0.0182,5.71769862953342,5.71769862953342,969.712161968625,-51.7942744652841,49.673435325877,5.70524521172521,193.942432393725,-10.3588548930568,-248.367176629385,-28.5262260586261
0.0184,5.78053048260522,5.78053048260522,969.777272470673,-51.8322943799333,49.666226684619,5.76766217041541,193.955454494135,-10.3664588759867,-248.331133423095,-28.8383108520771
0.0186,5.84336233567702,5.84336233567702,969.842430698534,-51.8702324443148,49.6589396136098,5.83007002117978,193.968486139707,-10.374046488863,-248.294698068049,-29.1503501058989
0.0188,5.90619418874881,5.90619418874881,969.907636549312,-51.9080885985192,49.6515741243566,5.89246866546779,193.981527309862,-10.3816177197038,-248.257870621783,-29.462343327339
0.019,5.96902604182061,5.96902604182061,969.97288992004,-51.9458627827664,49.6441302284907,5.95485800474349,193.994577984008,-10.3891725565533,-248.220651142453,-29.7742900237174
0.0192,6.0318578948924,6.0318578948924,970.038190707674,-51.9835549374058,49.6366079377669,6.01723794048558,194.007638141535,-10.3967109874812,-248.183039688834,-30.0861897024279
0.0194,6.0946897479642,6.0946897479642,970.103538809094,-52.0211650029164,49.6290072640639,6.07960837418762,194.020707761819,-10.4042330005833,-248.14503632032,-30.3980418709381
0.0196,6.15752160103599,6.15752160103599,970.168934121107,-52.0586929199068,49.6213282193843,6.1419692073582,194.033786824221,-10.4117385839814,-248.106641096921,-30.709846036791
0.0198,6.22035345410779,6.22035345410779,970.234376540445,-52.0961386291153,49.6135708158543,6.20432034152105,194.046875308089,-10.4192277258231,-248.067854079271,-31.0216017076053
0.02,6.28318530717959,6.28318530717959,970.299865963765,-52.1335020714099,49.6057350657239,6.26666167821521,194.059973192753,-10.426700414282,-248.028675328619,-31.3333083910761
0.0202,6.34601716025138,6.34601716025138,970.365402287651,-52.1707831877887,49.5978209813668,6.32899311899521,194.07308045753,-10.4341566375577,-247.989104906834,-31.644965594976
0.0204,6.40884901332318,6.40884901332318,970.430985408612,-52.2079819193797,49.5898285752805,6.39131456543118,194.086197081722,-10.4415963838759,-247.949142876403,-31.9565728271559
0.0206,6.47168086639497,6.47168086639497,970.496615223083,-52.2450982074411,49.581757860086,6.45362591910906,194.099323044617,-10.4490196414882,-247.90878930043,-32.2681295955453
0.0208,6.53451271946677,6.53451271946677,970.562291627425,-52.2821319933612,49.5736088485282,6.51592708163073,194.112458325485,-10.4564263986722,-247.868044242641,-32.5796354081536
0.021,6.59734457253857,6.59734457253857,970.628014517927,-52.3190832186585,49.5653815534753,6.57821795461413,194.125602903585,-10.4638166437317,-247.826907767377,-32.8910897730706
0.0212,6.66017642561036,6.66017642561036,970.693783790804,-52.355951824982,49.5570759879195,6.64049843969347,194.138756758161,-10.4711903649964,-247.785379939598,-33.2024921984674
0.0214,6.72300827868216,6.72300827868216,970.759599342196,-52.3927377541112,49.5486921649763,6.70276843851938,194.151919868439,-10.4785475508222,-247.743460824882,-33.5138421925969
0.0216,6.78584013175395,6.78584013175395,970.825461068171,-52.4294409479561,49.540230097885,6.76502785275901,194.165092213634,-10.4858881895912,-247.701150489425,-33.8251392637951
0.0218,6.84867198482575,6.84867198482575,970.891368864726,-52.4660613485573,49.5316898000083,6.82727658409627,194.178273772945,-10.4932122697115,-247.658449000042,-34.1363829204814
0.022,6.91150383789754,6.91150383789754,970.957322627783,-52.5025988980862,49.5230712848326,6.8895145342319,194.191464525557,-10.5005197796172,-247.615356424163,-34.4475726711595
0.0222,6.97433569096934,6.97433569096934,971.023322253192,-52.5390535388451,49.5143745659675,6.95174160488369,194.204664450638,-10.507810707769,-247.571872829838,-34.7587080244185
0.0224,7.03716754404114,7.03716754404114,971.08936763673,-52.575425213267,49.5055996571465,7.0139576977866,194.217873527346,-10.5150850426534,-247.527998285732,-35.069788488933
0.0226,7.09999939711293,7.09999939711293,971.155458674102,-52.6117138639161,49.4967465722262,7.07616271469292,194.23109173482,-10.5223427727832,-247.483732861131,-35.3808135734646
0.0228,7.16283125018473,7.16283125018473,971.221595260943,-52.6479194334877,49.487815325187,7.13835655737245,194.244319052189,-10.5295838866975,-247.439076625935,-35.6917827868622
0.023,7.22566310325652,7.22566310325652,971.287777292813,-52.6840418648083,49.4788059301325,7.20053912761261,194.257555458563,-10.5368083729617,-247.394029650663,-36.002695638063
0.0232,7.28849495632832,7.28849495632832,971.354004665201,-52.7200811008356,49.4697184012898,7.26271032721864,194.27080093304,-10.5440162201671,-247.348592006449,-36.3135516360932
0.0234,7.35132680940012,7.35132680940012,971.420277273526,-52.7560370846588,49.4605527530093,7.32487005801373,194.284055454705,-10.5512074169318,-247.302763765046,-36.6243502900687
0.0236,7.41415866247191,7.41415866247191,971.486595013135,-52.7919097594984,49.4513089997648,7.38701822183918,194.297319002627,-10.5583819518997,-247.256544998824,-36.9350911091959
0.0238,7.47699051554371,7.47699051554371,971.552957779302,-52.8276990687066,49.4419871561534,7.44915472055456,194.31059155586,-10.5655398137413,-247.209935780767,-37.2457736027728
0.024,7.5398223686155,7.5398223686155,971.619365467231,-52.8634049557671,49.4325872368957,7.51127945603785,194.323873093446,-10.5726809911534,-247.162936184479,-37.5563972801893
0.0242,7.6026542216873,7.6026542216873,971.685817972057,-52.8990273642956,49.4231092568354,7.57339233018562,194.337163594411,-10.5798054728591,-247.115546284177,-37.8669616509281
0.0244,7.6654860747591,7.6654860747591,971.75231518884,-52.9345662380393,49.4135532309394,7.63549324491316,194.350463037768,-10.5869132476079,-247.067766154697,-38.1774662245658
0.0246,7.72831792783089,7.72831792783089,971.818857012574,-52.9700215208776,49.4039191742982,7.69758210215465,194.363771402515,-10.5940043041755,-247.019595871491,-38.4879105107732
0.0248,7.79114978090269,7.79114978090269,971.885443338179,-53.0053931568217,49.3942071021251,7.7596588038633,194.377088667636,-10.6010786313643,-246.971035510626,-38.7982940193165
0.025,7.85398163397448,7.85398163397448,971.952074060506,-53.0406810900149,49.3844170297569,7.82172325201154,194.390414812101,-10.608136218003,-246.922085148784,-39.1086162600577
0.0252,7.91681348704628,7.91681348704628,972.018749074337,-53.0758852647329,49.3745489726534,7.88377534859113,194.403749814867,-10.6151770529466,-246.872744863267,-39.4188767429557
0.0254,7.97964534011807,7.97964534011807,972.085468274382,-53.1110056253833,49.3646029463976,7.94581499561334,194.417093654877,-10.6222011250767,-246.823014731988,-39.7290749780667
0.0256,8.04247719318987,8.04247719318987,972.152231555284,-53.1460421165064,49.3545789666957,8.00784209510909,194.430446311057,-10.6292084233013,-246.772894833478,-40.0392104755454
0.0258,8.10530904626167,8.10530904626167,972.219038811613,-53.1809946827747,49.3444770493768,8.06985654912913,194.443807762323,-10.6361989365549,-246.722385246884,-40.3492827456457
0.026,8.16814089933346,8.16814089933346,972.285889937871,-53.2158632689935,49.3342972103934,8.13185825974418,194.457177987574,-10.6431726537987,-246.671486051967,-40.6592912987209
0.0262,8.23097275240526,8.23097275240526,972.352784828492,-53.2506478201003,49.3240394658207,8.19384712904506,194.470556965698,-10.6501295640201,-246.620197329104,-40.9692356452253
0.0264,8.29380460547705,8.29380460547705,972.41972337784,-53.2853482811658,49.3137038318572,8.2558230591429,194.483944675568,-10.6570696562332,-246.568519159286,-41.2791152957145
0.0266,8.35663645854885,8.35663645854885,972.486705480209,-53.319964597393,49.3032903248241,8.31778595216924,194.497341096042,-10.6639929194786,-246.516451624121,-41.5889297608462
0.0268,8.41946831162064,8.41946831162064,972.553731029826,-53.3544967141182,49.2927989611659,8.37973571027621,194.510746205965,-10.6708993428236,-246.46399480583,-41.8986785513811
0.027,8.48230016469244,8.48230016469244,972.620799920847,-53.3889445768103,49.2822297574499,8.44167223563669,194.524159984169,-10.6777889153621,-246.41114878725,-42.2083611781835
0.0272,8.54513201776424,8.54513201776424,972.687912047363,-53.4233081310716,49.2715827303662,8.50359543044446,194.537582409473,-10.6846616262143,-246.357913651831,-42.5179771522223
0.0274,8.60796387083603,8.60796387083603,972.755067303394,-53.4575873226372,49.260857896728,8.56550519691433,194.551013460679,-10.6915174645274,-246.30428948364,-42.8275259845716
0.0276,8.67079572390783,8.67079572390783,972.822265582892,-53.4917820973757,49.2500552734713,8.62740143728233,194.564453116578,-10.6983564194751,-246.250276367357,-43.1370071864117
0.0278,8.73362757697962,8.73362757697962,972.889506779742,-53.5258924012889,49.2391748776548,8.68928405380585,194.577901355948,-10.7051784802578,-246.195874388274,-43.4464202690293
0.028,8.79645943005142,8.79645943005142,972.956790787762,-53.5599181805118,49.2282167264603,8.7511529487638,194.591358157552,-10.7119836361024,-246.141083632301,-43.755764743819
0.0282,8.85929128312321,8.85929128312321,973.0241175007,-53.5938593813132,49.217180837192,8.81300802445675,194.60482350014,-10.7187718762626,-246.08590418596,-44.0650401222837
0.0284,8.92212313619501,8.92212313619501,973.091486812239,-53.6277159500953,49.2060672272773,8.87484918320707,194.618297362448,-10.725543190019,-246.030336136386,-44.3742459160354
0.0286,8.98495498926681,8.98495498926681,973.158898615993,-53.6614878333938,49.1948759142659,8.93667632735915,194.631779723199,-10.7322975666788,-245.974379571329,-44.6833816367958
0.0288,9.0477868423386,9.0477868423386,973.22635280551,-53.6951749778786,49.1836069158305,8.99848935927949,194.645270561102,-10.7390349955757,-245.918034579153,-44.9924467963975
0.029,9.1106186954104,9.1106186954104,973.293849274271,-53.7287773303528,49.1722602497665,9.06028818135687,194.658769854854,-10.7457554660706,-245.861301248832,-45.3014409067843
0.0292,9.17345054848219,9.17345054848219,973.361387915688,-53.7622948377538,49.1608359339917,9.12207269600251,194.672277583138,-10.7524589675508,-245.804179669958,-45.6103634800126
0.0294,9.23628240155399,9.23628240155399,973.428968623111,-53.7957274471529,49.1493339865466,9.18384280565024,194.685793724622,-10.7591454894306,-245.746669932733,-45.9192140282512
0.0296,9.29911425462578,9.29911425462578,973.496591289818,-53.8290751057555,49.1377544255945,9.24559841275661,194.699318257964,-10.7658150211511,-245.688772127973,-46.2279920637831
0.0298,9.36194610769758,9.36194610769758,973.564255809026,-53.862337760901,49.126097269421,9.3073394198011,194.712851161805,-10.7724675521802,-245.630486347105,-46.5366970990055
0.03,9.42477796076938,9.42477796076938,973.631962073882,-53.8955153600631,49.1143625364344,9.36906572928623,194.726392414776,-10.7791030720126,-245.571812682172,-46.8453286464312
0.0302,9.48760981384117,9.48760981384117,973.699709977469,-53.92860785085,49.1025502451655,9.43077724373773,194.739941995494,-10.78572157017,-245.512751225827,-47.1538862186887
0.0304,9.55044166691297,9.55044166691297,973.767499412804,-53.961615181004,49.0906604142673,9.49247386570469,194.753499882561,-10.7923230362008,-245.453302071337,-47.4623693285235
0.0306,9.61327351998476,9.61327351998476,973.835330272838,-53.9945372984021,49.0786930625157,9.55415549775974,194.767066054568,-10.7989074596804,-245.393465312579,-47.7707774887987
0.0308,9.67610537305656,9.67610537305656,973.903202450457,-54.0273741510557,49.0666482088087,9.61582204249914,194.780640490091,-10.8054748302111,-245.333241044043,-48.0791102124957
0.031,9.73893722612836,9.73893722612836,973.971115838481,-54.060125687111,49.0545258721667,9.67747340254301,194.794223167696,-10.8120251374222,-245.272629360834,-48.3873670127151
0.0312,9.80176907920015,9.80176907920015,974.039070329667,-54.0927918548488,49.0423260717326,9.73910948053544,194.807814065933,-10.8185583709698,-245.211630358663,-48.6955474026772
0.0314,9.86460093227195,9.86460093227195,974.107065816703,-54.1253726026848,49.0300488267716,9.80073017914465,194.821413163341,-10.825074520537,-245.150244133858,-49.0036508957233
0.0316,9.92743278534374,9.92743278534374,974.175102192218,-54.1578678791696,49.017694156671,9.86233540106314,194.835020438444,-10.8315735758339,-245.088470783355,-49.3116770053157
0.0318,9.99026463841554,9.99026463841554,974.24317934877,-54.1902776329886,49.0052620809406,9.92392504900786,194.848635869754,-10.8380555265977,-245.026310404703,-49.6196252450393
0.032,10.0530964914873,10.0530964914873,974.311297178859,-54.2226018129625,48.9927526192123,9.98549902572035,194.862259435772,-10.8445203625925,-244.963763096062,-49.9274951286018
