"time","medium.T","medium.p","medium2.T","medium2.X[1]","medium2.X[2]","medium2.p"
0.253,453,100253,300,0.2,0.8,200253
0.2532,453.2,100253.2,300,0.2,0.8,200253.2
0.2534,453.4,100253.4,300,0.2,0.8,200253.4
0.2536,453.6,100253.6,300,0.2,0.8,200253.6
0.2538,453.8,100253.8,300,0.2,0.8,200253.8
0.254,454,100254,300,0.2,0.8,200254
0.2542,454.2,100254.2,300,0.2,0.8,200254.2
0.2544,454.4,100254.4,300,0.2,0.8,200254.4
0.2546,454.6,100254.6,300,0.2,0.8,200254.6
0.2548,454.8,100254.8,300,0.2,0.8,200254.8
0.255,455,100255,300,0.2,0.8,200255
0.2552,455.2,100255.2,300,0.2,0.8,200255.2
0.2554,455.4,100255.4,300,0.2,0.8,200255.4
0.2556,455.6,100255.6,300,0.2,0.8,200255.6
0.2558,455.8,100255.8,300,0.2,0.8,200255.8
0.256,456,100256,300,0.2,0.8,200256
0.2562,456.2,100256.2,300,0.2,0.8,200256.2
0.2564,456.4,100256.4,300,0.2,0.8,200256.4
0.2566,456.6,100256.6,300,0.2,0.8,200256.6
0.2568,456.8,100256.8,300,0.2,0.8,200256.8
0.257,457,100257,300,0.2,0.8,200257
0.2572,457.2,100257.2,300,0.2,0.8,200257.2
0.2574,457.4,100257.4,300,0.2,0.8,200257.4
0.2576,457.6,100257.6,300,0.2,0.8,200257.6
0.2578,457.8,100257.8,300,0.2,0.8,200257.8
0.258,458,100258,300,0.2,0.8,200258
0.2582,458.2,100258.2,300,0.2,0.8,200258.2
0.2584,458.4,100258.4,300,0.2,0.8,200258.4
0.2586,458.6,100258.6,300,0.2,0.8,200258.6
0.2588,458.8,100258.8,300,0.2,0.8,200258.8
0.259,459,100259,300,0.2,0.8,200259
0.2592,459.2,100259.2,300,0.2,0.8,200259.2
0.2594,459.4,100259.4,300,0.2,0.8,200259.4
0.2596,459.6,100259.6,300,0.2,0.8,200259.6
0.2598,459.8,100259.8,300,0.2,0.8,200259.8
0.26,460,100260,300,0.2,0.8,200260
0.2602,460.2,100260.2,300,0.2,0.8,200260.2
0.2604,460.4,100260.4,300,0.2,0.8,200260.4
0.2606,460.6,100260.6,300,0.2,0.8,200260.6
0.2608,460.8,100260.8,300,0.2,0.8,200260.8
0.261,461,100261,300,0.2,0.8,200261
0.2612,461.2,100261.2,300,0.2,0.8,200261.2
0.2614,461.4,100261.4,300,0.2,0.8,200261.4
0.2616,461.6,100261.6,300,0.2,0.8,200261.6
0.2618,461.8,100261.8,300,0.2,0.8,200261.8
0.262,462,100262,300,0.2,0.8,200262
0.2622,462.2,100262.2,300,0.2,0.8,200262.2
0.2624,462.4,100262.4,300,0.2,0.8,200262.4
0.2626,462.6,100262.6,300,0.2,0.8,200262.6
0.2628,462.8,100262.8,300,0.2,0.8,200262.8
0.263,463,100263,300,0.2,0.8,200263
0.2632,463.2,100263.2,300,0.2,0.8,200263.2
0.2634,463.4,100263.4,300,0.2,0.8,200263.4
0.2636,463.6,100263.6,300,0.2,0.8,200263.6
0.2638,463.8,100263.8,300,0.2,0.8,200263.8
0.264,464,100264,300,0.2,0.8,200264
0.2642,464.2,100264.2,300,0.2,0.8,200264.2
0.2644,464.4,100264.4,300,0.2,0.8,200264.4
0.2646,464.6,100264.6,300,0.2,0.8,200264.6
0.2648,464.8,100264.8,300,0.2,0.8,200264.8
0.265,465,100265,300,0.2,0.8,200265
0.2652,465.2,100265.2,300,0.2,0.8,200265.2
0.2654,465.4,100265.4,300,0.2,0.8,200265.4
0.2656,465.6,100265.6,300,0.2,0.8,200265.6
0.2658,465.8,100265.8,300,0.2,0.8,200265.8
0.266,466,100266,300,0.2,0.8,200266
0.2662,466.2,100266.2,300,0.2,0.8,200266.2
0.2664,466.4,100266.4,300,0.2,0.8,200266.4
0.2666,466.6,100266.6,300,0.2,0.8,200266.6
0.2668,466.8,100266.8,300,0.2,0.8,200266.8
0.267,467,100267,300,0.2,0.8,200267
0.2672,467.2,100267.2,300,0.2,0.8,200267.2
0.2674,467.4,100267.4,300,0.2,0.8,200267.4
0.2676,467.6,100267.6,300,0.2,0.8,200267.6
0.2678,467.8,100267.8,300,0.2,0.8,200267.8
0.268,468,100268,300,0.2,0.8,200268
0.2682,468.2,100268.2,300,0.2,0.8,200268.2
0.2684,468.4,100268.4,300,0.2,0.8,200268.4
0.2686,468.6,100268.6,300,0.2,0.8,200268.6
0.2688,468.8,100268.8,300,0.2,0.8,200268.8
0.269,469,100269,300,0.2,0.8,200269
0.2692,469.2,100269.2,300,0.2,0.8,200269.2
0.2694,469.4,100269.4,300,0.2,0.8,200269.4
0.2696,469.6,100269.6,300,0.2,0.8,200269.6
0.2698,469.8,100269.8,300,0.2,0.8,200269.8
0.27,470,100270,300,0.2,0.8,200270
0.2702,470.2,100270.2,300,0.2,0.8,200270.2
0.2704,470.4,100270.4,300,0.2,0.8,200270.4
0.2706,470.6,100270.6,300,0.2,0.8,200270.6
0.2708,470.8,100270.8,300,0.2,0.8,200270.8
0.271,471,100271,300,0.2,0.8,200271
0.2712,471.2,100271.2,300,0.2,0.8,200271.2
0.2714,471.4,100271.4,300,0.2,0.8,200271.4
0.2716,471.6,100271.6,300,0.2,0.8,200271.6
0.2718,471.8,100271.8,300,0.2,0.8,200271.8
0.272,472,100272,300,0.2,0.8,200272
0.2722,472.2,100272.2,300,0.2,0.8,200272.2
0.2724,472.4,100272.4,300,0.2,0.8,200272.4
0.2726,472.6,100272.6,300,0.2,0.8,200272.6
0.2728,472.8,100272.8,300,0.2,0.8,200272.8
0.273,473,100273,300,0.2,0.8,200273
0.2732,473.2,100273.2,300,0.2,0.8,200273.2
0.2734,473.4,100273.4,300,0.2,0.8,200273.4
0.2736,473.6,100273.6,300,0.2,0.8,200273.6
0.2738,473.8,100273.8,300,0.2,0.8,200273.8
0.274,474,100274,300,0.2,0.8,200274
0.2742,474.2,100274.2,300,0.2,0.8,200274.2
0.2744,474.4,100274.4,300,0.2,0.8,200274.4
0.2746,474.6,100274.6,300,0.2,0.8,200274.6
0.2748,474.8,100274.8,300,0.2,0.8,200274.8
0.275,475,100275,300,0.2,0.8,200275
0.2752,475.2,100275.2,300,0.2,0.8,200275.2
0.2754,475.4,100275.4,300,0.2,0.8,200275.4
0.2756,475.6,100275.6,300,0.2,0.8,200275.6
0.2758,475.8,100275.8,300,0.2,0.8,200275.8
0.276,476,100276,300,0.2,0.8,200276
0.2762,476.2,100276.2,300,0.2,0.8,200276.2
0.2764,476.4,100276.4,300,0.2,0.8,200276.4
0.2766,476.6,100276.6,300,0.2,0.8,200276.6
0.2768,476.8,100276.8,300,0.2,0.8,200276.8
0.277,477,100277,300,0.2,0.8,200277
0.2772,477.2,100277.2,300,0.2,0.8,200277.2
0.2774,477.4,100277.4,300,0.2,0.8,200277.4
0.2776,477.6,100277.6,300,0.2,0.8,200277.6
0.2778,477.8,100277.8,300,0.2,0.8,200277.8
0.278,478,100278,300,0.2,0.8,200278
0.2782,478.2,100278.2,300,0.2,0.8,200278.2
0.2784,478.4,100278.4,300,0.2,0.8,200278.4
0.2786,478.6,100278.6,300,0.2,0.8,200278.6
0.2788,478.8,100278.8,300,0.2,0.8,200278.8
0.279,479,100279,300,0.2,0.8,200279
0.2792,479.2,100279.2,300,0.2,0.8,200279.2
0.2794,479.4,100279.4,300,0.2,0.8,200279.4
0.2796,479.6,100279.6,300,0.2,0.8,200279.6
0.2798,479.8,100279.8,300,0.2,0.8,200279.8
0.28,480,100280,300,0.2,0.8,200280
0.2802,480.2,100280.2,300,0.2,0.8,200280.2
0.2804,480.4,100280.4,300,0.2,0.8,200280.4
0.2806,480.6,100280.6,300,0.2,0.8,200280.6
0.2808,480.8,100280.8,300,0.2,0.8,200280.8
0.281,481,100281,300,0.2,0.8,200281
0.2812,481.2,100281.2,300,0.2,0.8,200281.2
0.2814,481.4,100281.4,300,0.2,0.8,200281.4
0.2816,481.6,100281.6,300,0.2,0.8,200281.6
0.2818,481.8,100281.8,300,0.2,0.8,200281.8
0.282,482,100282,300,0.2,0.8,200282
0.2822,482.2,100282.2,300,0.2,0.8,200282.2
0.2824,482.4,100282.4,300,0.2,0.8,200282.4
0.2826,482.6,100282.6,300,0.2,0.8,200282.6
0.2828,482.8,100282.8,300,0.2,0.8,200282.8
0.283,483,100283,300,0.2,0.8,200283
0.2832,483.2,100283.2,300,0.2,0.8,200283.2
0.2834,483.4,100283.4,300,0.2,0.8,200283.4
0.2836,483.6,100283.6,300,0.2,0.8,200283.6
0.2838,483.8,100283.8,300,0.2,0.8,200283.8
0.284,484,100284,300,0.2,0.8,200284
0.2842,484.2,100284.2,300,0.2,0.8,200284.2
0.2844,484.4,100284.4,300,0.2,0.8,200284.4
0.2846,484.6,100284.6,300,0.2,0.8,200284.6
0.2848,484.8,100284.8,300,0.2,0.8,200284.8
0.285,485,100285,300,0.2,0.8,200285
0.2852,485.2,100285.2,300,0.2,0.8,200285.2
0.2854,485.4,100285.4,300,0.2,0.8,200285.4
0.2856,485.6,100285.6,300,0.2,0.8,200285.6
0.2858,485.8,100285.8,300,0.2,0.8,200285.8
0.286,486,100286,300,0.2,0.8,200286
0.2862,486.2,100286.2,300,0.2,0.8,200286.2
0.2864,486.4,100286.4,300,0.2,0.8,200286.4
0.2866,486.6,100286.6,300,0.2,0.8,200286.6
0.2868,486.8,100286.8,300,0.2,0.8,200286.8
0.287,487,100287,300,0.2,0.8,200287
0.2872,487.2,100287.2,300,0.2,0.8,200287.2
0.2874,487.4,100287.4,300,0.2,0.8,200287.4
0.2876,487.6,100287.6,300,0.2,0.8,200287.6
0.2878,487.8,100287.8,300,0.2,0.8,200287.8
0.288,488,100288,300,0.2,0.8,200288
0.2882,488.2,100288.2,300,0.2,0.8,200288.2
0.2884,488.4,100288.4,300,0.2,0.8,200288.4
0.2886,488.6,100288.6,300,0.2,0.8,200288.6
0.2888,488.8,100288.8,300,0.2,0.8,200288.8
0.289,489,100289,300,0.2,0.8,200289
0.2892,489.2,100289.2,300,0.2,0.8,200289.2
0.2894,489.4,100289.4,300,0.2,0.8,200289.4
0.2896,489.6,100289.6,300,0.2,0.8,200289.6
0.2898,489.8,100289.8,300,0.2,0.8,200289.8
0.29,490,100290,300,0.2,0.8,200290
0.2902,490.2,100290.2,300,0.2,0.8,200290.2
0.2904,490.4,100290.4,300,0.2,0.8,200290.4
0.2906,490.6,100290.6,300,0.2,0.8,200290.6
0.2908,490.8,100290.8,300,0.2,0.8,200290.8
0.291,491,100291,300,0.2,0.8,200291
0.2912,491.2,100291.2,300,0.2,0.8,200291.2
0.2914,491.4,100291.4,300,0.2,0.8,200291.4
0.2916,491.6,100291.6,300,0.2,0.8,200291.6
0.2918,491.8,100291.8,300,0.2,0.8,200291.8
0.292,492,100292,300,0.2,0.8,200292
0.2922,492.2,100292.2,300,0.2,0.8,200292.2
0.2924,492.4,100292.4,300,0.2,0.8,200292.4
0.2926,492.6,100292.6,300,0.2,0.8,200292.6
0.2928,492.8,100292.8,300,0.2,0.8,200292.8
0.293,493,100293,300,0.2,0.8,200293
0.2932,493.2,100293.2,300,0.2,0.8,200293.2
0.2934,493.4,100293.4,300,0.2,0.8,200293.4
0.2936,493.6,100293.6,300,0.2,0.8,200293.6
0.2938,493.8,100293.8,300,0.2,0.8,200293.8
0.294,494,100294,300,0.2,0.8,200294
0.2942,494.2,100294.2,300,0.2,0.8,200294.2
0.2944,494.4,100294.4,300,0.2,0.8,200294.4
0.2946,494.6,100294.6,300,0.2,0.8,200294.6
0.2948,494.8,100294.8,300,0.2,0.8,200294.8
0.295,495,100295,300,0.2,0.8,200295
0.2952,495.2,100295.2,300,0.2,0.8,200295.2
0.2954,495.4,100295.4,300,0.2,0.8,200295.4
0.2956,495.6,100295.6,300,0.2,0.8,200295.6
0.2958,495.8,100295.8,300,0.2,0.8,200295.8
0.296,496,100296,300,0.2,0.8,200296
0.2962,496.2,100296.2,300,0.2,0.8,200296.2
0.2964,496.4,100296.4,300,0.2,0.8,200296.4
0.2966,496.6,100296.6,300,0.2,0.8,200296.6
0.2968,496.8,100296.8,300,0.2,0.8,200296.8
0.297,497,100297,300,0.2,0.8,200297
0.2972,497.2,100297.2,300,0.2,0.8,200297.2
0.2974,497.4,100297.4,300,0.2,0.8,200297.4
0.2976,497.6,100297.6,300,0.2,0.8,200297.6
0.2978,497.8,100297.8,300,0.2,0.8,200297.8
0.298,498,100298,300,0.2,0.8,200298
0.2982,498.2,100298.2,300,0.2,0.8,200298.2
0.2984,498.4,100298.4,300,0.2,0.8,200298.4
0.2986,498.6,100298.6,300,0.2,0.8,200298.6
0.2988,498.8,100298.8,300,0.2,0.8,200298.8
0.299,499,100299,300,0.2,0.8,200299
0.2992,499.2,100299.2,300,0.2,0.8,200299.2
0.2994,499.4,100299.4,300,0.2,0.8,200299.4
0.2996,499.6,100299.6,300,0.2,0.8,200299.6
0.2998,499.8,100299.8,300,0.2,0.8,200299.8
0.3,500,100300,300,0.2,0.8,200300
0.3002,500.2,100300.2,300,0.2,0.8,200300.2
0.3004,500.4,100300.4,300,0.2,0.8,200300.4
0.3006,500.6,100300.6,300,0.2,0.8,200300.6
0.3008,500.8,100300.8,300,0.2,0.8,200300.8
0.301,501,100301,300,0.2,0.8,200301
0.3012,501.2,100301.2,300,0.2,0.8,200301.2
0.3014,501.4,100301.4,300,0.2,0.8,200301.4
0.3016,501.6,100301.6,300,0.2,0.8,200301.6
0.3018,501.8,100301.8,300,0.2,0.8,200301.8
0.302,502,100302,300,0.2,0.8,200302
0.3022,502.2,100302.2,300,0.2,0.8,200302.2
0.3024,502.4,100302.4,300,0.2,0.8,200302.4
0.3026,502.6,100302.6,300,0.2,0.8,200302.6
0.3028,502.8,100302.8,300,0.2,0.8,200302.8
0.303,503,100303,300,0.2,0.8,200303
0.3032,503.2,100303.2,300,0.2,0.8,200303.2
0.3034,503.4,100303.4,300,0.2,0.8,200303.4
0.3036,503.6,100303.6,300,0.2,0.8,200303.6
0.3038,503.8,100303.8,300,0.2,0.8,200303.8
0.304,504,100304,300,0.2,0.8,200304
0.3042,504.2,100304.2,300,0.2,0.8,200304.2
0.3044,504.4,100304.4,300,0.2,0.8,200304.4
0.3046,504.6,100304.6,300,0.2,0.8,200304.6
0.3048,504.8,100304.8,300,0.2,0.8,200304.8
0.305,505,100305,300,0.2,0.8,200305
0.3052,505.2,100305.2,300,0.2,0.8,200305.2
0.3054,505.4,100305.4,300,0.2,0.8,200305.4
0.3056,505.6,100305.6,300,0.2,0.8,200305.6
0.3058,505.8,100305.8,300,0.2,0.8,200305.8
0.306,506,100306,300,0.2,0.8,200306
0.3062,506.2,100306.2,300,0.2,0.8,200306.2
0.3064,506.4,100306.4,300,0.2,0.8,200306.4
0.3066,506.6,100306.6,300,0.2,0.8,200306.6
0.3068,506.8,100306.8,300,0.2,0.8,200306.8
0.307,507,100307,300,0.2,0.8,200307
0.3072,507.2,100307.2,300,0.2,0.8,200307.2
0.3074,507.4,100307.4,300,0.2,0.8,200307.4
0.3076,507.6,100307.6,300,0.2,0.8,200307.6
0.3078,507.8,100307.8,300,0.2,0.8,200307.8
0.308,508,100308,300,0.2,0.8,200308
0.3082,508.2,100308.2,300,0.2,0.8,200308.2
0.3084,508.4,100308.4,300,0.2,0.8,200308.4
0.3086,508.6,100308.6,300,0.2,0.8,200308.6
0.3088,508.8,100308.8,300,0.2,0.8,200308.8
0.309,509,100309,300,0.2,0.8,200309
0.3092,509.2,100309.2,300,0.2,0.8,200309.2
0.3094,509.4,100309.4,300,0.2,0.8,200309.4
0.3096,509.6,100309.6,300,0.2,0.8,200309.6
0.3098,509.8,100309.8,300,0.2,0.8,200309.8
0.31,510,100310,300,0.2,0.8,200310
0.3102,510.2,100310.2,300,0.2,0.8,200310.2
0.3104,510.4,100310.4,300,0.2,0.8,200310.4
0.3106,510.6,100310.6,300,0.2,0.8,200310.6
0.3108,510.8,100310.8,300,0.2,0.8,200310.8
0.311,511,100311,300,0.2,0.8,200311
0.3112,511.2,100311.2,300,0.2,0.8,200311.2
0.3114,511.4,100311.4,300,0.2,0.8,200311.4
0.3116,511.6,100311.6,300,0.2,0.8,200311.6
0.3118,511.8,100311.8,300,0.2,0.8,200311.8
0.312,512,100312,300,0.2,0.8,200312
0.3122,512.2,100312.2,300,0.2,0.8,200312.2
0.3124,512.4,100312.4,300,0.2,0.8,200312.4
0.3126,512.6,100312.6,300,0.2,0.8,200312.6
0.3128,512.8,100312.8,300,0.2,0.8,200312.8
0.313,513,100313,300,0.2,0.8,200313
0.3132,513.2,100313.2,300,0.2,0.8,200313.2
0.3134,513.4,100313.4,300,0.2,0.8,200313.4
0.3136,513.6,100313.6,300,0.2,0.8,200313.6
0.3138,513.8,100313.8,300,0.2,0.8,200313.8
0.314,514,100314,300,0.2,0.8,200314
0.3142,514.2,100314.2,300,0.2,0.8,200314.2
0.3144,514.4,100314.4,300,0.2,0.8,200314.4
0.3146,514.6,100314.6,300,0.2,0.8,200314.6
0.3148,514.8,100314.8,300,0.2,0.8,200314.8
0.315,515,100315,300,0.2,0.8,200315
0.3152,515.2,100315.2,300,0.2,0.8,200315.2
0.3154,515.4,100315.4,300,0.2,0.8,200315.4
0.3156,515.6,100315.6,300,0.2,0.8,200315.6
0.3158,515.8,100315.8,300,0.2,0.8,200315.8
0.316,516,100316,300,0.2,0.8,200316
0.3162,516.2,100316.2,300,0.2,0.8,200316.2
0.3164,516.4,100316.4,300,0.2,0.8,200316.4
0.3166,516.6,100316.6,300,0.2,0.8,200316.6
0.3168,516.8,100316.8,300,0.2,0.8,200316.8
0.317,517,100317,300,0.2,0.8,200317
0.3172,517.2,100317.2,300,0.2,0.8,200317.2
0.3174,517.4,100317.4,300,0.2,0.8,200317.4
0.3176,517.6,100317.6,300,0.2,0.8,200317.6
0.3178,517.8,100317.8,300,0.2,0.8,200317.8
0.318,518,100318,300,0.2,0.8,200318
0.3182,518.2,100318.2,300,0.2,0.8,200318.2
0.3184,518.4,100318.4,300,0.2,0.8,200318.4
0.3186,518.6,100318.6,300,0.2,0.8,200318.6
0.3188,518.8,100318.8,300,0.2,0.8,200318.8
0.319,519,100319,300,0.2,0.8,200319
0.3192,519.2,100319.2,300,0.2,0.8,200319.2
0.3194,519.4,100319.4,300,0.2,0.8,200319.4
0.3196,519.6,100319.6,300,0.2,0.8,200319.6
0.3198,519.8,100319.8,300,0.2,0.8,200319.8
0.32,520,100320,300,0.2,0.8,200320
0.3202,520.2,100320.2,300,0.2,0.8,200320.2
0.3204,520.4,100320.4,300,0.2,0.8,200320.4
0.3206,520.6,100320.6,300,0.2,0.8,200320.6
0.3208,520.8,100320.8,300,0.2,0.8,200320.8
0.321,521,100321,300,0.2,0.8,200321
0.3212,521.2,100321.2,300,0.2,0.8,200321.2
0.3214,521.4,100321.4,300,0.2,0.8,200321.4
0.3216,521.6,100321.6,300,0.2,0.8,200321.6
0.3218,521.8,100321.8,300,0.2,0.8,200321.8
0.322,522,100322,300,0.2,0.8,200322
0.3222,522.2,100322.2,300,0.2,0.8,200322.2
0.3224,522.4,100322.4,300,0.2,0.8,200322.4
0.3226,522.6,100322.6,300,0.2,0.8,200322.6
0.3228,522.8,100322.8,300,0.2,0.8,200322.8
0.323,523,100323,300,0.2,0.8,200323
0.3232,523.2,100323.2,300,0.2,0.8,200323.2
0.3234,523.4,100323.4,300,0.2,0.8,200323.4
0.3236,523.6,100323.6,300,0.2,0.8,200323.6
0.3238,523.8,100323.8,300,0.2,0.8,200323.8
0.324,524,100324,300,0.2,0.8,200324
0.3242,524.2,100324.2,300,0.2,0.8,200324.2
0.3244,524.4,100324.4,300,0.2,0.8,200324.4
0.3246,524.6,100324.6,300,0.2,0.8,200324.6
0.3248,524.8,100324.8,300,0.2,0.8,200324.8
0.325,525,100325,300,0.2,0.8,200325
0.3252,525.2,100325.2,300,0.2,0.8,200325.2
0.3254,525.4,100325.4,300,0.2,0.8,200325.4
0.3256,525.6,100325.6,300,0.2,0.8,200325.6
0.3258,525.8,100325.8,300,0.2,0.8,200325.8
0.326,526,100326,300,0.2,0.8,200326
0.3262,526.2,100326.2,300,0.2,0.8,200326.2
0.3264,526.4,100326.4,300,0.2,0.8,200326.4
0.3266,526.6,100326.6,300,0.2,0.8,200326.6
0.3268,526.8,100326.8,300,0.2,0.8,200326.8
0.327,527,100327,300,0.2,0.8,200327
0.3272,527.2,100327.2,300,0.2,0.8,200327.2
0.3274,527.4,100327.4,300,0.2,0.8,200327.4
0.3276,527.6,100327.6,300,0.2,0.8,200327.6
0.3278,527.8,100327.8,300,0.2,0.8,200327.8
0.328,528,100328,300,0.2,0.8,200328
0.3282,528.2,100328.2,300,0.2,0.8,200328.2
0.3284,528.4,100328.4,300,0.2,0.8,200328.4
0.3286,528.6,100328.6,300,0.2,0.8,200328.6
0.3288,528.8,100328.8,300,0.2,0.8,200328.8
0.329,529,100329,300,0.2,0.8,200329
0.3292,529.2,100329.2,300,0.2,0.8,200329.2
0.3294,529.4,100329.4,300,0.2,0.8,200329.4
0.3296,529.6,100329.6,300,0.2,0.8,200329.6
0.3298,529.8,100329.8,300,0.2,0.8,200329.8
0.33,530,100330,300,0.2,0.8,200330
0.3302,530.2,100330.2,300,0.2,0.8,200330.2
0.3304,530.4,100330.4,300,0.2,0.8,200330.4
0.3306,530.6,100330.6,300,0.2,0.8,200330.6
0.3308,530.8,100330.8,300,0.2,0.8,200330.8
0.331,531,100331,300,0.2,0.8,200331
0.3312,531.2,100331.2,300,0.2,0.8,200331.2
0.3314,531.4,100331.4,300,0.2,0.8,200331.4
0.3316,531.6,100331.6,300,0.2,0.8,200331.6
0.3318,531.8,100331.8,300,0.2,0.8,200331.8
0.332,532,100332,300,0.2,0.8,200332
0.3322,532.2,100332.2,300,0.2,0.8,200332.2
0.3324,532.4,100332.4,300,0.2,0.8,200332.4
0.3326,532.6,100332.6,300,0.2,0.8,200332.6
0.3328,532.8,100332.8,300,0.2,0.8,200332.8
0.333,533,100333,300,0.2,0.8,200333
0.3332,533.2,100333.2,300,0.2,0.8,200333.2
0.3334,533.4,100333.4,300,0.2,0.8,200333.4
0.3336,533.6,100333.6,300,0.2,0.8,200333.6
0.3338,533.8,100333.8,300,0.2,0.8,200333.8
0.334,534,100334,300,0.2,0.8,200334
0.3342,534.2,100334.2,300,0.2,0.8,200334.2
0.3344,534.4,100334.4,300,0.2,0.8,200334.4
0.3346,534.6,100334.6,300,0.2,0.8,200334.6
0.3348,534.8,100334.8,300,0.2,0.8,200334.8
0.335,535,100335,300,0.2,0.8,200335
0.3352,535.2,100335.2,300,0.2,0.8,200335.2
0.3354,535.4,100335.4,300,0.2,0.8,200335.4
0.3356,535.6,100335.6,300,0.2,0.8,200335.6
0.3358,535.8,100335.8,300,0.2,0.8,200335.8
0.336,536,100336,300,0.2,0.8,200336
0.3362,536.2,100336.2,300,0.2,0.8,200336.2
0.3364,536.4,100336.4,300,0.2,0.8,200336.4
0.3366,536.6,100336.6,300,0.2,0.8,200336.6
0.3368,536.8,100336.8,300,0.2,0.8,200336.8
0.337,537,100337,300,0.2,0.8,200337
0.3372,537.2,100337.2,300,0.2,0.8,200337.2
0.3374,537.4,100337.4,300,0.2,0.8,200337.4
0.3376,537.6,100337.6,300,0.2,0.8,200337.6
0.3378,537.8,100337.8,300,0.2,0.8,200337.8
0.338,538,100338,300,0.2,0.8,200338
0.3382,538.2,100338.2,300,0.2,0.8,200338.2
0.3384,538.4,100338.4,300,0.2,0.8,200338.4
0.3386,538.6,100338.6,300,0.2,0.8,200338.6
0.3388,538.8,100338.8,300,0.2,0.8,200338.8
0.339,539,100339,300,0.2,0.8,200339
0.3392,539.2,100339.2,300,0.2,0.8,200339.2
0.3394,539.4,100339.4,300,0.2,0.8,200339.4
0.3396,539.6,100339.6,300,0.2,0.8,200339.6
0.3398,539.8,100339.8,300,0.2,0.8,200339.8
0.34,540,100340,300,0.2,0.8,200340
0.3402,540.2,100340.2,300,0.2,0.8,200340.2
0.3404,540.4,100340.4,300,0.2,0.8,200340.4
0.3406,540.6,100340.6,300,0.2,0.8,200340.6
0.3408,540.8,100340.8,300,0.2,0.8,200340.8
0.341,541,100341,300,0.2,0.8,200341
0.3412,541.2,100341.2,300,0.2,0.8,200341.2
0.3414,541.4,100341.4,300,0.2,0.8,200341.4
0.3416,541.6,100341.6,300,0.2,0.8,200341.6
0.3418,541.8,100341.8,300,0.2,0.8,200341.8
0.342,542,100342,300,0.2,0.8,200342
0.3422,542.2,100342.2,300,0.2,0.8,200342.2
0.3424,542.4,100342.4,300,0.2,0.8,200342.4
0.3426,542.6,100342.6,300,0.2,0.8,200342.6
0.3428,542.8,100342.8,300,0.2,0.8,200342.8
0.343,543,100343,300,0.2,0.8,200343
0.3432,543.2,100343.2,300,0.2,0.8,200343.2
0.3434,543.4,100343.4,300,0.2,0.8,200343.4
0.3436,543.6,100343.6,300,0.2,0.8,200343.6
0.3438,543.8,100343.8,300,0.2,0.8,200343.8
0.344,544,100344,300,0.2,0.8,200344
0.3442,544.2,100344.2,300,0.2,0.8,200344.2
0.3444,544.4,100344.4,300,0.2,0.8,200344.4
0.3446,544.6,100344.6,300,0.2,0.8,200344.6
0.3448,544.8,100344.8,300,0.2,0.8,200344.8
0.345,545,100345,300,0.2,0.8,200345
0.3452,545.2,100345.2,300,0.2,0.8,200345.2
0.3454,545.4,100345.4,300,0.2,0.8,200345.4
0.3456,545.6,100345.6,300,0.2,0.8,200345.6
0.3458,545.8,100345.8,300,0.2,0.8,200345.8
0.346,546,100346,300,0.2,0.8,200346
0.3462,546.2,100346.2,300,0.2,0.8,200346.2
0.3464,546.4,100346.4,300,0.2,0.8,200346.4
0.3466,546.6,100346.6,300,0.2,0.8,200346.6
0.3468,546.8,100346.8,300,0.2,0.8,200346.8
0.347,547,100347,300,0.2,0.8,200347
0.3472,547.2,100347.2,300,0.2,0.8,200347.2
0.3474,547.4,100347.4,300,0.2,0.8,200347.4
0.3476,547.6,100347.6,300,0.2,0.8,200347.6
0.3478,547.8,100347.8,300,0.2,0.8,200347.8
0.348,548,100348,300,0.2,0.8,200348
0.3482,548.2,100348.2,300,0.2,0.8,200348.2
0.3484,548.4,100348.4,300,0.2,0.8,200348.4
0.3486,548.6,100348.6,300,0.2,0.8,200348.6
0.3488,548.8,100348.8,300,0.2,0.8,200348.8
0.349,549,100349,300,0.2,0.8,200349
0.3492,549.2,100349.2,300,0.2,0.8,200349.2
0.3494,549.4,100349.4,300,0.2,0.8,200349.4
0.3496,549.6,100349.6,300,0.2,0.8,200349.6
0.3498,549.8,100349.8,300,0.2,0.8,200349.8
0.35,550,100350,300,0.2,0.8,200350
0.3502,550.2,100350.2,300,0.2,0.8,200350.2
0.3504,550.4,100350.4,300,0.2,0.8,200350.4
0.3506,550.6,100350.6,300,0.2,0.8,200350.6
0.3508,550.8,100350.8,300,0.2,0.8,200350.8
0.351,551,100351,300,0.2,0.8,200351
0.3512,551.2,100351.2,300,0.2,0.8,200351.2
0.3514,551.4,100351.4,300,0.2,0.8,200351.4
0.3516,551.6,100351.6,300,0.2,0.8,200351.6
0.3518,551.8,100351.8,300,0.2,0.8,200351.8
0.352,552,100352,300,0.2,0.8,200352
0.3522,552.2,100352.2,300,0.2,0.8,200352.2
0.3524,552.4,100352.4,300,0.2,0.8,200352.4
0.3526,552.6,100352.6,300,0.2,0.8,200352.6
0.3528,552.8,100352.8,300,0.2,0.8,200352.8
0.353,553,100353,300,0.2,0.8,200353
0.3532,553.2,100353.2,300,0.2,0.8,200353.2
0.3534,553.4,100353.4,300,0.2,0.8,200353.4
0.3536,553.6,100353.6,300,0.2,0.8,200353.6
0.3538,553.8,100353.8,300,0.2,0.8,200353.8
