"time","mean1.x","rootMeanSquare.mean.x","mean1.y","rootMeanSquare.mean.y"
0,0,0,0,0
0.0004,-0.000198994836820577,9.89988883818572e-05,0,0
0.0008,-0.000395980080828645,0.000196012478202728,0,0
0.0012,-0.000590957148042847,0.000291073765548165,0,0
0.0016,-0.000783926141233433,0.000384185095385077,0,0
0.002,-0.000974890986498855,0.000475426173513613,0,0
0.0024,-0.00116385096300549,0.000564782351748563,0,0
0.0028,-0.001350805796094,0.000652248048690045,0,0
0.0032,-0.00153575548576439,0.000737823264338061,0,0
0.0036,-0.00171870673308039,0.000821625126654876,0,0
0.004,-0.00189965747394324,0.000903617557236854,0,0
0.0044,-0.00207860644881684,0.000983778540639423,0,0
0.0048,-0.00225555365770119,0.00106210807686258,0,0
0.0052,-0.00243050811047105,0.00113874766477096,0,0
0.0056,-0.00260346892518368,0.00121368345357288,0,0
0.006,-0.00277443322929093,0.00128687033028818,0,0
0.0064,-0.00294340102279279,0.00135830829491686,0,0
0.0068,-0.00311038130884747,0.00142812140330023,0,0
0.0072,-0.00327537567932967,0.0014963315901137,0,0
0.0076,-0.00343837973136797,0.00156287818754452,0,0
0.008,-0.00359939346496238,0.00162776119559268,0,0
0.0084,-0.00375842274457955,0.0016910478731513,0,0
0.0088,-0.00391547319617904,0.00175280274370302,0,0
0.0092,-0.00407054275949078,0.00181300217824754,0,0
0.0096,-0.0042236331133747,0.00187166543143598,0,0
0.01,-0.0043747459366907,0.00192881175791949,0,0
0.0104,-0.0045238829082987,0.00198446041234921,0,0
0.0108,-0.00467104570705862,0.00203863064937627,0,0
0.0112,-0.00481623601183037,0.00209134172365182,0,0
0.0116,-0.0049594578856724,0.00214262606428867,0,0
0.012,-0.00510071746903654,0.00219252757953572,0,0
0.0124,-0.0052400128934473,0.00224104592239024,0,0
0.0128,-0.0053773462422018,0.00228820258231826,0,0
0.0132,-0.00551271959859715,0.00233401904878586,0,0
0.0136,-0.00564613504593047,0.00237851681125908,0,0
0.014,-0.00577759466749889,0.002421717359204,0,0
0.0144,-0.00590710054659954,0.00246364218208667,0,0
0.0148,-0.0060346558918679,0.00250431225786408,0,0
0.0152,-0.00616027050457717,0.00254374556788884,0,0
0.0156,-0.00628394096604266,0.00258196610248685,0,0
0.016,-0.00640566971772772,0.00261899518832401,0,0
0.0164,-0.00652545920109568,0.00265485415206621,0,0
0.0168,-0.00664331185760988,0.00268956432037937,0,0
0.0172,-0.00675923012873365,0.00272314701992938,0,0
0.0176,-0.00687321645593034,0.00275562357738214,0,0
0.018,-0.00698527328066329,0.00278701531940356,0,0
0.0184,-0.00709541284339883,0.00281732652729132,0,0
0.0188,-0.00720363185545877,0.00284658849529398,0,0
0.0192,-0.0073099326726591,0.00287482269906102,0,0
0.0196,-0.00741431812940131,0.00290204978174233,0,0
0.02,-0.0075167910600869,0.00292829038648778,0,0
0.0204,-0.00761735429911737,0.00295356515644723,0,0
0.0208,-0.00771601068089421,0.00297789473477058,0,0
0.0212,-0.00781276303981892,0.00300129976460768,0,0
0.0216,-0.00790762164362369,0.00302378716520707,0,0
0.022,-0.00800058738895516,0.0030453811573284,0,0
0.0224,-0.00809166145727612,0.0030661054358851,0,0
0.0228,-0.00818084706937691,0.00308597993065068,0,0
0.0232,-0.00826814744604787,0.00310502457139864,0,0
0.0236,-0.00835356580807937,0.0031232592879025,0,0
0.024,-0.00843710537626173,0.00314070400993574,0,0
0.0244,-0.00851876937138533,0.00315737866727188,0,0
0.0248,-0.00859856489207562,0.00317329624302321,0,0
