"time","SourceP1.ports[1].m_flow","SourceP1.ports[1].p","SourceP1.ports[1].h_outflow","V1.port_b.m_flow","V1.port_b.p","V1.port_b.h_outflow","SinkP1.ports[1].m_flow","SinkP1.ports[1].p","SinkP1.ports[1].h_outflow","Opening.y","downstreamPressure.y"
0.0108,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0114,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.012,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0126,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0132,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0138,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0144,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.015,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0156,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0162,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0168,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0174,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.018,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0186,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0192,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0198,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0204,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.021,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0216,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0222,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0228,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0234,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.024,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0246,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0252,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0258,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0264,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.027,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0276,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0282,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0288,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0294,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.03,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0306,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0312,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0318,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0324,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.033,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0336,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0342,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0348,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0354,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.036,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0366,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0372,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0378,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0384,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.039,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0396,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0402,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0408,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0414,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.042,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0426,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0432,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0438,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0444,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.045,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0456,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0462,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0468,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0474,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.048,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0486,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0492,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0498,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0504,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.051,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0516,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0522,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0528,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0534,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.054,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0546,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0552,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0558,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0564,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.057,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0576,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0582,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0588,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0594,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.06,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0606,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0612,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0618,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0624,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.063,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0636,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0642,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0648,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0654,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.066,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0666,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0672,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0678,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0684,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.069,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0696,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0702,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0708,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0714,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.072,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0726,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0732,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0738,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0744,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.075,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0756,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0762,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0768,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0774,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.078,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0786,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0792,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0798,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0804,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.081,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0816,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0822,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0828,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0834,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.084,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0846,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0852,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0858,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0864,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.087,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0876,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0882,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0888,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0894,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.09,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0906,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0912,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0918,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0924,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.093,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0936,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0942,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0948,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0954,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.096,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0966,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0972,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0978,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0984,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.099,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.0996,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1002,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1008,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1014,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.102,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1026,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1032,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1038,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1044,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.105,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1056,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1062,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1068,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1074,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.108,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1086,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1092,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1098,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1104,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.111,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1116,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1122,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1128,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1134,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.114,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1146,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1152,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1158,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1164,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.117,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1176,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1182,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1188,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1194,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.12,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1206,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1212,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1218,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1224,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.123,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1236,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1242,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1248,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1254,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.126,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1266,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1272,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1278,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1284,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.129,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1296,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1302,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1308,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1314,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.132,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1326,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1332,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1338,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1344,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.135,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1356,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1362,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1368,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1374,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.138,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1386,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1392,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1398,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1404,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.141,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1416,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1422,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1428,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1434,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.144,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1446,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1452,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1458,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1464,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.147,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1476,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1482,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1488,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1494,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.15,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1506,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1512,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1518,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1524,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.153,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1536,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1542,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1548,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1554,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.156,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1566,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1572,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1578,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1584,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.159,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1596,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1602,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1608,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1614,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.162,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1626,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1632,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1638,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1644,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.165,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1656,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1662,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1668,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
0.1674,-0,200000,105020.677377917,-0,100000,105020.677377917,0,100000,84011.8111671368,0,100000
