"time","cp[1]","cp[2]","cp[3]","eta[1]","eta[2]","eta[3]","lambda[1]","lambda[2]","lambda[3]","rho[1]","rho[2]","rho[3]","Nu[1]","Nu[2]","Nu[3]","m_flow_1[1]","m_flow_1[2]","m_flow_1[3]","m_flow_2[1]","m_flow_2[2]","m_flow_2[3]","kc[1]","kc[2]","kc[3]","Re_1[1]","Re_1[2]","Re_1[3]","Re_2[1]","Re_2[2]","Re_2[3]","input_Nu.y"
0,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,600,600,600,0.546205916199698,11.5856813940003,167.135161516843,0.510289458413469,6.2539014116541,91.0430741150095,154.14,3591,2322,381277.945215875,147277.83250343,18666.9383297318,356206.533834165,79499.9459484131,10168.3896699548,600
0.000202,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,600.0808,600.0808,600.0808,0.546297862409941,11.5876316831965,167.163296409278,0.51037482435702,6.25488913995902,91.0573069693611,154.16075752,3591.483588,2322.312696,381342.128083677,147302.624689216,18670.0806505771,356266.12335999,79512.5020060935,10169.979304428,600.0808
0.000404,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,600.1616,600.1616,600.1616,0.546389811715343,11.5895820380447,167.19143224881,0.51046019274657,6.25587688885811,91.0715400836314,154.18151504,3591.967176,2322.625392,381406.313112047,147327.417709573,18673.2230772013,356325.714593238,79525.0583255683,10171.568967931,600.1616
0.000606,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,600.2424,600.2424,600.2424,0.546481764115589,11.5915324585383,167.219569035343,0.510545563581817,6.25686465834874,91.085773457785,154.20227256,3592.450764,2322.938088,381470.500300768,147352.211564418,18676.3656095938,356385.3075337,79537.6149068039,10173.1586604597,600.2424
0.000808,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,600.3232,600.3232,600.3232,0.546573719610368,11.5934829446706,167.247706768781,0.510630936862459,6.25785244842828,91.1000070917867,154.22303008,3592.934352,2323.250784,381534.689649621,147377.006253667,18679.5082477441,356444.902181166,79550.1717497668,10174.7483820102,600.3232
0.00101,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,600.404,600.404,600.404,0.546665678199367,11.595433496435,167.275845449028,0.510716312588192,6.25884025909409,91.1142409856009,154.2437876,3593.41794,2323.56348,381598.881158389,147401.801777234,18682.6509916412,356504.498535423,79562.7288544236,10176.3381325786,600.404
0.001212,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,600.4848,600.4848,600.4848,0.546757639882274,11.5973841138249,167.30398507599,0.510801690758718,6.25982809034354,91.1284751391922,154.26454512,3593.901528,2323.876176,381663.074826852,147426.598135037,18685.7938412747,356564.096596262,79575.2862207408,10177.9279121609,600.4848
0.001414,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,600.5656,600.5656,600.5656,0.546849604658777,11.5993347968337,167.33212564957,0.510887071373732,6.260815942174,91.1427095525253,154.28530264,3594.385116,2324.188872,381727.270654795,147451.39532699,18688.9367966338,356623.696363471,79587.8438486848,10179.5177207532,600.5656
0.001616,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,600.6464,600.6464,600.6464,0.546941572528564,11.6012855454548,167.360267169673,0.510972454432935,6.26180381458284,91.156944225565,154.30606016,3594.868704,2324.501568,381791.468641997,147476.19335301,18692.0798577078,356683.297836841,79600.4017382224,10181.1075583515,600.6464
0.001818,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,600.7272,600.7272,600.7272,0.547033543491322,11.6032363596815,167.388409636204,0.511057839936023,6.26279170756743,91.1711791582757,154.32681768,3595.352292,2324.814264,381855.668788242,147500.992213012,18695.2230244862,356742.901016161,79612.9598893202,10182.6974249518,600.7272
