"time","capacitor1.v","capacitor2.v","inductor2.i"
0,0,0,0
5e-05,1.24734133023365e-05,2.64852235813396e-08,1.24734224592684e-05
0.0001,4.97867932991131e-05,2.11407288772161e-07,4.97869394068084e-05
0.00015,0.00011180485505724,6.87257874506745e-07,0.00011180549153362
0.0002,0.000198414793984532,1.5630586608347e-06,0.000198416329083641
0.00025,0.00030955466092499,2.89858397018189e-06,0.00030955753538758
0.0003,0.000445000768225582,4.90767600021348e-06,0.000445005498644749
0.00035,0.000604722527529386,7.61828642994079e-06,0.000604729620551698
0.0004,0.000788546986681642,1.11935839360878e-05,0.000788556974131937
0.00045,0.000996376893436753,1.57219698047818e-05,0.000996390193557446
0.0005,0.00122806501131907,2.13392588965235e-05,0.00122808194584116
0.00055,0.00148350978776746,2.81391260080232e-05,0.00148353061185566
0.0006,0.00176256465541196,3.62532469146703e-05,0.00176258953056687
0.00065,0.00206507442614789,4.58201695582592e-05,0.00206510341529368
0.0007,0.00239092027017174,5.69494582378115e-05,0.00239095335837382
0.00075,0.00273996636873101,6.97609344349205e-05,0.00274000350525827
0.0008,0.00311207019596426,8.43690811093784e-05,0.00311211145872929
0.00085,0.00350709966674762,0.000100896691523642,0.00350714500632802
0.0009,0.00392491900317161,0.000119463619668302,0.0039249683333471
0.00095,0.00436539144714061,0.000140154723237555,0.00436544476643913
0.001,0.00482838138755931,0.00016309581210965,0.00482843863702547
0.00105,0.00531375287357666,0.000188400565617221,0.00531381397890248
0.0011,0.00582136993957839,0.000216182135991123,0.00582143481293399
0.00115,0.00635109661995025,0.000246553675462216,0.00635116515998386
0.0012,0.00690279694907796,0.000279628336261356,0.00690286904091591
0.00125,0.00747632794274913,0.000315512149893444,0.00747640348800963
0.0013,0.00807154512282311,0.000354309632196968,0.00807162404600484
0.00135,0.00868831850199648,0.000396140000704196,0.00868840068851101
0.0014,0.00932651072728044,0.000441115000083717,0.0093265960549503
0.00145,0.00998598444568619,0.000489346375004119,0.00998607278474487
0.0015,0.0106666023042249,0.000540945870133993,0.0106666935173169
0.00155,0.0113682107479693,0.000595991147963163,0.0113683047667838
0.0016,0.0120906625203296,0.000654573120079039,0.0120907593158102
0.00165,0.0128338294308865,0.000716822805407402,0.0128339289230493
0.0017,0.0135975719097547,0.000782847285183711,0.0135976740215127
0.00175,0.0143817503870492,0.000852753640643425,0.014381855044212
0.0018,0.0151862252928848,0.000926648953022004,0.0151863324241587
0.00185,0.0160108344591062,0.00100460129403155,0.0160109440101214
0.0019,0.0168554330932313,0.00108670872957083,0.0168555450157564
0.00195,0.0177198893964652,0.00117309175546494,0.0177200036403418
0.002,0.0186040611348403,0.00126385285416453,0.0186041776544604
0.00205,0.0195078060743894,0.00135909450812028,0.0195079248286952
0.0021,0.0204309819811448,0.00145891919978285,0.0204311029336291
0.00215,0.0213734220073587,0.00156338658206139,0.0213735451038876
0.0022,0.0223349852386767,0.00167260143361714,0.0223351104308556
0.00225,0.0233155341343219,0.00178667440335036,0.0233156613825351
0.0023,0.0243149240217243,0.0019057037303885,0.0243150532887092
0.00235,0.025333010228314,0.00202978765385902,0.0253331414791613
0.0024,0.0263696480815211,0.00215902441288937,0.0263697812836746
0.00245,0.0274246671343104,0.00229346213484481,0.0274248022335325
0.0025,0.0284979296532515,0.00243321255020978,0.0284980666041286
0.00255,0.0295892928788423,0.00257837761757594,0.0295894316400979
0.0026,0.0306986099491992,0.00272905131951779,0.0306987504798682
0.00265,0.0318257340024381,0.00288532763860981,0.0318258762618674
0.0027,0.0329705181766755,0.00304730055742649,0.0329706621245233
0.00275,0.0341327969588612,0.0032150195121248,0.034132942553361
0.0028,0.0353124290974156,0.00338859188492089,0.0353125762976346
0.00285,0.0365092656824789,0.00356810676700669,0.0365094144476056
0.0029,0.0377231565110738,0.00375365016109371,0.037723306800297
0.00295,0.0389539510840361,0.00394530736248141,0.0389541028565175
0.003,0.0402014986060147,0.00414316295905713,0.0402016518208618
0.00305,0.0414656479854721,0.00434730083129616,0.0414658026017097
0.0031,0.0427462478346837,0.0045578041522617,0.0427464038112271
0.00315,0.0440431464697381,0.00477475538760485,0.0440433037653653
0.0032,0.0453561919105372,0.00499823629556464,0.0453563504838612
0.00325,0.0466852318807963,0.00522832792696801,0.0466853916902375
0.0033,0.0480301137813008,0.00546510860591074,0.0480302747838151
0.00335,0.0493906845580619,0.00570864397426838,0.0493908467017329
0.0034,0.0507667911734006,0.00595902256284886,0.0507669544119547
0.00345,0.0521582801524045,0.00621632154472032,0.052158444438619
0.0035,0.053564997723043,0.00648061731523147,0.0535651630086758
0.00355,0.0549867898161677,0.00675198549201162,0.0549869560518859
0.0036,0.0564235020655122,0.00703050091497072,0.0564236692008216
0.00365,0.0578749798076923,0.00731623764629928,0.0578751477908662
0.0037,0.0593410680822061,0.00760926897046844,0.0593412368602143
0.00375,0.0608216116314333,0.00790966739422994,0.0608217811498717
0.0038,0.0623164549006362,0.0082175046466161,0.0623166251036552
0.00385,0.0638254420379589,0.00853285167893988,0.0638256128681932
0.0039,0.0653484263909088,0.00885577937093092,0.065348597804532
0.00395,0.0668852666387323,0.00918635824314811,0.0668854386143523
0.004,0.0684357916953793,0.00952465584724614,0.0684359641870296
0.00405,0.0699998459175467,0.00987074012753981,0.0700000188796861
0.0041,0.0715772734421667,0.0102246782563764,0.0715774468297321
0.00415,0.0731679181864078,0.0105865366341355,0.0731680919548661
0.0042,0.0747716238476741,0.0109563808892293,0.0747717979530746
0.00425,0.0763882339036055,0.0113342758781023,0.0763884083026323
0.0043,0.0780175916120779,0.0117202856852317,0.0780177662621021
0.00435,0.079659540011203,0.0121144736231268,0.079659714870335
0.0044,0.0813139219193284,0.0125169022323296,0.0813140969464701
0.00445,0.0829805799350373,0.0129276332814145,0.0829807550899347
0.0045,0.0846593742627188,0.01334672795197,0.0846595495084845
0.00455,0.086350152159627,0.0137742465215411,0.0863503274610286
0.0046,0.0880527441243783,0.0142102483240759,0.0880529194455988
0.00465,0.0897669933280487,0.0146547920553417,0.0897671686345253
0.0047,0.09149274279549,0.0151079356399015,0.0914929180539767
0.00475,0.0932298354053294,0.0155697362311138,0.0932300105839595
0.0048,0.0949781138899698,0.0160402502111328,0.0949782889583184
0.00485,0.0967374208355898,0.0165195331909081,0.0967375957647363
0.0049,0.0985075986821437,0.0170076400101851,0.0985077734447341
0.00495,0.100288489723361,0.0175046247375047,0.100288664293671
0.005,0.102079936106748,0.0180105406702035,0.102080110460744
0.00505,0.103881779833586,0.0185254403344134,0.10388195394899
0.0051,0.105693886340566,0.0190493736447617,0.105694060177631
0.00515,0.107516090296468,0.0195823921343745,0.107516263823084
0.0052,0.109348227714345,0.0201245464488552,0.109348400904882
0.00525,0.111190141379868,0.0206758859226601,0.111190314209579
0.0053,0.113041674001144,0.0212364591136821,0.113041846446176
0.00535,0.114902668208723,0.0218063138032515,0.114902840246117
0.0054,0.116772966555592,0.0223854969961355,0.116773138163295
0.00545,0.118652411517181,0.0229740549205385,0.118652582674048
0.0055,0.120540845491357,0.023572033028102,0.120541016177159
0.00555,0.122438110798427,0.0241794759939044,0.122438280993859
0.0056,0.124344049681139,0.0247964277164613,0.124344219367823
0.00565,0.12625850430468,0.0254229313177254,0.126258673465174
0.0057,0.128181344361931,0.026059026337074,0.128181512959525
0.00575,0.130112394374563,0.0267047561209902,0.130112562386298
0.0058,0.132051496215455,0.0273601614677988,0.13205166361937
0.00585,0.133998492974492,0.028025282267672,0.133998659748683
0.0059,0.135953227725303,0.0287001576279879,0.135953393847882
0.00595,0.137915543525254,0.0293848258733304,0.137915708974313
0.006,0.139885283415455,0.0300793245454893,0.139885448169028
0.00605,0.141862290420756,0.0307836904034605,0.141862454456779
0.0061,0.143846407549751,0.0314979594234456,0.143846570846021
0.00615,0.145837477794771,0.0322221667988522,0.145837640328914
0.0062,0.147835344131891,0.0329563469402939,0.147835505881318
0.00625,0.149839852572444,0.0337005334128657,0.149840013512569
0.0063,0.151850863997991,0.0344547586928754,0.151851024093677
0.00635,0.153868208640975,0.0352190551034984,0.153868367864017
0.0064,0.155891730825729,0.0359934538951213,0.155891889146748
0.00645,0.15792127498844,0.0367779855327036,0.157921432376767
0.0065,0.159956685682117,0.037572679695675,0.159956842105682
0.00655,0.161997807581569,0.0383775652778331,0.161997963006783
0.0066,0.164044485488385,0.0391926703872417,0.164044639880016
0.00665,0.166096564335903,0.0400180223461278,0.166096717656958
0.0067,0.168153889194188,0.0408536476907799,0.168154041405784
0.00675,0.170216305275011,0.0416995721714453,0.170216456336246
0.0068,0.172283657936819,0.0425558207522281,0.172283807804643
0.00685,0.174355793647891,0.0434224183337288,0.174355942303569
0.0069,0.176432559504795,0.0442993893859675,0.17643270696687
0.00695,0.178513800067424,0.0451867555572303,0.178513946316658
0.007,0.180599361518635,0.0460845388077836,0.180599506538303
0.00705,0.182689090229703,0.0469927603239593,0.182689234005915
