"time","MIN","A_cross","roughness","d_hyd","K[1]","L","eta","rho","input_mdot[1]","input_dp[1]","M_FLOW[1]","DP[1]","velocity[1]","Re[1]","DP_plot[1]","zeta_TOT[1]","lambda_FRI[1]","input_DP.y"
0.0028,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.281761591118835,0.1148,0.281761591118835,0.1148,0.035875,3587.5,0.1148,0.178397212543554,0.0178397212543554,0.1148
0.0029,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.291824505087364,0.1189,0.291824505087364,0.1189,0.03715625,3715.625,0.1189,0.172245584524811,0.0172245584524811,0.1189
0.003,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.301887419055894,0.123,0.301887419055894,0.123,0.0384375,3843.75,0.123,0.16650406504065,0.016650406504065,0.123
0.0031,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.311950333024424,0.1271,0.311950333024424,0.1271,0.03971875,3971.875,0.1271,0.161132966168371,0.0161132966168371,0.1271
0.0032,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.322013246992954,0.1312,0.322013246992954,0.1312,0.041,4100,0.1312,0.15609756097561,0.015609756097561,0.1312
0.0033,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.332076160961484,0.1353,0.332076160961484,0.1353,0.04228125,4228.125,0.1353,0.151367331855137,0.0151367331855137,0.1353
0.0034,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.342139074930014,0.1394,0.342139074930014,0.1394,0.0435625,4356.25,0.1394,0.146915351506456,0.0146915351506456,0.1394
0.0035,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.352201988898543,0.1435,0.352201988898543,0.1435,0.04484375,4484.375,0.1435,0.142717770034843,0.0142717770034843,0.1435
0.0036,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.362264902867073,0.1476,0.362264902867073,0.1476,0.046125,4612.5,0.1476,0.138753387533875,0.0138753387533875,0.1476
0.0037,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.372327816835603,0.1517,0.372327816835603,0.1517,0.04740625,4740.625,0.1517,0.135003295978906,0.0135003295978906,0.1517
0.0038,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.382390730804133,0.1558,0.382390730804133,0.1558,0.0486875,4868.75,0.1558,0.131450577663671,0.0131450577663671,0.1558
0.0039,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.392453644772663,0.1599,0.392453644772663,0.1599,0.04996875,4996.875,0.1599,0.128080050031269,0.0128080050031269,0.1599
0.004,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.402516558741192,0.164,0.402516558741192,0.164,0.05125,5125,0.164,0.124878048780488,0.0124878048780488,0.164
0.0041,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.412579472709722,0.1681,0.412579472709722,0.1681,0.05253125,5253.125,0.1681,0.121832242712671,0.0121832242712671,0.1681
0.0042,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.422642386678252,0.1722,0.422642386678252,0.1722,0.0538125,5381.25,0.1722,0.118931475029036,0.0118931475029036,0.1722
0.0043,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.432705300646782,0.1763,0.432705300646782,0.1763,0.05509375,5509.375,0.1763,0.116165626772547,0.0116165626772547,0.1763
0.0044,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.442768214615312,0.1804,0.442768214615312,0.1804,0.056375,5637.5,0.1804,0.113525498891352,0.0113525498891352,0.1804
0.0045,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.452831128583841,0.1845,0.452831128583841,0.1845,0.05765625,5765.625,0.1845,0.1110027100271,0.01110027100271,0.1845
0.0046,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.462894042552371,0.1886,0.462894042552371,0.1886,0.0589375,5893.75,0.1886,0.108589607635207,0.0108589607635207,0.1886
0.0047,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.472956956520901,0.1927,0.472956956520901,0.1927,0.06021875,6021.875,0.1927,0.106279190451479,0.0106279190451479,0.1927
0.0048,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.483019870489431,0.1968,0.483019870489431,0.1968,0.0615,6150,0.1968,0.104065040650406,0.0104065040650406,0.1968
0.0049,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.493082784457961,0.2009,0.493082784457961,0.2009,0.06278125,6278.125,0.2009,0.101941264310602,0.0101941264310602,0.2009
0.005,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.50314569842649,0.205,0.50314569842649,0.205,0.0640625,6406.25,0.205,0.0999024390243902,0.00999024390243902,0.205
0.0051,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.51320861239502,0.2091,0.51320861239502,0.2091,0.06534375,6534.375,0.2091,0.0979435676709708,0.00979435676709708,0.2091
0.0052,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.52327152636355,0.2132,0.52327152636355,0.2132,0.066625,6662.5,0.2132,0.0960600375234521,0.00960600375234521,0.2132
0.0053,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.53333444033208,0.2173,0.53333444033208,0.2173,0.06790625,6790.625,0.2173,0.0942475839852738,0.00942475839852738,0.2173
0.0054,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.54339735430061,0.2214,0.54339735430061,0.2214,0.0691875,6918.75,0.2214,0.0925022583559168,0.00925022583559168,0.2214
0.0055,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.55346026826914,0.2255,0.55346026826914,0.2255,0.07046875,7046.875,0.2255,0.090820399113082,0.0090820399113082,0.2255
0.0056,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.563523182237669,0.2296,0.563523182237669,0.2296,0.07175,7175,0.2296,0.0891986062717769,0.00891986062717769,0.2296
0.0057,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.573586096206199,0.2337,0.573586096206199,0.2337,0.07303125,7303.125,0.2337,0.0876337184424476,0.00876337184424475,0.2337
0.0058,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.583649010174729,0.2378,0.583649010174729,0.2378,0.0743125,7431.25,0.2378,0.0861227922624054,0.00861227922624054,0.2378
0.0059,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.593711924143259,0.2419,0.593711924143259,0.2419,0.07559375,7559.375,0.2419,0.0846630839189747,0.00846630839189747,0.2419
0.006,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.603774838111789,0.246,0.603774838111789,0.246,0.076875,7687.5,0.246,0.0832520325203251,0.00832520325203251,0.246
0.0061,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.613837752080318,0.2501,0.613837752080318,0.2501,0.07815625,7815.625,0.2501,0.0818872451019592,0.00818872451019592,0.2501
0.0062,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.623900666048848,0.2542,0.623900666048848,0.2542,0.0794375,7943.75,0.2542,0.0805664830841857,0.00805664830841857,0.2542
0.0063,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.633963580017378,0.2583,0.633963580017378,0.2583,0.08071875,8071.875,0.2583,0.0792876500193573,0.00792876500193573,0.2583
0.0064,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.644026493985908,0.2624,0.644026493985908,0.2624,0.082,8200,0.2624,0.0780487804878048,0.00780487804878048,0.2624
0.0065,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.654089407954438,0.2665,0.654089407954438,0.2665,0.08328125,8328.125,0.2665,0.0768480300187617,0.00768480300187617,0.2665
0.0066,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.664152321922967,0.2706,0.664152321922967,0.2706,0.0845625,8456.25,0.2706,0.0756836659275684,0.00756836659275684,0.2706
0.0067,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.674215235891497,0.2747,0.674215235891497,0.2747,0.08584375,8584.375,0.2747,0.0745540589734255,0.00745540589734255,0.2747
0.0068,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.684278149860027,0.2788,0.684278149860027,0.2788,0.087125,8712.50000000001,0.2788,0.073457675753228,0.00734576757532281,0.2788
0.0069,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.694341063828557,0.2829,0.694341063828557,0.2829,0.08840625,8840.625,0.2829,0.0723930717568045,0.00723930717568045,0.2829
0.007,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.704403977797087,0.287,0.704403977797087,0.287,0.0896875,8968.75,0.287,0.0713588850174215,0.00713588850174215,0.287
0.0071,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.714466891765617,0.2911,0.714466891765617,0.2911,0.09096875,9096.875,0.2911,0.0703538302988663,0.00703538302988663,0.2911
0.0072,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.724529805734146,0.2952,0.724529805734146,0.2952,0.09225,9225,0.2952,0.0693766937669376,0.00693766937669376,0.2952
0.0073,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.734592719702676,0.2993,0.734592719702676,0.2993,0.09353125,9353.125,0.2993,0.0684263280988974,0.00684263280988974,0.2993
0.0074,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.744655633671206,0.3034,0.744655633671206,0.3034,0.0948125,9481.25,0.3034,0.0675016479894528,0.00675016479894528,0.3034
0.0075,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.754718547639736,0.3075,0.754718547639736,0.3075,0.09609375,9609.375,0.3075,0.0666016260162601,0.00666016260162601,0.3075
0.0076,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.764781461608265,0.3116,0.764781461608265,0.3116,0.097375,9737.5,0.3116,0.0657252888318357,0.00657252888318357,0.3116
0.0077,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.774844375576795,0.3157,0.774844375576795,0.3157,0.09865625,9865.625,0.3157,0.0648717136522014,0.00648717136522014,0.3157
0.0078,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.784907289545325,0.3198,0.784907289545325,0.3198,0.0999375,9993.75,0.3198,0.0640400250156347,0.00640400250156347,0.3198
0.0079,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.794970203513855,0.3239,0.794970203513855,0.3239,0.10121875,10121.875,0.3239,0.0632293917875887,0.00632293917875887,0.3239
0.008,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.805033117482385,0.328,0.805033117482385,0.328,0.1025,10250,0.328,0.0624390243902439,0.00624390243902439,0.328
0.0081,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.815096031450915,0.3321,0.815096031450915,0.3321,0.10378125,10378.125,0.3321,0.0616681722372779,0.00616681722372779,0.3321
0.0082,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.825158945419444,0.3362,0.825158945419444,0.3362,0.1050625,10506.25,0.3362,0.0609161213563355,0.00609161213563355,0.3362
0.0083,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.835221859387974,0.3403,0.835221859387974,0.3403,0.10634375,10634.375,0.3403,0.0601821921833676,0.00601821921833676,0.3403
0.0084,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.845284773356504,0.3444,0.845284773356504,0.3444,0.107625,10762.5,0.3444,0.059465737514518,0.0059465737514518,0.3444
0.0085,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.855347687325034,0.3485,0.855347687325034,0.3485,0.10890625,10890.625,0.3485,0.0587661406025825,0.00587661406025825,0.3485
0.0086,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.865410601293564,0.3526,0.865410601293564,0.3526,0.1101875,11018.75,0.3526,0.0580828133862734,0.00580828133862734,0.3526
0.0087,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.875473515262094,0.3567,0.875473515262094,0.3567,0.11146875,11146.875,0.3567,0.0574151948416035,0.00574151948416035,0.3567
0.0088,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.885536429230623,0.3608,0.885536429230623,0.3608,0.11275,11275,0.3608,0.0567627494456762,0.00567627494456762,0.3608
0.0089,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.895599343199153,0.3649,0.895599343199153,0.3649,0.11403125,11403.125,0.3649,0.0561249657440394,0.00561249657440394,0.3649
0.009,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.905662257167683,0.369,0.905662257167683,0.369,0.1153125,11531.25,0.369,0.0555013550135501,0.00555013550135501,0.369
0.0091,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.915725171136213,0.3731,0.915725171136213,0.3731,0.11659375,11659.375,0.3731,0.0548914500134012,0.00548914500134012,0.3731
0.0092,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.925788085104742,0.3772,0.925788085104742,0.3772,0.117875,11787.5,0.3772,0.0542948038176034,0.00542948038176034,0.3772
0.0093,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.935850999073272,0.3813,0.935850999073272,0.3813,0.11915625,11915.625,0.3813,0.0537109887227904,0.00537109887227904,0.3813
0.0094,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.945913913041802,0.3854,0.945913913041802,0.3854,0.1204375,12043.75,0.3854,0.0531395952257395,0.00531395952257395,0.3854
0.0095,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.955976827010332,0.3895,0.955976827010332,0.3895,0.12171875,12171.875,0.3895,0.0525802310654685,0.00525802310654685,0.3895
0.0096,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.966039740978862,0.3936,0.966039740978862,0.3936,0.123,12300,0.3936,0.0520325203252032,0.00520325203252032,0.3936
0.0097,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.976102654947391,0.3977,0.976102654947391,0.3977,0.12428125,12428.125,0.3977,0.0514961025898919,0.00514961025898919,0.3977
0.0098,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.986165568915921,0.4018,0.986165568915921,0.4018,0.1255625,12556.25,0.4018,0.0509706321553011,0.00509706321553011,0.4018
0.0099,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,0.996228482884451,0.4059,0.996228482884451,0.4059,0.12684375,12684.375,0.4059,0.0504557772850455,0.00504557772850455,0.4059
0.01,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.00629139685298,0.41,1.00629139685298,0.41,0.128125,12812.5,0.41,0.0499512195121951,0.00499512195121951,0.41
0.0101,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.01635431082151,0.4141,1.01635431082151,0.4141,0.12940625,12940.625,0.4141,0.0494566529823714,0.00494566529823714,0.4141
0.0102,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.02641722479004,0.4182,1.02641722479004,0.4182,0.1306875,13068.75,0.4182,0.0489717838354854,0.00489717838354854,0.4182
0.0103,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.03648013875857,0.4223,1.03648013875857,0.4223,0.13196875,13196.875,0.4223,0.0484963296234904,0.00484963296234904,0.4223
0.0104,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.0465430527271,0.4264,1.0465430527271,0.4264,0.13325,13325,0.4264,0.048030018761726,0.0048030018761726,0.4264
0.0105,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.05660596669563,0.4305,1.05660596669563,0.4305,0.13453125,13453.125,0.4305,0.0475725900116144,0.00475725900116144,0.4305
0.0106,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.06666888066416,0.4346,1.06666888066416,0.4346,0.1358125,13581.25,0.4346,0.0471237919926369,0.00471237919926369,0.4346
0.0107,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.07673179463269,0.4387,1.07673179463269,0.4387,0.13709375,13709.375,0.4387,0.0466833827216776,0.00466833827216776,0.4387
0.0108,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.08679470860122,0.4428,1.08679470860122,0.4428,0.138375,13837.5,0.4428,0.0462511291779584,0.00462511291779584,0.4428
0.0109,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.09685762256975,0.4469,1.09685762256975,0.4469,0.13965625,13965.625,0.4469,0.0458268068919221,0.00458268068919221,0.4469
0.011,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.10692053653828,0.451,1.10692053653828,0.451,0.1409375,14093.75,0.451,0.045410199556541,0.0045410199556541,0.451
0.0111,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.11698345050681,0.4551,1.11698345050681,0.4551,0.14221875,14221.875,0.4551,0.0450010986596352,0.00450010986596352,0.4551
0.0112,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.12704636447534,0.4592,1.12704636447534,0.4592,0.1435,14350,0.4592,0.0445993031358885,0.00445993031358885,0.4592
0.0113,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.13710927844387,0.4633,1.13710927844387,0.4633,0.14478125,14478.125,0.4633,0.0442046190373408,0.00442046190373408,0.4633
0.0114,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.1471721924124,0.4674,1.1471721924124,0.4674,0.1460625,14606.25,0.4674,0.0438168592212238,0.00438168592212238,0.4674
0.0115,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.15723510638093,0.4715,1.15723510638093,0.4715,0.14734375,14734.375,0.4715,0.0434358430540827,0.00434358430540827,0.4715
0.0116,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.16729802034946,0.4756,1.16729802034946,0.4756,0.148625,14862.5,0.4756,0.0430613961312027,0.00430613961312027,0.4756
0.0117,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.17736093431799,0.4797,1.17736093431799,0.4797,0.14990625,14990.625,0.4797,0.0426933500104232,0.00426933500104232,0.4797
0.0118,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.18742384828652,0.4838,1.18742384828652,0.4838,0.1511875,15118.75,0.4838,0.0423315419594874,0.00423315419594874,0.4838
0.0119,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.19748676225505,0.4879,1.19748676225505,0.4879,0.15246875,15246.875,0.4879,0.0419758147161303,0.00419758147161303,0.4879
0.012,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.20754967622358,0.492,1.20754967622358,0.492,0.15375,15375,0.492,0.0416260162601626,0.00416260162601626,0.492
0.0121,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.21761259019211,0.4961,1.21761259019211,0.4961,0.15503125,15503.125,0.4961,0.0412819995968555,0.00412819995968555,0.4961
0.0122,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.22767550416064,0.5002,1.22767550416064,0.5002,0.1563125,15631.25,0.5002,0.0409436225509796,0.00409436225509796,0.5002
0.0123,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.23773841812917,0.5043,1.23773841812917,0.5043,0.15759375,15759.375,0.5043,0.0406107475708903,0.00406107475708903,0.5043
0.0124,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.2478013320977,0.5084,1.2478013320977,0.5084,0.158875,15887.5,0.5084,0.0402832415420928,0.00402832415420928,0.5084
0.0125,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.25786424606623,0.5125,1.25786424606623,0.5125,0.16015625,16015.625,0.5125,0.0399609756097561,0.00399609756097561,0.5125
0.0126,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.26792716003476,0.5166,1.26792716003476,0.5166,0.1614375,16143.75,0.5166,0.0396438250096787,0.00396438250096787,0.5166
0.0127,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.27799007400329,0.5207,1.27799007400329,0.5207,0.16271875,16271.875,0.5207,0.0393316689072402,0.00393316689072402,0.5207
0.0128,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.28805298797182,0.5248,1.28805298797182,0.5248,0.164,16400,0.5248,0.0390243902439024,0.00390243902439024,0.5248
0.0129,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.29811590194035,0.5289,1.29811590194035,0.5289,0.16528125,16528.125,0.5289,0.0387218755908489,0.00387218755908489,0.5289
0.013,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.30817881590888,0.533,1.30817881590888,0.533,0.1665625,16656.25,0.533,0.0384240150093808,0.00384240150093808,0.533
0.0131,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.31824172987741,0.5371,1.31824172987741,0.5371,0.16784375,16784.375,0.5371,0.0381307019177062,0.00381307019177062,0.5371
0.0132,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.32830464384593,0.5412,1.32830464384593,0.5412,0.169125,16912.5,0.5412,0.0378418329637842,0.00378418329637842,0.5412
0.0133,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.33836755781446,0.5453,1.33836755781446,0.5453,0.17040625,17040.625,0.5453,0.0375573079039061,0.00375573079039061,0.5453
0.0134,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.34843047178299,0.5494,1.34843047178299,0.5494,0.1716875,17168.75,0.5494,0.0372770294867128,0.00372770294867128,0.5494
0.0135,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.35849338575152,0.5535,1.35849338575152,0.5535,0.17296875,17296.875,0.5535,0.0370009033423667,0.00370009033423667,0.5535
0.0136,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.36855629972005,0.5576,1.36855629972005,0.5576,0.17425,17425,0.5576,0.036728837876614,0.0036728837876614,0.5576
0.0137,1e-15,0.00785398163397448,2,0.1,0,1,0.001,1000,1.37861921368858,0.5617,1.37861921368858,0.5617,0.17553125,17553.125,0.5617,0.0364607441694855,0.00364607441694855,0.5617
