"time","capacitor1.v","capacitor2.v"
0,0,0
2.0751989542910157e-23,-1.1219275434530562e-31,1.1219256626620949e-31
2.0751989542910157e-23,-1.1219275434530562e-31,1.1219256626620949e-31
5.0486126428807308e-15,-2.7294644623890501e-23,2.7294595586826727e-23
5.0486126428807308e-15,-2.7294644623890501e-23,2.7294595586826727e-23
1.6511837186918966e-08,-3.1093902215559575e-10,3.1093902224918561e-10
1.6511837186918966e-08,-3.1093902215559575e-10,3.1093902224918561e-10
1.8983022840235216e-08,1.2521037814850698e-09,2.1353545321404793e-09
1.8983022840235216e-08,1.2521037814850698e-09,2.1353545321404793e-09
5.0000000000000002e-05,0.15619974353424596,0.17148616820232168
0.0001,0.27504869732965481,0.35519229302845229
0.00015000000000000001,0.37572722175990048,0.51858714603985201
0.00020000000000000001,0.48411869470676699,0.64053531123281238
0.00025000000000000001,0.5762096680575356,0.74919209160947464
0.00030000000000000003,0.63105547398983008,0.8691172685085774
0.00035,0.67655896400289317,0.97556446151630094
0.00040000000000000002,0.73611765319938172,1.0478928426909104
0.00045000000000000004,0.78440486989611313,1.1138370539462574
0.00050000000000000001,0.80119875938720009,1.1957226162996195
0.00055000000000000003,0.81415212016700433,1.2677347733684681
0.00060000000000000006,0.84461267423251285,1.3101319371025839
0.00065000000000000008,0.86637605309340382,1.3505221088993888
0.00069999999999999999,0.86025124972418254,1.4093230869506286
0.00075000000000000002,0.85385088082583305,1.4599945989504077
0.00080000000000000004,0.86672574425795501,1.4839232951799644
0.00085000000000000006,0.87207022197315465,1.5087344168567394
0.00090000000000000008,0.85189453472750121,1.5531344499583275
0.00095,0.83386576230855824,1.5900831254415551
0.001,0.8358916872325447,1.6022209481693874
0.0010500000000000002,0.83075194273290587,1.6172479837756188
0.0011000000000000001,0.80174913200212028,1.6522814185876535
0.00115,0.77663440536708861,1.6799375640688476
0.0012000000000000001,0.77176990928898948,1.6841760309152822
0.00125,0.75965421379336928,1.6927800881119266
0.0013000000000000002,0.72492804740410355,1.7213559832111984
0.0013500000000000001,0.69541799218027978,1.7422936625740502
0.0014,0.68600554316916917,1.7409015680501534
0.0014500000000000001,0.66901199049866511,1.7450251229498879
0.0015,0.6304323763793499,1.7688157160151057
0.0015500000000000002,0.59813962780768737,1.7845291353557184
0.0016000000000000001,0.58558336477804618,1.7788289997684474
0.00165,0.56499065709045859,1.7795879562473262
0.0016712496457587567,0.54887903491702905,1.7868146366100832
0.0016712496457587567,0.54887903491702905,1.7868146366100832
0.0017000000000000001,0.52718758627127871,1.797337526094315
0.00175,0.53130260233580773,1.7773155008621599
0.0018000000000000002,0.54842142838851959,1.7438728348319701
0.0018500000000000001,0.51862438105441766,1.7596140227000663
0.0019,0.51110867962096118,1.7573808543199856
0.0019500000000000001,0.53486899393977128,1.7228551047248515
0.002,0.51600441425685495,1.730636707102772
0.0020500000000000002,0.49756218872425173,1.7414561071671737
0.0021000000000000003,0.52072160211192686,1.7100378249428518
0.00215,0.51444210562332604,1.7060069083822857
0.0022000000000000001,0.48862117677570288,1.723909485432207
0.0022500000000000003,0.50512614947762224,1.6996738548252688
0.0023,0.51061626155912565,1.6835022715614436
0.0023500000000000001,0.48249461424572121,1.7020266127483055
0.0024000000000000002,0.48839999065067136,1.6875433104891513
0.0024499999999999999,0.50253107403588715,1.661751787438321
0.0025000000000000001,0.47731755693920475,1.6749802603857422
0.0025500000000000002,0.47128681696720787,1.6705722833309715
0.0026000000000000003,0.4893399198622565,1.6394827744917349
0.00265,0.47113947267475942,1.6430237507314456
0.0027000000000000001,0.45441198126516269,1.6466925313541039
0.0027500000000000003,0.47113317964016727,1.6151941896979483
0.0027901590128230074,0.46723581283048304,1.6051275933455589
0.0027901590128230074,0.46723581283048304,1.6051275933455589
0.0028,0.48709343063492255,1.5957268421709696
0.0028500000000000001,0.98687155537847493,1.1676149598855312
0.0029000000000000002,1.2928192977548074,0.92533554816045605
0.0029499999999999999,0.89542036234809386,1.3791801668554069
0.0030000000000000001,0.69731135228326513,1.6272758446252178
0.0030500000000000002,1.1858914072820346,1.1828932289037544
0.0031000000000000003,1.4572310526535788,0.95054981793171178
0.00315,1.0471752740423534,1.3949172318111485
0.0032000000000000002,0.86163081667697716,1.6105427741082465
0.0032500000000000003,1.3426926463618614,1.1557306370464211
0.0033,1.5838402014986881,0.93735234382069854
0.0033067834633605216,1.5549556833617069,0.96907521395591556
0.0033067834633605216,1.5549556833617069,0.96907521395591556
0.0033500000000000001,1.1656425487966975,1.3751474362202534
0.0034000000000000002,0.99543458279005737,1.5620523957688102
0.0034500000000000004,1.4707725704670001,1.1007496071603697
0.0035000000000000001,1.6844611512615868,0.89864439855818079
