"time","h1","s1"
0,300468.529511781,6874.16457194942
0.0002,300509.117783716,6874.26813421341
0.0004,300549.706055651,6874.37169647739
0.0006,300590.294327586,6874.47525874138
0.0008,300630.882599521,6874.57882100536
0.001,300671.470871456,6874.68238326934
0.0012,300712.059143391,6874.78594553333
0.0014,300752.647415326,6874.88950779731
0.0016,300793.235687261,6874.9930700613
0.0018,300833.823959197,6875.09663232529
0.002,300874.412231132,6875.20019458927
0.0022,300915.000503067,6875.30375685325
0.0024,300955.588775002,6875.40731911724
0.0026,300996.177046937,6875.51088138122
0.0028,301036.765318872,6875.61444364521
0.003,301077.353590807,6875.71800590919
0.0032,301117.941862742,6875.82156817318
0.0034,301158.530134677,6875.92513043716
0.0036,301199.118406613,6876.02869270115
0.0038,301239.706678548,6876.13225496513
0.004,301280.294950483,6876.23581722912
0.0042,301320.883222418,6876.3393794931
0.0044,301361.471494353,6876.44294175709
0.0046,301402.059766288,6876.54650402107
0.0048,301442.648038223,6876.65006628506
0.005,301483.236310158,6876.75362854904
0.0052,301523.824582093,6876.85719081303
0.0054,301564.412854029,6876.96075307701
0.0056,301605.001125964,6877.064315341
0.0058,301645.589397899,6877.16787760498
0.006,301686.177669834,6877.27143986897
0.0062,301726.765941769,6877.37500213295
0.0064,301767.354213704,6877.47856439694
0.0066,301807.942485639,6877.58212666092
0.0068,301848.530757574,6877.68568892491
0.007,301889.119029509,6877.78925118889
0.0072,301929.707301444,6877.89281345288
0.0074,301970.29557338,6877.99637571686
0.0076,302010.883845315,6878.09993798085
0.0078,302051.47211725,6878.20350024483
0.008,302092.060389185,6878.30706250882
0.0082,302132.64866112,6878.4106247728
0.0084,302173.236933055,6878.51418703679
0.0086,302213.82520499,6878.61774930077
0.0088,302254.413476925,6878.72131156476
0.009,302295.00174886,6878.82487382874
0.0092,302335.590020796,6878.92843609273
0.0094,302376.178292731,6879.03199835671
0.0096,302416.766564666,6879.1355606207
0.0098,302457.354836601,6879.23912288468
0.01,302497.943108536,6879.34268514867
0.0102,302538.531380471,6879.44624741265
0.0104,302579.119652406,6879.54980967664
0.0106,302619.707924341,6879.65337194062
0.0108,302660.296196276,6879.75693420461
0.011,302700.884468212,6879.86049646859
0.0112,302741.472740147,6879.96405873258
0.0114,302782.061012082,6880.06762099656
0.0116,302822.649284017,6880.17118326055
0.0118,302863.237555952,6880.27474552453
0.012,302903.825827887,6880.37830778852
0.0122,302944.414099822,6880.4818700525
0.0124,302985.002371757,6880.58543231649
0.0126,303025.590643692,6880.68899458047
0.0128,303066.178915627,6880.79255684446
0.013,303106.767187563,6880.89611910844
0.0132,303147.355459498,6880.99968137243
0.0134,303187.943731433,6881.10324363641
0.0136,303228.532003368,6881.2068059004
0.0138,303269.120275303,6881.31036816438
0.014,303309.708547238,6881.41393042837
0.0142,303350.296819173,6881.51749269235
0.0144,303390.885091108,6881.62105495634
0.0146,303431.473363043,6881.72461722032
0.0148,303472.061634979,6881.82817948431
0.015,303512.649906914,6881.93174174829
0.0152,303553.238178849,6882.03530401228
0.0154,303593.826450784,6882.13886627626
0.0156,303634.414722719,6882.24242854025
0.0158,303675.002994654,6882.34599080423
0.016,303715.591266589,6882.44955306822
0.0162,303756.179538524,6882.5531153322
0.0164,303796.767810459,6882.65667759619
0.0166,303837.356082394,6882.76023986017
0.0168,303877.94435433,6882.86380212416
0.017,303918.532626265,6882.96736438814
0.0172,303959.1208982,6883.07092665213
0.0174,303999.709170135,6883.17448891611
0.0176,304040.29744207,6883.2780511801
0.0178,304080.885714005,6883.38161344408
0.018,304121.47398594,6883.48517570807
0.0182,304162.062257875,6883.58873797205
0.0184,304202.65052981,6883.69230023604
0.0186,304243.238801746,6883.79586250002
0.0188,304283.827073681,6883.89942476401
0.019,304324.415345616,6884.00298702799
0.0192,304365.003617551,6884.10654929198
0.0194,304405.591889486,6884.21011155596
0.0196,304446.180161421,6884.31367381995
0.0198,304486.768433356,6884.41723608393
0.02,304527.356705291,6884.52079834792
0.0202,304567.944977226,6884.6243606119
0.0204,304608.533249162,6884.72792287589
0.0206,304649.121521097,6884.83148513987
0.0208,304689.709793032,6884.93504740386
0.021,304730.298064967,6885.03860966784
0.0212,304770.886336902,6885.14217193183
0.0214,304811.474608837,6885.24573419581
0.0216,304852.062880772,6885.3492964598
0.0218,304892.651152707,6885.45285872378
0.022,304933.239424642,6885.55642098776
0.0222,304973.827696578,6885.65998325175
0.0224,305014.415968513,6885.76354551574
0.0226,305055.004240448,6885.86710777972
0.0228,305095.592512383,6885.9706700437
0.023,305136.180784318,6886.07423230769
0.0232,305176.769056253,6886.17779457167
0.0234,305217.357328188,6886.28135683566
0.0236,305257.945600123,6886.38491909965
0.0238,305298.533872058,6886.48848136363
0.024,305339.122143994,6886.59204362761
0.0242,305379.710415929,6886.6956058916
0.0244,305420.298687864,6886.79916815558
0.0246,305460.886959799,6886.90273041957
0.0248,305501.475231734,6887.00629268355
0.025,305542.063503669,6887.10985494754
0.0252,305582.651775604,6887.21341721152
0.0254,305623.240047539,6887.31697947551
0.0256,305663.828319474,6887.42054173949
0.0258,305704.416591409,6887.52410400348
0.026,305745.004863345,6887.62766626746
0.0262,305785.59313528,6887.73122853145
0.0264,305826.181407215,6887.83479079543
0.0266,305866.76967915,6887.93835305942
0.0268,305907.357951085,6888.0419153234
0.027,305947.94622302,6888.14547758739
0.0272,305988.534494955,6888.24903985137
0.0274,306029.12276689,6888.35260211536
0.0276,306069.711038825,6888.45616437934
0.0278,306110.299310761,6888.55972664333
0.028,306150.887582696,6888.66328890731
0.0282,306191.475854631,6888.7668511713
0.0284,306232.064126566,6888.87041343528
0.0286,306272.652398501,6888.97397569927
0.0288,306313.240670436,6889.07753796325
0.029,306353.828942371,6889.18110022724
0.0292,306394.417214306,6889.28466249122
0.0294,306435.005486241,6889.38822475521
0.0296,306475.593758176,6889.49178701919
0.0298,306516.182030112,6889.59534928318
0.03,306556.770302047,6889.69891154716
0.0302,306597.358573982,6889.80247381115
0.0304,306637.946845917,6889.90603607513
0.0306,306678.535117852,6890.00959833912
0.0308,306719.123389787,6890.1131606031
0.031,306759.711661722,6890.21672286709
0.0312,306800.299933657,6890.32028513107
0.0314,306840.888205592,6890.42384739506
0.0316,306881.476477528,6890.52740965904
0.0318,306922.064749463,6890.63097192303
0.032,306962.653021398,6890.73453418701
0.0322,307003.241293333,6890.838096451
0.0324,307043.829565268,6890.94165871498
0.0326,307084.417837203,6891.04522097897
0.0328,307125.006109138,6891.14878324295
0.033,307165.594381073,6891.25234550694
