"time","rh1[1]","rh1[2]","rh1[3]","rv1[1]","rv1[2]","rv1[3]","rv2[1]","rv2[2]","rv2[3]","rh2[1]","rh2[2]","rh2[3]","r1.frame_b.r_0[1]","r1.frame_b.r_0[2]","r1.frame_b.r_0[3]","r1.frame_b.f[1]","r1.frame_b.f[2]","r1.frame_b.f[3]","r1.frame_b.t[1]","r1.frame_b.t[2]","r1.frame_b.t[3]","rod1.frame_b.r_0[1]","rod1.frame_b.r_0[2]","rod1.frame_b.r_0[3]","rod1.frame_b.f[1]","rod1.frame_b.f[2]","rod1.frame_b.f[3]","rod1.frame_b.t[1]","rod1.frame_b.t[2]","rod1.frame_b.t[3]","rod2.frame_b.r_0[1]","rod2.frame_b.r_0[2]","rod2.frame_b.r_0[3]","rod2.frame_b.f[1]","rod2.frame_b.f[2]","rod2.frame_b.f[3]","rod2.frame_b.t[1]","rod2.frame_b.t[2]","rod2.frame_b.t[3]","r2.frame_b.r_0[1]","r2.frame_b.r_0[2]","r2.frame_b.r_0[3]","r2.frame_b.f[1]","r2.frame_b.f[2]","r2.frame_b.f[3]","r2.frame_b.t[1]","r2.frame_b.t[2]","r2.frame_b.t[3]","bodyShape.frame_b.r_0[1]","bodyShape.frame_b.r_0[2]","bodyShape.frame_b.r_0[3]","bodyShape.frame_b.f[1]","bodyShape.frame_b.f[2]","bodyShape.frame_b.f[3]","bodyShape.frame_b.t[1]","bodyShape.frame_b.t[2]","bodyShape.frame_b.t[3]","bodyShape.frameTranslation.frame_b.r_0[1]","bodyShape.frameTranslation.frame_b.r_0[2]","bodyShape.frameTranslation.frame_b.r_0[3]","bodyShape.frameTranslation.frame_b.f[1]","bodyShape.frameTranslation.frame_b.f[2]","bodyShape.frameTranslation.frame_b.f[3]","bodyShape.frameTranslation.frame_b.t[1]","bodyShape.frameTranslation.frame_b.t[2]","bodyShape.frameTranslation.frame_b.t[3]","r3.frame_b.r_0[1]","r3.frame_b.r_0[2]","r3.frame_b.r_0[3]","r3.frame_b.f[1]","r3.frame_b.f[2]","r3.frame_b.f[3]","r3.frame_b.t[1]","r3.frame_b.t[2]","r3.frame_b.t[3]","r4.frame_b.r_0[1]","r4.frame_b.r_0[2]","r4.frame_b.r_0[3]","r4.frame_b.f[1]","r4.frame_b.f[2]","r4.frame_b.f[3]","r4.frame_b.t[1]","r4.frame_b.t[2]","r4.frame_b.t[3]","rod3.frame_b.r_0[1]","rod3.frame_b.r_0[2]","rod3.frame_b.r_0[3]","rod3.frame_b.f[1]","rod3.frame_b.f[2]","rod3.frame_b.f[3]","rod3.frame_b.t[1]","rod3.frame_b.t[2]","rod3.frame_b.t[3]","deg2rad1.y[1]","deg2rad1.y[2]","deg2rad1.y[3]","combiTimeTable.y[1]","combiTimeTable.y[2]","combiTimeTable.y[3]"
0,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.97937009391274,-4.89558405084625,0,0,0,-0.48968504695637,-0,0.5,0,0.97937009391274,-4.89558405084625,0,0,0,-0,0.5,0,0,-0.979116246062918,-4.89558123031459,0,0,0,0,-0,0.5,0,0.97937009391274,-4.89558405084625,0,0,-0,-0,0.6,0.5,0,0.979116246062918,4.89558123031459,0,0,0,-0,0.6,0.5,0,0.979116246062918,4.89558123031459,0,0,0,-0,0.6,0.5,0,0.979116246062918,4.89558123031459,0,0,0,-0,0.5,0,0,-0.979116246062918,-4.89558123031459,0,0,0,0,0.6,0.5,0,-0.979116246062918,-4.89558123031459,0,0,0,0,0,0.174532925199433,0,0,10,0
0.0006,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.978326102884354,-4.89566957102596,0,0,-0,-0.489163051442177,-5.23598774641315e-05,0.499999997258443,0,0.978326102884354,-4.89566957102596,0,0,-0,-0,0.5,0,0,-0.97858653124342,-4.89559843965444,0,0,0,0,-5.23598774641315e-05,0.499999997258443,0,0.978753327669532,-4.89558417717745,0,0,-0,-0,0.599947640031152,0.5000104691426,0,0.978671974660607,4.89558135950082,0,0,0,-0,0.599947640031152,0.5000104691426,0,0.978671974660607,4.89558135950082,0,0,0,-0,0.599947640031152,0.5000104691426,0,0.979099187272864,4.89549593636432,0,0,0,-0,0.5,0,0,-0.979099187272864,-4.89549593636432,0,0,0,0,0.599947640031152,0.5000104691426,0,-0.979099187272864,-4.89549593636432,0,0,0,0,0.00010471975511966,0.174532925199433,0,0.006,10,0
0.0012,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.977282128835493,-4.89575494512835,0,0,-0,-0.488641064417747,-0.000104719754354073,0.499999989033773,0,0.977282128835493,-4.89575494512835,0,0,-0,-0,0.5,0,0,-0.978056840554776,-4.89561563024776,0,0,0,0,-0.000104719754354073,0.499999989033773,0,0.978136587358479,-4.89558430205841,0,0,-0,-0,0.599895279880118,0.500020932619498,0,0.978227726201649,4.89558148723648,0,0,0,-0,0.599895279880118,0.500020932619498,0,0.978227726201649,4.89558148723648,0,0,0,-0,0.599895279880118,0.500020932619498,0,0.979082136541909,4.89541068270954,0,0,0,-0,0.5,0,0,-0.979082136541909,-4.89541068270954,0,0,0,0,0.599895279880118,0.500020932619498,0,-0.979082136541909,-4.89541068270954,0,0,0,0,0.00020943951023932,0.174532925199433,0,0.012,10,0
0.0018,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.976238171775463,-4.89584017315842,0,0,-0,-0.488119085887732,-0.000157079630095633,0.499999975325989,0,0.976238171775463,-4.89584017315842,0,0,-0,-0,0.5,0,0,-0.977527173989112,-4.89563280209664,0,0,0,0,-0.000157079630095633,0.499999975325989,0,0.977519872969732,-4.89558442548921,0,0,-0,-0,0.59984291954748,0.500031390430876,0,0.977783500679152,4.89558161352166,0,0,0,-0,0.59984291954748,0.500031390430876,0,0.977783500679152,4.89558161352166,0,0,0,-0,0.59984291954748,0.500031390430876,0,0.979065093869023,4.89532546934512,0,0,0,-0,0.5,0,0,-0.979065093869023,-4.89532546934512,0,0,0,0,0.59984291954748,0.500031390430876,0,-0.979065093869023,-4.89532546934512,0,0,0,0,0.000314159265358979,0.174532925199433,0,0.018,10,0
0.0024,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.975194231713568,-4.89592525512111,0,0,-0,-0.487597115856784,-0.000209439504114623,0.499999956135092,0,0.975194231713568,-4.89592525512111,0,0,-0,-0,0.5,0,0,-0.97699753153855,-4.89564995520314,0,0,0,0,-0.000209439504114623,0.499999956135092,0,0.976903184493442,-4.89558454746996,0,0,-0,-0,0.599790559033824,0.500041842576916,0,0.977339298086226,4.89558173835645,0,0,0,-0,0.599790559033824,0.500041842576916,0,0.977339298086226,4.89558173835645,0,0,0,-0,0.599790559033824,0.500041842576916,0,0.97904805925318,4.8952402962659,0,0,0,-0,0.5,0,0,-0.97904805925318,-4.8952402962659,0,0,0,0,0.599790559033824,0.500041842576916,0,-0.97904805925318,-4.8952402962659,0,0,0,0,0.000418879020478639,0.174532925199433,0,0.024,10,0
0.003,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.974150308659117,-4.8960101910214,0,0,-0,-0.487075154329559,-0.000261799375836851,0.499999931461082,0,0.974150308659117,-4.8960101910214,0,0,-0,-0,0.5,0,0,-0.976467913195218,-4.89566708956931,0,0,0,0,-0.000261799375836851,0.499999931461082,0,0.976286521919769,-4.89558466800073,0,0,-0,-0,0.599738198339732,0.500052289057799,0,0.976895118415986,4.89558186174094,0,0,0,-0,0.599738198339732,0.500052289057799,0,0.976895118415986,4.89558186174094,0,0,0,-0,0.599738198339732,0.500052289057799,0,0.979031032693352,4.89515516346676,0,0,0,-0,0.5,0,0,-0.979031032693352,-4.89515516346676,0,0,0,0,0.599738198339732,0.500052289057799,0,-0.979031032693352,-4.89515516346676,0,0,0,0,0.000523598775598299,0.174532925199433,0,0.03,10,0
0.0036,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.973106402621416,-4.89609498086426,0,0,-0,-0.486553201310708,-0.000314159244688129,0.499999901303959,0,0.973106402621416,-4.89609498086426,0,0,-0,-0,0.5,0,0,-0.975938318951242,-4.89568420519724,0,0,0,0,-0.000314159244688129,0.499999901303959,0,0.975669885238863,-4.89558478708162,0,0,-0,-0,0.599685837465788,0.500062729873708,0,0.976450961661541,4.89558198367522,0,0,0,-0,0.599685837465788,0.500062729873708,0,0.976450961661541,4.89558198367522,0,0,0,-0,0.599685837465788,0.500062729873708,0,0.979014014188512,4.89507007094256,0,0,0,-0,0.5,0,0,-0.979014014188512,-4.89507007094256,0,0,0,0,0.599685837465788,0.500062729873708,0,-0.979014014188512,-4.89507007094256,0,0,0,0,0.000628318530717959,0.174532925199433,0,0.036,10,0
0.0042,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.972062513609776,-4.89617962465466,0,0,-0,-0.486031256804888,-0.000366519110094264,0.499999865663724,0,0.972062513609776,-4.89617962465466,0,0,-0,-0,0.5,0,0,-0.975408748798755,-4.89570130208897,0,0,0,0,-0.000366519110094264,0.499999865663724,0,0.975053274440889,-4.8955849047127,0,0,-0,-0,0.599633476412575,0.500073165024824,0,0.976006827816009,4.89558210415936,0,0,0,-0,0.599633476412575,0.500073165024824,0,0.976006827816009,4.89558210415936,0,0,0,-0,0.599633476412575,0.500073165024824,0,0.978997003737633,4.89498501868816,0,0,0,-0,0.5,0,0,-0.978997003737633,-4.89498501868816,0,0,0,0,0.599633476412575,0.500073165024824,0,-0.978997003737633,-4.89498501868816,0,0,0,0,0.000733038285837618,0.174532925199433,0,0.042,10,0
0.0048,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.971018641633506,-4.89626412239756,0,0,-0,-0.485509320816753,-0.000418878971481068,0.499999824540376,0,0.971018641633506,-4.89626412239756,0,0,-0,-0,0.5,0,0,-0.974879202729886,-4.89571838024658,0,0,0,0,-0.000418878971481068,0.499999824540376,0,0.974436689516003,-4.89558502089407,0,0,-0,-0,0.599581115180679,0.50008359451133,0,0.975562716872507,4.89558222319346,0,0,0,-0,0.599581115180679,0.50008359451133,0,0.975562716872507,4.89558222319346,0,0,0,-0,0.599581115180679,0.50008359451133,0,0.978980001339689,4.89490000669845,0,0,0,-0,0.5,0,0,-0.978980001339689,-4.89490000669845,0,0,0,0,0.599581115180679,0.50008359451133,0,-0.978980001339689,-4.89490000669845,0,0,0,0,0.000837758040957278,0.174532925199433,0,0.048,10,0
0.0054,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.969974786701921,-4.89634847409794,0,0,-0,-0.484987393350961,-0.000471238828274349,0.499999777933917,0,0.969974786701921,-4.89634847409794,0,0,-0,-0,0.5,0,0,-0.974349680736774,-4.89573543967213,0,0,0,0,-0.000471238828274349,0.499999777933917,0,0.973820130454372,-4.89558513562582,0,0,-0,-0,0.599528753770681,0.500094018333408,0,0.975118628824158,4.89558234077761,0,0,0,-0,0.599528753770681,0.500094018333408,0,0.975118628824158,4.89558234077761,0,0,0,-0,0.599528753770681,0.500094018333408,0,0.978963006993654,4.89481503496827,0,0,0,-0,0.5,0,0,-0.978963006993654,-4.89481503496827,0,0,0,0,0.599528753770681,0.500094018333408,0,-0.978963006993654,-4.89481503496827,0,0,0,0,0.000942477796076938,0.174532925199433,0,0.054,10,0
