"time","rh1[1]","rh1[2]","rh1[3]","rv1[1]","rv1[2]","rv1[3]","rv2[1]","rv2[2]","rv2[3]","rh2[1]","rh2[2]","rh2[3]","r1.frame_b.r_0[1]","r1.frame_b.r_0[2]","r1.frame_b.r_0[3]","r1.frame_b.f[1]","r1.frame_b.f[2]","r1.frame_b.f[3]","r1.frame_b.t[1]","r1.frame_b.t[2]","r1.frame_b.t[3]","rod1.frame_b.r_0[1]","rod1.frame_b.r_0[2]","rod1.frame_b.r_0[3]","rod1.frame_b.f[1]","rod1.frame_b.f[2]","rod1.frame_b.f[3]","rod1.frame_b.t[1]","rod1.frame_b.t[2]","rod1.frame_b.t[3]","rod2.frame_b.r_0[1]","rod2.frame_b.r_0[2]","rod2.frame_b.r_0[3]","rod2.frame_b.f[1]","rod2.frame_b.f[2]","rod2.frame_b.f[3]","rod2.frame_b.t[1]","rod2.frame_b.t[2]","rod2.frame_b.t[3]","r2.frame_b.r_0[1]","r2.frame_b.r_0[2]","r2.frame_b.r_0[3]","r2.frame_b.f[1]","r2.frame_b.f[2]","r2.frame_b.f[3]","r2.frame_b.t[1]","r2.frame_b.t[2]","r2.frame_b.t[3]","bodyShape.frame_b.r_0[1]","bodyShape.frame_b.r_0[2]","bodyShape.frame_b.r_0[3]","bodyShape.frame_b.f[1]","bodyShape.frame_b.f[2]","bodyShape.frame_b.f[3]","bodyShape.frame_b.t[1]","bodyShape.frame_b.t[2]","bodyShape.frame_b.t[3]","bodyShape.frameTranslation.frame_b.r_0[1]","bodyShape.frameTranslation.frame_b.r_0[2]","bodyShape.frameTranslation.frame_b.r_0[3]","bodyShape.frameTranslation.frame_b.f[1]","bodyShape.frameTranslation.frame_b.f[2]","bodyShape.frameTranslation.frame_b.f[3]","bodyShape.frameTranslation.frame_b.t[1]","bodyShape.frameTranslation.frame_b.t[2]","bodyShape.frameTranslation.frame_b.t[3]","r3.frame_b.r_0[1]","r3.frame_b.r_0[2]","r3.frame_b.r_0[3]","r3.frame_b.f[1]","r3.frame_b.f[2]","r3.frame_b.f[3]","r3.frame_b.t[1]","r3.frame_b.t[2]","r3.frame_b.t[3]","r4.frame_b.r_0[1]","r4.frame_b.r_0[2]","r4.frame_b.r_0[3]","r4.frame_b.f[1]","r4.frame_b.f[2]","r4.frame_b.f[3]","r4.frame_b.t[1]","r4.frame_b.t[2]","r4.frame_b.t[3]","rod3.frame_b.r_0[1]","rod3.frame_b.r_0[2]","rod3.frame_b.r_0[3]","rod3.frame_b.f[1]","rod3.frame_b.f[2]","rod3.frame_b.f[3]","rod3.frame_b.t[1]","rod3.frame_b.t[2]","rod3.frame_b.t[3]","deg2rad1.y[1]","deg2rad1.y[2]","deg2rad1.y[3]","combiTimeTable.y[1]","combiTimeTable.y[2]","combiTimeTable.y[3]"
0.006,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.968930948824332,-4.89643267976076,0,0,-0,-0.484465474412166,-0.000523598679899919,0.499999725844347,0,0.968930948824332,-4.89643267976076,0,0,-0,-0,0.5,0,0,-0.973820182811549,-4.89575248036766,0,0,0,0,-0.000523598679899919,0.499999725844347,0,0.973203597246162,-4.89558524890803,0,0,-0,-0,0.599476392183167,0.50010443649124,0,0.974674563664077,4.89558245691189,0,0,0,-0,0.599476392183167,0.50010443649124,0,0.974674563664077,4.89558245691189,0,0,0,-0,0.599476392183167,0.50010443649124,0,0.978946020698502,4.89473010349251,0,0,0,-0,0.5,0,0,-0.978946020698502,-4.89473010349251,0,0,0,0,0.599476392183167,0.50010443649124,0,-0.978946020698502,-4.89473010349251,0,0,0,0,0.0010471975511966,0.174532925199433,0,0.06,10,0
0.0066,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.967887128010052,-4.89651673939099,0,0,-0,-0.483943564005026,-0.000575958525783587,0.499999668271667,0,0.967887128010052,-4.89651673939099,0,0,-0,-0,0.5,0,0,-0.973290708946352,-4.89576950233524,0,0,0,0,-0.000575958525783587,0.499999668271667,0,0.972587089881537,-4.89558536074079,0,0,-0,-0,0.599424030418719,0.500114848985008,0,0.974230521385389,4.89558257159639,0,0,0,-0,0.599424030418719,0.500114848985008,0,0.974230521385389,4.89558257159639,0,0,0,-0,0.599424030418719,0.500114848985008,0,0.978929042453207,4.89464521226604,0,0,0,-0,0.5,0,0,-0.978929042453207,-4.89464521226604,0,0,0,0,0.599424030418719,0.500114848985008,0,-0.978929042453207,-4.89464521226604,0,0,0,0,0.00115191730631626,0.174532925199433,0,0.066,10,0
0.0072,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.966843324268397,-4.8966006529936,0,0,-0,-0.483421662134199,-0.000628318365351163,0.499999605215876,0,0.966843324268397,-4.8966006529936,0,0,-0,-0,0.5,0,0,-0.972761259133321,-4.89578650557694,0,0,0,0,-0.000628318365351163,0.499999605215876,0,0.971970608350669,-4.89558547112417,0,0,-0,-0,0.599371668477921,0.500125255814895,0,0.973786501981221,4.8955826848312,0,0,0,-0,0.599371668477921,0.500125255814895,0,0.973786501981221,4.8955826848312,0,0,0,-0,0.599371668477921,0.500125255814895,0,0.978912072256745,4.89456036128372,0,0,0,-0,0.5,0,0,-0.978912072256745,-4.89456036128372,0,0,0,0,0.599371668477921,0.500125255814895,0,-0.978912072256745,-4.89456036128372,0,0,0,0,0.00125663706143592,0.174532925199433,0,0.072,10,0
0.0078,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.965799537608685,-4.89668442057355,0,0,-0,-0.482899768804343,-0.000680678198028457,0.499999536676976,0,0.965799537608685,-4.89668442057355,0,0,-0,-0,0.5,0,0,-0.972231833364599,-4.89580349009479,0,0,0,0,-0.000680678198028457,0.499999536676976,0,0.97135415264373,-4.89558558005829,0,0,-0,-0,0.599319306361357,0.500135656981082,0,0.973342505444697,4.8955827966164,0,0,0,-0,0.599319306361357,0.500135656981082,0,0.973342505444697,4.8955827966164,0,0,0,-0,0.599319306361357,0.500135656981082,0,0.978895110108091,4.89447555054046,0,0,0,-0,0.5,0,0,-0.978895110108091,-4.89447555054046,0,0,0,0,0.599319306361357,0.500135656981082,0,-0.978895110108091,-4.89447555054046,0,0,0,0,0.00136135681655558,0.174532925199433,0,0.078,10,0
0.0084,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.964755768040231,-4.89676804213581,0,0,-0,-0.482377884020115,-0.000733038023241279,0.499999462654968,0,0.964755768040231,-4.89676804213581,0,0,-0,-0,0.5,0,0,-0.971702431632325,-4.89582045589086,0,0,0,0,-0.000733038023241279,0.499999462654968,0,0.97073772275089,-4.89558568754321,0,0,-0,-0,0.59926694406961,0.500146052483753,0,0.972898531768946,4.89558290695209,0,0,0,-0,0.59926694406961,0.500146052483753,0,0.972898531768946,4.89558290695209,0,0,0,-0,0.59926694406961,0.500146052483753,0,0.97887815600622,4.8943907800311,0,0,0,-0,0.5,0,0,-0.97887815600622,-4.8943907800311,0,0,0,0,0.59926694406961,0.500146052483753,0,-0.97887815600622,-4.8943907800311,0,0,0,0,0.00146607657167524,0.174532925199433,0,0.084,10,0
0.009,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.963712015572357,-4.89685151768535,0,0,-0,-0.481856007786178,-0.000785397840415439,0.499999383149852,0,0.963712015572357,-4.89685151768535,0,0,-0,-0,0.5,0,0,-0.971173053928651,-4.8958374029672,0,0,0,0,-0.000785397840415439,0.499999383149852,0,0.970121318662332,-4.89558579357902,0,0,-0,-0,0.599214581603264,0.500156442323089,0,0.972454580947098,4.89558301583833,0,0,0,-0,0.599214581603264,0.500156442323089,0,0.972454580947098,4.89558301583833,0,0,0,-0,0.599214581603264,0.500156442323089,0,0.978861209950109,4.89430604975054,0,0,0,-0,0.5,0,0,-0.978861209950109,-4.89430604975054,0,0,0,0,0.599214581603264,0.500156442323089,0,-0.978861209950109,-4.89430604975054,0,0,0,0,0.0015707963267949,0.174532925199433,0,0.09,10,0
0.0096,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.962668280214381,-4.89693484722714,0,0,-0,-0.481334140107191,-0.000837757648976749,0.499999298161629,0,0.962668280214381,-4.89693484722714,0,0,-0,-0,0.5,0,0,-0.970643700245719,-4.89585433132587,0,0,0,0,-0.000837757648976749,0.499999298161629,0,0.96950494036823,-4.89558589816581,0,0,-0,-0,0.599162218962903,0.500166826499272,0,0.972010652972286,4.89558312327524,0,0,0,-0,0.599162218962903,0.500166826499272,0,0.972010652972286,4.89558312327524,0,0,0,-0,0.599162218962903,0.500166826499272,0,0.978844271938733,4.89422135969366,0,0,0,-0,0.5,0,0,-0.978844271938733,-4.89422135969366,0,0,0,0,0.599162218962903,0.500166826499272,0,-0.978844271938733,-4.89422135969366,0,0,0,0,0.00167551608191456,0.174532925199433,0,0.096,10,0
0.0102,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.961624561975622,-4.89701803076614,0,0,-0,-0.480812280987811,-0.000890117448351018,0.4999992076903,0,0.961624561975622,-4.89701803076614,0,0,-0,-0,0.5,0,0,-0.970114370575676,-4.8958712409689,0,0,0,0,-0.000890117448351018,0.4999992076903,0,0.968888587858762,-4.89558600130368,0,0,-0,-0,0.599109856149109,0.500177205012486,0,0.971566747837638,4.89558322926288,0,0,0,-0,0.599109856149109,0.500177205012486,0,0.971566747837638,4.89558322926288,0,0,0,-0,0.599109856149109,0.500177205012486,0,0.978827341971068,4.89413670985534,0,0,0,-0,0.5,0,0,-0.978827341971068,-4.89413670985534,0,0,0,0,0.599109856149109,0.500177205012486,0,-0.978827341971068,-4.89413670985534,0,0,0,0,0.00178023583703422,0.174532925199433,0,0.102,10,0
0.0108,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.960580860865406,-4.89710106830731,0,0,-0,-0.480290430432703,-0.000942477237964057,0.499999111735867,0,0.960580860865406,-4.89710106830731,0,0,-0,-0,0.5,0,0,-0.969585064910678,-4.89588813189835,0,0,0,0,-0.000942477237964057,0.499999111735867,0,0.968272261124114,-4.89558610299269,0,0,-0,-0,0.599057493162468,0.500187577862913,0,0.971122865536297,4.89558333380135,0,0,0,-0,0.599057493162468,0.500187577862913,0,0.971122865536297,4.89558333380135,0,0,0,-0,0.599057493162468,0.500187577862913,0,0.978810420046092,4.89405210023046,0,0,0,-0,0.5,0,0,-0.978810420046092,-4.89405210023046,0,0,0,0,0.599057493162468,0.500187577862913,0,-0.978810420046092,-4.89405210023046,0,0,0,0,0.00188495559215388,0.174532925199433,0,0.108,10,0
0.0114,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.959537176893055,-4.89718395985563,0,0,-0,-0.479768588446527,-0.000994837017241676,0.49999901029833,0,0.959537176893055,-4.89718395985563,0,0,-0,-0,0.5,0,0,-0.969055783242874,-4.89590500411627,0,0,0,0,-0.000994837017241676,0.49999901029833,0,0.967655960154471,-4.89558620323294,0,0,-0,-0,0.599005130003561,0.500197945050735,0,0.970679006061393,4.89558343689073,0,0,0,-0,0.599005130003561,0.500197945050735,0,0.970679006061393,4.89558343689073,0,0,0,-0,0.599005130003561,0.500197945050735,0,0.978793506162782,4.89396753081391,0,0,0,-0,0.5,0,0,-0.978793506162782,-4.89396753081391,0,0,0,0,0.599005130003561,0.500197945050735,0,-0.978793506162782,-4.89396753081391,0,0,0,0,0.00198967534727354,0.174532925199433,0,0.114,10,0
0.012,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.958493510067893,-4.89726670541606,0,0,-0,-0.479246755033946,-0.00104719678560969,0.49999890337769,0,0.958493510067893,-4.89726670541606,0,0,-0,-0,0.5,0,0,-0.968526525564419,-4.89592185762471,0,0,0,0,-0.00104719678560969,0.49999890337769,0,0.967039684940018,-4.89558630202452,0,0,-0,-0,0.598952766672973,0.500208306576135,0,0.970235169406071,4.89558353853111,0,0,0,-0,0.598952766672973,0.500208306576135,0,0.970235169406071,4.89558353853111,0,0,0,-0,0.598952766672973,0.500208306576135,0,0.978776600320115,4.89388300160057,0,0,0,-0,0.5,0,0,-0.978776600320115,-4.89388300160057,0,0,0,0,0.598952766672973,0.500208306576135,0,-0.978776600320115,-4.89388300160057,0,0,0,0,0.0020943951023932,0.174532925199433,0,0.12,10,0
0.0126,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.957449860399246,-4.89734930499357,0,0,-0,-0.478724930199623,-0.0010995565424939,0.499998790973948,0,0.957449860399246,-4.89734930499357,0,0,-0,-0,0.5,0,0,-0.96799729186747,-4.8959386924257,0,0,0,0,-0.0010995565424939,0.499998790973948,0,0.966423435470943,-4.8955863993675,0,0,-0,-0,0.598900403171287,0.500218662439295,0,0.969791355563468,4.89558363872258,0,0,0,-0,0.598900403171287,0.500218662439295,0,0.969791355563468,4.89558363872258,0,0,0,-0,0.598900403171287,0.500218662439295,0,0.978759702517069,4.89379851258534,0,0,0,-0,0.5,0,0,-0.978759702517069,-4.89379851258534,0,0,0,0,0.598900403171287,0.500218662439295,0,-0.978759702517069,-4.89379851258534,0,0,0,0,0.00219911485751285,0.174532925199433,0,0.126,10,0
0.0132,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.956406227896443,-4.89743175859312,0,0,-0,-0.478203113948221,-0.00115191628732013,0.499998673087106,0,0.956406227896443,-4.89743175859312,0,0,-0,-0,0.5,0,0,-0.967468082144184,-4.89595550852129,0,0,0,0,-0.00115191628732013,0.499998673087106,0,0.965807211737439,-4.89558649526199,0,0,-0,-0,0.598848039499087,0.500229012640398,0,0.969347564526728,4.89558373746521,0,0,0,-0,0.598848039499087,0.500229012640398,0,0.969347564526728,4.89558373746521,0,0,0,-0,0.598848039499087,0.500229012640398,0,0.978742812752622,4.89371406376311,0,0,0,-0,0.5,0,0,-0.978742812752622,-4.89371406376311,0,0,0,0,0.598848039499087,0.500229012640398,0,-0.978742812752622,-4.89371406376311,0,0,0,0,0.00230383461263251,0.174532925199433,0,0.132,10,0
0.0138,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.955362612568808,-4.89751406621967,0,0,-0,-0.477681306284404,-0.00120427601951418,0.499998549717166,0,0.955362612568808,-4.89751406621967,0,0,-0,-0,0.5,0,0,-0.966938896386719,-4.89597230591353,0,0,0,0,-0.00120427601951418,0.499998549717166,0,0.965191013729697,-4.89558658970805,0,0,-0,-0,0.598795675656955,0.500239357179626,0,0.968903796288993,4.8955838347591,0,0,0,-0,0.598795675656955,0.500239357179626,0,0.968903796288993,4.8955838347591,0,0,0,-0,0.598795675656955,0.500239357179626,0,0.978725931025752,4.89362965512876,0,0,0,-0,0.5,0,0,-0.978725931025752,-4.89362965512876,0,0,0,0,0.598795675656955,0.500239357179626,0,-0.978725931025752,-4.89362965512876,0,0,0,0,0.00240855436775217,0.174532925199433,0,0.138,10,0
0.0144,0.5,0,0,0,0.5,0,0.1,0.5,0,0.6,0,0,0,0,0,0.954319014425676,-4.8975962278782,0,0,-0,-0.477159507212838,-0.00125663573850186,0.499998420864127,0,0.954319014425676,-4.8975962278782,0,0,-0,-0,0.5,0,0,-0.966409734587242,-4.89598908460446,0,0,0,0,-0.00125663573850186,0.499998420864127,0,0.964574841437916,-4.89558668270578,0,0,-0,-0,0.598743311645477,0.500249696057163,0,0.968460050843412,4.89558393060433,0,0,0,-0,0.598743311645477,0.500249696057163,0,0.968460050843412,4.89558393060433,0,0,0,-0,0.598743311645477,0.500249696057163,0,0.978709057335439,4.89354528667719,0,0,0,-0,0.5,0,0,-0.978709057335439,-4.89354528667719,0,0,0,0,0.598743311645477,0.500249696057163,0,-0.978709057335439,-4.89354528667719,0,0,0,0,0.00251327412287183,0.174532925199433,0,0.144,10,0
