"time","dcse.la.i","loadInertia.phi","loadInertia.w"
0,0,0,0
5e-05,0.0275236628332536,1.54940602865648e-15,1.6926416394707e-10
0.0001,0.109126431953067,8.8021803667153e-14,5.14643904455739e-09
0.00015,0.243373497080438,9.74886839344734e-13,3.82081517402908e-08
0.0002,0.4288542990268,5.36106799977713e-12,1.58275110139174e-07
0.00025,0.664181656240632,2.01667385895539e-11,4.75727004888885e-07
0.0003,0.947991113062511,5.96204702076184e-11,1.16701622187427e-06
0.00035,1.2789404856189,1.48227081837272e-10,2.48480323940442e-06
0.0004,1.65570921088294,3.25451546583116e-10,4.77182364733985e-06
0.00045,2.07699782189337,6.50298311878559e-10,8.47033598836643e-06
0.0005,2.54152740368788,1.2066451995096e-09,1.41313756599109e-05
0.00055,3.04803912864173,2.1084413574519e-09,2.24217240187881e-05
0.0006,3.59529371053238,3.50627154423499e-09,3.41314261319298e-05
0.00065,4.1820709169937,5.59380744859184e-09,5.0179635282448e-05
0.0007,4.80716914921915,8.61395004956211e-09,7.1618680385925e-05
0.00075,5.4694050137015,1.28653728753864e-08,9.96376012707523e-05
0.0008,6.16761286446624,1.87098736946995e-08,0.000135565187840566
0.00085,6.90064437650676,2.65793092465477e-08,0.000180872686778628
0.0009,7.66736820377621,3.69817692938225e-08,0.000237174894774487
0.00095,8.46666949545001,5.05100171640585e-08,0.000306231869450595
0.001,9.29744952933602,6.78494556620896e-08,0.0003899471585622
0.00105,10.1586254018318,8.97834160307157e-08,0.000490368980439649
0.0011,11.0491296755599,1.17201270698382e-07,0.00060968730794194
0.00115,11.9679100124003,1.51105568847993e-07,0.000750232554799812
0.0012,12.9139288510022,1.92618973394216e-07,0.000914474075708918
0.00125,13.8861631348251,2.42990597442962e-07,0.00110501494301717
0.0013,14.8836039205661,3.03603621884372e-07,0.00132459281288733
0.00135,15.905256195132,3.7598053327772e-07,0.00157607104202651
0.0014,16.9501384630353,4.61791092007084e-07,0.00186244034252931
0.00145,18.017282613855,5.62856514178835e-07,0.0021868084336318
0.0015,19.1057335195434,6.81157484491312e-07,0.00255240079519686
0.00155,20.2145489190433,8.18837524370389e-07,0.00296255036949029
0.0016,21.3427990514744,9.78210622064685e-07,0.00342069659741954
0.00165,22.4895665293447,1.16176414165821e-06,0.00393037597859721
0.0017,23.6539460274852,1.37216553198268e-06,0.0044952190431884
0.00175,24.8350441291479,1.61226528939803e-06,0.00511894209750043
0.0018,26.0319790796218,1.88510209182286e-06,0.00580534215451189
0.00185,27.2438805992571,2.19390642384546e-06,0.00655828984777671
0.0019,28.4698897069493,2.54210340022091e-06,0.00738172252535877
0.00195,29.7091584929789,2.9333177137178e-06,0.0082796382495449
0.002,30.9608500144481,3.37137355628299e-06,0.00925608740125595
0.00205,32.2241380331114,3.86030102507061e-06,0.0103151673669922
0.0021,33.4982069571028,4.40433374714714e-06,0.0114610135334538
0.00215,34.7822515852098,5.00791524166666e-06,0.0126977936850808
0.0022,36.0754770527677,5.67569584284433e-06,0.0140296993505122
0.00225,37.3770986045249,6.41253798898755e-06,0.0154609395603811
0.0023,38.6863415359768,7.22351296627226e-06,0.0169957326391633
0.00235,40.002441015548,8.11390366506312e-06,0.0186382994178521
0.0024,41.3246420369696,9.08920031144876e-06,0.0203928553652165
0.00245,42.6521991994026,1.01551060146791e-05,0.0222636036163783
0.0025,43.984376632669,1.13175339018144e-05,0.0242547273920093
0.00255,45.320447872739,1.25826065160475e-05,0.0263703839124925
0.0026,46.6596957168208,1.39566577928413e-05,0.0286146955404627
0.00265,48.0014121027036,1.54462325723084e-05,0.0309917429850825
0.0027,49.3448983060089,1.70580665473707e-05,0.0335055587230909
0.00275,50.6894649123103,1.87990803236846e-05,0.0361601197250515
0.0028,52.0344309391975,2.06764260815874e-05,0.0389593389927497
0.00285,53.3791244628004,2.26974406218568e-05,0.0419070599953308
0.0029,54.7228828322314,2.48696196549294e-05,0.0450070564061536
0.00295,56.065051607102,2.72006849669232e-05,0.0482630107861463
0.003,57.4049851489056,2.96985335314631e-05,0.0516785174327907
0.00305,58.7420467811069,3.23712149773332e-05,0.0552570831062749
0.0031,60.075608212464,3.52269669804655e-05,0.0590021078190394
0.00315,61.4050495222573,3.82742072189745e-05,0.0629168795578583
0.0032,62.72975943588,4.15215022894632e-05,0.0670045778751237
0.00325,64.0491353333816,4.49775573212575e-05,0.0712682707051646
0.0033,65.3625825725787,4.8651261238065e-05,0.0757108866916627
0.00335,66.6695149500721,5.25516400604141e-05,0.0803352270852316
0.0034,67.9693550398064,5.66878202998444e-05,0.0851439765817204
0.00345,69.2615331669986,6.10691020769375e-05,0.0901396575729783
0.0035,70.5454880242717,6.57049001369297e-05,0.0953246515110142
0.00355,71.8206667711117,7.06047261778896e-05,0.100701201924893
0.0036,73.0865247034405,7.57782062411685e-05,0.106271394537085
0.00365,74.3425251140053,8.12350825960136e-05,0.112037146907748
0.0037,75.5881395895558,8.69851798366206e-05,0.118000221553079
0.00375,76.8228480901445,9.30383884118523e-05,0.12416222972609
0.0038,78.0461383763565,9.94047032917553e-05,0.130524590466431
0.00385,79.2575064053892,0.000106094181048185,0.137088554204943
0.0039,80.4564565390707,0.000113116912165926,0.14385522144908
0.00395,81.6425009366556,0.000120483063640265,0.150825486583018
0.004,82.8151599069648,0.000128202839086698,0.158000066973059
0.00405,83.9739619707282,0.000136286464216312,0.165379509511755
0.0041,85.1184437455931,0.000144744186842046,0.172964176258209
0.00415,86.2481497943062,0.00015358627992358,0.180754225887956
