"time","cDC1.v","cDC2.v","transformer1.l2sigma.inductor[1].i","transformer1.l2sigma.inductor[3].i","transformer2.l2sigma.inductor[1].i","transformer2.l2sigma.inductor[2].i","transformer2.l2sigma.inductor[3].i"
0,70.7106781186547,70.7106781186547,0,0,-0,-0,-0
2.08957282563814e-09,70.710530362811,70.710530362811,0.000707104775254536,-0.00141421060725622,-0.000408247742451794,0.000816494874790276,-0.000408247132338485
2.08957282563814e-09,70.710530362811,70.710530362811,0.000707104775254536,-0.00141421060725622,-0.000408247742451794,0.000816494874790276,-0.000408247132338485
1.10430365984323e-08,70.709897257872,70.709897257872,0.00101669455320148,-0.00203339799523757,-0.000471401025709368,0.000942796919448073,-0.000471395893738293
1.10430365984323e-08,70.709897257872,70.709897257872,0.00101669455320148,-0.00203339799523757,-0.000471401025709368,0.000942796919448073,-0.000471395893738293
1.1343185477384e-08,70.7098760342608,70.7098760342608,0.00101840027243927,-0.00203680970041543,-0.000471402858312758,0.000942800189499194,-0.000471397331186024
1.1343185477384e-08,70.7098760342608,70.7098760342608,0.00101840027243927,-0.00203680970041543,-0.000471402858312758,0.000942800189499194,-0.000471397331186024
5e-05,67.2648173277024,67.2648173277024,0.00108167380230754,-0.00220777368034867,-0.556220806197574,1.11240313868623,-0.556182332488635
0.0001,64.0030955026539,64.0030955026539,0.00112379399053689,-0.00233643009483184,-2.17838891191357,4.35670088470212,-2.1783119727885
0.000123125180439797,62.5585618737237,62.5585618737237,0.00114179329559782,-0.0023929645330723,-3.27023210799311,6.54036949231283,-3.2701373843197
0.000123125180439797,62.5585618737237,62.5585618737237,0.00114179329559782,-0.0023929645330723,-3.27023210799311,6.54036949231283,-3.2701373843197
0.00015,60.9320691823155,60.9320691823155,0.00112345833312353,-0.496647661592647,-4.79798640745126,9.59585742934493,-4.79787102189364
0.0002,58.0652372845311,58.0652372845311,0.00108913027652584,-3.95901288993882,-8.34333432579754,16.6865148480746,-8.34318052227704
0.00025,55.4210870697588,55.4210870697588,0.00105453349332943,-10.5321379790895,-12.7375044059922,25.4748166284498,-12.7373122224575
0.0003,53.0151478784547,53.0151478784547,0.00101967651977286,-19.9693921948812,-17.8983412000306,35.7964518839308,-17.8981106839001
0.00035,50.8597221561488,50.8597221561488,0.000984567956292784,-32.0114631336445,-23.7395065108794,47.4787442299091,-23.7392377190296
0.0004,48.9639351029594,48.9639351029594,0.000949216465401904,-46.3894775434076,-30.1715196510008,60.342732300753,-30.1712126497521
0.00045,47.3338123836961,47.3338123836961,0.000913630769551614,-62.8280529646631,-37.102774623826,74.2052041127523,-37.1024294889262
0.0005,45.9723828674402,45.9723828674402,0.000877819648979888,-81.0482511073984,-44.4405245438149,88.880665904236,-44.4401413604209
0.00055,44.8798048496576,44.8798048496576,0.000841791939544876,-100.770412478705,-52.0918264607063,104.183231784069,-52.0914053233629
0.0006,44.0535130311663,44.0535130311663,0.000805556530544783,-121.716850254242,-59.9644392544253,119.928419521467,-59.9639802670419
0.00065,43.4883838319067,43.4883838319067,0.000769122362524579,-143.614385380089,-67.9676685959813,135.934840467787,-67.9671718718061
0.0007,43.1769165421496,43.1769165421496,0.000732498425070047,-166.196707052682,-76.0131536899282,152.025773041449,-76.0126193515205
0.00075,43.1094277312568,43.1094277312568,0.000695693754589738,-189.206545031211,-84.0155912835422,168.030610746284,-84.015019462742
0.0008,43.2742563988834,43.2742563988834,0.000658717432085374,-212.39764296457,-91.8933933365767,183.786177511049,-91.8927841744723
0.00085,43.6579773506745,43.6579773506745,0.000621578580911242,-235.536524217695,-99.5692755133067,199.137904673506,-99.5686291601996
0.0009,44.2456203432959,44.2456203432959,0.000584286364523151,-258.404044162945,-106.970774485431,213.94086558623,-106.970091100799
0.00095,45.0208926152749,45.0208926152749,0.000546849984217478,-280.796725233514,-114.030692811517,228.060665375493,-114.029972563976
0.001,45.9664025092654,45.9664025092654,0.000509278676860891,-302.527873289086,-120.687470909772,241.374184886803,-120.686713977031
0.00105,47.0638820018044,47.0638820018044,0.000471581712611291,-323.428476009234,-126.885486362668,253.770179294156,-126.884692931489
0.0011,48.2944060791643,48.2944060791643,0.000433768392630531,-343.347886061528,-132.575281469119,265.149733204389,-132.57445173527
0.00115,49.6386070350887,49.6386070350887,0.000395848046789505,-362.154293699793,-137.713720596074,275.426575360353,-137.712854764279
0.0012,51.0768819142195,51.0768819142195,0.000357830031366136,-379.734995210126,-142.264079468754,284.527257221398,-142.263177752644
0.00125,52.589591482221,52.589591482221,0.000319723726736852,-395.996465232361,-146.196069075497,292.391200773054,-146.195131697557
0.0013,54.1572492682039,54.1572492682039,0.000281538535062126,-410.864242435487,-149.485797346753,298.970621885021,-149.484824538268
0.00135,55.760699394857,55.760699394857,0.000243283877966624,-424.282639310411,-152.115672196078,304.230336393151,-152.114664197072
0.0014,57.3812820773239,57.3812820773239,0.000204969194214569,-436.214287889898,-154.074249859791,308.147456778766,-154.073206918974
0.00145,59.0009851654505,59.0009851654505,0.000166603937380858,-446.639528013852,-155.356030740915,310.710983856532,-155.354953115616
0.0015,60.6025837993277,60.6025837993277,0.000128197573518546,-455.555678975421,-155.961216371339,311.921320698786,-155.960104327447
0.00155,62.1697638370711,62.1697638370711,8.97595788232286e-05,-462.976169874868,-155.89541926513,311.789692342155,-155.894273077025
0.0016,63.6872297233728,63.6872297233728,5.12994372949421e-05,-468.929556268368,-155.169334859627,310.33748966974,-155.168154810113
0.00165,65.1407975492864,65.1407975492864,1.28266383981163e-05,-473.458449636839,-153.798384386877,307.595555153991,-153.797170767114
0.0017,66.5174733816745,66.5174733816745,-2.5649325279803e-05,-476.618375106152,-151.802333819345,303.603420748122,-151.801086928776
0.00175,67.8055160450513,67.8055160450513,-6.41189603705091e-05,-478.476561631417,-149.204890293498,298.408500733273,-149.203610439775
0.0018,68.9944844304598,68.9944844304598,-0.000102572775067175,-479.110679533394,-146.03328097398,292.065249446866,-146.031968472886
0.00185,70.0752700813946,70.0752700813946,-0.000141001281466426,-478.607544772721,-142.317820820677,284.634296816731,-142.316475996054
0.0019,71.0401155684268,71.0401155684268,-0.000179394997909334,-477.061804611672,-138.091474142032,276.181571467726,-138.090097325694
0.00195,71.8826189268249,71.8826189268249,-0.000217744451320839,-474.574616489551,-133.389413876481,266.777419284619,-133.388005408137
0.002,72.5977255942858,72.5977255942859,-0.000256040179547158,-471.252332380844,-128.248582692368,256.495725611905,-128.247142919537
0.00203228945718111,72.9900314478944,72.9900314478944,-0.00028073816558572,-468.714600991955,-124.713417551768,249.425375302907,-124.711957751139
0.00203228945718111,72.9900314478944,72.9900314478944,-0.00028073816558572,-468.714600991955,-124.713417551768,249.425375302907,-124.711957751139
0.00205,73.181719143507,73.1817191435071,-0.000294272733690262,-467.205227716156,-122.727258700452,245.413067947864,-122.685809247412
0.0021,73.6327965410978,73.6327965410978,-0.000332432680441424,-462.545899605754,-117.107559928487,233.607644077086,-116.5000841486
0.00215,73.9513465936729,73.9513465936729,-0.000370510604400349,-457.387324797042,-111.528300077461,221.157981748742,-109.629681671282
0.0022,74.1391002835936,74.1391002835936,-0.000408497110413259,-451.841060657122,-106.063331936477,208.141734583057,-102.07840264658
0.00225,74.1989777721971,74.1989777721971,-0.000446382825875076,-446.016116877453,-100.784720941888,194.634930836267,-93.8502098943784
0.0023,74.1349878437587,74.1349878437587,-0.000484158403054805,-440.017859402252,-95.7620150891223,180.711241179482,-84.9492260903594
0.00235,73.9521307873921,73.9521307873921,-0.000521814521393341,-433.947026826954,-91.061589124713,166.441322426429,-75.3797333017157
0.0024,73.6562921874958,73.6562921874958,-0.0005593418898068,-427.898846666387,-86.7460555889012,151.892227487453,-65.1461718985517
0.00245,73.2541316018101,73.2541316018101,-0.000596731248978575,-421.962257881011,-82.8737467635396,137.126886108988,-54.2531393454479
0.0025,72.7529691727131,72.7529691727132,-0.000633973373643786,-416.219260354037,-79.4982812028036,122.203670331422,-42.7053891286189
0.00255,72.1606718127055,72.1606718127055,-0.000671059074865365,-410.74435675396,-76.6681918519728,107.176021538365,-30.5078296863921
0.0026,71.4855384146644,71.4855384146645,-0.000707979202301465,-405.604102213909,-74.4266261142533,92.0921493051194,-17.6655231908661
