"time","cp[1]","cp[2]","cp[3]","eta[1]","eta[2]","eta[3]","lambda[1]","lambda[2]","lambda[3]","rho[1]","rho[2]","rho[3]","m_flow[1]","m_flow[2]","m_flow[3]","Nu_1[1]","Nu_1[2]","Nu_1[3]","Nu_2[1]","Nu_2[2]","Nu_2[3]","Nu_3[1]","Nu_3[2]","Nu_3[3]","Nu_4[1]","Nu_4[2]","Nu_4[3]","Re_1[1]","Re_1[2]","Re_1[3]","Re_2[1]","Re_2[2]","Re_2[3]","mflow_test","input_mflow_0.y","input_mflow_1.y","input_mflow_2.y"
0,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0,0,0,4.861,4.861,4.861,7.541,7.541,7.541,4.861,4.861,4.861,7.541,7.541,7.541,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0
0.000202,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0003232,0.017747649122807,2.02,6.48684320592055,11.8524259787648,60.4207767226512,8.37263516371512,12.5549544884982,60.4494308819134,6.81888725143582,12.8250976603165,65.7308437145482,8.57728291316599,13.4321824623384,65.7550577867477,354.385964912281,354.385964912281,354.385964912281,354.385964912281,354.385964912281,354.385964912281,2.02,2.02,0.126920309129513,0.201796117304121
0.000404,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0006464,0.035495298245614,4.04,7.55403564615202,14.7594144798187,76.1188009916233,9.06548484681952,15.2250007298386,76.1368593936781,8.2218580645175,16.4757947811092,85.2888534004033,9.54551925442071,16.8526526092022,85.3032383526575,708.771929824561,708.771929824561,708.771929824561,708.771929824561,708.771929824561,708.771929824561,4.04,4.04,0.253840413806001,0.403185017878649
0.000606,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0009696,0.0532429473684211,6.06,8.3832147327528,16.8279794082776,87.1317541144712,9.66606450890541,17.1897222197343,87.1455371416117,9.3534323594522,19.1973571503879,99.6998296437251,10.4227755725628,19.4772341233514,99.710357296026,1063.15789473684,1063.15789473684,1063.15789473684,1063.15789473684,1063.15789473684,1063.15789473684,6.06,6.06,0.380760109576771,0.604167523471144
0.000808,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0012928,0.0709905964912281,8.08,9.07451149531111,18.4843099428691,95.8995166859896,10.2000580609436,18.7856787009684,95.9108951033255,10.322942549279,21.4515918107072,111.583005224706,11.2240943710884,21.6766520229413,111.591410218606,1417.54385964912,1417.54385964912,1417.54385964912,1417.54385964912,1417.54385964912,1417.54385964912,8.08,8.08,0.507679191989786,0.804744454170891
0.00101,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.001616,0.0887382456140351,10.1,9.67400568525628,19.8874474373181,103.303725820056,10.6833255360738,20.1486138737108,103.31353184578,11.1826055344048,23.4135473864638,121.901245930598,11.9636906815303,23.6029228995219,121.908288397986,1771.9298245614,1771.9298245614,1771.9298245614,1771.9298245614,1771.9298245614,1771.9298245614,10.1,10.1,0.634597456593999,1.00491662841227
0.001212,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0019392,0.106485894736842,12.12,10.207190400897,21.1164074104447,109.775954039806,11.1264293578464,21.3485530021894,109.784637992082,11.9618414696948,25.1713073296073,131.132403082637,12.6526090220374,25.3354140369101,131.138488999672,2126.31578947368,2126.31578947368,2126.31578947368,2126.31578947368,2126.31578947368,2126.31578947368,12.12,12.12,0.761514698939678,1.20468486297811
0.001414,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0022624,0.124233543859649,14.14,10.6898279006153,22.2168833609219,115.563590483308,11.5367996222456,22.4269226724732,115.571426488655,12.6790642791135,26.7763774356449,139.553648969762,13.2992500207537,26.9215584971685,139.55902259164,2480.70175438596,2480.70175438596,2480.70175438596,2480.70175438596,2480.70175438596,2480.70175438596,14.14,14.14,0.888430714578741,1.404049973003
0.001616,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0025856,0.141981192982456,16.16,11.1352821724583,23.2252131113139,120.862474225895,11.9223664955522,23.4176615016692,120.869639496655,13.3484669501461,28.2667184034267,147.368878555848,13.9115982091043,28.3970814275258,147.373696815635,2835.08771929825,2835.08771929825,2835.08771929824,2835.08771929825,2835.08771929825,2835.08771929824,16.16,16.16,1.01534529906508,1.60301277197659
0.001818,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,0.0029088,0.159728842105263,18.18,11.6016285098652,24.2940209734017,126.505646346354,12.3327384627714,24.4707739027742,126.512216893821,14.0118364890759,29.7578443523449,155.215850002048,14.5240599024359,29.8753946914722,155.220189943401,3189.47368421053,3189.47368421053,3189.47368421053,3189.47368421053,3189.47368421053,3189.47368421053,18.18,18.18,1.14225824795489,1.80157407174697
