"time","idealTriac.capacitor.v","idealTriac.idealThyristor.off","idealTriac.idealThyristor1.off"
0,0,1,1
0.0004,8.37267320731478e-06,1,1
0.0008,3.34810046355503e-05,1,1
0.0012,7.5306222017941e-05,1,1
0.0016,0.000133846973938475,1,1
0.002,0.00020905381502258,1,1
0.0024,0.000300935826594228,1,1
0.0028,0.000409496468911449,1,1
0.0032,0.000534735741974243,1,1
0.0036,0.000676573344217757,1,1
0.004,0.000835034010574738,1,1
0.0044,0.00101013283457722,1,1
0.0048,0.00120186981622519,1,1
0.0052,0.00141014043018944,1,1
0.0056,0.0016349549080613,1,1
0.006,0.00187634657483684,1,1
0.0064,0.00213431543051604,1,1
0.0068,0.00240876073457153,1,1
0.0072,0.0026996646747766,1,1
0.0076,0.00300707651690858,1,1
0.008,0.00333099626096746,1,1
0.0084,0.00367137036247403,1,1
0.0088,0.00402814745459611,1,1
0.0092,0.00440134634826647,1,1
0.0096,0.00479095171495054,1,1
0.01,0.00519692935875664,1,1
0.0104,0.00561923433406551,1,1
0.0108,0.00605786204821151,1,1
0.0112,0.00651279033538913,1,1
0.0116,0.00698399702979286,1,1
0.012,0.00747145996561718,1,1
0.0124,0.00797514872544419,1,1
0.0128,0.00849504466238103,1,1
0.0132,0.00903112506571402,1,1
0.0136,0.00958336701257336,1,1
0.014,0.0101517475800892,1,1
0.0144,0.0107362324897562,1,1
0.0148,0.011336790188022,1,1
0.0152,0.0119534040827036,1,1
0.015340048486023,0.0121730840124498,1,1
0.0156,0.0125860589716999,1,1
0.016,0.0132347162010476,1,1
0.0164,0.0138993422927097,1,1
0.0168,0.0145798777063486,1,1
0.0172,0.0152763296526169,1,1
0.0176,0.0159886729559068,1,1
0.018,0.0167168457642562,1,1
0.0184,0.0174608831317383,1,1
0.0188,0.0182207021877509,1,1
0.0192,0.0189962816415929,1,1
0.0196,0.0197876504043536,1,1
0.02,0.0205946624018806,1,1
0.0204,0.0214173840265337,1,1
0.0208,0.0222557869742573,1,1
0.0212,0.0231097815958426,1,1
0.0216,0.023979368657749,1,1
0.022,0.024864518884607,1,1
0.0224,0.0257652030010471,1,1
0.0228,0.0266813911706842,1,1
0.0232,0.0276130114995231,1,1
0.0236,0.028560052927866,1,1
0.024,0.0295224816029147,1,1
0.0244,0.0305002636718709,1,1
0.0248,0.0314933652819362,1,1
0.0252,0.032501737689046,1,1
0.0256,0.0335253455636658,1,1
0.026,0.0345641581709222,1,1
0.0264,0.0356181397697892,1,1
0.0268,0.036687254619241,1,1
0.0272,0.0377714605180264,1,1
0.0276,0.0388707104067357,1,1
0.028,0.0399849751316075,1,1
0.0284,0.0411142172796185,1,1
0.0288,0.0422583994377451,1,1
0.0292,0.0434174834277123,1,1
0.0296,0.0445914114578561,1,1
0.03,0.0457801561339268,1,1
0.0304,0.0469836782963022,1,1
0.0308,0.0482019387853601,1,1
0.0312,0.0494348984414782,1,1
0.0316,0.050682505883802,1,1
0.032,0.0519447194446539,1,1
0.0324,0.0532215000722006,1,1
0.0328,0.054512804992816,1,1
0.0332,0.0558185910788261,1,1
0.0336,0.0571388148485103,1,1
0.034,0.0584734324661,1,1
0.0344,0.0598223997417798,1,1
0.0348,0.0611856721316867,1,1
0.0352,0.0625632047379103,1,1
0.0356,0.0639549522602991,1,1
0.036,0.0653608683909107,1,1
0.0364,0.0667809076027711,1,1
0.0368,0.0682150235244411,1,1
0.0372,0.0696631694262034,1,1
0.0376,0.0711252982200627,1,1
0.038,0.0726013624597454,1,1
0.0384,0.0740913143407,1,1
0.0388,0.0755951057000965,1,1
0.0392,0.0771126880168273,1,1
0.0396,0.0786440124115064,1,1
0.04,0.0801890309635771,1,1
0.0404,0.0817476953336095,1,1
0.0408,0.0833199542659761,1,1
0.0412,0.0849057576368006,1,1
0.0416,0.086505054975314,1,1
0.042,0.0881177954638543,1,1
0.0424,0.089743927937867,1,1
0.0428,0.0913834008859043,1,1
0.0432,0.0930361624496259,1,1
0.0436,0.0947021604237984,1,1
0.044,0.0963813422562959,1,1
0.0444,0.0980736550480992,1,1
0.0448,0.0997790455532966,1,1
0.0452,0.101497460179084,1,1
0.0456,0.103228844985762,1,1
0.046,0.104973145686743,1,1
0.0464,0.106730307648542,1,1
0.0468,0.108500275890783,1,1
0.0472,0.110282995086198,1,1
0.0476,0.112078409560625,1,1
0.048,0.113886463293009,1,1
0.0484,0.115707101981499,1,1
0.0488,0.117540282347145,1,1
0.0492,0.119385935337901,1,1
0.0496,0.121244003873728,1,1
0.05,0.123114430540537,1,1
0.0504,0.124997157590185,1,1
0.0508,0.126892126940481,1,1
0.0512,0.12879928017518,1,1
0.0516,0.130718558543984,1,1
0.052,0.132649902962546,1,1
0.0524,0.134593254012465,1,1
0.0528,0.136548551941291,1,1
0.0532,0.13851573666252,1,1
0.0536,0.140494747755597,1,1
0.054,0.142485524465916,1,1
0.0544,0.144488005704818,1,1
0.0548,0.146502130049593,1,1
0.0552,0.14852783574348,1,1
0.0556,0.150565060695665,1,1
0.056,0.152613744911559,1,1
0.0564,0.154673866417687,1,1
0.0568,0.156745327605677,1,1
0.0572,0.158828065780502,1,1
0.0576,0.160922017938174,1,1
0.058,0.163027120765746,1,1
0.0584,0.165143310641311,1,1
0.0588,0.167270523634,1,1
0.0592,0.169408695503987,1,1
0.0596,0.171557761702483,1,1
0.06,0.173717657371741,1,1
0.0604,0.175888317345052,1,1
