"time","body1.frame_a.r_0[1]","body1.frame_a.r_0[2]","body1.frame_a.r_0[3]","body1.v_0[1]","body1.v_0[2]","body1.v_0[3]","body1.w_a[1]","body1.w_a[2]","body1.w_a[3]","body2.frame_a.r_0[1]","body2.frame_a.r_0[2]","body2.frame_a.r_0[3]","body2.v_0[1]","body2.v_0[2]","body2.v_0[3]","body2.w_a[1]","body2.w_a[2]","body2.w_a[3]","body3.frame_a.r_0[1]","body3.frame_a.r_0[2]","body3.frame_a.r_0[3]","body3.v_0[1]","body3.v_0[2]","body3.v_0[3]","body3.w_a[1]","body3.w_a[2]","body3.w_a[3]","springDamperSeries.s_damper"
0,0.3,-0.2,0,0,0,0,0,0,0.034906585039887,0.6,-0.2,0,0,0,0,0,0,0.034906585039887,0.9,-0.2,0,0,0,0,0,0,0.034906585039887,0
0.0006,0.3000000000019,-0.200001224627758,-1.13334651667498e-32,7.558636590602e-09,-0.00408167772806986,-6.16134149954696e-29,1.65713758392818e-28,-5.04120317982231e-52,0.034906547254324,0.600000000001899,-0.200001224627758,-1.13357982855013e-32,7.55863659057074e-09,-0.00408167772806986,-6.16252382574764e-29,1.65654654129162e-28,-9.73503651957542e-52,0.034906547254324,0.900000000001881,-0.20000122726886,2.52465014611225e-33,7.48495760378039e-09,-0.00409218735838192,1.3740031327959e-29,9.31312202137103e-29,3.88658286873063e-51,0.0349065476227198,0.000895969802669891
0.0012,0.300000000015228,-0.200004896011177,-4.16929488377419e-32,3.03039104119719e-08,-0.00815840659984485,-4.62907781247749e-29,9.01953968854071e-28,-6.0012426591536e-52,0.0349064335503812,0.600000000015228,-0.200004896011177,5.16715831353833e-32,3.03039104130667e-08,-0.00815840659984485,8.73182609162146e-29,1.56987503805312e-27,-1.12713763508743e-51,0.0349064335503813,0.900000000014934,-0.200004917054417,1.63592602472686e-31,2.97174569783748e-08,-0.00820028237327511,2.66364551822039e-28,-5.50667515745969e-28,-2.34406800340329e-48,0.0349064364826763,0.00178395796628901
0.0018,0.300000000051267,-0.200011010469967,-2.13397616998208e-31,6.83387693417898e-08,-0.0122301398009613,-2.66749486790301e-28,2.40950588397771e-27,-6.12753449220217e-52,0.0349062434121755,0.600000000051267,-0.200011010469967,6.58067482657369e-31,6.83387693441571e-08,-0.0122301398009613,9.80377932582607e-28,8.64398436257124e-27,-1.34311692843409e-51,0.0349062434121755,0.900000000049867,-0.200011080948043,1.29399757999866e-30,6.63763073212082e-08,-0.012324000576002,1.8469011793638e-27,-5.1058152593828e-27,-2.26929136886636e-47,0.0349062532246596,0.0026640793286329
0.0024,0.300000000115756,-0.20001956612432,-6.73042736543861e-31,1.21716024590367e-07,-0.016296853798425,-8.01714458001201e-28,4.17636158627815e-27,-5.74183493321325e-52,0.0349059765746871,0.600000000115756,-0.20001956612432,1.81135313407772e-30,1.21716024594652e-07,-0.016296853798425,2.21969026147095e-27,1.92811575887381e-26,-1.5370783344187e-51,0.0349059765746871,0.900000000111949,-0.200019724674116,2.25802124771171e-30,1.17305372440138e-07,-0.0164631995801753,2.40723190042922e-27,-1.25657845657439e-26,-4.55359235905082e-47,0.0349059986285154,0.00353639118146784
0.003,0.300000000216807,-0.200030560318385,-1.61947661590553e-30,1.9051025610033e-07,-0.0203585153058637,-1.78156343056613e-27,5.5561260701188e-27,-5.09977357285792e-52,0.0349056326636957,0.600000000216807,-0.200030560318385,3.54701548648477e-30,1.90510256107661e-07,-0.0203585153058637,3.31923971575498e-27,3.10578909395972e-26,-1.66390829970287e-51,0.0349056326636957,0.900000000208644,-0.200030856340593,1.64050293941424e-30,1.82283201454271e-07,-0.020617677916836,-1.01715251744161e-27,-2.18301423970423e-26,-5.18683153548941e-47,0.0349056738003496,0.00440097461024438
0.0036,0.300000000377659,-0.200043985405059,-4.2745115878192e-29,2.74935773424465e-07,-0.0244150310116526,-3.114812078808e-26,8.22764351925833e-26,5.07361236563699e-46,0.0349052106010171,0.600000000377659,-0.200043985405059,-5.43129689659985e-29,2.74935773434596e-07,-0.0244150310116526,-3.86794820944846e-26,4.46272342284047e-26,-1.76125150378402e-51,0.0349052106010171,0.900000000360066,-0.200044497942547,9.4697302702094e-30,2.60712561266198e-07,-0.0247868754322876,2.69074454207365e-27,1.58965586322818e-26,2.86135427681573e-46,0.0349052817210172,0.00525805368923232
0.0042,0.300000000604726,-0.20005983927545,-1.3362640862389e-28,3.75051693228896e-07,-0.0284663750940003,-9.56418428505526e-26,2.5250440722566e-25,1.64423774345279e-45,0.0349047100893369,0.600000000604726,-0.20005983927545,-1.86253564959124e-28,3.75051693241301e-07,-0.0284663750940003,-1.34168224374942e-25,5.99020770875817e-26,-1.83362294739377e-51,0.0349047100893368,0.90000000057181,-0.200060655592993,2.80174497739031e-29,3.52427334376179e-07,-0.0289706369509101,1.59085821470197e-26,1.12473323125474e-25,1.04931909839809e-45,0.0349048232197114,0.00610769054195463
0.0048,0.300000000892939,-0.200078123596088,-2.66695661638036e-28,4.90811299154027e-07,-0.0325125679583216,-1.89936150804686e-25,5.01883656979377e-25,3.31409875124854e-45,0.0349041313636047,0.600000000892939,-0.200078123596088,-3.80828172647154e-28,4.90811299168402e-07,-0.0325125679583216,-2.74935010291373e-25,7.69512576218997e-26,-1.87745469594471e-51,0.0349041313636047,0.900000000839455,-0.200079324461181,5.54884362637035e-29,4.57558793492266e-07,-0.0331690850986996,3.67574387799475e-26,2.58528690209933e-25,2.1737966905819e-45,0.0349042976411704,0.00694983607591288
0.0054,0.300000001251819,-0.200098835222584,-4.24268341330061e-28,6.22303748912007e-07,-0.0365535721419692,-2.84147353121427e-25,8.02279876460082e-25,5.60130581490098e-45,0.0349034739742187,0.600000001251818,-0.200098835222584,-6.25582250949105e-28,6.22303748928255e-07,-0.0365535721419692,-4.25904294243938e-25,9.35900373098153e-26,-1.90073237115874e-51,0.0349034739742187,0.900000001170801,-0.200100513111684,9.46458128056286e-29,5.75883016134254e-07,-0.0373819966368219,6.27921543696179e-26,4.35812739582908e-25,3.66372811601083e-45,0.0349037061022618,0.00778457909298433
0.006,0.300000001710222,-0.200121964622383,-5.52731903887123e-28,7.69799333586533e-07,-0.0405892740729448,-2.87679861673689e-25,1.06840091972405e-24,8.76160995762558e-45,0.0349027365581623,0.600000001710222,-0.200121964622383,-8.82758534401707e-28,7.69799333605179e-07,-0.0405892740729448,-4.80740830488099e-25,1.03195149040213e-25,-1.92766523432313e-51,0.0349027365581623,0.900000001589492,-0.200124247508913,1.53866280751653e-28,7.06721157495802e-07,-0.0416086947930168,8.6599966188796e-26,5.88998897501238e-25,5.53172458952438e-45,0.0349030519888879,0.00861218880550133
0.0066,0.300000002248835,-0.200147518175647,-6.87969349440181e-28,9.33117146727324e-07,-0.0446197497652507,-2.61169514073972e-25,1.35733301820906e-24,1.26238364254026e-44,0.0349019200277057,0.600000002248835,-0.200147518175647,-1.17762804850028e-27,9.33117146748477e-07,-0.0446197497652507,-5.10615046047369e-25,1.10199560878274e-25,-1.94204997061338e-51,0.0349019200277056,0.900000002079703,-0.200150510274827,2.27543294425467e-28,8.50527569982941e-07,-0.0458496325325304,1.13142253552754e-25,7.55117368310418e-25,7.76934539573108e-45,0.0349023330348566,0.00943248502902437
0.0072,0.300000002877315,-0.200175492684569,-8.14249483477381e-28,1.11234800014803e-06,-0.0486449617848465,-2.04978198548579e-25,1.67461006819478e-24,1.71865747663835e-44,0.0349010239240865,0.600000002877315,-0.200175492684569,-1.49923063376011e-27,1.1123480001716e-06,-0.0486449617848465,-5.17066152399157e-25,1.14250101979053e-25,-1.94665370150417e-51,0.0349010239240864,0.900000002649036,-0.200179309770821,3.16998012232637e-28,1.00708660650655e-06,-0.0501045879854486,1.42317423184454e-25,9.37647250359653e-25,1.04051464883203e-44,0.0349015503152354,0.0102455556516253
0.0078,0.300000003644551,-0.200205871960195,-8.51932821498056e-28,1.30795163045799e-06,-0.0526647206211595,-1.20937981427104e-25,2.04824752945184e-24,2.24426845400849e-44,0.0349000459248116,0.600000003644551,-0.200205871960195,-1.79208026521661e-27,1.30795163048285e-06,-0.0526647206211595,-5.07886438203156e-25,1.13558837929101e-25,-1.95548503439192e-51,0.0349000459248115,0.900000003335974,-0.200210688326621,4.28918824828047e-28,1.17530654939706e-06,-0.0543724379309262,1.7361115710214e-25,1.15420154810636e-24,1.35836929497169e-44,0.0349007092725762,0.0110518456084122
0.0084,0.300000004522587,-0.200238665259368,-8.46557218919457e-28,1.5196651602745e-06,-0.0566791346363309,-8.00128722415848e-27,2.46222616272371e-24,2.83962486502119e-44,0.0348989873578825,0.600000004522587,-0.200238665259368,-2.08790385067635e-27,1.5196651603001e-06,-0.0566791346363309,-4.78620272981853e-25,1.09148109585162e-25,-1.96053384788754e-51,0.0348989873578824,0.900000004118511,-0.20024462173809,5.59481310588102e-28,1.35581164279297e-06,-0.0586538246266167,2.07317542316024e-25,1.39470914600435e-24,1.72223224690945e-44,0.034899806794828,0.0118511004855005
0.009,0.300000005517213,-0.200273870658419,-7.91297407173652e-28,1.74754343257926e-06,-0.0606881819556819,1.30097972937416e-25,2.91160256044914e-24,3.49216145613461e-44,0.0348978479454312,0.600000005517213,-0.200273870658419,-2.38107357450935e-27,1.74754343260517e-06,-0.0606881819556819,-4.31863028901295e-25,1.01766432969081e-25,-1.96229236011685e-51,0.0348978479454312,0.90000000500091,-0.200281114699246,7.0873206369787e-28,1.5484843271257e-06,-0.0629486195799266,2.42890157167327e-25,1.65453480581354e-24,2.12658046419612e-44,0.0348988434675546,0.0126433708206995
0.0096,0.300000006681469,-0.200311470528425,-6.23605150651272e-28,1.99208904030433e-06,-0.0646916621149306,2.59141430896502e-25,3.35107426781959e-24,4.08672752943775e-44,0.0348966251410154,0.600000006681469,-0.200311470528425,-2.6200149185137e-27,1.99208904033095e-06,-0.0646916621149306,-3.91399257165616e-25,9.82733706058541e-26,-1.96527136431806e-51,0.0348966251410154,0.90000000602222,-0.200320210227075,8.77098083334969e-28,1.7522472611124e-06,-0.0672556452569703,2.75321475532304e-25,1.89120020295798e-24,2.52079961102096e-44,0.0348978246569882,0.0134291197534113
0.0102,0.300000007986481,-0.200351474466242,-3.77530539246912e-28,2.25302838125533e-06,-0.0686896842430837,3.97756926440764e-25,3.8053030941355e-24,4.68600897170416e-44,0.0348953203308707,0.60000000798648,-0.200351474466242,-2.83280408602171e-27,2.25302838128259e-06,-0.0686896842430837,-3.44281092839646e-25,9.49347049218246e-26,-1.96701526899829e-51,0.0348953203308707,0.900000007161183,-0.200361884903933,1.06434691913144e-27,1.96768692920256e-06,-0.0715755426851766,3.07337500998456e-25,2.12782974304706e-24,2.93244318537668e-44,0.0348967474418522,0.0142080951592055
0.0108,0.300000009434564,-0.200393881699576,-6.12973722801097e-29,2.53038354514751e-06,-0.07268223980679,5.39686826309345e-25,4.27380359524927e-24,5.27701811411264e-44,0.0348939334027465,0.600000009434564,-0.200393881699576,-3.02794076088767e-27,2.53038354517539e-06,-0.07268223980679,-2.96666480701606e-25,9.19956020450138e-26,-1.96758718840199e-51,0.0348939334027464,0.900000008419396,-0.200406140485995,1.27059516521445e-27,2.19476075377295e-06,-0.0759082621824904,3.38984051029807e-25,2.36424042321662e-24,3.35875795334871e-44,0.0348956120340331,0.0149803164372668
