"time","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe3.mediums[1].h","pipe3.mediums[1].p","valveIncompressible1.filter.x[1]","valveIncompressible1.filter.x[2]","valveOpening1.a","valveOpening1.b","valveOpening1.last","valveOpening1.nextEvent"
1.698,99374.3562622464,499976.33993376,89320.0042448576,499950.873679956,0.000999999987483163,0.000999999808845609,0,0,4,0.9999999999999
1.699,99374.4323485179,499976.339933723,89320.0604290218,499950.87369062,0.000999999987515451,0.000999999809337645,0,0,4,0.9999999999999
1.7,99374.5084347894,499976.339933686,89320.1166131861,499950.873701285,0.00099999998754774,0.000999999809829681,0,0,4,0.9999999999999
1.701,99374.5845210609,499976.33993365,89320.1727973503,499950.873711949,0.000999999987580029,0.000999999810321716,0,0,4,0.9999999999999
1.702,99374.6606073325,499976.339933613,89320.2289815146,499950.873722613,0.000999999987612317,0.000999999810813752,0,0,4,0.9999999999999
1.703,99374.736693604,499976.339933576,89320.2851656788,499950.873733277,0.000999999987644606,0.000999999811305788,0,0,4,0.9999999999999
1.704,99374.8127798755,499976.339933539,89320.3413498431,499950.873743941,0.000999999987676895,0.000999999811797824,0,0,4,0.9999999999999
1.705,99374.888866147,499976.339933503,89320.3975340073,499950.873754605,0.000999999987709183,0.00099999981228986,0,0,4,0.9999999999999
1.706,99374.9649524185,499976.339933466,89320.4537181716,499950.873765269,0.000999999987741472,0.000999999812781896,0,0,4,0.9999999999999
1.707,99375.04103869,499976.339933429,89320.5099023358,499950.873775933,0.000999999987773761,0.000999999813273931,0,0,4,0.9999999999999
1.708,99375.1171249615,499976.339933392,89320.5660865001,499950.873786597,0.00099999998780605,0.000999999813765967,0,0,4,0.9999999999999
1.709,99375.193211233,499976.339933355,89320.6222706643,499950.873797261,0.000999999987838338,0.000999999814258003,0,0,4,0.9999999999999
1.71,99375.2692975046,499976.339933319,89320.6784548286,499950.873807925,0.000999999987870627,0.000999999814750039,0,0,4,0.9999999999999
1.711,99375.3453837761,499976.339933282,89320.7346389928,499950.873818589,0.000999999987902915,0.000999999815242075,0,0,4,0.9999999999999
1.712,99375.4214700476,499976.339933245,89320.790823157,499950.873829254,0.000999999987935204,0.00099999981573411,0,0,4,0.9999999999999
1.713,99375.4975563191,499976.339933208,89320.8470073213,499950.873839918,0.000999999987967493,0.000999999816226146,0,0,4,0.9999999999999
1.714,99375.5736425906,499976.339933172,89320.9031914855,499950.873850582,0.000999999987999781,0.000999999816718182,0,0,4,0.9999999999999
1.715,99375.6497288621,499976.339933135,89320.9593756498,499950.873861246,0.00099999998803207,0.000999999817210218,0,0,4,0.9999999999999
1.716,99375.7258151336,499976.339933098,89321.015559814,499950.87387191,0.000999999988064359,0.000999999817702254,0,0,4,0.9999999999999
1.717,99375.8019014052,499976.339933061,89321.0717439783,499950.873882574,0.000999999988096648,0.00099999981819429,0,0,4,0.9999999999999
1.718,99375.8779876767,499976.339933025,89321.1279281425,499950.873893238,0.000999999988128936,0.000999999818686325,0,0,4,0.9999999999999
1.719,99375.9540739482,499976.339932988,89321.1841123068,499950.873903902,0.000999999988161225,0.000999999819178361,0,0,4,0.9999999999999
1.72,99376.0301602197,499976.339932951,89321.240296471,499950.873914566,0.000999999988193514,0.000999999819670397,0,0,4,0.9999999999999
1.721,99376.1062464912,499976.339932914,89321.2964806353,499950.87392523,0.000999999988225802,0.000999999820162433,0,0,4,0.9999999999999
1.722,99376.1823327627,499976.339932878,89321.3526647995,499950.873935894,0.000999999988258091,0.000999999820654469,0,0,4,0.9999999999999
1.723,99376.2584190342,499976.339932841,89321.4088489638,499950.873946559,0.00099999998829038,0.000999999821146504,0,0,4,0.9999999999999
1.724,99376.3345053058,499976.339932804,89321.465033128,499950.873957223,0.000999999988322668,0.00099999982163854,0,0,4,0.9999999999999
1.725,99376.4105915773,499976.339932767,89321.5212172922,499950.873967887,0.000999999988354957,0.000999999822130576,0,0,4,0.9999999999999
1.726,99376.4866778488,499976.33993273,89321.5774014565,499950.873978551,0.000999999988387246,0.000999999822622612,0,0,4,0.9999999999999
1.727,99376.5627641203,499976.339932694,89321.6335856207,499950.873989215,0.000999999988419534,0.000999999823114648,0,0,4,0.9999999999999
1.728,99376.6388503918,499976.339932657,89321.689769785,499950.873999879,0.000999999988451823,0.000999999823606684,0,0,4,0.9999999999999
1.729,99376.7149366633,499976.33993262,89321.7459539492,499950.874010543,0.000999999988484112,0.000999999824098719,0,0,4,0.9999999999999
1.73,99376.7910229348,499976.339932583,89321.8021381135,499950.874021207,0.000999999988516401,0.000999999824590755,0,0,4,0.9999999999999
1.731,99376.8671092064,499976.339932547,89321.8583222777,499950.874031871,0.000999999988548689,0.000999999825082791,0,0,4,0.9999999999999
1.732,99376.9431954779,499976.33993251,89321.914506442,499950.874042535,0.000999999988580978,0.000999999825574827,0,0,4,0.9999999999999
1.733,99377.0192817494,499976.339932473,89321.9706906062,499950.874053199,0.000999999988613267,0.000999999826066863,0,0,4,0.9999999999999
1.734,99377.0953680209,499976.339932436,89322.0268747705,499950.874063863,0.000999999988645555,0.000999999826558898,0,0,4,0.9999999999999
1.735,99377.1714542924,499976.3399324,89322.0830589347,499950.874074528,0.000999999988677844,0.000999999827050934,0,0,4,0.9999999999999
1.736,99377.2475405639,499976.339932363,89322.139243099,499950.874085192,0.000999999988710133,0.00099999982754297,0,0,4,0.9999999999999
1.737,99377.3236268354,499976.339932326,89322.1954272632,499950.874095856,0.000999999988742421,0.000999999828035006,0,0,4,0.9999999999999
1.738,99377.3997131069,499976.339932289,89322.2516114274,499950.87410652,0.00099999998877471,0.000999999828527042,0,0,4,0.9999999999999
1.739,99377.4757993785,499976.339932252,89322.3077955917,499950.874117184,0.000999999988806999,0.000999999829019078,0,0,4,0.9999999999999
1.74,99377.55188565,499976.339932216,89322.3639797559,499950.874127848,0.000999999988839287,0.000999999829511113,0,0,4,0.9999999999999
1.741,99377.6279719215,499976.339932179,89322.4201639202,499950.874138512,0.000999999988871576,0.000999999830003149,0,0,4,0.9999999999999
1.742,99377.704058193,499976.339932142,89322.4763480844,499950.874149176,0.000999999988903865,0.000999999830495185,0,0,4,0.9999999999999
1.743,99377.7801444645,499976.339932105,89322.5325322487,499950.87415984,0.000999999988936154,0.000999999830987221,0,0,4,0.9999999999999
1.744,99377.856230736,499976.339932069,89322.5887164129,499950.874170504,0.000999999988968442,0.000999999831479257,0,0,4,0.9999999999999
1.745,99377.9323170076,499976.339932032,89322.6449005772,499950.874181168,0.000999999989000731,0.000999999831971293,0,0,4,0.9999999999999
1.746,99378.0084032791,499976.339931995,89322.7010847414,499950.874191833,0.00099999998903302,0.000999999832463328,0,0,4,0.9999999999999
1.747,99378.0844895506,499976.339931958,89322.7572689057,499950.874202497,0.000999999989065308,0.000999999832955364,0,0,4,0.9999999999999
1.748,99378.1605758221,499976.339931921,89322.8134530699,499950.874213161,0.000999999989097597,0.0009999998334474,0,0,4,0.9999999999999
1.749,99378.2366620936,499976.339931885,89322.8696372342,499950.874223825,0.000999999989129886,0.000999999833939436,0,0,4,0.9999999999999
1.75,99378.3127483651,499976.339931848,89322.9258213984,499950.874234489,0.000999999989162174,0.000999999834431472,0,0,4,0.9999999999999
1.751,99378.3888346366,499976.339931811,89322.9820055626,499950.874245153,0.000999999989194463,0.000999999834923507,0,0,4,0.9999999999999
1.752,99378.4649209082,499976.339931774,89323.0381897269,499950.874255817,0.000999999989226752,0.000999999835415543,0,0,4,0.9999999999999
1.753,99378.5410071797,499976.339931738,89323.0943738911,499950.874266481,0.00099999998925904,0.000999999835907579,0,0,4,0.9999999999999
1.754,99378.6170934512,499976.339931701,89323.1505580554,499950.874277145,0.000999999989291329,0.000999999836399615,0,0,4,0.9999999999999
1.755,99378.6931797227,499976.339931664,89323.2067422196,499950.874287809,0.000999999989323618,0.000999999836891651,0,0,4,0.9999999999999
1.756,99378.7692659942,499976.339931627,89323.2629263839,499950.874298473,0.000999999989355907,0.000999999837383687,0,0,4,0.9999999999999
1.757,99378.8453522657,499976.339931591,89323.3191105481,499950.874309137,0.000999999989388195,0.000999999837875722,0,0,4,0.9999999999999
1.758,99378.9214385372,499976.339931554,89323.3752947124,499950.874319802,0.000999999989420484,0.000999999838367758,0,0,4,0.9999999999999
1.759,99378.9975248087,499976.339931517,89323.4314788766,499950.874330466,0.000999999989452773,0.000999999838859794,0,0,4,0.9999999999999
1.76,99379.0736110803,499976.33993148,89323.4876630409,499950.87434113,0.000999999989485061,0.00099999983935183,0,0,4,0.9999999999999
1.761,99379.1496973518,499976.339931444,89323.5438472051,499950.874351794,0.00099999998951735,0.000999999839843866,0,0,4,0.9999999999999
1.762,99379.2257836233,499976.339931407,89323.6000313693,499950.874362458,0.000999999989549639,0.000999999840335901,0,0,4,0.9999999999999
1.763,99379.3018698948,499976.33993137,89323.6562155336,499950.874373122,0.000999999989581927,0.000999999840827937,0,0,4,0.9999999999999
1.764,99379.3779561663,499976.339931333,89323.7123996978,499950.874383786,0.000999999989614216,0.000999999841319973,0,0,4,0.9999999999999
1.765,99379.4540424378,499976.339931296,89323.7685838621,499950.87439445,0.000999999989646505,0.000999999841812009,0,0,4,0.9999999999999
1.766,99379.5301287094,499976.33993126,89323.8247680263,499950.874405114,0.000999999989678793,0.000999999842304045,0,0,4,0.9999999999999
1.767,99379.6062149809,499976.339931223,89323.8809521906,499950.874415778,0.000999999989711082,0.000999999842796081,0,0,4,0.9999999999999
1.768,99379.6823012524,499976.339931186,89323.9371363548,499950.874426442,0.000999999989743371,0.000999999843288116,0,0,4,0.9999999999999
1.769,99379.7583875239,499976.339931149,89323.9933205191,499950.874437107,0.00099999998977566,0.000999999843780152,0,0,4,0.9999999999999
1.77,99379.8344737954,499976.339931113,89324.0495046833,499950.874447771,0.000999999989807948,0.000999999844272188,0,0,4,0.9999999999999
1.771,99379.9105600669,499976.339931076,89324.1056888476,499950.874458435,0.000999999989840237,0.000999999844764224,0,0,4,0.9999999999999
1.772,99379.9866463384,499976.339931039,89324.1618730118,499950.874469099,0.000999999989872526,0.00099999984525626,0,0,4,0.9999999999999
1.773,99380.0627326099,499976.339931002,89324.2180571761,499950.874479763,0.000999999989904814,0.000999999845748296,0,0,4,0.9999999999999
1.774,99380.1388188815,499976.339930966,89324.2742413403,499950.874490427,0.000999999989937103,0.000999999846240331,0,0,4,0.9999999999999
1.775,99380.214905153,499976.339930929,89324.3304255045,499950.874501091,0.000999999989969392,0.000999999846732367,0,0,4,0.9999999999999
1.776,99380.2909914245,499976.339930892,89324.3866096688,499950.874511755,0.00099999999000168,0.000999999847224403,0,0,4,0.9999999999999
1.777,99380.367077696,499976.339930855,89324.442793833,499950.874522419,0.000999999990033969,0.000999999847716439,0,0,4,0.9999999999999
1.778,99380.4431639675,499976.339930818,89324.4989779973,499950.874533083,0.000999999990066258,0.000999999848208475,0,0,4,0.9999999999999
1.779,99380.519250239,499976.339930782,89324.5551621615,499950.874543748,0.000999999990098546,0.00099999984870051,0,0,4,0.9999999999999
1.78,99380.5953365105,499976.339930745,89324.6113463258,499950.874554412,0.000999999990130835,0.000999999849192546,0,0,4,0.9999999999999
1.781,99380.6714227821,499976.339930708,89324.66753049,499950.874565076,0.000999999990163124,0.000999999849684582,0,0,4,0.9999999999999
1.782,99380.7475090536,499976.339930671,89324.7237146543,499950.87457574,0.000999999990195413,0.000999999850176618,0,0,4,0.9999999999999
1.783,99380.8235953251,499976.339930635,89324.7798988185,499950.874586404,0.000999999990227701,0.000999999850668654,0,0,4,0.9999999999999
1.784,99380.8996815966,499976.339930598,89324.8360829827,499950.874597068,0.00099999999025999,0.00099999985116069,0,0,4,0.9999999999999
1.785,99380.9757678681,499976.339930561,89324.892267147,499950.874607732,0.000999999990292279,0.000999999851652725,0,0,4,0.9999999999999
1.786,99381.0518541396,499976.339930524,89324.9484513113,499950.874618396,0.000999999990324567,0.000999999852144761,0,0,4,0.9999999999999
1.787,99381.1279404112,499976.339930488,89325.0046354755,499950.87462906,0.000999999990356856,0.000999999852636797,0,0,4,0.9999999999999
1.788,99381.2040266827,499976.339930451,89325.0608196397,499950.874639724,0.000999999990389145,0.000999999853128833,0,0,4,0.9999999999999
1.789,99381.2801129542,499976.339930414,89325.117003804,499950.874650388,0.000999999990421433,0.000999999853620869,0,0,4,0.9999999999999
1.79,99381.3561992257,499976.339930377,89325.1731879682,499950.874661052,0.000999999990453722,0.000999999854112904,0,0,4,0.9999999999999
1.791,99381.4322854972,499976.33993034,89325.2293721325,499950.874671717,0.000999999990486011,0.00099999985460494,0,0,4,0.9999999999999
1.792,99381.5083717687,499976.339930304,89325.2855562967,499950.874682381,0.000999999990518299,0.000999999855096976,0,0,4,0.9999999999999
1.793,99381.5844580402,499976.339930267,89325.341740461,499950.874693045,0.000999999990550588,0.000999999855589012,0,0,4,0.9999999999999
1.794,99381.6605443117,499976.33993023,89325.3979246252,499950.874703709,0.000999999990582877,0.000999999856081048,0,0,4,0.9999999999999
1.795,99381.7366305833,499976.339930193,89325.4541087895,499950.874714373,0.000999999990615166,0.000999999856573084,0,0,4,0.9999999999999
1.796,99381.8127168548,499976.339930157,89325.5102929537,499950.874725037,0.000999999990647454,0.00099999985706512,0,0,4,0.9999999999999
1.797,99381.8888031263,499976.33993012,89325.566477118,499950.874735701,0.000999999990679743,0.000999999857557155,0,0,4,0.9999999999999
1.798,99381.9648893978,499976.339930083,89325.6226612822,499950.874746365,0.000999999990712032,0.000999999858049191,0,0,4,0.9999999999999
1.799,99382.0409756693,499976.339930046,89325.6788454464,499950.874757029,0.00099999999074432,0.000999999858541227,0,0,4,0.9999999999999
1.8,99382.1170619408,499976.33993001,89325.7350296107,499950.874767693,0.000999999990776609,0.000999999859033263,0,0,4,0.9999999999999
1.801,99382.1931482123,499976.339929973,89325.7912137749,499950.874778357,0.000999999990808897,0.000999999859525298,0,0,4,0.9999999999999
1.802,99382.2692344839,499976.339929936,89325.8473979392,499950.874789022,0.000999999990841186,0.000999999860017334,0,0,4,0.9999999999999
1.803,99382.3453207554,499976.339929899,89325.9035821034,499950.874799686,0.000999999990873475,0.00099999986050937,0,0,4,0.9999999999999
1.804,99382.4214070269,499976.339929863,89325.9597662677,499950.87481035,0.000999999990905764,0.000999999861001406,0,0,4,0.9999999999999
1.805,99382.4974932984,499976.339929826,89326.0159504319,499950.874821014,0.000999999990938052,0.000999999861493442,0,0,4,0.9999999999999
1.806,99382.5735795699,499976.339929789,89326.0721345962,499950.874831678,0.000999999990970341,0.000999999861985478,0,0,4,0.9999999999999
1.807,99382.6496658414,499976.339929752,89326.1283187604,499950.874842342,0.00099999999100263,0.000999999862477513,0,0,4,0.9999999999999
1.808,99382.725752113,499976.339929715,89326.1845029247,499950.874853006,0.000999999991034919,0.000999999862969549,0,0,4,0.9999999999999
1.809,99382.8018383844,499976.339929679,89326.2406870889,499950.87486367,0.000999999991067207,0.000999999863461585,0,0,4,0.9999999999999
1.81,99382.877924656,499976.339929642,89326.2968712532,499950.874874334,0.000999999991099496,0.000999999863953621,0,0,4,0.9999999999999
1.811,99382.9540109275,499976.339929605,89326.3530554174,499950.874884998,0.000999999991131784,0.000999999864445657,0,0,4,0.9999999999999
1.812,99383.030097199,499976.339929568,89326.4092395816,499950.874895662,0.000999999991164073,0.000999999864937693,0,0,4,0.9999999999999
1.813,99383.1061834705,499976.339929532,89326.4654237459,499950.874906326,0.000999999991196362,0.000999999865429728,0,0,4,0.9999999999999
1.814,99383.182269742,499976.339929495,89326.5216079101,499950.874916991,0.00099999999122865,0.000999999865921764,0,0,4,0.9999999999999
1.815,99383.2583560135,499976.339929458,89326.5777920744,499950.874927655,0.000999999991260939,0.0009999998664138,0,0,4,0.9999999999999
1.816,99383.3344422851,499976.339929421,89326.6339762386,499950.874938319,0.000999999991293228,0.000999999866905836,0,0,4,0.9999999999999
1.817,99383.4105285566,499976.339929384,89326.6901604029,499950.874948983,0.000999999991325517,0.000999999867397872,0,0,4,0.9999999999999
1.818,99383.4866148281,499976.339929348,89326.7463445671,499950.874959647,0.000999999991357805,0.000999999867889907,0,0,4,0.9999999999999
1.819,99383.5627010996,499976.339929311,89326.8025287314,499950.874970311,0.000999999991390094,0.000999999868381943,0,0,4,0.9999999999999
1.82,99383.6387873711,499976.339929274,89326.8587128956,499950.874980975,0.000999999991422383,0.000999999868873979,0,0,4,0.9999999999999
1.821,99383.7148736426,499976.339929237,89326.9148970599,499950.874991639,0.000999999991454671,0.000999999869366015,0,0,4,0.9999999999999
1.822,99383.7909599141,499976.339929201,89326.9710812241,499950.875002303,0.00099999999148696,0.000999999869858051,0,0,4,0.9999999999999
1.823,99383.8670461857,499976.339929164,89327.0272653884,499950.875012967,0.000999999991519249,0.000999999870350087,0,0,4,0.9999999999999
1.824,99383.9431324572,499976.339929127,89327.0834495526,499950.875023631,0.000999999991551537,0.000999999870842122,0,0,4,0.9999999999999
1.825,99384.0192187287,499976.33992909,89327.1396337168,499950.875034296,0.000999999991583826,0.000999999871334158,0,0,4,0.9999999999999
1.826,99384.0953050002,499976.339929054,89327.1958178811,499950.87504496,0.000999999991616115,0.000999999871826194,0,0,4,0.9999999999999
1.827,99384.1713912717,499976.339929017,89327.2520020453,499950.875055624,0.000999999991648403,0.00099999987231823,0,0,4,0.9999999999999
1.828,99384.2474775432,499976.33992898,89327.3081862096,499950.875066288,0.000999999991680692,0.000999999872810266,0,0,4,0.9999999999999
1.829,99384.3235638147,499976.339928943,89327.3643703738,499950.875076952,0.000999999991712981,0.000999999873302301,0,0,4,0.9999999999999
1.83,99384.3996500863,499976.339928906,89327.4205545381,499950.875087616,0.00099999999174527,0.000999999873794337,0,0,4,0.9999999999999
1.831,99384.4757363578,499976.33992887,89327.4767387023,499950.87509828,0.000999999991777558,0.000999999874286373,0,0,4,0.9999999999999
1.832,99384.5518226293,499976.339928833,89327.5329228666,499950.875108944,0.000999999991809847,0.000999999874778409,0,0,4,0.9999999999999
1.833,99384.6279089008,499976.339928796,89327.5891070308,499950.875119608,0.000999999991842136,0.000999999875270445,0,0,4,0.9999999999999
1.834,99384.7039951723,499976.339928759,89327.645291195,499950.875130272,0.000999999991874424,0.000999999875762481,0,0,4,0.9999999999999
1.835,99384.7800814438,499976.339928723,89327.7014753593,499950.875140936,0.000999999991906713,0.000999999876254517,0,0,4,0.9999999999999
1.836,99384.8561677153,499976.339928686,89327.7576595235,499950.875151601,0.000999999991939002,0.000999999876746552,0,0,4,0.9999999999999
1.837,99384.9322539869,499976.339928649,89327.8138436878,499950.875162265,0.00099999999197129,0.000999999877238588,0,0,4,0.9999999999999
1.838,99385.0083402584,499976.339928612,89327.870027852,499950.875172929,0.000999999992003579,0.000999999877730624,0,0,4,0.9999999999999
1.839,99385.0844265299,499976.339928576,89327.9262120163,499950.875183593,0.000999999992035868,0.00099999987822266,0,0,4,0.9999999999999
1.84,99385.1605128014,499976.339928539,89327.9823961805,499950.875194257,0.000999999992068156,0.000999999878714696,0,0,4,0.9999999999999
1.841,99385.2365990729,499976.339928502,89328.0385803448,499950.875204921,0.000999999992100445,0.000999999879206731,0,0,4,0.9999999999999
1.842,99385.3126853444,499976.339928465,89328.094764509,499950.875215585,0.000999999992132734,0.000999999879698767,0,0,4,0.9999999999999
1.843,99385.3887716159,499976.339928429,89328.1509486733,499950.875226249,0.000999999992165023,0.000999999880190803,0,0,4,0.9999999999999
1.844,99385.4648578874,499976.339928392,89328.2071328375,499950.875236913,0.000999999992197311,0.000999999880682839,0,0,4,0.9999999999999
1.845,99385.540944159,499976.339928355,89328.2633170018,499950.875247577,0.0009999999922296,0.000999999881174875,0,0,4,0.9999999999999
1.846,99385.6170304305,499976.339928318,89328.319501166,499950.875258241,0.000999999992261889,0.00099999988166691,0,0,4,0.9999999999999
1.847,99385.693116702,499976.339928281,89328.3756853302,499950.875268905,0.000999999992294177,0.000999999882158946,0,0,4,0.9999999999999
1.848,99385.7692029735,499976.339928245,89328.4318694945,499950.87527957,0.000999999992326466,0.000999999882650982,0,0,4,0.9999999999999
1.849,99385.845289245,499976.339928208,89328.4880536587,499950.875290234,0.000999999992358755,0.000999999883143018,0,0,4,0.9999999999999
1.85,99385.9213755165,499976.339928171,89328.544237823,499950.875300898,0.000999999992391043,0.000999999883635054,0,0,4,0.9999999999999
1.851,99385.9974617881,499976.339928134,89328.6004219872,499950.875311562,0.000999999992423332,0.00099999988412709,0,0,4,0.9999999999999
1.852,99386.0735480596,499976.339928098,89328.6566061515,499950.875322226,0.000999999992455621,0.000999999884619125,0,0,4,0.9999999999999
1.853,99386.1496343311,499976.339928061,89328.7127903157,499950.87533289,0.000999999992487909,0.000999999885111161,0,0,4,0.9999999999999
1.854,99386.2257206026,499976.339928024,89328.76897448,499950.875343554,0.000999999992520198,0.000999999885603197,0,0,4,0.9999999999999
1.855,99386.3018068741,499976.339927987,89328.8251586442,499950.875354218,0.000999999992552487,0.000999999886095233,0,0,4,0.9999999999999
1.856,99386.3778931456,499976.339927951,89328.8813428085,499950.875364882,0.000999999992584776,0.000999999886587269,0,0,4,0.9999999999999
1.857,99386.4539794171,499976.339927914,89328.9375269727,499950.875375546,0.000999999992617064,0.000999999887079304,0,0,4,0.9999999999999
1.858,99386.5300656887,499976.339927877,89328.993711137,499950.875386211,0.000999999992649353,0.00099999988757134,0,0,4,0.9999999999999
1.859,99386.6061519602,499976.33992784,89329.0498953012,499950.875396875,0.000999999992681642,0.000999999888063376,0,0,4,0.9999999999999
1.86,99386.6822382317,499976.339927803,89329.1060794654,499950.875407539,0.00099999999271393,0.000999999888555412,0,0,4,0.9999999999999
1.861,99386.7583245032,499976.339927767,89329.1622636297,499950.875418203,0.000999999992746219,0.000999999889047448,0,0,4,0.9999999999999
1.862,99386.8344107747,499976.33992773,89329.2184477939,499950.875428867,0.000999999992778508,0.000999999889539484,0,0,4,0.9999999999999
1.863,99386.9104970462,499976.339927693,89329.2746319582,499950.875439531,0.000999999992810796,0.00099999989003152,0,0,4,0.9999999999999
1.864,99386.9865833177,499976.339927656,89329.3308161224,499950.875450195,0.000999999992843085,0.000999999890523555,0,0,4,0.9999999999999
1.865,99387.0626695892,499976.33992762,89329.3870002867,499950.875460859,0.000999999992875374,0.000999999891015591,0,0,4,0.9999999999999
1.866,99387.1387558608,499976.339927583,89329.4431844509,499950.875471523,0.000999999992907662,0.000999999891507627,0,0,4,0.9999999999999
1.867,99387.2148421323,499976.339927546,89329.4993686152,499950.875482187,0.000999999992939951,0.000999999891999663,0,0,4,0.9999999999999
1.868,99387.2909284038,499976.339927509,89329.5555527794,499950.875492851,0.00099999999297224,0.000999999892491698,0,0,4,0.9999999999999
1.869,99387.3670146753,499976.339927473,89329.6117369437,499950.875503515,0.000999999993004529,0.000999999892983734,0,0,4,0.9999999999999
1.87,99387.4431009468,499976.339927436,89329.6679211079,499950.875514179,0.000999999993036817,0.00099999989347577,0,0,4,0.9999999999999
1.871,99387.5191872183,499976.339927399,89329.7241052722,499950.875524844,0.000999999993069106,0.000999999893967806,0,0,4,0.9999999999999
1.872,99387.5952734898,499976.339927362,89329.7802894364,499950.875535508,0.000999999993101395,0.000999999894459842,0,0,4,0.9999999999999
1.873,99387.6713597614,499976.339927325,89329.8364736006,499950.875546172,0.000999999993133683,0.000999999894951878,0,0,4,0.9999999999999
1.874,99387.7474460329,499976.339927289,89329.8926577649,499950.875556836,0.000999999993165972,0.000999999895443914,0,0,4,0.9999999999999
1.875,99387.8235323044,499976.339927252,89329.9488419291,499950.8755675,0.000999999993198261,0.000999999895935949,0,0,4,0.9999999999999
1.876,99387.8996185759,499976.339927215,89330.0050260934,499950.875578164,0.000999999993230549,0.000999999896427985,0,0,4,0.9999999999999
1.877,99387.9757048474,499976.339927178,89330.0612102576,499950.875588828,0.000999999993262838,0.000999999896920021,0,0,4,0.9999999999999
1.878,99388.0517911189,499976.339927142,89330.1173944219,499950.875599492,0.000999999993295127,0.000999999897412057,0,0,4,0.9999999999999
1.879,99388.1278773904,499976.339927105,89330.1735785861,499950.875610156,0.000999999993327415,0.000999999897904093,0,0,4,0.9999999999999
1.88,99388.203963662,499976.339927068,89330.2297627504,499950.87562082,0.000999999993359704,0.000999999898396128,0,0,4,0.9999999999999
1.881,99388.2800499335,499976.339927031,89330.2859469146,499950.875631484,0.000999999993391993,0.000999999898888164,0,0,4,0.9999999999999
1.882,99388.356136205,499976.339926995,89330.3421310789,499950.875642149,0.000999999993424282,0.0009999998993802,0,0,4,0.9999999999999
1.883,99388.4322224765,499976.339926958,89330.3983152431,499950.875652813,0.00099999999345657,0.000999999899872236,0,0,4,0.9999999999999
1.884,99388.508308748,499976.339926921,89330.4544994074,499950.875663477,0.000999999993488859,0.000999999900364272,0,0,4,0.9999999999999
1.885,99388.5843950195,499976.339926884,89330.5106835716,499950.875674141,0.000999999993521148,0.000999999900856307,0,0,4,0.9999999999999
1.886,99388.6604812911,499976.339926847,89330.5668677358,499950.875684805,0.000999999993553436,0.000999999901348343,0,0,4,0.9999999999999
1.887,99388.7365675626,499976.339926811,89330.6230519001,499950.875695469,0.000999999993585725,0.000999999901840379,0,0,4,0.9999999999999
1.888,99388.8126538341,499976.339926774,89330.6792360643,499950.875706133,0.000999999993618014,0.000999999902332415,0,0,4,0.9999999999999
1.889,99388.8887401056,499976.339926737,89330.7354202286,499950.875716797,0.000999999993650302,0.000999999902824451,0,0,4,0.9999999999999
1.89,99388.9648263771,499976.3399267,89330.7916043928,499950.875727461,0.000999999993682591,0.000999999903316487,0,0,4,0.9999999999999
1.891,99389.0409126486,499976.339926664,89330.8477885571,499950.875738125,0.00099999999371488,0.000999999903808522,0,0,4,0.9999999999999
1.892,99389.1169989201,499976.339926627,89330.9039727213,499950.87574879,0.000999999993747168,0.000999999904300558,0,0,4,0.9999999999999
1.893,99389.1930851916,499976.33992659,89330.9601568856,499950.875759454,0.000999999993779457,0.000999999904792594,0,0,4,0.9999999999999
1.894,99389.2691714632,499976.339926553,89331.0163410498,499950.875770118,0.000999999993811746,0.00099999990528463,0,0,4,0.9999999999999
1.895,99389.3452577347,499976.339926517,89331.0725252141,499950.875780782,0.000999999993844035,0.000999999905776666,0,0,4,0.9999999999999
1.896,99389.4213440062,499976.33992648,89331.1287093783,499950.875791446,0.000999999993876323,0.000999999906268701,0,0,4,0.9999999999999
1.897,99389.4974302777,499976.339926443,89331.1848935426,499950.87580211,0.000999999993908612,0.000999999906760737,0,0,4,0.9999999999999
1.898,99389.5735165492,499976.339926406,89331.2410777068,499950.875812774,0.000999999993940901,0.000999999907252773,0,0,4,0.9999999999999
1.899,99389.6496028207,499976.339926369,89331.297261871,499950.875823438,0.000999999993973189,0.000999999907744809,0,0,4,0.9999999999999
1.9,99389.7256890922,499976.339926333,89331.3534460353,499950.875834102,0.000999999994005478,0.000999999908236845,0,0,4,0.9999999999999
1.901,99389.8017753638,499976.339926296,89331.4096301995,499950.875844766,0.000999999994037766,0.000999999908728881,0,0,4,0.9999999999999
1.902,99389.8778616353,499976.339926259,89331.4658143638,499950.87585543,0.000999999994070055,0.000999999909220917,0,0,4,0.9999999999999
1.903,99389.9539479068,499976.339926222,89331.521998528,499950.875866094,0.000999999994102344,0.000999999909712952,0,0,4,0.9999999999999
1.904,99390.0300341783,499976.339926186,89331.5781826923,499950.875876759,0.000999999994134633,0.000999999910204988,0,0,4,0.9999999999999
1.905,99390.1061204498,499976.339926149,89331.6343668565,499950.875887423,0.000999999994166921,0.000999999910697024,0,0,4,0.9999999999999
1.906,99390.1822067213,499976.339926112,89331.6905510208,499950.875898087,0.00099999999419921,0.00099999991118906,0,0,4,0.9999999999999
1.907,99390.2582929928,499976.339926075,89331.746735185,499950.875908751,0.000999999994231499,0.000999999911681096,0,0,4,0.9999999999999
