"time","directMass.mass.s","directMass.mass.v","mass2a.s","mass2a.v","mass2b.s","mass2b.v","mass3a.s","mass3a.v","mass3b.s","mass3b.v"
0.175,0.0266754547930827,0.382884647338549,0.0270665113905175,0.380188185343589,0.0264799264943661,0.384232878336033,0.0269910621658304,0.379678507393352,0.026517651106709,0.384487717311148
0.1755,0.0268672030962296,0.384107624748341,0.0272569037518701,0.381380337529539,0.0266723527684101,0.385471268357747,0.0271812838058672,0.381200978860084,0.0267101627414109,0.385560947692471
0.176,0.0270595614790655,0.385324958193149,0.027447890807167,0.382566953416017,0.0268653968150155,0.38670396058172,0.0273722649592478,0.382716408533818,0.0269032097389744,0.386629233022816
0.1765,0.0272525271074826,0.386536599615572,0.027639469776441,0.383747986165077,0.0270590557730042,0.387930906340825,0.0275640016338372,0.384223627142454,0.0270967898443054,0.387693085852133
0.177,0.0274460971233496,0.387742501183349,0.0278316378563113,0.38492338915903,0.0272533267568695,0.389152057195512,0.0277564891676967,0.385721471092052,0.0272909011011761,0.388753016228998
0.1775,0.0276402686451063,0.388942615287198,0.0280243922205631,0.386093115999276,0.0274482068573787,0.390367364931163,0.0279497230974729,0.38720882250746,0.0274855414189231,0.389809511677068
0.178,0.0278350387676038,0.390136894545005,0.0282177300199923,0.387257120509872,0.0276436931414104,0.391576781562577,0.0281436986738615,0.388684593005572,0.0276807088144751,0.390863045314723
0.1785,0.0280304045611888,0.391325291812347,0.028411648381515,0.388415356745855,0.0278397826510265,0.392780259345598,0.0283384090240053,0.390147651195399,0.0278764023297807,0.391914112120822
0.179,0.0282263630730451,0.392507760174065,0.0286061444094741,0.389567778987376,0.0280364724048315,0.393977750767414,0.0285338473573884,0.391596918344744,0.0280726209308736,0.392963181088727
0.1795,0.0284229113269118,0.393684252949476,0.0288012151853648,0.390714341744036,0.0282337593976861,0.3951692085522,0.0287300062629709,0.393031343073276,0.0282693638588824,0.394010707887576
0.18,0.0286200463232504,0.394854723693762,0.0289968577679989,0.391854999756325,0.0284316406008769,0.396354585662486,0.0289268778211227,0.394449905410078,0.0284666305743144,0.395057132835605
0.1805,0.0288177650404267,0.396019126190216,0.0291930691946599,0.392989707989465,0.0286301129633109,0.397533835290597,0.0291244556893676,0.395851627120887,0.0286644197159563,0.396102875724882
0.181,0.0290160644322267,0.397177414475567,0.0293898464786749,0.394118421654716,0.0288291734090034,0.398706910885997,0.0293227300537479,0.397235559373336,0.0288627316214662,0.397148342026683
0.1815,0.0292149414300377,0.398329542823198,0.0295871866115469,0.395241096195732,0.029028818839284,0.399873766136936,0.0295216916596706,0.398600799242724,0.0290615663152215,0.398193914613436
0.182,0.0294143929424039,0.39947546575007,0.0297850865625204,0.396357687294578,0.0292290461323464,0.40103435497782,0.0297213307324323,0.399946489985099,0.0292609240473897,0.399239953632557
0.1825,0.0296144158551377,0.400615138018612,0.0299835432786907,0.397468150873597,0.0294298521433621,0.402188631591125,0.0299216369814842,0.401271824752788,0.0294608052919646,0.400286794651525
0.183,0.0298150070322365,0.40174851463081,0.0301825536859017,0.398572443090271,0.0296312337054047,0.403336550401085,0.0301226011315015,0.40257599377183,0.029661209982604,0.401334775060302
0.1835,0.030016163314778,0.402875550841914,0.030382114687664,0.399670520349646,0.0298331876283359,0.404478066088052,0.0303242126164745,0.40385827360399,0.02986213866393,0.402384189460877
0.184,0.0302178815211406,0.403996202161289,0.0305822231653693,0.400762339305255,0.0300357106990271,0.405613133589311,0.0305264597869942,0.405118023344349,0.0300635923882139,0.40343529156976
0.1845,0.0304201584477563,0.405110424348077,0.0307828759790297,0.401847856855394,0.0302387996821204,0.406741708094423,0.0307293311346594,0.406354643154567,0.0302655721043049,0.404488314944833
0.185,0.030622990868961,0.406218173415638,0.0309840699671299,0.402927030147258,0.0304424513198774,0.407863745049832,0.0309328147971763,0.407567596462632,0.0304680789048535,0.405543461892142
0.1855,0.030826375537112,0.407319405633391,0.0311858019467424,0.403999816578748,0.0306466623322976,0.408979200160717,0.0311368985730699,0.408756413291562,0.0306711140191332,0.406600901804306
0.186,0.0310303091833051,0.408414077522291,0.0313880687142318,0.405066173794178,0.0308514294178426,0.410088029386353,0.0313415708921727,0.409920600849289,0.0308746783288714,0.407660815858793
0.1865,0.0312347885168314,0.409502145863687,0.0315908670447205,0.406126059692808,0.0310567492528877,0.411190188949131,0.0315468197766548,0.411059749095623,0.0310787728869198,0.408723344247719
0.187,0.0314398102247519,0.410583567706924,0.0317941936916705,0.407179432436169,0.0312626184912935,0.412285635342307,0.0317526319898371,0.412173618088737,0.0312833993422095,0.409788542516019
0.1875,0.0316453709730253,0.411658300360466,0.0319980453879906,0.408226250439598,0.0314690337655435,0.413374325320905,0.0319589946613592,0.413261985051719,0.0314885591288585,0.410856458014841
0.188,0.0318514674062771,0.41272630139743,0.0322024188458101,0.409266472377588,0.0316759916865114,0.414456215907355,0.0321658947464747,0.414324701593122,0.0316942537361784,0.411927101299584
0.1885,0.0320580961479217,0.413787528657381,0.032407310756597,0.410300057185554,0.0318834888435849,0.4155312643933,0.0323733190473159,0.415361696399699,0.0319004846982248,0.413000444786223
0.189,0.0322652538009965,0.414841940240335,0.0326127177919777,0.411326964054042,0.0320915218055067,0.416599428333486,0.03258125518795,0.416372853271515,0.0321072531075198,0.414076483724746
0.1895,0.0324729369480362,0.415889494511254,0.032818636603613,0.41234715243312,0.0323000871202486,0.417660665550325,0.0327896913046845,0.417358057070186,0.0323145597697121,0.415155213231788
0.19,0.0326811421492736,0.416930150122889,0.0330250638214306,0.413360582054501,0.032509181313196,0.418714934157087,0.032998613494962,0.418317532612656,0.0325224064764295,0.416236458878006
0.1905,0.0328898659449986,0.417963865993075,0.0332319960559415,0.4143672129096,0.032718800889528,0.419762192534817,0.0332080088338877,0.419251455892138,0.0327307945005542,0.417320071043545
0.191,0.0330991048549817,0.418990601314173,0.0334394298976736,0.415367005258692,0.0329289423336366,0.420802399341918,0.0334178644609765,0.420160078909587,0.0329397250519844,0.418405862516467
0.1915,0.0333088553786017,0.420010315554801,0.0336473619172965,0.416359919632622,0.0331396021092552,0.421835513515896,0.0336281676092315,0.42104373134525,0.033149199263287,0.419493607659578
0.192,0.033519113995429,0.421022968456112,0.0338557886661942,0.417345916829044,0.0333507766600472,0.422861494269651,0.033838905941608,0.421902712605637,0.0333592180223396,0.42058309638135
0.1925,0.0337298771658583,0.422028520027466,0.0340647066770865,0.418324957908071,0.0335624624102451,0.423880301087167,0.0340500679214434,0.422737171757266,0.0335697817880659,0.421674194162566
0.193,0.0339411413284583,0.423026930581458,0.0342741124614243,0.419297004227265,0.0337746557619761,0.424891893758559,0.0342616409658508,0.423547778133559,0.0337808915097621,0.422766506805408
0.1935,0.0341529029027763,0.424018160703568,0.0344840025121453,0.420262017411262,0.0339873530980927,0.425896232349726,0.034473613282357,0.4243350783671,0.0339925477129862,0.423859701871803
0.194,0.0343651582886818,0.425002171263295,0.0346943733030279,0.421219959362872,0.0342005507815096,0.426893277213511,0.0346859733681976,0.425099687000427,0.0342047507489241,0.424953413394729
0.1945,0.0345779038664985,0.425978923415826,0.0349052212888211,0.422170792264724,0.0344142451553381,0.427882988991382,0.0348987100429262,0.425842286898572,0.0344175007782849,0.426047241674454
0.195,0.0347911359973639,0.42694837860073,0.0351165429055965,0.423114478577865,0.0346284325432484,0.428865328612167,0.035111812423332,0.426563565944235,0.0346307977843799,0.427140784928978
0.1955,0.0350048510244691,0.427910498528997,0.0353283345719658,0.424050981028501,0.0348431092507216,0.42984025727925,0.0353252696732146,0.427263905072077,0.0348446417000964,0.428233795257458
0.196,0.0352190452698222,0.428865245229202,0.0355405926859026,0.424980262654966,0.0350582715617829,0.430807736516324,0.0355390718964812,0.427944329054296,0.0350590319564928,0.429325703316655
0.1965,0.035433715037307,0.429812581010545,0.0357533136277452,0.425902286770007,0.0352739157420887,0.431767728130819,0.0357532094226601,0.428605681777677,0.0352739678446305,0.43041603062698
0.197,0.0356488566119938,0.430752468475374,0.0359664937595194,0.426817016973475,0.0354900380382318,0.432720194226328,0.0359676730492923,0.429248858353246,0.0354894483933446,0.431504273536439
0.1975,0.0358644662602775,0.431684870520785,0.0361801294250737,0.427724417153902,0.0357066346778803,0.433665097204231,0.0361824540733379,0.429874804199731,0.0357054723537474,0.432589903681313
0.198,0.0360805402300585,0.432609750339616,0.0363942169502568,0.428624451489442,0.0359237018699602,0.434602399764707,0.0363975442732462,0.430484502664451,0.0359220382084647,0.4336723741772
0.1985,0.0362970747525298,0.433527071398531,0.036608752644668,0.429517084425409,0.0361412358064615,0.435532064885096,0.036612934069251,0.431078539368402,0.0361391450941693,0.434751337413596
0.199,0.0365140660383336,0.434436797496389,0.0368237327978921,0.430402280733868,0.0363592326585553,0.436454055877655,0.0368286170702055,0.431658150415767,0.0363567905223978,0.435826121036701
0.1995,0.0367315102809323,0.435338892719755,0.0370391536828015,0.431280005468094,0.0365776885799987,0.437368336345591,0.0370445864376499,0.432224369399057,0.0365749722025737,0.436896154380105
0.2,0.0369494036558661,0.436233321457048,0.0372550115548293,0.432150223976969,0.0367965997063854,0.438274870197092,0.0372608359151068,0.432778258334741,0.0367936875262459,0.437960853018202
0.2005,0.0371677423208952,0.437120048400084,0.0374713026521083,0.433012901906492,0.0370159621552895,0.439173621646884,0.0374773598542753,0.433320905535899,0.0370129335542053,0.439019619832177
0.201,0.037386522416142,0.437999038545621,0.0376880231956103,0.433868005201288,0.0372357720264087,0.440064555217792,0.037694153241225,0.433853423484878,0.0372327070036006,0.440071846075993
0.2015,0.0376057400658191,0.438870257172931,0.0379051693908359,0.434715500081775,0.0374560254033116,0.440947635718514,0.0379112089718975,0.43437663117175,0.0374530056127801,0.441117070173523
0.202,0.0378253913749264,0.439733669897415,0.0381227374245852,0.435555353098559,0.0376767183500979,0.441822828296848,0.0381285238541308,0.434891737459318,0.0376738251353243,0.442154636116465
0.2025,0.0380454724317953,0.44058924263583,0.0383407234674459,0.436387531097065,0.0378978469139709,0.442690098405217,0.0383460944666011,0.435399860926829,0.0378951614143925,0.443183933490332
0.203,0.0382659793078735,0.441436941613245,0.0385591236735827,0.43721200122454,0.0381194071250198,0.443549411807603,0.0385639178057806,0.435902098950992,0.03811701005892,0.444204362944373
0.2035,0.0384869080577519,0.442276733366321,0.0387779341807642,0.438028730933326,0.0383413949962466,0.444400734582823,0.0387819915116792,0.436399548468847,0.0383393663307884,0.445215325815059
0.204,0.0387082547193114,0.44310858474478,0.0389971511105065,0.438837687982303,0.0385638065237147,0.445244033126023,0.0390003138860044,0.436893302928829,0.0385622251359649,0.446216225652756
0.2045,0.0389300153151494,0.443932462892163,0.0392167705694662,0.439638840417423,0.0387866376879919,0.446079274129538,0.0392188810738879,0.437384296178074,0.0387855824357802,0.447206546249209
0.205,0.0391521858502725,0.444748335287034,0.0394367886471886,0.440432156613234,0.0390098844518154,0.446906424623938,0.0394376925214814,0.437873592944232,0.0390094325146682,0.448185706458436
0.2055,0.0393747623134221,0.445556169725367,0.0396572014174017,0.441217605255064,0.0392335427614331,0.447725451960523,0.0396567483816137,0.438362244806843,0.0392337692793264,0.44915313218463
0.206,0.0395977406775431,0.446355934316802,0.0398780049384753,0.441995155335196,0.0394576085470779,0.448536323807609,0.0398760488172809,0.438851248582348,0.0394585866076743,0.450108277184029
0.2065,0.0398211168996728,0.447147597490299,0.0400991952533116,0.442764776158529,0.0396820777228544,0.449339008156189,0.0400955945930747,0.439341574210662,0.039683878052972,0.451050609130119
0.207,0.0400448869210919,0.447931127995546,0.040320768389494,0.443526437343946,0.0399069461868918,0.45013347332135,0.0403153870833038,0.43983416116455,0.039909636839986,0.451979611411045
0.2075,0.0402690466684332,0.448706494887401,0.0405427203603683,0.444280108808677,0.0401322098224666,0.450919687926768,0.040535425748532,0.440329891668735,0.040135857128384,0.452894796496735
0.208,0.0404935920523356,0.449473667553807,0.0407650471637312,0.445025760796252,0.0403578644966388,0.451697620932589,0.0407557121034581,0.440829623382166,0.0403625320267745,0.453795689639628
0.2085,0.0407185189676885,0.450232615715526,0.0409877447820692,0.445763363876203,0.0405839060604991,0.452467241635192,0.0409762494772193,0.441334183537287,0.0405896537129233,0.454681831804646
0.209,0.0409438232946582,0.450983309412065,0.0412108091835602,0.446492888929903,0.0408103303502082,0.45322851965315,0.041197040709393,0.441844344169514,0.040817214587291,0.455552792033341
0.2095,0.041169500898474,0.451725719009534,0.0414342363218649,0.447214307158412,0.0410371331867795,0.453981424935099,0.0414180891234996,0.442360827369871,0.0410452067859614,0.456408164829366
0.21,0.0413955476295835,0.452459815201973,0.0416580221362794,0.447927590083769,0.0412643103762366,0.45472592776108,0.041639398523962,0.442884301592115,0.0412736221823945,0.457247572006904
0.2105,0.0416219593244903,0.453185568999417,0.0418821625525513,0.448632709537058,0.0414918577104608,0.455461998730601,0.041860971277772,0.443415441116102,0.0415024533478496,0.458070632941075
0.211,0.0418487318052005,0.453902951742998,0.0421066534823416,0.44932963767344,0.0417197709666308,0.456189608777781,0.0420828103020221,0.443954856716357,0.0417316925567898,0.458876999256319
0.2115,0.0420758608786131,0.454611935121157,0.0423314908226333,0.450018346988286,0.041948045906604,0.456908729187597,0.0423049212111206,0.444503021065095,0.0419613307123596,0.459666392149189
0.212,0.0423033423379666,0.455312491145869,0.0425566704571385,0.450698810293435,0.0421766782783816,0.457619331572091,0.0425273086878671,0.445060384601881,0.0421913591630165,0.460438544417864
0.2125,0.0425311719625528,0.456004592162538,0.0427821882560226,0.451371000727038,0.0424056638158188,0.458321387880293,0.0427499777189168,0.44562733100138,0.0424217690843709,0.461193222743118
0.213,0.0427593455178769,0.456688210851248,0.0430080400760599,0.452034891754766,0.0426349982387864,0.459014870399494,0.0429729335807885,0.44620417384162,0.0426525514864213,0.461930229356064
0.2135,0.0429878587562811,0.457363320218174,0.0432342217612406,0.452690457161282,0.0428646772538023,0.459699751746625,0.0431961806615684,0.446791253441559,0.0428836978036376,0.462649353606483
0.214,0.0432167074170216,0.458029893598569,0.0434607291428478,0.453337671053171,0.0430946965541095,0.460376004871273,0.0434197226525712,0.447388915836211,0.043115199799247,0.463350382479749
0.2145,0.0434458872249771,0.458687904688769,0.0436875580382026,0.453976507890641,0.0433250518183653,0.461043603087838,0.0436435661751535,0.447997196212937,0.0433470477498891,0.464033258926686
0.215,0.0436753938924329,0.459337327513008,0.0439147042523996,0.454606942454609,0.0435557387124506,0.461702520042212,0.0438677166905176,0.44861616627053,0.0435792324933908,0.464697908134247
0.2155,0.0439052231187387,0.459978136435302,0.0441421635779748,0.455228949858456,0.0437867528891215,0.462352729723729,0.0440921797451384,0.449245822534998,0.0438117448055389,0.465344293385454
0.216,0.0441353705904709,0.460610306160624,0.0443699317950657,0.455842505549168,0.0440180899881745,0.462994206466357,0.0443169609475807,0.44988608381847,0.0440445754119162,0.465972417331703
0.2165,0.0443658319818816,0.461233811729526,0.0445980046718468,0.456447585302019,0.0442497456368999,0.463626924943283,0.0445420654410526,0.450536880569718,0.0442777152522962,0.46658227730943
0.217,0.0445966029554908,0.461848628509412,0.0448263779651072,0.457044165211957,0.0444817154506835,0.464250860158144,0.0447674971186298,0.451198291117469,0.0445111558739214,0.467173797205384
0.2175,0.0448276791602442,0.462454732241848,0.045055047418463,0.457632221740202,0.0447139950311358,0.464865987492676,0.0449932621518835,0.451869891886206,0.0447448876644247,0.46774715241967
0.218,0.0450590562335675,0.463052099000234,0.0452840087643527,0.458211731672527,0.0449465799681758,0.465472282664093,0.0452193656188772,0.452551365107579,0.0449789015409127,0.468302465946563
0.2185,0.0452907298009792,0.463640705203622,0.0455132577236631,0.458782672132848,0.0451794658396382,0.466069721739013,0.045445812454638,0.453242318851295,0.0452131884741499,0.468839898379786
0.219,0.0455226954762578,0.464220527617803,0.0457427900058924,0.45934502058429,0.0454126482114415,0.466658281134564,0.0456726074218306,0.453942285603533,0.0454477395034716,0.469359648624939
0.2195,0.0457549488617407,0.46479154335307,0.0459726013094418,0.459898754826967,0.0456461226378911,0.467237937616126,0.0458997549856233,0.454650773961322,0.0456825457997995,0.469861928048945
0.22,0.0459874855493265,0.465353729844259,0.0462026873225891,0.460443852978405,0.0458798846626962,0.467808668277191,0.0461272586802881,0.455367602108364,0.0459175989838458,0.470346793712208
0.2205,0.0462203011182328,0.465907064912481,0.0464330437213153,0.460980293534076,0.0461139298166926,0.468370450601688,0.0463551228206542,0.456091931308643,0.0461528902670223,0.4708146317144
0.221,0.0464533911372256,0.466451526714289,0.0466636661714686,0.461508055317527,0.0463482536201051,0.468923262412675,0.0465833509822459,0.456823090835555,0.0463884112147156,0.471265744653658
0.2215,0.04668675116421,0.466987093757265,0.0468945503283686,0.462027117495655,0.0465828515821316,0.469467081888074,0.0468119463878731,0.457560345966713,0.0466241535523786,0.471700467652541
0.222,0.0469203767464002,0.467513744901018,0.0471256918369728,0.462537459579679,0.0468177192011148,0.470001887561692,0.0470409118759632,0.458302897861202,0.0468601091816188,0.472119168420927
0.2225,0.0471542634204982,0.468031459357958,0.0473570863320514,0.463039061425882,0.0470528519647226,0.470527658324,0.0472702498739237,0.459049887354556,0.0470962701937856,0.472522245359659
0.223,0.0473884067139933,0.468540216662783,0.0475887294394475,0.463531903205769,0.0472882453512672,0.471044373391295,0.0474999630052149,0.459800892174396,0.0473326285683827,0.472909878906978
0.2235,0.0476228021426798,0.469039996747475,0.0478206167736744,0.464015965479393,0.0475238948271834,0.471552012381521,0.0477300525581263,0.460554759230268,0.0475691769349567,0.47328261550608
0.224,0.0478574452129605,0.469530779882782,0.0480527439401487,0.464491229138121,0.0477597958493674,0.472050555255117,0.0479605196606522,0.461310543933677,0.0478059079891148,0.473640897857335
0.2245,0.0480923314214391,0.470012546695348,0.0482851065347968,0.464957675421385,0.0479959438647612,0.472539982332334,0.0481913649220547,0.462067255645896,0.0480428146711314,0.473985192220075
0.225,0.0483274562550924,0.470485278168643,0.0485177001442236,0.46541528591757,0.0482323343105278,0.473020274294184,0.0484225884028767,0.462823858864753,0.0482798901812004,0.474315987820589
0.2255,0.0485628151914436,0.470948955643887,0.0487505203458821,0.465864042564917,0.0484689626142253,0.473491412183376,0.0486541895849548,0.463579274411419,0.0485171279946881,0.474633796260122
0.226,0.0487984036996302,0.471403560793067,0.0489835627091087,0.466303927625178,0.0487058241948919,0.473953377377016,0.0488861691540731,0.464332763994263,0.0487545209724089,0.47493895919247
0.2265,0.0490342172386673,0.471849075679388,0.049216822793444,0.46673492374261,0.0489429144612799,0.474406151647781,0.0491185251041807,0.465083113772049,0.0489920633059107,0.475232056633058
0.227,0.0492702512588936,0.472285482718504,0.0494502961500341,0.467157013906132,0.0491802288133243,0.474849717124694,0.0493512552852729,0.465829180764996,0.049229749245704,0.475513633695259
0.2275,0.0495065012020092,0.472712764683662,0.0496839783216693,0.467570181454333,0.0494177626421801,0.475284056298332,0.0495843570997026,0.466569836153109,0.0494675732531626,0.47578422894894
0.228,0.0497429625011653,0.47313090470922,0.0499178648428724,0.467974410078901,0.0496555113303128,0.475709152024384,0.0498178273039604,0.467303930881348,0.049705530099768,0.476044391623156
0.2285,0.0499796305811397,0.473539886291483,0.0501519512400703,0.468369683825437,0.0498934702516754,0.476124987524511,0.0500516619841559,0.468030298002916,0.0499436148796317,0.476294680435768
0.229,0.0502165008591773,0.473939693266278,0.0503862330324093,0.46875598707157,0.0501316347725623,0.476531546363637,0.0502858588697558,0.468747989405693,0.0501818218538882,0.476535545196572
0.2295,0.0504535687439261,0.474330309853172,0.0506207057307276,0.469133304570077,0.0503700002505264,0.476928812494723,0.0505204129511279,0.469455841322843,0.0504201466403253,0.476767544118337
0.23,0.0506908296361414,0.474711720637798,0.0508553648382381,0.469501621431648,0.0506085620350941,0.477316770240878,0.0507553183148347,0.470152663100697,0.0506585852967949,0.47699124940635
0.2305,0.0509282789290965,0.475083910564492,0.051090205850928,0.469860923117685,0.0508473154681818,0.4776954042879,0.0509905689444393,0.470837322271358,0.0508971339214253,0.477207204711059
0.231,0.0511659120086053,0.475446864942464,0.0513252242575822,0.470211195446326,0.0510862558841179,0.478064699690538,0.051226158159376,0.471508693106899,0.0511357889332201,0.477415950860248
0.2315,0.0514037242532003,0.475800569446567,0.0515604155399576,0.47055242459318,0.0513253786098227,0.478424641873265,0.0514620785990144,0.472165659823063,0.0513745470802934,0.47761802425832
0.232,0.051641711034786,0.476145010099217,0.0517957751734166,0.470884597073705,0.0515646789654718,0.478775216611977,0.0516983245176914,0.472807218839503,0.0516134042933335,0.477813905729075
0.2325,0.0518798677181099,0.476480173299145,0.0520312986264178,0.471207699771221,0.051804152263957,0.479116410063112,0.051934888333016,0.473432334714182,0.051852357410657,0.478004092591628
0.233,0.0521181896609015,0.476806045823707,0.0522669813606524,0.471521719939161,0.0520437938110271,0.479448208765984,0.0521717604198631,0.474039935199906,0.0520914042814209,0.478189101135608
0.2335,0.052356672214553,0.477122614809713,0.0525028188317042,0.471826645182376,0.0522835989059785,0.479770599623386,0.0524089315393636,0.47462901924655,0.0523305425521479,0.478369412591296
0.234,0.0525953107240976,0.477429867762109,0.0527388064890307,0.472122463465592,0.0525235628416321,0.480083569910373,0.0526463918511678,0.475198618549757,0.0525697701605626,0.478545492368286
0.2345,0.0528341005283892,0.477727792554643,0.0529749397761386,0.472409163114051,0.0527636809045156,0.480387107274944,0.0528841309081444,0.475747801210445,0.0528090853385118,0.478717788226743
0.235,0.0530730369606026,0.478016377415976,0.053211214131069,0.472686732799972,0.0530039483753705,0.480681199723982,0.0531221395336591,0.476275674036884,0.0530484856740745,0.478886729105522
0.2355,0.0533121153481197,0.478295610943728,0.0534476249862901,0.472955161556232,0.0532443605290357,0.480965835637481,0.0533604080868551,0.476781387451196,0.0532879689787522,0.479052722689995
0.236,0.0535513310122615,0.47856548212558,0.05368416776844,0.47321443879693,0.0534849126341733,0.48124100378991,0.0535989238158337,0.477264141053514,0.0535275346104755,0.479216152661614
0.2365,0.0537906792691445,0.478825980309101,0.0539208378991568,0.473464554287969,0.0537255999541395,0.481506693319671,0.0538376748399778,0.477723184406227,0.0537671814837281,0.479377378260538
0.237,0.0540301554296358,0.479077095212719,0.0541576307950362,0.473705498157749,0.0539664177469366,0.481762893740209,0.0540766488126283,0.478157821653937,0.0540069087381397,0.479536731992112
0.2375,0.054269754799534,0.47931881692631,0.0543945418678096,0.473937260897727,0.0542073612653973,0.482009594940607,0.0543158329271171,0.478567415174788,0.0542467157357426,0.479694517802072
0.238,0.0545094726799455,0.47955113590142,0.0546315665247081,0.474159833352884,0.0544484257575652,0.482246787175693,0.0545552151634193,0.478951334424867,0.0544866014382087,0.479851036639698
0.2385,0.0547493043674733,0.479774042951462,0.0548687001686482,0.474373206721909,0.0546896064668869,0.482474461066243,0.0547947843408124,0.479308957529731,0.0547265643808039,0.480006585662328
0.239,0.0549892451536984,0.479987529289824,0.0551059381977336,0.474577372594347,0.0549308986316819,0.482692607637568,0.0550345256272647,0.479639873584603,0.0549666049169154,0.480161357142436
0.2395,0.0552292903261158,0.480191586490077,0.0553432760061601,0.474772322911795,0.0551722974860948,0.482901218279222,0.0552744253837975,0.479943672562251,0.0552067227972752,0.48031554345399
0.24,0.0554694351680868,0.480386206498867,0.0555807089841724,0.474958049980472,0.055413798260045,0.483100284758069,0.0555144696946714,0.480220014163019,0.0554469179047946,0.480469302666792
0.2405,0.0557096749590223,0.480571381636419,0.0558182325182432,0.475134546471694,0.0556553961794129,0.483289799218786,0.0557546443838857,0.48046863100382,0.0556871902465907,0.480622756952719
0.241,0.0559500049747228,0.480747104586992,0.0560558419914026,0.475301805412566,0.0558970864663839,0.483469754174209,0.055994935998134,0.48068923481432,0.0559275394630173,0.480776039473328
0.2415,0.0561904204875906,0.480913368397524,0.0562935327834459,0.475459820184653,0.056138864339664,0.483640142503964,0.0562353320015109,0.480881501741165,0.0561679647306306,0.480929301725705
0.242,0.0564309167661995,0.481070166517647,0.056531300270522,0.475608584562997,0.0563807250140394,0.483800957494977,0.0564758169861962,0.481045457485494,0.0564084666562014,0.481082521033725
0.2425,0.0566714890761231,0.481217492758697,0.0567691398259331,0.475748092676138,0.0566226637012192,0.483952192799981,0.0567163766839563,0.481181079556706,0.0566490452722067,0.481235699359693
0.243,0.0569121326799237,0.481355341306737,0.0570070468201274,0.475878339018805,0.0568646756098229,0.484093842450707,0.0569569967765163,0.481288421507441,0.0568897006316275,0.481388801206385
0.2435,0.0571528428373375,0.481483706722957,0.0572450166208793,0.475999318452302,0.0571067559455676,0.484225900858289,0.057197662920854,0.481367615239909,0.0571304327955794,0.481541752464482
0.244,0.057393614805569,0.481602583935068,0.0574830445935758,0.476111026196103,0.0573488999115667,0.484348362804555,0.0574383612978778,0.481418753893111,0.0573712415594147,0.481694498956047
0.2445,0.0576344438395116,0.481711968234737,0.0577211261014307,0.476213457825342,0.0575911027085532,0.484461223439438,0.0576790788097152,0.481441854905664,0.05761212635441,0.481847024899274
0.245,0.0578753251914683,0.481811855316409,0.0579592565052211,0.476306609308693,0.057833359534593,0.484564478320271,0.057919800874911,0.481437371157308,0.0578530873497471,0.48199909739596
0.2455,0.0581162541118147,0.481902241238163,0.0581974311639264,0.47639047697016,0.0580756655857599,0.48465812337217,0.058160513749554,0.481405669441115,0.0580941242929452,0.482150527136688
0.246,0.0583572258490412,0.481983122433973,0.0584356454347716,0.476465057501039,0.058318016056177,0.484742154900444,0.058401203864436,0.481347189779845,0.0583352368413439,0.482301088761038
0.2465,0.0585982356499389,0.482054495714017,0.0586738946734097,0.476530347960215,0.0585604061382047,0.484816569590923,0.0586418578553997,0.481262446579177,0.0585764245472088,0.482450520281438
0.247,0.0588392787598656,0.482116358256331,0.0589121742341789,0.476586345766,0.05880283102271,0.484881364501501,0.0588824627344767,0.481151903531841,0.0588176867725602,0.482598585618577
0.2475,0.0590803504229692,0.482168707602963,0.0591504794703207,0.476633048692377,0.0590452858992945,0.48493653705826,0.0591230059877599,0.481015914220843,0.059059022640574,0.482745104294024
0.248,0.059321445882009,0.482211541700219,0.0593888057338141,0.476670454908287,0.0592877659561075,0.48498208509619,0.0593634749574261,0.480855304636593,0.0593004313443006,0.482889660232033
0.2485,0.0595625603789113,0.482244858858585,0.0596271483759095,0.476698562938491,0.0595302663804132,0.485018006818636,0.05960385752804,0.480670786123525,0.0595419118043471,0.483031895226116
0.249,0.0598036891548457,0.482268657765069,0.0598655027472058,0.476717371675613,0.0597727823586668,0.485044300809802,0.0598441419615383,0.480463131719181,0.0597834627514996,0.483171420788014
0.2495,0.0600448274504119,0.482282937483437,0.0601038641978328,0.476726880380363,0.0600153090767025,0.485060966034978,0.0600843169290085,0.480233176024192,0.0600250827111138,0.48330781821306
0.25,0.0602859705058805,0.482287697445983,0.0603422280776853,0.476727088673496,0.0602578417199793,0.485068001832231,0.0603243713338136,0.479981696143568,0.0602667700919141,0.483440698097191
0.2505,0.0605271135614146,0.48228293744835,0.0605805897366373,0.476717996530739,0.0605003754738043,0.485065407907159,0.0605642942097734,0.479709335408927,0.0605085232372353,0.483569738468062
0.251,0.0607682518569885,0.4822686576918,0.0608189445244736,0.476699604324081,0.0607429055232471,0.485053184375663,0.0608040757907959,0.479417194802542,0.0607503398900851,0.483694389136429
0.2515,0.0610093806328421,0.482244858741578,0.0610572877913227,0.47667191278109,0.0609854270536029,0.485031331721826,0.0610437065091733,0.479106243763912,0.0609922176946766,0.483814166230411
0.252,0.0612504951295879,0.482211541539536,0.0612956148877655,0.476634922997241,0.0612279352505003,0.484999850810688,0.0612831773333691,0.478777494477698,0.0612341540276975,0.483928565070456
0.2525,0.0614915905883997,0.482168707404272,0.0615339211650188,0.476588636436043,0.0614704253000912,0.484958742888392,0.061522479797575,0.478432000477373,0.0614761459838122,0.484037060867723
