"time","V_flow[1]","V_flow[2]","V_flow[3]","a[1]","a[2]","a[3]","rho","input_mdot[1]","input_mdot[2]","input_mdot[3]","input_dp[1]","input_dp[2]","input_dp[3]","M_FLOW[1]","M_FLOW[2]","M_FLOW[3]","DP[1]","DP[2]","DP[3]","DP_plot[1]","DP_plot[2]","DP_plot[3]","input_DP.y"
0.0011,0.0342547077092245,0.0242217361087557,0.0197769647169327,15,30,45,1.2,0.0411056492510693,0.0290660833305069,0.0237323576603192,0.034375,0.034375,0.034375,0.0411056492510693,0.0290660833305069,0.0237323576603192,0.034375,0.034375,0.034375,0.034375,0.034375,0.034375,0.034375
0.0012,0.0371968413088656,0.0263021387282188,0.0214756063426774,15,30,45,1.2,0.0446362095706387,0.0315625664738625,0.0257707276112128,0.0375,0.0375,0.0375,0.0446362095706387,0.0315625664738625,0.0257707276112128,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375,0.0375
0.0013,0.0400941234117517,0.02835082655018,0.0231483529446969,15,30,45,1.2,0.048112948094102,0.0340209918602159,0.0277780235336363,0.040625,0.040625,0.040625,0.048112948094102,0.0340209918602159,0.0277780235336363,0.040625,0.040625,0.040625,0.040625,0.040625,0.040625,0.040625
0.0014,0.0429428163931531,0.0303651566748474,0.0247930466043476,15,30,45,1.2,0.0515313796717838,0.0364381880098169,0.0297516559252172,0.04375,0.04375,0.04375,0.0515313796717838,0.0364381880098169,0.0297516559252172,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375,0.04375
0.0015,0.0457391826283403,0.0323424862024294,0.0264075294029858,15,30,45,1.2,0.0548870191540084,0.0388109834429153,0.0316890352835829,0.046875,0.046875,0.046875,0.0548870191540084,0.0388109834429153,0.0316890352835829,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875
0.0016,0.0484794844925837,0.034280172233134,0.0279896434219675,15,30,45,1.2,0.0581753813911004,0.0411362066797608,0.033587572106361,0.05,0.05,0.05,0.0581753813911004,0.0411362066797608,0.033587572106361,0.05,0.05,0.05,0.05,0.05,0.05,0.05
0.0017,0.0511599843611536,0.0361755718671695,0.0295372307426491,15,30,45,1.2,0.0613919812333844,0.0434106862406034,0.0354446768911789,0.053125,0.053125,0.053125,0.0613919812333844,0.0434106862406034,0.0354446768911789,0.053125,0.053125,0.053125,0.053125,0.053125,0.053125,0.053125
0.0018,0.0537769446093206,0.038026042204744,0.0310481334463869,15,30,45,1.2,0.0645323335311847,0.0456312506456927,0.0372577601356642,0.05625,0.05625,0.05625,0.0645323335311847,0.0456312506456927,0.0372577601356642,0.05625,0.05625,0.05625,0.05625,0.05625,0.05625,0.05625
0.0019,0.0563266276123549,0.0398289403460656,0.0325201936145369,15,30,45,1.2,0.0675919531348259,0.0477947284152787,0.0390242323374443,0.059375,0.059375,0.059375,0.0675919531348259,0.0477947284152787,0.0390242323374443,0.059375,0.059375,0.059375,0.059375,0.059375,0.059375,0.059375
0.002,0.0588052957455271,0.0415816233913427,0.0339512533284556,15,30,45,1.2,0.0705663548946325,0.0498979480696112,0.0407415039941468,0.0625,0.0625,0.0625,0.0705663548946325,0.0498979480696112,0.0407415039941468,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
0.0021,0.0612092113841075,0.0432814484407832,0.0353391546694992,15,30,45,1.2,0.073451053660929,0.0519377381289399,0.042406985603399,0.065625,0.065625,0.065625,0.073451053660929,0.0519377381289399,0.042406985603399,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625
0.0022,0.0635346369033665,0.0449257725945956,0.0366817397190238,15,30,45,1.2,0.0762415642840398,0.0539109271135147,0.0440180876628286,0.06875,0.06875,0.06875,0.0762415642840398,0.0539109271135147,0.0440180876628286,0.06875,0.06875,0.06875,0.06875,0.06875,0.06875,0.06875
0.0023,0.0657778346785746,0.0465119529529878,0.0379768505583858,15,30,45,1.2,0.0789334016142895,0.0558143435435853,0.0455722206700629,0.071875,0.071875,0.071875,0.0789334016142895,0.0558143435435853,0.0455722206700629,0.071875,0.071875,0.071875,0.071875,0.071875,0.071875,0.071875
0.0024,0.0679350670850022,0.0480373466161681,0.0392223292689413,15,30,45,1.2,0.0815220805020026,0.0576448159394017,0.0470667951227296,0.075,0.075,0.075,0.0815220805020026,0.0576448159394017,0.0470667951227296,0.075,0.075,0.075,0.075,0.075,0.075,0.075
0.0025,0.0700025964979196,0.0494993106843446,0.0404160179320466,15,30,45,1.2,0.0840031157975035,0.0593991728212135,0.048499221518456,0.078125,0.078125,0.078125,0.0840031157975035,0.0593991728212135,0.048499221518456,0.078125,0.078125,0.078125,0.078125,0.078125,0.078125,0.078125
0.0026,0.0719766852925973,0.0508952022577256,0.041555758629058,15,30,45,1.2,0.0863720223511168,0.0610742427092707,0.0498669103548696,0.08125,0.08125,0.08125,0.0863720223511168,0.0610742427092707,0.0498669103548696,0.08125,0.08125,0.08125,0.08125,0.08125,0.08125,0.08125
0.0027,0.0738535958443057,0.0522223784365192,0.0426393934413317,15,30,45,1.2,0.0886243150131668,0.062666854123823,0.0511672721295981,0.084375,0.084375,0.084375,0.0886243150131668,0.062666854123823,0.0511672721295981,0.084375,0.084375,0.084375,0.084375,0.084375,0.084375,0.084375
0.0028,0.0756295905283152,0.0534781963209336,0.043664764450224,15,30,45,1.2,0.0907555086339782,0.0641738355851203,0.0523977173402688,0.0875,0.0875,0.0875,0.0907555086339782,0.0641738355851203,0.0523977173402688,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875,0.0875
0.0029,0.0773009317198963,0.0546600130111769,0.044629713737091,15,30,45,1.2,0.0927611180638755,0.0655920156134123,0.0535556564845092,0.090625,0.090625,0.090625,0.0927611180638755,0.0655920156134123,0.0535556564845092,0.090625,0.090625,0.090625,0.090625,0.090625,0.090625,0.090625
0.003,0.0788638817943192,0.0557651856074574,0.045532083383289,15,30,45,1.2,0.0946366581531831,0.0669182227289489,0.0546385000599468,0.09375,0.09375,0.09375,0.0946366581531831,0.0669182227289489,0.0546385000599468,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375,0.09375
0.0031,0.0803147031268545,0.0567910712099832,0.0463697154701743,15,30,45,1.2,0.0963776437522254,0.0681492854519799,0.0556436585642092,0.096875,0.096875,0.096875,0.0963776437522254,0.0681492854519799,0.0556436585642092,0.096875,0.096875,0.096875,0.096875,0.096875,0.096875,0.096875
0.0032,0.0816496580927726,0.0577350269189626,0.0471404520791032,15,30,45,1.2,0.0979795897113271,0.0692820323027551,0.0565685424949238,0.1,0.1,0.1,0.0979795897113271,0.0692820323027551,0.0565685424949238,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.0033,0.082915619758885,0.0586301969977929,0.0478713553878169,15,30,45,1.2,0.099498743710662,0.0703562363973514,0.0574456264653803,0.103125,0.103125,0.103125,0.099498743710662,0.0703562363973514,0.0574456264653803,0.103125,0.103125,0.103125,0.103125,0.103125,0.103125,0.103125
0.0034,0.0841625411530173,0.0595119035711904,0.0485912657903775,15,30,45,1.2,0.100995049383621,0.0714142842854285,0.058309518948453,0.10625,0.10625,0.10625,0.100995049383621,0.0714142842854285,0.058309518948453,0.10625,0.10625,0.10625,0.10625,0.10625,0.10625,0.10625
0.0035,0.0853912563829966,0.060380736442456,0.0493006648591635,15,30,45,1.2,0.102469507659596,0.0724568837309472,0.0591607978309961,0.109375,0.109375,0.109375,0.102469507659596,0.0724568837309472,0.0591607978309961,0.109375,0.109375,0.109375,0.109375,0.109375,0.109375,0.109375
0.0036,0.0866025403784438,0.0612372435695794,0.05,15,30,45,1.2,0.103923048454133,0.0734846922834953,0.06,0.1125,0.1125,0.1125,0.103923048454133,0.0734846922834953,0.06,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125,0.1125
0.0037,0.0877971146071061,0.0620819351072972,0.0506896877524851,15,30,45,1.2,0.105356537528527,0.0744983221287567,0.0608276253029822,0.115625,0.115625,0.115625,0.105356537528527,0.0744983221287567,0.0608276253029822,0.115625,0.115625,0.115625,0.115625,0.115625,0.115625,0.115625
0.0038,0.0889756521002609,0.0629152869605896,0.0513701166914081,15,30,45,1.2,0.106770782520313,0.0754983443527075,0.0616441400296898,0.11875,0.11875,0.11875,0.106770782520313,0.0754983443527075,0.0616441400296898,0.11875,0.11875,0.11875,0.11875,0.11875,0.11875,0.11875
0.0039,0.0901387818865997,0.0637377439199098,0.0520416499866533,15,30,45,1.2,0.10816653826392,0.0764852927038918,0.062449979983984,0.121875,0.121875,0.121875,0.10816653826392,0.0764852927038918,0.062449979983984,0.121875,0.121875,0.121875,0.121875,0.121875,0.121875,0.121875
0.004,0.0912870929175277,0.0645497224367903,0.052704627669473,15,30,45,1.2,0.109544511501033,0.0774596669241483,0.0632455532033676,0.125,0.125,0.125,0.109544511501033,0.0774596669241483,0.0632455532033676,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.0041,0.0924211375534118,0.0653516130889922,0.0533593686452737,15,30,45,1.2,0.110905365064094,0.0784219357067906,0.0640312423743285,0.128125,0.128125,0.128125,0.110905365064094,0.0784219357067906,0.0640312423743285,0.128125,0.128125,0.128125,0.128125,0.128125,0.128125,0.128125
0.0042,0.0935414346693485,0.0661437827766148,0.0540061724867322,15,30,45,1.2,0.112249721603218,0.0793725393319377,0.0648074069840786,0.13125,0.13125,0.13125,0.112249721603218,0.0793725393319377,0.0648074069840786,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125,0.13125
0.0043,0.0946484724300045,0.0669265766842042,0.05464532103585,15,30,45,1.2,0.113578166916005,0.080311892021045,0.06557438524302,0.134375,0.134375,0.134375,0.113578166916005,0.080311892021045,0.06557438524302,0.134375,0.134375,0.134375,0.134375,0.134375,0.134375,0.134375
0.0044,0.0957427107756338,0.067700320038633,0.0552770798392567,15,30,45,1.2,0.114891252930761,0.0812403840463596,0.066332495807108,0.1375,0.1375,0.1375,0.114891252930761,0.0812403840463596,0.066332495807108,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375,0.1375
0.0045,0.0968245836551854,0.0684653196881458,0.0559016994374947,15,30,45,1.2,0.116189500386222,0.0821583836257749,0.0670820393249937,0.140625,0.140625,0.140625,0.116189500386222,0.0821583836257749,0.0670820393249937,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625,0.140625
0.0046,0.0978945010372561,0.0692218655243173,0.0565194165260439,15,30,45,1.2,0.117473401244707,0.0830662386291807,0.0678232998312527,0.14375,0.14375,0.14375,0.117473401244707,0.0830662386291807,0.0678232998312527,0.14375,0.14375,0.14375,0.14375,0.14375,0.14375,0.14375
0.0047,0.098952850725316,0.0699702317656111,0.057130455003342,15,30,45,1.2,0.118743420870379,0.0839642781187333,0.0685565460040104,0.146875,0.146875,0.146875,0.118743420870379,0.0839642781187333,0.0685565460040104,0.146875,0.146875,0.146875,0.146875,0.146875,0.146875,0.146875
0.0048,0.1,0.0707106781186548,0.0577350269189626,15,30,45,1.2,0.12,0.0848528137423857,0.0692820323027551,0.15,0.15,0.15,0.12,0.0848528137423857,0.0692820323027551,0.15,0.15,0.15,0.15,0.15,0.15,0.15
0.0049,0.101036297108184,0.071443450831176,0.0583333333333333,15,30,45,1.2,0.121243556529821,0.0857321409974112,0.07,0.153125,0.153125,0.153125,0.121243556529821,0.0857321409974112,0.07,0.153125,0.153125,0.153125,0.153125,0.153125,0.153125,0.153125
0.005,0.102062072615966,0.0721687836487032,0.058925565098879,15,30,45,1.2,0.122474487139159,0.0866025403784438,0.0707106781186547,0.15625,0.15625,0.15625,0.122474487139159,0.0866025403784438,0.0707106781186547,0.15625,0.15625,0.15625,0.15625,0.15625,0.15625,0.15625
0.0051,0.103077640640441,0.0728868986855662,0.0595119035711904,15,30,45,1.2,0.12369316876853,0.0874642784226795,0.0714142842854285,0.159375,0.159375,0.159375,0.12369316876853,0.0874642784226795,0.0714142842854285,0.159375,0.159375,0.159375,0.159375,0.159375,0.159375,0.159375
0.0052,0.104083299973307,0.0735980072193987,0.0600925212577332,15,30,45,1.2,0.124899959967968,0.0883176086632785,0.0721110255092798,0.1625,0.1625,0.1625,0.124899959967968,0.0883176086632785,0.0721110255092798,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625,0.1625
0.0053,0.105079335107654,0.0743023104171959,0.060667582410671,15,30,45,1.2,0.126095202129185,0.089162772500635,0.0728010988928052,0.165625,0.165625,0.165625,0.126095202129185,0.089162772500635,0.0728010988928052,0.165625,0.165625,0.165625,0.165625,0.165625,0.165625,0.165625
0.0054,0.106066017177982,0.075,0.0612372435695794,15,30,45,1.2,0.127279220613579,0.09,0.0734846922834953,0.16875,0.16875,0.16875,0.127279220613579,0.09,0.0734846922834953,0.16875,0.16875,0.16875,0.16875,0.16875,0.16875,0.16875
0.0055,0.107043604822209,0.0756912588524373,0.0618016540591305,15,30,45,1.2,0.128452325786651,0.0908295106229247,0.0741619848709566,0.171875,0.171875,0.171875,0.128452325786651,0.0908295106229247,0.0741619848709566,0.171875,0.171875,0.171875,0.171875,0.171875,0.171875,0.171875
0.0056,0.108012344973464,0.0763762615825973,0.0623609564462323,15,30,45,1.2,0.129614813968157,0.0916515138991168,0.0748331477354788,0.175,0.175,0.175,0.129614813968157,0.0916515138991168,0.0748331477354788,0.175,0.175,0.175,0.175,0.175,0.175,0.175
0.0057,0.108972473588517,0.0770551750371122,0.0629152869605896,15,30,45,1.2,0.13076696830622,0.0924662100445346,0.0754983443527075,0.178125,0.178125,0.178125,0.13076696830622,0.0924662100445346,0.0754983443527075,0.178125,0.178125,0.178125,0.178125,0.178125,0.178125,0.178125
0.0058,0.109924216318941,0.0777281587757401,0.0634647758821992,15,30,45,1.2,0.131909059582729,0.0932737905308881,0.0761577310586391,0.18125,0.18125,0.18125,0.131909059582729,0.0932737905308881,0.0761577310586391,0.18125,0.18125,0.18125,0.18125,0.18125,0.18125,0.18125
0.0059,0.110867789130417,0.0783953655092782,0.064009547898905,15,30,45,1.2,0.133041346956501,0.0940744386111339,0.076811457478686,0.184375,0.184375,0.184375,0.133041346956501,0.0940744386111339,0.076811457478686,0.184375,0.184375,0.184375,0.184375,0.184375,0.184375,0.184375
0.006,0.111803398874989,0.0790569415042095,0.0645497224367903,15,30,45,1.2,0.134164078649987,0.0948683298050514,0.0774596669241483,0.1875,0.1875,0.1875,0.134164078649987,0.0948683298050514,0.0774596669241483,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875
0.0061,0.112731243820572,0.0797130269571208,0.0650854139658888,15,30,45,1.2,0.135277492584687,0.0956556323485449,0.0781024967590665,0.190625,0.190625,0.190625,0.135277492584687,0.0956556323485449,0.0781024967590665,0.190625,0.190625,0.190625,0.190625,0.190625,0.190625,0.190625
0.0062,0.113651514141549,0.0803637563416079,0.0656167322834317,15,30,45,1.2,0.136381816969859,0.0964365076099295,0.0787400787401181,0.19375,0.19375,0.19375,0.136381816969859,0.0964365076099295,0.0787400787401181,0.19375,0.19375,0.19375,0.19375,0.19375,0.19375,0.19375
0.0063,0.114564392373896,0.0810092587300982,0.0661437827766148,15,30,45,1.2,0.137477270848675,0.0972111104761179,0.0793725393319377,0.196875,0.196875,0.196875,0.137477270848675,0.0972111104761179,0.0793725393319377,0.196875,0.196875,0.196875,0.196875,0.196875,0.196875,0.196875
0.0064,0.115470053837925,0.0816496580927726,0.0666666666666667,15,30,45,1.2,0.13856406460551,0.0979795897113271,0.08,0.2,0.2,0.2,0.13856406460551,0.0979795897113271,0.08,0.2,0.2,0.2,0.2,0.2,0.2,0.2
0.0065,0.116368667031408,0.0822850735755479,0.0671854812358212,15,30,45,1.2,0.139642400437689,0.0987420882906575,0.0806225774829855,0.203125,0.203125,0.203125,0.139642400437689,0.0987420882906575,0.0806225774829855,0.203125,0.203125,0.203125,0.203125,0.203125,0.203125,0.203125
0.0066,0.117260393995586,0.082915619758885,0.067700320038633,15,30,45,1.2,0.140712472794703,0.099498743710662,0.0812403840463596,0.20625,0.20625,0.20625,0.140712472794703,0.099498743710662,0.0812403840463596,0.20625,0.20625,0.20625,0.20625,0.20625,0.20625,0.20625
0.0067,0.118145390656315,0.0835414068990142,0.0682112730989371,15,30,45,1.2,0.141774468787578,0.100249688278817,0.0818535277187245,0.209375,0.209375,0.209375,0.141774468787578,0.100249688278817,0.0818535277187245,0.209375,0.209375,0.209375,0.209375,0.209375,0.209375,0.209375
0.0068,0.119023807142381,0.0841625411530173,0.0687184270936277,15,30,45,1.2,0.142828568570857,0.100995049383621,0.0824621125123532,0.2125,0.2125,0.2125,0.142828568570857,0.100995049383621,0.0824621125123532,0.2125,0.2125,0.2125,0.2125,0.2125,0.2125,0.2125
0.0069,0.119895788082818,0.0847791247890658,0.0692218655243173,15,30,45,1.2,0.143874945699382,0.101734949746879,0.0830662386291807,0.215625,0.215625,0.215625,0.143874945699382,0.101734949746879,0.0830662386291807,0.215625,0.215625,0.215625,0.215625,0.215625,0.215625,0.215625
0.007,0.120761472884912,0.0853912563829966,0.0697216688778396,15,30,45,1.2,0.144913767461894,0.102469507659596,0.0836660026534075,0.21875,0.21875,0.21875,0.144913767461894,0.102469507659596,0.0836660026534075,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875
0.0071,0.121620995994387,0.0859990310022929,0.0702179147764696,15,30,45,1.2,0.145945195193264,0.103198837202751,0.0842614977317636,0.221875,0.221875,0.221875,0.145945195193264,0.103198837202751,0.0842614977317636,0.221875,0.221875,0.221875,0.221875,0.221875,0.221875,0.221875
0.0072,0.122474487139159,0.0866025403784439,0.0707106781186548,15,30,45,1.2,0.146969384566991,0.103923048454133,0.0848528137423857,0.225,0.225,0.225,0.146969384566991,0.103923048454133,0.0848528137423857,0.225,0.225,0.225,0.225,0.225,0.225,0.225
0.0073,0.123322071557906,0.0872018730685681,0.0712000312109794,15,30,45,1.2,0.147986485869487,0.104642247682282,0.0854400374531753,0.228125,0.228125,0.228125,0.147986485869487,0.104642247682282,0.0854400374531753,0.228125,0.228125,0.228125,0.228125,0.228125,0.228125,0.228125
0.0074,0.124163870214594,0.0877971146071061,0.0716860438920219,15,30,45,1.2,0.148996644257513,0.105356537528527,0.0860232526704263,0.23125,0.23125,0.23125,0.148996644257513,0.105356537528527,0.0860232526704263,0.23125,0.23125,0.23125,0.23125,0.23125,0.23125,0.23125
0.0075,0.125,0.0883883476483184,0.0721687836487032,15,30,45,1.2,0.15,0.106066017177982,0.0866025403784439,0.234375,0.234375,0.234375,0.15,0.106066017177982,0.0866025403784439,0.234375,0.234375,0.234375,0.234375,0.234375,0.234375,0.234375
0.0076,0.125830573921179,0.0889756521002609,0.0726483157256779,15,30,45,1.2,0.150996688705415,0.106770782520313,0.0871779788708135,0.2375,0.2375,0.2375,0.150996688705415,0.106770782520313,0.0871779788708135,0.2375,0.2375,0.2375,0.2375,0.2375,0.2375,0.2375
0.0077,0.126655701279756,0.0895591052508528,0.0731247032282677,15,30,45,1.2,0.151986841535707,0.107470926301023,0.0877496438739212,0.240625,0.240625,0.240625,0.151986841535707,0.107470926301023,0.0877496438739212,0.240625,0.240625,0.240625,0.240625,0.240625,0.240625,0.240625
0.0078,0.12747548783982,0.0901387818865997,0.0735980072193987,15,30,45,1.2,0.152970585407784,0.10816653826392,0.0883176086632785,0.24375,0.24375,0.24375,0.152970585407784,0.10816653826392,0.0883176086632785,0.24375,0.24375,0.24375,0.24375,0.24375,0.24375,0.24375
0.0079,0.128290035986172,0.0907147544044885,0.0740682868109632,15,30,45,1.2,0.153948043183406,0.108857705285386,0.0888819441731559,0.246875,0.246875,0.246875,0.153948043183406,0.108857705285386,0.0888819441731559,0.246875,0.246875,0.246875,0.246875,0.246875,0.246875,0.246875
0.008,0.129099444873581,0.0912870929175277,0.074535599249993,15,30,45,1.2,0.154919333848297,0.109544511501033,0.0894427190999916,0.25,0.25,0.25,0.154919333848297,0.109544511501033,0.0894427190999916,0.25,0.25,0.25,0.25,0.25,0.25,0.25
0.0081,0.129903810567666,0.0918558653543692,0.075,15,30,45,1.2,0.155884572681199,0.110227038425243,0.09,0.253125,0.253125,0.253125,0.155884572681199,0.110227038425243,0.09,0.253125,0.253125,0.253125,0.253125,0.253125,0.253125,0.253125
0.0082,0.130703226177984,0.0924211375534118,0.0754615428178118,15,30,45,1.2,0.156843871413581,0.110905365064094,0.0905538513813742,0.25625,0.25625,0.25625,0.156843871413581,0.110905365064094,0.0905538513813742,0.25625,0.25625,0.25625,0.25625,0.25625,0.25625,0.25625
0.0083,0.131497781983829,0.0929829733517558,0.0759202798262025,15,30,45,1.2,0.157797338380595,0.111579568022107,0.091104335791443,0.259375,0.259375,0.259375,0.157797338380595,0.111579568022107,0.091104335791443,0.259375,0.259375,0.259375,0.259375,0.259375,0.259375,0.259375
0.0084,0.13228756555323,0.0935414346693485,0.0763762615825973,15,30,45,1.2,0.158745078663875,0.112249721603218,0.0916515138991168,0.2625,0.2625,0.2625,0.158745078663875,0.112249721603218,0.0916515138991168,0.2625,0.2625,0.2625,0.2625,0.2625,0.2625,0.2625
0.0085,0.133072661855594,0.0940965815886351,0.0768295371441074,15,30,45,1.2,0.159687194226713,0.112915897906362,0.0921954445729289,0.265625,0.265625,0.265625,0.159687194226713,0.112915897906362,0.0921954445729289,0.265625,0.265625,0.265625,0.265625,0.265625,0.265625,0.265625
0.0086,0.133853153368408,0.0946484724300045,0.0772801541291308,15,30,45,1.2,0.16062378404209,0.113578166916005,0.092736184954957,0.26875,0.26875,0.26875,0.16062378404209,0.113578166916005,0.092736184954957,0.26875,0.26875,0.26875,0.26875,0.26875,0.26875,0.26875
0.0087,0.134629120178363,0.0951971638232988,0.0777281587757401,15,30,45,1.2,0.161554944214035,0.114236596587959,0.0932737905308881,0.271875,0.271875,0.271875,0.161554944214035,0.114236596587959,0.0932737905308881,0.271875,0.271875,0.271875,0.271875,0.271875,0.271875,0.271875
0.0088,0.135400640077266,0.0957427107756338,0.0781735959970571,15,30,45,1.2,0.162480768092719,0.114891252930761,0.0938083151964686,0.275,0.275,0.275,0.162480768092719,0.114891252930761,0.0938083151964686,0.275,0.275,0.275,0.275,0.275,0.275,0.275
0.0089,0.136167788653068,0.0962851667357612,0.078616509433805,15,30,45,1.2,0.163401346383682,0.115542200082913,0.094339811320566,0.278125,0.278125,0.278125,0.163401346383682,0.115542200082913,0.094339811320566,0.278125,0.278125,0.278125,0.278125,0.278125,0.278125,0.278125
0.009,0.136930639376292,0.0968245836551854,0.0790569415042095,15,30,45,1.2,0.16431676725155,0.116189500386222,0.0948683298050514,0.28125,0.28125,0.28125,0.16431676725155,0.116189500386222,0.0948683298050514,0.28125,0.28125,0.28125,0.28125,0.28125,0.28125,0.28125
0.0091,0.137689263682153,0.0973610120462327,0.0794949334514121,15,30,45,1.2,0.165227116418583,0.116833214455479,0.0953939201416945,0.284375,0.284375,0.284375,0.165227116418583,0.116833214455479,0.0953939201416945,0.284375,0.284375,0.284375,0.284375,0.284375,0.284375,0.284375
0.0092,0.138443731048635,0.0978945010372561,0.0799305253885453,15,30,45,1.2,0.166132477258361,0.117473401244707,0.0959166304662544,0.2875,0.2875,0.2875,0.166132477258361,0.117473401244707,0.0959166304662544,0.2875,0.2875,0.2875,0.2875,0.2875,0.2875,0.2875
0.0093,0.139194109070751,0.0984250984251476,0.0803637563416079,15,30,45,1.2,0.167032930884901,0.118110118110177,0.0964365076099295,0.290625,0.290625,0.290625,0.167032930884901,0.118110118110177,0.0964365076099295,0.290625,0.290625,0.290625,0.290625,0.290625,0.290625,0.290625
0.0094,0.139940463531222,0.098952850725316,0.0807946642902721,15,30,45,1.2,0.167928556237467,0.118743420870379,0.0969535971483266,0.29375,0.29375,0.29375,0.167928556237467,0.118743420870379,0.0969535971483266,0.29375,0.29375,0.29375,0.29375,0.29375,0.29375,0.29375
0.0095,0.140682858467784,0.0994778032192777,0.0812232862067414,15,30,45,1.2,0.168819430161341,0.119373363863133,0.0974679434480896,0.296875,0.296875,0.296875,0.168819430161341,0.119373363863133,0.0974679434480896,0.296875,0.296875,0.296875,0.296875,0.296875,0.296875,0.296875
0.0096,0.14142135623731,0.1,0.0816496580927726,15,30,45,1.2,0.169705627484771,0.12,0.0979795897113271,0.3,0.3,0.3,0.169705627484771,0.12,0.0979795897113271,0.3,0.3,0.3,0.3,0.3,0.3,0.3
