"time","gearConstraint.actuatedRevolute_b.phi","gearConstraint.actuatedRevolute_b.w","inertia2.phi","inertia2.w"
0,0,0,0,0
0.001,7.18407577452217e-09,1.79133533105805e-05,7.18407577452217e-09,1.79133533105805e-05
0.002,5.74662107292627e-08,7.16514541186595e-05,5.74662107292627e-08,7.16514541186595e-05
0.003,2.06971365884435e-07,0.000161209790571579,2.06971365884435e-07,0.000161209790571579
0.004,4.59685559025256e-07,0.000286587990421736,4.59685559025256e-07,0.000286587990421736
0.005,8.81193495758713e-07,0.000447775541421882,8.81193495758713e-07,0.000447775541421882
0.006,1.45933198924435e-06,0.000644774378457244,1.45933198924435e-06,0.000644774378457244
0.007,2.34578983771692e-06,0.000877547392594809,2.34578983771692e-06,0.000877547392594809
0.008,3.5269307365305e-06,0.0011460978852103,3.5269307365305e-06,0.0011460978852103
0.009,4.98564949652398e-06,0.00145042999750308,4.98564949652398e-06,0.00145042999750308
0.01,6.72194611769737e-06,0.00179054372947314,6.72194611769737e-06,0.00179054372947314
0.011,8.88876067190346e-06,0.00216637784072914,8.88876067190346e-06,0.00216637784072914
0.012,1.14540520105719e-05,0.00257794516121454,1.14540520105719e-05,0.00257794516121454
0.013,1.43796770264175e-05,0.00302526096422425,1.43796770264175e-05,0.00302526096422425
0.014,1.77177418294746e-05,0.00350830033215514,1.77177418294746e-05,0.00350830033215514
0.015,2.16941036188592e-05,0.00402695525809506,2.16941036188592e-05,0.00402695525809506
0.016,2.61636346644411e-05,0.0045812951434094,2.61636346644411e-05,0.0045812951434094
0.017,3.11263349662202e-05,0.00517131998809816,3.11263349662202e-05,0.00517131998809816
0.018,3.67572176146559e-05,0.00579692157414178,3.67572176146559e-05,0.00579692157414178
0.019,4.30779265239387e-05,0.00645808651818979,4.30779265239387e-05,0.00645808651818979
0.02,5.00185511493166e-05,0.00715485804889828,5.00185511493166e-05,0.00715485804889828
0.021,5.76030568558641e-05,0.00788721797190805,5.76030568558641e-05,0.00788721797190805
0.022,6.60841503825937e-05,0.00865497443380208,6.60841503825937e-05,0.00865497443380208
0.023,7.53114787439519e-05,0.00945824158165121,7.53114787439519e-05,0.00945824158165121
0.024,8.52850419399385e-05,0.0102970194154554,8.52850419399385e-05,0.0102970194154554
0.025,9.60895729311573e-05,0.0111712319925373,9.60895729311573e-05,0.0111712319925373
0.026,0.000107806104040157,0.0120808066869496,0.000107806104040157,0.0120808066869496
0.027,0.00012041864951701,0.0130257578260642,0.00012041864951701,0.0130257578260642
0.028,0.000133956556142545,0.0140060591075651,0.000133956556142545,0.0140060591075651
0.029,0.000148497246931832,0.0150216140247096,0.000148497246931832,0.0150216140247096
0.03,0.000164057658599355,0.0160724143972664,0.000164057658599355,0.0160724143972664
0.031,0.000180674932834318,0.0171584225402251,0.000180674932834318,0.0171584225402251
0.032,0.000198388321113496,0.0182795867969333,0.000198388321113496,0.0182795867969333
0.033,0.000217238290549392,0.0194358473577222,0.000217238290549392,0.0194358473577222
0.034,0.000237261266598362,0.0206271715194707,0.000237261266598362,0.0206271715194707
0.035,0.000258495348526938,0.0218535153531609,0.000258495348526938,0.0218535153531609
0.036,0.000280969766904012,0.0231148140494471,0.000280969766904012,0.0231148140494471
0.037,0.000304723337841377,0.0244110253670408,0.000304723337841377,0.0244110253670408
0.038,0.000329793199434627,0.0257421031139577,0.000329793199434627,0.0257421031139577
0.039,0.000356213640712473,0.0271079927068668,0.000356213640712473,0.0271079927068668
0.04,0.000384015537865587,0.0285086288387251,0.000384015537865587,0.0285086288387251
0.041,0.000413236671515892,0.0299439678973754,0.000413236671515892,0.0299439678973754
0.042,0.00044391217388009,0.0314139579489253,0.00044391217388009,0.0314139579489253
0.043,0.000476076273031693,0.032918530298835,0.000476076273031693,0.032918530298835
0.044,0.000509763724335336,0.0344576260272785,0.000509763724335336,0.0344576260272785
0.045,0.000545009344305874,0.0360311873480078,0.000545009344305874,0.0360311873480078
0.046,0.000581847731363072,0.0376391524318149,0.000581847731363072,0.0376391524318149
0.047,0.000620313413855769,0.039281458150545,0.000620313413855769,0.039281458150545
0.048,0.000660440850061878,0.0409580400770962,0.000660440850061878,0.0409580400770962
0.049,0.000702264428188386,0.0426688324854196,0.000702264428188386,0.0426688324854196
0.05,0.000745815497222084,0.0444137664962425,0.000745815497222084,0.0444137664962425
0.051,0.000791127638697449,0.0461927733693639,0.000791127638697449,0.0461927733693639
0.052,0.000838235319052361,0.0480057836620313,0.000838235319052361,0.0480057836620313
0.053,0.000887171841029406,0.0498527259495608,0.000887171841029406,0.0498527259495608
0.054,0.000937970358186005,0.0517335274589135,0.000937970358186005,0.0517335274589135
0.055,0.000990663874894416,0.0536481140686955,0.000990663874894416,0.0536481140686955
0.056,0.00104528524634173,0.055596410309158,0.00104528524634173,0.055596410309158
0.057,0.00110187232773339,0.0575783385471683,0.00110187232773339,0.0575783385471683
0.058,0.00116046008093136,0.059593820235591,0.00116046008093136,0.059593820235591
0.059,0.00122107916038327,0.0616427761371107,0.00122107916038327,0.0616427761371107
0.06,0.00128376303626188,0.0637251251967635,0.00128376303626188,0.0637251251967635
0.061,0.00134854513182024,0.0658407849950438,0.00134854513182024,0.0658407849950438
0.062,0.00141545882339165,0.0679896717479041,0.00141545882339165,0.0679896717479041
0.063,0.00148453744038973,0.070171700306755,0.00148453744038973,0.070171700306755
0.064,0.00155581383548655,0.0723867854278508,0.00155581383548655,0.0723867854278508
0.065,0.0016293208457474,0.0746348404104279,0.0016293208457474,0.0746348404104279
0.066,0.00170509192245543,0.0769157752366547,0.00170509192245543,0.0769157752366547
0.067,0.00178316009420605,0.0792294996339072,0.00178316009420605,0.0792294996339072
0.068,0.00186355833371846,0.0815759219914704,0.00186355833371846,0.0815759219914704
0.069,0.00194631955783568,0.0839549493605386,0.00194631955783568,0.0839549493605386
0.07,0.00203147662752454,0.0863664874542152,0.00203147662752454,0.0863664874542152
0.071,0.00211906085472997,0.0888104427639209,0.00211906085472997,0.0888104427639209
0.072,0.00220910246222076,0.0912867219076005,0.00220910246222076,0.0912867219076005
0.073,0.00230163562688113,0.0937952244812842,0.00230163562688113,0.0937952244812842
0.074,0.00239669247288815,0.0963358515732502,0.00239669247288815,0.0963358515732502
0.075,0.00249430502756936,0.0989085029917624,0.00249430502756936,0.0989085029917624
0.076,0.00259450522140285,0.10151307726507,0.00259450522140285,0.10151307726507
0.077,0.00269732488801724,0.104149471641407,0.00269732488801724,0.104149471641407
0.078,0.00280279576419166,0.106817582088993,0.00280279576419166,0.106817582088993
0.079,0.00291094948985576,0.109517303296035,0.00291094948985576,0.109517303296035
0.08,0.00302181760808973,0.112248528670721,0.00302181760808973,0.112248528670721
0.081,0.00313543156512426,0.115011150341229,0.00313543156512426,0.115011150341229
0.082,0.00325182271034059,0.117805059155719,0.00325182271034059,0.117805059155719
0.083,0.00337102229627046,0.120630144682338,0.00337102229627046,0.120630144682338
0.084,0.00349306147859615,0.123486295209218,0.00349306147859615,0.123486295209218
0.085,0.00361797160386889,0.126373398063456,0.00361797160386889,0.126373398063456
0.086,0.00374578518159633,0.129291340688824,0.00374578518159633,0.129291340688824
0.087,0.00387653186951531,0.132240006194825,0.00387653186951531,0.132240006194825
0.088,0.00401024252201037,0.135219277844987,0.00401024252201037,0.135219277844987
0.089,0.00414694790149579,0.138229037628234,0.00414694790149579,0.138229037628234
0.09,0.00428667867841559,0.141269166258884,0.00428667867841559,0.141269166258884
0.091,0.00442946543124355,0.14433954317665,0.00442946543124355,0.14433954317665
0.092,0.00457533864648317,0.14744004654664,0.00457533864648317,0.14744004654664
0.093,0.00472432871866771,0.150570553259355,0.00472432871866771,0.150570553259355
0.094,0.00487646595036018,0.153730938930693,0.00487646595036018,0.153730938930693
0.095,0.00503178055215331,0.156921077901946,0.00503178055215331,0.156921077901946
0.096,0.0051903026426696,0.1601408432398,0.0051903026426696,0.1601408432398
0.097,0.00535206224856129,0.163390106736337,0.00535206224856129,0.163390106736337
0.098,0.00551708433210306,0.166668750763251,0.00551708433210306,0.166668750763251
0.099,0.00568539259820915,0.169976659195921,0.00568539259820915,0.169976659195921
0.1,0.00585702356006575,0.173313683880947,0.00585702356006575,0.173313683880947
0.101,0.00603200635059733,0.176679692765605,0.00603200635059733,0.176679692765605
0.102,0.00621036998491076,0.18007455258419,0.00621036998491076,0.18007455258419
0.103,0.00639214336029527,0.183498128858011,0.00639214336029527,0.183498128858011
0.104,0.00657735525622249,0.18695028589539,0.00657735525622249,0.18695028589539
