"time","pipe.mediums[1].h","pipe.mediums[1].p","pipe.mediums[2].h","pipe.mediums[2].p","pipe.mediums[3].h","pipe.mediums[3].p","pipe.mediums[4].h","pipe.mediums[4].p","pipe.mediums[5].h","pipe.mediums[5].p","m_flow_initial"
1.1832,2000142.83927962,9903731.36635779,2000142.83934756,9806208.80079151,2000142.83936153,9707409.92631475,2000142.83938673,9607290.8655536,2000142.83935963,9505805.20509566,2.48505479068724
1.184,2000142.83927963,9903731.36635779,2000142.83934755,9806208.80079152,2000142.83936152,9707409.92631475,2000142.83938673,9607290.8655536,2000142.83935964,9505805.20509566,2.48505479068724
1.1848,2000142.83927965,9903731.36635779,2000142.83934753,9806208.80079152,2000142.83936152,9707409.92631475,2000142.83938672,9607290.8655536,2000142.83935965,9505805.20509566,2.48505479068724
1.1856,2000142.83927966,9903731.36635779,2000142.83934752,9806208.80079152,2000142.83936152,9707409.92631475,2000142.83938672,9607290.8655536,2000142.83935965,9505805.20509566,2.48505479068724
1.1864,2000142.83927968,9903731.36635779,2000142.8393475,9806208.80079152,2000142.83936151,9707409.92631475,2000142.83938671,9607290.8655536,2000142.83935966,9505805.20509566,2.48505479068724
1.1872,2000142.83927969,9903731.36635779,2000142.83934749,9806208.80079152,2000142.83936151,9707409.92631475,2000142.8393867,9607290.8655536,2000142.83935967,9505805.20509566,2.48505479068724
1.188,2000142.83927971,9903731.36635779,2000142.83934747,9806208.80079152,2000142.83936151,9707409.92631475,2000142.8393867,9607290.8655536,2000142.83935967,9505805.20509566,2.48505479068724
1.1888,2000142.83927973,9903731.36635779,2000142.83934745,9806208.80079153,2000142.8393615,9707409.92631475,2000142.83938669,9607290.8655536,2000142.83935968,9505805.20509566,2.48505479068724
1.1896,2000142.83927974,9903731.36635779,2000142.83934744,9806208.80079153,2000142.8393615,9707409.92631475,2000142.83938669,9607290.8655536,2000142.83935968,9505805.20509566,2.48505479068724
1.1904,2000142.83927976,9903731.36635779,2000142.83934742,9806208.80079153,2000142.83936149,9707409.92631475,2000142.83938668,9607290.8655536,2000142.83935969,9505805.20509566,2.48505479068724
1.1912,2000142.83927977,9903731.36635779,2000142.83934741,9806208.80079153,2000142.83936149,9707409.92631475,2000142.83938668,9607290.86555361,2000142.8393597,9505805.20509566,2.48505479068724
1.192,2000142.83927979,9903731.36635779,2000142.83934739,9806208.80079154,2000142.83936149,9707409.92631475,2000142.83938667,9607290.86555361,2000142.8393597,9505805.20509566,2.48505479068724
1.1928,2000142.8392798,9903731.36635779,2000142.83934738,9806208.80079154,2000142.83936148,9707409.92631475,2000142.83938666,9607290.86555361,2000142.83935971,9505805.20509566,2.48505479068724
1.1936,2000142.83927982,9903731.36635779,2000142.83934736,9806208.80079154,2000142.83936148,9707409.92631475,2000142.83938666,9607290.86555361,2000142.83935972,9505805.20509566,2.48505479068724
1.1944,2000142.83927983,9903731.36635779,2000142.83934735,9806208.80079154,2000142.83936148,9707409.92631475,2000142.83938665,9607290.86555361,2000142.83935972,9505805.20509566,2.48505479068724
1.1952,2000142.83927985,9903731.36635779,2000142.83934733,9806208.80079154,2000142.83936147,9707409.92631475,2000142.83938665,9607290.86555361,2000142.83935973,9505805.20509566,2.48505479068724
1.196,2000142.83927986,9903731.36635779,2000142.83934732,9806208.80079154,2000142.83936147,9707409.92631475,2000142.83938664,9607290.86555361,2000142.83935974,9505805.20509566,2.48505479068724
1.1968,2000142.83927988,9903731.36635779,2000142.8393473,9806208.80079155,2000142.83936147,9707409.92631475,2000142.83938663,9607290.86555361,2000142.83935974,9505805.20509566,2.48505479068724
1.1976,2000142.83927989,9903731.36635779,2000142.83934728,9806208.80079155,2000142.83936146,9707409.92631475,2000142.83938663,9607290.86555361,2000142.83935975,9505805.20509566,2.48505479068724
1.1984,2000142.83927991,9903731.36635779,2000142.83934727,9806208.80079155,2000142.83936146,9707409.92631475,2000142.83938662,9607290.86555361,2000142.83935976,9505805.20509566,2.48505479068724
1.1992,2000142.83927992,9903731.36635779,2000142.83934725,9806208.80079155,2000142.83936146,9707409.92631475,2000142.83938662,9607290.86555361,2000142.83935976,9505805.20509566,2.48505479068724
1.2,2000142.83927994,9903731.36635779,2000142.83934724,9806208.80079155,2000142.83936145,9707409.92631475,2000142.83938661,9607290.86555361,2000142.83935977,9505805.20509566,2.48505479068724
1.2008,2000142.83927995,9903731.36635779,2000142.83934722,9806208.80079156,2000142.83936145,9707409.92631475,2000142.8393866,9607290.86555361,2000142.83935977,9505805.20509566,2.48505479068724
1.2016,2000142.83927997,9903731.36635779,2000142.83934721,9806208.80079156,2000142.83936145,9707409.92631475,2000142.8393866,9607290.86555361,2000142.83935978,9505805.20509566,2.48505479068724
1.2024,2000142.83927999,9903731.36635779,2000142.83934719,9806208.80079156,2000142.83936144,9707409.92631475,2000142.83938659,9607290.86555361,2000142.83935979,9505805.20509566,2.48505479068724
1.2032,2000142.83928,9903731.36635779,2000142.83934718,9806208.80079156,2000142.83936144,9707409.92631475,2000142.83938659,9607290.86555361,2000142.83935979,9505805.20509566,2.48505479068724
1.204,2000142.83928002,9903731.36635779,2000142.83934716,9806208.80079157,2000142.83936144,9707409.92631475,2000142.83938658,9607290.86555361,2000142.8393598,9505805.20509566,2.48505479068724
1.2048,2000142.83928003,9903731.36635779,2000142.83934715,9806208.80079157,2000142.83936143,9707409.92631475,2000142.83938657,9607290.86555361,2000142.83935981,9505805.20509566,2.48505479068724
1.2056,2000142.83928005,9903731.36635779,2000142.83934713,9806208.80079157,2000142.83936143,9707409.92631475,2000142.83938657,9607290.86555361,2000142.83935981,9505805.20509566,2.48505479068724
1.2064,2000142.83928006,9903731.36635779,2000142.83934711,9806208.80079157,2000142.83936143,9707409.92631475,2000142.83938656,9607290.86555361,2000142.83935982,9505805.20509566,2.48505479068724
1.2072,2000142.83928008,9903731.36635779,2000142.8393471,9806208.80079157,2000142.83936142,9707409.92631475,2000142.83938656,9607290.86555361,2000142.83935983,9505805.20509566,2.48505479068724
1.208,2000142.83928009,9903731.36635779,2000142.83934708,9806208.80079157,2000142.83936142,9707409.92631475,2000142.83938655,9607290.86555361,2000142.83935983,9505805.20509566,2.48505479068724
1.2088,2000142.83928011,9903731.36635779,2000142.83934707,9806208.80079158,2000142.83936142,9707409.92631475,2000142.83938654,9607290.86555361,2000142.83935984,9505805.20509566,2.48505479068724
1.2096,2000142.83928012,9903731.36635779,2000142.83934705,9806208.80079158,2000142.83936141,9707409.92631475,2000142.83938654,9607290.86555361,2000142.83935985,9505805.20509566,2.48505479068724
1.2104,2000142.83928014,9903731.36635779,2000142.83934704,9806208.80079158,2000142.83936141,9707409.92631475,2000142.83938653,9607290.86555361,2000142.83935985,9505805.20509566,2.48505479068724
1.2112,2000142.83928015,9903731.36635779,2000142.83934702,9806208.80079158,2000142.83936141,9707409.92631475,2000142.83938653,9607290.86555361,2000142.83935986,9505805.20509566,2.48505479068724
1.212,2000142.83928017,9903731.36635779,2000142.83934701,9806208.80079158,2000142.8393614,9707409.92631475,2000142.83938652,9607290.86555361,2000142.83935986,9505805.20509566,2.48505479068724
1.2128,2000142.83928018,9903731.36635779,2000142.839347,9806208.80079159,2000142.8393614,9707409.92631475,2000142.83938651,9607290.86555361,2000142.83935987,9505805.20509566,2.48505479068724
1.2136,2000142.8392802,9903731.36635779,2000142.83934698,9806208.80079159,2000142.83936139,9707409.92631475,2000142.83938651,9607290.86555361,2000142.83935987,9505805.20509566,2.48505479068724
1.2144,2000142.83928021,9903731.36635779,2000142.83934697,9806208.80079159,2000142.83936139,9707409.92631475,2000142.8393865,9607290.86555361,2000142.83935988,9505805.20509566,2.48505479068724
1.2152,2000142.83928022,9903731.36635779,2000142.83934696,9806208.80079159,2000142.83936139,9707409.92631475,2000142.8393865,9607290.86555361,2000142.83935989,9505805.20509566,2.48505479068724
1.216,2000142.83928024,9903731.36635779,2000142.83934694,9806208.8007916,2000142.83936138,9707409.92631475,2000142.83938649,9607290.86555361,2000142.83935989,9505805.20509566,2.48505479068724
1.2168,2000142.83928025,9903731.36635779,2000142.83934693,9806208.8007916,2000142.83936138,9707409.92631475,2000142.83938649,9607290.86555361,2000142.8393599,9505805.20509566,2.48505479068724
1.2176,2000142.83928027,9903731.36635779,2000142.83934691,9806208.8007916,2000142.83936137,9707409.92631475,2000142.83938648,9607290.86555361,2000142.8393599,9505805.20509566,2.48505479068724
1.2184,2000142.83928028,9903731.36635779,2000142.8393469,9806208.8007916,2000142.83936137,9707409.92631476,2000142.83938647,9607290.86555361,2000142.83935991,9505805.20509566,2.48505479068724
1.2192,2000142.8392803,9903731.36635779,2000142.83934689,9806208.8007916,2000142.83936137,9707409.92631476,2000142.83938647,9607290.86555361,2000142.83935991,9505805.20509566,2.48505479068724
1.22,2000142.83928031,9903731.36635779,2000142.83934687,9806208.80079161,2000142.83936136,9707409.92631476,2000142.83938646,9607290.86555361,2000142.83935992,9505805.20509566,2.48505479068724
1.2208,2000142.83928032,9903731.36635779,2000142.83934686,9806208.80079161,2000142.83936136,9707409.92631476,2000142.83938646,9607290.86555361,2000142.83935993,9505805.20509566,2.48505479068724
1.2216,2000142.83928034,9903731.36635779,2000142.83934685,9806208.80079161,2000142.83936135,9707409.92631476,2000142.83938645,9607290.86555361,2000142.83935993,9505805.20509566,2.48505479068724
1.2224,2000142.83928035,9903731.36635779,2000142.83934683,9806208.80079161,2000142.83936135,9707409.92631476,2000142.83938644,9607290.86555361,2000142.83935994,9505805.20509566,2.48505479068724
1.2232,2000142.83928037,9903731.36635779,2000142.83934682,9806208.80079161,2000142.83936135,9707409.92631476,2000142.83938644,9607290.86555361,2000142.83935994,9505805.20509566,2.48505479068724
1.224,2000142.83928038,9903731.36635779,2000142.8393468,9806208.80079162,2000142.83936134,9707409.92631476,2000142.83938643,9607290.86555361,2000142.83935995,9505805.20509566,2.48505479068724
1.2248,2000142.8392804,9903731.36635779,2000142.83934679,9806208.80079162,2000142.83936134,9707409.92631476,2000142.83938643,9607290.86555361,2000142.83935995,9505805.20509566,2.48505479068724
1.2256,2000142.83928041,9903731.36635779,2000142.83934678,9806208.80079162,2000142.83936133,9707409.92631476,2000142.83938642,9607290.86555361,2000142.83935996,9505805.20509566,2.48505479068724
1.2264,2000142.83928043,9903731.36635779,2000142.83934676,9806208.80079162,2000142.83936133,9707409.92631476,2000142.83938641,9607290.86555361,2000142.83935996,9505805.20509566,2.48505479068724
1.2272,2000142.83928044,9903731.36635779,2000142.83934675,9806208.80079163,2000142.83936133,9707409.92631476,2000142.83938641,9607290.86555361,2000142.83935997,9505805.20509566,2.48505479068724
1.228,2000142.83928046,9903731.36635779,2000142.83934674,9806208.80079163,2000142.83936132,9707409.92631476,2000142.8393864,9607290.86555361,2000142.83935998,9505805.20509566,2.48505479068724
1.2288,2000142.83928047,9903731.36635779,2000142.83934672,9806208.80079163,2000142.83936132,9707409.92631476,2000142.8393864,9607290.86555361,2000142.83935998,9505805.20509566,2.48505479068724
1.2296,2000142.83928048,9903731.36635779,2000142.83934671,9806208.80079163,2000142.83936131,9707409.92631476,2000142.83938639,9607290.86555361,2000142.83935999,9505805.20509566,2.48505479068724
1.2304,2000142.8392805,9903731.36635779,2000142.83934669,9806208.80079163,2000142.83936131,9707409.92631476,2000142.83938639,9607290.86555361,2000142.83935999,9505805.20509566,2.48505479068724
1.2312,2000142.83928051,9903731.36635779,2000142.83934668,9806208.80079164,2000142.83936131,9707409.92631476,2000142.83938638,9607290.86555361,2000142.83936,9505805.20509566,2.48505479068724
1.232,2000142.83928053,9903731.36635779,2000142.83934667,9806208.80079164,2000142.8393613,9707409.92631476,2000142.83938637,9607290.86555362,2000142.83936,9505805.20509566,2.48505479068724
1.2328,2000142.83928054,9903731.36635779,2000142.83934665,9806208.80079164,2000142.8393613,9707409.92631476,2000142.83938637,9607290.86555362,2000142.83936001,9505805.20509566,2.48505479068724
1.2336,2000142.83928056,9903731.36635779,2000142.83934664,9806208.80079164,2000142.8393613,9707409.92631476,2000142.83938636,9607290.86555362,2000142.83936002,9505805.20509566,2.48505479068724
1.2344,2000142.83928057,9903731.36635779,2000142.83934663,9806208.80079165,2000142.83936129,9707409.92631477,2000142.83938636,9607290.86555362,2000142.83936002,9505805.20509566,2.48505479068724
1.2352,2000142.83928058,9903731.36635779,2000142.83934661,9806208.80079165,2000142.83936129,9707409.92631477,2000142.83938635,9607290.86555362,2000142.83936003,9505805.20509566,2.48505479068724
1.236,2000142.8392806,9903731.36635779,2000142.8393466,9806208.80079165,2000142.83936128,9707409.92631477,2000142.83938634,9607290.86555362,2000142.83936003,9505805.20509566,2.48505479068724
1.2368,2000142.83928061,9903731.36635779,2000142.83934658,9806208.80079165,2000142.83936128,9707409.92631477,2000142.83938634,9607290.86555362,2000142.83936004,9505805.20509566,2.48505479068724
1.2376,2000142.83928063,9903731.36635779,2000142.83934657,9806208.80079165,2000142.83936128,9707409.92631477,2000142.83938633,9607290.86555362,2000142.83936004,9505805.20509566,2.48505479068724
1.2384,2000142.83928064,9903731.36635779,2000142.83934656,9806208.80079166,2000142.83936127,9707409.92631477,2000142.83938633,9607290.86555362,2000142.83936005,9505805.20509566,2.48505479068724
1.2392,2000142.83928066,9903731.36635779,2000142.83934654,9806208.80079166,2000142.83936127,9707409.92631477,2000142.83938632,9607290.86555362,2000142.83936006,9505805.20509566,2.48505479068724
1.24,2000142.83928067,9903731.36635779,2000142.83934653,9806208.80079166,2000142.83936126,9707409.92631477,2000142.83938632,9607290.86555362,2000142.83936006,9505805.20509566,2.48505479068724
1.2408,2000142.83928069,9903731.36635779,2000142.83934652,9806208.80079166,2000142.83936126,9707409.92631477,2000142.83938631,9607290.86555362,2000142.83936007,9505805.20509566,2.48505479068724
1.2416,2000142.8392807,9903731.36635779,2000142.8393465,9806208.80079166,2000142.83936126,9707409.92631477,2000142.8393863,9607290.86555362,2000142.83936007,9505805.20509565,2.48505479068724
1.2424,2000142.83928071,9903731.36635779,2000142.83934649,9806208.80079167,2000142.83936125,9707409.92631477,2000142.8393863,9607290.86555362,2000142.83936008,9505805.20509565,2.48505479068724
1.2432,2000142.83928073,9903731.36635779,2000142.83934647,9806208.80079167,2000142.83936125,9707409.92631477,2000142.83938629,9607290.86555362,2000142.83936008,9505805.20509565,2.48505479068724
1.244,2000142.83928074,9903731.36635779,2000142.83934646,9806208.80079167,2000142.83936124,9707409.92631477,2000142.83938629,9607290.86555362,2000142.83936009,9505805.20509565,2.48505479068724
1.2448,2000142.83928076,9903731.36635779,2000142.83934645,9806208.80079167,2000142.83936124,9707409.92631477,2000142.83938628,9607290.86555362,2000142.8393601,9505805.20509565,2.48505479068724
1.2456,2000142.83928077,9903731.36635779,2000142.83934643,9806208.80079168,2000142.83936124,9707409.92631477,2000142.83938627,9607290.86555362,2000142.8393601,9505805.20509565,2.48505479068724
1.2464,2000142.83928079,9903731.36635779,2000142.83934642,9806208.80079168,2000142.83936123,9707409.92631477,2000142.83938627,9607290.86555362,2000142.83936011,9505805.20509565,2.48505479068724
1.2472,2000142.8392808,9903731.36635779,2000142.83934641,9806208.80079168,2000142.83936123,9707409.92631477,2000142.83938626,9607290.86555362,2000142.83936011,9505805.20509565,2.48505479068724
1.248,2000142.83928082,9903731.36635779,2000142.83934639,9806208.80079168,2000142.83936122,9707409.92631477,2000142.83938626,9607290.86555362,2000142.83936012,9505805.20509565,2.48505479068724
1.2488,2000142.83928083,9903731.36635779,2000142.83934638,9806208.80079168,2000142.83936122,9707409.92631477,2000142.83938625,9607290.86555362,2000142.83936012,9505805.20509565,2.48505479068724
1.2496,2000142.83928084,9903731.36635779,2000142.83934636,9806208.80079169,2000142.83936122,9707409.92631477,2000142.83938625,9607290.86555362,2000142.83936013,9505805.20509565,2.48505479068724
1.2504,2000142.83928086,9903731.36635779,2000142.83934635,9806208.80079169,2000142.83936121,9707409.92631477,2000142.83938624,9607290.86555362,2000142.83936014,9505805.20509565,2.48505479068724
1.2512,2000142.83928087,9903731.36635779,2000142.83934634,9806208.80079169,2000142.83936121,9707409.92631477,2000142.83938623,9607290.86555362,2000142.83936014,9505805.20509565,2.48505479068724
1.252,2000142.83928089,9903731.36635779,2000142.83934632,9806208.80079169,2000142.8393612,9707409.92631477,2000142.83938623,9607290.86555362,2000142.83936015,9505805.20509565,2.48505479068724
1.2528,2000142.8392809,9903731.36635779,2000142.83934631,9806208.80079169,2000142.8393612,9707409.92631478,2000142.83938622,9607290.86555362,2000142.83936015,9505805.20509565,2.48505479068724
1.2536,2000142.83928092,9903731.36635779,2000142.8393463,9806208.8007917,2000142.8393612,9707409.92631478,2000142.83938622,9607290.86555362,2000142.83936016,9505805.20509565,2.48505479068724
1.2544,2000142.83928093,9903731.36635779,2000142.83934628,9806208.8007917,2000142.83936119,9707409.92631478,2000142.83938621,9607290.86555362,2000142.83936016,9505805.20509565,2.48505479068724
1.2552,2000142.83928095,9903731.36635779,2000142.83934627,9806208.8007917,2000142.83936119,9707409.92631478,2000142.8393862,9607290.86555362,2000142.83936017,9505805.20509565,2.48505479068724
1.256,2000142.83928096,9903731.36635779,2000142.83934625,9806208.8007917,2000142.83936118,9707409.92631478,2000142.8393862,9607290.86555362,2000142.83936018,9505805.20509565,2.48505479068724
1.2568,2000142.83928097,9903731.36635779,2000142.83934624,9806208.80079171,2000142.83936118,9707409.92631478,2000142.83938619,9607290.86555362,2000142.83936018,9505805.20509565,2.48505479068724
1.2576,2000142.83928099,9903731.36635779,2000142.83934623,9806208.80079171,2000142.83936118,9707409.92631478,2000142.83938619,9607290.86555362,2000142.83936019,9505805.20509565,2.48505479068724
1.2584,2000142.839281,9903731.36635779,2000142.83934621,9806208.80079171,2000142.83936117,9707409.92631478,2000142.83938618,9607290.86555362,2000142.83936019,9505805.20509565,2.48505479068724
1.2592,2000142.83928102,9903731.36635779,2000142.8393462,9806208.80079171,2000142.83936117,9707409.92631478,2000142.83938618,9607290.86555362,2000142.8393602,9505805.20509565,2.48505479068724
1.26,2000142.83928103,9903731.36635779,2000142.83934619,9806208.80079171,2000142.83936116,9707409.92631478,2000142.83938617,9607290.86555362,2000142.8393602,9505805.20509565,2.48505479068724
1.2608,2000142.83928105,9903731.36635779,2000142.83934617,9806208.80079172,2000142.83936116,9707409.92631478,2000142.83938616,9607290.86555362,2000142.83936021,9505805.20509565,2.48505479068724
1.2616,2000142.83928106,9903731.36635779,2000142.83934616,9806208.80079172,2000142.83936116,9707409.92631478,2000142.83938616,9607290.86555363,2000142.83936022,9505805.20509565,2.48505479068724
1.2624,2000142.83928108,9903731.36635779,2000142.83934614,9806208.80079172,2000142.83936115,9707409.92631478,2000142.83938615,9607290.86555363,2000142.83936022,9505805.20509565,2.48505479068724
1.2632,2000142.83928109,9903731.36635779,2000142.83934613,9806208.80079172,2000142.83936115,9707409.92631478,2000142.83938615,9607290.86555363,2000142.83936023,9505805.20509565,2.48505479068724
1.264,2000142.8392811,9903731.36635779,2000142.83934612,9806208.80079172,2000142.83936114,9707409.92631478,2000142.83938614,9607290.86555363,2000142.83936023,9505805.20509565,2.48505479068724
1.2648,2000142.83928112,9903731.36635779,2000142.8393461,9806208.80079173,2000142.83936114,9707409.92631478,2000142.83938613,9607290.86555363,2000142.83936024,9505805.20509565,2.48505479068724
1.2656,2000142.83928113,9903731.36635779,2000142.83934609,9806208.80079173,2000142.83936114,9707409.92631478,2000142.83938613,9607290.86555363,2000142.83936024,9505805.20509565,2.48505479068724
1.2664,2000142.83928115,9903731.36635779,2000142.83934608,9806208.80079173,2000142.83936113,9707409.92631478,2000142.83938612,9607290.86555363,2000142.83936025,9505805.20509565,2.48505479068724
1.2672,2000142.83928116,9903731.36635779,2000142.83934606,9806208.80079173,2000142.83936113,9707409.92631479,2000142.83938612,9607290.86555363,2000142.83936026,9505805.20509565,2.48505479068724
1.268,2000142.83928118,9903731.36635779,2000142.83934605,9806208.80079173,2000142.83936112,9707409.92631479,2000142.83938611,9607290.86555363,2000142.83936026,9505805.20509565,2.48505479068724
1.2688,2000142.83928119,9903731.36635779,2000142.83934603,9806208.80079174,2000142.83936112,9707409.92631479,2000142.8393861,9607290.86555363,2000142.83936027,9505805.20509565,2.48505479068724
1.2696,2000142.83928121,9903731.36635779,2000142.83934602,9806208.80079174,2000142.83936112,9707409.92631479,2000142.8393861,9607290.86555363,2000142.83936027,9505805.20509565,2.48505479068724
1.2704,2000142.83928122,9903731.36635779,2000142.83934601,9806208.80079174,2000142.83936111,9707409.92631479,2000142.83938609,9607290.86555363,2000142.83936028,9505805.20509565,2.48505479068724
1.2712,2000142.83928123,9903731.36635779,2000142.83934599,9806208.80079174,2000142.83936111,9707409.92631479,2000142.83938609,9607290.86555363,2000142.83936028,9505805.20509565,2.48505479068724
1.272,2000142.83928125,9903731.36635779,2000142.83934598,9806208.80079175,2000142.8393611,9707409.92631479,2000142.83938608,9607290.86555363,2000142.83936029,9505805.20509565,2.48505479068724
1.2728,2000142.83928126,9903731.36635779,2000142.83934597,9806208.80079175,2000142.8393611,9707409.92631479,2000142.83938608,9607290.86555363,2000142.8393603,9505805.20509565,2.48505479068724
1.2736,2000142.83928128,9903731.36635779,2000142.83934595,9806208.80079175,2000142.8393611,9707409.92631479,2000142.83938607,9607290.86555363,2000142.8393603,9505805.20509565,2.48505479068724
1.2744,2000142.83928129,9903731.36635779,2000142.83934594,9806208.80079175,2000142.83936109,9707409.92631479,2000142.83938606,9607290.86555363,2000142.83936031,9505805.20509565,2.48505479068724
1.2752,2000142.83928131,9903731.36635779,2000142.83934592,9806208.80079175,2000142.83936109,9707409.92631479,2000142.83938606,9607290.86555363,2000142.83936031,9505805.20509565,2.48505479068724
1.276,2000142.83928132,9903731.36635779,2000142.83934591,9806208.80079176,2000142.83936108,9707409.92631479,2000142.83938605,9607290.86555363,2000142.83936032,9505805.20509565,2.48505479068724
1.2768,2000142.83928134,9903731.36635779,2000142.8393459,9806208.80079176,2000142.83936108,9707409.92631479,2000142.83938605,9607290.86555363,2000142.83936032,9505805.20509565,2.48505479068724
1.2776,2000142.83928135,9903731.36635779,2000142.83934588,9806208.80079176,2000142.83936108,9707409.92631479,2000142.83938604,9607290.86555363,2000142.83936033,9505805.20509565,2.48505479068724
1.2784,2000142.83928136,9903731.36635779,2000142.83934587,9806208.80079176,2000142.83936107,9707409.92631479,2000142.83938603,9607290.86555363,2000142.83936034,9505805.20509565,2.48505479068724
1.2792,2000142.83928138,9903731.36635779,2000142.83934586,9806208.80079176,2000142.83936107,9707409.92631479,2000142.83938603,9607290.86555363,2000142.83936034,9505805.20509565,2.48505479068724
1.28,2000142.83928139,9903731.36635779,2000142.83934584,9806208.80079177,2000142.83936107,9707409.92631479,2000142.83938602,9607290.86555363,2000142.83936035,9505805.20509565,2.48505479068724
1.2808,2000142.83928141,9903731.36635779,2000142.83934583,9806208.80079177,2000142.83936106,9707409.92631479,2000142.83938602,9607290.86555363,2000142.83936035,9505805.20509565,2.48505479068724
1.2816,2000142.83928142,9903731.36635779,2000142.83934581,9806208.80079177,2000142.83936106,9707409.92631479,2000142.83938601,9607290.86555363,2000142.83936036,9505805.20509565,2.48505479068724
1.2824,2000142.83928144,9903731.36635779,2000142.8393458,9806208.80079177,2000142.83936105,9707409.92631479,2000142.83938601,9607290.86555363,2000142.83936036,9505805.20509565,2.48505479068724
1.2832,2000142.83928145,9903731.36635779,2000142.83934579,9806208.80079178,2000142.83936105,9707409.9263148,2000142.839386,9607290.86555363,2000142.83936037,9505805.20509565,2.48505479068724
1.284,2000142.83928147,9903731.36635779,2000142.83934577,9806208.80079178,2000142.83936105,9707409.9263148,2000142.83938599,9607290.86555364,2000142.83936038,9505805.20509565,2.48505479068724
1.2848,2000142.83928148,9903731.36635779,2000142.83934576,9806208.80079178,2000142.83936104,9707409.9263148,2000142.83938599,9607290.86555364,2000142.83936038,9505805.20509565,2.48505479068724
1.2856,2000142.83928149,9903731.36635779,2000142.83934575,9806208.80079178,2000142.83936104,9707409.9263148,2000142.83938598,9607290.86555364,2000142.83936039,9505805.20509565,2.48505479068724
1.2864,2000142.83928151,9903731.36635779,2000142.83934573,9806208.80079178,2000142.83936103,9707409.9263148,2000142.83938598,9607290.86555364,2000142.83936039,9505805.20509565,2.48505479068724
1.2872,2000142.83928152,9903731.36635779,2000142.83934572,9806208.80079179,2000142.83936103,9707409.9263148,2000142.83938597,9607290.86555364,2000142.8393604,9505805.20509565,2.48505479068724
1.288,2000142.83928154,9903731.36635779,2000142.8393457,9806208.80079179,2000142.83936103,9707409.9263148,2000142.83938596,9607290.86555364,2000142.8393604,9505805.20509565,2.48505479068724
1.2888,2000142.83928155,9903731.36635779,2000142.83934569,9806208.80079179,2000142.83936102,9707409.9263148,2000142.83938596,9607290.86555364,2000142.83936041,9505805.20509565,2.48505479068724
1.2896,2000142.83928157,9903731.36635779,2000142.83934568,9806208.80079179,2000142.83936102,9707409.9263148,2000142.83938595,9607290.86555364,2000142.83936042,9505805.20509565,2.48505479068724
1.2904,2000142.83928158,9903731.36635779,2000142.83934566,9806208.80079179,2000142.83936101,9707409.9263148,2000142.83938595,9607290.86555364,2000142.83936042,9505805.20509565,2.48505479068724
1.2912,2000142.8392816,9903731.36635779,2000142.83934565,9806208.8007918,2000142.83936101,9707409.9263148,2000142.83938594,9607290.86555364,2000142.83936043,9505805.20509565,2.48505479068724
1.292,2000142.83928161,9903731.36635779,2000142.83934564,9806208.8007918,2000142.83936101,9707409.9263148,2000142.83938594,9607290.86555364,2000142.83936043,9505805.20509565,2.48505479068724
1.2928,2000142.83928162,9903731.36635779,2000142.83934562,9806208.8007918,2000142.839361,9707409.9263148,2000142.83938593,9607290.86555364,2000142.83936044,9505805.20509565,2.48505479068724
1.2936,2000142.83928164,9903731.36635779,2000142.83934561,9806208.8007918,2000142.839361,9707409.9263148,2000142.83938592,9607290.86555364,2000142.83936044,9505805.20509565,2.48505479068724
1.2944,2000142.83928165,9903731.36635779,2000142.83934559,9806208.80079181,2000142.83936099,9707409.9263148,2000142.83938592,9607290.86555364,2000142.83936045,9505805.20509565,2.48505479068724
1.2952,2000142.83928167,9903731.36635779,2000142.83934558,9806208.80079181,2000142.83936099,9707409.9263148,2000142.83938591,9607290.86555364,2000142.83936046,9505805.20509565,2.48505479068724
1.296,2000142.83928168,9903731.36635779,2000142.83934557,9806208.80079181,2000142.83936099,9707409.9263148,2000142.83938591,9607290.86555364,2000142.83936046,9505805.20509565,2.48505479068724
1.2968,2000142.8392817,9903731.36635779,2000142.83934555,9806208.80079181,2000142.83936098,9707409.9263148,2000142.8393859,9607290.86555364,2000142.83936047,9505805.20509565,2.48505479068724
1.2976,2000142.83928171,9903731.36635779,2000142.83934554,9806208.80079181,2000142.83936098,9707409.9263148,2000142.83938589,9607290.86555364,2000142.83936047,9505805.20509565,2.48505479068724
1.2984,2000142.83928173,9903731.36635779,2000142.83934553,9806208.80079182,2000142.83936097,9707409.9263148,2000142.83938589,9607290.86555364,2000142.83936048,9505805.20509565,2.48505479068724
1.2992,2000142.83928174,9903731.36635779,2000142.83934551,9806208.80079182,2000142.83936097,9707409.9263148,2000142.83938588,9607290.86555364,2000142.83936048,9505805.20509565,2.48505479068724
1.3,2000142.83928175,9903731.36635779,2000142.8393455,9806208.80079182,2000142.83936097,9707409.92631481,2000142.83938588,9607290.86555364,2000142.83936049,9505805.20509565,2.48505479068724
1.3008,2000142.83928177,9903731.36635779,2000142.83934548,9806208.80079182,2000142.83936096,9707409.92631481,2000142.83938587,9607290.86555364,2000142.8393605,9505805.20509565,2.48505479068724
1.3016,2000142.83928178,9903731.36635779,2000142.83934547,9806208.80079182,2000142.83936096,9707409.92631481,2000142.83938587,9607290.86555364,2000142.8393605,9505805.20509565,2.48505479068724
