"time","Nand.C4.v","Nand.C7.v"
0,0,0
2e-11,4.99978835285669e-06,1.00253977775601e-10
4e-11,1.99976964901694e-05,8.01879260797281e-10
6e-11,4.49914466661511e-05,2.88778492304782e-09
8e-11,7.99808723011955e-05,6.41357114191617e-09
1e-10,0.000124960321076181,1.32639758007223e-08
1.2e-10,0.000179930831764157,2.30926169272836e-08
1.4e-10,0.000244892800168951,3.57675125545639e-08
1.6e-10,0.000319846226290562,5.12886626825633e-08
1.8e-10,0.000404774182480957,7.52937801616226e-08
2e-10,0.000499681882888034,1.06046305455776e-07
2.00000000000246e-10,0.000499681882889261,1.06046305456189e-07
2.2e-10,0.000654790575783003,1.34272512214826e-07
2.4e-10,0.001114011387846,1.76787666415287e-07
2.6e-10,0.00217372044595485,2.57106246032798e-07
2.8e-10,0.0041290542226076,4.1346276453264e-07
3e-10,0.00727533010524777,6.95965624750538e-07
3.2e-10,0.0119075365996068,1.17148750181105e-06
3.4e-10,0.018320683779801,1.92717737190452e-06
3.6e-10,0.0268097677335541,3.06091400431652e-06
3.8e-10,0.0376697306849942,4.68634656803795e-06
4e-10,0.0511955306095273,6.91238619221141e-06
4.2e-10,0.0676819894449676,9.89993906619088e-06
4.4e-10,0.0874240027643852,1.37805866522046e-05
4.6e-10,0.110716294654506,1.87457272307287e-05
4.8e-10,0.137853662778372,2.49609513860287e-05
5e-10,0.16913075734941,3.26411633702189e-05
5.2e-10,0.204842281925673,4.19834643130696e-05
5.4e-10,0.245282805980764,5.32293251848217e-05
5.6e-10,0.290746918870004,6.66136448128195e-05
5.8e-10,0.341529149497571,8.23913048835833e-05
6e-10,0.397923946671842,0.000100844407385771
6.2e-10,0.460225740035342,0.000122260928992921
6.4e-10,0.528728910542959,0.00014694506344584
6.6e-10,0.603727794990306,0.000175215736335601
6.8e-10,0.685516716032008,0.000207396575326479
7e-10,0.774389912415125,0.000243839093627968
7.2e-10,0.870641592346887,0.000284904955865997
7.4e-10,0.97456592185742,0.000330969974502993
7.6e-10,1.08645702383311,0.000382424368901336
7.8e-10,1.20660897435338,0.000439673747081178
8e-10,1.33531580675669,0.000503138016014658
8.2e-10,1.472871511148,0.000573251401150657
8.24376946211484e-10,1.50418438416929,0.000589526336727137
8.24376946211484e-10,1.50418438416929,0.000589526336727137
8.4e-10,1.61950989421284,0.000650465248101819
8.6e-10,1.77498834168544,0.000735225110180598
8.8e-10,1.93872912773054,0.000827956450998673
9e-10,2.11000499447428,0.000929057013320399
9.2e-10,2.28796276962644,0.00103888164568211
9.4e-10,2.4716358745737,0.00115773989139919
9.6e-10,2.65997026572352,0.00128589057123988
9.8e-10,2.85185243406225,0.00142353819074052
1e-09,3.04614092364551,0.00157083073679066
1.02e-09,3.23535862948202,0.00172775134631202
1.04e-09,3.41234893411157,0.00189381512991442
1.06e-09,3.57667289592883,0.00206839584366215
1.08e-09,3.72818904540741,0.00225085496042863
1.1e-09,3.86700922590881,0.00244055287460173
1.12e-09,3.99345752337778,0.00263686114258117
1.14e-09,4.10802647640687,0.002839172542475
1.16e-09,4.21133345729636,0.00304690748453813
1.18e-09,4.30408161395037,0.00325951977209002
1.2e-09,4.38702579334796,0.00347649969905435
1.22e-09,4.46094392005429,0.00369737605712983
1.24e-09,4.52661366076781,0.00392171666914214
1.26e-09,4.58479440604089,0.00414912788600283
1.28e-09,4.63621408857178,0.00437925331558974
