"time","Source.ports[1].m_flow","Source.ports[1].p","Source.ports[1].h_outflow","Sink.ports[1].m_flow","Sink.ports[1].p","Sink.ports[1].h_outflow","pump.port_b.m_flow","pump.port_b.p","pump.port_b.h_outflow","valveOpening.y","Valve.port_b.m_flow","Valve.port_b.p","Valve.port_b.h_outflow","Valve.minLimiter.y","downstreamPressure.y"
0.064,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.066,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.068,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.07,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.072,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.074,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.076,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.078,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.08,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.082,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.084,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.086,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.088,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.09,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.092,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.094,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
0.096,-1.42604887457403,100000,84011.8111671368,1.42604887457403,100000,84011.8111671368,-1.42604887457403,179915.955652369,84111.882632732,1,-1.42604887457403,100000,84111.882632732,1,100000
