"time","Inductance1.i","SaturatingInductance1.Psi"
0,0,0
0.005,0.00624997395825378,0.00624997395825378
0.01,0.0124997916689508,0.0124997916689508
0.015,0.0187492968855052,0.0187492968855052
0.02,0.0249983333876056,0.0249983333876056
0.025,0.0312467449446406,0.0312467449446406
0.03,0.0374943754268714,0.0374943754268714
0.035,0.0437410686699622,0.0437410686699622
0.04,0.0499866684774225,0.0499866684774225
0.045,0.0562310186702619,0.0562310186702619
0.05,0.0624739630694897,0.0624739630694897
0.055,0.068715346408881,0.068715346408881
0.06,0.074955013301885,0.074955013301885
0.065,0.0811928071630381,0.0811928071630381
0.07,0.0874285720340955,0.0874285720340955
0.075,0.0936621519568122,0.0936621519568122
0.08,0.0998933909729435,0.0998933909729435
0.085,0.106122133124244,0.106122133124244
0.09,0.11234822245247,0.11234822245247
0.095,0.118571502999376,0.118571502999376
0.1,0.124791818806717,0.124791818806717
0.105,0.131009014194903,0.131009014194903
0.11,0.137222944057131,0.137222944057131
0.115,0.14343344475608,0.14343344475608
0.12,0.149640360686851,0.149640360686851
0.125,0.155843536244546,0.155843536244546
0.13,0.162042815824265,0.162042815824265
0.135,0.168238043821109,0.168238043821109
0.14,0.17442906463018,0.17442906463018
0.145,0.180615722646578,0.180615722646578
0.15,0.186797862265404,0.186797862265404
0.155,0.19297532788176,0.19297532788176
0.16,0.199147980366139,0.199147980366139
0.165,0.205315668135482,0.205315668135482
0.17,0.211478224320053,0.211478224320053
0.175,0.217635494082493,0.217635494082493
0.18,0.223787322585441,0.223787322585441
0.185,0.229933554991539,0.229933554991539
0.19,0.236074036463426,0.236074036463426
0.195,0.242208612163745,0.242208612163745
0.2,0.248337127255134,0.248337127255134
0.205,0.254459426900235,0.254459426900235
0.21,0.260575358930205,0.260575358930205
0.215,0.266684817219174,0.266684817219174
0.22,0.272787610164388,0.272787610164388
0.225,0.278883584194611,0.278883584194611
0.23,0.284972585738607,0.284972585738607
0.235,0.29105446122514,0.29105446122514
0.24,0.297129057082974,0.297129057082974
0.245,0.303196219740874,0.303196219740874
0.25,0.309255795627604,0.309255795627604
0.255,0.315307631171927,0.315307631171927
0.26,0.321351572802608,0.321351572802608
0.265,0.32738750549407,0.32738750549407
0.27,0.333415281010853,0.333415281010853
0.275,0.339434722391958,0.339434722391958
0.28,0.345445677765709,0.345445677765709
0.285,0.35144799526043,0.35144799526043
0.29,0.357441523004448,0.357441523004448
0.295,0.363426109126085,0.363426109126085
0.3,0.369401601753668,0.369401601753668
0.305,0.375367849015522,0.375367849015522
0.31,0.38132469903997,0.38132469903997
0.315,0.387272004408514,0.387272004408514
0.32,0.393209666754892,0.393209666754892
0.325,0.3991374973465,0.3991374973465
0.33,0.405055347393359,0.405055347393359
0.335,0.410963068283477,0.410963068283477
0.34,0.416860511582848,0.416860511582848
0.345,0.422747529035454,0.422747529035454
0.35,0.428623972563264,0.428623972563264
0.355,0.434489694266233,0.434489694266233
0.36,0.440344546422304,0.440344546422304
0.365,0.446188381487406,0.446188381487406
0.37,0.452021068372579,0.452021068372579
0.375,0.457842462130618,0.457842462130618
0.38,0.463652408050993,0.463652408050993
0.385,0.469450760816428,0.469450760816428
0.39,0.475237375372602,0.475237375372602
0.395,0.481012106928147,0.481012106928147
0.4,0.486774810954652,0.486774810954652
0.405,0.492525343186662,0.492525343186662
0.41,0.498263559621676,0.498263559621676
0.415,0.503989316520147,0.503989316520147
0.42,0.509702471436736,0.509702471436736
0.425,0.515402889980964,0.515402889980964
0.43,0.52109042300956,0.52109042300956
0.435,0.526764928368396,0.526764928368396
0.44,0.532426264197066,0.532426264197066
0.445,0.538074288928889,0.538074288928889
0.45,0.543708861290906,0.543708861290906
0.455,0.54932984030388,0.54932984030388
0.46,0.554937085282298,0.554937085282298
0.465,0.560530455834372,0.560530455834372
0.47,0.566109811862033,0.566109811862033
0.475,0.571675018000299,0.571675018000299
