"time","volume1.mC_scaled[1]","volume1.medium.T","volume1.medium.Xi[1]","volume1.medium.p","volume2.mC_scaled[1]","volume2.medium.T","volume2.medium.Xi[1]","volume2.medium.p","volume3.mC_scaled[1]","volume3.medium.T","volume3.medium.Xi[1]","volume3.medium.p"
0.002222,119.242608417949,292.718578766493,0.01,100802.836315934,119.242608417949,292.718578766493,0.01,100802.836315934,119.242608417949,292.718578766493,0.01,100802.836315934
0.002424,119.208198856899,292.684895532316,0.01,100762.15024379,119.208198856899,292.684895532316,0.01,100762.15024379,119.208198856899,292.684895532316,0.01,100762.15024379
0.002626,119.174726521918,292.652125580546,0.01,100722.575623975,119.174726521918,292.652125580546,0.01,100722.575623975,119.174726521918,292.652125580546,0.01,100722.575623975
0.002828,119.142192594249,292.620269744292,0.01,100684.114108547,119.142192594249,292.620269744292,0.01,100684.114108547,119.142192594249,292.620269744292,0.01,100684.114108547
0.00303,119.11060092128,292.589330737045,0.01,100646.771078369,119.11060092128,292.589330737045,0.01,100646.771078369,119.11060092128,292.589330737045,0.01,100646.771078369
0.003232,119.07995150301,292.559308558804,0.01,100610.546533442,119.07995150301,292.559308558804,0.01,100610.546533442,119.07995150301,292.559308558804,0.01,100610.546533442
0.003434,119.050232798822,292.530194495292,0.01,100575.424790674,119.050232798822,292.530194495292,0.01,100575.424790674,119.050232798822,292.530194495292,0.01,100575.424790674
0.003636,119.021442768186,292.501987005713,0.01,100541.403077091,119.021442768186,292.501987005713,0.01,100541.403077091,119.021442768186,292.501987005713,0.01,100541.403077091
0.003838,118.993587054882,292.474690351665,0.01,100508.489062297,118.993587054882,292.474690351665,0.01,100508.489062297,118.993587054882,292.474690351665,0.01,100508.489062297
0.00404,118.966665658911,292.448304533148,0.01,100476.682746289,118.966665658911,292.448304533148,0.01,100476.682746289,118.966665658911,292.448304533148,0.01,100476.682746289
0.004242,118.940670812963,292.422823076766,0.01,100445.974055452,118.940670812963,292.422823076766,0.01,100445.974055452,118.940670812963,292.422823076766,0.01,100445.974055452
0.004444,118.915595065625,292.398239772397,0.01,100416.353325861,118.915595065625,292.398239772397,0.01,100416.353325861,118.915595065625,292.398239772397,0.01,100416.353325861
0.004646,118.891441145662,292.374556894236,0.01,100387.824096521,118.891441145662,292.374556894236,0.01,100387.824096521,118.891441145662,292.374556894236,0.01,100387.824096521
0.004848,118.868206829476,292.351772589101,0.01,100360.38348359,118.868206829476,292.351772589101,0.01,100360.38348359,118.868206829476,292.351772589101,0.01,100360.38348359
0.00505,118.845889893465,292.32988500381,0.01,100334.028603226,118.845889893465,292.32988500381,0.01,100334.028603226,118.845889893465,292.32988500381,0.01,100334.028603226
0.005252,118.824488114032,292.308892285181,0.01,100308.756571589,118.824488114032,292.308892285181,0.01,100308.756571589,118.824488114032,292.308892285181,0.01,100308.756571589
0.005454,118.803999267576,292.288792580033,0.01,100284.564504837,118.803999267576,292.288792580033,0.01,100284.564504837,118.803999267576,292.288792580033,0.01,100284.564504837
0.005656,118.784421130499,292.269584035182,0.01,100261.449519128,118.784421130499,292.269584035182,0.01,100261.449519128,118.784421130499,292.269584035182,0.01,100261.449519128
0.005858,118.765746052169,292.251259380149,0.01,100239.402397475,118.765746052169,292.251259380149,0.01,100239.402397475,118.765746052169,292.251259380149,0.01,100239.402397475
0.00606,118.74796165329,292.233806624261,0.01,100218.40840471,118.74796165329,292.233806624261,0.01,100218.40840471,118.74796165329,292.233806624261,0.01,100218.40840471
0.006262,118.731073784884,292.217231974482,0.01,100198.474079778,118.731073784884,292.217231974482,0.01,100198.474079778,118.731073784884,292.217231974482,0.01,100198.474079778
0.006464,118.715079302751,292.20153265868,0.01,100179.595464532,118.715079302751,292.20153265868,0.01,100179.595464532,118.715079302751,292.20153265868,0.01,100179.595464532
0.006666,118.699975062692,292.186705904722,0.01,100161.768600823,118.699975062692,292.186705904722,0.01,100161.768600823,118.699975062692,292.186705904722,0.01,100161.768600823
0.006868,118.685757920508,292.172748940479,0.01,100144.989530504,118.685757920508,292.172748940479,0.01,100144.989530504,118.685757920508,292.172748940479,0.01,100144.989530504
0.00707,118.672424731998,292.159658993818,0.01,100129.254295426,118.672424731998,292.159658993818,0.01,100129.254295426,118.672424731998,292.159658993818,0.01,100129.254295426
0.007272,118.659972352964,292.147433292609,0.01,100114.558937443,118.659972352964,292.147433292609,0.01,100114.558937443,118.659972352964,292.147433292609,0.01,100114.558937443
0.007474,118.64839365763,292.136064883398,0.01,100100.895014585,118.64839365763,292.136064883398,0.01,100100.895014585,118.64839365763,292.136064883398,0.01,100100.895014585
0.007676,118.637658194712,292.125522317039,0.01,100088.227817046,118.637658194712,292.125522317039,0.01,100088.227817046,118.637658194712,292.125522317039,0.01,100088.227817046
0.007878,118.627782286653,292.115823264639,0.01,100076.575308885,118.627782286653,292.115823264639,0.01,100076.575308885,118.627782286653,292.115823264639,0.01,100076.575308885
0.00808,118.61876152202,292.106963623257,0.01,100065.932104868,118.61876152202,292.106963623257,0.01,100065.932104868,118.61876152202,292.106963623257,0.01,100065.932104868
0.008282,118.610591489382,292.098939289957,0.01,100056.292819764,118.610591489382,292.098939289957,0.01,100056.292819764,118.610591489382,292.098939289957,0.01,100056.292819764
0.008484,118.603267777304,292.091746161799,0.01,100047.65206834,118.603267777304,292.091746161799,0.01,100047.65206834,118.603267777304,292.091746161799,0.01,100047.65206834
0.008686,118.596785974355,292.085380135845,0.01,100040.004465364,118.596785974355,292.085380135845,0.01,100040.004465364,118.596785974355,292.085380135845,0.01,100040.004465364
0.008888,118.59114187617,292.079837661995,0.0100000000427684,100033.345366261,118.59114187617,292.079837661995,0.0100000000427684,100033.345366261,118.59114187617,292.079837661995,0.0100000000427684,100033.345366261
0.00909,118.586376216433,292.075235168095,0.0100000094527553,100027.830865595,118.586376216433,292.075235168095,0.0100000094527553,100027.830865595,118.586376216433,292.075235168095,0.0100000094527553,100027.830865595
0.009292,118.582456682274,292.071494058499,0.0100000224670881,100023.355777345,118.582456682274,292.071494058499,0.0100000224670881,100023.355777345,118.582456682274,292.071494058499,0.0100000224670881,100023.355777345
0.009494,118.579380917587,292.068615717678,0.0100000395102816,100019.922067978,118.579380917587,292.068615717678,0.0100000395102816,100019.922067978,118.579380917587,292.068615717678,0.0100000395102816,100019.922067978
0.009696,118.577022420329,292.066580558516,0.0100000732140031,100017.525015543,118.577022420329,292.066580558516,0.0100000732140031,100017.525015543,118.577022420329,292.066580558516,0.0100000732140031,100017.525015543
0.009898,118.574945889891,292.0650860501,0.0100001388665513,100015.824108233,118.574945889891,292.0650860501,0.0100001388665513,100015.824108233,118.574945889891,292.0650860501,0.0100001388665513,100015.824108233
0.0101,118.573026831062,292.063922267095,0.0100002260792327,100014.55176395,118.573026831062,292.063922267095,0.0100002260792327,100014.55176395,118.573026831062,292.063922267095,0.0100002260792327,100014.55176395
0.010302,118.571208866129,292.062974577459,0.0100003278311073,100013.560026299,118.571208866129,292.062974577459,0.0100003278311073,100013.560026299,118.571208866129,292.062974577459,0.0100003278311073,100013.560026299
0.010504,118.569470296499,292.062178492176,0.010000438996713,100012.763965395,118.569470296499,292.062178492176,0.010000438996713,100012.763965395,118.569470296499,292.062178492176,0.010000438996713,100012.763965395
0.010706,118.567801735075,292.061499731881,0.0100005566013261,100012.118095034,118.567801735075,292.061499731881,0.0100005566013261,100012.118095034,118.567801735075,292.061499731881,0.0100005566013261,100012.118095034
0.010908,118.566194958676,292.060916781741,0.0100006790509594,100011.594276192,118.566194958676,292.060916781741,0.0100006790509594,100011.594276192,118.566194958676,292.060916781741,0.0100006790509594,100011.594276192
0.01111,118.564641291024,292.060413884183,0.0100008054846201,100011.17234555,118.564641291024,292.060413884183,0.0100008054846201,100011.17234555,118.564641291024,292.060413884183,0.0100008054846201,100011.17234555
0.011312,118.563132124948,292.059977086253,0.0100009352452587,100010.834600572,118.563132124948,292.059977086253,0.0100009352452587,100010.834600572,118.563132124948,292.059977086253,0.0100009352452587,100010.834600572
0.011514,118.561660758363,292.059593188885,0.0100010675432135,100010.564049568,118.561660758363,292.059593188885,0.0100010675432135,100010.564049568,118.561660758363,292.059593188885,0.0100010675432135,100010.564049568
0.011716,118.560221029591,292.059249930882,0.0100012016365601,100010.344895296,118.560221029591,292.059249930882,0.0100012016365601,100010.344895296,118.560221029591,292.059249930882,0.0100012016365601,100010.344895296
0.011918,118.558808600084,292.058940995177,0.0100013372732316,100010.169188197,118.558808600084,292.058940995177,0.0100013372732316,100010.169188197,118.558808600084,292.058940995177,0.0100013372732316,100010.169188197
0.01212,118.557421739758,292.058665608773,0.0100014745520953,100010.036142431,118.557421739758,292.058665608773,0.0100014745520953,100010.036142431,118.557421739758,292.058665608773,0.0100014745520953,100010.036142431
0.012322,118.556054859466,292.058413939128,0.0100016129514851,100009.933196735,118.556054859466,292.058413939128,0.0100016129514851,100009.933196735,118.556054859466,292.058413939128,0.0100016129514851,100009.933196735
0.012524,118.554703631825,292.058179115818,0.0100017521526252,100009.851639951,118.554703631825,292.058179115818,0.0100017521526252,100009.851639951,118.554703631825,292.058179115818,0.0100017521526252,100009.851639951
0.012726,118.553362110408,292.057950568079,0.0100018915881217,100009.777958164,118.553362110408,292.057950568079,0.0100018915881217,100009.777958164,118.553362110408,292.057950568079,0.0100018915881217,100009.777958164
0.012928,118.552027814777,292.057721978324,0.0100020308028337,100009.703907356,118.552027814777,292.057721978324,0.0100020308028337,100009.703907356,118.552027814777,292.057721978324,0.0100020308028337,100009.703907356
0.01313,118.550705260548,292.057502442125,0.0100021703499386,100009.641209278,118.550705260548,292.057502442125,0.0100021703499386,100009.641209278,118.550705260548,292.057502442125,0.0100021703499386,100009.641209278
0.013332,118.54939444772,292.057291959482,0.0100023102294366,100009.589863932,118.54939444772,292.057291959482,0.0100023102294366,100009.589863932,118.54939444772,292.057291959482,0.0100023102294366,100009.589863932
0.013534,118.548092605894,292.05708669643,0.010002450299566,100009.545062186,118.548092605894,292.05708669643,0.010002450299566,100009.545062186,118.548092605894,292.05708669643,0.010002450299566,100009.545062186
0.013736,118.54679880525,292.056885366188,0.010002590512748,100009.505189967,118.54679880525,292.056885366188,0.010002590512748,100009.505189967,118.54679880525,292.056885366188,0.010002590512748,100009.505189967
0.013938,118.545514552363,292.056690053712,0.0100027309460741,100009.472862537,118.545514552363,292.056690053712,0.0100027309460741,100009.472862537,118.545514552363,292.056690053712,0.0100027309460741,100009.472862537
0.01414,118.544239847234,292.056500759001,0.0100028715995444,100009.448079896,118.544239847234,292.056500759001,0.0100028715995444,100009.448079896,118.544239847234,292.056500759001,0.0100028715995444,100009.448079896
0.014342,118.542969984669,292.056310705747,0.0100030121939349,100009.422300943,118.542969984669,292.056310705747,0.0100030121939349,100009.422300943,118.542969984669,292.056310705747,0.0100030121939349,100009.422300943
0.014544,118.541706662155,292.056122338632,0.0100031528299809,100009.398607043,118.541706662155,292.056122338632,0.0100031528299809,100009.398607043,118.541706662155,292.056122338632,0.0100031528299809,100009.398607043
0.014746,118.540450493061,292.055936541014,0.010003293544082,100009.37811161,118.540450493061,292.055936541014,0.010003293544082,100009.37811161,118.540450493061,292.055936541014,0.010003293544082,100009.37811161
0.014948,118.539201477386,292.055753312893,0.0100034343362382,100009.360814647,118.539201477386,292.055753312893,0.0100034343362382,100009.360814647,118.539201477386,292.055753312893,0.0100034343362382,100009.360814647
0.01515,118.537959615132,292.055572654269,0.0100035752064495,100009.346716152,118.537959615132,292.055572654269,0.0100035752064495,100009.346716152,118.537959615132,292.055572654269,0.0100035752064495,100009.346716152
0.015352,118.536724906297,292.055394565143,0.010003716154716,100009.335816125,118.536724906297,292.055394565143,0.010003716154716,100009.335816125,118.536724906297,292.055394565143,0.010003716154716,100009.335816125
0.015554,118.535497350881,292.055219045513,0.0100038571810376,100009.328114567,118.535497350881,292.055219045513,0.0100038571810376,100009.328114567,118.535497350881,292.055219045513,0.0100038571810376,100009.328114567
0.015756,118.534275549401,292.055044033269,0.0100039981920728,100009.321000257,118.534275549401,292.055044033269,0.0100039981920728,100009.321000257,118.534275549401,292.055044033269,0.0100039981920728,100009.321000257
0.015958,118.533058181624,292.054867583074,0.010004139099766,100009.312009847,118.533058181624,292.054867583074,0.010004139099766,100009.312009847,118.533058181624,292.054867583074,0.010004139099766,100009.312009847
0.01616,118.53184707734,292.054692391087,0.0100042800261589,100009.304557441,118.53184707734,292.054692391087,0.0100042800261589,100009.304557441,118.53184707734,292.054692391087,0.0100042800261589,100009.304557441
0.016362,118.530642236551,292.05451845731,0.0100044209712515,100009.29864304,118.530642236551,292.05451845731,0.0100044209712515,100009.29864304,118.530642236551,292.05451845731,0.0100044209712515,100009.29864304
0.016564,118.529443659254,292.054345781743,0.0100045619350437,100009.294266644,118.529443659254,292.054345781743,0.0100045619350437,100009.294266644,118.529443659254,292.054345781743,0.0100045619350437,100009.294266644
0.016766,118.528251345452,292.054174364384,0.0100047029175356,100009.291428253,118.528251345452,292.054174364384,0.0100047029175356,100009.291428253,118.528251345452,292.054174364384,0.0100047029175356,100009.291428253
0.016968,118.527065295143,292.054004205234,0.0100048439187273,100009.290127867,118.527065295143,292.054004205234,0.0100048439187273,100009.290127867,118.527065295143,292.054004205234,0.0100048439187273,100009.290127867
0.01717,118.525885508328,292.053835304294,0.0100049849386185,100009.290365486,118.525885508328,292.053835304294,0.0100049849386185,100009.290365486,118.525885508328,292.053835304294,0.0100049849386185,100009.290365486
0.017372,118.524709262192,292.053663777687,0.0100051258060929,100009.287229762,118.524709262192,292.053663777687,0.0100051258060929,100009.287229762,118.524709262192,292.053663777687,0.0100051258060929,100009.287229762
0.017574,118.523538448777,292.053492324259,0.0100052666400567,100009.284133514,118.523538448777,292.053492324259,0.0100052666400567,100009.284133514,118.523538448777,292.053492324259,0.0100052666400567,100009.284133514
0.017776,118.522373211759,292.053321148952,0.0100054074495392,100009.281335903,118.522373211759,292.053321148952,0.0100054074495392,100009.281335903,118.522373211759,292.053321148952,0.0100054074495392,100009.281335903
0.017978,118.521213551139,292.053150251767,0.0100055482345406,100009.278836929,118.521213551139,292.053150251767,0.0100055482345406,100009.278836929,118.521213551139,292.053150251767,0.0100055482345406,100009.278836929
0.01818,118.520059466916,292.052979632704,0.0100056889950607,100009.276636591,118.520059466916,292.052979632704,0.0100056889950607,100009.276636591,118.520059466916,292.052979632704,0.0100056889950607,100009.276636591
0.018382,118.518910959091,292.052809291762,0.0100058297310996,100009.274734891,118.518910959091,292.052809291762,0.0100058297310996,100009.274734891,118.518910959091,292.052809291762,0.0100058297310996,100009.274734891
0.018584,118.517768027663,292.052639228942,0.0100059704426573,100009.273131827,118.517768027663,292.052639228942,0.0100059704426573,100009.273131827,118.517768027663,292.052639228942,0.0100059704426573,100009.273131827
0.018786,118.516630264056,292.052468903375,0.0100061111059483,100009.271143509,118.516630264056,292.052468903375,0.0100061111059483,100009.271143509,118.516630264056,292.052468903375,0.0100061111059483,100009.271143509
0.018988,118.515497488781,292.052298077453,0.0100062517105235,100009.268469496,118.515497488781,292.052298077453,0.0100062517105235,100009.268469496,118.515497488781,292.052298077453,0.0100062517105235,100009.268469496
0.01919,118.514370078529,292.052127249839,0.0100063922783123,100009.265740315,118.514370078529,292.052127249839,0.0100063922783123,100009.265740315,118.514370078529,292.052127249839,0.0100063922783123,100009.265740315
0.019392,118.513248033301,292.051956420532,0.0100065328093147,100009.262955964,118.513248033301,292.051956420532,0.0100065328093147,100009.262955964,118.513248033301,292.051956420532,0.0100065328093147,100009.262955964
0.019594,118.512131353098,292.051785589533,0.0100066733035306,100009.260116445,118.512131353098,292.051785589533,0.0100066733035306,100009.260116445,118.512131353098,292.051785589533,0.0100066733035306,100009.260116445
0.019796,118.511020037918,292.051614756842,0.0100068137609602,100009.257221757,118.511020037918,292.051614756842,0.0100068137609602,100009.257221757,118.511020037918,292.051614756842,0.0100068137609602,100009.257221757
0.019998,118.509914087763,292.051443922459,0.0100069541816033,100009.2542719,118.509914087763,292.051443922459,0.0100069541816033,100009.2542719,118.509914087763,292.051443922459,0.0100069541816033,100009.2542719
0.0202,118.508813498343,292.051273085318,0.0100070945654221,100009.25126554,118.508813498343,292.051273085318,0.0100070945654221,100009.25126554,118.508813498343,292.051273085318,0.0100070945654221,100009.25126554
0.020402,118.507718114897,292.051102206984,0.0100072349110502,100009.248154551,118.507718114897,292.051102206984,0.0100072349110502,100009.248154551,118.507718114897,292.051102206984,0.0100072349110502,100009.248154551
0.020604,118.506628058117,292.050931317431,0.0100073752195532,100009.244976464,118.506628058117,292.050931317431,0.0100073752195532,100009.244976464,118.506628058117,292.050931317431,0.0100073752195532,100009.244976464
0.020806,118.505543328003,292.05076041666,0.0100075154909311,100009.24173128,118.505543328003,292.05076041666,0.0100075154909311,100009.24173128,118.505543328003,292.05076041666,0.0100075154909311,100009.24173128
0.021008,118.504463924555,292.05058950467,0.0100076557251839,100009.238418998,118.504463924555,292.05058950467,0.0100076557251839,100009.238418998,118.504463924555,292.05058950467,0.0100076557251839,100009.238418998
0.02121,118.503389847772,292.050418581461,0.0100077959223116,100009.235039619,118.503389847772,292.050418581461,0.0100077959223116,100009.235039619,118.503389847772,292.050418581461,0.0100077959223116,100009.235039619
0.021412,118.502321097656,292.050247647033,0.0100079360823142,100009.231593143,118.502321097656,292.050247647033,0.0100079360823142,100009.231593143,118.502321097656,292.050247647033,0.0100079360823142,100009.231593143
0.021614,118.501257674206,292.050076701387,0.0100080762051917,100009.228079569,118.501257674206,292.050076701387,0.0100080762051917,100009.228079569,118.501257674206,292.050076701387,0.0100080762051917,100009.228079569
0.021816,118.500199577422,292.049905744522,0.0100082162909441,100009.224498898,118.500199577422,292.049905744522,0.0100082162909441,100009.224498898,118.500199577422,292.049905744522,0.0100082162909441,100009.224498898
0.022018,118.499146807304,292.049734776439,0.0100083563395714,100009.22085113,118.499146807304,292.049734776439,0.0100083563395714,100009.22085113,118.499146807304,292.049734776439,0.0100083563395714,100009.22085113
0.02222,118.498099363852,292.049563797136,0.0100084963510736,100009.217136265,118.498099363852,292.049563797136,0.0100084963510736,100009.217136265,118.498099363852,292.049563797136,0.0100084963510736,100009.217136265
0.022422,118.497057247066,292.049392806615,0.0100086363254507,100009.213354302,118.497057247066,292.049392806615,0.0100086363254507,100009.213354302,118.497057247066,292.049392806615,0.0100086363254507,100009.213354302
0.022624,118.496020456947,292.049221804876,0.0100087762627027,100009.209505241,118.496020456947,292.049221804876,0.0100087762627027,100009.209505241,118.496020456947,292.049221804876,0.0100087762627027,100009.209505241
0.022826,118.494988993493,292.049050791917,0.0100089161628296,100009.205589084,118.494988993493,292.049050791917,0.0100089161628296,100009.205589084,118.494988993493,292.049050791917,0.0100089161628296,100009.205589084
0.023028,118.493962856705,292.04887976774,0.0100090560258314,100009.201605829,118.493962856705,292.04887976774,0.0100090560258314,100009.201605829,118.493962856705,292.04887976774,0.0100090560258314,100009.201605829
0.02323,118.492942029785,292.048708769984,0.0100091958533206,100009.197603009,118.492942029785,292.048708769984,0.0100091958533206,100009.197603009,118.492942029785,292.048708769984,0.0100091958533206,100009.197603009
0.023432,118.491926391095,292.048538071198,0.0100093356569737,100009.193924816,118.491926391095,292.048538071198,0.0100093356569737,100009.193924816,118.491926391095,292.048538071198,0.0100093356569737,100009.193924816
0.023634,118.490916059842,292.048367404279,0.0100094754253476,100009.190233936,118.490916059842,292.048367404279,0.0100094754253476,100009.190233936,118.490916059842,292.048367404279,0.0100094754253476,100009.190233936
0.023836,118.489911036027,292.048196769226,0.0100096151584422,100009.186530369,118.489911036027,292.048196769226,0.0100096151584422,100009.186530369,118.489911036027,292.048196769226,0.0100096151584422,100009.186530369
0.024038,118.488911319649,292.04802616604,0.0100097548562575,100009.182814115,118.488911319649,292.04802616604,0.0100097548562575,100009.182814115,118.488911319649,292.04802616604,0.0100097548562575,100009.182814115
0.02424,118.487916910709,292.04785559472,0.0100098945187936,100009.179085173,118.487916910709,292.04785559472,0.0100098945187936,100009.179085173,118.487916910709,292.04785559472,0.0100098945187936,100009.179085173
0.024442,118.486927809206,292.047685055267,0.0100100341460503,100009.175343545,118.486927809206,292.047685055267,0.0100100341460503,100009.175343545,118.486927809206,292.047685055267,0.0100100341460503,100009.175343545
0.024644,118.48594401514,292.04751454768,0.0100101737380279,100009.171589229,118.48594401514,292.04751454768,0.0100101737380279,100009.171589229,118.48594401514,292.04751454768,0.0100101737380279,100009.171589229
0.024846,118.484965528512,292.047344071959,0.0100103132947261,100009.167822226,118.484965528512,292.047344071959,0.0100103132947261,100009.167822226,118.484965528512,292.047344071959,0.0100103132947261,100009.167822226
0.025048,118.483992349321,292.047173628105,0.0100104528161451,100009.164042536,118.483992349321,292.047173628105,0.0100104528161451,100009.164042536,118.483992349321,292.047173628105,0.0100104528161451,100009.164042536
0.02525,118.483024477567,292.047003216117,0.0100105923022848,100009.160250159,118.483024477567,292.047003216117,0.0100105923022848,100009.160250159,118.483024477567,292.047003216117,0.0100105923022848,100009.160250159
0.025452,118.482061913251,292.046832835996,0.0100107317531453,100009.156445095,118.482061913251,292.046832835996,0.0100107317531453,100009.156445095,118.482061913251,292.046832835996,0.0100107317531453,100009.156445095
0.025654,118.481104656372,292.046662487741,0.0100108711687265,100009.152627344,118.481104656372,292.046662487741,0.0100108711687265,100009.152627344,118.481104656372,292.046662487741,0.0100108711687265,100009.152627344
0.025856,118.48015270693,292.046492171353,0.0100110105490284,100009.148796905,118.48015270693,292.046492171353,0.0100110105490284,100009.148796905,118.48015270693,292.046492171353,0.0100110105490284,100009.148796905
0.026058,118.479206064926,292.046321886831,0.010011149894051,100009.14495378,118.479206064926,292.046321886831,0.010011149894051,100009.14495378,118.479206064926,292.046321886831,0.010011149894051,100009.14495378
0.02626,118.478264730359,292.046151634175,0.0100112892037944,100009.141097967,118.478264730359,292.046151634175,0.0100112892037944,100009.141097967,118.478264730359,292.046151634175,0.0100112892037944,100009.141097967
0.026462,118.47732870323,292.045981413386,0.0100114284782585,100009.137229467,118.47732870323,292.045981413386,0.0100114284782585,100009.137229467,118.47732870323,292.045981413386,0.0100114284782585,100009.137229467
0.026664,118.476397983538,292.045811224464,0.0100115677174434,100009.13334828,118.476397983538,292.045811224464,0.0100115677174434,100009.13334828,118.476397983538,292.045811224464,0.0100115677174434,100009.13334828
0.026866,118.475472571283,292.045641067408,0.010011706921349,100009.129454406,118.475472571283,292.045641067408,0.010011706921349,100009.129454406,118.475472571283,292.045641067408,0.010011706921349,100009.129454406
0.027068,118.474552466465,292.045470942218,0.0100118460899753,100009.125547844,118.474552466465,292.045470942218,0.0100118460899753,100009.125547844,118.474552466465,292.045470942218,0.0100118460899753,100009.125547844
0.02727,118.473637669085,292.045300848895,0.0100119852233224,100009.121628596,118.473637669085,292.045300848895,0.0100119852233224,100009.121628596,118.473637669085,292.045300848895,0.0100119852233224,100009.121628596
0.027472,118.472728179143,292.045130787438,0.0100121243213901,100009.11769666,118.472728179143,292.045130787438,0.0100121243213901,100009.11769666,118.472728179143,292.045130787438,0.0100121243213901,100009.11769666
0.027674,118.471823996637,292.044960757847,0.0100122633841787,100009.113752038,118.471823996637,292.044960757847,0.0100122633841787,100009.113752038,118.471823996637,292.044960757847,0.0100122633841787,100009.113752038
0.027876,118.47092512157,292.044790760123,0.0100124024116879,100009.109794728,118.47092512157,292.044790760123,0.0100124024116879,100009.109794728,118.47092512157,292.044790760123,0.0100124024116879,100009.109794728
0.028078,118.470031553939,292.044620794266,0.0100125414039179,100009.105824731,118.470031553939,292.044620794266,0.0100125414039179,100009.105824731,118.470031553939,292.044620794266,0.0100125414039179,100009.105824731
0.02828,118.469143293746,292.044450860275,0.0100126803608686,100009.101842047,118.469143293746,292.044450860275,0.0100126803608686,100009.101842047,118.469143293746,292.044450860275,0.0100126803608686,100009.101842047
0.028482,118.46826034099,292.04428095815,0.0100128192825401,100009.097846676,118.46826034099,292.04428095815,0.0100128192825401,100009.097846676,118.46826034099,292.04428095815,0.0100128192825401,100009.097846676
0.028684,118.467382695672,292.044111087892,0.0100129581689323,100009.093838617,118.467382695672,292.044111087892,0.0100129581689323,100009.093838617,118.467382695672,292.044111087892,0.0100129581689323,100009.093838617
0.028886,118.46651035779,292.0439412495,0.0100130970200452,100009.089817872,118.46651035779,292.0439412495,0.0100130970200452,100009.089817872,118.46651035779,292.0439412495,0.0100130970200452,100009.089817872
0.029088,118.465643327347,292.043771442975,0.0100132358358788,100009.085784439,118.465643327347,292.043771442975,0.0100132358358788,100009.085784439,118.465643327347,292.043771442975,0.0100132358358788,100009.085784439
0.02929,118.464781416273,292.043601704004,0.0100133746175988,100009.081782873,118.464781416273,292.043601704004,0.0100133746175988,100009.081782873,118.464781416273,292.043601704004,0.0100133746175988,100009.081782873
0.029492,118.463924322126,292.043432089982,0.0100135133670797,100009.077884823,118.463924322126,292.043432089982,0.0100135133670797,100009.077884823,118.463924322126,292.043432089982,0.0100135133670797,100009.077884823
0.029694,118.463072492201,292.043262516026,0.0100136520815492,100009.073984323,118.463072492201,292.043262516026,0.0100136520815492,100009.073984323,118.463072492201,292.043262516026,0.0100136520815492,100009.073984323
0.029896,118.462225926499,292.043092982137,0.0100137907610072,100009.070081374,118.462225926499,292.043092982137,0.0100137907610072,100009.070081374,118.462225926499,292.043092982137,0.0100137907610072,100009.070081374
0.030098,118.461384625021,292.042923488316,0.0100139294054538,100009.066175976,118.461384625021,292.042923488316,0.0100139294054538,100009.066175976,118.461384625021,292.042923488316,0.0100139294054538,100009.066175976
0.0303,118.460548587765,292.042754034561,0.0100140680148889,100009.062268128,118.460548587765,292.042754034561,0.0100140680148889,100009.062268128,118.460548587765,292.042754034561,0.0100140680148889,100009.062268128
