"time","Core.B","Core.MagRel","Core1.B","Core1.MagRel","Core2.B","Core2.MagRel","Core3.B","Core3.MagRel","Core4.J","Core4.MagRel","Core4.beta","Core4.v","Core4.x","PM.B","PM.MagRel","PM1.B"
0,0,0,0,0,0,0,3.04353887800035e-05,0,0,0,0,0,0,-1.20059999845324,-1,-1.2
1e-06,3.88459081726719e-05,0,1.57913674300863e-05,0,3.65791989590286e-05,0,6.10202042261562e-05,0,1.39558713231222e-05,0,0,0.5,0,-1.20058420708542,-1,-1.19998324483918
1e-06,3.88459081726719e-05,0,1.57913674300863e-05,0,3.65791989590286e-05,0,6.10202042261562e-05,0,1.39558713231222e-05,0,0.0125663706140284,0.5,0,-1.20058420708542,-1,-1.19998324483918
1.5e-06,5.82703273654017e-05,0,2.36870511444579e-05,0,5.48760279681558e-05,0,7.63132940747966e-05,0,2.09338082228579e-05,0,0.0125663706140284,0.75,0,-1.20057631140151,-1,-1.19997486725877
1.5e-06,5.82703273654017e-05,0,2.36870511444579e-05,0,5.48760279681558e-05,0,7.63132940747966e-05,0,2.09338082228579e-05,0,-650,0.75,0,-1.20057631140151,-1,-1.19997486725877
1.50000000000075e-06,5.82703273654309e-05,0,2.36870511444698e-05,0,5.48760279681833e-05,0,7.63132940748195e-05,0,2.09338082229116e-05,0,-650,0.750000000000375,0,-1.20057631140151,-1,-1.19997486725877
1.50000000000075e-06,5.82703273654309e-05,0,2.36870511444698e-05,0,5.48760279681833e-05,0,7.63132940748195e-05,0,2.09338082229116e-05,0,-650,0.750000000000375,0,-1.20057631140151,-1,-1.19997486725877
2e-06,7.76957232875744e-05,0,3.15827348579428e-05,0,7.31776796608878e-05,0,9.1606837884657e-05,0,5.67456012110504e-05,0,-650,1,0,-1.2005684157176,-1,-1.19996648967837
2e-06,7.76957232875744e-05,0,3.15827348579428e-05,0,7.31776796608878e-05,0,9.1606837884657e-05,0,5.67456012110504e-05,0,-0.0251327412260725,1,0,-1.2005684157176,-1,-1.19996648967837
2.0000000002e-06,7.76957232953447e-05,0,3.15827348611011e-05,0,7.31776796682095e-05,0,9.16068378907745e-05,0,5.67456012138416e-05,0,-0.0251327412285858,1.0000000001,0,-1.2005684157176,-1,-1.19996648967836
2.0000000002e-06,7.76957232953447e-05,0,3.15827348611011e-05,0,7.31776796682095e-05,0,9.16068378907745e-05,0,5.67456012138416e-05,0,-0.0251327412285858,1.0000000001,0,-1.2005684157176,-1,-1.19996648967836
0.0005,0.0199092342497614,0,0.00789563151523919,0,0.0211283152795976,0,0.0154066717440917,0,0.00726554077243213,0,-6.28314374655412,1.0000000001,0,-1.19270436671701,-1,-1.19162247471259
0.001,0.0407873706926176,0,0.015790951621289,0,0.0506345374028151,0,0.0335565351980492,0,0.016325534649302,0,-12.5660396313217,1.0000000001,0,-1.18480904632685,-1,-1.18324528015553
0.0015,0.0626232137634476,0,0.0236856484023546,0,0.0967339078630039,0,0.0616182519446699,0,0.0309745817418008,0,-18.8484394252567,1.0000000001,0,-1.17691434918053,-1,-1.17486874704612
0.002,0.0854018186210497,0,0.031579410266835,0,0.179019550556731,0,0.132797835271552,0,0.0622091887772931,0,-25.1300951532288,1.0000000001,0,-1.16902058684652,-1,-1.16649320607555
0.0025,0.109104375007808,0,0.0394719255622678,0,0.330875423570729,0,0.366721445490841,0,0.14085672044117,0,-31.4107587864262,1.0000000001,0,-1.16112807094755,-1,-1.15811898789583
0.003,0.133708149097168,0,0.0473628827407095,0,0.554356120444407,0,0.599060736920487,0,0.307689776131527,0,-37.6901823724857,1.0000000001,0,-1.15323711299336,-1,-1.14974642310675
0.0035,0.159186448290383,0,0.0552519703409421,0,0.766336463818104,0,0.752898844242359,0,0.521258285083665,0,-43.9681180194244,1.0000000001,0,-1.14534802439615,-1,-1.14137584224285
0.004,0.185508621979283,0,0.0631388769735779,0,0.908477638453759,0,0.890755049320677,0,0.693279434142208,0,-50.2443178813356,1.0000000001,0,-1.13746111648233,-1,-1.13300757576031
0.0045,0.212640106652367,0,0.0710232913567257,0,0.996996652424009,0,0.986389679477502,0,0.811083162214403,0,-56.5185341836339,1.0000000001,0,-1.12957670045297,-1,-1.12464195402397
