"time","clutch.phi_rel","clutch.w_rel","inertia3.phi","inertia3.w","spring.phi_rel","spring.w_rel","brake.mode","brake.startBackward","brake.startForward","clutch.mode","clutch.startBackward","clutch.startForward"
0,0,-10,0,100,0,0,2,0,0,-1,0,0
0.0005,-0.00479109515686983,-9.16659160203267,0.0499904166407893,99.9624994671229,-0.000199287558115456,-0.795703258344795,2,0,0,-1,0,0
0.001,-0.0091688493475216,-8.34672448516686,0.0999633316621008,99.9299916386018,-0.000794206430308168,-1.58243051110676,2,0,0,-1,0,0
0.0015,-0.0131401632868016,-7.54091673807327,0.149921237291155,99.9024578146803,-0.00178012770457079,-2.35961813043737,2,0,0,-1,0,0
0.002,-0.0167121910272634,-6.74966071184341,0.199866613114428,99.8798668165044,-0.00315214319152332,-3.12671640989401,2,0,0,-1,0,0
0.0025,-0.0198923257934568,-5.97342294899068,0.249801920017968,99.8621751344244,-0.00490507393573634,-3.88318979470542,2,0,0,-1,0,0
0.003,-0.0226881875684995,-5.21264397268549,0.299729594088686,99.8493270173602,-0.00703347684619561,-4.62851719690847,2,0,0,-1,0,0
0.0035,-0.0251076109948402,-4.46773815446251,0.349652040923778,99.841254597445,-0.00953165142538519,-5.36219226513163,2,0,0,-1,0,0
0.004,-0.0271586314324695,-3.73909361383929,0.399571629214328,99.83787806614,-0.0123936476709518,-6.08372367491578,2,0,0,-1,0,0
0.0045,-0.028849471089535,-3.02707217457662,0.449490684508503,99.8391058837028,-0.0156132740899159,-6.79263539458249,2,0,0,-1,0,0
0.005,-0.0301885264967452,-2.33200937221339,0.499411483689415,99.8448350003768,-0.0191841050523035,-7.48846690957153,2,0,0,-1,0,0
0.0055,-0.0311843551768633,-1.65421450131184,0.549336249199001,99.8549511185906,-0.0230994887232451,-8.1707734481427,2,0,0,-1,0,0
0.006,-0.0318456634330375,-0.993970721818536,0.599267143928738,99.8693289757148,-0.0273525545204857,-8.83912616659106,2,0,0,-1,0,0
0.0065,-0.0321812917679638,-0.351535202825271,0.64920626517443,99.8878326927726,-0.0319362220767897,-9.49311236444469,2,0,0,-1,0,0
