"time","Counter.FF[1].RS1.TD1.x","Counter.FF[1].RS2.TD1.x","Counter.FF[2].RS1.TD1.x","Counter.FF[2].RS2.TD1.x","Counter.FF[3].RS1.TD1.x","Counter.FF[3].RS2.TD1.x","Counter.FF[4].RS1.TD1.x","Counter.FF[4].RS2.TD1.x"
1.4,3,4,3,3,3,3,3,3
1.42,3,4,3,3,3,3,3,3
1.44,3,4,3,3,3,3,3,3
1.46,3,4,3,3,3,3,3,3
1.48,3,4,3,3,3,3,3,3
1.5,3,4,3,3,3,3,3,3
1.5,4,4,3,4,3,3,3,3
1.50100000000075,4,4,3,4,3,3,3,3
1.50100000000075,4,4,3,4,3,3,3,3
1.52,4,4,3,4,3,3,3,3
1.54,4,4,3,4,3,3,3,3
1.56,4,4,3,4,3,3,3,3
1.58,4,4,3,4,3,3,3,3
1.6,4,4,3,4,3,3,3,3
1.62,4,4,3,4,3,3,3,3
1.64,4,4,3,4,3,3,3,3
1.66,4,4,3,4,3,3,3,3
1.68,4,4,3,4,3,3,3,3
1.7,4,4,3,4,3,3,3,3
1.72,4,4,3,4,3,3,3,3
1.74,4,4,3,4,3,3,3,3
1.76,4,4,3,4,3,3,3,3
1.78,4,4,3,4,3,3,3,3
1.8,4,4,3,4,3,3,3,3
1.82,4,4,3,4,3,3,3,3
1.84,4,4,3,4,3,3,3,3
1.86,4,4,3,4,3,3,3,3
1.88,4,4,3,4,3,3,3,3
1.9,4,4,3,4,3,3,3,3
1.92,4,4,3,4,3,3,3,3
1.94,4,4,3,4,3,3,3,3
1.96,4,4,3,4,3,3,3,3
1.98,4,4,3,4,3,3,3,3
2,4,4,3,4,3,3,3,3
2,4,3,3,4,3,3,3,3
2.001000000001,4,3,3,4,3,3,3,3
2.001000000001,4,3,3,4,3,3,3,3
2.02,4,3,3,4,3,3,3,3
2.04,4,3,3,4,3,3,3,3
2.06,4,3,3,4,3,3,3,3
2.08,4,3,3,4,3,3,3,3
2.1,4,3,3,4,3,3,3,3
2.12,4,3,3,4,3,3,3,3
2.14,4,3,3,4,3,3,3,3
2.16,4,3,3,4,3,3,3,3
2.18,4,3,3,4,3,3,3,3
2.2,4,3,3,4,3,3,3,3
2.22,4,3,3,4,3,3,3,3
2.24,4,3,3,4,3,3,3,3
2.26,4,3,3,4,3,3,3,3
2.28,4,3,3,4,3,3,3,3
2.3,4,3,3,4,3,3,3,3
2.32,4,3,3,4,3,3,3,3
2.34,4,3,3,4,3,3,3,3
2.36,4,3,3,4,3,3,3,3
2.38,4,3,3,4,3,3,3,3
2.4,4,3,3,4,3,3,3,3
2.42,4,3,3,4,3,3,3,3
2.44,4,3,3,4,3,3,3,3
2.46,4,3,3,4,3,3,3,3
2.48,4,3,3,4,3,3,3,3
2.5,4,3,3,4,3,3,3,3
2.5,3,3,4,4,3,4,3,3
2.50100000000125,3,3,4,4,3,4,3,3
2.50100000000125,3,3,4,4,3,4,3,3
2.52,3,3,4,4,3,4,3,3
2.54,3,3,4,4,3,4,3,3
2.56,3,3,4,4,3,4,3,3
2.58,3,3,4,4,3,4,3,3
2.6,3,3,4,4,3,4,3,3
2.62,3,3,4,4,3,4,3,3
2.64,3,3,4,4,3,4,3,3
2.66,3,3,4,4,3,4,3,3
2.68,3,3,4,4,3,4,3,3
2.7,3,3,4,4,3,4,3,3
2.72,3,3,4,4,3,4,3,3
2.74,3,3,4,4,3,4,3,3
2.76,3,3,4,4,3,4,3,3
2.78,3,3,4,4,3,4,3,3
2.8,3,3,4,4,3,4,3,3
2.82,3,3,4,4,3,4,3,3
2.84,3,3,4,4,3,4,3,3
2.86,3,3,4,4,3,4,3,3
2.88,3,3,4,4,3,4,3,3
2.9,3,3,4,4,3,4,3,3
2.92,3,3,4,4,3,4,3,3
2.94,3,3,4,4,3,4,3,3
2.96,3,3,4,4,3,4,3,3
2.98,3,3,4,4,3,4,3,3
3,3,3,4,4,3,4,3,3
3,3,4,4,4,3,4,3,3
3.0010000000015,3,4,4,4,3,4,3,3
3.0010000000015,3,4,4,4,3,4,3,3
3.02,3,4,4,4,3,4,3,3
3.04,3,4,4,4,3,4,3,3
3.06,3,4,4,4,3,4,3,3
3.08,3,4,4,4,3,4,3,3
3.1,3,4,4,4,3,4,3,3
3.12,3,4,4,4,3,4,3,3
3.14,3,4,4,4,3,4,3,3
3.16,3,4,4,4,3,4,3,3
3.18,3,4,4,4,3,4,3,3
3.2,3,4,4,4,3,4,3,3
3.22,3,4,4,4,3,4,3,3
3.24,3,4,4,4,3,4,3,3
3.26,3,4,4,4,3,4,3,3
3.28,3,4,4,4,3,4,3,3
3.3,3,4,4,4,3,4,3,3
3.32,3,4,4,4,3,4,3,3
3.34,3,4,4,4,3,4,3,3
3.36,3,4,4,4,3,4,3,3
3.38,3,4,4,4,3,4,3,3
3.4,3,4,4,4,3,4,3,3
3.42,3,4,4,4,3,4,3,3
3.44,3,4,4,4,3,4,3,3
3.46,3,4,4,4,3,4,3,3
3.48,3,4,4,4,3,4,3,3
3.5,3,4,4,4,3,4,3,3
3.5,4,4,4,3,3,4,3,3
3.50100000000175,4,4,4,3,3,4,3,3
3.50100000000175,4,4,4,3,3,4,3,3
3.52,4,4,4,3,3,4,3,3
3.54,4,4,4,3,3,4,3,3
3.56,4,4,4,3,3,4,3,3
3.58,4,4,4,3,3,4,3,3
3.6,4,4,4,3,3,4,3,3
3.62,4,4,4,3,3,4,3,3
3.64,4,4,4,3,3,4,3,3
3.66,4,4,4,3,3,4,3,3
3.68,4,4,4,3,3,4,3,3
3.7,4,4,4,3,3,4,3,3
3.72,4,4,4,3,3,4,3,3
3.74,4,4,4,3,3,4,3,3
3.76,4,4,4,3,3,4,3,3
3.78,4,4,4,3,3,4,3,3
3.8,4,4,4,3,3,4,3,3
3.82,4,4,4,3,3,4,3,3
3.84,4,4,4,3,3,4,3,3
3.86,4,4,4,3,3,4,3,3
3.88,4,4,4,3,3,4,3,3
3.9,4,4,4,3,3,4,3,3
3.92,4,4,4,3,3,4,3,3
3.94,4,4,4,3,3,4,3,3
3.96,4,4,4,3,3,4,3,3
3.98,4,4,4,3,3,4,3,3
4,4,4,4,3,3,4,3,3
4,4,3,4,3,3,4,3,3
4.001000000002,4,3,4,3,3,4,3,3
4.001000000002,4,3,4,3,3,4,3,3
4.02,4,3,4,3,3,4,3,3
4.04,4,3,4,3,3,4,3,3
4.06,4,3,4,3,3,4,3,3
4.08,4,3,4,3,3,4,3,3
4.1,4,3,4,3,3,4,3,3
4.12,4,3,4,3,3,4,3,3
4.14,4,3,4,3,3,4,3,3
4.16,4,3,4,3,3,4,3,3
4.18,4,3,4,3,3,4,3,3
4.2,4,3,4,3,3,4,3,3
4.22,4,3,4,3,3,4,3,3
4.24,4,3,4,3,3,4,3,3
4.26,4,3,4,3,3,4,3,3
4.28,4,3,4,3,3,4,3,3
4.3,4,3,4,3,3,4,3,3
4.32,4,3,4,3,3,4,3,3
4.34,4,3,4,3,3,4,3,3
4.36,4,3,4,3,3,4,3,3
4.38,4,3,4,3,3,4,3,3
4.4,4,3,4,3,3,4,3,3
4.42,4,3,4,3,3,4,3,3
4.44,4,3,4,3,3,4,3,3
4.46,4,3,4,3,3,4,3,3
4.48,4,3,4,3,3,4,3,3
4.5,4,3,4,3,3,4,3,3
4.5,3,3,3,3,4,4,3,4
4.50100000000225,3,3,3,3,4,4,3,4
4.50100000000225,3,3,3,3,4,4,3,4
4.52,3,3,3,3,4,4,3,4
4.54,3,3,3,3,4,4,3,4
4.56,3,3,3,3,4,4,3,4
4.58,3,3,3,3,4,4,3,4
4.6,3,3,3,3,4,4,3,4
4.62,3,3,3,3,4,4,3,4
4.64,3,3,3,3,4,4,3,4
4.66,3,3,3,3,4,4,3,4
4.68,3,3,3,3,4,4,3,4
4.7,3,3,3,3,4,4,3,4
4.72,3,3,3,3,4,4,3,4
4.74,3,3,3,3,4,4,3,4
4.76,3,3,3,3,4,4,3,4
4.78,3,3,3,3,4,4,3,4
4.8,3,3,3,3,4,4,3,4
4.82,3,3,3,3,4,4,3,4
4.84,3,3,3,3,4,4,3,4
4.86,3,3,3,3,4,4,3,4
4.88,3,3,3,3,4,4,3,4
4.9,3,3,3,3,4,4,3,4
4.92,3,3,3,3,4,4,3,4
4.94,3,3,3,3,4,4,3,4
4.96,3,3,3,3,4,4,3,4
4.98,3,3,3,3,4,4,3,4
5,3,3,3,3,4,4,3,4
5,3,4,3,3,4,4,3,4
5.0010000000025,3,4,3,3,4,4,3,4
5.0010000000025,3,4,3,3,4,4,3,4
5.02,3,4,3,3,4,4,3,4
5.04,3,4,3,3,4,4,3,4
5.06,3,4,3,3,4,4,3,4
5.08,3,4,3,3,4,4,3,4
5.1,3,4,3,3,4,4,3,4
5.12,3,4,3,3,4,4,3,4
5.14,3,4,3,3,4,4,3,4
5.16,3,4,3,3,4,4,3,4
5.18,3,4,3,3,4,4,3,4
5.2,3,4,3,3,4,4,3,4
5.22,3,4,3,3,4,4,3,4
5.24,3,4,3,3,4,4,3,4
5.26,3,4,3,3,4,4,3,4
5.28,3,4,3,3,4,4,3,4
5.3,3,4,3,3,4,4,3,4
5.32,3,4,3,3,4,4,3,4
5.34,3,4,3,3,4,4,3,4
5.36,3,4,3,3,4,4,3,4
5.38,3,4,3,3,4,4,3,4
5.4,3,4,3,3,4,4,3,4
5.42,3,4,3,3,4,4,3,4
5.44,3,4,3,3,4,4,3,4
5.46,3,4,3,3,4,4,3,4
5.48,3,4,3,3,4,4,3,4
5.5,3,4,3,3,4,4,3,4
5.5,4,4,3,4,4,4,3,4
5.50100000000275,4,4,3,4,4,4,3,4
5.50100000000275,4,4,3,4,4,4,3,4
5.52,4,4,3,4,4,4,3,4
5.54,4,4,3,4,4,4,3,4
5.56,4,4,3,4,4,4,3,4
5.58,4,4,3,4,4,4,3,4
5.6,4,4,3,4,4,4,3,4
5.62,4,4,3,4,4,4,3,4
5.64,4,4,3,4,4,4,3,4
5.66,4,4,3,4,4,4,3,4
5.68,4,4,3,4,4,4,3,4
5.7,4,4,3,4,4,4,3,4
5.72,4,4,3,4,4,4,3,4
5.74,4,4,3,4,4,4,3,4
5.76,4,4,3,4,4,4,3,4
5.78,4,4,3,4,4,4,3,4
5.8,4,4,3,4,4,4,3,4
5.82,4,4,3,4,4,4,3,4
5.84,4,4,3,4,4,4,3,4
5.86,4,4,3,4,4,4,3,4
5.88,4,4,3,4,4,4,3,4
5.9,4,4,3,4,4,4,3,4
5.92,4,4,3,4,4,4,3,4
5.94,4,4,3,4,4,4,3,4
5.96,4,4,3,4,4,4,3,4
5.98,4,4,3,4,4,4,3,4
6,4,4,3,4,4,4,3,4
6,4,3,3,4,4,4,3,4
6.001000000003,4,3,3,4,4,4,3,4
6.001000000003,4,3,3,4,4,4,3,4
6.02,4,3,3,4,4,4,3,4
6.04,4,3,3,4,4,4,3,4
6.06,4,3,3,4,4,4,3,4
6.08,4,3,3,4,4,4,3,4
6.1,4,3,3,4,4,4,3,4
6.12,4,3,3,4,4,4,3,4
6.14,4,3,3,4,4,4,3,4
6.16,4,3,3,4,4,4,3,4
6.18,4,3,3,4,4,4,3,4
6.2,4,3,3,4,4,4,3,4
6.22,4,3,3,4,4,4,3,4
6.24,4,3,3,4,4,4,3,4
6.26,4,3,3,4,4,4,3,4
6.28,4,3,3,4,4,4,3,4
6.3,4,3,3,4,4,4,3,4
6.32,4,3,3,4,4,4,3,4
6.34,4,3,3,4,4,4,3,4
6.36,4,3,3,4,4,4,3,4
6.38,4,3,3,4,4,4,3,4
6.4,4,3,3,4,4,4,3,4
6.42,4,3,3,4,4,4,3,4
6.44,4,3,3,4,4,4,3,4
6.46,4,3,3,4,4,4,3,4
6.48,4,3,3,4,4,4,3,4
6.5,4,3,3,4,4,4,3,4
6.5,3,3,4,4,4,3,3,4
6.50100000000325,3,3,4,4,4,3,3,4
6.50100000000325,3,3,4,4,4,3,3,4
6.52,3,3,4,4,4,3,3,4
6.54,3,3,4,4,4,3,3,4
6.56,3,3,4,4,4,3,3,4
6.58,3,3,4,4,4,3,3,4
6.6,3,3,4,4,4,3,3,4
6.62,3,3,4,4,4,3,3,4
6.64,3,3,4,4,4,3,3,4
6.66,3,3,4,4,4,3,3,4
6.68,3,3,4,4,4,3,3,4
6.7,3,3,4,4,4,3,3,4
6.72,3,3,4,4,4,3,3,4
6.74,3,3,4,4,4,3,3,4
6.76,3,3,4,4,4,3,3,4
6.78,3,3,4,4,4,3,3,4
6.8,3,3,4,4,4,3,3,4
6.82,3,3,4,4,4,3,3,4
6.84,3,3,4,4,4,3,3,4
6.86,3,3,4,4,4,3,3,4
6.88,3,3,4,4,4,3,3,4
6.9,3,3,4,4,4,3,3,4
6.92,3,3,4,4,4,3,3,4
6.94,3,3,4,4,4,3,3,4
6.96,3,3,4,4,4,3,3,4
6.98,3,3,4,4,4,3,3,4
7,3,3,4,4,4,3,3,4
7,3,4,4,4,4,3,3,4
7.0010000000035,3,4,4,4,4,3,3,4
7.0010000000035,3,4,4,4,4,3,3,4
7.02,3,4,4,4,4,3,3,4
7.04,3,4,4,4,4,3,3,4
7.06,3,4,4,4,4,3,3,4
7.08,3,4,4,4,4,3,3,4
7.1,3,4,4,4,4,3,3,4
7.12,3,4,4,4,4,3,3,4
7.14,3,4,4,4,4,3,3,4
7.16,3,4,4,4,4,3,3,4
7.18,3,4,4,4,4,3,3,4
7.2,3,4,4,4,4,3,3,4
7.22,3,4,4,4,4,3,3,4
7.24,3,4,4,4,4,3,3,4
7.26,3,4,4,4,4,3,3,4
7.28,3,4,4,4,4,3,3,4
7.3,3,4,4,4,4,3,3,4
7.32,3,4,4,4,4,3,3,4
7.34,3,4,4,4,4,3,3,4
7.36,3,4,4,4,4,3,3,4
7.38,3,4,4,4,4,3,3,4
7.4,3,4,4,4,4,3,3,4
7.42,3,4,4,4,4,3,3,4
7.44,3,4,4,4,4,3,3,4
7.46,3,4,4,4,4,3,3,4
7.48,3,4,4,4,4,3,3,4
7.5,3,4,4,4,4,3,3,4
7.5,4,4,4,3,4,3,3,4
7.50100000000375,4,4,4,3,4,3,3,4
7.50100000000375,4,4,4,3,4,3,3,4
7.52,4,4,4,3,4,3,3,4
7.54,4,4,4,3,4,3,3,4
7.56,4,4,4,3,4,3,3,4
7.58,4,4,4,3,4,3,3,4
7.6,4,4,4,3,4,3,3,4
7.62,4,4,4,3,4,3,3,4
7.64,4,4,4,3,4,3,3,4
7.66,4,4,4,3,4,3,3,4
7.68,4,4,4,3,4,3,3,4
7.7,4,4,4,3,4,3,3,4
7.72,4,4,4,3,4,3,3,4
7.74,4,4,4,3,4,3,3,4
7.76,4,4,4,3,4,3,3,4
7.78,4,4,4,3,4,3,3,4
7.8,4,4,4,3,4,3,3,4
7.82,4,4,4,3,4,3,3,4
7.84,4,4,4,3,4,3,3,4
7.86,4,4,4,3,4,3,3,4
7.88,4,4,4,3,4,3,3,4
7.9,4,4,4,3,4,3,3,4
7.92,4,4,4,3,4,3,3,4
7.94,4,4,4,3,4,3,3,4
7.96,4,4,4,3,4,3,3,4
7.98,4,4,4,3,4,3,3,4
8,4,4,4,3,4,3,3,4
8,4,3,4,3,4,3,3,4
8.001000000004,4,3,4,3,4,3,3,4
8.001000000004,4,3,4,3,4,3,3,4
8.02,4,3,4,3,4,3,3,4
8.04,4,3,4,3,4,3,3,4
8.06,4,3,4,3,4,3,3,4
8.08,4,3,4,3,4,3,3,4
8.1,4,3,4,3,4,3,3,4
8.12,4,3,4,3,4,3,3,4
8.14,4,3,4,3,4,3,3,4
8.16,4,3,4,3,4,3,3,4
8.18,4,3,4,3,4,3,3,4
8.2,4,3,4,3,4,3,3,4
8.22,4,3,4,3,4,3,3,4
8.24,4,3,4,3,4,3,3,4
8.26,4,3,4,3,4,3,3,4
8.28,4,3,4,3,4,3,3,4
8.3,4,3,4,3,4,3,3,4
8.32,4,3,4,3,4,3,3,4
8.34,4,3,4,3,4,3,3,4
8.36,4,3,4,3,4,3,3,4
8.38,4,3,4,3,4,3,3,4
8.4,4,3,4,3,4,3,3,4
8.42,4,3,4,3,4,3,3,4
8.44,4,3,4,3,4,3,3,4
8.46,4,3,4,3,4,3,3,4
8.48,4,3,4,3,4,3,3,4
8.5,4,3,4,3,4,3,3,4
8.5,3,3,3,3,3,3,4,4
8.50100000000425,3,3,3,3,3,3,4,4
8.50100000000425,3,3,3,3,3,3,4,4
8.52,3,3,3,3,3,3,4,4
8.54,3,3,3,3,3,3,4,4
8.56,3,3,3,3,3,3,4,4
8.58,3,3,3,3,3,3,4,4
8.6,3,3,3,3,3,3,4,4
8.62,3,3,3,3,3,3,4,4
8.64,3,3,3,3,3,3,4,4
8.66,3,3,3,3,3,3,4,4
8.68,3,3,3,3,3,3,4,4
8.7,3,3,3,3,3,3,4,4
8.72,3,3,3,3,3,3,4,4
8.74,3,3,3,3,3,3,4,4
8.76,3,3,3,3,3,3,4,4
8.78,3,3,3,3,3,3,4,4
8.8,3,3,3,3,3,3,4,4
8.82,3,3,3,3,3,3,4,4
8.84,3,3,3,3,3,3,4,4
8.86,3,3,3,3,3,3,4,4
8.88,3,3,3,3,3,3,4,4
8.9,3,3,3,3,3,3,4,4
8.92,3,3,3,3,3,3,4,4
8.94,3,3,3,3,3,3,4,4
8.96,3,3,3,3,3,3,4,4
8.98,3,3,3,3,3,3,4,4
9,3,3,3,3,3,3,4,4
9,3,4,3,3,3,3,4,4
9.0010000000045,3,4,3,3,3,3,4,4
9.0010000000045,3,4,3,3,3,3,4,4
9.02,3,4,3,3,3,3,4,4
9.04,3,4,3,3,3,3,4,4
9.06,3,4,3,3,3,3,4,4
9.08,3,4,3,3,3,3,4,4
9.1,3,4,3,3,3,3,4,4
9.12,3,4,3,3,3,3,4,4
9.14,3,4,3,3,3,3,4,4
9.16,3,4,3,3,3,3,4,4
9.18,3,4,3,3,3,3,4,4
9.2,3,4,3,3,3,3,4,4
9.22,3,4,3,3,3,3,4,4
9.24,3,4,3,3,3,3,4,4
9.26,3,4,3,3,3,3,4,4
9.28,3,4,3,3,3,3,4,4
9.3,3,4,3,3,3,3,4,4
9.32,3,4,3,3,3,3,4,4
9.34,3,4,3,3,3,3,4,4
9.36,3,4,3,3,3,3,4,4
9.38,3,4,3,3,3,3,4,4
9.4,3,4,3,3,3,3,4,4
9.42,3,4,3,3,3,3,4,4
9.44,3,4,3,3,3,3,4,4
9.46,3,4,3,3,3,3,4,4
9.48,3,4,3,3,3,3,4,4
9.5,3,4,3,3,3,3,4,4
9.5,4,4,3,4,3,3,4,4
9.50100000000475,4,4,3,4,3,3,4,4
9.50100000000475,4,4,3,4,3,3,4,4
9.52,4,4,3,4,3,3,4,4
9.54,4,4,3,4,3,3,4,4
9.56,4,4,3,4,3,3,4,4
9.58,4,4,3,4,3,3,4,4
9.6,4,4,3,4,3,3,4,4
9.62,4,4,3,4,3,3,4,4
9.64,4,4,3,4,3,3,4,4
9.66,4,4,3,4,3,3,4,4
9.68,4,4,3,4,3,3,4,4
9.7,4,4,3,4,3,3,4,4
9.72,4,4,3,4,3,3,4,4
9.74,4,4,3,4,3,3,4,4
9.76,4,4,3,4,3,3,4,4
9.78,4,4,3,4,3,3,4,4
9.8,4,4,3,4,3,3,4,4
9.82,4,4,3,4,3,3,4,4
9.84,4,4,3,4,3,3,4,4
9.86,4,4,3,4,3,3,4,4
9.88,4,4,3,4,3,3,4,4
9.9,4,4,3,4,3,3,4,4
9.92,4,4,3,4,3,3,4,4
9.94,4,4,3,4,3,3,4,4
9.96,4,4,3,4,3,3,4,4
9.98,4,4,3,4,3,3,4,4
10,4,4,3,4,3,3,4,4
10,4,3,3,4,3,3,4,4
10.001000000005,4,3,3,4,3,3,4,4
10.001000000005,4,3,3,4,3,3,4,4
10.02,4,3,3,4,3,3,4,4
10.04,4,3,3,4,3,3,4,4
10.06,4,3,3,4,3,3,4,4
10.08,4,3,3,4,3,3,4,4
10.1,4,3,3,4,3,3,4,4
10.12,4,3,3,4,3,3,4,4
10.14,4,3,3,4,3,3,4,4
10.16,4,3,3,4,3,3,4,4
10.18,4,3,3,4,3,3,4,4
10.2,4,3,3,4,3,3,4,4
10.22,4,3,3,4,3,3,4,4
10.24,4,3,3,4,3,3,4,4
10.26,4,3,3,4,3,3,4,4
10.28,4,3,3,4,3,3,4,4
10.3,4,3,3,4,3,3,4,4
10.32,4,3,3,4,3,3,4,4
10.34,4,3,3,4,3,3,4,4
10.36,4,3,3,4,3,3,4,4
10.38,4,3,3,4,3,3,4,4
10.4,4,3,3,4,3,3,4,4
10.42,4,3,3,4,3,3,4,4
10.44,4,3,3,4,3,3,4,4
10.46,4,3,3,4,3,3,4,4
10.48,4,3,3,4,3,3,4,4
10.5,4,3,3,4,3,3,4,4
10.5,3,3,4,4,3,4,4,4
10.5010000000053,3,3,4,4,3,4,4,4
10.5010000000053,3,3,4,4,3,4,4,4
10.52,3,3,4,4,3,4,4,4
10.54,3,3,4,4,3,4,4,4
10.56,3,3,4,4,3,4,4,4
10.58,3,3,4,4,3,4,4,4
10.6,3,3,4,4,3,4,4,4
10.62,3,3,4,4,3,4,4,4
10.64,3,3,4,4,3,4,4,4
10.66,3,3,4,4,3,4,4,4
10.68,3,3,4,4,3,4,4,4
10.7,3,3,4,4,3,4,4,4
10.72,3,3,4,4,3,4,4,4
10.74,3,3,4,4,3,4,4,4
10.76,3,3,4,4,3,4,4,4
10.78,3,3,4,4,3,4,4,4
10.8,3,3,4,4,3,4,4,4
10.82,3,3,4,4,3,4,4,4
10.84,3,3,4,4,3,4,4,4
10.86,3,3,4,4,3,4,4,4
10.88,3,3,4,4,3,4,4,4
10.9,3,3,4,4,3,4,4,4
10.92,3,3,4,4,3,4,4,4
10.94,3,3,4,4,3,4,4,4
10.96,3,3,4,4,3,4,4,4
10.98,3,3,4,4,3,4,4,4
11,3,3,4,4,3,4,4,4
11,3,4,4,4,3,4,4,4
11.0010000000055,3,4,4,4,3,4,4,4
11.0010000000055,3,4,4,4,3,4,4,4
11.02,3,4,4,4,3,4,4,4
11.04,3,4,4,4,3,4,4,4
11.06,3,4,4,4,3,4,4,4
11.08,3,4,4,4,3,4,4,4
11.1,3,4,4,4,3,4,4,4
11.12,3,4,4,4,3,4,4,4
11.14,3,4,4,4,3,4,4,4
11.16,3,4,4,4,3,4,4,4
11.18,3,4,4,4,3,4,4,4
11.2,3,4,4,4,3,4,4,4
11.22,3,4,4,4,3,4,4,4
11.24,3,4,4,4,3,4,4,4
11.26,3,4,4,4,3,4,4,4
11.28,3,4,4,4,3,4,4,4
11.3,3,4,4,4,3,4,4,4
11.32,3,4,4,4,3,4,4,4
11.34,3,4,4,4,3,4,4,4
11.36,3,4,4,4,3,4,4,4
11.38,3,4,4,4,3,4,4,4
11.4,3,4,4,4,3,4,4,4
11.42,3,4,4,4,3,4,4,4
11.44,3,4,4,4,3,4,4,4
11.46,3,4,4,4,3,4,4,4
11.48,3,4,4,4,3,4,4,4
11.5,3,4,4,4,3,4,4,4
11.5,4,4,4,3,3,4,4,4
11.5010000000057,4,4,4,3,3,4,4,4
11.5010000000057,4,4,4,3,3,4,4,4
11.52,4,4,4,3,3,4,4,4
11.54,4,4,4,3,3,4,4,4
11.56,4,4,4,3,3,4,4,4
11.58,4,4,4,3,3,4,4,4
11.6,4,4,4,3,3,4,4,4
11.62,4,4,4,3,3,4,4,4
11.64,4,4,4,3,3,4,4,4
11.66,4,4,4,3,3,4,4,4
11.68,4,4,4,3,3,4,4,4
11.7,4,4,4,3,3,4,4,4
11.72,4,4,4,3,3,4,4,4
11.74,4,4,4,3,3,4,4,4
11.76,4,4,4,3,3,4,4,4
11.78,4,4,4,3,3,4,4,4
11.8,4,4,4,3,3,4,4,4
11.82,4,4,4,3,3,4,4,4
11.84,4,4,4,3,3,4,4,4
11.86,4,4,4,3,3,4,4,4
11.88,4,4,4,3,3,4,4,4
11.9,4,4,4,3,3,4,4,4
11.92,4,4,4,3,3,4,4,4
11.94,4,4,4,3,3,4,4,4
11.96,4,4,4,3,3,4,4,4
11.98,4,4,4,3,3,4,4,4
12,4,4,4,3,3,4,4,4
12,4,3,4,3,3,4,4,4
12.001000000006,4,3,4,3,3,4,4,4
12.001000000006,4,3,4,3,3,4,4,4
12.02,4,3,4,3,3,4,4,4
12.04,4,3,4,3,3,4,4,4
12.06,4,3,4,3,3,4,4,4
12.08,4,3,4,3,3,4,4,4
12.1,4,3,4,3,3,4,4,4
