"time","pressure1.p","pressure2.p","relativePressure.p_rel","simpleGenericOrifice.port_b.m_flow","simpleGenericOrifice.port_b.p","simpleGenericOrifice.port_b.h_outflow"
0,101325,101325,0,-0,101325,209412.941376983
0.000202,101325.004112868,101325,0.00411286791495513,-0.00126920309129513,101325,209412.94138053
0.000404,101325.008225813,101325,0.00822581270767841,-0.00253840413806001,101325,209412.941384077
0.000606,101325.012338911,101325,0.0123389112268342,-0.00380760109576771,101325,209412.941387625
0.000808,101325.01645224,101325,0.0164522404083982,-0.00507679191989786,101325,209412.941391173
0.00101,101325.020565877,101325,0.0205658772028983,-0.00634597456593999,101325,209412.941394721
0.001212,101325.024679899,101325,0.0246798986336216,-0.00761514698939678,101325,209412.941398269
0.001414,101325.028794382,101325,0.0287943817966152,-0.00888430714578741,101325,209412.941401818
0.001616,101325.032909404,101325,0.0329094038897892,-0.0101534529906508,101325,209412.941405367
0.001818,101325.037025042,101325,0.0370250421983656,-0.0114225824795489,101325,209412.941408917
0.00202,101325.041141374,101325,0.041141374167637,-0.01269169356807,101325,209412.941412467
0.002222,101325.045258477,101325,0.0452584773593117,-0.0139607842118322,101325,209412.941416018
0.002424,101325.04937643,101325,0.0493764295097208,-0.0152298523664863,101325,209412.94141957
0.002626,101325.053495308,101325,0.0534953084425069,-0.0164988959877195,101325,209412.941423122
0.002828,101325.057615192,101325,0.0576151923742145,-0.0177679130312583,101325,209412.941426676
0.00303,101325.06173616,101325,0.0617361595504917,-0.0190369014528723,101325,209412.94143023
0.003232,101325.065858288,101325,0.0658582884789212,-0.0203058592083769,101325,209412.941433785
0.003434,101325.069981658,101325,0.0699816580454353,-0.0215747842536373,101325,209412.941437342
0.003636,101325.074106347,101325,0.0741063469176879,-0.022843674544571,101325,209412.941440899
0.003838,101325.078232435,101325,0.0782324347237591,-0.0241125280371517,101325,209412.941444458
0.00404,101325.082360001,101325,0.0823600009316579,-0.0253813426874123,101325,209412.941448018
0.004242,101325.086489125,101325,0.0864891254313989,-0.0266501164514483,101325,209412.941451579
0.004444,101325.090619888,101325,0.090619888404035,-0.027918847285421,101325,209412.941455142
0.004646,101325.09475237,101325,0.0947523704235209,-0.029187533145561,101325,209412.941458706
0.004848,101325.098886652,101325,0.0988866523985052,-0.0304561719881712,101325,209412.941462272
0.00505,101325.103022816,101325,0.103022815601435,-0.0317247617696303,101325,209412.94146584
