"time","body.body.frame_a.r_0[1]","body.body.frame_a.r_0[2]","body.body.frame_a.r_0[3]","body.body.w_a[1]","body.body.w_a[2]","body.body.w_a[3]","body.v_0[1]","body.v_0[2]","body.v_0[3]"
0,0.2,-0.5,0.1,0,0,0,0,0,0
0.002,0.200000406415974,-0.499982575937179,0.0999940406690483,0,-0.00111134538456593,-0.00109446155099487,0.000406413710424834,0.0174239774957551,-0.00595930215134562
0.004,0.200001625560183,-0.499930307635803,0.0999761639873895,0,-0.00222267520989895,-0.00218890777913675,0.000812744628099241,0.0348448531952165,-0.0119175580469674
0.006,0.200003657213493,-0.499843203305207,0.0999463727240684,0,-0.00333397749355593,-0.00328332688402297,0.00121892900611436,0.0522602388290254,-0.0178739621081571
0.008,0.20000650099719,-0.499721277133823,0.0999046716649341,0,-0.00444523828649074,-0.00437770512852505,0.00162489265773303,0.0696673549687164,-0.0238275768154014
0.01,0.200010156404952,-0.499564548091083,0.0998510672084998,0,-0.00555644476992692,-0.00547202988861261,0.0020305674471749,0.087063648827501,-0.029777541096377
0.012,0.200014622813978,-0.499373039510474,0.0997855672253045,0,-0.00666758351869578,-0.00656628794307551,0.00243588204823526,0.104446448037059,-0.0357229535426532
0.014,0.200019899455602,-0.4991467801906,0.0997081814293091,0,-0.00777863983368323,-0.00766046481611223,0.00284075839941863,0.121812827830339,-0.0416628276095016
0.016,0.200025985308538,-0.498885808395189,0.0996189227271302,0,-0.00888959975026982,-0.00875454675525725,0.00324512245947089,0.139160013894863,-0.0475962274999599
0.018,0.200032879246002,-0.498590166341927,0.0995178053590925,0,-0.0100004493496439,-0.00984852005315829,0.00364890052537258,0.156485244462878,-0.0535222216471909
0.02,0.200040579745841,-0.498259911063228,0.0994048485626476,0,-0.0111111749869347,-0.010942371272244,0.00405202058056136,0.173785820629759,-0.0594398996853714
0.022,0.200049085606107,-0.497895087593083,0.0992800675280825,0,-0.012221762761786,-0.0120360867233372,0.00445440905700805,0.191058985632888,-0.0653483317354271
0.024,0.20005839525826,-0.497495754704284,0.0991434820799109,0,-0.0133321988108567,-0.0131296527537128,0.00485599288163766,0.208302000816147,-0.0712465940216685
0.026,0.200068506940902,-0.49706197839765,0.0989951144807348,0,-0.0144424692505689,-0.0142230556907156,0.00525669904261348,0.225512129567556,-0.0771337634556111
0.028,0.200079419348262,-0.496593807597696,0.0988349812331458,0,-0.015552560245154,-0.0153162819087751,0.00565645438342267,0.242686630445832,-0.0830089153252407
0.03,0.200091130167722,-0.49609132896647,0.0986631115690022,0,-0.0166624580607796,-0.0164093178827073,0.00605518721351277,0.259822815587436,-0.0888711429780906
0.032,0.200103636216001,-0.49555466179966,0.0984795457278322,0,-0.01777214908884,-0.0175021502106518,0.00645282731474775,0.276918051123417,-0.0947195579634436
0.034,0.200116936195703,-0.494983854707449,0.0982843001061969,0,-0.0188816194494847,-0.0185947652236253,0.00684930127969038,0.29396958623081,-0.100553232405009
0.036,0.200131028102949,-0.494378982779929,0.0980774000326117,0,-0.0199908553644757,-0.0196871493527132,0.00724453689566629,0.310974713899482,-0.106371253195942
0.038,0.200145909863209,-0.493740123756313,0.0978588717291771,0,-0.0210998430562278,-0.0207792890296434,0.00763846204524186,0.327930730556584,-0.112172708387566
0.04,0.200161576166441,-0.493067476695658,0.0976287823409371,0,-0.0222085687770438,-0.0218711707155893,0.00803100897266159,0.34483509004443,-0.117956739071079
0.042,0.200178026163822,-0.492361073377691,0.0973871425871924,0,-0.0233170187380159,-0.0229627808311244,0.00842210390816147,0.361685029156737,-0.123722413204759
0.044,0.2001952574051,-0.491621005629882,0.0971339834422174,0,-0.0244251791650295,-0.0240541058113962,0.00881167524080743,0.378477862600481,-0.129468824999181
0.046,0.200213267440022,-0.4908473652797,0.0968693358802864,0,-0.0255330362839702,-0.0251451320915521,0.00919965135966539,0.395210905082638,-0.135195068664919
0.048,0.200232050844536,-0.490040355691629,0.0965932684990014,0,-0.0266405763831292,-0.0262358461681902,0.0095859653779207,0.411881641908426,-0.140900295896646
0.05,0.200251603992444,-0.489200112798835,0.0963058271502361,0,-0.0277477857130695,-0.0273262345007578,0.00997054755272378,0.428487455245423,-0.146583623636189
0.052,0.200271925038738,-0.488326705728087,0.0960070351509335,0,-0.0288546504869752,-0.0284162835118954,0.0103533253116587,0.445025625079401,-0.152244134394606
0.054,0.200293010945232,-0.487420248358301,0.0956969309136956,0,-0.0299611569430699,-0.0295059796488998,0.0107342279777744,0.461493499845495,-0.157880933747376
0.056,0.200314857549717,-0.486480896749485,0.0953755670797381,0,-0.0310672913426196,-0.0305953093817592,0.011113187048031,0.477888506459687,-0.163493153714132
0.058,0.2003374576718,-0.485508920225238,0.095043034496589,0,-0.0321730400087642,-0.0316842592413932,0.0114901398567204,0.494208282572729,-0.169079997321674
0.06,0.200360809951786,-0.484504369675606,0.0946993503293117,0,-0.0332783891453176,-0.0327728156412128,0.0118650124805972,0.510450059424589,-0.174640530656522
0.062,0.200384910715464,-0.483467382847526,0.0943445610417192,0,-0.0343833250035417,-0.0338609650413548,0.0122377354728105,0.526611229858514,-0.180173874257486
0.064,0.200409756288624,-0.482398097487939,0.0939787130976247,0,-0.0354878338346986,-0.0349486939019556,0.0126082393865093,0.542689186717752,-0.185679148663378
0.066,0.20043533851795,-0.481296819558192,0.0936019097044746,0,-0.0365919020043704,-0.0360359887957342,0.0129764653728826,0.558681705506644,-0.191155603350923
0.068,0.200461654480313,-0.480163658598153,0.0932141878110131,0,-0.0376955157446495,-0.0371228361639487,0.0133423422079447,0.574586114901825,-0.196602337237948
0.07,0.200488700394455,-0.478998756374881,0.0928155952371566,0,-0.03879866130953,-0.0382092224694265,0.0137058006981248,0.590399816891675,-0.202018473944723
0.072,0.200516471972858,-0.477802273668426,0.09240618621646,0,-0.0399013249659274,-0.0392951341877195,0.0140667728477307,0.606120256716116,-0.207403151665154
0.074,0.200544963430549,-0.476574427545785,0.0919860339701823,0,-0.0410034930288326,-0.0403805578417276,0.0144251948699425,0.621745031633751,-0.212755559816122
0.076,0.20057416832818,-0.475315459671205,0.0915552200171625,0,-0.0421051518342454,-0.0414654799750413,0.0147810048172065,0.637271805334962,-0.218074910198818
0.078,0.200604082527965,-0.474025525196325,0.0911137966922792,0,-0.0432062876442739,-0.0425498870584782,0.0151341342729644,0.652698007858564,-0.223360335885107
0.08,0.200634700693137,-0.472704824340911,0.0906618315335874,0,-0.0443068867595197,-0.0436337656007665,0.0154845181906399,0.668021190962491,-0.228611010960336
0.082,0.200666017322323,-0.471353563524319,0.0901993941706114,0,-0.0454069354877965,-0.0447171021177351,0.0158320921213158,0.68323892798115,-0.233826116780111
0.084,0.200698026211362,-0.469971975753504,0.0897265632034558,0,-0.0465064201861025,-0.0457998831736199,0.0161767954557337,0.698348930791857,-0.2390048813827
0.086,0.200730721774316,-0.468560270579326,0.0892434093175814,0,-0.0476053271575973,-0.0468820952796754,0.0165185634665958,0.713348762713125,-0.244146482748733
0.088,0.200764098009196,-0.467118673277707,0.0887500085039038,0,-0.0487036427322627,-0.0479637249735551,0.0168573335389562,0.728236063287761,-0.249250124542943
0.09,0.200798148770023,-0.465647414543175,0.088246438581298,0,-0.049801353245685,-0.0490447587984317,0.0171930435313409,0.743008489154549,-0.254315016190599
0.092,0.200832867766835,-0.464146730488872,0.0877327791965984,0,-0.0508984450390553,-0.0501251833029959,0.0175256317757474,0.75766371404825,-0.259340372877506
0.094,0.200868248668485,-0.462616858813758,0.0872091105319581,0,-0.0519949044599034,-0.0512049850421871,0.0178550371016432,0.772199429723753,-0.264325415861402
