"time","Revolute1.phi","Revolute1.w","Revolute2.phi","Revolute2.w","Revolute3.phi","Revolute3.w","Revolute4.phi","Revolute4.w"
0,0,0,0,0,0,0,0,0
0.0004,6.75711228647673e-06,0.0337855614254664,6.75711228647673e-06,0.0337855614254664,6.75711228642213e-06,0.0337855614250968,6.75711228642213e-06,0.0337855614250968
0.0008,2.70284491423609e-05,0.0675711228525769,2.70284491423609e-05,0.0675711228525769,2.70284491388661e-05,0.0675711228407487,2.70284491388661e-05,0.0675711228407487
0.0012,6.08140105777074e-05,0.101356684294903,6.08140105777074e-05,0.101356684294903,6.08140105077409e-05,0.101356684168993,6.08140105077409e-05,0.101356684168993
0.0016,0.000108113796596127,0.135142245757765,0.000108113796596127,0.135142245757765,0.000108113796372463,0.135142245379263,0.000108113796372463,0.135142245379263
0.002,0.000168927807350213,0.168927807354076,0.000168927807350213,0.168927807354077,0.00016892780585652,0.168927805822918,0.00016892780585652,0.168927805822918
0.0024,0.00024325604292861,0.202713369149852,0.00024325604292861,0.202713369149852,0.000243256038450757,0.202713365120722,0.000243256038450757,0.202713365120722
0.0028,0.000331098503268342,0.236498931098193,0.000331098503268342,0.236498931098194,0.000331098494516889,0.236498923542091,0.000331098494516889,0.236498923542091
0.0032,0.000432455188369411,0.2702844931991,0.000432455188369411,0.2702844931991,0.000432455174054915,0.270284481087026,0.000432455174054915,0.270284481087026
0.0036,0.000547326098767921,0.304070055757359,0.000547326098767921,0.304070055757359,0.000547326073985121,0.30407003600464,0.000547326073985121,0.30407003600464
0.004,0.000675711236451411,0.337855619902926,0.000675711236451411,0.337855619902926,0.000675711182889867,0.337855581803743,0.000675711182889867,0.337855581803743
0.0044,0.000817610599945453,0.371641184797558,0.000817610599945453,0.371641184797558,0.000817610509239174,0.371641123299736,0.000817610509239174,0.371641123299736
0.0048,0.000973024189250046,0.405426750441256,0.000973024189250046,0.405426750441256,0.000973024053033042,0.405426660492619,0.000973024053033042,0.405426660492619
0.0052,0.00114195200436519,0.439212316834019,0.00114195200436519,0.439212316834019,0.00114195181427147,0.439212193382391,0.00114195181427147,0.439212193382391
0.0056,0.00132439404529088,0.472997883975847,0.00132439404529089,0.472997883975847,0.00132439379295446,0.472997721969053,0.00132439379295446,0.472997721969053
0.006,0.00152035031281448,0.506783452197086,0.00152035031281448,0.506783452197085,0.00152034998455897,0.5067832443549,0.00152034998455897,0.5067832443549
0.0064,0.00172982081917658,0.540569026633451,0.00172982081917658,0.540569026633451,0.00172982031876735,0.540568731037154,0.00172982031876735,0.540568731037154
0.0068,0.00195280555514027,0.574354603409467,0.00195280555514027,0.574354603409467,0.00195280484864218,0.574354204278983,0.00195280484864218,0.574354204278983
