"time","CL.v"
0,0
8e-05,0.0242622805973868
0.00016,0.0491410187635852
0.00024,0.074020756831066
0.00032,0.0989012672097458
0.0004,0.123782204227686
0.00048,0.148663021504648
0.00056,0.173543108358912
0.00064,0.198422297028747
0.00072,0.223300348095923
0.0008,0.248177292900235
0.00088,0.273052544115542
0.00096,0.297926067693733
0.00104,0.322797706330868
0.00112,0.347667264329183
0.0012,0.372534762697456
0.00128,0.397399735187191
0.00136,0.422262363356964
0.00144,0.44712221539854
0.00152,0.471979296454148
0.0016,0.496833399024232
0.00168,0.521684314492142
0.00176,0.546532071748115
0.00184,0.57137627105258
0.00192,0.596216859226357
0.002,0.62105367909659
0.00208,0.645886573490417
0.00216,0.670715390075607
0.00224,0.695539971178009
0.00232,0.720360159928209
0.0024,0.74517579998401
0.00248,0.769986735003213
0.00256,0.794792808643621
0.00264,0.819593864563035
0.00272,0.844389746419258
0.0028,0.869180297870092
0.00288,0.893965352629707
0.00296,0.918744759885994
0.00304,0.943518363460695
0.00312,0.968286006558416
0.0032,0.993047532383766
0.00328,1.01780278414135
0.00336,1.04255160503578
0.00344,1.06729383827165
0.00352,1.09202932705359
0.0036,1.11675792697487
0.00368,1.1414794728559
0.00376,1.16619380825281
0.00384,1.19090077676871
0.00392,1.21560022200673
0.004,1.24029198756996
0.00408,1.26497591706152
0.00416,1.28965185408452
0.00424,1.31431964287427
0.00432,1.33897913818925
0.0044,1.36363017574667
0.00448,1.38827259953996
0.00456,1.41290625356259
0.00464,1.437530981808
0.00472,1.46214662826965
0.0048,1.48675303694098
0.00488,1.51135005181545
0.00496,1.53593751894024
0.00504,1.56051529782332
0.00512,1.58508322097613
0.0052,1.60964113299709
0.00528,1.63418887848463
0.00536,1.65872630203719
0.00544,1.6832532482532
0.00552,1.70776956173107
0.0056,1.73227508706925
0.00568,1.75676966886616
0.00576,1.78125315172023
0.00584,1.80572538022989
0.00592,1.83018619899357
0.006,1.85463545260971
0.00608,1.87907298567672
0.00616,1.90349864279304
0.00624,1.9279122685571
0.00632,1.95231370756732
0.0064,1.97670282213251
0.00648,2.00107949930445
0.00656,2.02544353727501
0.00664,2.04979478149466
0.00672,2.07413307741385
0.0068,2.09845827048303
0.00688,2.12277020615264
0.00696,2.14706872987315
0.00704,2.17135368709501
0.00712,2.19562492326867
0.0072,2.21988228384457
0.00728,2.24412561427319
0.00736,2.26835476000495
0.00744,2.29256956649032
0.00752,2.31676987917976
0.0076,2.34095554352371
0.00768,2.36512642352682
0.00776,2.38928244800814
0.00784,2.41342338148186
