"time","delta[1]","delta[2]","delta[3]","R_0[1]","R_0[2]","eta","rho","input_mdot_1[1]","input_mdot_1[2]","input_dp_1[1]","input_dp_1[2]","M_FLOW_1[1]","M_FLOW_1[2]","DP_1[1]","DP_1[2]","input_mdot_2[1]","input_mdot_2[2]","input_mdot_2[3]","input_dp_2[1]","input_dp_2[2]","input_dp_2[3]","M_FLOW_2[1]","M_FLOW_2[2]","M_FLOW_2[3]","DP_2[1]","DP_2[2]","DP_2[3]","frac_RD[1]","frac_RD[2]","velocity_1[1]","velocity_1[2]","Re_1[1]","Re_1[2]","velocity_2[1]","velocity_2[2]","velocity_2[3]","Re_2[1]","Re_2[2]","Re_2[3]","DP_plot_1[1]","DP_plot_1[2]","DP_plot_2[1]","DP_plot_2[2]","DP_plot_2[3]","zeta_TOT_1[1]","zeta_TOT_1[2]","zeta_TOT_2[1]","zeta_TOT_2[2]","zeta_TOT_2[3]","input_DP.y"
0.002222,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,2.06066519121304,2.94554068611276,26.665,26.665,3.24505782457124,4.07512145242395,26.665,26.665,5.35559272502245,4.36265294123996,3.24505782457124,26.665,26.665,26.665,5.35559272502245,4.36265294123996,3.24505782457124,26.665,26.665,26.665,2.26,11.71,0.262372040991168,0.375037888218511,26237.2040991168,37503.7888218511,0.681895244299453,0.555470224474188,0.413173594719636,68189.5244299453,55547.0224474188,41317.3594719636,26.665,26.665,26.665,26.665,26.665,0.774705209374919,0.379158934849995,0.114692827782976,0.17284229167311,0.312396720728944,26.665
0.002424,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,2.16185694133753,3.09059383544049,29.089,29.089,3.41116090757534,4.27580080591378,29.089,29.089,5.62683427261245,4.58420758876462,3.41116090757534,29.089,29.089,29.089,5.62683427261245,4.58420758876462,3.41116090757534,29.089,29.089,29.089,2.26,11.71,0.275256174777115,0.393506628799755,27525.6174777115,39350.6628799755,0.716430790756129,0.583679438329014,0.434322496097961,71643.0790756129,58367.9438329014,43432.2496097961,29.089,29.089,29.089,29.089,29.089,0.767864601121496,0.375711667495723,0.113347070984326,0.17076937876745,0.308414038451623,29.089
0.002626,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,2.26529516900758,3.23032994324233,31.513,31.513,3.57138723813755,4.46912409398317,31.513,31.513,5.88838034837342,4.79786252062849,3.57138723813755,31.513,31.513,31.513,5.88838034837342,4.79786252062849,3.57138723813755,31.513,31.513,31.513,2.26,11.71,0.288426338967798,0.411298382627822,28842.6338967798,41129.8382627822,0.749731871399045,0.610882829146692,0.454723146115922,74973.1871399045,61088.2829146692,45472.3146115922,31.513,31.513,31.513,31.513,31.513,0.757617347320957,0.372568164065318,0.112126379329305,0.168889989633588,0.30480748185083,31.513
0.002828,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,2.36542709916189,3.36533213269682,33.937,33.937,3.72637265422346,4.65589806080154,33.937,33.937,6.14128405242548,5.00447495421311,3.72637265422346,33.937,33.937,33.937,6.14128405242548,5.00447495421311,3.72637265422346,33.937,33.937,33.937,2.26,11.71,0.30117553228411,0.428487395251751,30117.553228411,42848.7395251751,0.781932571099953,0.637189541234083,0.474456502177704,78193.2571099953,63718.9541234083,47445.6502177704,33.937,33.937,33.937,33.937,33.937,0.748279885247524,0.369681180514446,0.111010698762951,0.167173011743575,0.301516191285765,33.937
0.00303,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,2.46257387831071,3.49608294641355,36.361,36.361,3.87664424167866,4.83679029848512,36.361,36.361,6.38641792894496,5.20475522477856,3.87664424167866,36.361,36.361,36.361,6.38641792894496,5.20475522477856,3.87664424167866,36.361,36.361,36.361,2.26,11.71,0.313544644369703,0.445135105904796,31354.4644369703,44513.5105904796,0.813143985633836,0.662690017285502,0.493589674937512,81314.3985633836,66269.0017285502,49358.9674937512,36.361,36.361,36.361,36.361,36.361,0.739719453757434,0.367013569132106,0.109984353445522,0.165594137481985,0.298492677399949,36.361
0.003232,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,2.55701393964236,3.62298718745305,38.785,38.785,4.02264488064163,5.0123608473836,38.785,38.785,6.62451479073633,5.39929998153775,4.02264488064163,38.785,38.785,38.785,6.62451479073633,5.39929998153775,4.02264488064163,38.785,38.785,38.785,2.26,11.71,0.32556912643917,0.461293055713404,32556.912643917,46129.3055713404,0.843459419624847,0.68746022503817,0.512179053645938,84345.9419624847,68746.022503817,51217.9053645938,38.785,38.785,38.785,38.785,38.785,0.731825204836233,0.364535608862705,0.109034868965427,0.164134032554403,0.295699210333212,38.785
0.003434,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,2.64898417106027,3.74638847922727,41.209,41.209,4.16475107393704,5.18308510651092,41.209,41.209,6.85619735543332,5.58861628917215,4.16475107393704,41.209,41.209,41.209,6.85619735543332,5.58861628917215,4.16475107393704,41.209,41.209,41.209,2.26,11.71,0.337279139997143,0.477004996169239,33727.9139997143,47700.4996169239,0.872958159944634,0.711564725972507,0.530272576131487,87295.8159944634,71156.4725972507,53027.2576131487,41.209,41.209,41.209,41.209,41.209,0.724507870781066,0.362223160609168,0.108152164032899,0.162777078555641,0.293105343862371,41.209
0.003636,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,2.73868817193115,3.86658153758489,43.633,43.633,4.30328618113014,5.34937081183314,43.633,43.633,7.08200023409928,5.77313951211777,4.30328618113014,43.633,43.633,43.633,7.08200023409928,5.77313951211777,4.30328618113014,43.633,43.633,43.633,2.26,11.71,0.348700608120119,0.492308451659597,34870.0608120119,49230.8451659597,0.901708275387889,0.735058952410141,0.547911413812725,90170.8275387889,73505.8952410141,54791.1413812725,43.633,43.633,43.633,43.633,43.633,0.717694569615203,0.360056359976245,0.107327980800631,0.161510487172826,0.290686173256027,43.633
0.003838,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,2.82630250444131,3.98382144063155,46.057,46.057,4.43853043034105,5.51157086095759,46.057,46.057,7.30238655872658,5.95324683993839,4.43853043034105,46.057,46.057,46.057,7.30238655872658,5.95324683993839,4.43853043034105,46.057,46.057,46.057,2.26,11.71,0.359856011403871,0.507235899737589,35985.6011403871,50723.5899737589,0.92976873375132,0.75799092961792,0.565131246442061,92976.873375132,75799.092961792,56513.1246442061,46.057,46.057,46.057,46.057,46.057,0.711325074038866,0.358018670273825,0.106555474268385,0.160323662027671,0.288421081493321,46.057
0.00404,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,2.91198150598596,4.09833074930194,48.481,48.481,4.5707286197766,5.66999316436185,48.481,48.481,7.5177607676244,6.12926768847028,4.5707286197766,48.481,48.481,48.481,7.5177607676244,6.12926768847028,4.5707286197766,48.481,48.481,48.481,2.26,11.71,0.370765000695878,0.521815677741532,37076.5000695878,52181.5677741532,0.957191029719796,0.780402600122784,0.581963242695234,95719.1029719796,78040.2600122784,58196.3242695234,48.481,48.481,48.481,48.481,48.481,0.705349077686178,0.356096183109328,0.105828910464499,0.159207729773329,0.28629281891859,48.481
0.004242,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,2.99586104882247,4.21030505898053,50.905,50.905,4.70009613033052,5.82490832599684,50.905,50.905,7.72847858318416,6.30149181769945,4.70009613033052,50.905,50.905,50.905,7.72847858318416,6.30149181769945,4.70009613033052,50.905,50.905,50.905,2.26,11.71,0.381444875789253,0.536072689649252,38144.4875789253,53607.2689649252,0.984020455274885,0.802330857312,0.598434825719353,98402.0455274885,80233.0857312,59843.4825719353,50.905,50.905,50.905,50.905,50.905,0.699724156475576,0.354277092916243,0.105143440684755,0.158155189486844,0.28428681571466,50.905
0.004444,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,3.078061516173,4.31991738573247,53.329,53.329,4.8268236819862,5.97655571158649,53.329,53.329,7.93485490218687,6.47017575187148,4.8268236819862,53.329,53.329,53.329,7.93485490218687,6.47017575187148,4.8268236819862,53.329,53.329,53.329,2.26,11.71,0.391910964351894,0.550028964550353,39191.0964351894,55002.8964550353,1.01029710432,0.823808362866934,0.614570278736901,101029.710432,82380.8362866934,61457.0278736901,53.329,53.329,53.329,53.329,53.329,0.694414224213968,0.352551296084247,0.104494929975493,0.157159646398122,0.282390660208088,53.329
0.004646,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,3.15869018607685,4.4273216733569,55.753,55.753,4.95108114133777,6.12514830059541,55.753,55.753,8.13717010989697,6.6355479175209,4.95108114133777,55.753,55.753,55.753,8.13717010989697,6.6355479175209,4.95108114133777,55.753,55.753,55.753,2.26,11.71,0.402176925447991,0.563704103178106,40217.6925447991,56370.4103178106,1.03605667661578,0.844864200957266,0.630391229834375,103605.667661578,84486.4200957266,63039.1229834375,55.753,55.753,55.753,55.753,55.753,0.68938834599027,0.350910080920713,0.103879824995488,0.15621560682139,0.280593697414068,55.753
0.004848,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,3.23784316133756,4.5326556278493,58.177,58.177,5.07302060232998,6.27087660767478,58.177,58.177,8.33567518729033,6.79781279976033,5.07302060232998,58.177,58.177,58.177,8.33567518729033,6.79781279976033,5.07302060232998,58.177,58.177,58.177,2.26,11.71,0.41225499526653,0.577115638804411,41225.499526653,57711.5638804411,1.06133112805257,0.86552440743617,0.645917044214272,106133.112805257,86552.440743617,64591.7044214272,58.177,58.177,58.177,58.177,58.177,0.684619814774282,0.349345884873796,0.103295050924307,0.15531831821546,0.278886716170317,58.177
0.00505,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,3.31560694720168,4.63604303076911,60.601,60.601,5.19277890328461,6.41391188317965,60.601,60.601,8.53059588250215,6.95715433728537,5.19277890328461,60.601,60.601,60.601,8.53059588250215,6.95715433728537,5.19277890328461,60.601,60.601,60.601,2.26,11.71,0.42215618799758,0.590279331786909,42215.618799758,59027.9331786909,1.08614920177567,0.885812402105749,0.661165144672845,108614.920177567,88581.2402105749,66116.5144672845,60.601,60.601,60.601,60.601,60.601,0.680085424479864,0.347852102275845,0.102737930107018,0.154463643004484,0.277261702492584,60.601
0.005252,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,3.39205975251039,4.7375956442171,63.025,63.025,5.31047970166389,6.55440874868306,63.025,63.025,8.72213614832945,7.11373872024756,5.31047970166389,63.025,63.025,63.025,8.72213614832945,7.11373872024756,5.31047970166389,63.025,63.025,63.025,2.26,11.71,0.43189046150008,0.603209412118227,43189.046150008,60320.9412118227,1.11053686586171,0.90574934495329,0.676151275767185,111053.686586171,90574.934495329,67615.1275767185,63.025,63.025,63.025,63.025,63.025,0.675764891627954,0.346422930525883,0.102206117179422,0.1536479579882,0.27571164308758,63.025
0.005454,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,3.46727257150724,4.8374147923724,65.449,65.449,5.4262351982114,6.69250738501429,65.449,65.449,8.91048099803663,7.26771671482883,5.4262351982114,65.449,65.449,65.449,8.91048099803663,7.26771671482883,5.4262351982114,65.449,65.449,65.449,2.26,11.71,0.44146685504186,0.615918780793537,44146.685504186,61591.8780793537,1.13451767693115,0.92535443212528,0.69088972333966,113451.767693115,92535.443212528,69088.972333966,65.449,65.449,65.449,65.449,65.449,0.671640390771923,0.345053245865771,0.101697546839246,0.152868073382071,0.274230367315217,65.449
0.005656,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,3.54131008998919,4.93559268439081,67.873,67.873,5.54014758044689,6.82833536247333,67.873,67.873,9.09579889568621,7.41922560905531,5.54014758044689,67.873,67.873,67.873,9.09579889568621,7.41922560905531,5.54014758044689,67.873,67.873,67.873,2.26,11.71,0.450893604674387,0.628419178247196,45089.3604674388,62841.9178247196,1.15811308449461,0.944645143676105,0.705393498309381,115811.308449461,94464.5143676105,70539.3498309381,67.873,67.873,67.873,67.873,67.873,0.667696177984608,0.343738502187719,0.101210391427942,0.152121167081912,0.272812418951417,67.873
0.005858,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,3.61423144954488,5.03221352864203,70.297,70.297,5.65231023953648,6.96200918236515,70.297,70.297,9.27824377069296,7.56839085281832,5.65231023953648,70.297,70.297,70.297,9.27824377069296,7.56839085281832,5.65231023953648,70.297,70.297,70.297,2.26,11.71,0.460178240538603,0.640721326221831,46017.8240538603,64072.1326221831,1.1813426874539,0.963637452382017,0.719674491608933,118134.26874539,96363.7452382017,71967.4491608933,70.297,70.297,70.297,70.297,70.297,0.663918283210424,0.342474647945156,0.100743026200636,0.151404730856181,0.271452951283445,70.297
0.00606,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,3.68609089620683,5.12735447722329,72.721,72.721,5.76280880266537,7.09363558372344,72.721,72.721,9.45795672653136,7.71532744899303,5.76280880266537,72.721,72.721,72.721,9.45795672653136,7.71532744899303,5.76280880266537,72.721,72.721,72.721,2.26,11.71,0.469327669453881,0.652835048027558,46932.7669453881,65283.5048027558,1.20422445166137,0.982346000863859,0.733743605630144,120422.445166137,98234.6000863859,73374.3605630144,72.721,72.721,72.721,72.721,72.721,0.66029425697944,0.341258057424643,0.100294000677358,0.150716525970626,0.270147640645229,72.721
0.006262,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,3.75693833424949,5.22108643137075,75.145,75.145,5.87172201407205,7.22331265758794,75.145,75.145,9.63506749862567,7.86014114042602,5.87172201407205,75.145,75.145,75.145,9.63506749862567,7.86014114042602,5.87172201407205,75.145,75.145,75.145,2.26,11.71,0.47834824542979,0.664769371090143,47834.824542979,66476.9371090143,1.22677489554427,1.00078425271901,0.747610866400852,122677.489554427,100078.425271901,74761.0866400852,75.145,75.145,75.145,75.145,75.145,0.656812960409971,0.340085473507457,0.0998620148461792,0.150054546336672,0.268892614652852,75.145
0.006464,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,3.82681980160066,5.31347473205999,77.569,77.569,5.97912249107104,7.35113080244221,77.569,77.569,9.80969570510294,8.00292942833168,5.97912249107104,77.569,77.569,77.569,9.80969570510294,8.00292942833168,5.97912249107104,77.569,77.569,77.569,2.26,11.71,0.487245830197354,0.676532614880985,48724.5830197353,67653.2614880985,1.24900924935557,1.01896462218767,0.761285519844707,124900.924935557,101896.462218767,76128.5519844707,77.569,77.569,77.569,77.569,77.569,0.653464389961813,0.338953959696453,0.0994458992685943,0.149416987709521,0.26768439225352,77.569
0.006666,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,3.89577788005194,5.40457975522147,79.993,79.993,6.08507737613515,7.47717354768736,79.993,79.993,9.98195192536081,8.14378245053731,6.08507737613515,79.993,79.993,79.993,9.98195192536081,8.14378245053731,6.08507737613515,79.993,79.993,79.993,2.26,11.71,0.496025845438665,0.688132466702307,49602.5845438665,68813.2466702307,1.27094159250147,1.03689858597443,0.774776114806856,127094.159250147,103689.858597443,77477.6114806856,79.993,79.993,79.993,79.993,79.993,0.650239530297046,0.337860859669625,0.0990445983468173,0.148802221787163,0.266519833339554,79.993
0.006868,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,3.96385205090527,5.49445742722352,82.417,82.417,6.18964890202853,7.60151826680676,82.417,82.417,10.1519386346284,8.28278374250649,6.18964890202853,82.417,82.417,82.417,10.1519386346284,8.28278374250649,6.18964890202853,82.417,82.417,82.417,2.26,11.71,0.504693318069217,0.69957604732048,50469.3318069217,69957.604732048,1.29258497253336,1.05459678014488,0.78809057500893,129258.497253336,105459.678014488,78809.057500893,82.417,82.417,82.417,82.417,82.417,0.647130230035636,0.336803762990183,0.0986571561710699,0.148208774307455,0.265396096161293,82.417
0.00707,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,4.03107900469683,5.58315967332376,84.841,84.841,6.29289488378857,7.72423679779346,84.841,84.841,10.3197510173975,8.42001089975782,6.29289488378857,84.841,84.841,84.841,10.3197510173975,8.42001089975782,6.29289488378857,84.841,84.841,84.841,2.26,11.71,0.513252919673167,0.710869968064647,51325.2919673167,71086.9968064647,1.31395150871714,1.07206908446728,0.801236261690119,131395.150871714,107206.908446728,80123.6261690119,84.841,84.841,84.841,84.841,84.841,0.644129096282902,0.335780475884842,0.0982827044857755,0.147635306428091,0.264310601140594,84.841
0.007272,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,4.09749291206426,5.67073480946333,87.265,87.265,6.39486914883477,7.84539598519286,87.265,87.265,10.4854776784202,8.555536156894,6.39486914883477,87.265,87.265,87.265,10.4854776784202,8.555536156894,6.39486914883477,87.265,87.265,87.265,2.26,11.71,0.521709000991225,0.722020380711493,52170.9000991225,72202.0380711493,1.33505248256025,1.08932469613689,0.814220028370332,133505.248256025,108932.469613689,81422.0028370332,87.265,87.265,87.265,87.265,87.265,0.641229404643583,0.334788996219619,0.0979204524066555,0.147080598818767,0.263260999969699,87.265
0.007474,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,4.16312566157072,5.75722788592987,89.689,89.689,6.49562191448047,7.9650581555566,89.689,89.689,10.6492012666459,8.68942689575296,6.49562191448047,89.689,89.689,89.689,10.6492012666459,8.68942689575296,6.49562191448047,89.689,89.689,89.689,2.26,11.71,0.530065622201358,0.733033021241793,53006.5622201358,73303.3021241794,1.35589841725374,1.1063721944758,0.827048268916486,135589.841725374,110637.21944758,82704.8268916486,89.689,89.689,89.689,89.689,89.689,0.638425022086489,0.333827491971811,0.0975696775929704,0.146543538006962,0.262245149099775,89.689
0.007676,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,4.2280070692968,5.84268098993775,92.113,92.113,6.59520012052049,8.08328153605869,92.113,92.113,10.8109990248123,8.82174609302954,6.59520012052049,92.113,92.113,92.113,10.8109990248123,8.82174609302954,6.59520012052049,92.113,92.113,92.113,2.26,11.71,0.538326579604851,0.743913248366112,53832.6579604851,74391.3248366112,1.37649914764844,1.12321959792581,0.839726959888879,137649.914764844,112321.959792581,83972.6959888879,92.113,92.113,92.113,92.113,92.113,0.635710340530708,0.33289428262951,0.09722971863566,0.146023104606481,0.261261086895071,92.113
0.007878,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,4.29216506420268,5.92713351298389,94.537,94.537,6.69364772327686,8.2001206243793,94.537,94.537,10.9709432752643,8.95255271597368,6.69364772327686,94.537,94.537,94.537,10.9709432752643,8.95255271597368,6.69364772327686,94.537,94.537,94.537,2.26,11.71,0.546495429227358,0.754666077565613,54649.5429227359,75466.6077565613,1.39686388211128,1.13987441443039,0.852261697980258,139686.388211128,113987.441443039,85226.1697980258,94.537,94.537,94.537,94.537,94.537,0.633080219423228,0.331987823054916,0.0968999684666676,0.145518363126958,0.260307013863762,94.537
0.00808,0.523598775598299,0.785398163397448,1.5707963267949,0.226,1.171,0.001,1000,4.3556258526085,6.01062238787424,96.961,96.961,6.79100595643828,8.31562651662803,96.961,96.961,11.1291018508377,9.08190207335928,6.79100595643828,96.961,96.961,96.961,11.1291018508377,9.08190207335928,6.79100595643828,96.961,96.961,96.961,2.26,11.71,0.554575507761195,0.765296211271197,55457.5507761195,76529.6211271197,1.41700125738719,1.15634368612133,0.864657733226926,141700.125738719,115634.368612133,86465.7733226926,96.961,96.961,96.961,96.961,96.961,0.630529935893764,0.331106689431006,0.0965798686300563,0.145028453117322,0.259381275483724,96.961
