"time","medium.T"
0,300
0.02,300.004801307695
0.04,300.00960261539
0.06,300.014403923085
0.08,300.01920523078
0.1,300.024006538475
0.12,300.028807846169
0.14,300.033609153864
0.16,300.038410461559
0.18,300.043211769254
0.2,300.048013076949
0.22,300.052814384644
0.24,300.057615692339
0.26,300.062417000034
0.28,300.067218307729
0.3,300.072019615424
0.32,300.076820923119
0.34,300.081622230814
0.36,300.086423538508
0.38,300.091224846203
0.4,300.096026153898
0.42,300.100827461593
0.44,300.105628769288
0.46,300.110430076983
0.48,300.115231384678
0.5,300.120032692373
0.52,300.124834000068
0.54,300.129635307763
0.56,300.134436615458
0.58,300.139237923153
0.6,300.144039230848
0.62,300.148840538542
0.64,300.153641846237
0.66,300.158443153932
0.68,300.163244461627
0.7,300.168045769322
0.72,300.172847077017
0.74,300.177648384712
0.76,300.182449692407
0.78,300.187251000102
0.8,300.192052307797
0.82,300.196853615492
0.84,300.201654923187
0.86,300.206456230881
0.88,300.211257538576
0.9,300.216058846271
0.92,300.220860153966
0.94,300.225661461661
0.96,300.230462769356
0.98,300.235264077051
1,300.240065384746
1.02,300.244866692441
1.04,300.249668000136
1.06,300.254469307831
1.08,300.259270615526
1.1,300.264071923221
1.12,300.268873230915
1.14,300.27367453861
1.16,300.278475846305
1.18,300.283277154
1.2,300.288078461695
1.22,300.29287976939
1.24,300.297681077085
1.26,300.30248238478
1.28,300.307283692475
1.3,300.31208500017
1.32,300.316886307865
1.34,300.32168761556
1.36,300.326488923254
1.38,300.331290230949
1.4,300.336091538644
1.42,300.340892846339
1.44,300.345694154034
1.46,300.350495461729
1.48,300.355296769424
1.5,300.360098077119
1.52,300.364899384814
1.54,300.369700692509
1.56,300.374502000204
1.58,300.379303307899
1.6,300.384104615594
1.62,300.388905923288
1.64,300.393707230983
1.66,300.398508538678
1.68,300.403309846373
1.7,300.408111154068
1.72,300.412912461763
1.74,300.417713769458
1.76,300.422515077153
1.78,300.427316384848
1.8,300.432117692543
1.82,300.436919000238
1.84,300.441720307933
1.86,300.446521615627
1.88,300.451322923322
1.9,300.456124231017
1.92,300.460925538712
1.94,300.465726846407
1.96,300.470528154102
1.98,300.475329461797
2,300.480130769492
2.02,300.484932077187
2.04,300.489733384882
2.06,300.494534692577
2.08,300.499336000272
2.1,300.504137307966
2.12,300.508938615661
2.14,300.513739923356
2.16,300.518541231051
2.18,300.523342538746
2.2,300.528143846441
2.22,300.532945154136
2.24,300.537746461831
2.26,300.542547769526
2.28,300.547349077221
2.3,300.552150384916
2.32,300.556951692611
2.34,300.561753000305
2.36,300.566554308
2.38,300.571355615695
2.4,300.57615692339
2.42,300.580958231085
2.44,300.58575953878
2.46,300.590560846475
2.48,300.59536215417
2.5,300.600163461865
2.52,300.60496476956
2.54,300.609766077255
2.56,300.61456738495
2.58,300.619368692644
2.6,300.624170000339
2.62,300.628971308034
2.64,300.633772615729
2.66,300.638573923424
2.68,300.643375231119
2.7,300.648176538814
2.72,300.652977846509
2.74,300.657779154204
2.76,300.662580461899
2.78,300.667381769594
2.8,300.672183077289
2.82,300.676984384983
2.84,300.681785692678
2.86,300.686587000373
2.88,300.691388308068
2.9,300.696189615763
2.92,300.700990923458
2.94,300.705792231153
2.96,300.710593538848
2.98,300.715394846543
3,300.720196154238
3.02,300.724997461933
3.04,300.729798769628
3.06,300.734600077323
3.08,300.739401385017
3.1,300.744202692712
3.12,300.749004000407
3.14,300.753805308102
3.16,300.758606615797
3.18,300.763407923492
3.2,300.768209231187
3.22,300.773010538882
3.24,300.777811846577
3.26,300.782613154272
3.28,300.787414461967
3.3,300.792215769662
3.32,300.797017077356
3.34,300.801818385051
3.36,300.806619692746
3.38,300.811421000441
3.4,300.816222308136
3.42,300.821023615831
3.44,300.825824923526
3.46,300.830626231221
3.48,300.835427538916
3.5,300.840228846611
3.52,300.845030154306
3.54,300.849831462001
3.56,300.854632769696
3.58,300.85943407739
3.6,300.864235385085
3.62,300.86903669278
3.64,300.873838000475
3.66,300.87863930817
3.68,300.883440615865
3.7,300.88824192356
3.72,300.893043231255
3.74,300.89784453895
3.76,300.902645846645
3.78,300.90744715434
3.8,300.912248462035
3.82,300.917049769729
3.84,300.921851077424
3.86,300.926652385119
3.88,300.931453692814
3.9,300.936255000509
3.92,300.941056308204
3.94,300.945857615899
3.96,300.950658923594
3.98,300.955460231289
4,300.960261538984
4.02,300.965062846679
4.04,300.969864154374
4.06,300.974665462068
4.08,300.979466769763
4.1,300.984268077458
4.12,300.989069385153
4.14,300.993870692848
4.16,300.998672000543
4.18,301.003473308238
4.2,301.008274615933
4.22,301.013075923628
4.24,301.017877231323
4.26,301.022678539018
4.28,301.027479846713
4.3,301.032281154407
4.32,301.037082462102
4.34,301.041883769797
4.36,301.046685077492
4.38,301.051486385187
4.4,301.056287692882
4.42,301.061089000577
4.44,301.065890308272
4.46,301.070691615967
4.48,301.075492923662
4.5,301.080294231357
4.52,301.085095539052
4.54,301.089896846746
4.56,301.094698154441
4.58,301.099499462136
4.6,301.104300769831
4.62,301.109102077526
4.64,301.113903385221
4.66,301.118704692916
4.68,301.123506000611
4.7,301.128307308306
4.72,301.133108616001
4.74,301.137909923696
4.76,301.142711231391
4.78,301.147512539085
4.8,301.15231384678
4.82,301.157115154475
4.84,301.16191646217
4.86,301.166717769865
4.88,301.17151907756
4.9,301.176320385255
4.92,301.18112169295
4.94,301.185923000645
4.96,301.19072430834
4.98,301.195525616035
5,301.20032692373
5.02,301.205128231425
5.04,301.209929539119
5.06,301.214730846814
5.08,301.219532154509
5.1,301.224333462204
5.12,301.229134769899
5.14,301.233936077594
5.16,301.238737385289
5.18,301.243538692984
5.2,301.248340000679
5.22,301.253141308374
5.24,301.257942616069
5.26,301.262743923764
5.28,301.267545231458
5.3,301.272346539153
5.32,301.277147846848
5.34,301.281949154543
5.36,301.286750462238
5.38,301.291551769933
5.4,301.296353077628
5.42,301.301154385323
5.44,301.305955693018
5.46,301.310757000713
5.48,301.315558308408
5.5,301.320359616103
5.52,301.325160923798
5.54,301.329962231492
5.56,301.334763539187
5.58,301.339564846882
5.6,301.344366154577
5.62,301.349167462272
5.64,301.353968769967
5.66,301.358770077662
5.68,301.363571385357
5.7,301.368372693052
5.72,301.373174000747
5.74,301.377975308442
5.76,301.382776616137
5.78,301.387577923831
5.8,301.392379231526
5.82,301.397180539221
5.84,301.401981846916
5.86,301.406783154611
5.88,301.411584462306
5.9,301.416385770001
5.92,301.421187077696
5.94,301.425988385391
5.96,301.430789693086
5.98,301.435591000781
6,301.440392308476
6.02,301.445193616171
6.04,301.449994923865
6.06,301.45479623156
6.08,301.459597539255
6.1,301.46439884695
6.12,301.469200154645
6.14,301.47400146234
6.16,301.478802770035
6.18,301.48360407773
6.2,301.488405385425
6.22,301.49320669312
6.24,301.498008000815
6.26,301.50280930851
6.28,301.507610616204
6.3,301.512411923899
6.32,301.517213231594
6.34,301.522014539289
6.36,301.526815846984
6.38,301.531617154679
6.4,301.536418462374
6.42,301.541219770069
6.44,301.546021077764
6.46,301.550822385459
6.48,301.555623693154
6.5,301.560425000849
6.52,301.565226308543
6.54,301.570027616238
6.56,301.574828923933
6.58,301.579630231628
6.6,301.584431539323
6.62,301.589232847018
6.64,301.594034154713
6.66,301.598835462408
6.68,301.603636770103
6.7,301.608438077798
6.72,301.613239385493
6.74,301.618040693188
6.76,301.622842000882
6.78,301.627643308577
6.8,301.632444616272
6.82,301.637245923967
6.84,301.642047231662
6.86,301.646848539357
6.88,301.651649847052
6.9,301.656451154747
6.92,301.661252462442
6.94,301.666053770137
6.96,301.670855077832
6.98,301.675656385527
7,301.680457693222
7.02,301.685259000916
7.04,301.690060308611
7.06,301.694861616306
7.08,301.699662924001
7.1,301.704464231696
7.12,301.709265539391
7.14,301.714066847086
7.16,301.718868154781
7.18,301.723669462476
7.2,301.728470770171
7.22,301.733272077866
7.24,301.738073385561
7.26,301.742874693255
7.28,301.74767600095
7.3,301.752477308645
7.32,301.75727861634
7.34,301.762079924035
7.36,301.76688123173
7.38,301.771682539425
7.4,301.77648384712
7.42,301.781285154815
7.44,301.78608646251
7.46,301.790887770205
7.48,301.7956890779
7.5,301.800490385594
7.52,301.805291693289
7.54,301.810093000984
7.56,301.814894308679
7.58,301.819695616374
7.6,301.824496924069
7.62,301.829298231764
7.64,301.834099539459
7.66,301.838900847154
7.68,301.843702154849
7.7,301.848503462544
7.72,301.853304770239
7.74,301.858106077933
7.76,301.862907385628
7.78,301.867708693323
7.8,301.872510001018
7.82,301.877311308713
7.84,301.882112616408
7.86,301.886913924103
7.88,301.891715231798
7.9,301.896516539493
7.92,301.901317847188
7.94,301.906119154883
7.96,301.910920462578
7.98,301.915721770273
8,301.920523077967
8.02,301.925324385662
8.04,301.930125693357
8.06,301.934927001052
8.08,301.939728308747
8.1,301.944529616442
8.12,301.949330924137
8.14,301.954132231832
8.16,301.958933539527
8.18,301.963734847222
8.2,301.968536154917
8.22,301.973337462612
8.24,301.978138770306
8.26,301.982940078001
8.28,301.987741385696
8.3,301.992542693391
8.32,301.997344001086
8.34,302.002145308781
8.36,302.006946616476
8.38,302.011747924171
8.4,302.016549231866
8.42,302.021350539561
8.44,302.026151847256
8.46,302.030953154951
8.48,302.035754462646
8.5,302.04055577034
8.52,302.045357078035
8.54,302.05015838573
8.56,302.054959693425
8.58,302.05976100112
8.6,302.064562308815
8.62,302.06936361651
8.64,302.074164924205
8.66,302.0789662319
8.68,302.083767539595
8.7,302.08856884729
8.72,302.093370154985
8.74,302.098171462679
8.76,302.102972770374
8.78,302.107774078069
8.8,302.112575385764
8.82,302.117376693459
8.84,302.122178001154
8.86,302.126979308849
8.88,302.131780616544
8.9,302.136581924239
8.92,302.141383231934
8.94,302.146184539629
8.96,302.150985847324
8.98,302.155787155018
9,302.160588462713
9.02,302.165389770408
9.04,302.170191078103
9.06,302.174992385798
9.08,302.179793693493
9.1,302.184595001188
9.12,302.189396308883
9.14,302.194197616578
9.16,302.198998924273
9.18,302.203800231968
9.2,302.208601539663
9.22,302.213402847358
9.24,302.218204155052
9.26,302.223005462747
9.28,302.227806770442
9.3,302.232608078137
9.32,302.237409385832
